Date,State,Bill No,Title,Action
"May 22, 2023",MN,SF 1384,Requires Safety Protections for Healthcare Workers,"Conference Report Adopted
                           - House
                      

                      
                          (112 - 17)"
"May 22, 2023",MN,SF 1384,Requires Safety Protections for Healthcare Workers,"Conference Report Adopted
                           - Senate
                      

                      
                          (39 - 26)"
"May 21, 2023",MN,HF 1938,Amends State Tax Policies and Rebate Check Requirements,"Bill Passed
                           - Senate
                      

                      
                          (34 - 33)"
"May 21, 2023",MN,HF 2369,Increases Worker Protections Ride Sharing Companies Must Require,"Bill Passed
                           - Senate
                      

                      
                          (35 - 32)"
"May 20, 2023",MN,HF 1938,Amends State Tax Policies and Rebate Check Requirements,"Bill Passed
                           - House
                      

                      
                          (69 - 63)"
"May 18, 2023",MN,HF 2369,Increases Worker Protections Ride Sharing Companies Must Require,"Bill Passed
                           - House
                      

                      
                          (69 - 61)"
"May 17, 2023",MN,SF 2744,Establishes New Protections Over Prescription Drug Costs,"Conference Report Adopted
                           - House
                      

                      
                          (69 - 59)"
"May 17, 2023",MN,SF 37,Authorizes Minnesota Voters to Vote On a Constitutional Amendment Providing For Equality Under the Law,"Bill Passed
                           - Senate
                      

                      
                          (43 - 23)"
"May 16, 2023",MN,SF 2744,Establishes New Protections Over Prescription Drug Costs,"Conference Report Adopted
                           - Senate
                      

                      
                          (35 - 32)"
"May 16, 2023",MN,SF 2909,Appropriates Funding for the State Public Safety Omnibus Bill,"Bill Passed
                           - House
                      

                      
                          (69 - 63)"
"May 15, 2023",MN,HF 1234,Appropriates Funding for Police and Firefighter Disability Expenses,"Concurrence Vote Passed
                           - House
                      

                      
                          (78 - 54)"
"May 12, 2023",MN,HF 782,Establishes the Minnesota Secure Choice Retirement Program,"Concurrence Vote Passed
                           - House
                      

                      
                          (71 - 57)"
"May 12, 2023",MN,HF 1403,"Establishes Litigation Laws Regarding Aging, Disability, Behavioral Health, and Substance Use Disorder","Bill Passed
                           - Senate
                      

                      
                          (61 - 4)"
"May 10, 2023",MN,HF 2073,Appropriates State Funding for Free College Tuition and Automatic Admission,"Conference Report Adopted
                           - Senate
                      

                      
                          (34 - 30)"
"May 9, 2023",MN,HF 2335,Appropriates $1 Billion in Omnibus Housing Appropriations,"Conference Report Adopted
                           - Senate
                      

                      
                          (34 - 32)"
"May 9, 2023",MN,HF 2073,Appropriates State Funding for Free College Tuition and Automatic Admission,"Conference Report Adopted
                           - House
                      

                      
                          (69 - 62)"
"May 8, 2023",MN,HF 2335,Appropriates $1 Billion in Omnibus Housing Appropriations,"Conference Report Adopted
                           - House
                      

                      
                          (70 - 61)"
"May 4, 2023",MN,HF 717,Amends the Name of Highway 7 in Chanhassen and Eden Praire to Prince Rogers Nelson Memorial Highway,"Bill Passed
                           - Senate
                      

                      
                          (55 - 5)"
"April 28, 2023",MN,HF 100,Establishes Cannabis Policy and Finances,"Bill Passed
                           - Senate
                      

                      
                          (34 - 32)"
"April 25, 2023",MN,HF 100,Establishes Cannabis Policy and Finances,"Bill Passed
                           - House
                      

                      
                          (71 - 59)"
"April 21, 2023",MN,HF 366,Prohibits State Extradition of Any Individual Seeking or Assisting in an Abortion,"Bill Passed
                           - Senate
                      

                      
                          (34 - 29)"
"April 21, 2023",MN,HF 16,Prohibits Conversion Therapy for Children and Vulnerable Adults,"Bill Passed
                           - Senate
                      

                      
                          (36 - 27)"
"April 21, 2023",MN,HF 146,Prohibits State Extradition of Minors Seeking Gender Affirming Care,"Bill Passed
                           - Senate
                      

                      
                          (34 - 30)"
"April 20, 2023",MN,HF 1830,Appropriates $1.5 Billion for State Elections and Government Agencies Operating Costs,"Bill Passed
                           - Senate
                      

                      
                          (34 - 33)"
"April 20, 2023",MN,HF 2310,Prohibits Products that Contain Common but Toxic Chemicals,"Bill Passed
                           - Senate
                      

                      
                          (37 - 29)"
"April 20, 2023",MN,HF 2497,Appropriates $23 Billion for the State Education Budget through 2027,"Bill Passed
                           - House
                      

                      
                          (70 - 60)"
