Date,State,Bill No,Title,Action
"April 19, 2023",MN,SF 2995,Establishes a State Public Health Option,"Bill Passed
                           - Senate
                      

                      
                          (35 - 32)"
"April 19, 2023",MN,HF 917,Prohibits Rental Assistance Discrimination and Requires 14 Day Eviction Notice,"Bill Passed
                           - House
                      

                      
                          (70 - 57)"
"April 18, 2023",MN,HF 1830,Appropriates $1.5 Billion for State Elections and Government Agencies Operating Costs,"Bill Passed
                           - House
                      

                      
                          (70 - 59)"
"April 17, 2023",MN,HF 2310,Prohibits Products that Contain Common but Toxic Chemicals,"Bill Passed
                           - House
                      

                      
                          (69 - 59)"
"April 14, 2023",MN,SF 2909,Appropriates Funding for the State Public Safety Omnibus Bill,"Bill Passed
                           - Senate
                      

                      
                          (34 - 33)"
"March 23, 2023",MN,HF 146,Prohibits State Extradition of Minors Seeking Gender Affirming Care,"Bill Passed
                           - House
                      

                      
                          (68 - 62)"
"March 20, 2023",MN,HF 366,Prohibits State Extradition of Any Individual Seeking or Assisting in an Abortion,"Bill Passed
                           - House
                      

                      
                          (68 - 62)"
"March 16, 2023",MN,HF 5,Expands Access to Free School Lunches,"Concurrence Vote Passed
                           - House
                      

                      
                          (71 - 54)"
"March 14, 2023",MN,HF 5,Expands Access to Free School Lunches,"Bill Passed
                           - Senate
                      

                      
                          (38 - 26)"
"March 6, 2023",MN,HF 669,Appropriates $1.9 Billion for State Infrastructure Funding,"Bill Passed
                           - House
                      

                      
                          (91 - 43)"
"Feb. 21, 2023",MN,HF 28,Expands Voting Rights to Ex-Felons,"Bill Passed
                           - Senate
                      

                      
                          (35 - 30)"
"Feb. 21, 2023",MN,HF 4,Authorizes Undocumented Residents to Obtain a State Drivers License,"Bill Passed
                           - Senate
                      

                      
                          (34 - 31)"
"Feb. 20, 2023",MN,HF 16,Prohibits Conversion Therapy for Children and Vulnerable Adults,"Bill Passed
                           - House
                      

                      
                          (81 - 47)"
"Feb. 20, 2023",MN,HF 55,Establishes a State Office to Investigate Cases of Missing Black Women and Girls,"Bill Passed
                           - House
                      

                      
                          (110 - 119)"
"Feb. 13, 2023",MN,HF 2,Establishes 12 Weeks of Paid Family and Medical Leave,"Bill Passed
                           - House
                      

                      
                          (70 - 60)"
"Feb. 9, 2023",MN,HF 5,Expands Access to Free School Lunches,"Bill Passed
                           - House
                      

                      
                          (70 - 58)"
"Feb. 2, 2023",MN,HF 28,Expands Voting Rights to Ex-Felons,"Bill Passed
                           - House
                      

                      
                          (71 - 59)"
"Jan. 30, 2023",MN,HF 4,Authorizes Undocumented Residents to Obtain a State Drivers License,"Bill Passed
                           - House
                      

                      
                          (69 - 60)"
"Jan. 26, 2023",MN,HF 37,Prohibits Hair Discrimination,"Bill Passed
                           - Senate
                      

                      
                          (45 - 19)"
"Jan. 26, 2023",MN,HF 7,Establishes State Goal of 100 Percent Carbon-Free Energy by 2040,"Bill Passed
                           - House
                      

                      
                          (70 - 60)"
"Jan. 19, 2023",MN,HF 1,Establishes Abortion Protections as a State Constitutional Right,"Bill Passed
                           - House
                      

                      
                          (69 - 65)"
"Jan. 11, 2023",MN,HF 37,Prohibits Hair Discrimination,"Bill Passed
                           - House
                      

                      
                          (111 - 19)"
