Date,State,Bill No,Title,Action
"June 6, 2023",NE,LB 531,Appropriates Funding for Nebraska Community Redevelopment,"Bill Passed
                           - Senate
                      

                      
                          (37 - 8)"
"June 1, 2023",NE,LB 227,Amend Provisions Relating to Public Health and Welfare,"Bill Passed
                           - Senate
                      

                      
                          (47 - 0)"
"June 1, 2023",NE,LB 514,Requires Voter ID to Vote in Primaries and General Elections,"Bill Passed
                           - Senate
                      

                      
                          (38 - 1)"
"June 1, 2023",NE,LB 50,Establishes Statutes Regarding Administration of Justice,"Bill Passed
                           - Senate
                      

                      
                          (34 - 15)"
"June 1, 2023",NE,LB 727,Amend Provisions Relating to Revenue and Taxation,"Bill Passed
                           - Senate
                      

                      
                          (46 - 0)"
"June 1, 2023",NE,LB 92,Limits Insulin Costs for Insured Patients to $35 Per Month Maximum,"Bill Passed
                           - Senate
                      

                      
                          (46 - 0)"
"May 31, 2023",NE,LB 814,Appropriates Funding for the 2023 State Budget,"Veto Override Passed
                           - Senate
                      

                      
                          (31 - 14)"
"May 31, 2023",NE,LB 138,Repeals Motorcycle Helmet Requirements for Individuals 21 and Older,"Bill Passed
                           - Senate
                      

                      
                          (41 - 0)"
"May 25, 2023",NE,LB 754,Amends State Tax Laws to Establish Child Tax Credits in Nebraska,"Bill Passed
                           - Senate
                      

                      
                          (39 - 2)"
"May 24, 2023",NE,LB 753,Establishes Tax Credits and Matching Funds for Private School Scholarships,"Bill Passed
                           - Senate
                      

                      
                          (33 - 11)"
"May 19, 2023",NE,LB 574,Limits to Abortion Access and Prohibition of Gender Affirming Care for Minors,"Bill Passed
                           - Senate
                      

                      
                          (33 - 15)"
"April 19, 2023",NE,LB 77,Authorizes Legal Gun Owners to Conceal Carry Without a Permit,"Bill Passed
                           - Senate
                      

                      
                          (33 - 14)"
"April 18, 2023",NE,LB 775,Amends State Definitions for Licensed Racetracks to Include All Real Property,"Bill Passed
                           - Senate
                      

                      
                          (46 - 0)"
"March 31, 2023",NE,LB 683,Amends Laws Concerning Broadband Rules,"Bill Passed
                           - Senate
                      

                      
                          (43 - 2)"
