Date,State,Bill No,Title,Action
"March 17, 2023",NM,SB 53,Amends Radioactive Waste Storage Rules,"Bill Passed
                           - House
                      

                      
                          (35 - 28)"
"March 17, 2023",NM,SB 51,Authorizes Cost-Sharing Contributions for Prescription Drug,"Bill Passed
                           - House
                      

                      
                          (44 - 21)"
"March 17, 2023",NM,SB 50,Establishes an Individual's Right to Repair,"Bill Passed
                           - House
                      

                      
                          (46 - 15)"
"March 17, 2023",NM,SB 273,Requires Health Insurance Companies Provide Reimbursement for Mental Health Coverage,"Bill Passed
                           - House
                      

                      
                          (52 - 13)"
"March 17, 2023",NM,SB 13,Establishes State Protections for Abortions and Gender Affirming Healthcare,"Bill Passed
                           - House
                      

                      
                          (38 - 30)"
"March 16, 2023",NM,SB 16,Establishes a State Health Care Authority Department,"Bill Passed
                           - House
                      

                      
                          (43 - 23)"
"March 16, 2023",NM,HB 400,Establishes a Study on Whether a State Based Healthcare Option is Viable,"Bill Passed
                           - Senate
                      

                      
                          (24 - 15)"
"March 16, 2023",NM,HB 306,Prohibits Purchasing a Firearm for Someone Who is Not Allowed or Intends to Use it in a Crime,"Bill Passed
                           - Senate
                      

                      
                          (28 - 10)"
"March 15, 2023",NM,HB 547,Restructures the State Tax System,"Bill Passed
                           - Senate
                      

                      
                          (24 - 12)"
"March 15, 2023",NM,SB 523,Amends Medical Malpractice Rules,"Bill Passed
                           - Senate
                      

                      
                          (40 - 2)"
"March 14, 2023",NM,HB 134,Requires Menstrual Products in Public School Products,"Bill Passed
                           - Senate
                      

                      
                          (27 - 13)"
"March 14, 2023",NM,HB 207,"Prohibits Discrimination on the Basis of Sex, Sexual Orientation, or Gender Identity","Bill Passed
                           - Senate
                      

                      
                          (26 - 10)"
"March 14, 2023",NM,SB 180,Amends Various State Election Laws,"Bill Passed
                           - House
                      

                      
                          (44 - 25)"
"March 13, 2023",NM,SB 64,Prohibits Life Sentences for Juveniles,"Bill Passed
                           - House
                      

                      
                          (37 - 25)"
"March 12, 2023",NM,HB 130,Extends Hours in the School Day and Number of Days in a School Year,"Bill Passed
                           - Senate
                      

                      
                          (34 - 6)"
"March 12, 2023",NM,SB 9,Appropriates Millions in State Funds for Environment and Cultural Conservation,"Bill Passed
                           - House
                      

                      
                          (54 - 11)"
"March 12, 2023",NM,HB 547,Restructures the State Tax System,"Bill Passed
                           - House
                      

                      
                          (50 - 18)"
"March 10, 2023",NM,SB 13,Establishes State Protections for Abortions and Gender Affirming Healthcare,"Bill Passed
                           - Senate
                      

                      
                          (26 - 16)"
"March 10, 2023",NM,HB 306,Prohibits Purchasing a Firearm for Someone Who is Not Allowed or Intends to Use it in a Crime,"Bill Passed
                           - House
                      

                      
                          (62 - 3)"
"March 8, 2023",NM,HB 4,Expands Various Voting Rights,"Bill Passed
                           - Senate
                      

                      
                          (27 - 14)"
"March 7, 2023",NM,HB 7,Establishes State Protections for Gender Affirming Care,"Bill Passed
                           - Senate
                      

                      
                          (23 - 15)"
"March 7, 2023",NM,HB 400,Establishes a Study on Whether a State Based Healthcare Option is Viable,"Bill Passed
                           - House
                      

                      
                          (58 - 10)"
"March 6, 2023",NM,SB 273,Requires Health Insurance Companies Provide Reimbursement for Mental Health Coverage,"Bill Passed
                           - Senate
                      

                      
                          (31 - 10)"
"March 6, 2023",NM,SB 16,Establishes a State Health Care Authority Department,"Bill Passed
                           - Senate
                      

                      
                          (25 - 14)"
"March 6, 2023",NM,HB 134,Requires Menstrual Products in Public School Products,"Bill Passed
                           - House
                      

                      
                          (42 - 20)"
"March 3, 2023",NM,HB 9,Establishes Negligently Leaving a Firearm Accessible for a Minor as a Crime,"Bill Passed
                           - Senate
                      

                      
                          (24 - 16)"
"March 3, 2023",NM,HB 207,"Prohibits Discrimination on the Basis of Sex, Sexual Orientation, or Gender Identity","Bill Passed
                           - House
                      

                      
                          (47 - 20)"
"March 1, 2023",NM,HB 234,Increases Penalties for Robbery & Organized Retail Crime,"Bill Passed
                           - House
                      

                      
                          (61 - 3)"
"Feb. 25, 2023",NM,SB 180,Amends Various State Election Laws,"Bill Passed
                           - Senate
                      

                      
                          (23 - 13)"
"Feb. 25, 2023",NM,HB 142,"Authorizes the Energy, Minerals, and Natural Resources Department Investigate Remediation Options for the San Juan ...","Bill Passed
                           - House
                      

                      
                          (53 - 5)"
"Feb. 22, 2023",NM,SB 64,Prohibits Life Sentences for Juveniles,"Bill Passed
                           - Senate
                      

                      
                          (32 - 8)"
"Feb. 21, 2023",NM,HB 7,Establishes State Protections for Gender Affirming Care,"Bill Passed
                           - House
                      

                      
                          (38 - 31)"
"Feb. 21, 2023",NM,HB 4,Expands Various Voting Rights,"Bill Passed
                           - House
                      

                      
                          (41 - 26)"
"Feb. 14, 2023",NM,SB 9,Appropriates Millions in State Funds for Environment and Cultural Conservation,"Bill Passed
                           - Senate
                      

                      
                          (33 - 7)"
"Feb. 13, 2023",NM,SB 53,Amends Radioactive Waste Storage Rules,"Bill Passed
                           - Senate
                      

                      
                          (21 - 13)"
"Feb. 9, 2023",NM,HB 9,Establishes Negligently Leaving a Firearm Accessible for a Minor as a Crime,"Bill Passed
                           - House
                      

                      
                          (37 - 32)"
"Jan. 19, 2023",NM,HB 1,Appropriates Funds for Legislature,"Bill Passed
                           - Senate
                      

                      
                          (33 - 5)"
"Jan. 18, 2023",NM,HB 1,Appropriates Funds for Legislature,"Bill Passed
                           - House
                      

                      
                          (47 - 19)"
