bill_id,session,session_year,primary_sponsor,all_sponsors,summary,keywords,bill_url
HB1126,2023-RS,2023,Representative Chase (prime),"Representatives Chase (prime), DeGroot, Otten (Ernie), and Schneider",revise the fee for a utility to cross a railroad right-of-way.,Public Utilities and Carriers; Railroads; Rights-of-way,http://sdlegislature.gov/Session/Bill/24214
HB1127,2023-RS,2023,Representative Jensen (Kevin) (prime),"Representatives Jensen (Kevin) (prime), Duba, Emery, Fitzgerald, Jensen (Phil), Kassin, Krohmer, Lesmeister, Moore, Olson, Perry, Pinnow, Reisch, Schaefbauer, and Shorma and Senators Otten (Herman) (prime), Bordeaux, Duhamel, Larson, Pischke, and Zikmund",make an appropriation to support volunteer fire departments and to declare an emergency.,Appropriation; Firefighters; Grants,http://sdlegislature.gov/Session/Bill/24158
HB1128,2023-RS,2023,Representative Jensen (Kevin) (prime),"Representatives Jensen (Kevin) (prime), Blare, Jensen (Phil), Kull, Lems, May, Perry, and Sjaarda and Senators Novstrup, Stalzer, and Zikmund","revise provisions pertaining to absentee voting at nursing facilities, assisted living centers, or hospitals.",Absentee Voting; Elections; Voting,http://sdlegislature.gov/Session/Bill/23863
HB1129,2023-RS,2023,Representative Deutsch (prime),"Representatives Deutsch (prime), Ladner, Mills, and Perry and Senators Novstrup (prime), Frye-Mueller, Hoffman, Mehlhaff, and Stalzer",modify and establish provisions related to medical cannabis.,Boards and Commissions; Health Care; Licensure; Medical Cannabis; Professions and Occupations; Public Health and Safety,http://sdlegislature.gov/Session/Bill/24247
HB1130,2023-RS,2023,Representative Aylward (prime),"Representatives Aylward (prime), Jensen (Phil), May, Mulally, and Perry and Senators Pischke (prime), Bordeaux, and Frye-Mueller",require an official declaration of war or other Congressional action before the South Dakota National Guard may be deployed outside of the state.,Military Affairs; National Guard,http://sdlegislature.gov/Session/Bill/23793
HB1131,2023-RS,2023,Representative Aylward (prime),"Representatives Aylward (prime), Gross, Hansen, Jensen (Kevin), Jensen (Phil), Krohmer, Lems, May, Mulally, Overweg, Perry, Randolph, Schaefbauer, Sjaarda, and Soye and Senators Frye-Mueller, Hoffman, and Pischke",prevent the imposition or enforcement of extreme risk protection orders and to provide a penalty therefor.,Crimes; Firearms; Mentally Ill Persons,http://sdlegislature.gov/Session/Bill/23708
HB1132,2023-RS,2023,Representative Deutsch (prime),"Representatives Deutsch (prime), Ladner, Moore, Perry, and Rehfeldt and Senators Novstrup and Stalzer",revise provisions regarding the duties of the medical marijuana oversight committee.,Legislative Oversight; Medical Cannabis; Public Health and Safety,http://sdlegislature.gov/Session/Bill/24042
HB1133,2023-RS,2023,Representative Lems (prime),"Representatives Lems (prime), Auch, Aylward, Gross, Hansen, Jensen (Kevin), Jensen (Phil), Karr, Krohmer, Ladner, May, Mills, Moore, Mulally, Odenbach, Overweg, Perry, Randolph, Schaefbauer, Sjaarda, and Soye and Senators Breitling (prime) and Pischke",define a commodity for the purpose of qualifying as a common carrier.,Eminent Domain; Pipelines; Public Utilities and Carriers,http://sdlegislature.gov/Session/Bill/24090
HB1134,2023-RS,2023,Representative Shorma (prime),"Representatives Shorma (prime), Kassin, Kull, Moore, and Perry and Senator Davis",require property owner consent before construction resulting in lake water level alteration.,Water Rights,http://sdlegislature.gov/Session/Bill/23780
HB1135,2023-RS,2023,Representative Weisgram (prime),"Representatives Weisgram (prime), Bahmuller, Deutsch, Duffy, Emery, Jensen (Phil), Moore, Mulder, Perry, Peterson (Drew), and Pinnow and Senators Diedrich (prime) and Davis",provide for transparency in the pricing of prescription drugs.,Food and Drugs; Health Care; Insurance,http://sdlegislature.gov/Session/Bill/24166
HB1136,2023-RS,2023,Representative Sjaarda (prime),"Representatives Sjaarda (prime), Auch, Aylward, Gross, Jensen (Phil), Krohmer, May, Moore, Odenbach, Overweg, and Perry and Senators Pischke (prime) and Frye-Mueller",prohibit the condemnation of private land for certain non-public purposes.,Eminent Domain; Pipelines; Public Utilities and Carriers,http://sdlegislature.gov/Session/Bill/24192
HB1137,2023-RS,2023,Representative Karr (prime),"Representatives Karr (prime), Auch, Aylward, Deutsch, Gross, Jensen (Phil), Krohmer, Lems, May, Mills, Moore, Mulder, Overweg, Perry, Pinnow, Reisch, Sjaarda, Soye, and Tordsen and Senators Maher (prime), Hoffman, Johnson, and Pischke","reduce certain gross receipts tax rates and a use tax rate, and to repeal a conditional reduction of certain gross receipts tax rates.",Retail Sales and Service Tax; Sunset Clause; Taxation,http://sdlegislature.gov/Session/Bill/24099
HB1138,2023-RS,2023,Representative Karr (prime),"Representatives Karr (prime), Auch, Duba, Krohmer, May, Mills, Moore, Mulder, Overweg, Perry, Pourier, and Stevens and Senator Pischke",require updated cost report information for certain community-based health and human services providers.,Human Services; Public Welfare and Assistance,http://sdlegislature.gov/Session/Bill/24140
HB1139,2023-RS,2023,Representative Peterson (Sue) (prime),"Representatives Peterson (Sue) (prime), Auch, Aylward, Callies, Deutsch, Jensen (Phil), Lems, Moore, Mulder, Perry, and Sjaarda and Senators Castleberry (prime), Frye-Mueller, Hoffman, Mehlhaff, Pischke, and Stalzer",codify the fundamental right of a parent.,Parental Control; State Affairs and Government,http://sdlegislature.gov/Session/Bill/23749
HB1140,2023-RS,2023,Representative Mortenson (prime),"Representatives Mortenson (prime), Bartels, and Venhuizen and Senators Wheeler (prime), Crabtree, Diedrich, and Schoenbeck",require the secretary of state to determine if a legislatively proposed constitutional amendment complies with the single subject requirement and is not a constitutional revision.,Ballot Measures; Constitutional Amendments; Elections,http://sdlegislature.gov/Session/Bill/23830
HB1141,2023-RS,2023,Representative Mortenson (prime),Representative Mortenson (prime),provide property tax relief for owner-occupied single-family dwellings.,Hoghouse-Vehicle Bill; Taxation,http://sdlegislature.gov/Session/Bill/24215
HB1142,2023-RS,2023,Representative Mortenson (prime),Representative Mortenson (prime),improve education outcomes and college affordability.,Education; Higher Education; Hoghouse-Vehicle Bill,http://sdlegislature.gov/Session/Bill/24216
HB1143,2023-RS,2023,Representative Venhuizen (prime),"Representatives Venhuizen (prime), Arlint, Bahmuller, Bartels, Kassin, Kull, Moore, Mortenson, Mulder, Perry, Pinnow, Reimer, Schaefbauer, Stevens, Tordsen, and Weisgram and Senators Schoenbeck (prime), Larson, Mehlhaff, Rohl, and Stalzer","make an appropriation for the restoration, maintenance, and repair of the state capitol and to declare an emergency.",Hoghouse-Vehicle Bill,http://sdlegislature.gov/Session/Bill/24218
HB1144,2023-RS,2023,Representative Mortenson (prime),Representative Mortenson (prime),bolster the workforce of South Dakota.,Hoghouse-Vehicle Bill,http://sdlegislature.gov/Session/Bill/24219
HB1145,2023-RS,2023,Representative Jamison (prime),"Representatives Jamison (prime), Deutsch, Jensen (Phil), May, Moore, and Perry and Senator Mehlhaff (prime)",revise the order of precedence for the right to control the disposition of the remains of a deceased person.,Public Health and Safety,http://sdlegislature.gov/Session/Bill/24055
HB1146,2023-RS,2023,Representative Sjaarda (prime),"Representatives Sjaarda (prime), May, and Perry and Senator Pischke",establish a citizen's legal standing to request a writ of mandamus or prohibition.,Election Verification; Elections; Voting,http://sdlegislature.gov/Session/Bill/24077
HB1147,2023-RS,2023,Representative Chase (prime),Representative Chase (prime) and Senator Klumb (prime),provide for the organization of townships or fractions of townships.,Counties; Petitions; Townships,http://sdlegislature.gov/Session/Bill/24243
HB1148,2023-RS,2023,Representative Chase (prime),Representative Chase (prime) and Senator Klumb (prime),clarify registration and residence requirements for voting at a township meeting.,Crimes; Townships; Voting,http://sdlegislature.gov/Session/Bill/24244
HB1149,2023-RS,2023,Representative Krull (prime),"Representatives Krull (prime), Kull, Overweg, Perry, and Rehfeldt and Senators Johnson (prime), Castleberry, and Kolbeck (Jack)",revise the classification of owner-occupied single-family dwellings to include more than one attached or unattached garage.,Property Tax; Taxation,http://sdlegislature.gov/Session/Bill/24159
HB1150,2023-RS,2023,Representative Deutsch (prime),Representatives Deutsch (prime) and Moore and Senators Tobin (prime) and Rohl,provide a medical cannabis patient a registry identification card fee waiver in certain circumstances.,Health Care; Medical Cannabis,http://sdlegislature.gov/Session/Bill/24282
HB1151,2023-RS,2023,Representative Weisgram (prime),"Representatives Weisgram (prime), Chaffee, Deutsch, Emery, Lesmeister, Moore, Nelson, Perry, Pourier, Teunissen, and Tordsen and Senators Castleberry (prime), Reed, and Wiik",create the South Dakota paid family leave program.,Insurance; Labor and Employment; Public Officers and Employees; State Employees,http://sdlegislature.gov/Session/Bill/23881
HB1152,2023-RS,2023,Representative Randolph (prime),"Representatives Randolph (prime), Aylward, Jensen (Phil), Mulally, and Perry and Senators Frye-Mueller and Pischke",provide oversight regarding the exercise of gubernatorial emergency powers.,Emergency Management; Legislative Oversight,http://sdlegislature.gov/Session/Bill/24067
HB1153,2023-RS,2023,Representative Weisgram (prime),"Representatives Weisgram (prime), Chase, Duba, Kull, Moore, Otten (Ernie), Perry, Reisch, and Stevens and Senator Hunhoff (prime)","update travel expenses, moving expenses, and other reimbursements.",Public Officers and Employees; State Employees,http://sdlegislature.gov/Session/Bill/24018
HB1154,2023-RS,2023,Representative Jamison (prime),Representatives Jamison (prime) and Olson and Senator Wheeler,modify acceptable conduct for practitioners related to medical cannabis.,Crimes; Medical Cannabis,http://sdlegislature.gov/Session/Bill/24254
HB1155,2023-RS,2023,Representative Rehfeldt (prime),"Representatives Rehfeldt (prime), Bartels, Drury, Duba, Emery, Fitzgerald, Healy, Kull, Lesmeister, Moore, Mulder, Nelson, Olson, Otten (Ernie), Perry, Pourier, Tordsen, and Wittman and Senators Bordeaux, Breitling, Davis, Foster, Larson, Nesiba, Reed, Rohl, Schoenbeck, and Stalzer",add dental practices as eligible facilities to participate in the rural health care recruitment assistance program.,Economic Development; Health Care; Public Health and Safety,http://sdlegislature.gov/Session/Bill/24096
HB1156,2023-RS,2023,Representative St. John (prime),"Representatives St. John (prime), Moore, Olson, Perry, and Pourier and Senator Wheeler (prime)",enact the Uniform Electronic Recordation of Custodial Interrogations Act.,Criminal Procedure; Delayed Effective Date; Law Enforcement; Privileged Communications,http://sdlegislature.gov/Session/Bill/24061
HB1157,2023-RS,2023,Representative Mills (prime),"Representatives Mills (prime), Deutsch, Jensen (Phil), May, Moore, Odenbach, Overweg, and Perry and Senators Nesiba, Novstrup, and Pischke",require the South Dakota Lottery to promote public awareness on the adverse effects of gambling.,Gambling; Lottery; Recreation and Sports,http://sdlegislature.gov/Session/Bill/24070
HB1158,2023-RS,2023,Representative Duffy (prime),"Representatives Duffy (prime), Drury, Emery, Moore, Perry, Pourier, Schaefbauer, Shorma, and Tordsen and Senators Diedrich, Duhamel, Rohl, and Zikmund",ban counterfeit airbags.,Motor Vehicles,http://sdlegislature.gov/Session/Bill/24212
HB1159,2023-RS,2023,Representative Healy (prime),"Representatives Healy (prime), Duba, Emery, Nelson, Olson, Pourier, and Wittman and Senators Bordeaux, Larson, and Nesiba",exempt feminine hygiene products from the state sales tax.,Retail Sales and Service Tax; Tax Exemptions; Taxation,http://sdlegislature.gov/Session/Bill/24014
HB1160,2023-RS,2023,Representative Karr (prime),"Representatives Karr (prime), Deutsch, Fitzgerald, Jensen (Phil), Krohmer, Kull, May, Mills, Mulder, Overweg, Perry, Randolph, and Sjaarda and Senator Hoffman",limit probation for offenders with four or more felony convictions.,"Penal Institutions, Probation and Parole",http://sdlegislature.gov/Session/Bill/24291
HB1161,2023-RS,2023,Representative Hansen (prime),"Representatives Hansen (prime), Moore (prime), and Perry and Senators Pischke (prime) and Novstrup",provide staffing ratios for day care providers.,Minors,http://sdlegislature.gov/Session/Bill/24258
HB1162,2023-RS,2023,Representative Mulder (prime),"Representatives Mulder (prime), Deutsch, Duba, Emery, Healy, Kull, Nelson, Perry, Rehfeldt, St. John, and Wittman and Senator Tobin",authorize employers to acquire and make available opioid antagonists.,Controlled Substances; Labor and Employment; Public Health and Safety,http://sdlegislature.gov/Session/Bill/24030
HB1163,2023-RS,2023,Representative Hansen (prime),"Representatives Hansen (prime), Auch, Aylward, Deutsch, Jensen (Phil), May, Moore, Odenbach, Overweg, Perry, Randolph, Sjaarda, and Soye and Senators Castleberry, Frye-Mueller, Hoffman, Novstrup, Stalzer, and Zikmund",prohibit the dissemination of obscene material to minors in a public school or public library.,Crimes; Libraries; Obscenity and Public Indecency; Schools,http://sdlegislature.gov/Session/Bill/24265
HB1164,2023-RS,2023,Representative Chaffee (prime),Representative Chaffee (prime),revise provisions for the sale of tax deeds and to grant the prior owner of a property entitlement to proceeds from the sale of tax deeds.,Property Tax; Taxation,http://sdlegislature.gov/Session/Bill/24075
HB1165,2023-RS,2023,Representative Chaffee (prime),"Representatives Chaffee (prime), May, Perry, Reimer, and Stevens and Senators Stalzer (prime) and Crabtree",modify certain provisions pertaining to absentee voting.,Absentee Voting; Elections; Voting,http://sdlegislature.gov/Session/Bill/24128
HB1166,2023-RS,2023,Representative Karr (prime),"Representatives Karr (prime), Fitzgerald, Gross, Jensen (Kevin), Krull, May, Moore, Otten (Ernie), Overweg, Perry, and Pourier and Senators Bolin and Nesiba",revise certain provisions related to mileage reimbursement.,Legislature and Statutes,http://sdlegislature.gov/Session/Bill/24142
HB1167,2023-RS,2023,Representative Karr (prime),"Representatives Karr (prime), Auch, Duba, Emery, Krohmer, May, Mulder, Overweg, Pinnow, and Pourier and Senators Nesiba and Schoenfish",annually adjust the rate for community-based providers to one hundred percent of methodology.,Human Services; Public Welfare and Assistance,http://sdlegislature.gov/Session/Bill/24154
HB1168,2023-RS,2023,Representative Pourier (prime),"Representatives Pourier (prime), Duba, Emery, Healy, Moore, Nelson, Perry, and Wittman and Senators Bordeaux, Larson, and Nesiba",require active efforts to preserve and reunite Indian families in abuse and neglect proceedings.,Indian Tribes; Minors,http://sdlegislature.gov/Session/Bill/24225
HB1169,2023-RS,2023,Representative Rehfeldt (prime),"Representatives Rehfeldt (prime), Drury, Mortenson, Olson, and Peterson (Drew) and Senators Tobin (prime), Davis, Reed, Rohl, and Schoenbeck",authorize the performance and reporting of medical procedures to avert the death or physical impairment of a pregnant female and to declare an emergency.,Abortion; Emergency Clause,http://sdlegislature.gov/Session/Bill/24122
HB1170,2023-RS,2023,Representative Karr (prime),"Representatives Karr (prime), Fitzgerald, Jensen (Phil), Mulder, Odenbach, Overweg, and Perry and Senators Hoffman and Mehlhaff",establish mandatory sentences for certain driving while under the influence violations.,"Motor Vehicles; Penal Institutions, Probation and Parole",http://sdlegislature.gov/Session/Bill/24292
HB1171,2023-RS,2023,Representative Karr (prime),"Representatives Karr (prime), Auch, Jensen (Phil), May, Mulder, Overweg, and Perry",establish a parole hearing requirement for certain inmates.,"Penal Institutions, Probation and Parole",http://sdlegislature.gov/Session/Bill/24293
HB1172,2023-RS,2023,Representative Deutsch (prime),"Representatives Deutsch (prime), Fitzgerald, Jensen (Kevin), Kull, Moore, Perry, and Stevens and Senators Novstrup (prime), Castleberry, Hoffman, Stalzer, and Wiik",require a practitioner's medical assessment of a patient to occur in certain facilities for purposes of medical cannabis use.,Health Care; Medical Cannabis,http://sdlegislature.gov/Session/Bill/24136
HB1173,2023-RS,2023,Representative Randolph (prime),"Representatives Randolph (prime), Auch, Aylward, and Krohmer","prevent the enforcement of federal laws and directives related to firearms, accessories, and ammunition.",Crimes; Firearms; Law Enforcement; Penalty,http://sdlegislature.gov/Session/Bill/23727
HB1174,2023-RS,2023,Representative Mulder (prime),"Representatives Mulder (prime), Duba, Emery, Kull, Moore, Nelson, Olson, Perry, Rehfeldt, Reimer, and Wittman and Senator Wheeler (prime)",provide for appropriate civil commitment of certain persons.,Developmentally Disabled Persons,http://sdlegislature.gov/Session/Bill/23603
HB1175,2023-RS,2023,Representative Olson (prime),"Representatives Olson (prime), Arlint, Bartels, Callies, Deutsch, Drury, Duba, Emery, Fitzgerald, Healy, Heermann, Kull, Mulder, Nelson, Perry, Peterson (Drew), Pourier, Reisch, Schaefbauer, Shorma, Stevens, and Wittman and Senators Tobin (prime), Castleberry, Davis, Diedrich, Johnson, Larson, Nesiba, Reed, Rohl, and Wiik","update references to the Governor, lieutenant governor, and other persons.",Technical/Cleanup Changes,http://sdlegislature.gov/Session/Bill/24191
HB1176,2023-RS,2023,Representative Jamison (prime),Representative Jamison (prime) and Senator Reed (prime),revise certain provisions regarding on-sale alcoholic beverage licenses for use at municipality-owned facilities.,Alcoholic Beverages; Delayed Effective Date; Municipal Government,http://sdlegislature.gov/Session/Bill/24111
HB1177,2023-RS,2023,Representative Reisch (prime),"Representatives Reisch (prime), Arlint, Blare, Deutsch, Drury, Emery, Mills, Moore, Peterson (Drew), Shorma, Tordsen, and Venhuizen and Senators Reed (prime), Crabtree, Davis, and Pischke",revise the retirement benefits of certain rehired teachers at qualifying public school districts.,Retirement System; Teachers,http://sdlegislature.gov/Session/Bill/24050
HB1178,2023-RS,2023,Representative Sjaarda (prime),"Representatives Sjaarda (prime), Auch, Krohmer, and Perry",establish a timeline and conditions for consideration of an application to construct a carbon dioxide transmission facility.,Pipelines; Public Utilities and Carriers,http://sdlegislature.gov/Session/Bill/24283
HB1179,2023-RS,2023,Representative Perry (prime),"Representatives Perry (prime), Jensen (Phil), and Moore and Senator Pischke",require members of the Legislature to attend a course on the federal and state constitutions.,Legislature and Statutes,http://sdlegislature.gov/Session/Bill/23752
HB1180,2023-RS,2023,Representative Perry (prime),"Representatives Perry (prime), Moore, and Mulder",modify hours of employment for children under fourteen years of age.,Labor and Employment; Minors,http://sdlegislature.gov/Session/Bill/23757
HB1181,2023-RS,2023,Representative Perry (prime),"Representatives Perry (prime), Krohmer, and Moore and Senator Johnson",modify the annual minimum wage adjustment.,Labor and Employment,http://sdlegislature.gov/Session/Bill/23759
HB1182,2023-RS,2023,Representative Wittman (prime),"Representatives Wittman (prime), Duba, Emery, and Nelson and Senators Pischke (prime), Bordeaux, Larson, and Nesiba",allow the parole of inmates sentenced to life imprisonment without parole for crimes committed under age twenty-one.,"Penal Institutions, Probation and Parole",http://sdlegislature.gov/Session/Bill/23970
HB1183,2023-RS,2023,Representative Duba (prime),Representatives Duba (prime) and Rehfeldt,authorize the state's participation in the interstate compact on occupational therapy licensure.,Boards and Commissions; Compacts; Fees; Health Care; Licensure; Professions and Occupations,http://sdlegislature.gov/Session/Bill/23794
HB1184,2023-RS,2023,Representative Krohmer (prime),"Representatives Krohmer (prime), Bahmuller, May, Moore, and Perry and Senators Kolbeck (Steve) (prime) and Hoffman",revise provisions related to the One-Call Notification Board.,Public Utilities and Carriers,http://sdlegislature.gov/Session/Bill/24094
HB1185,2023-RS,2023,Representative Deutsch (prime),Representative Deutsch (prime) and Senator Tobin (prime),prohibit certain restrictions in employment contracts.,Contracts; Health Care,http://sdlegislature.gov/Session/Bill/24297
HB1186,2023-RS,2023,Representative Pinnow (prime),"Representatives Pinnow (prime), Emery, Kull, Moore, and Perry and Senator Davis","require restitution for landowners following an unauthorized entry to hunt, fish, or trap.","Fishing; Game, Fish, Parks and Forestry; Hunting; Liability",http://sdlegislature.gov/Session/Bill/24213
HB1187,2023-RS,2023,Representative Drury (prime),"Representatives Drury (prime), Fitzgerald, Healy, and Wittman and Senators Castleberry (prime), Davis, and Diedrich",make an appropriation for pediatric cancer research and resource projects and to declare an emergency.,Appropriation; Emergency Clause; Grants; Health Care; Minors; Reports,http://sdlegislature.gov/Session/Bill/24141
HB1188,2023-RS,2023,Representative Lems (prime),"Representatives Lems (prime), Auch, Aylward, Jensen (Kevin), Jensen (Phil), May, Moore, Perry, Randolph, Schaefbauer, Sjaarda, and Soye and Senator Frye-Mueller",provide for property owner inclusion in the pipeline siting application and condemnation process.,Eminent Domain; Judicial Remedies; Pipelines; Public Utilities and Carriers,http://sdlegislature.gov/Session/Bill/24091
HB1189,2023-RS,2023,Representative Mortenson (prime),Representative Mortenson (prime) and Senator Maher (prime),require certain entities owning agricultural land to report foreign beneficial ownership interests.,Agency; Agricultural Land,http://sdlegislature.gov/Session/Bill/24315
HB1190,2023-RS,2023,Representative Teunissen (prime),Representative Teunissen (prime) and Senator Kolbeck (Jack),make an appropriation to provide a grant for the construction of a military heritage museum in Sioux Falls and declare an emergency.,Appropriation; Emergency Clause; Grants; Veterans Affairs,http://sdlegislature.gov/Session/Bill/24298
HB1191,2023-RS,2023,Representative DeGroot (prime),"Representatives DeGroot (prime), Kull, and Moore and Senator Tobin",clarify the duties of truancy officers.,Education; Truancy,http://sdlegislature.gov/Session/Bill/24241
HB1192,2023-RS,2023,Representative Healy (prime),"Representatives Healy (prime), Drury, Pourier, Rehfeldt, and Wittman and Senators Davis (prime) and Larson",extend Medicaid postpartum coverage.,Medicaid; Public Welfare and Assistance,http://sdlegislature.gov/Session/Bill/24317
HB1193,2023-RS,2023,Representative Stevens (prime),"Representatives Stevens (prime), Bartels, Kull, and Perry",amend provisions of the Uniform Commercial Code.,Delayed Effective Date; Uniform Commercial Code,http://sdlegislature.gov/Session/Bill/23995
HB1194,2023-RS,2023,Representative Fitzgerald (prime),"Representatives Fitzgerald (prime), Moore, Olson, and Perry and Senators Deibert and Diedrich",revise the interest rate on garnishments.,Debtor and Creditor,http://sdlegislature.gov/Session/Bill/24231
HB1195,2023-RS,2023,Representative Mulder (prime),"Representatives Mulder (prime), Duba, Emery, Kull, Nelson, Olson, Perry, Pinnow, Stevens, and Wittman",continue enhanced and transitional rates for community services and support providers.,Developmentally Disabled Persons; Human Services,http://sdlegislature.gov/Session/Bill/24339
HB1196,2023-RS,2023,Representative Mortenson (prime),"Representatives Mortenson (prime), Bartels, Duffy, Emery, Kull, Lesmeister, Moore, Perry, Reisch, Shorma, St. John, Tordsen, and Weisgram and Senators Zikmund (prime), Mehlhaff, and Rohl",make an appropriation for improving the buildings and grounds of the capitol complex and declare an emergency.,Appropriation; Emergency Clause; Procurement of Public Improvements,http://sdlegislature.gov/Session/Bill/24160
HB1197,2023-RS,2023,Representative Reimer (prime),"Representatives Reimer (prime), Emery, Olson, and Perry and Senators Novstrup (prime) and Bordeaux",exempt funeral and burial services from the state gross receipts tax.,Retail Sales and Service Tax; Tax Exemptions; Taxation,http://sdlegislature.gov/Session/Bill/24306
HB1198,2023-RS,2023,Representative Soye (prime),Representative Soye (prime),revise provisions on correcting minor errors on motor vehicle titles.,Hoghouse-Vehicle Bill; Motor Vehicles,http://sdlegislature.gov/Session/Bill/23585
HB1199,2023-RS,2023,Representative Auch (prime),"Representatives Auch (prime), Aylward, Lems, Perry, and Sjaarda and Senators Frye-Mueller and Hoffman",require postelection audits.,Crimes; Election Verification; Elections; Municipal Government,http://sdlegislature.gov/Session/Bill/24305
HB1200,2023-RS,2023,Representative May (prime),"Representatives May (prime), Deutsch, Gross, Jensen (Phil), Krohmer, Ladner, Lems, Perry, Shorma, and Soye and Senators Beal, Bolin, Castleberry, Frye-Mueller, Klumb, Novstrup, Stalzer, and Wiik",require a percentage of signatures on a petition to initiate a constitutional amendment to be obtained from each legislative district.,Ballot Measures; Constitutional Amendments; Legislature and Statutes; Petitions,http://sdlegislature.gov/Session/Bill/24151
HB1201,2023-RS,2023,Representative May (prime),"Representatives May (prime), Auch, Fitzgerald, Jensen (Kevin), Jensen (Phil), Ladner, Lems, Lesmeister, Olson, Overweg, Perry, Pinnow, and Pourier and Senators Bordeaux, Foster, Frye-Mueller, Maher, and Tobin",provide for the election of State Brand Board members.,Animals and Livestock; Boards and Commissions; Delayed Effective Date,http://sdlegislature.gov/Session/Bill/23609
HB1202,2023-RS,2023,Representative Sjaarda (prime),"Representatives Sjaarda (prime), Auch, Aylward, Gross, Jensen (Kevin), Lems, May, Moore, Mulally, Perry, and Wittman and Senators Frye-Mueller and Pischke",require consent from property owners prior to a pipeline condemnation proceeding.,Eminent Domain; Judicial Remedies; Pipelines; Public Utilities and Carriers,http://sdlegislature.gov/Session/Bill/23861
HB1203,2023-RS,2023,Representative Olson (prime),"Representatives Olson (prime), Emery, Perry, and Wittman and Senators Larson, Nesiba, Rohl, and Wheeler",establish provisions relating to occupational licensing and criminal convictions.,Administrative Procedure; Boards and Commissions; Licensure; Professions and Occupations; Promulgation of Rules,http://sdlegislature.gov/Session/Bill/24202
HB1204,2023-RS,2023,Representative Olson (prime),"Representatives Olson (prime), Drury, Duba, Emery, Healy, Nelson, Perry, Pourier, and Wittman and Senators Johnson (prime), Larson, Nesiba, Rohl, and Stalzer",make an appropriation for the reimbursement of certain costs incurred in providing medical services to an adopted child and to declare an emergency.,Adoption; Minors; Public Welfare and Assistance,http://sdlegislature.gov/Session/Bill/24263
HB1205,2023-RS,2023,Representative Randolph (prime),"Representatives Randolph (prime), Aylward, and Jensen (Phil)",repeal a provision providing for the manner in which legislation may be introduced and to make a conforming change.,Legislature and Statutes,http://sdlegislature.gov/Session/Bill/24255
HB1206,2023-RS,2023,Representative Randolph (prime),"Representatives Randolph (prime), Aylward, and Perry and Senator Frye-Mueller","to establish a standing committee on federal review, and to declare an emergency.",Emergency Clause; Legislative Oversight; Legislature and Statutes; Organization of the Legislature,http://sdlegislature.gov/Session/Bill/24257
HB1207,2023-RS,2023,Representative Aylward (prime),"Representatives Aylward (prime), Auch, Jensen (Kevin), Jensen (Phil), Lems, May, Mulally, and Perry and Senators Pischke (prime) and Frye-Mueller",prevent financial services providers from denying service based on certain grounds.,Banks and Banking; Trade Regulation,http://sdlegislature.gov/Session/Bill/23851
HB1208,2023-RS,2023,Representative Aylward (prime),"Representatives Aylward (prime), Jensen (Phil), May, Perry, and Sjaarda and Senators Pischke (prime) and Frye-Mueller",prevent government entities from entering contracts with companies that promote certain economic boycotts.,Trade Regulation,http://sdlegislature.gov/Session/Bill/23979
HB1209,2023-RS,2023,Representative Lesmeister (prime),"Representatives Lesmeister (prime), Auch, Duba, Emery, May, Nelson, Perry, and Wittman and Senators Bordeaux, Foster, Klumb, Larson, and Rohl",revise provisions regarding industrial hemp.,Agriculture and Horticulture; Industrial Hemp,http://sdlegislature.gov/Session/Bill/24143
HB1210,2023-RS,2023,Representative Wangsness (prime),"Representatives Wangsness (prime), Olson, and Perry and Senator Kolbeck (Jack)",modify the use of conservation district special revenue fund monies and to provide an appropriation therefor.,Agriculture and Horticulture; Fund,http://sdlegislature.gov/Session/Bill/24350
HB1211,2023-RS,2023,Representative Jamison (prime),Representative Jamison (prime),provide a penalty schedule for failure to maintain financial responsibility on a motor vehicle.,Crimes; Motor Vehicles,http://sdlegislature.gov/Session/Bill/24060
HB1212,2023-RS,2023,Representative Mills (prime),"Representatives Mills (prime), DeGroot, Gross, Karr, Krohmer, May, Overweg, Perry, and Reisch and Senator Novstrup",establish funds for the support of county projects and residents and make an appropriation therefor.,Appropriation; Counties; Procurement of Public Improvements; Transfer of Funds,http://sdlegislature.gov/Session/Bill/24079
HB1213,2023-RS,2023,Representative Duba (prime),Representative Duba (prime),require that persons limit access to firearms by minors and to provide a penalty therefor.,Crimes; Firearms; Minors,http://sdlegislature.gov/Session/Bill/23706
HB1214,2023-RS,2023,Representative Reisch (prime),"Representatives Reisch (prime), Deutsch, Emery, Moore, Perry, Peterson (Drew), Pourier, Shorma, Stevens, and Teunissen and Senators Crabtree and Davis",make an appropriation to address the rising number of teacher vacancies throughout the state and to declare an emergency.,Appropriation; Education; Emergency Clause; Teachers,http://sdlegislature.gov/Session/Bill/24104
HB1215,2023-RS,2023,Representative Reisch (prime),"Representatives Reisch (prime), Moore, and Perry and Senator Crabtree",revise certain provisions regarding the operation of a golf cart on a state or county highway.,Motor Vehicles,http://sdlegislature.gov/Session/Bill/24020
