bill_id,session,session_year,primary_sponsor,all_sponsors,summary,keywords,bill_url
HB1001,2024-RS,2024,Representative Karr (prime),"Representatives Karr (prime), Auch, Aylward, Blare, Chaffee, Emery, Fitzgerald, Gross, Hansen, Jamison, Jensen (Kevin), Jensen (Phil), Koth, Krohmer, Krull, Lems, Lesmeister, Massie, May, Mills, Moore, Mortenson, Mulally, Mulder, Odenbach, Overweg, Perry, Peterson (Sue), Pinnow, Pourier, Randolph, Rehfeldt, Reimer, Reisch, Schaefbauer, Sjaarda, Soye, St. John, Teunissen, Tordsen, Venhuizen, and Wangsness and Senators Johnson (prime), Beal, Foster, Frye-Mueller, Hoffman, Pischke, Rohl, and Wiik",repeal the expiration of a reduction in certain gross receipts and use tax rates.,Retail Sales and Service Tax; Sunset Clause; Taxation,http://sdlegislature.gov/Session/Bill/24381
HB1002,2024-RS,2024,Representative Venhuizen (prime),"Representatives Venhuizen (prime), Arlint, Bahmuller, Drury, Duba, Duffy, Emery, Gross, Kassin, Koth, Moore, Mortenson, Mulally, Mulder, Nelson, Otten (Ernie), Perry, Pinnow, Rehfeldt, Schneider, Shorma, Sjaarda, Tordsen, Wangsness, and Weisgram and Senators Bolin (prime), Crabtree, Davis, Diedrich, Mehlhaff, Nesiba, Rohl, and Stalzer",require administration of the ACT to public school students in grade eleven.,Education; School Curriculum; School Districts; Schools; Students,http://sdlegislature.gov/Session/Bill/24593
HB1003,2024-RS,2024,The Chair of the Committee on State Affairs,The Chair of the Committee on State Affairs at the request of the State Investment Council,update a reference to the Internal Revenue Code for purposes of higher education savings plans.,Education; Executive/Judiciary Request; Higher Education,http://sdlegislature.gov/Session/Bill/24758
HB1004,2024-RS,2024,The Chair of the Committee on Judiciary,The Chair of the Committee on Judiciary at the request of the Code Commission,update the official code of laws.,Code Commission; Legislature and Statutes,http://sdlegislature.gov/Session/Bill/24521
HB1005,2024-RS,2024,Representative Hansen (prime),"Representatives Hansen (prime), DeGroot, and Healy and Senators Hunhoff (prime), Foster, and Mehlhaff at the request of the Interim Committee on Rules Review",revise the manner of citing the Administrative Rules of South Dakota.,Administrative Procedure; Legislative Documents; State Affairs and Government,http://sdlegislature.gov/Session/Bill/24483
HB1006,2024-RS,2024,Representative Hansen (prime),"Representatives Hansen (prime), DeGroot, and Healy and Senators Hunhoff (prime), Foster, and Mehlhaff at the request of the Interim Committee on Rules Review",increase the amount of time permitted the Interim Rules Review Committee to review final permanent rulemaking materials.,Administrative Procedure; Promulgation of Rules; State Affairs and Government,http://sdlegislature.gov/Session/Bill/24520
HB1007,2024-RS,2024,The Chair of the Committee on Military,The Chair of the Committee on Military and Veterans Affairs at the request of the Department of Veterans Affairs,amend the requirement to employ a county veterans' service officer.,Counties; Executive/Judiciary Request; Indian Tribes; Veterans Affairs,http://sdlegislature.gov/Session/Bill/24864
HB1008,2024-RS,2024,The Chair of the Committee on Military,The Chair of the Committee on Military and Veterans Affairs at the request of the Department of Veterans Affairs,modify the eligibility for admission to the state veterans' home and repeal the residency requirement.,Executive/Judiciary Request; Nursing Homes; Residency; Veterans Affairs,http://sdlegislature.gov/Session/Bill/24865
HB1009,2024-RS,2024,Representative Krohmer (prime),"Representatives Krohmer (prime), Jensen (Phil), Krull, May, Mills, Otten (Ernie), Perry, Pourier, Reisch, Soye, and Venhuizen and Senators Schoenbeck (prime) and Johnson",modify the observation of time in South Dakota.,Daylight Savings Time; State Affairs and Government,http://sdlegislature.gov/Session/Bill/24382
HB1010,2024-RS,2024,Representative Krohmer (prime),Representative Krohmer (prime),require customer consent for installation of a smart meter for a utility service.,Public Utilities and Carriers; Utilities,http://sdlegislature.gov/Session/Bill/24433
HB1011,2024-RS,2024,Representative Mortenson (prime),"Representatives Mortenson (prime), Bartels, Blare, Callies, Chaffee, Drury, Duba, Duffy, Emery, Gross, Jensen (Phil), Kassin, Koth, Kull, Lesmeister, Moore, Mulder, Nelson, Otten (Ernie), Perry, Pinnow, Rehfeldt, Reisch, St. John, Stevens, Teunissen, Tordsen, Venhuizen, Wangsness, Weisgram, and Wittman and Senators Bolin (prime), Crabtree, Davis, Hunhoff, Johnson, Kolbeck (Jack), Larson, Mehlhaff, Nesiba, Reed, Rohl, Stalzer, and Zikmund",revise the membership of the South Dakota Capitol Complex Restoration and Beautification Commission.,"Appointments; Boards and Commissions; Public Property, Purchases and Contracts",http://sdlegislature.gov/Session/Bill/24703
HB1012,2024-RS,2024,Representative Rehfeldt (prime),Representative Rehfeldt (prime) and Senator Tobin (prime) at the request of the Committee on Sustainable Models for Long Term Care,adopt the interstate counseling licensure compact and revise educational requirements to comply with the compact.,Compacts; Health Care; Licensure; Professions and Occupations; Therapists and Counselors,http://sdlegislature.gov/Session/Bill/24474
HB1013,2024-RS,2024,Representative Rehfeldt (prime),Representative Rehfeldt (prime) and Senator Tobin (prime) at the request of the Committee on Sustainable Models for Long Term Care,adopt the advanced practice registered nurse compact.,Compacts; Health Care; Licensure; Professions and Occupations,http://sdlegislature.gov/Session/Bill/24509
HB1014,2024-RS,2024,Representative Bartels (prime),Representative Bartels (prime) and Senator Hunhoff (prime) at the request of the Committee on Sustainable Models for Long Term Care,amend the criteria for designation as a regional nursing facility and applicable reimbursement.,Health Care; Nursing Homes; Promulgation of Rules; Public Health and Safety,http://sdlegislature.gov/Session/Bill/24540
HB1015,2024-RS,2024,Representative Mulder (prime),Representative Mulder (prime) and Senator Tobin (prime) at the request of the Committee on Sustainable Models for Long Term Care,adopt the social work licensure compact.,Compacts; Licensure; Professions and Occupations,http://sdlegislature.gov/Session/Bill/24669
HB1016,2024-RS,2024,Representative Heermann (prime),Representative Heermann (prime) and Senator Davis (prime) at the request of the Committee on Sustainable Models for Long Term Care,conduct a feasibility study on the medicaid program of all-inclusive care for the elderly and make an appropriation therefor.,Appropriation; Health Care; Nursing Homes; Reports,http://sdlegislature.gov/Session/Bill/24671
HB1017,2024-RS,2024,Representative Duba (prime),Representative Duba (prime) and Senator Tobin (prime) at the request of the Committee on Sustainable Models for Long Term Care,adopt the psychology interjurisdictional licensure compact.,Compacts; Health Care; Licensure; Professions and Occupations,http://sdlegislature.gov/Session/Bill/24675
HB1018,2024-RS,2024,The Chair of the Committee on Taxation,The Chair of the Committee on Taxation at the request of the Department of Revenue,revise certain references to the Internal Revenue Code.,Executive/Judiciary Request; Taxation,http://sdlegislature.gov/Session/Bill/24705
HB1019,2024-RS,2024,The Chair of the Committee on Taxation,The Chair of the Committee on Taxation at the request of the Department of Revenue,clarify language regarding sales and use tax in certain statutes.,Executive/Judiciary Request; Retail Sales and Service Tax; Taxation,http://sdlegislature.gov/Session/Bill/24876
HB1020,2024-RS,2024,The Chair of the Committee on Education,The Chair of the Committee on Education at the request of the Department of Education,revise the method by which completion of a required suicide awareness and prevention training is verified.,Education; Executive/Judiciary Request; Licensure; Teachers,http://sdlegislature.gov/Session/Bill/24788
HB1021,2024-RS,2024,The Chair of the Committee on Education,The Chair of the Committee on Education at the request of the Department of Education,merge the Professional Teachers Practices and Standards Commission and the Professional Administrators Practices and Standards Commission.,Boards and Commissions; Education; Executive/Judiciary Request; Licensure; Teachers,http://sdlegislature.gov/Session/Bill/24789
HB1022,2024-RS,2024,The Chair of the House Committee on Appropriations,The Chair of the House Committee on Appropriations at the request of the Department of Education,"make an appropriation to the Department of Education to provide professional development in literacy to teachers, and to declare an emergency.",Appropriation; Education; Emergency Clause; Executive/Judiciary Request; Teachers,http://sdlegislature.gov/Session/Bill/24918
HB1023,2024-RS,2024,Representative Fitzgerald (prime),"Representatives Fitzgerald (prime), Koth, Moore, Mortenson, Mulder, Perry, Reimer, Stevens, Tordsen, and Venhuizen and Senators Schoenbeck (prime), Deibert, Mehlhaff, Stalzer, and Wheeler",provide immunity from liability for certain actions of the State Bar and its agents.,Courts and Judiciary; Liability,http://sdlegislature.gov/Session/Bill/24741
HB1024,2024-RS,2024,Representative Jensen (Kevin) (prime),"Representatives Jensen (Kevin) (prime), Blare, Chaffee, Deutsch, Emery, Fitzgerald, Gross, Jensen (Phil), Koth, Krohmer, Lesmeister, Mills, Moore, Overweg, Perry, Pinnow, Schaefbauer, and Stevens and Senators Stalzer (prime), Frye-Mueller, Larson, Novstrup, Otten (Herman), and Zikmund",require that an application for a medical marijuana registry identification card include a notice of federal law regarding firearms and the unlawful use of a controlled substance.,Firearms; Medical Cannabis; Public Health and Safety,http://sdlegislature.gov/Session/Bill/24528
HB1025,2024-RS,2024,Representative Krohmer (prime),"Representatives Krohmer (prime), Deutsch, Fitzgerald, Jensen (Kevin), Jensen (Phil), May, Moore, Otten (Ernie), Perry, Pinnow, Reisch, Schaefbauer, and Teunissen and Senators Stalzer (prime), Frye-Mueller, and Hoffman",establish the crime of exposure of a law enforcement officer to a controlled drug or substance and to provide a penalty therefor.,Assault; Controlled Substances; Crimes; Law Enforcement,http://sdlegislature.gov/Session/Bill/24629
HB1026,2024-RS,2024,Representative Krohmer (prime),"Representatives Krohmer (prime), Jensen (Phil), Otten (Ernie), Perry, and Wittman and Senators Reed (prime), Larson, and Stalzer",clarify the requirement for the construction or expansion of a municipal campground or tourist accommodation facility.,Municipal Government; Recreation and Sports; Tourism,http://sdlegislature.gov/Session/Bill/24660
HB1027,2024-RS,2024,The Chair of the Committee on Health,The Chair of the Committee on Health and Human Services at the request of the Department of Health,modify substances listed on the controlled substances schedule and to declare an emergency.,Controlled Substances; Emergency Clause; Executive/Judiciary Request; Public Health and Safety,http://sdlegislature.gov/Session/Bill/24717
HB1028,2024-RS,2024,The Chair of the Committee on Health,The Chair of the Committee on Health and Human Services at the request of the Department of Health,"classify xylazine as a Schedule III controlled substance, establish permissible uses, and to declare an emergency.",Controlled Substances; Emergency Clause; Executive/Judiciary Request; Public Health and Safety,http://sdlegislature.gov/Session/Bill/24718
HB1029,2024-RS,2024,The Chair of the Committee on Health,The Chair of the Committee on Health and Human Services at the request of the Board of Hearing Aid Dispensers and Audiologists,modify and repeal provisions related to the licensure of hearing aid dispensers and audiologists.,Boards and Commissions; Executive/Judiciary Request; Health Care; Licensure; Promulgation of Rules; Public Health and Safety,http://sdlegislature.gov/Session/Bill/24721
HB1030,2024-RS,2024,The Chair of the Committee on Agriculture,The Chair of the Committee on Agriculture and Natural Resources at the request of the Department of Agriculture and Natural Resources,update statutory and regulatory references pertaining to water pollution.,Environmental Protection; Executive/Judiciary Request; Promulgation of Rules; Water Quality,http://sdlegislature.gov/Session/Bill/24743
HB1031,2024-RS,2024,The Chair of the Committee on Agriculture,The Chair of the Committee on Agriculture and Natural Resources at the request of the Department of Agriculture and Natural Resources,update the development and implementation of conservation district standards.,Agriculture and Horticulture; Boards and Commissions; Executive/Judiciary Request; Promulgation of Rules,http://sdlegislature.gov/Session/Bill/24744
HB1032,2024-RS,2024,The Chair of the Committee on Agriculture,The Chair of the Committee on Agriculture and Natural Resources at the request of the Department of Agriculture and Natural Resources,"extend to veterinarians provisions governing drugs, medicines, and various biological products that are prepared for animal use.",Animals and Livestock; Executive/Judiciary Request; Food and Drugs,http://sdlegislature.gov/Session/Bill/24745
HB1033,2024-RS,2024,The Chair of the Committee on Agriculture,The Chair of the Committee on Agriculture and Natural Resources at the request of the Department of Agriculture and Natural Resources,address the administration of State Conservation Commission functions by the Department of Agriculture and Natural Resources.,Agriculture and Horticulture; Boards and Commissions; Executive/Judiciary Request; Promulgation of Rules; State Affairs and Government,http://sdlegislature.gov/Session/Bill/24746
HB1034,2024-RS,2024,The Chair of the Committee on Commerce,The Chair of the Committee on Commerce and Energy at the request of the Public Utilities Commission,require hydrogen pipelines to be permitted by the Public Utilities Commission.,Executive/Judiciary Request; Pipelines; Public Utilities and Carriers,http://sdlegislature.gov/Session/Bill/24814
HB1035,2024-RS,2024,Representative Jensen (Kevin) (prime),"Representatives Jensen (Kevin) (prime), Aylward, Bahmuller, Bartels, Blare, Callies, Chaffee, Deutsch, Emery, Fitzgerald, Gross, Hansen, Jensen (Phil), Koth, Krohmer, Krull, Kull, Lems, Lesmeister, Massie, May, Mills, Moore, Mortenson, Mulally, Otten (Ernie), Overweg, Perry, Peterson (Sue), Pinnow, Randolph, Rehfeldt, Reimer, Reisch, Schaefbauer, Stevens, Tordsen, Wangsness, and Weisgram and Senators Stalzer (prime), Beal, Crabtree, Deibert, Diedrich, Frye-Mueller, Hoffman, Hunhoff, Klumb, Kolbeck (Steve), Larson, Mehlhaff, Novstrup, Otten (Herman), Pischke, Rohl, and Zikmund",extend the period of renewal for an enhanced permit to carry a concealed pistol.,Firearms; Law Enforcement,http://sdlegislature.gov/Session/Bill/24526
HB1036,2024-RS,2024,Representative Jensen (Kevin) (prime),"Representatives Jensen (Kevin) (prime), Blare, Chaffee, Deutsch, Fitzgerald, Koth, Moore, Mulally, Overweg, Perry, Pinnow, Reisch, Schaefbauer, Shorma, and Stevens and Senators Stalzer (prime), Frye-Mueller, Mehlhaff, Novstrup, and Zikmund",require that a dispensary post notice of the federal law regarding possession of a firearm and the use of marijuana and to provide a civil penalty.,Firearms; Health Care; Medical Cannabis; Penalty,http://sdlegislature.gov/Session/Bill/24809
HB1037,2024-RS,2024,Representative Drury (prime),"Representatives Drury (prime), Perry, Pinnow, Teunissen, and Wangsness",require the producers of wind and solar energy infrastructure to implement or participate in a wind and solar energy infrastructure stewardship program.,Fund; Public Utilities and Carriers; Reports; Solar; Wind Energy,http://sdlegislature.gov/Session/Bill/24829
HB1038,2024-RS,2024,Representative Fitzgerald (prime),"Representatives Fitzgerald (prime), Deutsch, Drury, Jensen (Kevin), Jensen (Phil), Moore, Mulally, Perry, Pinnow, and Teunissen and Senators Hoffman (prime), Deibert, Novstrup, and Stalzer",exclude certain habitual DUI offenders from eligibility for presumptive probation.,Crimes; Probation,http://sdlegislature.gov/Session/Bill/24853
HB1039,2024-RS,2024,Representative Otten (Ernie) (prime),"Representatives Otten (Ernie) (prime), Blare, Lems, Mortenson, and Venhuizen and Senators Bolin (prime), Crabtree, Johnson, Nesiba, and Novstrup",provide for the payment of legal expenses originating from crime committed at a facility maintained by the Department of Corrections.,Correctional Facilities and Parole; Corrections; Criminal Procedure; State Affairs and Government,http://sdlegislature.gov/Session/Bill/24854
HB1040,2024-RS,2024,Representative Ladner (prime),"Representatives Ladner (prime), Aylward, Duba, Emery, Fitzgerald, Krull, May, Mulally, Odenbach, Otten (Ernie), Peterson (Sue), and Teunissen and Senators Kolbeck (Jack) (prime), Beal, Foster, Frye-Mueller, Johnson, Stalzer, and Zikmund",limit annual valuation increases on owner-occupied single-family dwellings.,Property Tax; Taxation,http://sdlegislature.gov/Session/Bill/24756
HB1041,2024-RS,2024,Representative Tordsen (prime),"Representatives Tordsen (prime), Blare, Chase, Drury, Duba, Emery, Healy, Heermann, Koth, Krull, Kull, Lesmeister, Moore, Mortenson, Nelson, Otten (Ernie), Pinnow, Pourier, Reimer, Reisch, St. John, Stevens, Teunissen, Wangsness, Weisgram, and Wittman and Senators Rohl (prime), Crabtree, Foster, Kolbeck (Steve), Mehlhaff, Otten (Herman), Reed, Stalzer, Tobin, and Zikmund",modify the definition of public infrastructure to allow a federally recognized Indian tribe to be eligible for housing infrastructure grants and loans and to declare an emergency.,"Emergency Clause; Grants; Indian Tribes; Planning, Zoning and Housing Programs",http://sdlegislature.gov/Session/Bill/24472
HB1042,2024-RS,2024,Representative Wittman (prime),"Representatives Wittman (prime), Bahmuller, DeGroot, Duba, Emery, Healy, Heermann, Kull, Lesmeister, Nelson, Pinnow, Pourier, Teunissen, and Tordsen and Senators Rohl (prime), Bordeaux, Larson, Nesiba, and Tobin",establish parameters for the reimbursement of school districts that provide free or reduced price meals to students.,Education; School Districts; Students,http://sdlegislature.gov/Session/Bill/24597
HB1043,2024-RS,2024,Representative Chaffee (prime),Representative Chaffee (prime) and Senator Deibert (prime),"include lithium in the definition of precious metal for purposes of the minerals severance tax, and to set the tax rate for lithium severed in this state.",Minerals; Taxation,http://sdlegislature.gov/Session/Bill/24879
HB1044,2024-RS,2024,Representative Duba (prime),"Representatives Duba (prime), Aylward, Bartels, Emery, Koth, Krull, May, Moore, Mulally, Otten (Ernie), Perry, Pourier, Wangsness, and Wittman and Senator Larson",update the United States census survey used to ascertain and adjust the salary of members of the Legislature.,Legislature and Statutes; Organization of the Legislature,http://sdlegislature.gov/Session/Bill/24904
HB1045,2024-RS,2024,Representative Deutsch (prime),"Representatives Deutsch (prime), Aylward, Blare, Fitzgerald, Jensen (Kevin), Jensen (Phil), Kull, Moore, Mulder, Overweg, Perry, Pinnow, Randolph, Schaefbauer, Sjaarda, and Teunissen and Senators Hoffman (prime), Beal, Frye-Mueller, Mehlhaff, Stalzer, and Zikmund","revise provisions relating to the possession, manufacture, and distribution of child pornography.",Crimes; Minors; Obscenity and Public Indecency; Penalty; Sex Offenses,http://sdlegislature.gov/Session/Bill/24734
HB1046,2024-RS,2024,Representative Kull (prime),"Representatives Kull (prime), Bartels, Blare, Callies, Deutsch, Fitzgerald, Jensen (Kevin), Peterson (Drew), Rehfeldt, Reisch, Shorma, Sjaarda, Stevens, and Tordsen and Senators Kolbeck (Steve) and Zikmund",prohibit the intentional disarming of a law enforcement officer and to provide a penalty therefor.,Crimes; Law Enforcement; Penalty,http://sdlegislature.gov/Session/Bill/24906
HB1047,2024-RS,2024,Representative Kull (prime),"Representatives Kull (prime), Bartels, Blare, Drury, Jensen (Kevin), Massie, Perry, Peterson (Drew), Rehfeldt, Reimer, Stevens, and Tordsen and Senators Mehlhaff (prime), Larson, and Zikmund",enhance the penalties for eluding law enforcement.,Crimes; Law Enforcement; Motor Vehicles; Penalty,http://sdlegislature.gov/Session/Bill/24912
HB1048,2024-RS,2024,The Chair of the Committee on Education,The Chair of the Committee on Education at the request of the Department of Education,revise the requirements pertaining to average teacher compensation and to establish a minimum teacher salary.,Education; Executive/Judiciary Request; Hoghouse-Vehicle Bill; State Aid to Education; Teachers,http://sdlegislature.gov/Session/Bill/24850
HB1049,2024-RS,2024,The Chair of the House Committee on Appropriations,The Chair of the House Committee on Appropriations at the request of the Board of Regents,"authorize the Board of Regents to accept and use easement proceeds for the purposes authorized by the 2022 Session Laws, chapter 198.",Executive/Judiciary Request; Fund; Higher Education,http://sdlegislature.gov/Session/Bill/24972
HB1050,2024-RS,2024,The Chair of the Committee on Transportation,The Chair of the Committee on Transportation at the request of the Department of Public Safety,update references to certain federal motor carrier regulations.,Commercial Trucking; Executive/Judiciary Request; Public Utilities and Carriers,http://sdlegislature.gov/Session/Bill/24754
HB1051,2024-RS,2024,The Chair of the Committee on Transportation,The Chair of the Committee on Transportation at the request of the Department of Public Safety,make technical changes to provisions regarding the compensation of agents.,Executive/Judiciary Request; Law Enforcement; Motor Vehicles; Public Officers and Employees,http://sdlegislature.gov/Session/Bill/24755
HB1052,2024-RS,2024,The Chair of the Committee on State Affairs,The Chair of the Committee on State Affairs at the request of the Public Utilities Commission,increase the minimum fee required with an application for construction of an energy conversion and transmission facility.,Executive/Judiciary Request; Fund; Public Utilities and Carriers,http://sdlegislature.gov/Session/Bill/24816
HB1053,2024-RS,2024,Representative Bartels (prime),"Representatives Bartels (prime), Chase, Duba, Koth, Kull, Mortenson, Pourier, Teunissen, Wangsness, and Wittman and Senators Schoenbeck (prime), Bolin, Crabtree, Hoffman, and Rohl",create term limits for public utilities commissioners.,Boards and Commissions; Public Utilities and Carriers,http://sdlegislature.gov/Session/Bill/24947
HB1054,2024-RS,2024,Representative Moore (prime),"Representatives Moore (prime), Auch, Perry, Schaefbauer, Teunissen, and Wangsness and Senators Novstrup (prime) and Zikmund",amend requirements for cosmetology apprenticeships.,Boards and Commissions; Licensure; Professions and Occupations; Promulgation of Rules,http://sdlegislature.gov/Session/Bill/24603
HB1055,2024-RS,2024,Representative Callies (prime),"Representatives Callies (prime), Bahmuller, Bartels, Blare, Drury, Koth, Kull, Moore, Mortenson, Perry, Pinnow, Rehfeldt, Reimer, Stevens, Teunissen, and Weisgram and Senators Deibert, Mehlhaff, Schoenfish, and Stalzer",raise the appraisal value of surplus property that may be sold by a political subdivision without notice.,"Local Government Generally; Notice and Publication; Public Property, Purchases and Contracts",http://sdlegislature.gov/Session/Bill/24884
HB1056,2024-RS,2024,Representative Callies (prime),"Representatives Callies (prime), Bahmuller, Blare, Chaffee, Deutsch, Jensen (Phil), Koth, Kull, Massie, Moore, Mulally, Perry, Peterson (Sue), Rehfeldt, Reisch, Stevens, Teunissen, Tordsen, and Wangsness and Senators Crabtree, Johnson, Kolbeck (Steve), and Zikmund",increase the property tax exemption allowed for certain veterans with a disability.,,http://sdlegislature.gov/Session/Bill/24885
HB1057,2024-RS,2024,The Chair of the Committee on State Affairs,The Chair of the Committee on State Affairs at the request of the Chief Justice,"create the Commission on Indigent Legal Services and Office of Indigent Legal Services, to make an appropriation for reimbursing county indigent legal services, and to declare an emergency.",Appropriation; Boards and Commissions; Criminal Defense; Criminal Procedure; Emergency Clause; Executive/Judiciary Request; Promulgation of Rules,http://sdlegislature.gov/Session/Bill/24943
HB1058,2024-RS,2024,The Chair of the Committee on Commerce,The Chair of the Committee on Commerce and Energy at the request of the Department of Labor and Regulation,"modify agency reporting requirements on licensure, certification, job placements, and the labor market.",Boards and Commissions; Education; Executive/Judiciary Request; Higher Education; Labor and Employment; Professions and Occupations; Reports,http://sdlegislature.gov/Session/Bill/24736
HB1059,2024-RS,2024,The Chair of the Committee on Commerce,The Chair of the Committee on Commerce and Energy at the request of the Department of Labor and Regulation,revise certain provisions regarding insurance holding companies.,Executive/Judiciary Request; Insurance,http://sdlegislature.gov/Session/Bill/24738
HB1060,2024-RS,2024,The Chair of the House Committee on Appropriations,The Chair of the House Committee on Appropriations at the request of the Bureau of Finance and Management,revise certain provisions related to travel reimbursement.,Executive/Judiciary Request; Local Government Generally; Public Officers and Employees; State Employees,http://sdlegislature.gov/Session/Bill/24920
HB1061,2024-RS,2024,The Chair of the House Committee on Appropriations,The Chair of the House Committee on Appropriations at the request of the Department of Public Safety,make an appropriation for costs related to emergencies and disasters impacting the state and to declare an emergency.,Appropriation; Emergency Clause; Emergency Management; Executive/Judiciary Request,http://sdlegislature.gov/Session/Bill/24931
HB1062,2024-RS,2024,The Chair of the House Committee on Appropriations,The Chair of the House Committee on Appropriations at the request of the Department of Public Safety,make an appropriation for costs related to the suppression of wildfires impacting the state and to declare an emergency.,Appropriation; Emergency Clause; Emergency Management; Executive/Judiciary Request; Firefighters,http://sdlegislature.gov/Session/Bill/24932
HB1063,2024-RS,2024,The Chair of the Committee on Transportation,The Chair of the Committee on Transportation at the request of the Department of Revenue,amend the valuation service used to value vehicles.,Executive/Judiciary Request; Motor Vehicles; Taxation,http://sdlegislature.gov/Session/Bill/25005
HB1064,2024-RS,2024,The Chair of the House Committee on Appropriations,"The Chair of the House Committee on Appropriations at the request of the Department of Game, Fish and Parks","make an appropriation for increases in the construction costs of infrastructure at Lake Alvin and Newell Lake, and to declare an emergency.","Appropriation; Emergency Clause; Executive/Judiciary Request; Game, Fish, Parks and Forestry; Procurement of Public Improvements; Public Property, Purchases and Contracts; Water Management",http://sdlegislature.gov/Session/Bill/25006
HB1065,2024-RS,2024,The Chair of the House Committee on Appropriations,The Chair of the House Committee on Appropriations at the request of the Department of Agriculture and Natural Resources,make an appropriation for the design and construction of a multi-use building on the grounds of the State Fair and to declare an emergency.,"Appropriation; Emergency Clause; Procurement of Public Improvements; Public Property, Purchases and Contracts; State Affairs and Government",http://sdlegislature.gov/Session/Bill/25014
HB1066,2024-RS,2024,Representative Deutsch (prime),Representative Deutsch (prime) and Senators Kolbeck (Steve) (prime) and Zikmund,provide a grant to qualifying teachers to incentivize recruitment and retention and to make an appropriation therefor.,Appointments; Appropriation; Education; Grants; Legislative Oversight; Promulgation of Rules; Teachers,http://sdlegislature.gov/Session/Bill/24973
HB1067,2024-RS,2024,Representative Tordsen (prime),"Representatives Tordsen (prime), Aylward, Bartels, Blare, Callies, Chaffee, Deutsch, Duba, Emery, Fitzgerald, Gross, Healy, Heermann, Jensen (Phil), Koth, Krohmer, Krull, Kull, Lesmeister, Massie, Moore, Mulally, Mulder, Nelson, Otten (Ernie), Overweg, Perry, Pinnow, Pourier, Reimer, Reisch, St. John, Stevens, Teunissen, Venhuizen, Wangsness, Weisgram, and Wittman and Senators Hoffman (prime), Crabtree, Duhamel, Foster, Frye-Mueller, Hunhoff, Johnson, Kolbeck (Steve), Larson, Mehlhaff, Otten (Herman), Pischke, Rohl, Stalzer, and Zikmund",designate Medal of Honor Recognition Day.,State Affairs and Government,http://sdlegislature.gov/Session/Bill/24471
HB1068,2024-RS,2024,Representative Weisgram (prime),"Representatives Weisgram (prime), Aylward, Bahmuller, Bartels, Blare, Callies, Duba, Emery, Koth, Kull, Massie, Mills, Moore, Mulally, Otten (Ernie), Perry, Pinnow, Pourier, Rehfeldt, Reimer, Reisch, Schaefbauer, Stevens, Teunissen, Tordsen, and Wittman and Senators Zikmund (prime), Diedrich, Hunhoff, Johnson, Pischke, and Reed",allow disabled veterans to obtain a standard issue county motor vehicle or motorcycle license plate.,License Plates; Motor Vehicles; Veterans Affairs,http://sdlegislature.gov/Session/Bill/24492
HB1069,2024-RS,2024,Representative Weisgram (prime),"Representatives Weisgram (prime), Bartels, Blare, Chaffee, Chase, Gross, Jensen (Kevin), Koth, Kull, Mortenson, Mulally, Otten (Ernie), Perry, Peterson (Drew), Pinnow, Randolph, Reimer, Stevens, Teunissen, and Venhuizen and Senators Mehlhaff (prime), Bolin, Larson, Stalzer, and Zikmund",permit the display of campaign signs in municipalities in conjunction with the beginning of absentee voting.,Elections; Municipal Government; Speech and Expression,http://sdlegislature.gov/Session/Bill/24501
HB1070,2024-RS,2024,Representative Weisgram (prime),"Representatives Weisgram (prime), Arlint, Bartels, Blare, Chaffee, Chase, Deutsch, Duba, Duffy, Emery, Gross, Koth, Kull, Mills, Moore, Mortenson, Nelson, Perry, Pinnow, Reisch, Stevens, Teunissen, Tordsen, and Wangsness and Senators Mehlhaff (prime), Deibert, Johnson, Reed, and Zikmund",provide for the use of the obligation recovery center by counties.,Counties; State Affairs and Government,http://sdlegislature.gov/Session/Bill/24621
HB1071,2024-RS,2024,Representative Weisgram (prime),"Representatives Weisgram (prime), Bartels, Blare, Callies, Chaffee, Drury, Duffy, Koth, Kull, Lesmeister, Moore, Otten (Ernie), Perry, Pinnow, Reimer, Reisch, Shorma, Stevens, Teunissen, and Wittman and Senators Hoffman (prime), Crabtree, Diedrich, Johnson, Kolbeck (Steve), Mehlhaff, Otten (Herman), Pischke, Reed, Schoenbeck, Tobin, and Zikmund",revise a provision providing authority to the Governor to enter into agreements with the Nuclear Regulatory Commission.,Public Health and Safety; State Affairs and Government,http://sdlegislature.gov/Session/Bill/24868
HB1072,2024-RS,2024,Representative DeGroot (prime),"Representatives DeGroot (prime), Blare, Chase, Drury, Duba, Koth, Krull, Kull, Lesmeister, Moore, Perry, Pinnow, Pourier, Reimer, Teunissen, and Wittman and Senators Kolbeck (Steve), Reed, Schoenfish, and Zikmund",establish qualifications for members of the Board of Education Standards.,Boards and Commissions; Education; State Affairs and Government,http://sdlegislature.gov/Session/Bill/24863
HB1073,2024-RS,2024,Representative Kassin (prime),"Representatives Kassin (prime), Bartels, Duba, Koth, Krull, Mills, Mortenson, Otten (Ernie), Rehfeldt, and Venhuizen and Senators Kolbeck (Jack) (prime), Bolin, Crabtree, Hunhoff, Maher, and Zikmund",keep interest earned on incarceration construction fund moneys in the same fund.,Corrections; Fund; State Affairs and Government,http://sdlegislature.gov/Session/Bill/24867
