bill_id,session,session_year,primary_sponsor,all_sponsors,summary,keywords,bill_url
HCR6008,2024-RS,2024,Representative Cammack (prime),"Representatives Cammack (prime), Arlint, Auch, Aylward, Bahmuller, Bartels, Blare, Callies, Chaffee, Chase, DeGroot, Derby, Deutsch, Drury, Duffy, Fitzgerald, Gross, Hansen, Heermann, Jamison, Jensen (Phil), Karr, Kassin, Koth, Krohmer, Krull, Kull, Ladner, Lems, Massie, May, Mills, Moore, Mortenson, Mulally, Mulder, Odenbach, Otten (Ernie), Overweg, Perry, Peterson (Drew), Pinnow, Randolph, Rehfeldt, Reimer, Reisch, Sauder, Schaefbauer, Schneider, Shorma, Sjaarda, Soye, St. John, Stevens, Tordsen, Venhuizen, Wangsness, and Weisgram and Senators Davis (prime), Beal, Bolin, Breitling, Crabtree, Deibert, Duhamel, Frye-Mueller, Hoffman, Hunhoff, Johnson, Klumb, Kolbeck (Jack), Kolbeck (Steve), Maher, Mehlhaff, Novstrup, Otten (Herman), Pischke, Reed, Rohl, Schoenbeck, Schoenfish, Stalzer, Tobin, Wheeler, Wiik, and Zikmund",Opposing an initiated measure to place the right to an abortion in the Constitution of South Dakota.,Abortion; Ballot Measures; Constitutional Amendments; House Concurrent Resolution,http://sdlegislature.gov/Session/Bill/25022
HCR6009,2024-RS,2024,Representative Jensen (Phil) (prime),Representatives Jensen (Phil) (prime) and Perry and Senator Frye-Mueller,Condemning rape as a tactic of war.,House Concurrent Resolution; Israel; Sex Offenses,http://sdlegislature.gov/Session/Bill/25196
HCR6010,2024-RS,2024,Representative Mortenson (prime),"Representatives Mortenson (prime), Arlint, Aylward, Bahmuller, Blare, Cammack, Chaffee, Chase, DeGroot, Derby, Deutsch, Drury, Duffy, Fitzgerald, Gross, Hansen, Heermann, Jamison, Jensen (Kevin), Jensen (Phil), Karr, Kassin, Koth, Krohmer, Krull, Kull, Ladner, Lems, Massie, May, Mills, Moore, Mulally, Mulder, Odenbach, Otten (Ernie), Perry, Peterson (Drew), Peterson (Sue), Pinnow, Randolph, Reimer, Reisch, Sauder, Schneider, Shorma, Sjaarda, Soye, St. John, Stevens, Teunissen, Tordsen, Venhuizen, Wangsness, and Weisgram and Senators Crabtree (prime), Bolin, Breitling, Davis, Deibert, Duhamel, Hoffman, Hunhoff, Klumb, Kolbeck (Jack), Kolbeck (Steve), Maher, Mehlhaff, Novstrup, Otten (Herman), Pischke, Reed, Rohl, Schoenbeck, Schoenfish, Stalzer, Tobin, Wheeler, Wiik, and Zikmund",Acknowledging the need to protect our borders and affirming South Dakota's support of the defense of the southern border.,House Concurrent Resolution,http://sdlegislature.gov/Session/Bill/25303
HCR6011,2024-RS,2024,Representative Blare (prime),"Representatives Blare (prime), Bartels, Callies, Chaffee, Deutsch, Duba, Emery, Jensen (Kevin), Lesmeister, May, Moore, Mortenson, Overweg, Perry, Peterson (Sue), Pinnow, Pourier, Reimer, Reisch, Stevens, Teunissen, Tordsen, and Weisgram and Senators Bordeaux, Foster, Tobin, and Zikmund",Urging the Bureau of Indian Affairs (BIA) law enforcement to establish a law enforcement training academy in South Dakota.,House Concurrent Resolution; Indian Tribes,http://sdlegislature.gov/Session/Bill/25296
HCR6012,2024-RS,2024,Representative Aylward (prime),"Representatives Aylward (prime), Jensen (Phil), and Perry and Senators Frye-Mueller and Pischke",Acknowledging the challenges and responses during the COVID-19 pandemic and committing to accountability and action.,COVID-19; House Concurrent Resolution,http://sdlegislature.gov/Session/Bill/25287
HJR5001,2024-RS,2024,Representative Tordsen (prime),"Representatives Tordsen (prime), Bartels, Chase, Duba, Koth, Kull, Mortenson, Rehfeldt, Sauder, Teunissen, Venhuizen, Wangsness, and Weisgram and Senators Johnson (prime), Crabtree, Davis, Diedrich, Duhamel, Reed, Rohl, Schoenbeck, and Zikmund","Proposing and submitting to the voters at the next general election an amendment to the Constitution of the State of South Dakota, requiring all non-judicial offices elected by a statewide vote to be nominated at a primary election.",Constitutional Amendments; Elections; House Joint Resolution,http://sdlegislature.gov/Session/Bill/24594
HJR5002,2024-RS,2024,Representative Mulally (prime),"Representatives Mulally (prime), Aylward, Jensen (Phil), Lesmeister, Perry, and Randolph and Senators Frye-Mueller and Pischke",Proposing and submitting to the voters at the next general election an amendment to the Constitution of the State of South Dakota revising the process by which a legislative vacancy is filled.,Appointments; Ballot Measures; Constitutional Amendments; House Joint Resolution; Organization of the Legislature,http://sdlegislature.gov/Session/Bill/24977
HJR5003,2024-RS,2024,Representative Mulally (prime),"Representatives Mulally (prime), Jensen (Phil), Krohmer, and Perry and Senator Frye-Mueller","Proposing and submitting to the voters at the next general election, an amendment to the Constitution of the State of South Dakota, to limit the placement of restrictions on the right to bear arms.",Ballot Measures; Constitutional Amendments; Firearms,http://sdlegislature.gov/Session/Bill/25054
SB1,2024-RS,2024,Senator Rohl (prime),"Senators Rohl (prime), Bolin, Bordeaux, Davis, Foster, Hunhoff, Johnson, Kolbeck (Steve), Larson, Mehlhaff, Nesiba, Reed, and Zikmund and Representatives Rehfeldt (prime), Arlint, Duba, Emery, Healy, Heermann, Kassin, Lesmeister, Nelson, Pinnow, Pourier, Stevens, Tordsen, and Wittman",expand eligibility for the reduced tuition benefit for certain school district and Head Start employees at Board of Regents institutions to school counselors.,Education; Higher Education; Teachers; Therapists and Counselors; Tuition,http://sdlegislature.gov/Session/Bill/24406
SB2,2024-RS,2024,Senator Rohl (prime),"Senators Rohl (prime), Crabtree, Davis, Johnson, Larson, Mehlhaff, Reed, Schoenbeck, Tobin, and Wheeler and Representatives DeGroot (prime), Duba, Emery, Moore, Peterson (Drew), Pinnow, Tordsen, and Venhuizen",remove provisions for establishing a uniform method for calculating high school credit received from completing a postsecondary course.,Education; Higher Education; School Curriculum,http://sdlegislature.gov/Session/Bill/24794
SB3,2024-RS,2024,Senator Rohl (prime),"Senators Rohl (prime), Bolin, Crabtree, Davis, Duhamel, Hunhoff, Johnson, Otten (Herman), Reed, Schoenfish, Stalzer, and Tobin and Representatives Mortenson (prime), Bartels, Blare, Duba, Emery, Gross, Healy, Koth, Lesmeister, Moore, Mulally, Nelson, Otten (Ernie), Overweg, Pinnow, Pourier, Reimer, Reisch, Schneider, St. John, Tordsen, Venhuizen, Weisgram, and Wittman",extend the length of time allowed for a tax agreement with an Indian tribe.,Indian Tribes; Retail Sales and Service Tax; Taxation,http://sdlegislature.gov/Session/Bill/24587
SB4,2024-RS,2024,Senator Rohl (prime),"Senators Rohl (prime), Bolin, Davis, Deibert, Duhamel, Johnson, Mehlhaff, Reed, Tobin, and Zikmund and Representatives Overweg (prime), Bartels, Blare, Callies, Duba, Emery, Kull, Otten (Ernie), Pinnow, and Wangsness",revise provisions regarding township contracts for snow removal.,"Highways, Roads, and Bridges; Public Property, Purchases and Contracts; Townships",http://sdlegislature.gov/Session/Bill/24431
SB5,2024-RS,2024,Senator Rohl (prime),"Senators Rohl (prime), Crabtree, Davis, Johnson, Larson, Mehlhaff, Otten (Herman), Pischke, and Stalzer and Representatives Jamison (prime), Kull, Mills, Moore, Otten (Ernie), Pinnow, Randolph, Reisch, and Sjaarda",reduce the amount of time required before the removal of a city manager is effective.,Municipal Government,http://sdlegislature.gov/Session/Bill/24470
SB6,2024-RS,2024,Senator Wheeler (prime),"Senators Wheeler (prime), Crabtree, Rohl, Tobin, and Zikmund and Representatives Mulder (prime), Bartels, Chase, Drury, Mortenson, Peterson (Drew), Rehfeldt, Reisch, Tordsen, and Venhuizen",revise provisions related to death by distribution of a Schedule I or II substance.,Controlled Substances; Crimes; Penalty,http://sdlegislature.gov/Session/Bill/24461
SB7,2024-RS,2024,Senator Tobin (prime),"Senators Tobin (prime), Beal, Crabtree, Davis, Deibert, Hoffman, Hunhoff, Johnson, Kolbeck (Jack), Novstrup, Otten (Herman), Pischke, Rohl, Schoenbeck, and Zikmund and Representatives Blare (prime), Bahmuller, Deutsch, Drury, Duba, Emery, Kassin, Koth, Krohmer, Kull, Lesmeister, Moore, Mortenson, Nelson, Otten (Ernie), Overweg, Perry, Reimer, and Weisgram",revise the water resources projects list.,Water Management,http://sdlegislature.gov/Session/Bill/24493
SB8,2024-RS,2024,Senator Tobin (prime),"Senators Tobin (prime), Davis, Diedrich, Larson, Mehlhaff, Otten (Herman), Pischke, Schoenbeck, and Zikmund and Representatives Aylward, Bartels, Emery, Mortenson, Reimer, Shorma, and Wangsness",allow licensed hunting preserve facilities to sell alcoholic beverages on designated days outside of the shooting preserve season.,Alcoholic Beverages; Hunting,http://sdlegislature.gov/Session/Bill/24882
SB9,2024-RS,2024,Senator Tobin (prime),"Senators Tobin (prime), Crabtree, Deibert, Diedrich, Hoffman, Reed, Rohl, Schoenbeck, Wiik, and Zikmund and Representatives Blare (prime), Deutsch, Fitzgerald, Jensen (Kevin), Jensen (Phil), Kull, Moore, Mulally, Perry, and Reimer",further limit applications for clemency for violent crime offenders sentenced to life imprisonment.,Correctional Facilities and Parole,http://sdlegislature.gov/Session/Bill/24689
SB10,2024-RS,2024,Senator Tobin (prime),"Senators Tobin (prime), Crabtree, Deibert, Diedrich, Duhamel, Hoffman, Hunhoff, Johnson, Mehlhaff, Reed, Schoenbeck, Stalzer, and Zikmund and Representatives DeGroot (prime), Bartels, Blare, Duba, Fitzgerald, Heermann, Koth, Massie, Moore, Perry, Pinnow, Reimer, Stevens, Teunissen, and Weisgram",require that a notification of medical cannabis certification be provided to a patient's primary or referring practitioner.,Health Care; Medical Cannabis; Medical Records; Public Health and Safety,http://sdlegislature.gov/Session/Bill/24639
SB11,2024-RS,2024,Senator Tobin (prime),"Senators Tobin (prime), Crabtree, Diedrich, Hunhoff, Johnson, Mehlhaff, Schoenbeck, and Zikmund and Representatives DeGroot (prime), Blare, Duba, Emery, Heermann, Jensen (Kevin), Moore, Perry, Pinnow, Reimer, Reisch, Schaefbauer, and Stevens",prohibit a practitioner from referring a patient to a medical cannabis clinic with which the practitioner or an immediate family member has a financial relationship and to provide a penalty therefor.,Crimes; Health Care; Medical Cannabis; Public Health and Safety,http://sdlegislature.gov/Session/Bill/24939
SB12,2024-RS,2024,Senator Mehlhaff (prime),"Senators Mehlhaff (prime), Crabtree, Deibert, Hunhoff, Johnson, Novstrup, Schoenbeck, Stalzer, and Tobin and Representatives Krohmer (prime), Aylward, Bartels, Blare, Deutsch, Fitzgerald, Gross, Jensen (Kevin), Koth, Kull, Massie, Mills, Moore, Mulally, Perry, Pinnow, Reimer, Schaefbauer, and Weisgram",authorize certain employer actions regarding the use of cannabis by an employee or a prospective employee.,Labor and Employment; Liability; Medical Cannabis; Public Health and Safety,http://sdlegislature.gov/Session/Bill/24698
SB13,2024-RS,2024,Senator Mehlhaff (prime),"Senators Mehlhaff (prime), Crabtree, Deibert, Novstrup, Otten (Herman), Stalzer, and Tobin and Representatives Bahmuller (prime), Chaffee, Drury, Duba, Kassin, Koth, Krull, Kull, Lesmeister, Mortenson, Rehfeldt, Reimer, Reisch, Shorma, Stevens, Venhuizen, Wangsness, and Weisgram","revise the process for nominating candidates for the offices of lieutenant governor, attorney general, and secretary of state.",Elections; Political Parties; Promulgation of Rules,http://sdlegislature.gov/Session/Bill/24407
SB14,2024-RS,2024,Senator Mehlhaff (prime),"Senators Mehlhaff (prime), Beal, Crabtree, Deibert, Frye-Mueller, Novstrup, Pischke, Rohl, Stalzer, and Tobin and Representatives Weisgram (prime), Aylward, Bahmuller, Chaffee, Emery, Jensen (Kevin), Jensen (Phil), Koth, Kull, Lesmeister, Mortenson, Mulder, Overweg, Perry, Peterson (Drew), Pinnow, Reisch, Schaefbauer, and Wangsness",expand authorization for the conditional taking of coyotes from snowmobiles.,Hunting; Motor Vehicles,http://sdlegislature.gov/Session/Bill/24559
SB15,2024-RS,2024,Senator Duhamel (prime),"Senators Duhamel (prime), Diedrich, Hoffman, Johnson, Kolbeck (Steve), Mehlhaff, Novstrup, Reed, Schoenbeck, Tobin, and Zikmund and Representatives Kull (prime), Bartels, Blare, Chaffee, Deutsch, Drury, Duffy, Fitzgerald, Jensen (Phil), Koth, Massie, Moore, Otten (Ernie), Perry, Pinnow, Rehfeldt, Reimer, Reisch, Tordsen, and Venhuizen",require a convicted defendant to reimburse the cost of digital forensic examination fees.,Criminal Defense; Criminal Procedure; Fees; Fund,http://sdlegislature.gov/Session/Bill/24915
SB16,2024-RS,2024,The Chair of the Senate Committee on Appropriations,The Chair of the Senate Committee on Appropriations at the request of the Department of Agriculture and Natural Resources,make appropriations for water and environmental purposes and to declare an emergency.,Appropriation; Emergency Clause; Executive/Judiciary Request; Grants; Solid Waste; Water Management; Water Quality,http://sdlegislature.gov/Session/Bill/24823
SB17,2024-RS,2024,The Chair of the Committee on State Affairs,The Chair of the Committee on State Affairs at the request of the Secretary of State,modify the residency requirements for voter registration and declare an emergency.,Elections; Emergency Clause; Executive/Judiciary Request; Residency; Voting,http://sdlegislature.gov/Session/Bill/24811
SB18,2024-RS,2024,The Chair of the Committee on State Affairs,The Chair of the Committee on State Affairs at the request of the Secretary of State,allow the secretary of state to share information from the statewide voter registration file.,Elections; Executive/Judiciary Request; Voting,http://sdlegislature.gov/Session/Bill/24818
SB19,2024-RS,2024,The Chair of the Committee on State Affairs,The Chair of the Committee on State Affairs at the request of the Secretary of State,rescind rulemaking authority pertaining to the process for publishing required voter registration numbers.,Elections; Executive/Judiciary Request; Promulgation of Rules; Voting,http://sdlegislature.gov/Session/Bill/24819
SB20,2024-RS,2024,The Chair of the Committee on State Affairs,The Chair of the Committee on State Affairs at the request of the Secretary of State,establish the crime of threatening or intimidating an election official or election worker.,Crimes; Elections; Executive/Judiciary Request; Penalty,http://sdlegislature.gov/Session/Bill/24820
SB21,2024-RS,2024,The Chair of the Committee on State Affairs,The Chair of the Committee on State Affairs at the request of the Secretary of State,rescind rule-making authority for the annual report of the number of voters removed from a county's voter registration list.,Elections; Executive/Judiciary Request; Promulgation of Rules; Reports; Voting,http://sdlegislature.gov/Session/Bill/24821
SB22,2024-RS,2024,The Chair of the Committee on Agriculture,The Chair of the Committee on Agriculture and Natural Resources at the request of the Public Utilities Commission,amend language regarding the licensing period for a grain buyer.,Executive/Judiciary Request; Licensure; Public Utilities and Carriers,http://sdlegislature.gov/Session/Bill/24812
SB23,2024-RS,2024,The Chair of the Committee on Commerce,The Chair of the Committee on Commerce and Energy at the request of the Public Utilities Commission,exempt an electric vehicle charging station from being subject to a civil fine for overcharging.,Executive/Judiciary Request; Penalty; Public Utilities and Carriers,http://sdlegislature.gov/Session/Bill/24813
SB24,2024-RS,2024,The Chair of the Committee on Judiciary,The Chair of the Committee on Judiciary at the request of the Office of the Attorney General,increase the maximum user fee for a participant submitting to wear a drug patch under the 24/7 sobriety program.,Correctional Facilities and Parole; Executive/Judiciary Request; Fees; State Affairs and Government,http://sdlegislature.gov/Session/Bill/24891
SB25,2024-RS,2024,The Chair of the Committee on Judiciary,The Chair of the Committee on Judiciary at the request of the Office of the Attorney General,"revise provisions regarding possessing, manufacturing, or distributing child pornography.",Crimes; Executive/Judiciary Request; Minors; Obscenity and Public Indecency; Sex Offenses,http://sdlegislature.gov/Session/Bill/24892
SB26,2024-RS,2024,The Chair of the Committee on Judiciary,The Chair of the Committee on Judiciary at the request of the Office of the Attorney General,clarify the membership of the Open Meeting Commission.,Boards and Commissions; Executive/Judiciary Request; Open Meetings; State's Attorneys,http://sdlegislature.gov/Session/Bill/24893
SB27,2024-RS,2024,The Chair of the Committee on Judiciary,The Chair of the Committee on Judiciary at the request of the Office of the Attorney General,modify the criteria for removal from the sex offender registry.,Crimes; Executive/Judiciary Request; Sex Offenses,http://sdlegislature.gov/Session/Bill/24894
SB28,2024-RS,2024,The Chair of the Senate Committee on Appropriations,The Chair of the Senate Committee on Appropriations at the request of the Department of Revenue,"modify tax refunds for elderly persons and persons with a disability, to make an appropriation therefor, and to declare an emergency.",Appropriation; Developmentally Disabled Persons; Emergency Clause; Executive/Judiciary Request; Property Tax; Retail Sales and Service Tax; Tax Exemptions and Refunds; Taxation,http://sdlegislature.gov/Session/Bill/24924
SB29,2024-RS,2024,The Chair of the Joint Committee on Appropriations,The Chair of the Joint Committee on Appropriations at the request of the Department of the Military,"allow eligible members of the South Dakota National Guard attending an in-state private, nonprofit post-secondary institution to receive the state tuition benefit.",Executive/Judiciary Request; Higher Education; Military Affairs; National Guard; Promulgation of Rules; Tuition,http://sdlegislature.gov/Session/Bill/24961
SB30,2024-RS,2024,Senator Duhamel (prime),"Senators Duhamel (prime), Crabtree, Deibert, Diedrich, Hunhoff, Johnson, Kolbeck (Steve), Larson, Mehlhaff, Nesiba, Novstrup, Stalzer, Tobin, and Zikmund and Representatives Duffy (prime), Bartels, Blare, Chaffee, Chase, Deutsch, Drury, Duba, Emery, Gross, Heermann, Koth, Kull, Lesmeister, Moore, Nelson, Perry, Peterson (Sue), Pinnow, Rehfeldt, Reimer, St. John, Stevens, Teunissen, and Tordsen",prohibit discrimination based on military status.,Personal Rights and Obligations,http://sdlegislature.gov/Session/Bill/24578
SB31,2024-RS,2024,Senator Bolin (prime),"Senators Bolin (prime), Davis, Deibert, Duhamel, Johnson, Larson, Mehlhaff, Novstrup, Rohl, and Zikmund and Representatives Chaffee (prime), Blare, Chase, Deutsch, Duba, Emery, Koth, Krull, Kull, Lesmeister, Mills, Nelson, Otten (Ernie), Perry, Pinnow, Pourier, Reimer, Reisch, Stevens, and Wittman","create the indigent legal services fund, to provide ongoing revenue therefor, and to make an appropriation therefor.",Appropriation; Criminal Defense; Criminal Procedure; Fund,http://sdlegislature.gov/Session/Bill/24724
SB32,2024-RS,2024,Senator Novstrup (prime),"Senators Novstrup (prime) and Mehlhaff and Representatives Chaffee (prime), Auch, Deutsch, Mills, Moore, Perry, Schaefbauer, and Wangsness",provide for the distribution of tax revenue from certain gross receipts occurring on fairgrounds.,Counties; Retail Sales and Service Tax; Taxation,http://sdlegislature.gov/Session/Bill/24827
SB33,2024-RS,2024,Senator Schoenbeck (prime),"Senators Schoenbeck (prime), Beal, Crabtree, Johnson, Mehlhaff, Stalzer, and Zikmund and Representatives Gross (prime), Bahmuller, Bartels, Blare, Callies, Jensen (Phil), Koth, Kull, May, Mulally, Mulder, Otten (Ernie), Reimer, and Tordsen",repeal the Petroleum Release Compensation Board.,Boards and Commissions; Environmental Protection; State Affairs and Government,http://sdlegislature.gov/Session/Bill/24852
SB34,2024-RS,2024,Senator Hoffman (prime),"Senators Hoffman (prime), Larson, Mehlhaff, Pischke, and Tobin and Representatives Deutsch (prime), Fitzgerald, Jensen (Kevin), Jensen (Phil), Odenbach, Perry, Randolph, and Schaefbauer",establish and modify provisions related to school safety.,Code Commission; Education; Grants; Law Enforcement; Promulgation of Rules; School Districts,http://sdlegislature.gov/Session/Bill/24476
SB35,2024-RS,2024,Senator Hoffman (prime),"Senators Hoffman (prime), Crabtree, Deibert, Diedrich, Frye-Mueller, Johnson, Larson, Mehlhaff, Pischke, Rohl, Schoenbeck, and Schoenfish and Representatives Mills (prime), Aylward, Blare, Deutsch, Duba, Emery, Fitzgerald, Heermann, Jensen (Kevin), Koth, Kull, Lesmeister, Moore, Otten (Ernie), Peterson (Sue), Pinnow, Pourier, Shorma, Tordsen, and Wangsness",provide that certain personal information of a lottery prize winner may only be used for advertising or promotion with the winner's consent.,Confidential Information; Lottery; Recreation and Sports,http://sdlegislature.gov/Session/Bill/24554
SB36,2024-RS,2024,Senator Hoffman (prime),"Senators Hoffman (prime), Deibert, Mehlhaff, and Stalzer and Representatives Fitzgerald (prime), Aylward, Deutsch, Jensen (Phil), Kull, Moore, Mulder, Otten (Ernie), Perry, and Pinnow",revise provisions related to driving under the influence.,Crimes; Motor Vehicles; Penalty,http://sdlegislature.gov/Session/Bill/24613
SB37,2024-RS,2024,Senator Rohl (prime),"Senators Rohl (prime), Davis, Deibert, Johnson, Mehlhaff, Stalzer, and Zikmund and Representatives Kull (prime), Blare, Otten (Ernie), Pinnow, and Wangsness",revise provisions regarding repair and maintenance of mail routes.,"Counties; Highways, Roads, and Bridges; Townships",http://sdlegislature.gov/Session/Bill/24430
SB38,2024-RS,2024,Senator Rohl (prime),"Senators Rohl (prime), Crabtree, Davis, Hunhoff, Johnson, Mehlhaff, Schoenbeck, Schoenfish, and Zikmund and Representatives Schneider (prime), Koth, Krohmer, Mulally, Overweg, Pinnow, Tordsen, and Weisgram",amend the amount a merchant or place of business may assess against returned checks.,Uniform Commercial Code,http://sdlegislature.gov/Session/Bill/24605
SB39,2024-RS,2024,Senator Rohl (prime),"Senators Rohl (prime), Beal, Crabtree, Davis, Hoffman, Johnson, Maher, Otten (Herman), Pischke, Schoenbeck, Schoenfish, Stalzer, Tobin, Wheeler, Wiik, and Zikmund and Representatives Bahmuller (prime), Callies, Chaffee, Jensen (Kevin), Krohmer, Mulally, Otten (Ernie), Overweg, Pinnow, Sauder, and Wangsness",prohibit a homeowners' association from placing restrictions on firearms or firearm ammunition.,"Firearms; Homeowners' Associations; Planning, Zoning and Housing Programs",http://sdlegislature.gov/Session/Bill/24709
SB40,2024-RS,2024,The Chair of the Committee on Health,The Chair of the Committee on Health and Human Services at the request of the Board of Medical and Osteopathic Examiners,establish a criminal background check requirement for licensure as an occupational therapist or occupational therapy assistant.,Boards and Commissions; Criminal Background Investigation; Executive/Judiciary Request; Health Care; Licensure; Professions and Occupations,http://sdlegislature.gov/Session/Bill/24719
SB41,2024-RS,2024,The Chair of the Committee on Commerce,The Chair of the Committee on Commerce and Energy at the request of the Department of Labor and Regulation,modify an administrative procedure for revoking a nonresponsive insurance producer's license.,Administrative Procedure; Executive/Judiciary Request; Insurance; Licensure,http://sdlegislature.gov/Session/Bill/24739
SB42,2024-RS,2024,The Chair of the Committee on Health,The Chair of the Committee on Health and Human Services at the request of the Department of Health,modify provisions related to medical cannabis.,Confidential Information; Executive/Judiciary Request; Health Care; Medical Cannabis; Public Health and Safety,http://sdlegislature.gov/Session/Bill/24805
SB43,2024-RS,2024,The Chair of the Committee on Health,The Chair of the Committee on Health and Human Services at the request of the Department of Health,"establish procedures for the imposition of fines and probation against medical cannabis establishments, increase the allowable fee for a medical cannabis establishment registration certificate, and direct the Department of Health to promulgate rules to increase the fee for a registration certificate.",Executive/Judiciary Request; Fees; Health Care; Medical Cannabis; Promulgation of Rules; Public Health and Safety; Rule Change,http://sdlegislature.gov/Session/Bill/24806
SB44,2024-RS,2024,The Chair of the Senate Committee on Appropriations,The Chair of the Senate Committee on Appropriations at the request of the Department of Health,"make an appropriation to reimburse health care professionals who have complied with the requirements for health care recruitment assistance programs, and to declare an emergency.",Appropriation; Emergency Clause; Executive/Judiciary Request; Health Care; Public Health and Safety,http://sdlegislature.gov/Session/Bill/24807
SB45,2024-RS,2024,The Chair of the Senate Committee on Appropriations,The Chair of the Senate Committee on Appropriations at the request of the Board of Regents,make an appropriation for the establishment of a Center for Quantum Information Science and Technology and to declare an emergency.,Appropriation; Emergency Clause; Executive/Judiciary Request; Higher Education,http://sdlegislature.gov/Session/Bill/24970
SB46,2024-RS,2024,The Chair of the Committee on Health,The Chair of the Committee on Health and Human Services at the request of the Department of Human Services,authorize the disclosure of referral status by Department of Human Services personnel.,Confidential Information; Developmentally Disabled Persons; Executive/Judiciary Request; Human Services; State Affairs and Government,http://sdlegislature.gov/Session/Bill/24866
SB47,2024-RS,2024,The Chair of the Committee on Judiciary,The Chair of the Committee on Judiciary at the request of the Department of Corrections,revise the incentive program for juvenile diversion opportunities.,Corrections; Executive/Judiciary Request; Juvenile Justice; Minors,http://sdlegislature.gov/Session/Bill/24925
SB48,2024-RS,2024,The Chair of the Committee on State Affairs,The Chair of the Committee on State Affairs at the request of the Secretary of State,provide for the disclosure of a cast vote record and ballot images as a public record and declare an emergency.,Election Verification; Elections; Emergency Clause; Executive/Judiciary Request; Public Records and Files,http://sdlegislature.gov/Session/Bill/24975
SB49,2024-RS,2024,The Chair of the Senate Committee on Appropriations,The Chair of the Senate Committee on Appropriations at the request of the Department of Corrections,"make an appropriation for the site preparation of a prison facility for offenders committed to the Department of Corrections, to transfer moneys to the incarceration construction fund, and to declare an emergency.",Appropriation; Corrections; Emergency Clause; Executive/Judiciary Request; Fund; Transfer of Funds,http://sdlegislature.gov/Session/Bill/24927
SB50,2024-RS,2024,The Chair of the Senate Committee on Appropriations,The Chair of the Senate Committee on Appropriations at the request of the Department of Corrections,"make an appropriation for the site preparation and construction of a prison facility for offenders committed to the Department of Corrections in Rapid City, to transfer moneys to the incarceration construction fund, and to declare an emergency.",Appropriation; Corrections; Emergency Clause; Executive/Judiciary Request; Fund; Transfer of Funds,http://sdlegislature.gov/Session/Bill/24928
SB51,2024-RS,2024,The Chair of the Senate Committee on Appropriations,The Chair of the Senate Committee on Appropriations at the request of the Bureau of Finance and Management,revise property tax levies for school districts and to revise the state aid to general and special education formulas.,Education; Executive/Judiciary Request; Property Tax; State Aid to Education,http://sdlegislature.gov/Session/Bill/24716
SB52,2024-RS,2024,The Chair of the Joint Committee on Appropriations,The Chair of the Joint Committee on Appropriations at the request of the Bureau of Finance and Management,revise the General Appropriations Act for fiscal year 2024.,Appropriation; Executive/Judiciary Request; Hoghouse-Vehicle Bill; Transfer of Funds,http://sdlegislature.gov/Session/Bill/24978
SB53,2024-RS,2024,The Chair of the Senate Committee on Appropriations,The Chair of the Senate Committee on Appropriations at the request of the Department of Agriculture and Natural Resources,make an appropriation for eligible water and wastewater projects and to declare an emergency.,Appropriation; Emergency Clause; Executive/Judiciary Request; Grants; Water Management; Water Quality,http://sdlegislature.gov/Session/Bill/24953
SB54,2024-RS,2024,The Chair of the Committee on Agriculture,"The Chair of the Committee on Agriculture and Natural Resources at the request of the Department of Game, Fish and Parks",update hunting and fishing residency requirements.,"Executive/Judiciary Request; Fishing; Game, Fish, Parks and Forestry; Hunting; Residency",http://sdlegislature.gov/Session/Bill/25007
SB55,2024-RS,2024,The Chair of the Committee on Agriculture,"The Chair of the Committee on Agriculture and Natural Resources at the request of the Department of Game, Fish and Parks",remove multiple vehicle ownership as a condition for purchasing an additional park entry license at a reduced price.,"Executive/Judiciary Request; Game, Fish, Parks and Forestry; State Parks",http://sdlegislature.gov/Session/Bill/25008
SB56,2024-RS,2024,The Chair of the Committee on Agriculture,"The Chair of the Committee on Agriculture and Natural Resources at the request of the Department of Game, Fish and Parks",permit the operation of a Class I electric bicycle on the Mickelson Trail.,"Executive/Judiciary Request; Game, Fish, Parks and Forestry; Motor Vehicles; State Parks",http://sdlegislature.gov/Session/Bill/25009
SB57,2024-RS,2024,The Chair of the Committee on Commerce,The Chair of the Committee on Commerce and Energy at the request of the Department of Labor and Regulation,create uniform procedures for consideration of criminal histories and convictions in professional or occupational licensure.,Compacts; Criminal Background Investigation; Executive/Judiciary Request; Licensure; Professions and Occupations,http://sdlegislature.gov/Session/Bill/24737
SB58,2024-RS,2024,The Chair of the Committee on Commerce,The Chair of the Committee on Commerce and Energy at the request of the Department of Labor and Regulation,revise provisions regarding money transmission.,Administrative Procedure; Banks and Banking; Compacts; Executive/Judiciary Request; Money Transmission; Promulgation of Rules,http://sdlegislature.gov/Session/Bill/24779
SB59,2024-RS,2024,The Chair of the Committee on Transportation,The Chair of the Committee on Transportation at the request of the Department of Public Safety,provide for the downgrade of commercial driver licenses and commercial learners permits upon notice of certain drug and alcohol violations.,Commercial Trucking; Driver License; Executive/Judiciary Request; Motor Vehicles,http://sdlegislature.gov/Session/Bill/24750
SB60,2024-RS,2024,The Chair of the Committee on Transportation,The Chair of the Committee on Transportation at the request of the Department of Public Safety,update references to certain regulations regarding medical qualifications for certain commercial drivers.,Commercial Trucking; Driver License; Executive/Judiciary Request; Motor Vehicles,http://sdlegislature.gov/Session/Bill/24751
