bill_id,session,session_year,action_date,action,order,vote_url
HB1078,2023-RS,2023,2023-02-27,"House of Representatives  Do Pass Amended, Passed, YEAS 63, NAYS 6. H.J. 391",7,
HB1078,2023-RS,2023,2023-02-28,First read in Senate and referral to committee waived pursuant to JR 6D-1 S.J. 368,8,
HB1078,2023-RS,2023,2023-03-01,"Senate  Do Pass Amended, Passed, YEAS 32, NAYS 0. S.J. 393",9,
HB1078,2023-RS,2023,2023-03-06,Signed by the Speaker H.J. 489,10,
HB1078,2023-RS,2023,2023-03-07,Signed by the President S.J. 447,11,
HB1078,2023-RS,2023,2023-03-08,"Delivered to the Governor on Tuesday, March 07, 2023  H.J. 509",12,
HB1078,2023-RS,2023,2023-03-27,"Signed by the Governor on Thursday, March 23, 2023  H.J. 547",13,
HB1079,2023-RS,2023,2023-01-17,First read in House and referred to House Health and Human Services H.J. 44,1,
HB1079,2023-RS,2023,2023-01-24,Scheduled for hearing,2,
HB1079,2023-RS,2023,2023-01-24,"Referred to Joint Committee on Appropriations, Passed, YEAS 13, NAYS 0.",3,
HB1079,2023-RS,2023,2023-02-23,Scheduled for hearing,4,
HB1079,2023-RS,2023,2023-02-23,"Joint Committee on Appropriations  Motion to amend, Passed Amendment 1079A",5,
HB1079,2023-RS,2023,2023-02-23,"Joint Committee on Appropriations  Do Pass Amended, Passed, YEAS 14, NAYS 4.",6,
HB1079,2023-RS,2023,2023-02-27,"House of Representatives  Do Pass Amended, Passed, YEAS 56, NAYS 13. H.J. 391",7,
HB1079,2023-RS,2023,2023-02-28,First read in Senate and referral to committee waived pursuant to JR 6D-1 S.J. 368,8,
HB1079,2023-RS,2023,2023-03-01,"Senate  Do Pass Amended, Passed, YEAS 27, NAYS 6. S.J. 394",9,
HB1079,2023-RS,2023,2023-03-06,Signed by the Speaker H.J. 489,10,
HB1079,2023-RS,2023,2023-03-07,Signed by the President S.J. 447,11,
HB1079,2023-RS,2023,2023-03-08,"Delivered to the Governor on Tuesday, March 07, 2023  H.J. 509",12,
HB1079,2023-RS,2023,2023-03-27,"Signed by the Governor on Thursday, March 23, 2023  H.J. 547",13,
HB1080,2023-RS,2023,2023-01-17,First read in House and referred to House Health and Human Services H.J. 44,1,
HB1080,2023-RS,2023,2023-01-31,Scheduled for hearing,2,
HB1080,2023-RS,2023,2023-01-31,"House Health and Human Services  Motion to amend, Passed Amendment 1080A",3,
HB1080,2023-RS,2023,2023-01-31,"House Health and Human Services  Do Pass Amended, Passed, YEAS 11, NAYS 2.",4,
HB1080,2023-RS,2023,2023-02-02,"House of Representatives  Do Pass, Passed, YEAS 60, NAYS 10. H.J. 213",5,
HB1080,2023-RS,2023,2023-02-03,First read in Senate and referred to Senate Health and Human Services S.J. 192,6,
HB1080,2023-RS,2023,2023-02-08,Scheduled for hearing,7,
HB1080,2023-RS,2023,2023-02-08,"Senate Health and Human Services  Do Pass, Passed, YEAS 4, NAYS 2.",8,
HB1080,2023-RS,2023,2023-02-09,"Senate  Do Pass Amended, Passed, YEAS 30, NAYS 4. S.J. 238",9,
HB1080,2023-RS,2023,2023-02-13,Signed by the Speaker H.J. 287,10,
HB1080,2023-RS,2023,2023-02-13,Signed by the President S.J. 244,11,
HB1080,2023-RS,2023,2023-02-13,"Delivered to the Governor on Monday, February 13, 2023  H.J. 287",12,
HB1080,2023-RS,2023,2023-02-14,"Signed by the Governor on Monday, February 13, 2023  H.J. 290",13,
HB1081,2023-RS,2023,2023-01-18,First read in House and referred to House State Affairs H.J. 53,1,
HB1081,2023-RS,2023,2023-01-23,Scheduled for hearing,2,
HB1081,2023-RS,2023,2023-01-23,"House State Affairs  Tabled, Passed, YEAS 13, NAYS 0.",3,
HB1082,2023-RS,2023,2023-01-18,First read in House and referred to House State Affairs H.J. 53,1,
HB1082,2023-RS,2023,2023-01-23,Scheduled for hearing,2,
HB1082,2023-RS,2023,2023-01-23,"House State Affairs  Tabled, Passed, YEAS 13, NAYS 0.",3,
HB1083,2023-RS,2023,2023-01-18,First read in House and referred to House Transportation H.J. 53,1,
HB1083,2023-RS,2023,2023-01-24,Scheduled for hearing,2,
HB1083,2023-RS,2023,2023-01-24,"House Transportation  Deferred to the 41st legislative day, Passed, YEAS 13, NAYS 0.",3,
HB1084,2023-RS,2023,2023-01-18,First read in House and referred to House State Affairs H.J. 53,1,
HB1084,2023-RS,2023,2023-02-03,Withdrawn at the Request of the Prime Sponsor H.J. 226,2,
HB1085,2023-RS,2023,2023-01-18,First read in House and referred to House Commerce and Energy H.J. 52,1,
HB1085,2023-RS,2023,2023-01-20,Scheduled for hearing,2,
HB1085,2023-RS,2023,2023-01-20,"House Commerce and Energy  Motion to amend, Passed Amendment 1085A",3,
HB1085,2023-RS,2023,2023-01-20,"House Commerce and Energy  Deferred to the 41st legislative day, Passed, YEAS 11, NAYS 2.",4,
HB1086,2023-RS,2023,2023-01-18,First read in House and referred to House Commerce and Energy H.J. 52,1,
HB1086,2023-RS,2023,2023-01-20,"Referred to House Health and Human Services, Passed H.J. 70",2,
HB1086,2023-RS,2023,2023-02-09,Scheduled for hearing,3,
HB1086,2023-RS,2023,2023-02-09,"House Health and Human Services  Motion to amend, Passed Amendment 1086A",4,
HB1086,2023-RS,2023,2023-02-09,"House Health and Human Services  Deferred to the 41st legislative day, Passed, YEAS 7, NAYS 6.",5,
HB1087,2023-RS,2023,2023-01-18,First read in House and referred to House Commerce and Energy H.J. 52,1,
HB1087,2023-RS,2023,2023-01-20,Scheduled for hearing,2,
HB1087,2023-RS,2023,2023-01-23,Scheduled for hearing,3,
HB1087,2023-RS,2023,2023-01-23,"House Commerce and Energy  Motion to amend, Passed Amendment 1087A",4,
HB1087,2023-RS,2023,2023-01-23,"House Commerce and Energy  Do Pass Amended, Passed, YEAS 12, NAYS 1.",5,
HB1087,2023-RS,2023,2023-01-25,"House of Representatives  Deferred to another day, Passed H.J. 101",6,
HB1087,2023-RS,2023,2023-01-30,"House of Representatives  Deferred to another day, Passed H.J. 169",7,
HB1087,2023-RS,2023,2023-02-03,"House of Representatives  Tabled, Passed, YEAS 66, NAYS 0. H.J. 224",8,
HB1088,2023-RS,2023,2023-01-18,First read in House and referred to House Commerce and Energy H.J. 52,1,
HB1088,2023-RS,2023,2023-01-23,Scheduled for hearing,2,
HB1088,2023-RS,2023,2023-01-23,"House Commerce and Energy  Motion to amend, Passed Amendment 1088A",3,
HB1088,2023-RS,2023,2023-01-23,"House Commerce and Energy  Do Pass Amended, Passed, YEAS 13, NAYS 0.",4,
HB1088,2023-RS,2023,2023-01-23,"Certified uncontested, placed on consent",5,
HB1088,2023-RS,2023,2023-01-25,"House of Representatives  Do Pass Amended, Passed, YEAS 69, NAYS 0. H.J. 105",6,
HB1088,2023-RS,2023,2023-01-26,First read in Senate and referred to Senate Commerce and Energy S.J. 127,7,
HB1088,2023-RS,2023,2023-02-02,Scheduled for hearing,8,
HB1088,2023-RS,2023,2023-02-02,"Senate Commerce and Energy  Do Pass, Passed, YEAS 9, NAYS 0.",9,
HB1088,2023-RS,2023,2023-02-02,"Certified uncontested, placed on consent",10,
HB1088,2023-RS,2023,2023-02-03,"Senate  Do Pass Amended, Passed, YEAS 34, NAYS 0. S.J. 192",11,
HB1088,2023-RS,2023,2023-02-07,Signed by the Speaker H.J. 251,12,
HB1088,2023-RS,2023,2023-02-15,Signed by the President S.J. 278,13,
HB1088,2023-RS,2023,2023-02-16,"Delivered to the Governor on Thursday, February 16, 2023  H.J. 312",14,
HB1088,2023-RS,2023,2023-02-24,"Signed by the Governor on Wednesday, February 22, 2023  H.J. 370",15,
HB1089,2023-RS,2023,2023-01-19,First read in House and referred to House State Affairs H.J. 59,1,
HB1089,2023-RS,2023,2023-02-06,Scheduled for hearing,2,
HB1089,2023-RS,2023,2023-02-06,"House State Affairs  Deferred to the 41st legislative day, Passed, YEAS 9, NAYS 3.",3,
HB1090,2023-RS,2023,2023-01-19,First read in House and referred to House Agriculture and Natural Resources H.J. 60,1,
HB1090,2023-RS,2023,2023-01-24,Scheduled for hearing,2,
HB1090,2023-RS,2023,2023-01-24,"House Agriculture and Natural Resources  Motion to amend, Passed Amendment 1090A",3,
HB1090,2023-RS,2023,2023-01-24,"House Agriculture and Natural Resources  Do Pass Amended, Passed, YEAS 12, NAYS 0.",4,
HB1090,2023-RS,2023,2023-01-26,"House of Representatives  Do Pass Amended, Passed, YEAS 61, NAYS 9. H.J. 165",5,
HB1090,2023-RS,2023,2023-01-30,First read in Senate and referred to Senate Judiciary S.J. 137,6,
HB1090,2023-RS,2023,2023-02-07,Scheduled for hearing,7,
HB1090,2023-RS,2023,2023-02-16,Scheduled for hearing,8,
HB1090,2023-RS,2023,2023-02-16,"Senate Judiciary  Do Pass, Passed, YEAS 4, NAYS 1.",9,
HB1090,2023-RS,2023,2023-02-21,"Senate  Deferred to another day, Passed S.J. 301",10,
HB1090,2023-RS,2023,2023-02-22,"Senate  Deferred to another day, Passed S.J. 316",11,
HB1090,2023-RS,2023,2023-02-23,"Senate  Deferred to another day, Passed S.J. 332",12,
HB1090,2023-RS,2023,2023-02-24,"Senate  Motion to amend, Passed S.J. 339  Amendment 1090D",13,
HB1090,2023-RS,2023,2023-02-24,"Senate  Do Pass Amended, Passed, YEAS 25, NAYS 8. S.J. 339",14,
HB1090,2023-RS,2023,2023-02-28,"House of Representatives  Concurred in amendments, Passed, YEAS 63, NAYS 7. H.J. 399",15,
HB1090,2023-RS,2023,2023-03-01,Signed by the Speaker H.J. 446,16,
HB1090,2023-RS,2023,2023-03-06,Signed by the President S.J. 430,17,
HB1090,2023-RS,2023,2023-03-07,"Delivered to the Governor on Tuesday, March 07, 2023  H.J. 497",18,
HB1090,2023-RS,2023,2023-03-27,"Signed by the Governor on Wednesday, March 15, 2023  H.J. 544",19,
HB1091,2023-RS,2023,2023-01-19,First read in House and referred to House Commerce and Energy H.J. 60,1,
HB1091,2023-RS,2023,2023-01-25,Scheduled for hearing,2,
HB1091,2023-RS,2023,2023-01-25,"House Commerce and Energy  Motion to amend, Passed Amendment 1091A",3,
HB1091,2023-RS,2023,2023-01-25,"House Commerce and Energy  Do Pass Amended, Passed, YEAS 12, NAYS 0.",4,
HB1091,2023-RS,2023,2023-01-25,"Certified uncontested, placed on consent",5,
HB1091,2023-RS,2023,2023-01-30,Remove from Consent Calendar H.J. 171,6,
HB1091,2023-RS,2023,2023-01-31,"House of Representatives  Do Pass Amended, Passed, YEAS 62, NAYS 6. H.J. 181",7,
HB1091,2023-RS,2023,2023-02-01,First read in Senate and referred to Senate Commerce and Energy S.J. 163,8,
HB1091,2023-RS,2023,2023-02-07,Scheduled for hearing,9,
HB1091,2023-RS,2023,2023-02-07,"Senate Commerce and Energy  Do Pass, Passed, YEAS 9, NAYS 0.",10,
HB1091,2023-RS,2023,2023-02-08,"Senate  Do Pass Amended, Passed, YEAS 33, NAYS 2. S.J. 230",11,
HB1091,2023-RS,2023,2023-02-13,Signed by the Speaker H.J. 287,12,
HB1091,2023-RS,2023,2023-02-15,Signed by the President S.J. 278,13,
HB1091,2023-RS,2023,2023-02-16,"Delivered to the Governor on Thursday, February 16, 2023  H.J. 312",14,
HB1091,2023-RS,2023,2023-02-24,"Signed by the Governor on Wednesday, February 22, 2023  H.J. 370",15,
HB1092,2023-RS,2023,2023-01-19,First read in House and referred to House State Affairs H.J. 59,1,
HB1092,2023-RS,2023,2023-02-13,Scheduled for hearing,2,
HB1092,2023-RS,2023,2023-02-13,"House State Affairs  Deferred to the 41st legislative day, Passed, YEAS 7, NAYS 5.",3,
HB1093,2023-RS,2023,2023-01-19,First read in House and referred to House Committee on Appropriations H.J. 60,1,
HB1093,2023-RS,2023,2023-02-15,Scheduled for hearing,2,
HB1093,2023-RS,2023,2023-02-15,"House Committee on Appropriations  Do Pass, Passed, YEAS 8, NAYS 0.",3,
HB1093,2023-RS,2023,2023-02-16,"House of Representatives  Do Pass, Passed, YEAS 58, NAYS 12. H.J. 316",4,
HB1093,2023-RS,2023,2023-02-21,First read in Senate and referred to Senate Committee on Appropriations S.J. 301,5,
HB1093,2023-RS,2023,2023-03-01,Scheduled for hearing,6,
HB1093,2023-RS,2023,2023-03-01,"Senate Committee on Appropriations  Do Pass, Passed, YEAS 8, NAYS 0.",7,
HB1093,2023-RS,2023,2023-03-02,"Senate  Deferred to another day, Passed S.J. 410",8,
HB1093,2023-RS,2023,2023-03-06,"Senate  Tabled, Passed, YEAS 35, NAYS 0. S.J. 432",9,
HB1094,2023-RS,2023,2023-01-19,First read in House and referred to House Committee on Appropriations H.J. 60,1,
HB1094,2023-RS,2023,2023-02-15,Scheduled for hearing,2,
HB1094,2023-RS,2023,2023-02-15,"House Committee on Appropriations  Do Pass, Passed, YEAS 8, NAYS 0.",3,
HB1094,2023-RS,2023,2023-02-16,"House of Representatives  Do Pass, Passed, YEAS 57, NAYS 13. H.J. 317",4,
HB1094,2023-RS,2023,2023-02-21,First read in Senate and referred to Senate Committee on Appropriations S.J. 301,5,
HB1094,2023-RS,2023,2023-03-01,Scheduled for hearing,6,
HB1094,2023-RS,2023,2023-03-01,"Senate Committee on Appropriations  Do Pass, Passed, YEAS 8, NAYS 0.",7,
HB1094,2023-RS,2023,2023-03-02,"Senate  Deferred to another day, Passed S.J. 410",8,
HB1094,2023-RS,2023,2023-03-06,"Senate  Motion to amend, Passed, YEAS 18, NAYS 17. S.J. 432  Amendment 1094C",9,
HB1094,2023-RS,2023,2023-03-06,"Senate  Do Pass Amended, Passed, YEAS 18, NAYS 17. S.J. 437",10,
HB1094,2023-RS,2023,2023-03-07,"House of Representatives  Failed to concur, no committee appointed, Passed, YEAS 55, NAYS 14. H.J. 494",11,
HB1095,2023-RS,2023,2023-01-19,First read in House and referred to House Taxation H.J. 60,1,
HB1095,2023-RS,2023,2023-02-09,Scheduled for hearing,2,
HB1095,2023-RS,2023,2023-02-09,"Referred to House Committee on Appropriations, Passed, YEAS 11, NAYS 0.",3,
HB1095,2023-RS,2023,2023-02-15,Scheduled for hearing,4,
HB1095,2023-RS,2023,2023-02-15,"House Committee on Appropriations  Deferred to the 41st legislative day, Passed, YEAS 8, NAYS 1.",5,
HB1096,2023-RS,2023,2023-01-19,First read in House and referred to House Taxation H.J. 60,1,
HB1096,2023-RS,2023,2023-02-09,Scheduled for hearing,2,
HB1096,2023-RS,2023,2023-02-09,"House Taxation  Tabled, Passed, YEAS 10, NAYS 1.",3,
HB1097,2023-RS,2023,2023-01-19,First read in House and referred to House Judiciary H.J. 60,1,
HB1097,2023-RS,2023,2023-01-25,Scheduled for hearing,2,
HB1097,2023-RS,2023,2023-01-25,"House Judiciary  Tabled, Passed, YEAS 13, NAYS 0.",3,
HB1098,2023-RS,2023,2023-01-20,First read in House and referred to House Local Government H.J. 71,1,
HB1098,2023-RS,2023,2023-02-02,Scheduled for hearing,2,
HB1098,2023-RS,2023,2023-02-02,"House Local Government  Do Pass, Passed, YEAS 10, NAYS 2.",3,
HB1098,2023-RS,2023,2023-02-03,"House of Representatives  Deferred to another day, Passed H.J. 223",4,
HB1098,2023-RS,2023,2023-02-06,"House of Representatives  Do Pass, Failed, YEAS 35, NAYS 33. H.J. 235",5,
HB1098,2023-RS,2023,2023-02-06,Intent to reconsider H.J. 235,6,
HB1098,2023-RS,2023,2023-02-07,"House of Representatives  Reconsidered, Passed, YEAS 46, NAYS 22. H.J. 246",7,
HB1098,2023-RS,2023,2023-02-07,"Placed on calendar, Passed H.J. 246",8,
HB1098,2023-RS,2023,2023-02-07,"House of Representatives  Do Pass, Passed, YEAS 40, NAYS 28. H.J. 249",9,
HB1098,2023-RS,2023,2023-02-08,First read in Senate and referred to Senate Judiciary S.J. 226,10,
HB1098,2023-RS,2023,2023-03-02,Scheduled for hearing,11,
HB1098,2023-RS,2023,2023-03-02,"Senate Judiciary  Deferred to the 41st legislative day, Passed, YEAS 5, NAYS 2.",12,
HB1099,2023-RS,2023,2023-01-20,First read in House and referred to House State Affairs H.J. 71,1,
HB1099,2023-RS,2023,2023-01-31,"Referred to House Local Government, Passed H.J. 179",2,
HB1099,2023-RS,2023,2023-02-07,Scheduled for hearing,3,
HB1099,2023-RS,2023,2023-02-07,"House Local Government  Motion to amend, Passed Amendment 1099A",4,
HB1099,2023-RS,2023,2023-02-07,"House Local Government  Deferred to the 41st legislative day, Passed, YEAS 9, NAYS 4.",5,
HB1100,2023-RS,2023,2023-01-20,First read in House and referred to House Agriculture and Natural Resources H.J. 71,1,
HB1100,2023-RS,2023,2023-01-26,Scheduled for hearing,2,
HB1100,2023-RS,2023,2023-02-02,Scheduled for hearing,3,
HB1100,2023-RS,2023,2023-02-02,"House Agriculture and Natural Resources  Motion to amend, Passed Amendment 1100C",4,
HB1100,2023-RS,2023,2023-02-02,"House Agriculture and Natural Resources  Deferred to the 41st legislative day, Passed, YEAS 11, NAYS 1.",5,
HB1100,2023-RS,2023,2023-02-09,"House Agriculture and Natural Resources  Reconsidered, Failed, YEAS 5, NAYS 8.",6,
HB1101,2023-RS,2023,2023-01-20,First read in House and referred to House Commerce and Energy H.J. 71,1,
HB1101,2023-RS,2023,2023-01-25,Scheduled for hearing,2,
HB1101,2023-RS,2023,2023-01-25,"House Commerce and Energy  Do Pass, Passed, YEAS 12, NAYS 0.",3,
HB1101,2023-RS,2023,2023-01-26,"House of Representatives  Deferred to another day, Passed H.J. 165",4,
HB1101,2023-RS,2023,2023-01-30,"House of Representatives  Do Pass, Passed, YEAS 66, NAYS 0. H.J. 172",5,
HB1101,2023-RS,2023,2023-01-31,First read in Senate and referred to Senate Commerce and Energy S.J. 149,6,
HB1101,2023-RS,2023,2023-02-09,Scheduled for hearing,7,
HB1101,2023-RS,2023,2023-02-09,"Senate Commerce and Energy  Do Pass, Passed, YEAS 8, NAYS 0.",8,
HB1101,2023-RS,2023,2023-02-09,"Certified uncontested, placed on consent",9,
HB1101,2023-RS,2023,2023-02-13,Remove from Consent Calendar S.J. 247,10,
HB1101,2023-RS,2023,2023-02-14,"Senate  Do Pass, Passed, YEAS 34, NAYS 1. S.J. 263",11,
HB1101,2023-RS,2023,2023-02-15,Signed by the Speaker H.J. 310,12,
HB1101,2023-RS,2023,2023-02-16,Signed by the President S.J. 293,13,
HB1101,2023-RS,2023,2023-02-21,"Delivered to the Governor on Friday, February 17, 2023  H.J. 330",14,
HB1101,2023-RS,2023,2023-02-24,"Signed by the Governor on Wednesday, February 22, 2023  H.J. 370",15,
HB1102,2023-RS,2023,2023-01-23,First read in House and referred to House Health and Human Services H.J. 81,1,
HB1102,2023-RS,2023,2023-01-25,Withdrawn at the Request of the Prime Sponsor H.J. 102,2,
HB1103,2023-RS,2023,2023-01-23,First read in House and referred to House Transportation H.J. 82,1,
HB1103,2023-RS,2023,2023-01-26,Scheduled for hearing,2,
HB1103,2023-RS,2023,2023-01-31,Scheduled for hearing,3,
HB1103,2023-RS,2023,2023-01-31,"House Transportation  Motion to amend, Passed Amendment 1103B",4,
HB1103,2023-RS,2023,2023-01-31,"House Transportation  Do Pass, Failed, YEAS 5, NAYS 6.",5,
HB1103,2023-RS,2023,2023-01-31,"House Transportation  Deferred to the 41st legislative day, Passed, YEAS 8, NAYS 3.",6,
HB1104,2023-RS,2023,2023-01-23,First read in House and referred to House State Affairs H.J. 81,1,
HB1104,2023-RS,2023,2023-02-03,Scheduled for hearing,2,
HB1104,2023-RS,2023,2023-02-03,"House State Affairs  Motion to amend, Passed Amendment 1104A",3,
HB1104,2023-RS,2023,2023-02-03,"House State Affairs  Deferred to the 41st legislative day, Passed, YEAS 11, NAYS 0.",4,
HB1105,2023-RS,2023,2023-01-23,First read in House and referred to House State Affairs H.J. 81,1,
HB1105,2023-RS,2023,2023-01-30,Scheduled for hearing,2,
HB1105,2023-RS,2023,2023-02-03,Scheduled for hearing,3,
HB1105,2023-RS,2023,2023-02-15,Scheduled for hearing,4,
HB1105,2023-RS,2023,2023-02-15,"House State Affairs  Deferred to the 41st legislative day, Passed, YEAS 10, NAYS 2.",5,
HB1106,2023-RS,2023,2023-01-23,First read in House and referred to House Local Government H.J. 81,1,
HB1106,2023-RS,2023,2023-01-31,Scheduled for hearing,2,
HB1106,2023-RS,2023,2023-01-31,"House Local Government  Deferred to another day, Passed, YEAS 11, NAYS 0.",3,
HB1106,2023-RS,2023,2023-02-02,Scheduled for hearing,4,
HB1106,2023-RS,2023,2023-02-02,"House Local Government  Motion to amend, Passed Amendment 1106B",5,
HB1106,2023-RS,2023,2023-02-02,"House Local Government  Do Pass Amended, Passed, YEAS 12, NAYS 0.",6,
HB1106,2023-RS,2023,2023-02-06,"House of Representatives  Do Pass Amended, Passed, YEAS 56, NAYS 12. H.J. 236",7,
HB1106,2023-RS,2023,2023-02-07,First read in Senate and referred to Senate State Affairs S.J. 214,8,
HB1106,2023-RS,2023,2023-02-24,Scheduled for hearing,9,
HB1106,2023-RS,2023,2023-02-24,"Senate State Affairs  Motion to amend, Passed Amendment 1106D",10,
HB1106,2023-RS,2023,2023-03-01,Scheduled for hearing,11,
HB1106,2023-RS,2023,2023-03-01,"Senate State Affairs  Motion to amend, Passed Amendment 1106E",12,
HB1106,2023-RS,2023,2023-03-01,"Senate State Affairs  Do Pass Amended, Passed, YEAS 9, NAYS 0.",13,
HB1106,2023-RS,2023,2023-03-06,"Senate  Do Pass Amended, Passed, YEAS 33, NAYS 2. S.J. 426",14,
HB1106,2023-RS,2023,2023-03-07,"House of Representatives  Failed to concur, no committee appointed, Passed, YEAS 68, NAYS 2. H.J. 499",15,
HB1107,2023-RS,2023,2023-01-23,First read in House and referred to House Transportation H.J. 82,1,
HB1107,2023-RS,2023,2023-01-26,Scheduled for hearing,2,
HB1107,2023-RS,2023,2023-01-31,Scheduled for hearing,3,
HB1107,2023-RS,2023,2023-01-31,"House Transportation  Motion to amend, Passed Amendment 1107A",4,
HB1107,2023-RS,2023,2023-02-02,Scheduled for hearing,5,
HB1107,2023-RS,2023,2023-02-02,"House Transportation  Deferred to the 41st legislative day, Passed, YEAS 7, NAYS 6.",6,
HB1108,2023-RS,2023,2023-01-23,First read in House and referred to House Local Government H.J. 81,1,
HB1108,2023-RS,2023,2023-01-31,Scheduled for hearing,2,
HB1108,2023-RS,2023,2023-01-31,"House Local Government  Motion to amend, Passed Amendment 1108A",3,
HB1108,2023-RS,2023,2023-01-31,"House Local Government  Do Pass Amended, Passed, YEAS 10, NAYS 0.",4,
HB1108,2023-RS,2023,2023-01-31,"Certified uncontested, placed on consent",5,
HB1108,2023-RS,2023,2023-02-02,"House of Representatives  Do Pass Amended, Passed, YEAS 70, NAYS 0. H.J. 213",6,
HB1108,2023-RS,2023,2023-02-03,First read in Senate and referred to Senate Commerce and Energy S.J. 192,7,
HB1108,2023-RS,2023,2023-02-14,Scheduled for hearing,8,
HB1108,2023-RS,2023,2023-02-23,Scheduled for hearing,9,
HB1108,2023-RS,2023,2023-02-23,"Senate Commerce and Energy  Motion to amend, Passed, YEAS 8, NAYS 0. Amendment 1108B",10,
HB1108,2023-RS,2023,2023-02-23,"Senate Commerce and Energy  Do Pass Amended, Passed, YEAS 8, NAYS 0.",11,
HB1108,2023-RS,2023,2023-02-23,"Certified uncontested, placed on consent",12,
HB1108,2023-RS,2023,2023-02-27,"Senate  Do Pass Amended, Passed, YEAS 34, NAYS 0. S.J. 348",13,
HB1108,2023-RS,2023,2023-03-01,"House of Representatives  Concurred in amendments, Passed, YEAS 68, NAYS 0. H.J. 428",14,
HB1108,2023-RS,2023,2023-03-06,Signed by the Speaker H.J. 489,15,
HB1108,2023-RS,2023,2023-03-07,Signed by the President S.J. 447,16,
HB1108,2023-RS,2023,2023-03-08,"Delivered to the Governor on Tuesday, March 07, 2023  H.J. 509",17,
HB1108,2023-RS,2023,2023-03-27,"Signed by the Governor on Thursday, March 23, 2023  H.J. 545",18,
HB1109,2023-RS,2023,2023-01-23,First read in House and referred to House Taxation H.J. 82,1,
HB1109,2023-RS,2023,2023-01-31,Scheduled for hearing,2,
HB1109,2023-RS,2023,2023-01-31,"House Taxation  Do Pass, Passed, YEAS 7, NAYS 5.",3,
HB1109,2023-RS,2023,2023-02-01,"House of Representatives  Do Pass, Passed, YEAS 45, NAYS 23. H.J. 200",4,
HB1109,2023-RS,2023,2023-02-02,First read in Senate and referred to Senate Commerce and Energy S.J. 178,5,
HB1109,2023-RS,2023,2023-02-21,Scheduled for hearing,6,
HB1109,2023-RS,2023,2023-02-21,"Senate Commerce and Energy  Do Pass, Passed, YEAS 6, NAYS 3.",7,
HB1109,2023-RS,2023,2023-02-22,"Senate  Deferred to another day, Passed S.J. 316",8,
HB1109,2023-RS,2023,2023-02-23,"Senate  Do Pass, Passed, YEAS 19, NAYS 16. S.J. 331",9,
HB1109,2023-RS,2023,2023-02-24,Signed by the Speaker H.J. 374,10,
HB1109,2023-RS,2023,2023-02-27,Signed by the President S.J. 361,11,
HB1109,2023-RS,2023,2023-03-01,"Delivered to the Governor on Tuesday, February 28, 2023  H.J. 420",12,
HB1109,2023-RS,2023,2023-03-02,Vetoed by the Governor  H.J. 459,13,
HB1109,2023-RS,2023,2023-03-07,"Veto override, Failed, YEAS 41, NAYS 29. H.J. 500",14,
HB1109,2023-RS,2023,2023-03-08,Delivered veto sustained to the Secretary of State H.J. 512,15,
HB1110,2023-RS,2023,2023-01-23,First read in House and referred to House Judiciary H.J. 81,1,
HB1110,2023-RS,2023,2023-01-26,Withdrawn at the Request of the Prime Sponsor H.J. 157,2,
HB1111,2023-RS,2023,2023-01-23,First read in House and referred to House State Affairs H.J. 81,1,
HB1111,2023-RS,2023,2023-01-30,Scheduled for hearing,2,
HB1111,2023-RS,2023,2023-01-30,"House State Affairs  Do Pass, Passed, YEAS 8, NAYS 5.",3,
HB1111,2023-RS,2023,2023-01-31,"House of Representatives  Do Pass, Failed, YEAS 31, NAYS 37. H.J. 183",4,
HB1112,2023-RS,2023,2023-01-23,First read in House and referred to House State Affairs H.J. 81,1,
HB1112,2023-RS,2023,2023-01-30,Scheduled for hearing,2,
HB1112,2023-RS,2023,2023-01-30,"House State Affairs  Motion to amend, Passed Amendment 1112A",3,
HB1112,2023-RS,2023,2023-01-30,"House State Affairs  Motion to amend, Passed Amendment 1112D",4,
HB1112,2023-RS,2023,2023-01-30,"House State Affairs  Do Pass Amended, Passed, YEAS 13, NAYS 0.",5,
HB1112,2023-RS,2023,2023-02-01,"House of Representatives  Motion to amend, Passed, YEAS 63, NAYS 5. H.J. 199  Amendment 1112E",6,
HB1112,2023-RS,2023,2023-02-01,"House of Representatives  Do Pass Amended, Passed, YEAS 68, NAYS 0. H.J. 199",7,
HB1112,2023-RS,2023,2023-02-02,First read in Senate and referred to Senate State Affairs S.J. 178,8,
HB1112,2023-RS,2023,2023-02-22,Scheduled for hearing,9,
HB1112,2023-RS,2023,2023-02-22,"Senate State Affairs  Do Pass, Passed, YEAS 9, NAYS 0.",10,
HB1112,2023-RS,2023,2023-02-23,"Senate  Do Pass Amended, Passed, YEAS 35, NAYS 0. S.J. 330",11,
HB1112,2023-RS,2023,2023-02-24,Signed by the Speaker H.J. 374,12,
HB1112,2023-RS,2023,2023-02-27,Signed by the President S.J. 361,13,
HB1112,2023-RS,2023,2023-03-01,"Delivered to the Governor on Tuesday, February 28, 2023  H.J. 420",14,
HB1112,2023-RS,2023,2023-03-07,"Signed by the Governor on Monday, March 06, 2023  H.J. 497",15,
HB1113,2023-RS,2023,2023-01-24,Withdrawn at the Request of the Prime Sponsor H.J. 96,1,
HB1114,2023-RS,2023,2023-01-24,First read in House and referred to House State Affairs H.J. 96,1,
HB1114,2023-RS,2023,2023-01-30,Scheduled for hearing,2,
HB1114,2023-RS,2023,2023-01-30,"House State Affairs  Do Pass, Passed, YEAS 12, NAYS 1.",3,
