Date,State,Bill No,Title,Action
"June 15, 2023",ME,LD 1435,Authorizes Legal Protections for Sex Workers,"Bill Passed
                           - Senate
                      

                      
                          (24 - 11)"
"June 15, 2023",ME,LD 1001,Amends the Maine Human Rights Act Regarding Right-to-sue Letters,"Bill Passed
                           - House
                      

                      
                          (88 - 54)"
"June 14, 2023",ME,LD 1286,Establishes the Blue Economy Task Force,"""Ought to Pass"" Report Adopted
                           - House
                      

                      
                          (80 - 65)"
"June 14, 2023",ME,LD 1718,Increases Support for Maines Essential Workers by Increasing Higher Education Program Funding,"""Ought to Pass"" Report Adopted
                           - Senate
                      

                      
                          (22 - 13)"
"June 14, 2023",ME,LD 52,Authorizes Certain Employees to Carry Firearms on School Property,"""Ought Not to Pass"" Report Adopted
                           - Senate
                      

                      
                          (22 - 13)"
"June 13, 2023",ME,LD 86,Amends the State Flag Designation to Reestablish the Former Flag,"Concurrence Vote Passed
                           - House
                      

                      
                          (72 - 70)"
"June 13, 2023",ME,LD 279,Prohibits Public Entities from Discriminating Against Individuals,"""Ought to Pass"" Report Adopted
                           - House
                      

                      
                          (77 - 64)"
"June 13, 2023",ME,LD 1286,Establishes the Blue Economy Task Force,"""Ought to Pass"" Report Adopted
                           - Senate
                      

                      
                          (24 - 9)"
"June 13, 2023",ME,LD 52,Authorizes Certain Employees to Carry Firearms on School Property,"""Ought Not to Pass"" Report Adopted
                           - House
                      

                      
                          (76 - 67)"
"June 7, 2023",ME,LD 1423,Increase the Limits on Awards for Compensatory and Punitive Damages Under the Maine Human Rights Act,"Bill Passed
                           - Senate
                      

                      
                          (20 - 13)"
"June 6, 2023",ME,LD 903,Establishes Parity in Tipping Laws for Restaurant Workers,"Bill Passed
                           - Senate
                      

                      
                          (25 - 10)"
"June 6, 2023",ME,LD 1703,Expands the Equal Pay Act to Include Race,"""Ought to Pass"" Report Adopted
                           - House
                      

                      
                          (112 - 20)"
"May 30, 2023",ME,LD 1435,Authorizes Legal Protections for Sex Workers,"Bill Passed
                           - House
                      

                      
                          (86 - 57)"
"May 16, 2023",ME,LD 1389,Establishes a Mobile Learning Lab,"Bill Passed
                           - Senate
                      

                      
                          (21 - 11)"
"May 11, 2023",ME,LD 53,Repeals Intentional Torts from Workers Compensation Exemptions,"Bill Passed
                           - Senate
                      

                      
                          (21 - 10)"
"May 9, 2023",ME,LD 53,Repeals Intentional Torts from Workers Compensation Exemptions,"Bill Passed
                           - House
                      

                      
                          (82 - 60)"
"March 23, 2023",ME,LD 5,Increases Maximum Income Threshold to Qualify for the Higher Opportunity for Pathways to Employment Program,"Bill Passed
                           - Senate
                      

                      
                          (20 - 9)"
"March 21, 2023",ME,LD 5,Increases Maximum Income Threshold to Qualify for the Higher Opportunity for Pathways to Employment Program,"Bill Passed
                           - House
                      

                      
                          (81 - 58)"
"March 9, 2023",ME,LD 632,Alleges Support for the People of Ukraine on the One Year Anniversary of Russia's Invasion of Ukraine,"Joint Resolution Passed
                           - Senate
                      

                      
                          (27 - 4)"
"March 7, 2023",ME,LD 632,Alleges Support for the People of Ukraine on the One Year Anniversary of Russia's Invasion of Ukraine,"Joint Resolution Passed
                           - House
                      

                      
                          (87 - 54)"
"Feb. 16, 2023",ME,LD 206,Appropriates Funds for the 2023 Fiscal Year State Budget,"Bill Passed
                           - House
                      

                      
                          (113 - 21)"
"Jan. 4, 2023",ME,LD 3,Appropriates Funds for Winter Energy Relief,"Concurrence Vote Passed
                           - House
                      

                      
                          (114 - 29)"
