Date,State,Bill No,Title,Action
"July 25, 2023",ME,LD 1610,Prohibits Campaign Spending by Foreign Governments and Establishes an Anticorruption Amendment in the State Consti ...,"Veto Override Failed
                           - House
                      

                      
                          (73 - 50)"
"July 25, 2023",ME,LD 86,Amends the State Flag Designation to Reestablish the Former Flag,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (20 - 7)"
"July 25, 2023",ME,LD 165,Increases the Governor's salary,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (25 - 1)"
"July 25, 2023",ME,LD 279,Prohibits Public Entities from Discriminating Against Individuals,"""Ought to Pass"" Report Adopted
                           - Senate
                      

                      
                          (22 - 13)"
"July 25, 2023",ME,LD 1155,Increases Legislative Salary Pay,"Bill Passed
                           - Senate
                      

                      
                          (17 - 10)"
"July 25, 2023",ME,LD 1898,Requires that Teacher who help Prevent Dangerous Behavior are Protected under collective bargaining,"Bill Passed
                           - Senate
                      

                      
                          (19 - 8)"
"July 25, 2023",ME,LD 1895,Establishes Rules Regarding Procurement of Energy from Offshore Wind Resources,"Bill Passed
                           - Senate
                      

                      
                          (19 - 8)"
"July 25, 2023",ME,LD 582,Expands Penalties for Possession of Firearms by Prohibited Persons,"Bill Passed
                           - Senate
                      

                      
                          (21 - 5)"
"July 25, 2023",ME,LD 1653,Amends the State Constitution to Allow for Individuals Under Guardianship for Mental Illness to Be Electors,"Bill Passed
                           - House
                      

                      
                          (84 - 12)"
"July 6, 2023",ME,LD 1756,Expands Employee's Freedom of Association and Speech in the Workplace,(76 - 52)
"July 6, 2023",ME,LD 535,Authorizes Gender Affirming Care for Minors,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (19 - 12)"
"July 6, 2023",ME,LD 1756,Expands Employee's Freedom of Association and Speech in the Workplace,"""Ought to Pass as Amended"" Report Adopted
                           - Senate
                      

                      
                          (22 - 9)"
"July 6, 2023",ME,LD 1986,Establishes the Net Energy Billing and Distributed Solar and Energy Storage Systems,"Concurrence Vote Passed
                           - House
                      

                      
                          (77 - 52)"
"July 6, 2023",ME,LD 1619,Amends and Updates State Abortion and Reproductive Privacy Laws,"Bill Passed
                           - Senate
                      

                      
                          (20 - 11)"
"July 6, 2023",ME,LD 1436,Establishes Remedies for Survivors of Commercial Sexual Exploitation,"Bill Passed
                           - Senate
                      

                      
                          (25 - 7)"
"July 6, 2023",ME,LD 258,Appropriates Funding for the Fiscal Year 2023-2025 State Budget,"Bill Passed
                           - Senate
                      

                      
                          (22 - 9)"
"July 6, 2023",ME,LD 258,Appropriates Funding for the Fiscal Year 2023-2025 State Budget,"Bill Passed
                           - House
                      

                      
                          (80 - 58)"
"June 27, 2023",ME,LD 535,Authorizes Gender Affirming Care for Minors,"Concurrence Vote Passed
                           - House
                      

                      
                          (71 - 65)"
"June 27, 2023",ME,LD 1436,Establishes Remedies for Survivors of Commercial Sexual Exploitation,"Bill Passed
                           - House
                      

                      
                          (99 - 43)"
"June 27, 2023",ME,LD 1619,Amends and Updates State Abortion and Reproductive Privacy Laws,"Bill Passed
                           - House
                      

                      
                          (74 - 72)"
"June 23, 2023",ME,LD 1610,Prohibits Campaign Spending by Foreign Governments and Establishes an Anticorruption Amendment in the State Consti ...,"Bill Passed
                           - Senate
                      

                      
                          (19 - 13)"
"June 23, 2023",ME,LD 1964,Establishes the Maine Paid Family and Medical Leave Program,"Bill Passed
                           - House
                      

                      
                          (74 - 52)"
"June 23, 2023",ME,LD 1895,Establishes Rules Regarding Procurement of Energy from Offshore Wind Resources,"Bill Passed
                           - House
                      

                      
                          (59 - 40)"
"June 22, 2023",ME,LD 263,Increases Access to State Family Planning Services,"""Ought to Pass"" Report Adopted
                           - Senate
                      

                      
                          (21 - 12)"
"June 22, 2023",ME,LD 1986,Establishes the Net Energy Billing and Distributed Solar and Energy Storage Systems,"""Ought to Pass"" Report Adopted
                           - Senate
                      

                      
                          (20 - 13)"
"June 22, 2023",ME,LD 1119,Classifies Assault on a Medical Professional as a Felony,"Bill Passed
                           - House
                      

                      
                          (105 - 38)"
"June 21, 2023",ME,LD 616,Authorizes Legal Protections for Abortion and Reproductive Healthcare Providers,"""Ought to Pass"" Report Adopted
                           - Senate
                      

                      
                          (23 - 11)"
"June 21, 2023",ME,LD 1343,Prohibits Local Regulations on Abortion Services,"""Ought to Pass"" Report Adopted
                           - Senate
                      

                      
                          (28 - 6)"
"June 21, 2023",ME,LD 935,Repeals Barriers to Abortion Coverage in Private Insurance,"""Ought to Pass"" Report Adopted
                           - Senate
                      

                      
                          (22 - 12)"
"June 21, 2023",ME,LD 263,Increases Access to State Family Planning Services,"""Ought to Pass"" Report Adopted
                           - House
                      

                      
                          (71 - 65)"
"June 21, 2023",ME,LD 1215,Prohibits Flavored Tobacco,"""Ought to Pass"" Report Adopted
                           - Senate
                      

                      
                          (18 - 16)"
"June 21, 2023",ME,LD 1964,Establishes the Maine Paid Family and Medical Leave Program,"Bill Passed
                           - Senate
                      

                      
                          (22 - 12)"
"June 21, 2023",ME,LD 1783,Requires the Implementation of Reccomendations of the Governor's Advisory Council on Military Sexual Trauma,"Bill Passed
                           - Senate
                      

                      
                          (31 - 3)"
"June 20, 2023",ME,LD 1343,Prohibits Local Regulations on Abortion Services,"""Ought to Pass"" Report Adopted
                           - House
                      

                      
                          (82 - 63)"
"June 20, 2023",ME,LD 616,Authorizes Legal Protections for Abortion and Reproductive Healthcare Providers,"""Ought to Pass"" Report Adopted
                           - House
                      

                      
                          (79 - 66)"
"June 20, 2023",ME,LD 995,Increases Access to a Second Opinion for Health Care Services or Treatment,"""Ought to Pass"" Report Adopted
                           - House
                      

                      
                          (134 - 11)"
"June 20, 2023",ME,LD 935,Repeals Barriers to Abortion Coverage in Private Insurance,"""Ought to Pass"" Report Adopted
                           - House
                      

                      
                          (75 - 67)"
