bill_id,term,session,title,long_title,subjects,commem
HB0470,2023_2024,135,Requires Department of Education audits of assessment spending,To enact section 3301.0732 of the Revised Code to require the Department of Education to conduct an annual audit regarding state assessments.,Education; Education : Primary and Secondary Education,0
HB0471,2023_2024,135,Regards protests against primary election candidates,To amend sections 3513.041 and 3513.05 and to enact section 3513.053 of the Revised Code to allow an elector who is not a member of a political party to protest a person's candidacy for that party's nomination on certain grounds.,Elections,0
HB0472,2023_2024,135,"Regards voter registration, voting, and voting systems","To amend sections 111.26, 111.44, 3501.01, 3501.05, 3501.11, 3501.17, 3501.22, 3501.30, 3503.01, 3503.07, 3503.09, 3503.10, 3503.11, 3503.13, 3503.14, 3503.15, 3503.151, 3503.153, 3503.16, 3503.19, 3503.20, 3503.21, 3503.24, 3503.26, 3503.28, 3503.29, 3503.33, 3505.18, 3505.181, 3505.182, 3505.183, 3505.19, 3505.20, 3506.01, 3506.03, 3506.04, 3506.05, 3506.06, 3506.07, 3506.08, 3506.09, 3506.10, 3506.15, 3506.23, 3509.02, 3509.03, 3509.04, 3509.05, 3509.06, 3509.07, 3509.08, 3509.09, 3511.02, 3511.04, 3511.05, 3511.09, 3511.11, 3513.18, 3513.19, 3599.12, and 4507.53; to amend, for the purpose of adopting a new section number as indicated in parentheses, section 3503.153 (3503.155); to enact new sections 3503.152 and 3503.153 and sections 3503.154, 3503.201, 3503.231, 3506.022, 3506.051, 3506.052, 3506.053, 3506.054, 3506.101, and 3506.141; and to repeal sections 3503.111, 3503.152, 3503.18, 3505.22, 3506.021, 3506.24, 3511.12, 3511.13, and 3513.20 of the Revised Code to make changes to the Election Law related to voter registration, voting, and the certification of voting systems.",Elections,0
HB0473,2023_2024,135,Requires security cameras at highway rest stops,To amend section 5501.03 of the Revised Code to require ODOT to install and maintain security camera systems at rest stops and to require the director of transportation to consult with the director of public safety and the attorney general regarding such installation.,"Crimes, Corrections, and Law Enforcement : Law Enforcement; Public Safety; Transportation; Transportation : Motor Vehicles",0
HB0474,2023_2024,135,Enacts the Health Care Sharing Ministries Freedom to Share Act,To amend sections 1716.01 and 5747.01 and to enact sections 1716.22 and 3333.96 of the Revised Code to enact the Health Care Sharing Ministries Freedom to Share Act.,Commerce : Insurance; Health and Human Services : Public Health,0
HB0475,2023_2024,135,Regards state and local funding of abortion providers,"To amend sections 5747.50, 5747.502, 5747.51, and 5747.53 and to enact sections 9.042, 305.44, 701.11, 3701.651, 5747.504, and 5747.505 of the Revised Code to prohibit state funds from being given to any entity that supports, promotes, or provides abortions, to require counties and municipal corporations to report abortion-related spending, and to withhold and reallocate to pregnancy resource centers state local government funds from a county or municipal corporation that engages in such spending.",Finance and Appropriations; Health and Human Services; Health and Human Services : Health Care; State and Local Government : Local Government,0
HB0476,2023_2024,135,Creates a Regulatory Relief Office in the Department of Commerce,"To enact sections 1357.01, 1357.02, 1357.04, 1357.05, 1357.06, 1357.07, 1357.08, 1357.09, 1357.10, 1357.11, 1357.12, and 1357.13 of the Revised Code to create a regulatory relief office within the Department of Commerce and establish a universal regulatory sandbox program under which the office may temporarily waive certain state laws and regulations and allow businesses to demonstrate innovative products and services.",Commerce; State and Local Government; State and Local Government : State Government,0
HB0477,2023_2024,135,Modifies the Aeronautics Law,"To amend sections 4561.01 and 4561.11 of the Revised Code to incorporate seaplane bases, heliports, vertiports, and spaceports into the Aeronautics Law.",State and Local Government; Transportation; Transportation : Air and Rail Transport,0
HB0478,2023_2024,135,Regards unauthorized occupants of residential property,To amend section 2909.07 and to enact sections 1923.16 and 2913.53 of the Revised Code to provide for the expedited removal of unauthorized occupants of residential property and to prohibit the use and sale of fraudulent deeds.,"Courts and Civil Law : Courts; Crimes, Corrections, and Law Enforcement : Crime and Punishment; Housing and Real Property; Housing and Real Property : Real Estate Transactions",0
HB0479,2023_2024,135,Designate Ohio Stillbirth Prevention Day,"To enact section 5.2471 of the Revised Code to designate September 19 as ""Ohio Stillbirth Prevention Day.""",Special Designations; Special Designations : Observances,1
HB0480,2023_2024,135,Regards unauthorized occupants of residential property,"To amend section 2909.07 and to enact sections 1923.16 and 2913.53 of the Revised Code to provide for the expedited removal of unauthorized occupants of residential property, to prohibit the use and sale of fraudulent deeds, and to declare an emergency.","Courts and Civil Law : Courts; Crimes, Corrections, and Law Enforcement : Crime and Punishment; Housing and Real Property",0
HB0481,2023_2024,135,Regards use and taxation of bullion or specie,"To amend sections 135.01, 135.31, and 5747.01 and to enact section 113.07 of the Revised Code to require the Treasurer of State to accept bullion or specie as payment for any debt and to exempt the capital gain on the sale or exchange of bullion or specie from state and school district income taxes.",Commerce : Financial Institutions; Taxation,0
HB0482,2023_2024,135,Designate Patrolman James P. Gardner Memorial Highway,"To enact section 5534.426 of the Revised Code to designate a portion of U.S. Route 62 in the city of Alliance as the ""Patrolman James P. Gardner Memorial Highway.""","Special Designations; Special Designations : Memorial Highways and Bridges; Transportation; Transportation : Highways, Roads, and Bridges",1
HB0483,2023_2024,135,"Create ""Save a Warrior"" license plate","To amend section 4501.21 and to enact section 4503.536 of the Revised Code to create the ""Save a Warrior"" license plate.",Transportation : Motor Vehicles; Transportation : Vehicle Registration and Titling,0
HB0484,2023_2024,135,Establish child care grant programs,"To establish certain child care grant programs, including those related to child care capacity and learning labs, and to make an appropriation.",Health and Human Services : Child Care,0
HB0485,2023_2024,135,"Regards school internet safety policy, effects of social media","To amend sections 3313.60, 3314.03, 3326.11, and 3328.24 and to enact sections 3313.6030 and 3313.6031 of the Revised Code regarding a school internet safety policy and instruction on the effects of social media in public schools and to amend the version of section 3314.03 of the Revised Code that is scheduled to take effect on January 1, 2025, to continue the changes on and after that date.",Education; Education : Primary and Secondary Education,0
HB0486,2023_2024,135,Enact Aisha's Law,"To amend sections 109.744, 109.803, 2903.01, 2919.27, 2929.12, 2929.22, 2935.03, 2935.032, 2937.23, and 3113.31; to amend, for the purpose of adopting a new section number as indicated in parentheses, section 2935.033 (2935.034); and to enact new section 2935.033 and section 2919.261 of the Revised Code to make changes to civil and criminal law regarding domestic violence, to address State Highway Patrol arrest authority, to name the act Aisha's Law, and to make an appropriation.","Courts and Civil Law; Courts and Civil Law : Courts; Crimes, Corrections, and Law Enforcement : Crime and Punishment; Juvenile and Family Law : Domestic Relations; State and Local Government : Local Government; State and Local Government : State Government",0
HB0487,2023_2024,135,Designate TSgt. Grover Lee Swearingen Memorial Highway,"To enact section 5534.835 of the Revised Code to designate a portion of State Route 41 in Adams County as the ""TSgt. Grover Lee Swearingen Memorial Highway.""","Military and Veterans; Special Designations; Special Designations : Memorial Highways and Bridges; Transportation; Transportation : Highways, Roads, and Bridges",1
HB0488,2023_2024,135,Adopt the Midwest Interstate Passenger Rail Compact,To enact sections 4981.36 and 4981.361 of the Revised Code to adopt the Midwest Interstate Passenger Rail Compact.,Transportation; Transportation : Air and Rail Transport,0
HB0489,2023_2024,135,Prohibit selling personal data re: payment of parking fees,To enact section 4521.11 of the Revised Code to prohibit parking fee collection services from selling personal data relating to transactions for payment of parking fees.,"Commerce : Consumer Finance; Crimes, Corrections, and Law Enforcement : Crime and Punishment; Commerce; State and Local Government : State Government",0
HB0490,2023_2024,135,Designate Road Traffic Victims Day of Remembrance,"To enact section 5.56 of the Revised Code to designate the third Sunday in November as ""Road Traffic Victims Day of Remembrance.""","Special Designations; Transportation; Transportation : Highways, Roads, and Bridges",1
HB0491,2023_2024,135,Require entities to provide info for Govt Expenditure Database,"To amend sections 113.70, 113.71, 113.72, 113.73, 113.75, 113.76, and 5501.521; to enact new section 113.77; and to repeal section 113.77 of the Revised Code to require a political subdivision or state retirement system to provide information on expenditures to the Treasurer of State for inclusion in the Ohio State and Local Government Expenditure Database.",Commerce : Financial Institutions; State and Local Government : Local Government; State and Local Government : State Government,0
HB0492,2023_2024,135,Create deferred retirement plan for PERS law enforcement officers,"To amend sections 145.22, 145.23, 145.35, 145.46, 145.561, and 742.63 and to enact sections 145.71, 145.72, 145.721, 145.722, 145.73, 145.74, 145.75, 145.751, 145.76, and 145.77 of the Revised Code to establish a deferred retirement option plan for law enforcement officers in the Public Employees Retirement System.","Crimes, Corrections, and Law Enforcement : Law Enforcement; Employment; Retirement; State and Local Government : Public Officials and Employees",0
HB0493,2023_2024,135,Designate Lance Corporal Gerald Subler Memorial Highway,"To enact section 5534.813 of the Revised Code to designate a portion of State Route 185 in Darke County the ""Lance Corporal Gerald Subler Memorial Highway.""",Special Designations; Special Designations : Memorial Highways and Bridges; Transportation,1
HB0494,2023_2024,135,Designate SSgt Gene F. Morrison Memorial Bridge,"To enact section 5534.616 of the Revised Code to designate a bridge spanning Indian Creek in Darke County as the ""SSgt Gene F. Morrison Memorial Bridge.""",Special Designations; Special Designations : Memorial Highways and Bridges; Transportation,1
HB0495,2023_2024,135,Generally prohibit the sale of cosmetics tested on animals,"To amend sections 3715.01, 3715.025, 3715.99, and 3717.01 and to enact section 3715.522 of the Revised Code to prohibit the sale of cosmetics tested on animals except under certain specified circumstances.",Agriculture; Commerce,0
HB0496,2023_2024,135,Revise the law governing property taxes and county auditors,"To amend sections 133.18, 306.32, 306.322, 319.05, 319.54, 321.24, 321.26, 323.156, 505.37, 505.48, 505.481, 511.28, 513.18, 755.181, 1545.21, 3311.50, 3318.01, 3318.061, 3318.45, 3381.03, 4503.06, 4503.066, 4503.068, 4503.0611, 4582.024, 4582.26, 5705.01, 5705.03, 5705.195, 5705.21, 5705.212, 5705.213, 5705.215, 5705.25, 5705.251, 5705.261, 5713.083, 5715.19, 5715.22, 5723.05, 5723.06, 5723.10, 5748.01, 5748.02, 5748.03, and 5748.04 of the Revised Code to revise the law governing property taxes and county auditors.",Housing and Real Property; State and Local Government : Local Government; Taxation,0
HB0497,2023_2024,135,Make various changes regarding county law,"To amend sections 135.33, 153.31, 153.35, 153.36, 153.37, 153.38, 153.39, 153.44, 307.12, 307.87, 307.88, 309.09, 325.15, 2151.271, 2335.061, and 5540.03 and to enact section 307.901 of the Revised Code to make various changes regarding county law and to amend the version of section 153.39 of the Revised Code that is scheduled to take effect January 1, 2025, to continue the change on and after that date.",State and Local Government : Local Government,0
HB0498,2023_2024,135,Remove criminal offense related to donating blood with AIDS virus,To repeal section 2927.13 of the Revised Code to remove the criminal offense related to donating blood when the donor is a carrier of the virus that causes AIDS.,"Crimes, Corrections, and Law Enforcement : Crime and Punishment; Health and Human Services : Health Care; Health and Human Services : Public Health",0
HB0499,2023_2024,135,Create grants for housing near megaprojects; revise property law,"To amend sections 319.302 and 3735.67 and to enact sections 175.41, 175.42, and 175.43 of the Revised Code to create grant programs for housing developments near megaprojects and for townships and municipalities that adopt pro-housing policies, to modify the community reinvestment area law relating to residential property, and to limit the 10% nonbusiness property tax credit.",Economic Development; Housing and Real Property; State and Local Government; State and Local Government : Local Government; Taxation,0
HB0500,2023_2024,135,Prohibit unauthorized displays of symbols on bridges or highways,"To amend sections 2911.211, 2917.12, 2923.04, 2927.12, 4511.16, 4511.17, and 5589.99 and to enact sections 2911.212 and 5589.34 of the Revised Code to prohibit unauthorized displays of symbols on bridges or highways and unauthorized projections of images onto buildings and to expand the offenses of aggravated trespass and ethnic intimidation.","Courts and Civil Law; Crimes, Corrections, and Law Enforcement; Crimes, Corrections, and Law Enforcement : Crime and Punishment; Public Safety; Transportation; Transportation : Air and Rail Transport; Transportation : Highways, Roads, and Bridges; Transportation : Motor Vehicles",0
HB0501,2023_2024,135,Create Study Committee on Small Business Retirement Options,To create the Joint Legislative Study Committee on Small Business Retirement Options to study and report on private sector retirement plans and state-facilitated retirement savings options to improve access to retirement programs.,General Assembly; Retirement,0
HB0502,2023_2024,135,Protect assisted reproduction care,"To enact sections 2305.2312, 3732.01, 3732.02, 3732.03, 3732.04, 3732.05, 3732.06, 3732.08, 3732.09, 3732.11, 3732.13, and 3732.14 of the Revised Code to protect assisted reproduction care.","Courts and Civil Law; Crimes, Corrections, and Law Enforcement; Health and Human Services : Health Care",0
HB0503,2023_2024,135,"Prohibit activities re: garbage-fed swine, feral swine, wild boar","To amend sections 901.43, 942.01, 942.02, 943.23, 943.26, 1531.01, 1533.01, 1533.731, 1533.99, and 4745.01; to amend, for the purpose of adopting a new section number as indicated in parentheses, section 942.13 (942.05); to enact new sections 942.03 and 942.04 and sections 1533.75 and 1533.751; and to repeal sections 942.03, 942.04, 942.05, 942.06, 942.07, 942.10, 942.11, 942.12, and 942.99 of the Revised Code to prohibit certain activities regarding garbage-fed swine, feral swine, and wild boar.",Agriculture; Agriculture : Animals; Environment and Natural Resources,0
HB0504,2023_2024,135,Enact Hayden's Law regarding alcohol server training,To amend section 4399.18 and to enact section 4399.19 of the Revised Code to require alcohol server training and to provide immunity from civil liability to those who successfully complete and implement the training and to name this act Hayden's Law.,Commerce; Liquor Control; Liquor Control : Liquor Permits and Quotas; Public Safety,0
HB0505,2023_2024,135,Enact the Community Pharmacy Protection Act,"To amend sections 3902.50, 5164.753, and 5167.243 and to enact sections 3902.75, 3902.76, 3959.151, 3959.21, 5167.127, and 5167.128 of the Revised Code regarding insurer and Medicaid program accreditation requirements for pharmacies, to impose drug cost reporting and payment requirements on pharmacy benefit managers, and to name this act the Community Pharmacy Protection Act.",Commerce : Insurance; Health and Human Services : Medicaid; Health and Human Services : Public Health,0
HB0506,2023_2024,135,Regards school policies on overdose reversal drugs,"To enact sections 3313.7118, 3313.7119, 3314.148, 3326.62, and 3328.40 of the Revised Code regarding school policies on the administration of overdose reversal drugs.",Education; Education : Primary and Secondary Education; Health and Human Services : Substance Abuse & Addiction,0
HB0507,2023_2024,135,Regards political subdivisions and specified cybersecurity,To amend section 1354.01 of the Revised Code to extend legal safe harbor to political subdivisions that implement a specified cybersecurity program.,Commerce; Environment and Natural Resources : Conservancy and Other Districts; Public Safety; State and Local Government; State and Local Government : Local Government,0
HB0508,2023_2024,135,Enact the Super Bowl Entourage Expense Act,To enact section 107.72 of the Revised Code to create a public records exception for certain documents related to the Governor and to name this act the Super Bowl Entourage Expense Act.,State and Local Government : Public Records; State and Local Government : State Government,0,"Enacting Super Bowl Encourage act
HB0509,2023_2024,135,Apply prescription drug rebates to cost-sharing requirements,To enact section 3902.63 of the Revised Code to apply prescription drug rebates to cost-sharing requirements.,Commerce : Insurance,0
HB0510,2023_2024,135,Designate Army Lt. Col. Robert R. Melnick Memorial Highway,"To enact section 5534.648 of the Revised Code to designate a portion of State Route 11 in Mahoning County as the ""Army Lt. Col. Robert R. Melnick Memorial Highway.""",Special Designations; Special Designations : Memorial Highways and Bridges; Transportation,1
HB0511,2023_2024,135,Amend the residential landlord and tenant law,"To amend sections 5321.02, 5321.04, 5321.07, and 5321.18 of the Revised Code to amend the law regarding residential landlords and tenants.",Housing and Real Property : Landlords and Tenants,0
HB0512,2023_2024,135,"Regards child emergency placement facilities, treatment solutions",To enact sections 121.377 and 5101.91 of the Revised Code to create a streamlined licensure process for emergency placement facilities for children and to require the Ohio Family and Children First Cabinet Council to work with stakeholders to develop treatment and placement solutions for children with developmental or intellectual challenges and high acuity behaviors.,Health and Human Services : Mental Health and Disabilities; Juvenile and Family Law; Juvenile and Family Law : Child Welfare,0
HB0513,2023_2024,135,"Revise criminal and disciplinary provisions relating to HIV, AIDS","To amend sections 307.93, 341.14, 341.19, 341.21, 341.23, 341.34, 753.02, 753.04, 753.16, 753.21, 2151.358, 2152.82, 2152.83, 2152.84, 2152.851, 2301.57, 2903.11, 2907.24, 2907.241, 2907.25, 2907.27, 2907.28, 2921.38, 2923.125, 2923.128, 2923.1213, 2929.13, 2929.14, 2941.1425, 2950.04, 2950.041, 2950.07, 2950.10, 2950.11, 2950.13, , 2953.31, 2953.34, 3701.24, 3701.241, 3701.242, 3701.243, 3701.244, 3701.245, 3701.246, 3701.247, 3701.249, 3901.45, 3901.46, 4730.25, 4731.22, 4759.07, 4760.13, 4761.09, 4762.13, 4774.13, 4778.14, 5120.16, and 5120.163; to enact sections 2927.31, 2927.32, 2927.33, 2950.152, and 2953.41; and to repeal section 2927.13 of the Revised Code to modify definitions and criminal and professional disciplinary provisions relating to HIV or AIDS and to amend the versions of sections 2950.11 and 2950.13 of the Revised Code that are scheduled to take effect on January 1, 2025, to continue the change on and after that date.","Crimes, Corrections, and Law Enforcement; Crimes, Corrections, and Law Enforcement : Crime and Punishment; Crimes, Corrections, and Law Enforcement : Sex Offenses; Health and Human Services; Health and Human Services : Health Care; Health and Human Services : Public Health; Occupational Licensing and Regulation",0
HB0514,2023_2024,135,Require names submitted by the BMV be included on the jury list,To amend section 2313.06 of the Revised Code to require names submitted by the Bureau of Motor Vehicles to be included on the annual jury source list.,"Courts and Civil Law : Courts; Crimes, Corrections, and Law Enforcement : Crime and Punishment; Transportation : Motor Vehicles",0
HB0515,2023_2024,135,Create the Norton Music Boosters license plate,"To amend section 4501.21 and to enact section 4503.965 of the Revised Code to create the ""Norton Music Boosters"" license plate.",Public Safety; Special Designations; Transportation : Motor Vehicles; Transportation : Vehicle Registration and Titling; Education : Higher Education,1
HB0516,2023_2024,135,Require annual transfer of funds to education licensure fund,To amend section 3319.51 of the Revised Code to annually require the Director of Budget and Management to transfer funds to the State Board of Education licensure fund.,Education; Education : Primary and Secondary Education; Finance and Appropriations,0
HB0517,2023_2024,135,Allow military to participate in homeownership savings program,To amend section 135.71 of the Revised Code to make active duty members of the uniformed services eligible to participate in the homeownership savings linked deposit program.,Military and Veterans,0
HB0518,2023_2024,135,Enact the School Bus Safety Act,"To amend sections 4503.10, 4503.102, 4503.12, 4511.75, 4511.751, and 4511.76; to amend, for the purpose of adopting a new section number as indicated in parentheses, section 4511.751 (4511.752); and to enact new section 4511.751 and sections 5.501, 4511.753, 4511.754, 4511.755, 4511.756, and 4511.757 of the Revised Code to authorize a civil penalty system related to drivers who illegally pass a school bus but cannot be identified, to designate the month of October as ""School Bus Safety Awareness Month,"" and to designate this act as the School Bus Safety Act.",Courts and Civil Law; Courts and Civil Law : Civil Law; Education; Public Safety; Transportation; Transportation : Drivers' Licenses; Transportation : Motor Vehicles; Transportation : Traffic Offenses,0
HB0519,2023_2024,135,Restore the Clean Ohio Fund and provide for its administration,"To amend section 151.40 and to enact sections 122.65, 122.651, 122.652, 122.653, 122.654, 122.655, 122.656, 122.657, 122.658, and 122.659 of the Revised Code to restore the Clean Ohio Fund to be administered by the Department of Development and the Clean Ohio Council.",Employment : Workforce Development; Housing and Real Property; Liquor Control; State and Local Government : Local Government,0
HB0520,2023_2024,135,Allow sports or athletic activity to fulfill phys ed requirement,To amend section 3313.603 of the Revised Code to permit students to use club sports or other athletic activity to fulfill the high school physical education requirement.,Education; Education : Primary and Secondary Education,0
HB0521,2023_2024,135,Address minors working as performers in entertainment industry,"To amend sections 3331.01, 3331.12, 4109.01, 4109.03, 4109.05, 4109.06, and 4109.08 and to enact sections 4109.25, 4109.26, 4109.27, 4109.28, and 4109.29 of the Revised Code to address minors working as performers in the entertainment industry.",Commerce; Commerce : Consumer Finance; Courts and Civil Law; Education; Employment; Juvenile and Family Law : Child Welfare,0
HB0522,2023_2024,135,Enact the Repeat Offender Act,"To amend sections 109.57, 109.572, 109.578, 109.579, 2151.357, 2901.08, 2923.125, 2923.13, 2923.14, 2929.01, 2929.13, 2929.14, 2941.141, 2941.144, 2941.145, 2941.146, 2953.25, 2953.34, 2953.61, 4723.28, 4729.16, 4729.56, 4729.57, 4729.96, and 4752.09 and to enact sections 2941.1427, 2941.1428, and 2953.321 of the Revised Code to enact the Repeat Offender Act to create a repeat offender classification, to create certain specifications, to increase the penalties for certain firearm offenses and specifications, to broaden the scope of relief from firearms disability, and to allow automatic sealing for fourth and fifth degree felonies.","Crimes, Corrections, and Law Enforcement; Crimes, Corrections, and Law Enforcement : Crime and Punishment; Crimes, Corrections, and Law Enforcement : Firearms",0
HB0523,2023_2024,135,Regards info poster on benefits and services for veterans,To enact section 4113.13 of the Revised Code regarding the creation and display of a poster containing information on benefits and services for veterans.,Commerce; Employment; Military and Veterans,0
HB0524,2023_2024,135,Enact the Ohio Fairness Act,"To amend sections 4112.01 and 4112.05 of the Revised Code to enact the Ohio Fairness Act to prohibit discrimination on the basis of sexual orientation or gender identity or expression, to add mediation as an informal method that the Ohio Civil Rights Commission may use, and to uphold existing religious exemptions under Ohio's Civil Rights Law.",State and Local Government : State Government,0
HB0525,2023_2024,135,Regards assault when the victim is a school employee or volunteer,To amend section 2903.13 of the Revised Code regarding the penalty for assault when the victim is a school employee or volunteer.,"Crimes, Corrections, and Law Enforcement; Crimes, Corrections, and Law Enforcement : Law Enforcement; Education",0
HB0526,2023_2024,135,Regards pass-through of Ohio Works First support payments,"To amend sections 5107.05, 5107.10, and 5107.20 of the Revised Code regarding the pass-through of support payments under the Ohio Works First program.",Health and Human Services : Medicaid; Health and Human Services : Public Assistance; Juvenile and Family Law,0
HB0527,2023_2024,135,Create NASA Glenn Research Center license plate,"To enact section 4503.587 of the Revised Code to create the ""NASA Glenn Research Center"" license plate.",Public Safety; Special Designations; Transportation : Air and Rail Transport; Transportation : Motor Vehicles; Transportation : Vehicle Registration and Titling,1
HB0528,2023_2024,135,Increase criminal penalty for intimidating an election officer,To amend section 3599.24 of the Revised Code to increase the criminal penalty for intimidating an election officer.,"Courts and Civil Law : Courts; Crimes, Corrections, and Law Enforcement : Crime and Punishment; Elections",0
HB0529,2023_2024,135,Enact Atmosphere Protection Act,"To amend section 3704.99 and to enact sections 3704.21, 3704.22, and 3704.23 of the Revised Code to prohibit a person from engaging in solar radiation modification and to name the act the Atmosphere Protection Act.","Crimes, Corrections, and Law Enforcement : Crime and Punishment; Environment and Natural Resources",0
HB0530,2023_2024,135,Provide smoking ban exemption for cigar bars,To amend sections 3794.01 and 3794.03 of the Revised Code to provide an exemption from the smoking ban for cigar bars.,Commerce; Health and Human Services : Public Health,0
HB0531,2023_2024,135,Enact Braden's Law to prohibit sexual extortion,"To amend sections 2137.15, 2743.51, 2743.56, 2743.60, 2743.71, and 2905.11 and to enact section 2905.111 of the Revised Code to enact Braden's Law to prohibit sexual extortion and aggravated sexual extortion and to allow family of certain victims of aggravated sexual extortion to receive compensation from the crime victims compensation fund.","Courts and Civil Law : Civil Law; Courts and Civil Law : Courts; Crimes, Corrections, and Law Enforcement : Crime and Punishment; Crimes, Corrections, and Law Enforcement : Sex Offenses",0
HB0532,2023_2024,135,"Expand ""peace officer"" to include bailiffs and probation officers","To amend sections 2903.13 and 2935.01 of the Revised Code to expand the definition of ""peace officer"" to include bailiffs of a municipal court and probation officers, and to increase the penalty for assault when the victim is a bailiff, probation officer, or another court official or employee.","Courts and Civil Law : Courts; Crimes, Corrections, and Law Enforcement; Crimes, Corrections, and Law Enforcement : Crime and Punishment",0
HB0533,2023_2024,135,Create the Iota Phi Theta license plate,"To amend section 4501.21 and to enact section 4503.512 of the Revised Code to create the ""Iota Phi Theta"" license plate.",Special Designations; Transportation : Motor Vehicles; Transportation : Vehicle Registration and Titling,1
HB0534,2023_2024,135,Enact the Lead Line Replacement Act,"To amend sections 6109.01 and 6109.22 and to enact sections 504.201, 735.274, 735.291, 743.041, 6101.531, 6103.021, 6109.09, 6109.091, 6109.092, 6109.093, 6109.094, 6109.095, 6109.096, 6109.097, 6109.098, 6109.099, 6109.0910, 6115.531, and 6119.062 of the Revised Code to establish a program regarding lead service line replacement and to name this act the Lead Line Replacement Act.",Environment and Natural Resources; Environment and Natural Resources : Air and Water Pollution Control; Utilities  : Water Utilities,0,"enacting Lead replacement act
HB0535,2023_2024,135,Create an interim driver's license for pending visa applicants,To enact section 4507.064 of the Revised Code to create an interim limited term driver's license for pending visa applicants.,Immigration; Public Safety; Transportation : Drivers' Licenses,0
HB0536,2023_2024,135,Make seat belt and booster seat violations a primary offense,"To amend sections 307.515, 733.40, 2152.21, 4501.11, 4507.05, 4507.071, 4511.043, 4511.81, 4513.263, 4513.35, and 5503.04 and to enact sections 4510.312 and 4513.264 of the Revised Code to make failure to wear a seat belt and failure to properly secure a child in the appropriate booster seat or seat belt a primary offense, rather than a secondary offense, and to make other specified changes regarding those offenses.",Transportation; Transportation : Motor Vehicles; Transportation : Traffic Offenses; Transportation : Vehicle Equipment,0
HB0537,2023_2024,135,Prohibit advertising a price without all mandatory charges,"To enact section 1345.023 of the Revised Code to prohibit a supplier from advertising, displaying, or offering a price for a good or service that does not include all mandatory fees and charges.",Commerce,0
HB0538,2023_2024,135,Designate Lupus Awareness Month,"To enact section 5.56 of the Revised Code to designate May as ""Lupus Awareness Month.""",Special Designations; Special Designations : Observances,1
HB0539,2023_2024,135,Revise the law governing high volume dog breeders,"To amend sections 956.01, 956.031, and 956.10 of the Revised Code to revise the law governing high volume dog breeders.",Agriculture; Agriculture : Animals,0
HB0540,2023_2024,135,Enact the Consumer Protection Call Center Act,"To enact sections 4113.87, 4113.88, 4113.89, 4113.90, 4113.91, and 4113.92 of the Revised Code to enact the Consumer Protection Call Center Act regarding the eligibility of employers that relocate a call center to a foreign country to receive state grants, loans, and other benefits.",Commerce; Economic Development; Employment; Employment : Unemployment; State and Local Government : State Government; Taxation; Utilities  : Telecommunications,0
HB0541,2023_2024,135,Regards reporting of minor labor law violations and penalties,"To amend sections 4109.08, 4109.13, and 4109.99 of the Revised Code to require school employees to report certain minor labor law violations, to increase penalties for certain minor labor law violations, to create the Minor Labor Law Enforcement Fund, and to make an appropriation.",Education : Primary and Secondary Education; Employment,0
HB0542,2023_2024,135,Create the Blanchester Wildcats license plate,"To amend section 4501.21 and to enact section 4503.894 of the Revised Code to create the ""Blanchester Wildcats"" license plate.",Education; Education : Primary and Secondary Education; Public Safety; Special Designations; Transportation : Motor Vehicles; Transportation : Vehicle Registration and Titling,1
HB0543,2023_2024,135,"Regards property tax payments, sale of tax-foreclosed property","To amend sections 317.22, 319.20, 323.28, 323.74, 5713.18, 5721.19, and 5723.06 and to enact section 319.204 of the Revised Code to require payment of property taxes and assessments when a lot is split or transferred and to generally prohibit tax-delinquent property owners from purchasing tax-foreclosed property.",Courts and Civil Law; Housing and Real Property : Foreclosures; Housing and Real Property : Real Estate Transactions; Taxation,0
HB0544,2023_2024,135,"Prohibit unauthorized displays of symbols on bridges, buildings","To amend sections 2911.211, 2917.12, 2923.04, 2927.12, 4511.16, 4511.17, and 5589.99 and to enact sections 2911.212 and 5589.34 of the Revised Code to prohibit unauthorized displays of symbols on bridges or highways and unauthorized projections of images onto buildings and to expand the offenses of aggravated trespass and ethnic intimidation.","Courts and Civil Law; Crimes, Corrections, and Law Enforcement; Crimes, Corrections, and Law Enforcement : Crime and Punishment; Public Safety; Transportation; Transportation : Air and Rail Transport; Transportation : Highways, Roads, and Bridges; Transportation : Motor Vehicles",0
HB0545,2023_2024,135,Regulate the practice of midwives,"To amend sections 3701.351, 4723.01, 4723.02, 4723.03, 4723.06, 4723.07, 4723.08, 4723.271, 4723.28, 4723.282, 4723.33, 4723.34, 4723.341, 4723.35, 4723.41, 4723.43, 4723.431, 4723.432, 4723.481, 4723.483, 4723.487, 4723.488, 4723.4810, 4723.4811, 4723.50, 4723.91, 4723.99, 4731.22, and 4731.27 and to enact sections 4723.53, 4723.54, 4723.55, 4723.551, 4723.56, 4723.57, 4723.58, 4723.581, 4723.582, 4723.583, 4723.584, 4723.59, 4723.60, 4724.01, 4724.02, 4724.03, 4724.04, 4724.05, 4724.06, 4724.07, 4724.08, 4724.09, 4724.10, 4724.11, 4724.12, 4724.13, and 4724.99 of the Revised Code to regulate the practice of certified nurse-midwives, certified midwives, and licensed midwives.",Health and Human Services : Health Care; Occupational Licensing and Regulation,0
HB0546,2023_2024,135,Require Ohio election ballots to have an identifying watermark,"To amend sections 3505.28, 3506.01, and 3509.07 and to enact section 3506.022 of the Revised Code to require all ballots in Ohio elections to have an identifying watermark.",Elections,0
