bill_id,term,session,title,long_title,subjects,commem
HB0068,2023_2024,135,Enact Ohio Saving Adolescents from Experimentation (SAFE) Act,"To enact sections 3109.054, 3129.01, 3129.02, 3129.03, 3129.04, 3129.05, 3129.06, 3313.5319, and 3345.562 of the Revised Code to enact the Saving Ohio Adolescents from Experimentation (SAFE) Act regarding gender transition services for minors, and to enact the Save Women's Sports Act to require schools, state institutions of higher education, and private colleges to designate separate single-sex teams and sports for each sex.",Health and Human Services : Health Care; Health and Human Services : Mental Health and Disabilities; Occupational Licensing and Regulation,0
HB0069,2023_2024,135,Revise membership of county veterans service commissions,"To amend sections 5901.02 and 5901.03 of the Revised Code to require county veterans service commissions to include two members who served in the military after September 11, 2001, and to require one member of the commission to be appointed by the board of county commissioners.",Military and Veterans; State and Local Government,0
HB0070,2023_2024,135,Require schools adopt a policy regarding over-the-counter drugs,To amend section 3313.713 of the Revised Code to require schools to adopt a policy regarding the administration of over-the-counter drugs.,Education; Education : Primary and Secondary Education; Health and Human Services,0
HB0071,2023_2024,135,Establish Community Connectors Workforce Program,To enact section 3301.25 of the Revised Code to establish the Community Connectors Workforce Program and to make an appropriation.,Education; Education : Primary and Secondary Education; Employment : Workforce Development; Finance and Appropriations,0
HB0072,2023_2024,135,Designate Hindu Heritage Month,To enact section 5.54 of the Revised Code to designate October as Hindu Heritage Month.,Special Designations,1
HB0073,2023_2024,135,Enact Dave and Angie Patient and Health Provider Protection Act,"To enact section 3792.06 of the Revised Code to authorize the prescribing of off-label medications and if prescribed, to generally require their dispensing and to name this act the Dave and Angie Patient and Health Provider Protection Act.",Health and Human Services : Health Care; Occupational Licensing and Regulation,0,"deals with enacting a law for health providers
HB0074,2023_2024,135,Regards state information technology systems and shared services,"To amend sections 107.03, 125.18, and 126.506 and to enact sections 103.28, 126.41, and 126.42 of the Revised Code regarding the state's information technology systems and shared services.",State and Local Government; State and Local Government : State Government; Utilities  : Telecommunications,0
HB0075,2023_2024,135,Designate Caitlin Renee Preston Memorial Highway,"To enact section 5534.919 of the Revised Code to designate a portion of State Route 72 in Greene County as the ""Caitlin Renee Preston Memorial Highway.""",Special Designations; Special Designations : Memorial Highways and Bridges; Transportation,1
HB0076,2023_2024,135,Regards data storage and notifications issued by state agencies,"To amend sections 127.15, 173.03, 753.19, 1121.38, 1509.06, 1513.071, 1513.08, 1513.16, 1565.12, 1571.05, 1571.08, 1571.10, 1571.14, 1571.15, 1571.16, 1707.02, 1707.04, 1707.042, 1707.091, 1707.11, 1707.43, 1733.16, 2941.401, 3111.23, 3301.05, 3302.04, 3310.521, 3313.41, 3313.818, 3314.21, 3319.081, 3319.11, 3319.16, 3319.291, 3319.311, 3321.13, 3321.21, 3704.03, 3734.02, 3734.021, 3734.575, 3746.09, 3752.11, 3772.031, 3772.04, 3772.11, 3772.12, 3772.13, 3772.131, 3781.08, 3781.11, 3781.25, 3781.29, 3781.342, 3904.08, 3905.72, 3951.03, 4121.19, 4123.512, 4123.52, 4125.03, 4141.09, 4141.47, 4167.10, 4301.17, 4301.30, 4303.24, 4503.04, 4507.081, 4508.021, 4509.101, 4510.03, 4510.41, 4701.04, 4735.13, 4735.14, 4751.23, 4755.01, 5107.161, 5120.14, 5123.081, 5123.169, 5165.193, 5165.86, 5166.303, 5168.08, 5168.22, 5168.23, 5516.10, 5525.01, 5703.37, 5709.83, 5736.041, and 5751.40; to enact sections 1509.031 and 3745.019; and to repeal section 5123.195 of the Revised Code to modify the law governing data storage and notifications issued by state agencies, and to amend the version of section 3951.03 of the Revised Code scheduled to take effect on December 29, 2023, to continue the changes on and after that date.",Environment and Natural Resources; Environment and Natural Resources : Mining; Environment and Natural Resources : Oil and Gas; Liquor Control,0
HB0077,2023_2024,135,Regards the operation of unmanned aerial vehicles in Ohio,"To amend section 4561.15 and to enact sections 4561.50, 4561.51, 4561.52, and 4561.53 of the Revised Code to establish requirements and prohibitions governing the operation of unmanned aerial vehicles in Ohio.",Transportation; Transportation : Air and Rail Transport,0
HB0078,2023_2024,135,"Regards State Teachers Retirement Board elections, membership","To amend sections 3307.01, 3307.05, and 3309.01 of the Revised Code regarding State Teachers Retirement System Board member eligibility and system membership for student teachers who are employed as substitute teachers.",Elections; Retirement; State and Local Government : Public Officials and Employees,0
HB0079,2023_2024,135,Permit electric distribution utility establish certain portfolios,"To amend section 4928.02 and to enact sections 4928.6630, 4928.6631, 4928.6633, 4928.6634, 4928.6635, 4928.6636, 4928.6637, 4928.6639, 4928.6641, 4928.6642, 4928.6644, 4928.6645, 4928.6646, 4928.6647, 4928.6650, 4928.6653, 4928.6655, 4928.6657, 4928.6660, and 4928.6665 of the Revised Code to permit electric distribution utilities to establish energy efficiency and demand reduction portfolios.",Utilities; Utilities  : Electric Utilities,0
HB0080,2023_2024,135,Regards pharmacist care,To amend sections 4729.01 and 4729.45 and to enact section 4729.21 of the Revised Code regarding pharmacist care.,Health and Human Services : Health Care; Occupational Licensing and Regulation,0
HB0081,2023_2024,135,Designate Sheriff Dale R. Williams Memorial Highway,"To enact section 5534.452 of the Revised Code to designate a portion of State Route 39 in Carroll County as the ""Sheriff Dale R. Williams Memorial Highway.""","Special Designations; Special Designations : Memorial Highways and Bridges; Transportation; Transportation : Highways, Roads, and Bridges",1
HB0082,2023_2024,135,Require school athletic coaches complete mental health training,"To amend sections 3313.5310, 3314.03, 3319.303, 3326.11, and 3328.24 and to enact section 3313.5318 of the Revised Code to require school athletic coaches to complete mental health training and to revise the renewal requirements for pupil-activity program permits and to amend the version of section 3319.303 of the Revised Code that is scheduled to take effect on December 29, 2023, to continue the change on and after that date.",Education; Education : Primary and Secondary Education; Health and Human Services; Health and Human Services : Mental Health and Disabilities,0
HB0083,2023_2024,135,Remove criminal penalties for certain drug offenses,"To amend sections 2925.11, 2925.12, 2925.14, 2925.38, 2929.141, 2929.15, 2929.25, 2935.36, 2967.28, 3707.57, and 4510.17 and to repeal section 2925.141 of the Revised Code to remove criminal penalties for the use and possession of drug paraphernalia and drug abuse instruments.","Courts and Civil Law : Courts; Crimes, Corrections, and Law Enforcement : Crime and Punishment; Health and Human Services : Substance Abuse & Addiction",0
HB0084,2023_2024,135,Lower the minimum age for appointment as a police officer,To amend section 124.41 of the Revised Code to lower the minimum age for an original appointment as a police officer from twenty-one to eighteen years of age.,"Crimes, Corrections, and Law Enforcement; Crimes, Corrections, and Law Enforcement : Law Enforcement; Employment; Occupational Licensing and Regulation; Public Safety; State and Local Government; State and Local Government : Local Government; State and Local Government : Public Officials and Employees",0
HB0085,2023_2024,135,Expand methods by which land banks acquire delinquent property,To amend section 5721.191 and to enact sections 5722.032 and 5722.033 of the Revised Code to expand the methods by which land banks can acquire delinquent property.,Housing and Real Property; Taxation,0
HB0086,2023_2024,135,Revise the liquor control laws,"To amend sections 121.95, 121.951, 519.21, 928.01, 928.03, 2925.01, 3376.07, 3719.01, 3796.01, 3796.02, 3796.03, 3796.05, 3796.06, 3796.07, 3796.09, 3796.10, 3796.12, 3796.14, 3796.15, 3796.17, 3796.18, 3796.19, 3796.20, 3796.21, 3796.22, 3796.24, 3796.28, 3796.29, 3796.30, 4301.17, 4301.171, 4303.041, 4303.184, 4399.15, 4735.18, 5119.10, 5502.01, 5502.13, 5502.14, 5713.30, 5739.21, and 5739.99; to enact sections 109.44, 2953.321, 3796.04, 3796.062, 3796.221, 3796.32, 3796.33, 3796.99, 5119.81, 5119.82, 5119.83, 5120.81, 5739.27, 5739.271, and 5739.272; and to repeal sections 3780.01, 3780.02, 3780.03, 3780.04, 3780.05, 3780.06, 3780.07, 3780.08, 3780.09, 3780.10, 3780.11, 3780.12, 3780.13, 3780.14, 3780.15, 3780.16, 3780.17, 3780.18, 3780.19, 3780.20, 3780.21, 3780.22, 3780.23, 3780.24, 3780.25, 3780.26, 3780.27, 3780.28, 3780.29, 3780.30, 3780.31, 3780.32, 3780.33, 3780.34, 3780.35, 3780.36, 3780.90, 3780.99, and 3796.021 of the Revised Code to revise specified provisions of the liquor control, hemp, and adult-use marijuana laws and to levy taxes on marijuana.","Commerce; Crimes, Corrections, and Law Enforcement; Crimes, Corrections, and Law Enforcement : Crime and Punishment; Health and Human Services : Public Health; State and Local Government",0
HB0087,2023_2024,135,Prohibit government purchase of non-U.S. made U.S. or Ohio flag,To enact section 125.036 of the Revised Code to prohibit the state or a political subdivision from purchasing a United States or Ohio flag that was not made in the United States.,State and Local Government,0
HB0088,2023_2024,135,Designate Patrolman Sean VanDenberg Memorial Highway,"To enact section 5534.497 of the Revised Code to designate a portion of State Route 236 in Summit and Stark Counties as the ""Patrolman Sean VanDenberg Memorial Highway.""",Special Designations; Special Designations : Memorial Highways and Bridges; Transportation,1
HB0089,2023_2024,135,"Regards intimate examination of anesthetized, unconscious patient","To amend sections 4723.28, 4730.25, and 4731.22 and to enact sections 4723.93, 4730.57, and 4731.77 of the Revised Code regarding intimate examinations and anesthetized or unconscious patients.",Health and Human Services; Occupational Licensing and Regulation,0
HB0090,2023_2024,135,"Authorize property tax exemption for disabled veterans, spouses",To amend sections 323.152 and 4503.065 of the Revised Code to authorize a total property tax exemption for the homesteads of totally disabled veterans and their surviving spouses.,Housing and Real Property; Military and Veterans; Taxation,0
HB0091,2023_2024,135,Prohibit installing tracking device or app without consent,To amend section 2903.211 of the Revised Code to generally prohibit a person from knowingly installing a tracking device or application on another person's property without the other person's consent.,"Crimes, Corrections, and Law Enforcement",0
HB0092,2023_2024,135,Enact Save Ohio Safe Rx Act,"To enact section 4729.71 of the Revised Code to establish the Canadian Prescription Drug Importation Program, to name this act the Save Ohio Safe Rx Act, and to make an appropriation.",Health and Human Services : Health Care; State and Local Government : State Government,0
HB0093,2023_2024,135,Regards limits on recovery and lien imposition by municipalities,"To amend sections 321.261, 701.10, 729.49, 735.29, 743.04, and 743.06 and to enact sections 319.65, 701.101, 701.102, 701.103, 701.20, 701.21, 701.22, 701.23, 701.24, 701.25, 701.26, 701.30, 701.31, 701.32, 701.33, 701.35, 701.36, 701.37, 701.38, 701.39, 701.40, 729.491, 729.492, 729.493, 735.291, 735.292, 743.041, 743.042, 1901.187, and 1907.033 of the Revised Code regarding limitations on recovery and lien imposition by municipalities against property owners of non-owner-occupied properties for unpaid water, sewer, and disposal services rates and charges.",State and Local Government : Local Government; Utilities,0
HB0094,2023_2024,135,Regards transfer or purchase of certain retirement service credit,To amend section 145.295 of the Revised Code  regarding transfers or purchases of certain retirement service credit.,"Crimes, Corrections, and Law Enforcement : Law Enforcement; Retirement; State and Local Government : Public Officials and Employees",0
HB0095,2023_2024,135,Regards claims against agricultural commodity handlers,To amend section 926.18 of the Revised Code to revise the law governing claims against agricultural commodity handlers.,Agriculture; Commerce,0
HB0096,2023_2024,135,Increase the state minimum wage,"To amend sections 4111.02, 4111.05, 4111.09, and 4111.14 and to repeal section 4111.07 of the Revised Code to increase the state minimum wage.",Commerce; Employment,0
HB0097,2023_2024,135,License certified mental health assistants,"To amend sections 2305.234, 2305.51, 2925.01, 2925.02, 2925.03, 2925.11, 2925.12, 2925.14, 2925.23, 2925.36, 2925.55, 2925.56, 2929.42, 3701.048, 3701.74, 3709.161, 3715.50, 3715.501, 3715.502, 3715.503, 3715.872, 3719.06, 3719.064, 3719.121, 3719.13, 3719.81, 4729.01, 4729.51, 4729.553, 4731.051, 4731.07, 4731.071, 4731.22, 4731.224, 4731.24, 4731.25, 4731.251, 4734.99, 4743.09, 4755.48, 4755.623, 4765.51, 4769.01, 4776.01, 5123.47, 5164.95, and 5903.12 and to enact sections 4772.01, 4772.02, 4772.03, 4772.04, 4772.041, 4772.05, 4772.06, 4772.07, 4772.08, 4772.081, 4772.082, 4772.09, 4772.091, 4772.092, 4772.10, 4772.11, 4772.12, 4772.13, 4772.14, 4772.15, 4772.19, 4772.20, 4772.201, 4772.202, 4772.203, 4772.21, 4772.22, 4772.23, 4772.24, 4772.25, 4772.26, 4772.27, 4772.28, and 4772.99 of the Revised Code to license certified mental health assistants and to amend the version of section 4755.48 of the Revised Code that is scheduled to take effect December 29, 2023, to continue the change on and after that date.",Health and Human Services; Health and Human Services : Mental Health and Disabilities; Health and Human Services : Substance Abuse & Addiction; Occupational Licensing and Regulation,0
HB0098,2023_2024,135,Prohibit reduction of financial aid for private scholarship award,To enact section 3345.462 of the Revised Code to prohibit a state institution of higher education from reducing institutional financial aid as a result of private scholarship awards.,Education; Education : Higher Education,0
HB0099,2023_2024,135,Regards reducing benefits related to certain emergency services,"To amend sections 1753.28 and 3923.65 of the Revised Code to regulate the practice of reducing benefits related to emergency services if a condition is determined, after the fact, to not be an emergency.",Commerce : Insurance,0
HB0100,2023_2024,135,Enact the Chief Steven DiSario Act,"To amend sections 4781.40, 5301.072, 5311.191, and 5321.131 of the Revised Code to prohibit manufactured home park operators, condominium associations, neighborhood associations, and landlords from restricting the display of the thin blue line flag and to name this act the Chief Steven DiSario Act.",Commerce; Housing and Real Property,0
HB0101,2023_2024,135,Modify the law regarding village dissolution,"To amend sections 109.11, 109.111, 109.112, 118.27, 118.31, 122.85, 122.852, 128.54, 135.143, 135.45, 135.61, 135.63, 135.70, 135.71, 175.17, 317.18, 703.20, 703.201, 703.23, 731.14, 1545.07, 1724.07, 1901.34, 2950.11, 3301.077, 3307.01, 3309.01, 3310.41, 3313.608, 3313.7117, 3314.017, 3314.091, 3317.16, 3317.22, 3318.05, 3318.41, 3319.0812, 3319.22, 3319.233, 3319.60, 3319.611, 3319.612, 3322.24, 3323.02, 3333.048, 3333.049, 3345.60, 3365.08, 3505.30, 3505.33, 3505.35, 3701.0212, 4301.62, 4303.209, 4519.55, 4723.091, 4723.092, 4723.89, 4723.90, 4731.07, 5162.13, 5164.071, 5705.14, 5726.58, 5729.20, 5747.01, 5747.501, 5747.67, and 5747.85; to amend, for the purpose of adopting new section numbers as indicated in parentheses, sections 703.20 (703.33) and 703.201 (703.34); to enact sections 109.113, 317.115, 703.31, 703.32, 703.35, 703.36, 703.361, 703.362, 703.37, 703.371, 703.372, 703.373, 703.374, 703.375, 703.376, 703.377, 703.378, 703.379, 703.38, 703.39, and 3352.16; and to repeal sections 128.419, 703.21, and 3361.06 of the Revised Code; to present sections 3325.06, 3325.07, 3325.071, and 3325.09 of the Revised Code and to present the versions of sections 3301.58, 3325.06, 3325.07, and 5104.02 of the Revised Code that are scheduled to take effect January 1, 2025, without amendment to confirm the content of those sections; and to amend Sections 130.113, 259.10, 371.10, and 381.410 of H.B. 33 of the 135th General Assembly, Section 270.14 of H.B. 45 of the 134th General Assembly, and Section 5 of H.B. 554 of the 134th General Assembly, as subsequently amended, to make appropriations and to provide authorization and conditions for the operation of state programs, and to amend the versions of sections 2950.11, 3301.53, and 3301.55 of the Revised Code that are scheduled to take effect January 1, 2025, to continue the provisions of this act on and after that effective date.",State and Local Government : Local Government; Taxation; Courts and Civil Law; Courts and Civil Law : Courts; Education; Education : Early Childhood Education; Education : Primary and Secondary Education; Finance and Appropriations; State and Local Government,0
HB0102,2023_2024,135,License advanced practice respiratory therapists,"To amend sections 2305.234, 2925.01, 2925.23, 2925.55, 2925.56, 2929.42, 3701.048, 3701.74, 3715.872, 3719.121, 3719.13, 3719.81, 4729.01, 4729.51, 4731.22, 4731.25, 4743.09, 4755.48, 4761.01, 4761.03, 4761.032, 4761.06, 4761.061, 4761.07, 4761.09, 4761.13, 4761.14, 4761.17, 4761.30, 4761.99, 4765.51, 4769.01, 5123.47, 5164.95, and 5903.12; to amend, for the purpose of adopting a new section number as indicated in parentheses, section 4761.30 (4761.25); and to enact new section 4761.30 and sections 4761.033, 4761.20, 4761.21, 4761.301, 4761.31, 4761.32, 4761.33, 4761.34, 4761.35, 4761.36, 4761.37, 4761.38, 4761.381, 4761.39, 4761.40, 4761.41, 4761.43, 4761.44, 4761.45, and 4761.48 of the Revised Code to license advanced practice respiratory therapists.",Health and Human Services : Health Care; Occupational Licensing and Regulation,0
HB0103,2023_2024,135,Establish Ohio Social Studies Standards Task Force,To enact section 3301.0722 of the Revised Code to establish the Ohio Social Studies Standards Task Force to develop new social studies academic standards for use beginning with the 2024-2025 school year.,Education; Education : Primary and Secondary Education,0
HB0104,2023_2024,135,Regards surgical smoke,To enact sections 3702.3012 and 3727.25 of the Revised Code regarding surgical smoke.,Health and Human Services : Health Care,0
HB0105,2023_2024,135,Regards filing of municipal income tax returns,"To amend sections 718.05, 718.27, 718.85, and 718.89 of the Revised Code to modify the law regarding extensions for filing municipal income tax returns and to limit penalties for late filings.",Taxation,0
HB0106,2023_2024,135,Enact the Pay Stub Protection Act,To enact section 4113.14 of the Revised Code to enact the Pay Stub Protection Act requiring employers to provide earnings and deductions statements to each of the employer's employees.,Commerce; Employment,0
HB0107,2023_2024,135,Designate Cleveland Firefighter Johnny Tetrick Memorial Highway,"To enact section 5534.442 of the Revised Code to designate a portion of I-90 in Cleveland as the ""Cleveland Firefighter Johnny Tetrick Memorial Highway.""",Special Designations; Special Designations : Memorial Highways and Bridges; Transportation,1
HB0108,2023_2024,135,Enact Nonprofit Workforce Reinvestment Act,To amend sections 5739.12 and 5739.99 and to enact section 5739.28 of the Revised Code to enact the Nonprofit Workforce Reinvestment Act to allow certain tax-exempt retailers to retain a portion of state sales taxes to fund employment services.,Employment : Workforce Development; Taxation,0
HB0109,2023_2024,135,Revise the law governing newborn safety incubators,"To amend sections 2101.16, 2151.3515, 2151.3516, 2151.3517, 2151.3518, 2151.3528, 2151.3532, and 2151.3534; to amend, for the purpose of adopting a new section number as indicated in parentheses, section 2151.3534 (2151.3527); to enact section 2151.3533; and to repeal sections 2151.3529 and 2151.3535 of the Revised Code to revise the law governing newborn safety incubators.",Health and Human Services : Public Health; Juvenile and Family Law : Adoption; Juvenile and Family Law : Child Custody and Support; Juvenile and Family Law : Child Welfare,0
HB0110,2023_2024,135,Regards the sale of used catalytic converters,"To amend sections 2913.02, 2913.51, 4737.012, 4737.04, 4737.041, 4737.045, 4737.99, 4738.03, 4738.07, 4738.12, 4745.01, 4775.09, and 5703.21 and to enact sections 4737.046, 4737.20, 4737.21, 4737.22, 4737.23, 4737.24, 4737.25, and 4737.98 of the Revised Code regarding the sale of used catalytic converters, and to make an appropriation.","Commerce; Crimes, Corrections, and Law Enforcement; Occupational Licensing and Regulation",0
HB0111,2023_2024,135,Increase sentence range for third degree felony domestic violence,"To amend sections 2903.215, 2919.25, and 2929.14 of the Revised Code to increase the sentencing range for third degree felony domestic violence and to create a presumption in favor of a prison term for the offense.","Crimes, Corrections, and Law Enforcement; Crimes, Corrections, and Law Enforcement : Crime and Punishment",0
HB0112,2023_2024,135,Enact the Ohio Anti-Corruption Act,"To amend sections 3517.01, 3517.08, 3517.10, 3517.102, 3517.105, 3517.106, 3517.107, 3517.13, 3599.03, 3921.22, and 4503.03 of the Revised Code to modify the campaign finance law, and to name this act the Ohio Anti-Corruption Act.",Elections; Elections : Campaign Finance,0
HB0113,2023_2024,135,Designate Detrans Awareness Day,"To enact section 5.2539 of the Revised Code to designate March 12th as ""Detrans Awareness Day.""",Health and Human Services; Special Designations : Observances,1
HB0114,2023_2024,135,Allow candidate pay certain child care costs with campaign funds,"To amend sections 3517.01, 3517.10, 3517.12, 3517.13, 3517.155, and 3517.992 of the Revised Code to modify the Campaign Finance Law and to delay the deadline for a major political party to certify its presidential and vice presidential candidates to the Secretary of State for the 2024 general election.",Elections; Elections : Campaign Finance,0
HB0115,2023_2024,135,Enact Ohio Equal Pay Act,"To amend sections 4112.04 and 4117.08 and to enact sections 142.01, 142.02, 142.03, 142.04, 142.05, 142.06, 142.07, 142.08, 142.09, 142.10, 4113.12, 4113.43, 4117.141, 4145.01, 4145.02, 4145.03, 4145.04, 4145.05, 4145.06, 4145.07, 4145.08, and 4145.09 of the Revised Code to address wage disparities in public and private employment and to name this act the Ohio Equal Pay Act.",Commerce; Employment; Employment : Collective Bargaining; State and Local Government; State and Local Government : Public Officials and Employees; State and Local Government : State Government,0,"equal pay act enactment
HB0116,2023_2024,135,Regards deduction of bonus depreciation and expensing allowances,To amend sections 5733.40 and 5747.01 of the Revised Code to allow taxpayers to deduct in a single year the full bonus depreciation and enhanced expensing allowances the taxpayer deducts for federal income tax purposes.,Taxation,0
HB0117,2023_2024,135,Eliminate retention under the Third Grade Reading Guarantee,"To amend sections 3301.07, 3301.0711, 3301.163, 3302.151, and 3313.608 of the Revised Code to eliminate retention under the Third Grade Reading Guarantee, to expand the grades for which intensive reading intervention is provided, and expand the inclusion of phonics in learning standards.",Education; Education : Primary and Secondary Education,0
HB0118,2023_2024,135,Exempt certain baby products from sales and use tax,To amend sections 5739.01 and 5739.02 of the Revised Code to exempt certain baby products from sales and use tax.,Health and Human Services : Child Care; Taxation,0
HB0119,2023_2024,135,Designate Dr. Steven Takacs Memorial Highway,"To enact section 5534.924 of the Revised Code to designate a portion of State Route 87 in Geauga County as the ""Dr. Steven Takacs Memorial Highway.""",Special Designations; Special Designations : Memorial Highways and Bridges; Transportation,1
HB0120,2023_2024,135,Repeal H.B. 6 of the 133rd General Assembly,To amend section 4928.01 and to repeal section 4928.148 of the Revised Code to repeal the legacy generation resource provisions of H.B. 6 of the 133rd General Assembly and provide customers refunds.,Utilities; Utilities  : Electric Utilities,0
HB0121,2023_2024,135,Modify municipal tax apportionment formula for remote workers,"To amend sections 718.02 and 718.82; to amend, for the purpose of adopting a new section number as indicated in parentheses, section 718.021 (718.17); and to enact new section 718.021 and section 718.821 of the Revised Code to allow businesses with remote workers to use a modified municipal income tax apportionment formula.",State and Local Government : Local Government; Taxation,0
HB0122,2023_2024,135,Expand intimidation offenses to include guardians ad litem,"To amend sections 2921.03 and 2921.04 and to enact section 5.54 of the Revised Code to expand intimidation offenses to include guardians ad litem and court-appointed special advocates and to designate May 1st as ""Court-Appointed Special Advocates Appreciation Day.""","Courts and Civil Law; Courts and Civil Law : Courts; Crimes, Corrections, and Law Enforcement; Crimes, Corrections, and Law Enforcement : Crime and Punishment",0,"expansion of guardian ad litem rights
HB0123,2023_2024,135,Designate Honor and Remember flag to honor fallen service members,To enact section 9.51 of the Revised Code to designate the Honor and Remember flag as the symbol of Ohio's concern and commitment to honoring and remembering the lives of all fallen service members and their families and to encourage that the flag be displayed at the Statehouse in Columbus on Memorial Day.,Special Designations; State and Local Government : State Government,1
HB0124,2023_2024,135,Eliminate period of limitation - rape prosecution or civil action,"To amend sections 2305.111, 2901.13, and 2933.82 and to enact section 2305.119 of the Revised Code to eliminate the period of limitation for the criminal prosecution of a person for rape and for a civil action brought by a victim of conduct that would constitute rape and to extend the period of limitation for a civil action by a victim of childhood sexual abuse other than rape.","Courts and Civil Law; Crimes, Corrections, and Law Enforcement; Crimes, Corrections, and Law Enforcement : Sex Offenses; Juvenile and Family Law : Juvenile Justice",0
HB0125,2023_2024,135,Modify income tax deductions for 529 plans and ABLE accounts,To amend sections 5747.70 and 5747.78 of the Revised Code to modify the income tax deductions for contributions to 529 plans and ABLE accounts.,Education : Higher Education; State and Local Government : Local Government; Taxation,0
HB0126,2023_2024,135,Expand municipal income tax exemption for military pay,To amend section 718.01 of the Revised Code  to expand a municipal income tax exemption for military pay.,Taxation; State and Local Government : Local Government; Military and Veterans,0
HB0127,2023_2024,135,Revise the law regarding the home education of children,"To amend sections 2151.011, 3301.0712, 3310.70, 3313.5312, 3313.5314, 3313.618, 3313.6110, 3313.6114, 3314.041, 3321.03, 3321.04, 3321.13, 3331.02, 3331.04, 3333.31, 3333.86, 3345.06, 3365.01, 3365.02, 3365.03, 3365.033, 3365.034, 3365.035, 3365.07, 3365.071, 5103.55, 5107.281, 5709.07, and 5747.72 and to enact section 3321.042 of the Revised Code to revise the law regarding the home education of children.",Education; Education : Primary and Secondary Education,0
HB0128,2023_2024,135,Designate Officer T.J. D'Apolito Memorial Highway,"To enact section 5534.452 of the Revised Code to designate a portion of State Route 46 in Mahoning County as the ""Dispatcher T.J. D'Apolito Memorial Highway.""","Special Designations : Memorial Highways and Bridges; Transportation; Transportation : Highways, Roads, and Bridges; Transportation : Motor Vehicles",1
HB0129,2023_2024,135,Require licensure of commercial roofing contractors,"To amend sections 715.27, 3781.102, 4740.01, 4740.02, 4740.04, 4740.12, 4740.13, and 4764.03 of the Revised Code to require licensure of commercial roofing contractors and to amend the versions of sections 715.27 and 3781.102 of the Revised Code that are scheduled to take effect on December 29, 2023, to continue the change on and after that date.",Commerce; Occupational Licensing and Regulation,0
HB0130,2023_2024,135,Establish an exemption to prior authorization requirements,"To amend section 5160.34 and to enact sections 1751.721, 1751.722, 1751.723, 3923.042, 3923.043, 3923.044, 5160.341, and 5160.342 of the Revised Code to establish an exemption to prior authorization requirements.",Commerce : Insurance; Health and Human Services : Health Care; Health and Human Services : Medicaid,0
HB0131,2023_2024,135
","To enact section 5534.874 of the Revised Code to designate a portion of United States Route 33 in Auglaize County as the ""Army SSgt. Charles V. Kettler Memorial Highway.""",Special Designations; Special Designations : Memorial Highways and Bridges; Transportation,1
HB0132,2023_2024,135,Designate Army Sgt. Herbert C. Linville Memorial Highway,"To enact section 5534.875 of the Revised Code to designate a portion of State Route 29 in Auglaize County as the ""Army Sgt. Herbert C. Linville Memorial Highway.""",Special Designations; Special Designations : Memorial Highways and Bridges; Transportation,1
HB0133,2023_2024,135,Designate Army Sgt. Ronnie Blair Memorial Highway,"To enact section 5534.876 of the Revised Code to designate a portion of State Route 66 in Auglaize County as the ""Army Sgt. Ronnie Blair Memorial Highway.""",Special Designations; Special Designations : Memorial Highways and Bridges; Transportation,1
HB0134,2023_2024,135,Require notice to lienholders in tax certificate sales,To amend section 5721.31 of the Revised Code to require notice to lienholders in tax certificate sales.,Housing and Real Property; Taxation,0
HB0135,2023_2024,135,Require school districts to grant excused absence for 4-H and FFA,To enact section 3321.043 of the Revised Code to require school districts to grant students excused absences from school for participation in 4-H and FFA programs and activities.,Agriculture; Education; Education : Primary and Secondary Education,0
HB0136,2023_2024,135,Authorize the operation of remote dispensing pharmacies,To amend section 4729.285 and to enact section 4729.554 of the Revised Code to authorize the operation of remote dispensing pharmacies.,Health and Human Services : Health Care,0
HB0137,2023_2024,135,Study feasibility-Ohio version of KY Bluegrass Challenge Academy,To require the Department of Education to study the feasibility of implementing a program similar to the Kentucky Bluegrass Challenge Academy.,Education,0
HB0138,2023_2024,135,Classify certain pass-through entity payments as business income,To amend section 5747.01 of the Revised Code to classify certain guaranteed payments to pass-through entity investors as business income.,Taxation,0
HB0139,2023_2024,135,Increase assault penalties if the victim is a sports official,To amend sections 2903.13 and 2929.13 of the Revised Code to increase the penalties for assault if the victim is acting as a sports official or the assault is committed in retaliation for the victim's actions as a sports official.,"Crimes, Corrections, and Law Enforcement; Crimes, Corrections, and Law Enforcement : Crime and Punishment",0
HB0140,2023_2024,135,Revise the law governing passing a school bus,"To amend sections 4503.03, 4510.036, 4511.75, 4511.751, and 4511.76 of the Revised Code to make changes to the law governing passing a school bus.",Transportation; Transportation : Drivers' Licenses; Transportation : Motor Vehicles; Transportation : Traffic Offenses,0
HB0141,2023_2024,135,Restrict cost-sharing for certain medical occupations,To enact section 3902.63 of the Revised Code to restrict cost-sharing requirements with regard to occupational and physical therapists and chiropractors.,Commerce : Insurance; Health and Human Services : Health Care,0
HB0142,2023_2024,135,"Require health plan issuers and Medicaid to cover PANDAS, PANS","To amend section 3902.50 and to enact sections 5.22108, 3902.63, and 5164.092 of the Revised Code to require health plan issuers and the Medicaid program to cover treatments and services related to Pediatric Autoimmune Neuropsychiatric Disorders Associated with Streptococcal Infections and Pediatric Acute-onset Neuropsychiatric Syndrome.",Commerce : Insurance; Health and Human Services : Health Care; Health and Human Services : Medicaid,0
