Date,State,Bill No,Title,Action
"June 15, 2024",AZ,HCR 2056,Prohibits Elections Officials from Receiving Funding from Foreign Governments,"Joint Resolution Passed
                           - Senate
                      

                      
                          (15 - 14)"
"June 15, 2024",AZ,HCR 2038,"Defines ""Drug Cartels"" as Terrorist Organizations","Joint Resolution Passed
                           - Senate
                      

                      
                          (15 - 14)"
"June 14, 2024",AZ,SB 1361,Establishes New Regulations on Sober Living Homes,"Bill Passed
                           - House
                      

                      
                          (52 - 6)"
"June 12, 2024",AZ,HB 2735,Limits Faculty Participation in Decision Making,"Bill Passed
                           - Senate
                      

                      
                          (16 - 11)"
"May 22, 2024",AZ,SB 1336,Prohibits Sharing Artificial Intelligence (AI) Deep Fake Porn and Establishes it as Felony,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (17 - 9)"
"May 15, 2024",AZ,HB 2721,Amends Zoning Regulations in Certain Cities to Allow More Housing,"Concurrence Vote Passed
                           - House
                      

                      
                          (42 - 15)"
"May 15, 2024",AZ,HB 2325,Prohibits Cities from Banning Backyard Chickens at a Single-Family Home,"Concurrence Vote Passed
                           - House
                      

                      
                          (37 - 20)"
"May 15, 2024",AZ,HB 2720,"Requires Cities with a Population of More than 75,000 Residents Allow Accessory Dwelling Units","Concurrence Vote Passed
                           - House
                      

                      
                          (35 - 22)"
"May 15, 2024",AZ,SB 1336,Prohibits Sharing Artificial Intelligence (AI) Deep Fake Porn and Establishes it as Felony,"Bill Passed
                           - House
                      

                      
                          (40 - 17)"
"May 8, 2024",AZ,HB 2720,"Requires Cities with a Population of More than 75,000 Residents Allow Accessory Dwelling Units","Bill Passed
                           - Senate
                      

                      
                          (17 - 11)"
"May 8, 2024",AZ,HB 2721,Amends Zoning Regulations in Certain Cities to Allow More Housing,"Bill Passed
                           - Senate
                      

                      
                          (21 - 7)"
"May 1, 2024",AZ,HB 2325,Prohibits Cities from Banning Backyard Chickens at a Single-Family Home,"Bill Passed
                           - Senate
                      

                      
                          (17 - 12)"
"May 1, 2024",AZ,HB 2394,Authorizes Public Figures who can Provide Evidence to Debunk a Deep Fake to Obtain Declaratory Relief,"Bill Passed
                           - Senate
                      

                      
                          (29 - 0)"
"April 17, 2024",AZ,SB 1053,Establishes the Arizona-Ireland Trade Commission,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (23 - 6)"
"April 17, 2024",AZ,SB 1340,Prohibits Publicly Managed Funds from Dealing with Banks in Foreign Adversary Countries,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (16 - 14)"
"April 10, 2024",AZ,HB 2623,Authorizes Individuals Convicted of Prostitution to Vacate the Charge if They are Victims of Sex Trafficking,"Bill Passed
                           - Senate
                      

                      
                          (26 - 1)"
"April 4, 2024",AZ,SB 1340,Prohibits Publicly Managed Funds from Dealing with Banks in Foreign Adversary Countries,"Bill Passed
                           - House
                      

                      
                          (31 - 28)"
"April 4, 2024",AZ,HB 2504,Prohibits Forced Organ Harvesting,"Bill Passed
                           - House
                      

                      
                          (34 - 25)"
"April 2, 2024",AZ,SB 1053,Establishes the Arizona-Ireland Trade Commission,"Bill Passed
                           - House
                      

                      
                          (39 - 14)"
"April 2, 2024",AZ,HB 2504,Prohibits Forced Organ Harvesting,"Bill Passed
                           - Senate
                      

                      
                          (16 - 14)"
"March 31, 2024",AZ,SCR 1007,Prohibits Discrimination of Certain Firearm Producing Entities,"Joint Resolution Passed
                           - Senate
                      

                      
                          (16 - 13)"
"March 27, 2024",AZ,SB 1021,Amends and Repeals Parts of the Arizona Statutes Concerning Health Professionals,"Bill Passed
                           - House
                      

                      
                          (40 - 13)"
"March 27, 2024",AZ,HB 2123,Amends Revised Statutes Regarding Water Measuring Devices,"Bill Passed
                           - Senate
                      

                      
                          (16 - 13)"
"March 20, 2024",AZ,SB 1185,Prohibits the Possession of Detached Catalytic Converters,"Bill Passed
                           - House
                      

                      
                          (29 - 27)"
"March 14, 2024",AZ,SB 1186,Authorizes Specific THC Products,"Bill Passed
                           - Senate
                      

                      
                          (18 - 9)"
"March 12, 2024",AZ,SB 1361,Establishes New Regulations on Sober Living Homes,"Bill Passed
                           - Senate
                      

                      
                          (20 - 8)"
"March 6, 2024",AZ,HB 2570,Prohibits Municipalities from Requiring Individuals From Homeowners Associations or Mandate Certain Aesthetic Feat ...,"Bill Passed
                           - Senate
                      

                      
                          (16 - 13)"
"March 6, 2024",AZ,SB 1506,Requires Cities to Allow More Residential Development on Commercially Zoned Land,"Bill Passed
                           - Senate
                      

                      
                          (17 - 13)"
"March 6, 2024",AZ,SB 1665,Establishes New Guidelines that Streamlines the Permitting Process of for Residential Building,"Bill Passed
                           - Senate
                      

                      
                          (20 - 10)"
"March 6, 2024",AZ,SB 1613,Expands Laws Pertaining to Theft,"Bill Passed
                           - Senate
                      

                      
                          (16 - 14)"
"March 6, 2024",AZ,SB 1415,Requires Municipalities Allow Accessory Dwelling Units,"Bill Passed
                           - Senate
                      

                      
                          (20 - 10)"
"March 5, 2024",AZ,SB 1285,Authorizes City and County Candidates to Collect Signatures Online to Qualify for State Ballots,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (27 - 1)"
"March 5, 2024",AZ,SB 1306,Establishes New Administrative Powers for the Arizona Board of Regents,"Bill Passed
                           - Senate
                      

                      
                          (16 - 12)"
"March 5, 2024",AZ,SB 1019,Appropriates Money for the Health Innovation Fund,"Bill Passed
                           - Senate
                      

                      
                          (19 - 9)"
"March 5, 2024",AZ,SB 1305,Requires Reporting of Course Requirements for Public Universities,"Bill Passed
                           - Senate
                      

                      
                          (16 - 12)"
"March 4, 2024",AZ,HCR 2050,Prohibits Municipalities from Banning an Energy Source,"Joint Resolution Passed
                           - House
                      

                      
                          (31 - 29)"
"Feb. 29, 2024",AZ,SB 1406,Expands Amount of  International Medical Licensees Valid in Arizona,"Bill Passed
                           - Senate
                      

                      
                          (17 - 10)"
"Feb. 29, 2024",AZ,SB 1304,Amends Arizona State Board of Regents,"Bill Passed
                           - Senate
                      

                      
                          (16 - 12)"
"Feb. 29, 2024",AZ,SB 1026,Prohibits Certain Types of Racketeering and Cockfighting,"Bill Passed
                           - Senate
                      

                      
                          (21 - 5)"
"Feb. 29, 2024",AZ,HB 2436,Requires State Contractors Inform the State of Any Purchases or Contracts with Foreign Adversaries,"Bill Passed
                           - House
                      

                      
                          (31 - 28)"
"Feb. 29, 2024",AZ,HB 2591,Prohibits Forced or Child Labor in the Construction of Electric Vehicle or Solar Panel Plant,"Bill Passed
                           - House
                      

                      
                          (43 - 16)"
"Feb. 29, 2024",AZ,HB 2876,Repeals No-Excuse Mail-In Voting,"Bill Passed
                           - House
                      

                      
                          (31 - 28)"
"Feb. 29, 2024",AZ,SB 1570,Establishes Regulations for Legal Psilocybin Use,"Bill Passed
                           - Senate
                      

                      
                          (24 - 4)"
"Feb. 29, 2024",AZ,SB 1078,Prohibits Use of Artificial Intelligence Including Deep Fakes,"Bill Passed
                           - Senate
                      

                      
                          (26 - 2)"
"Feb. 28, 2024",AZ,SB 1231,Classifies Illegal Border Crossing as a State Crime,"Bill Passed
                           - House
                      

                      
                          (31 - 28)"
"Feb. 28, 2024",AZ,HB 2779,Requires at Least 6 Days of Education on the Holocaust and Other Genocides,"Bill Passed
                           - House
                      

                      
                          (40 - 19)"
"Feb. 28, 2024",AZ,HB 2735,Limits Faculty Participation in Decision Making,"Bill Passed
                           - House
                      

                      
                          (31 - 28)"
"Feb. 28, 2024",AZ,HCR 2056,Prohibits Elections Officials from Receiving Funding from Foreign Governments,"Joint Resolution Passed
                           - House
                      

                      
                          (31 - 28)"
"Feb. 28, 2024",AZ,HCR 2038,"Defines ""Drug Cartels"" as Terrorist Organizations","Joint Resolution Passed
                           - House
                      

                      
                          (31 - 28)"
"Feb. 27, 2024",AZ,SB 1208,Prohibits Equipment Developed by Foreign Adversaries from Being Used in Critical Telecommunications Infrastructure,"Bill Passed
                           - Senate
                      

                      
                          (16 - 13)"
"Feb. 22, 2024",AZ,HB 2570,Prohibits Municipalities from Requiring Individuals From Homeowners Associations or Mandate Certain Aesthetic Feat ...,"Bill Passed
                           - House
                      

                      
                          (33 - 26)"
"Feb. 22, 2024",AZ,HB 2843,Authorizes Individuals to Shoot Trespassers on Their Property,"Bill Passed
                           - House
                      

                      
                          (31 - 28)"
"Feb. 22, 2024",AZ,SB 1185,Prohibits the Possession of Detached Catalytic Converters,"Bill Passed
                           - Senate
                      

                      
                          (18 - 10)"
"Feb. 22, 2024",AZ,SB 1477,Authorizes Students to Allege Political Bias Against Professors,"Bill Passed
                           - Senate
                      

                      
                          (16 - 12)"
"Feb. 21, 2024",AZ,SB 1231,Classifies Illegal Border Crossing as a State Crime,"Bill Passed
                           - Senate
                      

                      
                          (16 - 13)"
"Feb. 19, 2024",AZ,SB 1021,Amends and Repeals Parts of the Arizona Statutes Concerning Health Professionals,"Bill Passed
                           - Senate
                      

                      
                          (24 - 4)"
"Feb. 8, 2024",AZ,HB 2785,Requires the Department of Administration to Coordinate with State Agencies Concerning Elections,"Bill Passed
                           - Senate
                      

                      
                          (24 - 2)"
"Feb. 8, 2024",AZ,HB 2785,Requires the Department of Administration to Coordinate with State Agencies Concerning Elections,"Bill Passed
                           - House
                      

                      
                          (56 - 2)"
"Feb. 5, 2024",AZ,HB 2123,Amends Revised Statutes Regarding Water Measuring Devices,"Bill Passed
                           - House
                      

                      
                          (31 - 26)"
"Jan. 10, 2024",AZ,HCR 2009,Requires Arizona Reaffirm Support and Unwavering Commitment to the Jewish State of Israel,"Joint Resolution Passed
                           - Senate
                      

                      
                          (24 - 3)"
