LD_num,paper_num,term,session,title,primary_sponsor,cosponsors,reference_comm,reference_date,status,chapter_num,bill_url,chamber_status_url
,HS0604,131,,Sentiment,Representative Lois RECKITT of South Portland,"Senator Anne CARNEY of Cumberland, Representative Deqa DHALAC of South Portland, Representative Christopher KESSLER of South Portland",,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS604,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090750
,HS0605,131,,Sentiment,Representative Tracy QUINT of Hodgdon,Senator Michael TIPPING of Penobscot,,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS605,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090751
,HS0606,131,,Sentiment,Representative Tracy QUINT of Hodgdon,Senator Harold STEWART of Aroostook,,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS606,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090752
,HS0607,131,,Sentiment,Representative Karen MONTELL of Gardiner,"Representative Richard BRADSTREET of Vassalboro, Representative Randall GREENWOOD of Wales, Senator Craig HICKMAN of Kennebec, Representative Robert NUTTING of Oakland",,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS607,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090753
,HS0608,131,,Sentiment,Representative Michele MEYER of Eliot,"Senator Mark LAWRENCE of York, Representative Tiffany ROBERTS of South Berwick",,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS608,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090754
,HS0609,131,,Sentiment,Representative Sheila LYMAN of Livermore Falls,Senator Lisa KEIM of Oxford,,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS609,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090755
,HS0610,131,,Sentiment,Representative Raegan LaROCHELLE of Augusta,"Representative William BRIDGEO of Augusta, Senator Matthew POULIOT of Kennebec",,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS610,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090756
,HS0611,131,,Sentiment,Representative Lucas LANIGAN of Sanford,Senator James LIBBY of Cumberland,,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS611,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090757
,HS0612,131,,Sentiment,Representative Caldwell JACKSON of Oxford,"Representative John ANDREWS of Paris, Senator Richard BENNETT of Oxford",,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS612,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090758
,HS0613,131,,Sentiment,Representative Benjamin HYMES of Waldo,Senator Glenn CURRY of Waldo,,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS613,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090759
,HS0614,131,,Sentiment,Representative Rachel HENDERSON of Rumford,Senator Lisa KEIM of Oxford,,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS614,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090760
,HS0615,131,,Sentiment,Representative Tavis HASENFUS of Readfield,"Senator Craig HICKMAN of Kennebec, Representative Daniel SHAGOURY of Hallowell",,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS615,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090761
,HS0616,131,,Sentiment,Representative David HAGGAN of Hampden,Senator Peter LYFORD of Penobscot,,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS616,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090762
,HS0617,131,,Sentiment,Representative David HAGGAN of Hampden,Senator Peter LYFORD of Penobscot,,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS617,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090763
,HS0618,131,,Sentiment,Representative David HAGGAN of Hampden,Senator Peter LYFORD of Penobscot,,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS618,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090764
,HS0619,131,,Sentiment,Representative David HAGGAN of Hampden,Senator Peter LYFORD of Penobscot,,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS619,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090765
,HS0620,131,,Sentiment,Representative Abigail GRIFFIN of Levant,Senator Stacey GUERIN of Penobscot,,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS620,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090766
,HS0621,131,,Sentiment,Representative Lori GRAMLICH of Old Orchard Beach,"Representative Mana ABDI of Lewiston, Representative Kristen CLOUTIER of Lewiston, Representative Margaret CRAVEN of Lewiston, Representative Michel LAJOIE of Lewiston, Senator Margaret ROTUNDO of Androscoggin",,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS621,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090767
,HS0622,131,,Sentiment,Representative Lori GRAMLICH of Old Orchard Beach,"Senator Cameron RENY of Lincoln, Representative Katrina SMITH of Palermo",,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS622,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090768
,HS0623,131,,Sentiment,Representative Joseph GALLETTA of Durham,"Representative Richard MASON of Lisbon, Senator Jeffrey TIMBERLAKE of Androscoggin",,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS623,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090769
,HS0624,131,,Sentiment,Representative Holly EATON of Deer Isle,Senator Nicole GROHOSKI of Hancock,,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS624,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090770
,HS0625,131,,Sentiment,Representative Holly EATON of Deer Isle,Senator Nicole GROHOSKI of Hancock,,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS625,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090771
,HS0626,131,,Sentiment,Representative Gary DRINKWATER of Milford,Senator Stacey GUERIN of Penobscot,,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS626,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090772
,HS0627,131,,Sentiment,Representative Gary DRINKWATER of Milford,Senator Stacey GUERIN of Penobscot,,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS627,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090773
,HS0628,131,,Sentiment,Representative Aaron DANA of the Passamaquoddy Tribe,"Senator Marianne MOORE of Washington, Representative Tiffany STROUT of Harrington",,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS628,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090774
,HS0629,131,,Sentiment,Representative Lydia CRAFTS of Newcastle,Senator Cameron RENY of Lincoln,,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS629,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090775
,HS0630,131,,Sentiment,Representative Amanda COLLAMORE of Pittsfield,Senator Bradlee FARRIN of Somerset,,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS630,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090776
,HS0631,131,,Sentiment,Representative Richard BRADSTREET of Vassalboro,"Representative Robert NUTTING of Oakland, Senator Matthew POULIOT of Kennebec",,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS631,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090777
,HS0632,131,,Sentiment,Representative Donald ARDELL of Monticello,Senator Harold STEWART of Aroostook,,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS632,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090778
,HS0633,131,,Sentiment,Representative Donald ARDELL of Monticello,Senator Harold STEWART of Aroostook,,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS633,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090779
,HS0634,131,,Sentiment,Representative Donald ARDELL of Monticello,"President Troy JACKSON of Aroostook, Senator Harold STEWART of Aroostook",,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS634,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090780
,HS0635,131,,Sentiment,Representative Donald ARDELL of Monticello,Senator Harold STEWART of Aroostook,,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS635,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090781
,HS0636,131,,Sentiment,Representative Daniel ANKELES of Brunswick,"Representative Poppy ARFORD of Brunswick, Senator Matthea DAUGHTRY of Cumberland, Representative Cheryl GOLEK of Harpswell",,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS636,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090782
,HS0637,131,,Sentiment,Representative Daniel ANKELES of Brunswick,"Representative Joseph GALLETTA of Durham, Representative Rebecca JAUCH of Topsham, Senator Eloise VITELLI of Sagadahoc",,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS637,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090783
,HS0638,131,,Sentiment,Representative John ANDREWS of Paris,"Senator Richard BENNETT of Oxford, Representative Caldwell JACKSON of Oxford, Representative H. MILLETT of Waterford",,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS638,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090784
,HS0639,131,,Sentiment,Representative Mark BLIER of Buxton,"Representative Nathan CARLOW of Buxton, Senator Henry INGWERSEN of York",,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS639,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090785
,HS0640,131,,Sentiment,Representative Deqa DHALAC of South Portland,"Senator Anne CARNEY of Cumberland, Representative Christopher KESSLER of South Portland, Representative Lois RECKITT of South Portland",,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS640,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090786
,HS0641,131,,Sentiment,Representative Benjamin HYMES of Waldo,Senator Glenn CURRY of Waldo,,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS641,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090812
,HS0642,131,,Sentiment,Representative John DUCHARME of Madison,Senator Russell BLACK of Franklin,,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS642,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090813
,HS0643,131,,Sentiment,Representative Billy Bob FAULKINGHAM of Winter Harbor,Senator Marianne MOORE of Washington,,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS643,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090814
,HS0644,131,,Sentiment,Representative Lori GRAMLICH of Old Orchard Beach,Senator Donna BAILEY of York,,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS644,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090815
,HS0645,131,,Sentiment,Representative Lucas LANIGAN of Sanford,"Senator Matthew HARRINGTON of York, Representative Anne-Marie MASTRACCIO of Sanford",,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS645,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090828
,HS0646,131,,Sentiment,Representative Jessica FAY of Raymond,Senator Timothy NANGLE of Cumberland,,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS646,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090857
,HS0647,131,,Sentiment,Representative Timothy GUERRETTE of Caribou,President Troy JACKSON of Aroostook,,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS647,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090858
,HS0648,131,,Sentiment,Representative Maureen TERRY of Gorham,"Representative Michael BRENNAN of Portland, Senator Benjamin CHIPMAN of Cumberland, Representative Benjamin COLLINGS of Portland, Representative W. CROCKETT of Portland, Senator Jill DUSON of Cumberland, Representative Grayson LOOKNER of Portland, Representative Matthew MOONEN of Portland, Representative Charles SKOLD of Portland, Speaker Rachel TALBOT ROSS of Portland, Representative Samuel ZAGER of Portland",,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS648,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090859
,HS0649,131,,Sentiment,Representative Billy Bob FAULKINGHAM of Winter Harbor,"Senator Russell BLACK of Franklin, Representative Larry DUNPHY of Embden",,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS649,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090860
,HS0650,131,,Sentiment,Representative H. LANDRY of Farmington,"Senator Matthew POULIOT of Kennebec, Representative Katrina SMITH of Palermo",,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS650,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090861
,HS0651,131,,Sentiment,Representative Benjamin HYMES of Waldo,"Representative Tavis HASENFUS of Readfield, Senator Craig HICKMAN of Kennebec",,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS651,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090862
,HS0652,131,,Sentiment,Representative Donald ARDELL of Monticello,"President Troy JACKSON of Aroostook, Senator Harold STEWART of Aroostook",,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS652,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090864
,HS0653,131,,Sentiment,Representative Tavis HASENFUS of Readfield,Senator Craig HICKMAN of Kennebec,,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS653,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090865
,HS0654,131,,Sentiment,Representative Richard MASON of Lisbon,"Representative Joseph GALLETTA of Durham, Senator Jeffrey TIMBERLAKE of Androscoggin",,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS654,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090866
,HS0655,131,,Sentiment,Representative Daniel SHAGOURY of Hallowell,Senator Craig HICKMAN of Kennebec,,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS655,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090867
,HS0656,131,,Sentiment,Representative James THORNE of Carmel,Senator Joseph BALDACCI of Penobscot,,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS656,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090913
,HS0657,131,,Sentiment,Representative Allison HEPLER of Woolwich,Senator Eloise VITELLI of Sagadahoc,,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS657,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090914
,HS0658,131,,Sentiment,Representative Barbara BAGSHAW of Windham,"Senator Timothy NANGLE of Cumberland, Representative Jane PRINGLE of Windham",,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS658,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090915
,HS0659,131,,Sentiment,Representative Barbara BAGSHAW of Windham,"Senator Timothy NANGLE of Cumberland, Representative Jane PRINGLE of Windham",,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS659,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090916
,HS0660,131,,Sentiment,Representative Austin THERIAULT of Fort Kent,President Troy JACKSON of Aroostook,,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS660,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090947
,HS0661,131,,Sentiment,Representative Joshua MORRIS of Turner,"Senator Craig HICKMAN of Kennebec, Speaker Rachel TALBOT ROSS of Portland",,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS661,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090948
,HS0662,131,,Sentiment,Representative Nina MILLIKEN of Blue Hill,"Senator Donna BAILEY of York, Representative Lynn COPELAND of Saco, Representative Drew GATTINE of Westbrook, Representative Margaret O'NEIL of Saco",,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS662,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090949
,HS0663,131,,Sentiment,Representative Suzanne SALISBURY of Westbrook,"Senator Jill DUSON of Cumberland, Representative Drew GATTINE of Westbrook, Senator Timothy NANGLE of Cumberland, Representative Morgan RIELLY of Westbrook",,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS663,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090957
,HS0664,131,,Sentiment,Representative John DUCHARME of Madison,Senator Bradlee FARRIN of Somerset,,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS664,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090958
,HS0665,131,,Sentiment,Representative John DUCHARME of Madison,"Senator Russell BLACK of Franklin, Senator Bradlee FARRIN of Somerset",,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS665,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090959
,HS0666,131,,Sentiment,Representative Jessica FAY of Raymond,"Senator Richard BENNETT of Oxford, Representative H. MILLETT of Waterford",,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS666,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090978
,HS0667,131,,Sentiment,Representative Caleb NESS of Fryeburg,Senator Richard BENNETT of Oxford,,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS667,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090979
,HS0668,131,,Sentiment,Representative James WHITE of Guilford,Senator Russell BLACK of Franklin,,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS668,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090980
,HS0669,131,,Sentiment,Representative Lori GRAMLICH of Old Orchard Beach,Senator Donna BAILEY of York,,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS669,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090981
,HS0670,131,,Sentiment,Representative Lori GRAMLICH of Old Orchard Beach,Senator Donna BAILEY of York,,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS670,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090982
,HS0671,131,,Sentiment,Representative Lori GRAMLICH of Old Orchard Beach,Senator Donna BAILEY of York,,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS671,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090983
,HS0672,131,,Sentiment,Representative Caldwell JACKSON of Oxford,Senator Richard BENNETT of Oxford,,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS672,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090984
,HS0673,131,,Sentiment,Representative Amanda COLLAMORE of Pittsfield,Senator Bradlee FARRIN of Somerset,,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS673,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280090985
,HS0674,131,,Sentiment,Representative Daniel HOBBS of Wells,"Senator Joseph RAFFERTY of York, Representative Walter RUNTE of York",,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS674,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280091015
,HS0675,131,,Sentiment,Representative Billy Bob FAULKINGHAM of Winter Harbor,Senator Marianne MOORE of Washington,,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS675,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280091016
,HS0676,131,,Sentiment,Representative Billy Bob FAULKINGHAM of Winter Harbor,Senator Marianne MOORE of Washington,,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS676,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280091017
,HS0677,131,,Sentiment,Representative Billy Bob FAULKINGHAM of Winter Harbor,Senator Marianne MOORE of Washington,,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS677,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280091018
,HS0678,131,,Sentiment,Representative Rebecca JAUCH of Topsham,"Representative Joseph GALLETTA of Durham, Senator Eloise VITELLI of Sagadahoc",,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS678,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280091061
,HS0679,131,,Sentiment,Representative H. LANDRY of Farmington,"Representative Poppy ARFORD of Brunswick, Senator Russell BLACK of Franklin",,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS679,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280091063
,HS0680,131,,Sentiment,Representative Lori GRAMLICH of Old Orchard Beach,Senator Donna BAILEY of York,,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS680,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280091086
,HS0681,131,,Sentiment,Representative Tiffany STROUT of Harrington,Senator Marianne MOORE of Washington,,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS681,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280091087
,HS0682,131,,Sentiment,Representative Tavis HASENFUS of Readfield,Senator Craig HICKMAN of Kennebec,,,,,http://legislature.maine.gov/legis/bills/display_ps.asp?PID=1456&snum=131&paper=HS682,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280091088
