bill_number,term,bill_type,intro_date,primary_sponsor,cosponsors,title,summary,approp_bill,veto,partial_veto,companion,bill_url
HB2078,2023-2024,Bill,2024-01-08,"Schmidt, Suzanne","Riccelli, Marcus; Low, Sam; Christian, Leonard; Klicker, Mark; Reed, Julia; Ormsby, Timm; Ybarra, Alex; Cheney, Greg; McClintock, Stephanie","AN ACT Relating to improving school safety by extending and increasing penalties for interference by, or intimidation by threat of, force or violence at schools and school-related athletic activities;","Improving school safety by extending and increasing penalties for interference by, or intimidation by threat of, force or violence at schools and school-related athletic activities.",false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2078
HB2079,2023-2024,Bill,2024-01-08,"Schmidt, Suzanne","Riccelli, Marcus; Low, Sam; Christian, Leonard; Klicker, Mark; Ormsby, Timm; McClintock, Stephanie; Couture, Travis","AN ACT Relating to improving school safety by extending and increasing penalties for interference by, or intimidation by threat of, force or violence at schools and athletic activities;","Improving school safety by extending and increasing penalties for interference by, or intimidation by threat of, force or violence at schools and athletic activities.",false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2079
HB2080,2023-2024,Bill,2024-01-08,"Leavitt, Mari","Taylor, Jamila; Couture, Travis; Bronoske, Dan; Callan, Lisa; Rule, Alicia; Eslick, Carolyn; Orwall, Tina; Ortiz-Self, Lillian; Reed, Julia; Barnard, Stephanie; Jacobsen, Cyndy; Chopp, Frank; Caldier, Michelle; Simmons, Tarra; Hutchins, Spencer; Barkis, Andrew; Goodman, Roger; Nance, Greg; Farivar, Darya; Macri, Nicole; Shavers, Clyde; Kloba, Shelley; Davis, Lauren",AN ACT Relating to establishing day habilitation services for persons with developmental disabilities;,Establishing day habilitation services for persons with developmental disabilities.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2080
HB2081,2023-2024,Bill,2024-01-08,"Hackney, David","Walen, Amy; Taylor, Jamila; Reeves, Kristine; Leavitt, Mari; Gregerson, Mia; Orwall, Tina; Reed, Julia; Berry, Liz; Callan, Lisa; Macri, Nicole; Chopp, Frank",AN ACT Relating to regulating home equity sharing agreements under the consumer loan act;,Regulating home equity sharing agreements under the consumer loan act.,false,false,false,SB5968,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2081
SI2081,2023-2024,Initiative,2024-01-08,"Hackney, David","Walen, Amy; Taylor, Jamila; Reeves, Kristine; Leavitt, Mari; Gregerson, Mia; Orwall, Tina; Reed, Julia; Berry, Liz; Callan, Lisa; Macri, Nicole; Chopp, Frank",AN ACT Relating to regulating home equity sharing agreements under the consumer loan act;,Regulating home equity sharing agreements under the consumer loan act.,false,false,false,SB5968,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2081
HI2081,2023-2024,Initiative,2024-01-08,"Hackney, David","Walen, Amy; Taylor, Jamila; Reeves, Kristine; Leavitt, Mari; Gregerson, Mia; Orwall, Tina; Reed, Julia; Berry, Liz; Callan, Lisa; Macri, Nicole; Chopp, Frank",AN ACT Relating to regulating home equity sharing agreements under the consumer loan act;,Regulating home equity sharing agreements under the consumer loan act.,false,false,false,SB5968,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2081
HB2082,2023-2024,Bill,2024-01-08,"Fosse, Mary","Low, Sam; Fitzgibbon, Joe; Berry, Liz; Reed, Julia; Ramel, Alex; Tharinger, Steve; Reeves, Kristine; Paul, Dave; Kloba, Shelley",AN ACT Relating to assessing the needs of the electrical transmission industry;,Assessing the needs of the electrical transmission industry.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2082
HB2083,2023-2024,Bill,2024-01-08,"Ryu, Cindy","Volz, Mike; Walen, Amy; Ramel, Alex; Reed, Julia; Ormsby, Timm; Timmons, Joe; Riccelli, Marcus; Fosse, Mary",AN ACT Relating to making modifications to small loans under payday lending laws;,Making modifications to small loans under payday lending laws.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2083
HB2084,2023-2024,Bill,2024-01-08,"Fosse, Mary","Low, Sam; Berry, Liz; Leavitt, Mari; Simmons, Tarra; Reed, Julia; Ormsby, Timm; Street, Chipalo; Bronoske, Dan; Ryu, Cindy; Chapman, Mike; Wylie, Sharon; Doglio, Beth; Cortes, Julio; Paul, Dave; Reeves, Kristine; Davis, Lauren",AN ACT Relating to establishing an oversight committee to improve construction-related training and pathways to state registered apprenticeships in state correctional facilities;,Establishing an oversight committee to improve construction-related training and pathways to state registered apprenticeships in state correctional facilities.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2084
HB2085,2023-2024,Bill,2024-01-08,"Nance, Greg","Doglio, Beth; Simmons, Tarra; Reed, Julia; Ramel, Alex; Timmons, Joe; Thai, My-Linh; Lekanoff, Debra; Riccelli, Marcus; Reeves, Kristine",AN ACT Relating to modifying the department of fish and wildlife's habitat recovery pilot program;,Modifying the department of fish and wildlife's habitat recovery pilot program.,false,false,false,SB5922,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2085
HB2086,2023-2024,Bill,2024-01-08,"Entenman, Debra","Goodman, Roger; Fitzgibbon, Joe; Berry, Liz; Reed, Julia; Ormsby, Timm; Street, Chipalo; Doglio, Beth; Farivar, Darya; Kloba, Shelley",AN ACT Relating to updating processes of the office of independent investigations by changing authority to obtain and share investigative information and aligning with current operations and practices;,Updating processes of the office of independent investigations by changing authority to obtain and share investigative information and aligning with current operations and practices.,false,false,false,SB6207,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2086
HB2087,2023-2024,Bill,2024-01-08,"Schmidt, Suzanne","Leavitt, Mari; Connors, April; Christian, Leonard; Walen, Amy; Chambers, Kelly; Ybarra, Alex; Jacobsen, Cyndy; Graham, Jenny; Tharinger, Steve; Schmick, Joe; Couture, Travis",AN ACT Relating to establishing procedures for submitting and reviewing objections regarding the formation and revision of apprenticeship programs and standards;,Concerning objections to apprenticeship programs.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2087
EHB2088,2023-2024,Bill,2024-01-08,"Orwall, Tina","Reed, Julia; Ormsby, Timm; Ramel, Alex; Macri, Nicole; Cheney, Greg; Lekanoff, Debra; Riccelli, Marcus; Wylie, Sharon; Reeves, Kristine",AN ACT Relating to extending liability protections for responders dispatched from mobile rapid response crisis teams and community-based crisis teams;,Extending liability protections for responders dispatched from mobile rapid response crisis teams and community-based crisis teams.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2088
HB2089,2023-2024,Bill,2024-01-08,"Tharinger, Steve","Leavitt, Mari; Callan, Lisa; Reeves, Kristine; Hackney, David",AN ACT Relating to the capital budget;,Concerning the capital budget.,false,false,false,SB5949,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2089
HB2090,2023-2024,Bill,2024-01-08,"Bateman, Jessica","Doglio, Beth; Reed, Julia; Riccelli, Marcus; Reeves, Kristine",AN ACT Relating to modifying the number of county commissioner members on local boards of health for nonhome rule charter counties with five county commissioners;,Modifying local board of health county commissioner membership.,false,false,false,SB5970,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2090
HB2091,2023-2024,Bill,2024-01-08,"Bronoske, Dan","Griffey, Dan; Leavitt, Mari; Fitzgibbon, Joe; Chapman, Mike; Reed, Julia; Ormsby, Timm; Ramel, Alex; Callan, Lisa; Rule, Alicia; Timmons, Joe; Bergquist, Steve; Goodman, Roger; Rude, Skyler; Fosse, Mary; Nance, Greg; Ryu, Cindy; Schmidt, Suzanne; Stearns, Chris; Waters, Kevin; Paul, Dave; Reeves, Kristine; Kloba, Shelley",AN ACT Relating to establishing a fallen firefighter memorial;,Establishing a fallen firefighter memorial.,false,false,false,SB5946,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2091
HB2092,2023-2024,Bill,2024-01-08,"Callan, Lisa","McClintock, Stephanie; Berry, Liz; Senn, Tana; Reed, Julia; Ormsby, Timm; Chopp, Frank; Cheney, Greg; Fosse, Mary; Nance, Greg; Doglio, Beth; Reeves, Kristine; Hackney, David; Pollet, Gerry; Davis, Lauren",AN ACT Relating to school construction assistance program funding for preschool and before-and-after school care program enrollments;,Concerning school construction assistance program funding for preschool and before-and-after school care program enrollments.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2092
HB2093,2023-2024,Bill,2024-01-08,"Griffey, Dan","Leavitt, Mari; Bronoske, Dan; Couture, Travis; Robertson, Eric; Klicker, Mark; Sandlin, Bryan; Stokesbary, Drew; Chambers, Kelly; Eslick, Carolyn; Graham, Jenny; Barnard, Stephanie; Jacobsen, Cyndy; Cheney, Greg; Caldier, Michelle; Hutchins, Spencer",AN ACT Relating to improving community safety and justice in the civil commitment of sexually violent predators;,Improving community safety and justice in the civil commitment of sexually violent predators.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2093
HB2094,2023-2024,Bill,2024-01-08,"Alvarado, Emily","Berry, Liz; Ryu, Cindy; Senn, Tana; Reed, Julia; Gregerson, Mia; Ormsby, Timm; Ramel, Alex; Macri, Nicole; Street, Chipalo; Chopp, Frank; Mena, Sharlett; Goodman, Roger; Doglio, Beth; Cortes, Julio; Pollet, Gerry; Kloba, Shelley",AN ACT Relating to improving consumer protection on gift certificates;,Improving consumer protection on gift certificates.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2094
HB2095,2023-2024,Bill,2024-01-08,"Alvarado, Emily","Berry, Liz; Ryu, Cindy; Senn, Tana; Reed, Julia; Gregerson, Mia; Ormsby, Timm; Ramel, Alex; Macri, Nicole; Street, Chipalo; Chopp, Frank; Mena, Sharlett; Goodman, Roger; Berg, April; Doglio, Beth; Cortes, Julio; Wylie, Sharon; Pollet, Gerry; Kloba, Shelley",AN ACT Relating to gift certificates as unclaimed property;,Concerning gift certificates as unclaimed property.,false,false,false,SB5988,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2095
HB2096,2023-2024,Bill,2024-01-08,"Leavitt, Mari","Couture, Travis; Bronoske, Dan; Robertson, Eric; Klicker, Mark; Sandlin, Bryan; Stokesbary, Drew; Chambers, Kelly; Eslick, Carolyn; Graham, Jenny; Barnard, Stephanie; Jacobsen, Cyndy; Caldier, Michelle",AN ACT Relating to ensuring adequate notice to and consideration of local communities when establishing housing options for individuals qualifying for a less restrictive alternative placement;,Ensuring adequate notice to and consideration of local communities when establishing housing options for individuals qualifying for a less restrictive alternative placement.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2096
HB2097,2023-2024,Bill,2024-01-08,"Berry, Liz","Ortiz-Self, Lillian; Reed, Julia; Simmons, Tarra; Ormsby, Timm; Ramel, Alex; Fosse, Mary; Goodman, Roger; Lekanoff, Debra; Doglio, Beth; Pollet, Gerry; Kloba, Shelley",AN ACT Relating to assisting workers in recovering wages owed;,Assisting workers in recovering wages owed.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2097
HB2098,2023-2024,Bill,2024-01-08,"Taylor, Jamila","Mena, Sharlett; Ryu, Cindy; Chapman, Mike; Simmons, Tarra; Reed, Julia; Ormsby, Timm; Macri, Nicole; Thai, My-Linh; Doglio, Beth; Wylie, Sharon; Reeves, Kristine; Gregerson, Mia","AN ACT Relating to expressly authorizing the women's commission to solicit gifts, grants, and endowments from public or private sources;","Authorizing the women's commission to solicit gifts, grants, and endowments from public or private sources.",false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2098
HB2099,2023-2024,Bill,2024-01-08,"Farivar, Darya","Cortes, Julio; Pollet, Gerry; Reed, Julia; Simmons, Tarra; Ormsby, Timm; Ramel, Alex; Gregerson, Mia; Goodman, Roger; Caldier, Michelle; Stonier, Monica Jurado; Paul, Dave; Jacobsen, Cyndy; Nance, Greg; Wylie, Sharon; Street, Chipalo; Reeves, Kristine; Macri, Nicole; Davis, Lauren; Ryu, Cindy",AN ACT Relating to state identification cards for persons in state custody or care;,Concerning state identification cards for persons in state custody or care.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2099
HB2100,2023-2024,Bill,2024-01-08,"Farivar, Darya","Fosse, Mary; Berry, Liz; Reed, Julia; Ormsby, Timm; Nance, Greg; Reeves, Kristine; Pollet, Gerry",AN ACT Relating to reducing the impacts of mass layoffs by identifying demographic disparities and educating employees of relief options;,Reducing the impacts of mass layoffs.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2100
HB2101,2023-2024,Bill,2024-01-08,"Rule, Alicia","Timmons, Joe; Senn, Tana; Leavitt, Mari; Cheney, Greg; Tharinger, Steve; Riccelli, Marcus; Reeves, Kristine; Shavers, Clyde",AN ACT Relating to eliminating child care licensing fees;,Eliminating child care licensing fees.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2101
HB2102,2023-2024,Bill,2024-01-08,"Berry, Liz","Reed, Julia; Ormsby, Timm; Nance, Greg; Pollet, Gerry",AN ACT Relating to establishing requirements for the disclosure of health care information for qualifying persons to receive paid family and medical leave benefits;,Establishing requirements for the disclosure of health care information for qualifying persons to receive paid family and medical leave benefits.,false,false,false,SB6177,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2102
HB2103,2023-2024,Bill,2024-01-08,"Orwall, Tina","Fitzgibbon, Joe; Gregerson, Mia; Santos, Sharon Tomiko; Reeves, Kristine",AN ACT Relating to mitigating harm and improving equity in large port districts;,Mitigating harm and improving equity in large port districts.,false,false,false,SB5955,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2103
HB2104,2023-2024,Bill,2024-01-08,"Ormsby, Timm","Bergquist, Steve; Macri, Nicole; Orwall, Tina; Reeves, Kristine",AN ACT Relating to fiscal matters;,Making 2023-2025 fiscal biennium supplemental operating appropriations.,false,false,false,SB5950,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2104
HB2105,2023-2024,Bill,2024-01-08,"Fitzgibbon, Joe","Tharinger, Steve; Chapman, Mike; Doglio, Beth; Reeves, Kristine",AN ACT Relating to ensuring the protection of instream resources in connection with the issuance of water right permits in water resource inventory areas in which minimum instream flows are not being met;,Ensuring the protection of instream resources in connection with the issuance of water right permits in water resource inventory areas in which minimum instream flows are not being met.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2105
HB2106,2023-2024,Bill,2024-01-08,"Schmick, Joe",,AN ACT Relating to library districts with an annexed city or town;,Concerning library districts with an annexed city or town.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2106
HB2107,2023-2024,Bill,2024-01-08,"Maycumber, Jacquelin","Chapman, Mike; Rude, Skyler; Volz, Mike; Ormsby, Timm; Dent, Tom; Sandlin, Bryan; Doglio, Beth; Kloba, Shelley",AN ACT Relating to enabling the preservation of cultural treaty harvesting rights of Indian tribes by providing free licenses issued under Title 77 RCW to tribal members;,Enabling the preservation of cultural treaty harvesting rights of Indian tribes by providing free licenses issued under Title 77 RCW to tribal members.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2107
HB2108,2023-2024,Bill,2024-01-08,"Donaghy, Brandy","Orcutt, Ed; Timmons, Joe; Springer, Larry; Reeves, Kristine; Chapman, Mike",AN ACT Relating to creating the state department of natural resources' Smokey Bear special license plates;,Creating the state department of natural resources' Smokey Bear special license plates.,false,false,false,SB5910,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2108
HB2109,2023-2024,Bill,2024-01-08,"Ryu, Cindy","Eslick, Carolyn; Reed, Julia; Reeves, Kristine",AN ACT Relating to the regulation of permanent cosmetics;,Regulating permanent cosmetics.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2109
SI2109,2023-2024,Initiative,2024-01-08,"Ryu, Cindy","Eslick, Carolyn; Reed, Julia; Reeves, Kristine",AN ACT Relating to the regulation of permanent cosmetics;,Regulating permanent cosmetics.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2109
HI2109,2023-2024,Initiative,2024-01-08,"Ryu, Cindy","Eslick, Carolyn; Reed, Julia; Reeves, Kristine",AN ACT Relating to the regulation of permanent cosmetics;,Regulating permanent cosmetics.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2109
HB2110,2023-2024,Bill,2024-01-08,"Nance, Greg","Simmons, Tarra; Callan, Lisa; Lekanoff, Debra; Reeves, Kristine","AN ACT Relating to reorganizing statutory requirements governing high school graduation by reordering requirements, making nonsubstantive revisions, and removing expired provisions;",Reorganizing statutory requirements governing high school graduation.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2110
HB2111,2023-2024,Bill,2024-01-08,"Nance, Greg","Senn, Tana; Simmons, Tarra; Callan, Lisa; Tharinger, Steve; Lekanoff, Debra; Wylie, Sharon; Reeves, Kristine",AN ACT Relating to clarifying requirements for subsidized child care;,Clarifying requirements for subsidized child care.,false,false,false,SB5941,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2111
SI2111,2023-2024,Initiative,2024-01-08,"Nance, Greg","Senn, Tana; Simmons, Tarra; Callan, Lisa; Tharinger, Steve; Lekanoff, Debra; Wylie, Sharon; Reeves, Kristine",AN ACT Relating to clarifying requirements for subsidized child care;,Clarifying requirements for subsidized child care.,false,false,false,SB5941,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2111
HI2111,2023-2024,Initiative,2024-01-08,"Nance, Greg","Senn, Tana; Simmons, Tarra; Callan, Lisa; Tharinger, Steve; Lekanoff, Debra; Wylie, Sharon; Reeves, Kristine",AN ACT Relating to clarifying requirements for subsidized child care;,Clarifying requirements for subsidized child care.,false,false,false,SB5941,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2111
HB2112,2023-2024,Bill,2024-01-08,"Nance, Greg","Leavitt, Mari; Simmons, Tarra; Reed, Julia; Ormsby, Timm; Callan, Lisa; Rule, Alicia; Orwall, Tina; Paul, Dave; Timmons, Joe; Lekanoff, Debra; Riccelli, Marcus; Wylie, Sharon; Reeves, Kristine; Shavers, Clyde; Pollet, Gerry; Kloba, Shelley; Davis, Lauren",AN ACT Relating to opioid and fentanyl prevention education and awareness at institutions of higher education;,Concerning opioid and fentanyl prevention education and awareness at institutions of higher education.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2112
SI2113,2023-2024,Initiative,2024-01-08,"Bateman, Jessica","Macri, Nicole; Peterson, Strom; Alvarado, Emily; Leavitt, Mari; Bronoske, Dan; Ramel, Alex; Fitzgibbon, Joe; Berry, Liz; Reed, Julia; Ormsby, Timm; Taylor, Jamila; Gregerson, Mia; Street, Chipalo; Mena, Sharlett; Tharinger, Steve; Berg, April; Lekanoff, Debra; Riccelli, Marcus; Cortes, Julio",AN ACT Relating to compliance with the housing element requirements of the growth management act;,Concerning compliance with the housing element requirements of the growth management act.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2113
HI2113,2023-2024,Initiative,2024-01-08,"Bateman, Jessica","Macri, Nicole; Peterson, Strom; Alvarado, Emily; Leavitt, Mari; Bronoske, Dan; Ramel, Alex; Fitzgibbon, Joe; Berry, Liz; Reed, Julia; Ormsby, Timm; Taylor, Jamila; Gregerson, Mia; Street, Chipalo; Mena, Sharlett; Tharinger, Steve; Berg, April; Lekanoff, Debra; Riccelli, Marcus; Cortes, Julio",AN ACT Relating to compliance with the housing element requirements of the growth management act;,Concerning compliance with the housing element requirements of the growth management act.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2113
HB2113,2023-2024,Bill,2024-01-08,"Bateman, Jessica","Macri, Nicole; Peterson, Strom; Alvarado, Emily; Leavitt, Mari; Bronoske, Dan; Ramel, Alex; Fitzgibbon, Joe; Berry, Liz; Reed, Julia; Ormsby, Timm; Taylor, Jamila; Gregerson, Mia; Street, Chipalo; Mena, Sharlett; Tharinger, Steve; Berg, April; Lekanoff, Debra; Riccelli, Marcus; Cortes, Julio",AN ACT Relating to compliance with the housing element requirements of the growth management act;,Concerning compliance with the housing element requirements of the growth management act.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2113
HB2114,2023-2024,Bill,2024-01-08,"Alvarado, Emily","Macri, Nicole; Ramel, Alex; Peterson, Strom; Mena, Sharlett; Slatter, Vandana; Farivar, Darya; Taylor, Jamila; Doglio, Beth; Cortes, Julio; Fitzgibbon, Joe; Gregerson, Mia; Berry, Liz; Senn, Tana; Reed, Julia; Bateman, Jessica; Ortiz-Self, Lillian; Simmons, Tarra; Ormsby, Timm; Street, Chipalo; Chopp, Frank; Orwall, Tina; Bergquist, Steve; Berg, April; Wylie, Sharon; Stonier, Monica Jurado; Lekanoff, Debra; Fosse, Mary; Riccelli, Marcus; Pollet, Gerry; Kloba, Shelley; Davis, Lauren","AN ACT Relating to improving housing stability for tenants subject to the residential landlord-tenant act and the manufactured/mobile home landlord-tenant act by limiting rent and fee increases, requiring notice of rent and fee increases, limiting fees and deposits, establishing a landlord resource center and associated services, authorizing tenant lease termination, creating parity between lease types, and providing for attorney general enforcement;","Improving housing stability for tenants subject to the residential landlord-tenant act and the manufactured/mobile home landlord-tenant act by limiting rent and fee increases, requiring notice of rent and fee increases, limiting fees and deposits, establishing a landlord resource center and associated services, authorizing tenant lease termination, creating parity between lease types, and providing for attorney general enforcement.",false,false,false,SB5961,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2114
HB2115,2023-2024,Bill,2024-01-08,"Thai, My-Linh","Slatter, Vandana; Senn, Tana; Chapman, Mike; Reed, Julia; Ramel, Alex; Macri, Nicole; Gregerson, Mia; Doglio, Beth; Fosse, Mary; Riccelli, Marcus; Wylie, Sharon; Reeves, Kristine",AN ACT Relating to prescription labels for medications used for abortion;,Concerning prescription labels for medications used for abortion.,false,false,false,SB5960,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2115
HB2116,2023-2024,Bill,2024-01-08,"Thai, My-Linh","Slatter, Vandana; Senn, Tana; Reed, Julia; Ormsby, Timm; Macri, Nicole; Gregerson, Mia; Fosse, Mary; Wylie, Sharon",AN ACT Relating to expanding prescriptive authority for pharmacists;,Expanding prescriptive authority for pharmacists.,false,false,false,SB6019,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2116
HB2117,2023-2024,Bill,2024-01-08,"Barnard, Stephanie","Donaghy, Brandy; Graham, Jenny; Dent, Tom; Bronoske, Dan; Reeves, Kristine",AN ACT Relating to authorizing authorities to address aerial firefighting aspects as part of permitting processes for communities at risk of wildfires;,Authorizing authorities to address aerial firefighting aspects as part of permitting processes for communities at risk of wildfires.,false,false,false,SB6188,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2117
SI2117,2023-2024,Initiative,2024-01-08,"Barnard, Stephanie","Donaghy, Brandy; Graham, Jenny; Dent, Tom; Bronoske, Dan; Reeves, Kristine",AN ACT Relating to authorizing authorities to address aerial firefighting aspects as part of permitting processes for communities at risk of wildfires;,Authorizing authorities to address aerial firefighting aspects as part of permitting processes for communities at risk of wildfires.,false,false,false,SB6188,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2117
HI2117,2023-2024,Initiative,2024-01-08,"Barnard, Stephanie","Donaghy, Brandy; Graham, Jenny; Dent, Tom; Bronoske, Dan; Reeves, Kristine",AN ACT Relating to authorizing authorities to address aerial firefighting aspects as part of permitting processes for communities at risk of wildfires;,Authorizing authorities to address aerial firefighting aspects as part of permitting processes for communities at risk of wildfires.,false,false,false,SB6188,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2117
HB2118,2023-2024,Bill,2024-01-08,"Walen, Amy","Berry, Liz; Senn, Tana; Reed, Julia; Ormsby, Timm; Ramel, Alex; Peterson, Strom; Macri, Nicole; Farivar, Darya; Doglio, Beth; Wylie, Sharon; Reeves, Kristine; Hackney, David; Pollet, Gerry; Kloba, Shelley; Davis, Lauren",AN ACT Relating to protecting the public from gun violence by establishing additional requirements for the business operations of licensed firearms dealers;,Protecting the public from gun violence by establishing additional requirements for the business operations of licensed firearms dealers.,false,false,false,SB6266,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2118
HB2119,2023-2024,Bill,2024-01-08,"Riccelli, Marcus","Taylor, Jamila; Leavitt, Mari; Simmons, Tarra; Reed, Julia; Ormsby, Timm; Macri, Nicole; Fosse, Mary; Tharinger, Steve; Doglio, Beth; Wylie, Sharon; Reeves, Kristine; Pollet, Gerry",AN ACT Relating to protecting consumers from garnishment of earnings for judgments arising from medical debt;,Protecting consumers from garnishment of earnings for judgments arising from medical debt.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2119
HB2120,2023-2024,Bill,2024-01-08,"Barnard, Stephanie","Shavers, Clyde; Graham, Jenny; Wylie, Sharon",AN ACT Relating to tax preferences for clean energy manufacturers;,Concerning tax preferences for clean energy manufacturers.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2120
HB2121,2023-2024,Bill,2024-01-08,"Taylor, Jamila","Pollet, Gerry; Reed, Julia; Callan, Lisa; Simmons, Tarra; Farivar, Darya; Reeves, Kristine",AN ACT Relating to the burden of proof for special education due process hearings;,Concerning the burden of proof for special education due process hearings.,false,false,false,SB5883,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2121
HB2122,2023-2024,Bill,2024-01-08,"Thai, My-Linh","Harris, Paul; Simmons, Tarra; Reed, Julia; Wylie, Sharon",AN ACT Relating to wellness programs for certain health care professionals;,Concerning wellness programs for certain health care professionals.,false,false,false,SB6165,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=2122
