"state","term","sponsor","legiscan_id","chamber","party","district","not_actually_in_chamber","notes"
"OH","2023_2024","Allison Russo","20307","H","D","HD-007",FALSE,"Minority Leader - included with LES=0"
"OH","2023_2024","Brian Baldridge","20311","H","R","HD-090",TRUE,"Resigned Jan 1 2023 - appointed OH Director of Agriculture"
"OH","2023_2024","Jason Stephens","21390","H","R","HD-093",FALSE,"Speaker - included with LES=0"
"OH","2023_2024","Kris Jordan","862","H","R","HD-067",TRUE,"Died Feb 23, 2023"
"OH","2023_2024","Matt Huffman","562","S","R","SD-012",FALSE,"Senate President - included with LES=0"
"OH","2023_2024","Scott Oelslager","578","H","R","HD-048",FALSE,"Served full term - included with LES=0"
"OH","2023_2024","Sedrick Denson","20331","H","D","HD-026",FALSE,"Served full term - included with LES=0"
"OH","2023_2024","Alessandro Cutrona","21650","S","R","SD-033",FALSE,"Chamber switcher, appointed to serve out 24 term on June 26, 2024, following Michael Rull's US House special election win for OH-6."
