bill_id,LD_num,term,session,title,commem
HP0731,LD1159,2023_2024,SS1,An Act to Establish a Pilot Project Regarding Harm Reduction Health Centers,0
HP0732,LD1160,2023_2024,SS1,"Resolve, Directing the Department of Education to Analyze Data on the Essential Programs and Services Funding Formula and Allocation Methodology",0
HP0733,LD1161,2023_2024,RS2,An Act to Fund Free Health Clinics,0
HP0734,LD1162,2023_2024,RS2,An Act to Increase Support for the Community Forestry Fund,0
HP0735,LD1163,2023_2024,RS2,An Act to Authorize a General Fund Bond Issue for Capital Improvements for Arts and Cultural Facilities,0
HP0736,LD1164,2023_2024,SS1,An Act to Continue the Department of Education Diploma Program Related to the COVID-19 Pandemic,0
HP0737,LD1165,2023_2024,RS2,An Act to Enhance Cost Savings to Consumers of Prescription Drugs,0
HP0738,LD1166,2023_2024,SS1,An Act to Allow Sunday Hunting by Landowners on Their Land,0
HP0739,LD1167,2023_2024,SS1,An Act to Require Communications Service Providers to Prorate Customer Bills for Cancellation and Allow a Reduction in Service for a Customer with an Outstanding Balance,0
HP0740,LD1168,2023_2024,SS1,An Act to Adjust Motor Vehicle Excise Tax Rates,0
HP0741,LD1169,2023_2024,SS1,An Act to Amend the Laws Governing the Foreign Credentialing and Skills Recognition Revolving Loan Program,0
HP0742,LD1170,2023_2024,SS1,"Resolve, to Promote Passenger Rail for Commuters",0
HP0743,LD1171,2023_2024,SS1,"An Act to Raise Funding to Support Waste Reduction, Reuse, Recycling and Composting in Maine",0
HP0744,LD1172,2023_2024,SS1,An Act to Reestablish Annual Reporting on Solid Waste in Maine,0
HP0745,LD1173,2023_2024,SS1,An Act Directing the Bureau of General Services to Ensure Adequate Air Quality in All State-owned and State-leased Buildings,0
HP0746,LD1174,2023_2024,SS1,An Act to Prohibit the Sale of Flavored Tobacco Products,0
HP0747,LD1175,2023_2024,SS1,An Act to Provide for the Review and Uniform Application of All Transmission and Distribution Utility Rates,0
HP0748,LD1176,2023_2024,SS1,An Act to Create Municipal Cannabis Revenue Sharing,0
HP0749,LD1177,2023_2024,RS2,An Act to Assess an Impact Fee on Megayachts,0
HP0750,LD1178,2023_2024,RS2,"Resolve, to Reduce Barriers to Recovery from Addiction by Expanding Eligibility for Targeted Case Management Services",0
HP0751,LD1179,2023_2024,SS1,An Act to Reestablish the Marine Recreational Fishery Advisory Council at the Department of Marine Resources,0
HP0752,LD1180,2023_2024,SS1,An Act to Add an Exception to the Law Regarding Intermediate Driver's Licenses Regarding Passengers,0
HP0753,LD1181,2023_2024,SS1,An Act to Allow for the Recall of an Elected Municipal Official for Any Reason,0
HP0754,LD1182,2023_2024,SS1,An Act to Make Revisions to the Tax Increment Financing and Development District Laws,0
HP0755,LD1183,2023_2024,SS1,An Act to Establish the School Meal Equipment and Program Improvement Fund,0
SP0480,LD1184,2023_2024,RS2,"An Act Regarding Sales and Use Tax Exemptions for Durable Medical Equipment, Breast Pumps and Mobility Enhancing Equipment",0
SP0481,LD1185,2023_2024,RS2,An Act to Authorize a General Fund Bond Issue to Recapitalize the School Revolving Renovation Fund,0
SP0482,LD1186,2023_2024,SS1,"Resolve, Directing the Department of Inland Fisheries and Wildlife to Develop a Hunting and Fishing Software Application",0
SP0483,LD1187,2023_2024,SS1,An Act to Protect Inpatient Psychiatric Services in Northern Maine by Preserving the Current Reimbursement Rate,0
SP0484,LD1188,2023_2024,SS1,An Act to Establish a Public Health Response to Substance Use,0
SP0485,LD1189,2023_2024,SS1,An Act to Amend the Burden of Proof for Defendants Who Cannot Pay Criminal Restitution,0
SP0486,LD1190,2023_2024,RS2,An Act to Require Minimum Pay for Reporting to Work,0
SP0487,LD1191,2023_2024,SS1,An Act Regarding Transparency of Medical Billing,0
SP0488,LD1192,2023_2024,SS1,An Act Regarding the Composition of the Judiciary,0
SP0489,LD1193,2023_2024,SS1,An Act to Allow Residents of Low-income Housing to Keep Pets,0
SP0490,LD1194,2023_2024,SS1,An Act to Implement Work Requirements Under the MaineCare Program,0
SP0491,LD1195,2023_2024,SS1,An Act to Provide That Documents Obtained by Subpoena by the Government Oversight Committee May Be Reviewed by Committee Members and Staff,0
HP0756,LD1196,2023_2024,SS1,An Act to Require Public Schools to Allow Parents and Guardians to Opt Out Their Children with Respect to Portions of the Curriculum,0
HP0757,LD1197,2023_2024,SS1,An Act to Prevent Coerced Abortion,0
HP0758,LD1198,2023_2024,SS1,"Resolve, Directing the Commissioner of Economic and Community Development to Convene an Advisory Council to Improve the State's 10-year Economic Development Strategy",0
HP0759,LD1199,2023_2024,SS1,An Act to Provide Transparency in Public School Curricula,0
HP0760,LD1200,2023_2024,SS1,"Resolve, to Convene a Driver Education Working Group to Evaluate Hardships to Underserved Populations and Low-income Families",0
HP0761,LD1201,2023_2024,SS1,"Resolve, Requiring the Director of the Bureau of Parks and Lands to Convey Interest in a Parcel of Land at the Newfield Wildlife Management Area to a Private Landowner",0
HP0762,LD1202,2023_2024,SS1,"An Act to Increase the Homestead Exemption to $50,000",0
HP0763,LD1203,2023_2024,SS1,An Act to Clarify Deadlines in the Freedom of Access Act and Disclosure Provisions in the Intelligence and Investigative Record Information Act,0
HP0764,LD1204,2023_2024,SS1,An Act to Improve the Health of Maine Residents by Closing Coverage Gaps in the MaineCare Program for Incarcerated Persons,0
HP0765,LD1205,2023_2024,RS2,An Act Regarding the Scope of Practice of Certified Professional Midwives and Certified Midwives,0
HP0766,LD1206,2023_2024,SS1,An Act to Create a Grant Program for Workplace Health and Safety Improvements,0
HP0767,LD1207,2023_2024,SS1,An Act to Implement the Recommendations of the Right To Know Advisory Committee Concerning Public Records Exceptions,0
HP0768,LD1208,2023_2024,SS1,An Act to Implement the Recommendations of the Right To Know Advisory Committee Concerning Time Estimates for Responding to Public Records Requests,0
HP0769,LD1209,2023_2024,SS1,An Act to Reinstate the Religious and Philosophical Vaccine Exemptions for Private Schools and Virtual Public Charter Schools,0
HP0770,LD1210,2023_2024,RS2,An Act to Establish a Maine Highway Capital Fund to Provide Consistent Funding for the Construction and Repair of Maine's Roads and Bridges,0
HP0772,LD1211,2023_2024,SS1,An Act to Require the Department of Health and Human Services to Fund Out-of-state Residential Treatment for Substance Use Disorder When In-state Treatment Is Unavailable,0
SP0493,LD1212,2023_2024,SS1,"Resolve, to Study the Economic Effects of Instituting a Seasonal Sales Tax",0
SP0494,LD1213,2023_2024,SS1,An Act to Reform Income Taxes by Reducing Tax Rates for Each of the 3 Income Tax Brackets,0
SP0495,LD1214,2023_2024,SS1,An Act to Clarify the Laws to Combat Perfluoroalkyl and Polyfluoroalkyl Substances Contamination,0
SP0496,LD1215,2023_2024,RS2,An Act to End the Sale of Flavored Tobacco Products,0
SP0497,LD1216,2023_2024,SS1,An Act to Create the Animal Cruelty Task Force,0
SP0498,LD1217,2023_2024,RS2,"Resolve, to Create a Pilot Program for Alternative Teacher Certification",0
SP0499,LD1218,2023_2024,SS1,An Act Establishing a System to Appeal Administrative Actions or Management Plans of the Bureau of Parks and Lands,0
SP0500,LD1219,2023_2024,SS1,An Act to Establish Rights for Holders of Certain Leases and Easements on Land Managed by the Bureau of Parks and Lands,0
SP0501,LD1220,2023_2024,SS1,An Act to Require Lyme Disease Vaccine Coverage for State-regulated Health Plans,0
SP0502,LD1221,2023_2024,SS1,An Act to Make Changes to the Distribution Amounts to Certain Maine Clean Election Act Candidates in Contested General Elections,0
SP0503,LD1222,2023_2024,RS2,An Act to Expand Child Care Services Through an Employer-supported Tax Credit,0
SP0504,LD1223,2023_2024,SS1,An Act to Clarify Insurance in the Joint Use of Public Utility Equipment,0
SP0505,LD1224,2023_2024,RS2,"Resolve, Directing the Department of Health and Human Services to Seek Federal Approval for Reimbursement of Community-based Mobile Crisis Intervention Services",0
HP0773,LD1225,2023_2024,SS1,An Act to Protect Housing by Increasing the Property Tax Fairness Credit,0
HP0774,LD1226,2023_2024,SS1,An Act to Require MaineCare to Give a 60-day Notice Prior to Terminating Benefits,0
HP0775,LD1227,2023_2024,RS2,An Act to Balance Renewable Energy Development with Natural and Working Lands Conservation,0
HP0776,LD1228,2023_2024,SS1,An Act to Prohibit Certain Higher Education Institutions from Requiring Vaccines Approved Under Emergency Use Authorization for Admission or Attendance,0
HP0777,LD1229,2023_2024,SS1,An Act to Provide Information to Parents Involved in the Child Protective Services System and Ensure Funding in the Child Protective Services Contingency Fund,0
HP0778,LD1230,2023_2024,SS1,"Resolve, Directing the Maine Public Employees Retirement System to Study the Creation of an Interstate Compact Concerning the Windfall Elimination Provision and Government Pension Offset",0
HP0779,LD1231,2023_2024,RS2,An Act to Bring Fairness in Income Taxes to Maine Families by Adjusting the Tax Brackets,0
HP0780,LD1232,2023_2024,SS1,An Act to Increase Adoption of Solar Power in Maine,0
HP0781,LD1233,2023_2024,RS2,An Act Regarding the Maine State Cemetery Preservation Commission,0
HP0782,LD1234,2023_2024,RS2,"An Act to Provide Reimbursement for the Health Care Expenses of All Retired Law Enforcement, Corrections and Search and Rescue Dogs",0
HP0783,LD1235,2023_2024,SS1,An Act to Provide Compensation to and to Limit Work Hours of Jail Employees,0
HP0784,LD1236,2023_2024,RS2,"Resolve, to Increase the Provision of Children's Behavioral Health Services in Rural Areas to Provide Support for Families of Children Receiving Services",0
HP0785,LD1237,2023_2024,SS1,An Act to Establish a Minimum Hourly Wage for School Support Staff,0
HP0786,LD1238,2023_2024,SS1,An Act to Require Reporting on the Percentage of Approved Care Being Delivered to Individuals,0
HP0787,LD1239,2023_2024,SS1,An Act to Make General Election Day a State Holiday and to Allow Certain Employees an Opportunity to Vote,0
HP0788,LD1240,2023_2024,SS1,An Act to Develop a Pilot Program to Provide Legal Representation to Families in the Child Protection System,0
HP0789,LD1241,2023_2024,SS1,An Act to Allow Sunday Hunting with a Bow and Arrow or Crossbow,0
HP0790,LD1242,2023_2024,SS1,An Act to Eliminate Certain Motor Vehicle Inspections,0
HP0791,LD1243,2023_2024,SS1,"Resolve, Directing the Secretary of State to Propose a State Calendar",0
HP0792,LD1244,2023_2024,SS1,An Act to Define Undisputed Health Insurance Claims,0
HP0793,LD1245,2023_2024,SS1,An Act to Require Registration of Motorized Bicycles or Tricycles or Motorized Scooters,0
HP0794,LD1246,2023_2024,SS1,"An Act to Include Endangered and Threatened Species Habitat in the Definition of ""Significant Wildlife Habitat"" Under the Natural Resources Protection Act",0
HP0795,LD1247,2023_2024,SS1,"Resolve, to Study Training in Racial Issues, Racial Justice and Social Issues at the Maine Criminal Justice Academy and Study Additional Requirements for Law Enforcement Officers and Candidates",0
HP0796,LD1248,2023_2024,SS1,An Act to Ensure the Quality of Bottled Water,0
HP0797,LD1249,2023_2024,SS1,An Act to Protect the Quality of Care Provided via Telehealth by Prohibiting Physicians from Prescribing Abortion-inducing Drugs or Devices Through Telehealth or Other Electronic Communication,0
HP0798,LD1250,2023_2024,SS1,"An Act Regarding Paying Providers Sufficiently, Maintaining Short Waiting Lists and Creating a Cause of Action for Aggrieved Persons in the System of Care for Clients with Intellectual Disabilities or Autism",0
HP0799,LD1251,2023_2024,SS1,An Act to Clarify Immunity from Liability for Municipalities Engaged in Recycling Activities,0
HP0800,LD1252,2023_2024,SS1,An Act to Ensure Choices in Health Insurance Markets by Limiting the Requirement to Offer Clear Choice Design Health Plans,0
HP0801,LD1253,2023_2024,SS1,An Act to Maintain the Integrity of the Individual and Small Group Health Insurance Markets,0
HP0802,LD1254,2023_2024,SS1,An Act to Provide Coverage and Prior Authorization of Medications and Services During a MaineCare Provider's Enrollment Period,0
HP0803,LD1255,2023_2024,SS1,An Act to Improve the Security of Voting Places,0
HP0804,LD1256,2023_2024,SS1,An Act to Increase Access to Oral Health Care by Expanding the Maine Dental Education Loan Program,0
HP0805,LD1257,2023_2024,RS2,An Act to Increase Housing Capacity and Protect the Municipal Tax Base and Working Lands,0
HP0806,LD1258,2023_2024,RS2,An Act to Increase the Personal Property Tax Exemption for Farm Machinery,0
HP0807,LD1259,2023_2024,SS1,An Act to Recover Legal Fees for Low-income Individuals in Actions or Proceedings,0
HP0808,LD1260,2023_2024,SS1,"Resolve, to Study Expansion of Civics Education and Engagement Through the Secretary of State",0
HP0809,LD1261,2023_2024,SS1,An Act to Establish Mandatory Minimum Sentences for Gross Sexual Assaults and Sex Trafficking of Children,0
HP0810,LD1262,2023_2024,SS1,An Act to Amend the Law Governing the Credit Card and Debit Card Surcharge Prohibition,0
HP0811,LD1263,2023_2024,RS2,An Act to Require Certain School Identification Cards to Include the Telephone Number of a Suicide and Crisis Hotline,0
HP0812,LD1264,2023_2024,SS1,"Resolve, Establishing the Commission to Update Maine's Public Policy on Higher Education",0
HP0813,LD1265,2023_2024,SS1,An Act to Make Adjustments to Affordable Housing Requirements,0
HP0814,LD1266,2023_2024,SS1,An Act to Clarify the Producer Licensure Required to Act as a Pet Insurance Producer,0
HP0815,LD1267,2023_2024,SS1,An Act to Provide Alternative Methods of Payment to Health Care Providers,0
HP0816,LD1268,2023_2024,SS1,An Act to Provide for a Local Motor Vehicle Excise Tax Exemption for Qualifying Volunteer Firefighters and Emergency Medical Services Persons,0
SP0506,LD1269,2023_2024,SS1,An Act to Empower Patients and Eliminate Welfare Cliffs in the MaineCare Program by Establishing a MaineCare Savings Account Pilot Program,0
SP0507,LD1270,2023_2024,SS1,An Act to Protect Maine People from Inflation by Restoring Gold and Silver as Legal Tender,0
SP0508,LD1271,2023_2024,SS1,"An Act to Require a Disclaimer on Promotional Materials for Medicare, Medicaid and MaineCare Products by Private Entities",0
SP0509,LD1272,2023_2024,SS1,An Act to Index Unemployment Benefits to the Unemployment Rate,0
SP0510,LD1273,2023_2024,SS1,An Act to Exempt Some Businesses from Certain Laws Relating to Perfluoroalkyl and Polyfluoroalkyl Substances in Accordance with the Size of the Business,0
SP0511,LD1274,2023_2024,RS2,"Resolve, to Establish the Task Force to Support Commercial Dairy Farms in the State",0
SP0512,LD1275,2023_2024,SS1,An Act to Clarify the Powers of the Government Oversight Committee and Enable Committee Access to Department of Health and Human Services Documents Related to Investigations of Child Deaths,0
SP0513,LD1276,2023_2024,RS2,An Act to Create and Sustain Jobs and Affordable Housing Through the Development of Cooperatives and Employee-owned Businesses,0
SP0514,LD1277,2023_2024,SS1,An Act to Amend the Laws Regarding Real Property Investment by Credit Unions,0
SP0515,LD1278,2023_2024,SS1,An Act to Require Timely Payment for Salaried Employees,0
SP0516,LD1279,2023_2024,SS1,An Act to Strengthen Maine's Child Protection Laws by Limiting Contact with Violent Offenders,0
SP0517,LD1280,2023_2024,SS1,An Act to Invest in Maine's Fire Service Training Facilities,0
SP0518,LD1281,2023_2024,RS2,An Act to Protect Economic Competitiveness in Maine by Extending the End Date for Pine Tree Development Zone Benefits,0
SP0519,LD1282,2023_2024,SS1,An Act to Streamline Income Verification Requests for Income Supplementation and Assistance Programs,0
SP0520,LD1283,2023_2024,SS1,"Resolve, to Reestablish the Task Force to Study the Creation of a Comprehensive Career and Technical Education System",0
SP0521,LD1284,2023_2024,RS2,"Resolve, Directing the Commissioner of Education to Review the Placement of Personal Finance in the System of Learning Results",0
SP0522,LD1285,2023_2024,RS2,An Act to Extend Funding for the Land for Maine's Future Program,0
SP0523,LD1286,2023_2024,SS1,"Resolve, to Establish the Blue Economy Task Force to Support Maine's Emergence as a Center for Blue Economy Innovation and Opportunity in the 21st Century",0
SP0524,LD1287,2023_2024,SS1,An Act to Establish an Appeal Process for Child Care Providers,0
SP0525,LD1288,2023_2024,SS1,An Act to Create a 2-year Motor Vehicle Registration,0
SP0526,LD1289,2023_2024,SS1,An Act to Facilitate Property Redevelopment and Encourage Affordable Housing by Allowing the Conveyance of Unfinished Commercial Condominium Units,0
SP0527,LD1290,2023_2024,SS1,An Act to End the Maine Information and Analysis Center Program,0
SP0528,LD1291,2023_2024,SS1,"An Act to Establish a Grant Program to Provide for Statewide and Equitable Access to Experiential Science, Technology, Engineering and Mathematics Education",0
SP0529,LD1292,2023_2024,SS1,An Act to Increase the Prize Limits Allowed for Raffles,0
HP0818,LD1293,2023_2024,SS1,An Act to End Chronic Homelessness by Creating the Housing First Fund,0
HP0819,LD1294,2023_2024,RS2,An Act Regarding the Ordinances Governing Residential Units Located in Buildings in a Location Zoned for Commercial Use,0
HP0820,LD1295,2023_2024,SS1,An Act Regarding Penalties for Maintaining Drug-involved Premises,0
HP0821,LD1296,2023_2024,SS1,An Act to Authorize Municipalities to Allow Firefighters to Have Increased Lighting on Their Personal Vehicles,0
HP0822,LD1297,2023_2024,SS1,An Act to Notify School Boards and Select Boards That Lobbying Associations Are Not Governmental Agencies,0
HP0823,LD1298,2023_2024,RS2,An Act to Allow a Local Option Sales Tax on Short-term Lodging to Fund Affordable Housing,0
HP0824,LD1299,2023_2024,SS1,An Act to Amend the Maine Bail Code,0
HP0825,LD1300,2023_2024,SS1,An Act to Give the Governing Board of a Municipality Input into the Budget Developed by a School Board,0
HP0826,LD1301,2023_2024,RS2,"An Act to Examine the Need for Intensive Case Managers and Improve Consistency Among County Jails Regarding Prisoner Attendance at Funerals, Furloughs, Visitation, Education and Discretionary Accounts",0
HP0827,LD1302,2023_2024,SS1,"Resolve, to Create the Commission to Study Post-traumatic Stress Disorder in Lineworkers",0
HP0828,LD1303,2023_2024,RS2,An Act to Exempt Utility Vehicles Purchased for Qualified Commercial Fishing or Commercial Farming from State Sales Tax,0
HP0829,LD1304,2023_2024,RS2,"Resolve, to Establish the Task Force to Study Barriers to Achieving Behavioral Health Integration and Parity",0
HP0830,LD1305,2023_2024,RS2,"Resolve, to Design and Implement a Community-based Model of Care for Adolescent Mental Health",0
HP0831,LD1306,2023_2024,SS1,An Act to Protect Homeowners from Unfair Agreements to Exclusively List Residential Real Estate for Sale,0
HP0833,LD1308,2023_2024,SS1,An Act to Establish Municipal Cost Components for Unorganized Territory Services to Be Rendered in Fiscal Year 2023-24,0
HP0834,LD1309,2023_2024,SS1,An Act to Clarify Requirements for Payment of Tuition for Children with Disabilities by the Department of Education's Child Development Services System,0
HP0835,LD1310,2023_2024,SS1,An Act to Establish a State Emergency Rental Assistance Program,0
HP0836,LD1311,2023_2024,SS1,"An Act Regarding the Legal Use or Possession of Cannabis or Marijuana Under Conditions of Bail, Pretrial Release or Probation",0
SP0530,LD1312,2023_2024,SS1,An Act to Limit the Immunity of Charitable Organizations,0
SP0531,LD1313,2023_2024,SS1,An Act to Amend the Tax Credit for Major Business Headquarters Expansions Regarding Employees' Location and Time of Hire for Purposes of the Credit,0
SP0532,LD1314,2023_2024,SS1,"An Act to Establish a Minimum Salary for Educational Specialists, Educational Technicians and School Teaching Professionals",0
SP0533,LD1315,2023_2024,SS1,An Act to Require Public Schools to Offer Training for Secondary Students on the Administration of Naloxone Hydrochloride,0
SP0534,LD1316,2023_2024,SS1,An Act to Require Auditing for Work Search Requirements of Claimants of Unemployment Compensation,0
SP0536,LD1317,2023_2024,SS1,"Resolve, to Establish the Commission to Promote the Integration of Human Health and Environmental Health",0
SP0537,LD1318,2023_2024,SS1,"Resolve, Directing the Maine Technology Institute to Review Targeted Technology Sectors and Industry Clusters",0
SP0538,LD1319,2023_2024,SS1,An Act to Exempt Certain Boat Operators from Having to Become Maine Guides,0
SP0539,LD1320,2023_2024,SS1,An Act to Improve Signature Requirements for Candidates by Allowing Unenrolled Voters to Sign Petitions for Party Candidates,0
SP0540,LD1321,2023_2024,SS1,An Act to Address Income Disparity in Health Care by Limiting the Compensation of Hospital Executives,0
HP0837,LD1322,2023_2024,SS1,An Act to Implement the Recommendations of the Right To Know Advisory Committee Concerning Remote Participation,0
HP0838,LD1323,2023_2024,SS1,An Act to Amend the Opioid Education Requirements,0
SP0541,LD1324,2023_2024,SS1,An Act to Allow Credit and Debit Card Surcharges,0
SP0542,LD1325,2023_2024,SS1,An Act to Make Permanent the Submission of Certain Reports Concerning Child Welfare to the Legislature,0
HP0839,LD1326,2023_2024,SS1,An Act to Increase School Security Through Design and Protocol,0
HP0840,LD1327,2023_2024,SS1,An Act to Limit the Requirements Regarding Leadership Political Action Committees and to Promote Clean Election Transparency,0
HP0841,LD1328,2023_2024,SS1,An Act to Fund a Public Defender's Office Through a Tax on University Endowment Income,0
HP0842,LD1329,2023_2024,SS1,An Act to Allow Delivery of Maine Craft Beer,0
HP0843,LD1330,2023_2024,SS1,"Resolve, to Ensure Compliance by the State with an Agreement Regarding the Operation of the Landfill in Old Town",0
HP0846,LD1332,2023_2024,SS1,An Act to Strengthen Work Equity Regarding Employment of Minors and Unemployment Benefits,0
HP0847,LD1333,2023_2024,RS2,"Resolve, Directing the Department of Education to Report on School Internet and Student Data Collection Best Practices",0
HP0848,LD1334,2023_2024,SS1,An Act to Establish a Managed Care Program for MaineCare Services,0
HP0849,LD1335,2023_2024,RS2,An Act to Amend the Property Tax Stabilization for Senior Citizens Law,0
HP0850,LD1336,2023_2024,SS1,An Act to Increase Transparency in Municipal Ballot Referenda Expenditures,0
HP0851,LD1337,2023_2024,RS2,An Act to Require a Biennial Report on the Corporate Income Tax to the Joint Standing Committee Having Jurisdiction over Taxation Matters,0
HP0852,LD1338,2023_2024,SS1,An Act to Amend the Maine Exclusion Amount in the Estate Tax,0
HP0853,LD1339,2023_2024,SS1,"Resolve, to Establish the Task Force to Study Forming the Maine Commission on Disabilities",0
HP0854,LD1340,2023_2024,SS1,An Act to Prohibit the Sale or Possession of Rapid-fire Modification Devices,0
HP0855,LD1341,2023_2024,SS1,An Act to Modernize the Bureau of Motor Vehicles' Mobile Services,0
HP0856,LD1342,2023_2024,RS2,An Act to Increase Funding for the Prevention and Control of Invasive Aquatic Species,0
HP0857,LD1343,2023_2024,SS1,An Act to Protect the Reproductive Freedom of Maine People by Preempting the Field of Abortion Regulation,0
HP0858,LD1344,2023_2024,SS1,An Act to Improve the State's Election Laws by Amending the Laws Relating to Automatic Voter Registration,0
HP0859,LD1345,2023_2024,RS2,An Act to Permit Municipalities to Establish by Ordinance a Program for Partial Deferral of Property Taxes for Seniors,0
HP0860,LD1346,2023_2024,SS1,"Resolve, Authorizing the Director of the Bureau of Parks and Lands Within the Department of Agriculture, Conservation and Forestry to Lease Certain Land Within Somerset County",0
HP0861,LD1347,2023_2024,SS1,An Act to Eliminate the Current Net Energy Billing Policy in Maine,0
HP0862,LD1348,2023_2024,SS1,An Act to Modernize Executive Branch and Legislative Branch Compensation,0
HP0863,LD1349,2023_2024,RS2,"An Act to Review State Lands and Waterways That Have Sacred, Traditional or Other Significance to the Wabanaki People",0
HP0864,LD1350,2023_2024,SS1,An Act Regarding the Composition of the Budget Advisory Committee and the Finality of the Budget in the Franklin County Budget Process,0
HP0865,LD1351,2023_2024,SS1,"Resolve, to Direct the Department of Transportation to Create a Program to Promote Transit and Transportation Research and Funding",0
HP0866,LD1352,2023_2024,SS1,An Act to Remove Barriers to Becoming a Lawyer,0
HP0867,LD1353,2023_2024,SS1,An Act to Require the Technical Building Codes and Standards Board to Adopt the Canadian Standards Association Standard for Residential Mechanical Ventilation Systems as an Alternative Standard Under the Maine Uniform Building and Energy Code,0
HP0868,LD1354,2023_2024,SS1,An Act to Protect Medicare Beneficiaries from Surprise Bills and to Inform Medicare Beneficiaries About Medicare Part B Excess Charges,0
HP0869,LD1355,2023_2024,SS1,An Act to Establish a Behavioral Health Employment Income Tax Credit for Student Loan Payments,0
HP0870,LD1356,2023_2024,SS1,An Act to Improve the Local Referendum Process by Increasing the Percentage of the Population Required to Submit a Local Referendum Question,0
HP0871,LD1357,2023_2024,SS1,An Act to Impose an Expanded Prohibition on Lobbying for Former Executive Branch Employees,0
HP0872,LD1358,2023_2024,SS1,An Act to Clarify Density Requirements for Affordable Housing Developments,0
HP0873,LD1359,2023_2024,RS2,An Act to Provide an Opportunity for Resentencing for Individuals Who Were Sentenced for Crimes Committed as Juveniles,0
HP0874,LD1360,2023_2024,RS2,An Act Requiring Training Regarding and Screening for Adverse Childhood Experiences,0
HP0875,LD1361,2023_2024,SS1,An Act to Implement Best Practices Regarding Children's Behavioral and Mental Health Care,0
HP0876,LD1362,2023_2024,SS1,An Act to Ensure the Rights of Survivors of Sexual Assault,0
HP0877,LD1363,2023_2024,SS1,An Act to Support Extraction of Common Minerals by Amending the Maine Metallic Mineral Mining Act,0
HP0878,LD1364,2023_2024,SS1,"Resolve, to Study Methods of Preventing Opioid Overdose Deaths by Authorizing Harm Reduction Health Centers",0
HP0879,LD1365,2023_2024,SS1,An Act to Require Photograph Identification for Voting,0
HP0880,LD1366,2023_2024,SS1,An Act to Address Educational Technician Shortages in Public Schools by Establishing an Alternative Certification Pathway,0
HP0881,LD1367,2023_2024,SS1,An Act Regarding the Funding Formula for Adult Education,0
HP0882,LD1368,2023_2024,SS1,An Act to Ensure Fairness in Unemployment Benefits by Clarifying Laws Regarding Labor Organizations,0
HP0883,LD1369,2023_2024,SS1,An Act to Amend the Essential Programs and Services Funding Formula to Include All Costs for the Transportation of Students,0
HP0884,LD1370,2023_2024,SS1,An Act to Simplify the School Budget Validation Process,0
HP0885,LD1371,2023_2024,SS1,An Act to Amend Limits on the Direct Shipment of Wine,0
HP0886,LD1372,2023_2024,SS1,An Act to Amend the Workers' Compensation Self-insurance Laws to Allow for the Use of Fronting Companies,0
HP0887,LD1373,2023_2024,SS1,An Act to Allow Employers to Shop for Competitive Health Plan Options by Expanding the Disclosure of Health Claims Information,0
HP0888,LD1374,2023_2024,SS1,An Act to Improve Driver Safety by Requiring the Completion of a Defensive Driving Course for Certain Violations,0
HP0889,LD1375,2023_2024,RS2,An Act to Provide Funding for a Chapel at the Maine Veterans' Memorial Cemetery in Augusta,0
HP0890,LD1376,2023_2024,RS2,An Act to Increase the State Minimum Wage to $15 per Hour,0
HP0891,LD1377,2023_2024,SS1,An Act to Provide Rental Assistance for Recovery Housing,0
SP0543,LD1378,2023_2024,SS1,"An Act Regarding Liquor Service by Catering Services for Special Events at Licensed Wineries, Small Wineries, Breweries, Small Breweries, Distilleries and Small Distilleries",0
SP0544,LD1379,2023_2024,SS1,An Act to Combat Unwanted Telephone Solicitations,0
SP0545,LD1380,2023_2024,SS1,An Act to Fund Municipal Administrative Costs Associated with the Senior Property Tax Stabilization Program,0
SP0546,LD1381,2023_2024,SS1,An Act to Create Fairness in Maine's Motor Vehicle Excise Tax by Basing the Tax on the Sale Price,0
SP0547,LD1382,2023_2024,SS1,An Act to Establish the Guiding Public Health Principles of Focused Protection for Pandemics of a Highly Infectious Respiratory Disease,0
SP0548,LD1383,2023_2024,SS1,An Act to Regulate Insurance Carrier Prior Authorization Requirements for Rehabilitative and Habilitative Services,0
SP0549,LD1384,2023_2024,RS2,An Act to Promote Fairness in the Taxation of Adult Use Cannabis,0
SP0550,LD1385,2023_2024,SS1,An Act to Amend the Maine Workers' Compensation Act of 1992 Regarding Employee Liability,0
SP0551,LD1386,2023_2024,SS1,An Act to Require That a Completed Form for the Homestead Property Tax Exemption Be Provided to a Person Purchasing a Home,0
SP0552,LD1387,2023_2024,SS1,An Act to Ensure That All Maine Children Have a Healthy Start by Providing Single-payer Health Care Insurance to All Children,0
SP0553,LD1388,2023_2024,SS1,An Act to Protect Utility Customers and Improve Disclosure of Political and Advertising Spending by Public Utilities and Their Affiliates,0
SP0554,LD1389,2023_2024,SS1,An Act to Establish a Mobile Learning Lab,0
SP0557,LD1390,2023_2024,SS1,An Act to Provide Self-service Motor Vehicle Services,0
SP0558,LD1391,2023_2024,SS1,An Act to Limit Cannabis Cultivation Licenses to Protect the Cannabis Market,0
SP0559,LD1392,2023_2024,SS1,An Act to Change How the Adult Use Cannabis Excise Tax Is Calculated,0
SP0560,LD1393,2023_2024,SS1,"Resolve, to Establish the Commission to Examine Programs and Policies Regarding Natural Resources and Environmental Protection",0
SP0561,LD1394,2023_2024,SS1,An Act to Expand and Strengthen the Competitive Skills Scholarship Program,0
