bill_id,LD_num,term,session,title,commem
HP0246,LD0395,2023_2024,SS1,An Act to Expand Funding Sources Within the Public Utilities Commission for Intervenor and Participant Funding,0
HP0247,LD0396,2023_2024,SS1,An Act to Preserve the 207 Area Code and Impede So-called Robocalling,0
HP0248,LD0397,2023_2024,SS1,An Act to Allow Signs at Outdoor Athletic Facilities,0
HP0249,LD0398,2023_2024,SS1,An Act to Make Agricultural Workers and Certain Other Workers Employees Under the Minimum Wage Law and to Allow Such Workers to Engage in Certain Concerted Activity,0
HP0250,LD0399,2023_2024,SS1,An Act to Amend the Portfolio Requirements for Class II Resources and Require Money Collected from Alternative Compliance Payments to Be Used for Financial Assistance,0
SP0181,LD0400,2023_2024,SS1,"Resolve, Directing the Department of Environmental Protection to Examine Regulatory Requirements for Outdoor Wood Boilers",0
SP0182,LD0401,2023_2024,RS2,An Act to Improve Transportation in Maine,0
SP0183,LD0402,2023_2024,RS2,"Resolve, to Rename Bridges in the Towns of Limerick, Hiram and Limington",1
SP0184,LD0403,2023_2024,SS1,An Act to Improve Harness Racing in Maine by Repealing the Law Governing Standardbred Horses Eligible for Registration,0
SP0185,LD0404,2023_2024,SS1,"Resolve, to Direct the Department of Transportation to Implement the Recommendations of the Mountain Division Rail Use Advisory Council",0
SP0186,LD0405,2023_2024,SS1,An Act Regarding False Public Alarms or Reports and Aggravated False Public Alarms or Reports,0
SP0187,LD0406,2023_2024,SS1,An Act to Expand Passenger Rail Service,0
SP0188,LD0407,2023_2024,SS1,An Act to Support Recreational Trails,0
SP0189,LD0408,2023_2024,SS1,An Act to Expand Bus Service,0
SP0190,LD0409,2023_2024,SS1,An Act to Improve Pedestrian Safety,0
SP0191,LD0410,2023_2024,SS1,An Act Regarding the Nuisance of Cannabis Plants and Smoke in Residential Areas,0
SP0192,LD0411,2023_2024,SS1,An Act to Prevent Subscribers from Being Overcharged for Health Insurance Premiums,0
SP0193,LD0412,2023_2024,RS2,An Act to Fully Engage the Efficiency Maine Trust in Mitigating Climate Change by Creating Electrification Programs,0
SP0194,LD0413,2023_2024,SS1,An Act to Require the Department of Transportation to Upgrade Route 1 from Fort Kent to Van Buren,0
SP0195,LD0414,2023_2024,SS1,An Act to Clarify the Provision of Notice of Proposed Rate Increases to Public Utility Customers,0
SP0196,LD0415,2023_2024,SS1,An Act to Allow Nonalcoholic Sparkling Cider to Be Sold in Maine,0
SP0197,LD0416,2023_2024,RS2,An Act to Authorize a General Fund Bond Issue for Research and Development and Commercialization,0
SP0198,LD0417,2023_2024,RS2,An Act to Facilitate Net Energy Billing,0
HP0251,LD0418,2023_2024,SS1,"Resolve, Regarding Legislative Review of Portions of Chapter 100: Enforcement Procedures, a Major Substantive Rule of the Maine Health Data Organization",0
HP0252,LD0419,2023_2024,SS1,"Resolve, to Establish a Working Group to Study Polling Places at Schools in Order to Protect Security and Accessibility",0
HP0253,LD0420,2023_2024,SS1,An Act to Fund a Health Program for Medical Professionals,0
HP0254,LD0421,2023_2024,SS1,An Act to Ensure Utility Acquisitions Benefit Maine People,0
HP0255,LD0422,2023_2024,SS1,An Act to Eliminate the Requirement That Municipalities Provide Public Notice in Newspapers,0
HP0256,LD0423,2023_2024,RS2,An Act Making Certain Supplemental Appropriations and Allocations and Changing Certain Provisions of the Law Necessary to the Proper Operations of State Government,0
HP0257,LD0424,2023_2024,RS1,"An Act Making Certain Appropriations and Allocations and Changing Certain Provisions of the Law Necessary to the Proper Operations of State Government for the Fiscal Years Ending June 30, 2023, June 30, 2024 and June 30, 2025",0
HP0258,LD0425,2023_2024,SS1,"An Act to Lower the Environmental Impact of Consumers, Increase Food Safety and Strengthen Consumer Choice by Ending the Ban on Single-use Plastic Shopping Bags",0
HP0259,LD0426,2023_2024,RS2,An Act to Amend the Eligibility Criteria for Creditable Service in the Armed Forces of the United States Under the State Retirement System and to Require Specific Reporting,0
HP0260,LD0427,2023_2024,RS2,"An Act to Authorize a General Fund Bond Issue to Invest in Research, Development and Commercialization in Maine's Marine Technology and Aquaculture Sector",0
HP0261,LD0428,2023_2024,SS1,An Act to Reclassify Certain Offenses Under the Inland Fisheries and Wildlife Laws,0
HP0262,LD0429,2023_2024,SS1,An Act to Reclassify Certain Offenses Under the Motor Vehicle Laws and Increase the Efficiency of the Criminal Justice System,0
HP0263,LD0430,2023_2024,SS1,"Resolve, Directing the Department of Health and Human Services to Promote Translation and Interpretation Services in Health Care Settings",0
HP0264,LD0431,2023_2024,SS1,An Act to Amend the Law Regarding Foreign Subpoenas,0
HP0265,LD0432,2023_2024,SS1,An Act to Clarify MaineCare Program Requirements Regarding Certain High-risk Health Care Providers,0
HP0266,LD0433,2023_2024,SS1,"Resolve, Directing the Commissioner of Corrections and the Commissioner of Health and Human Services to Establish a Working Group on the Relocation of the Division of Juvenile Services",0
HP0267,LD0434,2023_2024,RS1,An Act to Protect Landowners and Increase Safety on All-terrain Vehicle Trails by Increasing Funding to the ATV Recreational Management Fund,0
HP0268,LD0435,2023_2024,RS2,"Resolve, to Require the Department of Health and Human Services to Report on Children's Residential Treatment Services and Implementation of the Department's Strategic Priorities for Children's Behavioral Health Services",0
HP0269,LD0436,2023_2024,SS1,An Act to Provide Career and Technical Education Students with Credit Toward High School Graduation for Work Completed in Career and Technical Education Centers and Regions,0
HP0270,LD0437,2023_2024,SS1,An Act to Eliminate the Repeal Provision on Waste-to-energy Renewable Energy Credits,0
HP0271,LD0438,2023_2024,SS1,An Act to Clarify and Amend the Department of Inland Fisheries and Wildlife Licensing Laws,0
HP0272,LD0439,2023_2024,SS1,An Act to Allow Death by Suicide to Be Considered a Death While in the Line of Duty,0
HP0273,LD0440,2023_2024,SS1,An Act to Protect Customers from Financial Scams by Requiring Retailers to Provide Information on Potential Signs of Financial Scams,0
HP0274,LD0441,2023_2024,RS1,An Act to Amend the Laws Governing Recreational Freshwater Fishing with Respect to a Portion of Middle River in Marshfield and Machias,0
HP0275,LD0442,2023_2024,SS1,An Act Regarding Renewable Energy Projects,0
HP0276,LD0443,2023_2024,SS1,An Act to Prohibit Marriage of Any Person Under 17 Years of Age,0
SP0199,LD0444,2023_2024,RS2,An Act to Require Health Insurance Coverage for Specialized Risk Screening for First Responders and Other Public Safety Professionals,0
SP0200,LD0445,2023_2024,RS2,"Resolve, Directing the Department of Health and Human Services to Apply for a Waiver from the Federal Government for the Medicaid Limitation on Payment to a Facility with More Than 16 Inpatient Beds for Psychiatric Treatment",0
SP0201,LD0446,2023_2024,SS1,"Resolve, to Update Allowable Limits on Mortuary Trusts for the Purposes of MaineCare Eligibility",0
SP0202,LD0447,2023_2024,RS2,An Act to Support Higher Education in Maine by Providing Funds to Maine's Community Colleges,0
HP0277,LD0448,2023_2024,SS1,An Act to Improve Access to Behavioral Health Services for Maine Families and Children on MaineCare and to Increase the Number of Behavioral Health Professionals in the State,0
HP0278,LD0449,2023_2024,SS1,"An Act to Authorize the Department of Health and Human Services to License Home-based and Community-based Services for Persons with an Intellectual Disability, Autism Spectrum Disorder or a Related Condition or an Acquired Brain Injury and Define Autism Spectrum Disorder",0
SP0204,LD0450,2023_2024,RS2,An Act to Authorize a General Fund Bond Issue to Upgrade and Replace Emergency Alert System Infrastructure of Maine Public,0
SP0205,LD0451,2023_2024,SS1,An Act to Ensure Transparent and Accountable Temporary Nurse Agencies,0
SP0206,LD0452,2023_2024,RS1,An Act to Reform the Laws Regarding the Payment of Criminal Fines,0
SP0207,LD0453,2023_2024,SS1,An Act to Require the Recording of Grand Jury Proceedings,0
SP0208,LD0454,2023_2024,SS1,An Act to Establish a 180-day State Residency Requirement for Municipal General Assistance,0
SP0209,LD0455,2023_2024,SS1,An Act Regarding a COVID-19 Memorial,1
SP0210,LD0456,2023_2024,SS1,An Act to Support the Safe Use of Bicycles and Roller Skis,0
SP0211,LD0457,2023_2024,RS2,An Act to Amend Maine's Tax Laws,0
SP0212,LD0458,2023_2024,SS1,An Act to Require an Application for a Hunting License to Include a Check-off Box Indicating an Applicant's Wish to Be Entered in the Antlerless Deer Permit Lottery,0
SP0213,LD0459,2023_2024,SS1,An Act to Update the Procedures for Issuance of Orders Related to Involuntary Hospitalizations,0
SP0214,LD0460,2023_2024,RS2,An Act to Authorize a General Fund Bond Issue to Improve Student Success and Workforce Readiness Within the University of Maine System,0
SP0215,LD0461,2023_2024,SS1,An Act Regarding Private Ways and Private Roads,0
HP0279,LD0462,2023_2024,SS1,An Act to Assist Persons Experiencing Homelessness in Areas of High Rent by Seeking a Waiver from the Federal Government,0
HP0280,LD0463,2023_2024,SS1,"Resolve, to Ensure Continued MaineCare Coverage for Persons Formerly in Foster Care Until They Attain 27 Years of Age",0
HP0281,LD0464,2023_2024,SS1,"An Act to Eliminate Waiting Lists for Community-based Services for People with Autism Spectrum Disorder, Intellectual Disability, Brain Injury or Other Related Conditions",0
HP0282,LD0465,2023_2024,SS1,An Act to Provide for an Electronic Permit for the Disposition of Human Remains,0
HP0283,LD0466,2023_2024,SS1,"Resolve, to Evaluate Options for the Recycling of Solar Panels and Wind Turbine Blades",0
HP0284,LD0467,2023_2024,SS1,"Resolve, to Study Accessible Electric Vehicle Charging Stations",0
HP0285,LD0468,2023_2024,SS1,An Act Regarding Regional Law Libraries,0
HP0286,LD0469,2023_2024,SS1,An Act to Provide Funding for a Diabetes Education Program,0
HP0287,LD0470,2023_2024,SS1,An Act to Support Lead Abatement in Older Residential Properties,0
HP0288,LD0471,2023_2024,RS2,An Act to Establish the Maine State Flag Commission,0
HP0289,LD0472,2023_2024,RS2,An Act to Support Certified Community Behavioral Health Clinic Projects,0
HP0290,LD0473,2023_2024,RS2,"Resolve, to Expand the Eligibility for and Increase the Number of Hours of Applied Behavior Analysis Services Authorized by the MaineCare Program",0
HP0291,LD0474,2023_2024,SS1,An Act to Improve Collaboration Between Mandatory Reporters and Law Enforcement in the Investigation of Alleged Child Abuse and Neglect,0
HP0292,LD0475,2023_2024,SS1,An Act to Simplify and Clarify the Licensing of Assisted Housing Facilities,0
HP0293,LD0476,2023_2024,RS1,An Act to Amend the Law Regarding Court Locations,0
HP0294,LD0477,2023_2024,SS1,"Resolve, Directing the Department of Education, Maine School Safety Center to Convene a Stakeholder Group to Develop Best Practices for Lockdown Drills and Active Shooter Drills and Allowing Parents to Opt Out of Active Shooter Drills for Their Children",0
HP0295,LD0478,2023_2024,SS1,An Act to Improve Coastal Sand Dune Restoration Projects,0
HP0296,LD0479,2023_2024,SS1,An Act to Amend the Laws Governing the Membership of the Palliative Care and Quality of Life Interdisciplinary Advisory Council,0
HP0297,LD0480,2023_2024,SS1,An Act to Clarify Laws Regarding the Placement of Signs on Public Ways,0
HP0298,LD0481,2023_2024,SS1,An Act to Allow the Deferral of a Moose Hunting Permit If More than One Permit Is Awarded Within the Same Household,0
HP0299,LD0482,2023_2024,SS1,An Act to Extend the Time for Youth Deer Hunting,0
HP0300,LD0483,2023_2024,SS1,An Act to Amend the Laws Governing Retirement Benefit Reductions for Certain Employees Currently Included in the 1998 Special Plan,0
HP0301,LD0484,2023_2024,SS1,An Act to Prevent a Conflict of Interest in State Elections by Requiring the Secretary of State to Resign Before Running for Elected Office,0
HP0302,LD0485,2023_2024,SS1,"Resolve, Directing the State Board of Education to Study Educator Credential Requirements",0
HP0303,LD0486,2023_2024,SS1,An Act to Encourage Economic Development Through the Manufacture and Use of Marine Nuclear Power Modules,0
HP0304,LD0487,2023_2024,SS1,An Act to Establish Coastal Waters and Submerged Lands Regional Planning Commissions,0
HP0305,LD0488,2023_2024,SS1,An Act to Amend the Laws Governing Supplemental Guide Signs on Highways for Colleges and Universities,0
HP0306,LD0489,2023_2024,SS1,An Act to Provide Equal Educational Opportunity by Adopting Rules Ensuring Nondiscrimination on the Basis of Protected Class Status in Educational Institutions,0
HP0307,LD0490,2023_2024,SS1,An Act to Designate the Department of Health and Human Services as the Implementing Department of the Lead-safe Housing Registry,0
HP0308,LD0491,2023_2024,SS1,"Resolve, to Require the Department of Inland Fisheries and Wildlife to Develop a Plan for Communication Regarding Certain Municipal Regulation",0
HP0309,LD0492,2023_2024,RS2,An Act to Repurpose Vacant Shopping Mall and Retail Space to Mixed-use Housing and Retail,0
HP0310,LD0493,2023_2024,SS1,An Act to Establish a Statewide Relinquished Firearms Inventory,0
HP0311,LD0494,2023_2024,SS1,"An Act to Conform State Funding to the Federal Hyde Amendment, Limiting Funding for Some Abortion Services",0
HP0312,LD0495,2023_2024,SS1,An Act Regarding Investigations of Out-of-home Child Abuse and Neglect,0
HP0313,LD0496,2023_2024,SS1,An Act to Address Battery Storage System Decommissioning and Clarify Solar Energy Development Decommissioning,0
HP0314,LD0497,2023_2024,SS1,An Act to Prohibit the Use of Personal Watercraft on Keyes Pond in the Town of Sweden,0
SP0216,LD0498,2023_2024,SS1,"An Act to Prohibit the Use of the Electronic Benefits Transfer System Outside of Maine, Massachusetts or New Hampshire to Obtain Temporary Assistance for Needy Families Program Benefits",0
SP0217,LD0499,2023_2024,RS2,An Act to Change Maine's Tax Laws,0
SP0218,LD0500,2023_2024,RS2,An Act to Improve the Office of the Child Welfare Services Ombudsman,0
HP0316,LD0501,2023_2024,SS1,"Resolve, Authorizing the Department of Administrative and Financial Services to Convey the Interests of the State in Certain Real Property Located in Machiasport",0
SP0219,LD0502,2023_2024,RS1,"Resolve, Designating the Desert of Maine Overpass the Matthew MacMillan Overpass",0
SP0220,LD0503,2023_2024,RS2,An Act to Authorize a General Fund Bond Issue to Fund the Maine Community College System,0
SP0221,LD0504,2023_2024,RS2,An Act Regarding Licensing Fees for Small Slot Machine Distributors,0
SP0222,LD0505,2023_2024,RS2,An Act to Update Reimbursement Rates for Transportation of Deceased Persons by Funeral Homes,0
SP0223,LD0506,2023_2024,RS1,An Act to Improve the Child and Family Court Process by Increasing the Number and Duties of Family Law Magistrates,0
SP0224,LD0507,2023_2024,SS1,An Act to Improve Outcomes for Youth Transitioning from State Care by Reducing Barriers to Maintaining Health Care Coverage,0
SP0225,LD0508,2023_2024,SS1,"Resolve, Directing the Department of Environmental Protection to Review Regulation of Waste Discharge from Finfish Aquaculture Facilities",0
SP0226,LD0509,2023_2024,SS1,An Act to Amend the Net Energy Billing Laws to Direct Expiring Net Energy Billing Credits to Provide Low-income Assistance,0
SP0227,LD0510,2023_2024,SS1,An Act to Protect the Public Health by Allowing the Appointment of Associate Health Officers,0
SP0228,LD0511,2023_2024,SS1,An Act to Clarify That Haulers Are Under the Jurisdiction of the Logging Dispute Resolution Board,0
SP0229,LD0512,2023_2024,RS2,An Act to Promote Student Enrollment and Degree Completion in the University of Maine System by Providing Tuition Waivers to Eligible Students,0
SP0230,LD0513,2023_2024,RS2,An Act Regarding Overtime Protections for Certain Salaried Employees,0
HP0319,LD0514,2023_2024,SS1,"Resolve, Directing the Office of the State Auditor to Report on Taxpayer Money Funding Maine Nonprofits",0
HP0320,LD0515,2023_2024,SS1,An Act to Require School Board Approval of Superintendent Rules and Administrative Procedures,0
HP0321,LD0516,2023_2024,SS1,An Act to Reduce Cancer Among Firefighters by Providing Grants for Safety Equipment,0
HP0322,LD0517,2023_2024,SS1,An Act to Allow Maine Families to Deduct Vehicle Excise Taxes on State Income Tax Returns,0
HP0323,LD0518,2023_2024,SS1,An Act to Allow Armed Security in Schools,0
HP0324,LD0519,2023_2024,SS1,"Resolve, to Evaluate a Vehicle-to-grid Pilot Project Using Electric School Buses",0
HP0325,LD0520,2023_2024,RS1,An Act to Retain Home and Community-based Workers by Increasing MaineCare Reimbursement for Certain Essential Support Workers,0
HP0326,LD0521,2023_2024,SS1,An Act to Prevent Political Patronage with Regard to State Legislators,0
HP0327,LD0522,2023_2024,SS1,An Act to Require That Motor Vehicles Be Clear of Snow and Ice When Operated on Public Ways,0
HP0328,LD0523,2023_2024,SS1,"Resolve, Regarding Legislative Review of Chapter 5, Section 63:  Home Based Supports and Services for Older and Disabled Adults and Chapter 11:  Consumer Directed Personal Assistance Services, Major Substantive Rules of the Department of Health and Human Services, Office of Aging and Disability Services",0
HP0329,LD0524,2023_2024,SS1,An Act Requiring the Installation of Electric Vehicle Charging Stations in New Commercial and Multifamily Parking Lot Construction,0
HP0330,LD0525,2023_2024,RS2,An Act to Enact the Agricultural Employees Concerted Activity Protection Act,0
HP0331,LD0526,2023_2024,SS1,An Act to Amend the Laws Governing the Emergency Medical Services Stabilization and Sustainability Program,0
HP0332,LD0527,2023_2024,RS2,An Act to Allow Municipalities to Create Bicycle and Pedestrian Zones with Reduced Speed Limits,0
HP0333,LD0528,2023_2024,SS1,An Act to Improve Road Safety for Waste and Recycling Collection Employees,0
HP0334,LD0529,2023_2024,SS1,An Act to Remove the Annual Filing Requirement in the Property Tax Stabilization Laws,0
HP0335,LD0530,2023_2024,SS1,"An Act to Facilitate the Installation of Safe Haven Baby Boxes at Hospitals, Law Enforcement Facilities and Fire Departments",0
HP0336,LD0531,2023_2024,SS1,An Act to Add Gray Squirrels and Red Squirrels to the Species List for the Open Training Season for Hunting Dogs,0
HP0337,LD0532,2023_2024,SS1,An Act to Simplify the Plumbing and Heating Licensing Process,0
HP0338,LD0533,2023_2024,SS1,An Act to Exempt Overtime Pay from Individual Income Tax,0
HP0339,LD0534,2023_2024,SS1,An Act to Allow Commercial Driver's License Holders Who Are 18 to 20 Years of Age to Haul Hazardous Materials Intrastate,0
HP0340,LD0535,2023_2024,SS1,An Act Regarding Consent for Gender-affirming Hormone Therapy for Certain Minors,0
HP0341,LD0536,2023_2024,RS2,An Act to Provide Natural Organic Reduction Facilities for Maine Residents for the Conversion of Human Remains to Soil,0
HP0342,LD0537,2023_2024,SS1,An Act to Remove the Limits on Bass Fishing in Washington County Rivers,0
HP0343,LD0538,2023_2024,SS1,An Act Regarding the Appointment of Expert Witnesses in Certain Family Court Actions,0
HP0344,LD0539,2023_2024,RS2,An Act to Provide Substance Use Disorder Counseling for MaineCare Members with an Acquired Brain Injury,0
HP0345,LD0540,2023_2024,RS2,An Act to Establish Peer Respite Centers for Adults with Mental Health Challenges in Maine,0
HP0346,LD0541,2023_2024,SS1,An Act to Create Parity in the Taxation of Medicine,0
HP0347,LD0542,2023_2024,SS1,"Resolve, Directing the Public Utilities Commission to Investigate Time-of-use Rates",0
HP0348,LD0543,2023_2024,RS1,An Act to Reimburse Counties for Judicial Costs,0
HP0349,LD0544,2023_2024,SS1,An Act to Increase the Chance of Receiving a Moose Permit for Maine Service Members and Veterans,0
HP0350,LD0545,2023_2024,SS1,An Act to Establish a Cabinet-level Position to Ensure a Continuum of Care to Support Children and Their Families,0
HP0351,LD0546,2023_2024,SS1,An Act Regarding Child Abuse and Endangerment,0
HP0352,LD0547,2023_2024,SS1,An Act to Amend the Hunting Laws as They Pertain to the Training of Dogs,0
HP0353,LD0548,2023_2024,SS1,An Act to Amend the Duties of County Sheriffs,0
HP0354,LD0549,2023_2024,SS1,An Act Regarding a Discovery Rule for the Statute of Limitations for Cases of Medical Negligence,0
HP0355,LD0550,2023_2024,RS2,An Act to Increase Correctional Officer Salary and Benefits,0
HP0356,LD0551,2023_2024,SS1,An Act to Strengthen Maine Citizens' Second Amendment Rights by Allowing the Discharge of Firearms on Private Property That Is Within 500 Feet of School Property in Certain Circumstances,0
HP0357,LD0552,2023_2024,SS1,"An Act Regarding the Definition of ""Reportable Accident""",0
HP0358,LD0553,2023_2024,SS1,An Act to Require Mortgage Holders to Notify a Homeowner's Insurance Company on the Sale or Transfer of a Mortgage,0
HP0359,LD0554,2023_2024,SS1,An Act to Continue the Rural Affordable Rental Housing Program,0
HP0360,LD0555,2023_2024,SS1,An Act to Increase the Number of Mature Plants Allowed for the Home Cultivation of Cannabis,0
HP0361,LD0556,2023_2024,SS1,An Act to Limit the Driver's License Reinstatement Fee in Certain Circumstances,0
HP0362,LD0557,2023_2024,SS1,An Act to Decrease Discrimination Based on Evictions in Housing Applications,0
HP0363,LD0558,2023_2024,SS1,An Act Regarding Rental Housing Applications,0
HP0364,LD0559,2023_2024,SS1,An Act to Increase the Number of Hours Certain Minor Students May Work Under Certain Circumstances,0
HP0365,LD0560,2023_2024,SS1,An Act Regarding County Sheriff Vehicle Registration Plates,0
SP0232,LD0561,2023_2024,RS1,An Act to Require a Military Service Member's Agent with Power of Attorney to Be Legally Responsible for Paying Bills During the Member's Deployment,0
SP0233,LD0562,2023_2024,RS1,An Act to Ensure Maine Residents Have Priority Access to State Park Campsites,0
SP0234,LD0563,2023_2024,SS1,An Act to Assert State Sovereignty over Ocean Waters up to 12 Nautical Miles off the State's Coast,0
SP0235,LD0564,2023_2024,SS1,An Act to Improve Access to Civil Legal Services,0
SP0236,LD0565,2023_2024,SS1,An Act to Improve Maine's System for Protecting Sixth Amendment Rights,0
SP0237,LD0566,2023_2024,RS2,An Act to Provide Funding for Sexual Assault Services,0
SP0238,LD0567,2023_2024,SS1,An Act to Provide for the Ethical Election of Constitutional Officers by Restricting Certain Campaign Contributions,0
SP0239,LD0568,2023_2024,RS2,An Act to Provide Funding for the Fund to Address Food Insecurity and Provide Nutrition Incentives,0
SP0240,LD0569,2023_2024,SS1,An Act to Allow the Adjutant General to Sell the Houlton Armory,0
SP0241,LD0570,2023_2024,RS1,"Resolve, to Provide Information to Maine's School Administrators and Maine Communities About the Financial Advantages of Modern Wood Heating",0
HP0366,LD0571,2023_2024,SS1,An Act to Develop Maine's Entry-level Workforce,0
HP0367,LD0572,2023_2024,SS1,An Act to Remove the 5 Cent Fee for Bags in Retail Stores,0
HP0368,LD0573,2023_2024,SS1,An Act Regarding Child Care Subsidy Payments and Eligibility,0
HP0369,LD0574,2023_2024,SS1,An Act to Amend the Laws Governing Working Waterfront Covenants,0
HP0370,LD0575,2023_2024,SS1,An Act Regarding a Seat Belt Exemption for Persons with a Medical Condition,0
SP0244,LD0576,2023_2024,SS1,An Act to Facilitate Communication Between Pro Se Defendants and Prosecutors While Protecting the Rights of Those Defendants,0
SP0245,LD0577,2023_2024,RS2,An Act to Increase Availability and Security of Election Information on Government Websites,0
SP0247,LD0579,2023_2024,RS2,An Act to Support Farmland Conservation,0
SP0248,LD0580,2023_2024,RS2,An Act to Improve Family Court Procedure,0
SP0249,LD0581,2023_2024,SS1,An Act to Assist Municipal Shellfish Conservation Programs,0
SP0250,LD0582,2023_2024,RS2,An Act to Enhance Certain Penalties for Possession of Firearms by Prohibited Persons,0
SP0251,LD0583,2023_2024,SS1,"An Act to Provide for Municipalities to Allow Grocery Stores up to 10,000 Square Feet to Open on Easter, Thanksgiving and Christmas",0
SP0252,LD0584,2023_2024,SS1,An Act to Permit the Conduct of Open Air Cremation at Designated Sites,0
SP0253,LD0585,2023_2024,SS1,An Act to Allow Equitable Tolling of Post-conviction Review Filings,0
SP0254,LD0586,2023_2024,SS1,An Act to Protect Maine Fisheries from the Effects of Industrial Recirculating Aquaculture Operations,0
SP0255,LD0587,2023_2024,RS2,"Resolve, to Increase Residential Care and Nursing Facility Residents' Personal Needs Allowances Under the MaineCare Program",0
SP0256,LD0588,2023_2024,SS1,An Act to Promote Public Safety and Retain Essential First Responders by Funding the Maine Length of Service Award Program,0
SP0257,LD0589,2023_2024,RS2,An Act to Ensure That the Maine Electric Grid Provides Additional Benefits to Maine Ratepayers,0
SP0259,LD0591,2023_2024,RS2,An Act to Require the State to Pay Medicare Premiums for Certain Retired State Employees,0
SP0260,LD0592,2023_2024,SS1,An Act to Amend the Law Governing MaineCare Coverage of Chiropractic Treatment,0
SP0261,LD0593,2023_2024,SS1,An Act to Increase the Bag Limit for Smelts for Personal Use from 2 Quarts to 4 Quarts,0
SP0262,LD0594,2023_2024,SS1,"Resolve, to Review the Resource Parent Bill of Rights",0
SP0263,LD0595,2023_2024,SS1,An Act to Establish the Companion Animal Sterilization Program in the Maine Revised Statutes,0
SP0264,LD0596,2023_2024,SS1,An Act to Exempt Certain Conservation Lots from Municipal Subdivision Review,0
HP0374,LD0597,2023_2024,SS1,An Act to Improve Conditions for People Living in Recovery Residences by Requiring Approved Discharge and Transfer Policies,0
HP0375,LD0598,2023_2024,SS1,"An Act to Require a Vehicle Operator to Notify an Owner or Law Enforcement Officer of an Accident Involving a Dog, a Cat or Livestock",0
HP0376,LD0599,2023_2024,RS2,An Act to Provide Support Services for a Transitional Housing Program for Homeless Persons,0
HP0377,LD0600,2023_2024,SS1,An Act to Expand Availability of Naloxone Hydrochloride,0
HP0378,LD0601,2023_2024,SS1,An Act to Reduce the Shortage of Municipal Emergency Medical Services Personnel by Removing Certain Vaccination Requirements,0
HP0379,LD0602,2023_2024,RS2,An Act to Provide Regional Support to Deliver State and Federal Programs to Municipalities in the State,0
HP0380,LD0603,2023_2024,SS1,An Act to Make Electric Breast Pumps More Accessible by Providing for MaineCare Reimbursement,0
HP0381,LD0604,2023_2024,SS1,An Act to Extend the Night Hunting Season for Coyotes to Immediately Following the Muzzle-loading-only Deer Hunting Season,0
HP0382,LD0605,2023_2024,SS1,An Act to Enhance Commuter-oriented Rail Service,0
HP0383,LD0606,2023_2024,SS1,An Act Regarding Development of a Program to Assist Farmers Affected by Perfluoroalkyl and Polyfluoroalkyl Substances Contamination,0
HP0384,LD0607,2023_2024,SS1,"Resolve, to Direct the Department of Transportation to Examine Improving Highway Connections from Interstate 95 to the St. John Valley",0
HP0385,LD0608,2023_2024,SS1,"Resolve, to Improve Outcomes for Participants in the Antlerless Deer Permit Lottery",0
HP0386,LD0609,2023_2024,SS1,An Act Regarding Guidelines for Free Telephone Calls by Individuals Incarcerated in Department of Corrections Facilities,0
HP0387,LD0610,2023_2024,RS2,An Act to Expand the 1998 Special Retirement Plan to Include Employees Who Work for the Office of Chief Medical Examiner,0
HP0388,LD0611,2023_2024,SS1,"Resolve, Establishing a Working Group to Maximize Eligibility for Energy Efficiency Programs for Low-income Homeowners",0
HP0389,LD0612,2023_2024,SS1,An Act to Create a Green Schools Coordinator in the Department of Education,0
HP0390,LD0613,2023_2024,SS1,An Act to Amend the Laws Governing the Antlerless Deer Permit Process,0
HP0391,LD0614,2023_2024,RS2,An Act to Reduce Conflicts Between Landowners and Deer and Add an Additional Youth Deer Hunting Day,0
HP0392,LD0615,2023_2024,SS1,An Act to Ensure Access to Newly Born Male Infant Circumcision by Requiring MaineCare and Health Insurance Coverage,0
HP0393,LD0616,2023_2024,SS1,An Act to Protect Health Care Professionals Providing Reproductive Health Care Services,0
HP0394,LD0617,2023_2024,SS1,An Act to Foster Career and Technical Education in Maine Schools by Creating an Additional Pathway to Certify Industrial Arts Teachers,0
HP0395,LD0618,2023_2024,SS1,"An Act to Eliminate Critical Race Theory, Social and Emotional Learning and Diversity, Equity and Inclusion from School Curricula",0
HP0396,LD0619,2023_2024,RS2,An Act to Ensure Coordination of Care for MaineCare Members,0
HP0397,LD0620,2023_2024,SS1,An Act to Promote Free Trade by Preventing Municipalities from Prohibiting the Sale of Legal Goods,0
HP0398,LD0621,2023_2024,SS1,An Act to Ensure That Businesses Do Not Refuse Payment in Person with Cash,0
HP0399,LD0622,2023_2024,SS1,An Act to Create Equal Opportunity Access to Clean Energy by Removing the 100-megawatt Limit on Clean Energy Sources,0
HP0400,LD0623,2023_2024,SS1,An Act to Modify Maine Motor Vehicle Inspection Standards to Permit Nonstructural Corrosion That Does Not Directly Affect the Passenger Compartment,0
HP0401,LD0624,2023_2024,SS1,An Act to Prohibit Government Officials from Maintaining Records Related to Firearms Owners,0
HP0402,LD0625,2023_2024,RS2,An Act to Set Aside Funds from Federal Block Grants for Certain Communities,0
HP0403,LD0626,2023_2024,SS1,An Act to Preserve Maine's Sporting Heritage and Enhance Sporting Opportunities for Maine's Youth by Allowing Maine's Youth to Hunt on Sunday,0
