bill_id,session,chamber,action_date,action,order,comm_order,vote
SB1517,2024R1,S,2024-02-15,SVEMFW Committee ~ Work Session: Heard and Reported Out with Amendments,,3,
SB1517,2024R1,H,2024-02-27,HEMGGV Committee ~ Public Hearing and Work Session: Heard and Reported Out,,4,
SB1517,2024R1,S,2024-02-05,Introduction and first reading. Referred to President's desk.,1,,
SB1517,2024R1,S,2024-02-05,"Referred to Veterans, Emergency Management, Federal and World Affairs.",2,,
SB1517,2024R1,S,2024-02-08,Public Hearing held.,3,,
SB1517,2024R1,S,2024-02-15,Work Session held.,4,,
SB1517,2024R1,S,2024-02-19,Recommendation: Do pass with amendments.  (Printed A-Eng.),5,,
SB1517,2024R1,S,2024-02-20,Second reading.,6,,
SB1517,2024R1,S,2024-02-21,Third reading.  Carried by Gorsek.  Passed.,7,,"Ayes, 23; Nays, 7--Bonham, Boquist, Girod, Hayden, Linthicum, Robinson, Smith DB."
SB1517,2024R1,S,2024-02-21,Bonham granted unanimous consent to change vote from aye to nay.,8,,
SB1517,2024R1,S,2024-02-21,Vote explanation(s) filed by Boquist.,9,,
SB1517,2024R1,H,2024-02-22,First reading. Referred to Speaker's desk.,10,,
SB1517,2024R1,H,2024-02-22,"Referred to Emergency Management, General Government, and Veterans.",11,,
SB1517,2024R1,H,2024-02-27,Public Hearing and Work Session held.,12,,
SB1517,2024R1,H,2024-02-28,Recommendation: Do pass.,13,,
SB1517,2024R1,H,2024-02-28,Second reading.,14,,
SB1517,2024R1,H,2024-02-29,"Rules suspended. Carried over to March 4, 2024 Calendar.",15,,
SB1517,2024R1,H,2024-03-04,Third reading. Carried by Hudson. Passed.,16,,"Ayes, 45; Nays, 10--Boice, Breese-Iverson, Cate, Goodwin, Hieb, McIntire, Osborne, Reschke, Wallan, Yunker; Excused, 3--Boshart Davis, Cramer, Javadi; Excused for Business of the House, 2--Sanchez, Speaker Rayfield."
SB1517,2024R1,S,2024-03-06,President signed.,17,,
SB1517,2024R1,H,2024-03-06,Speaker signed.,18,,
SB1517,2024R1,S,2024-03-27,Governor signed.,19,,
SB1517,2024R1,S,2024-03-28,"Chapter 49, 2024 Laws.",20,,
SB1517,2024R1,S,2024-03-28,"Effective date, June 6, 2024.",21,,
SB1518,2024R1,S,2024-02-08,SVEMFW Committee ~ Public Hearing: Heard,,1,
SB1518,2024R1,S,2024-02-13,SVEMFW Committee ~ Work Session: Heard and Reported Out,,2,
SB1518,2024R1,S,2024-02-05,Introduction and first reading. Referred to President's desk.,1,,
SB1518,2024R1,S,2024-02-05,"Referred to Veterans, Emergency Management, Federal and World Affairs, then Ways and Means.",2,,
SB1518,2024R1,S,2024-02-08,Public Hearing held.,3,,
SB1518,2024R1,S,2024-02-13,Work Session held.,4,,
SB1518,2024R1,S,2024-02-14,Recommendation:  Do pass and be referred to Ways and Means by prior reference.,5,,
SB1518,2024R1,S,2024-02-14,Referred to Ways and Means by prior reference.,6,,
SB1518,2024R1,S,2024-03-07,In committee upon adjournment.,7,,
SB1519,2024R1,J,2024-02-15,JCT Committee ~ Public Hearing: Not Heard,,1,
SB1519,2024R1,J,2024-02-20,JCT Committee ~ Public Hearing: Heard,,2,
SB1519,2024R1,S,2024-02-05,Introduction and first reading. Referred to President's desk.,1,,
SB1519,2024R1,S,2024-02-05,"Referred to Transportation, then Ways and Means.",2,,
SB1519,2024R1,S,2024-02-20,Public Hearing held.,3,,
SB1519,2024R1,S,2024-03-07,In committee upon adjournment.,4,,
SB1520,2024R1,S,2024-02-08,SFR Committee ~ Public Hearing: Heard,,1,
SB1520,2024R1,S,2024-02-21,SFR Committee ~ Informational Meeting: Heard,,2,
SB1520,2024R1,S,2024-02-22,SFR Committee ~ Public Hearing and Work Session: Heard and Reported Out with Amendments,,3,
SB1520,2024R1,H,2024-03-04,HREV Committee ~ Public Hearing and Work Session: Heard and Reported Out with Amendments,,4,
SB1520,2024R1,S,2024-02-05,Introduction and first reading. Referred to President's desk.,1,,
SB1520,2024R1,S,2024-02-05,Referred to Finance and Revenue.,2,,
SB1520,2024R1,S,2024-02-08,Public Hearing held.,3,,
SB1520,2024R1,S,2024-02-21,Informational Meeting held.,4,,
SB1520,2024R1,S,2024-02-22,Public Hearing and Work Session held.,5,,
SB1520,2024R1,S,2024-02-23,Recommendation: Do pass with amendments.  (Printed A-Eng.),6,,
SB1520,2024R1,S,2024-02-26,Second reading.,7,,
SB1520,2024R1,S,2024-02-27,Carried over to 02-28 by unanimous consent.,8,,
SB1520,2024R1,S,2024-02-28,"Third reading.  Carried by Golden, Boquist.  Passed.",9,,"Ayes, 30."
SB1520,2024R1,S,2024-02-28,Girod declared potential conflict of interest.,10,,
SB1520,2024R1,H,2024-02-28,First reading. Referred to Speaker's desk.,11,,
SB1520,2024R1,H,2024-02-28,Referred to Revenue.,12,,
SB1520,2024R1,H,2024-03-04,Public Hearing and Work Session held.,13,,
SB1520,2024R1,H,2024-03-04,Recommendation: Do pass with amendments and be printed B-Engrossed.,14,,
SB1520,2024R1,H,2024-03-05,Second reading.,15,,
SB1520,2024R1,H,2024-03-05,Rules suspended. Third reading. Carried by Gomberg. Passed.,16,,"Ayes, 51; Excused, 4--Boshart Davis, Bynum, Cramer, Owens; Excused for Business of the House, 5--Hieb, Javadi, Scharf, Sosa, Speaker Rayfield."
SB1520,2024R1,S,2024-03-06,Senate concurred in House amendments and repassed bill.,17,,"Ayes, 29; Excused, 1--Thatcher."
SB1520,2024R1,S,2024-03-06,Girod declared potential conflict of interest.,18,,
SB1520,2024R1,S,2024-03-07,President signed.,19,,
SB1520,2024R1,H,2024-03-07,Speaker signed.,20,,
SB1520,2024R1,S,2024-03-27,Governor signed.,21,,
SB1520,2024R1,S,2024-03-28,"Chapter 50, 2024 Laws.",22,,
SB1520,2024R1,S,2024-03-28,"Effective date, June 6, 2024.",23,,
SB1521,2024R1,S,2024-02-07,SHS Committee ~ Public Hearing: Heard,,1,
SB1521,2024R1,S,2024-02-12,SHS Committee ~ Public Hearing and Work Session: Heard,,2,
SB1521,2024R1,S,2024-02-14,SHS Committee ~ Work Session: Heard and Reported Out with Amendments,,3,
SB1521,2024R1,J,2024-03-06,JWMCC Committee ~ Public Hearing and Work Session: Heard and Reported Out,,4,
SB1521,2024R1,J,2024-03-06,JWM Committee ~ Work Session: Heard and Reported Out with Amendments,,5,
SB1521,2024R1,S,2024-02-05,Introduction and first reading. Referred to President's desk.,1,,
SB1521,2024R1,S,2024-02-05,"Referred to Human Services, then Ways and Means.",2,,
SB1521,2024R1,S,2024-02-07,Public Hearing held.,3,,
SB1521,2024R1,S,2024-02-12,Public Hearing and Work Session held.,4,,
SB1521,2024R1,S,2024-02-14,Work Session held.,5,,
SB1521,2024R1,S,2024-02-19,Recommendation: Do pass with amendments and be referred to Ways and Means by prior reference. (Printed A-Eng.),6,,
SB1521,2024R1,S,2024-02-19,Referred to Ways and Means by prior reference.,7,,
SB1521,2024R1,S,2024-02-29,Assigned to Subcommittee On Capital Construction.,8,,
SB1521,2024R1,S,2024-03-06,Returned to Full Committee.,9,,
SB1521,2024R1,S,2024-03-06,Public Hearing and Work Session held.,10,,
SB1521,2024R1,S,2024-03-06,Work Session held.,11,,
SB1521,2024R1,S,2024-03-07,Recommendation: Do pass with amendments to the A-Eng. bill.  (Printed B-Eng.),12,,
SB1521,2024R1,S,2024-03-07,Second reading.,13,,
SB1521,2024R1,S,2024-03-07,Rules suspended. Third reading.  Carried by Gelser Blouin.  Passed.,14,,"Ayes, 17; Nays, 11--Anderson, Bonham, Boquist, Findley, Girod, Hansell, Hayden, Knopp, Linthicum, Robinson, Smith DB; Excused, 2--Thatcher, Weber."
SB1521,2024R1,S,2024-03-07,Patterson declared potential conflict of interest.,15,,
SB1521,2024R1,H,2024-03-07,First reading. Referred to Speaker's desk.,16,,
SB1521,2024R1,H,2024-03-07,Referred to Ways and Means.,17,,
SB1521,2024R1,H,2024-03-07,Recommendation: Do pass.,18,,
SB1521,2024R1,H,2024-03-07,Second reading.,19,,
SB1521,2024R1,H,2024-03-07,Rules suspended. Third reading. Carried by Reynolds. Passed.,20,,"Ayes, 35; Nays, 21--Boice, Breese-Iverson, Cate, Conrad, Diehl, Elmer, Goodwin, Helfrich, Hieb, Levy B, Lewis, Mannix, McIntire, Osborne, Owens, Reschke, Scharf, Stout, Wallan, Wright, Yunker; Excused, 4--Boshart Davis, Cramer, Javadi, Ruiz."
SB1521,2024R1,S,2024-03-12,President signed.,21,,
SB1521,2024R1,H,2024-03-13,Speaker signed.,22,,
SB1521,2024R1,S,2024-04-04,Governor signed.,23,,
SB1521,2024R1,S,2024-04-11,"Chapter 92, 2024 Laws.",24,,
SB1521,2024R1,S,2024-04-11,"Effective date, April 4, 2024.",25,,
SB1522,2024R1,S,2024-02-07,SHS Committee ~ Public Hearing: Heard,,1,
SB1522,2024R1,S,2024-02-12,SHS Committee ~ Work Session: Not Heard,,2,
SB1522,2024R1,S,2024-02-14,SHS Committee ~ Work Session: Heard and Reported Out with Amendments,,3,
SB1522,2024R1,J,2024-02-28,JWMHS Committee ~ Work Session: Heard and Reported Out,,4,
SB1522,2024R1,J,2024-03-01,JWM Committee ~ Work Session: Heard and Reported Out,,5,
SB1522,2024R1,S,2024-02-05,Introduction and first reading. Referred to President's desk.,1,,
SB1522,2024R1,S,2024-02-05,"Referred to Human Services, then Ways and Means.",2,,
SB1522,2024R1,S,2024-02-07,Public Hearing held.,3,,
SB1522,2024R1,S,2024-02-14,Work Session held.,4,,
SB1522,2024R1,S,2024-02-19,Recommendation: Do pass with amendments and be referred to Ways and Means by prior reference. (Printed A-Eng.),5,,
SB1522,2024R1,S,2024-02-19,Referred to Ways and Means by prior reference.,6,,
SB1522,2024R1,S,2024-02-27,Assigned to Subcommittee On Human Services.,7,,
SB1522,2024R1,S,2024-02-28,Returned to Full Committee.,8,,
SB1522,2024R1,S,2024-02-28,Work Session held.,9,,
SB1522,2024R1,S,2024-03-01,Work Session held.,10,,
SB1522,2024R1,S,2024-03-04,Recommendation: Do pass the A-Eng. bill.,11,,
SB1522,2024R1,S,2024-03-04,Second reading.,12,,
SB1522,2024R1,S,2024-03-05,Third reading.  Carried by Gelser Blouin.  Passed.,13,,"Ayes, 17; Nays, 12--Anderson, Bonham, Boquist, Findley, Girod, Hansell, Hayden, Knopp, Linthicum, Robinson, Smith DB, Thatcher; Excused, 1--Woods."
SB1522,2024R1,H,2024-03-05,First reading. Referred to Speaker's desk.,14,,
SB1522,2024R1,H,2024-03-05,Referred to Ways and Means.,15,,
SB1522,2024R1,H,2024-03-05,Recommendation: Do pass.,16,,
SB1522,2024R1,H,2024-03-06,Second reading.,17,,
SB1522,2024R1,H,2024-03-07,Third reading. Carried by Reynolds. Failed.,18,,"Ayes, 8; Nays, 48--Andersen, Boice, Bowman, Breese-Iverson, Bynum, Cate, Conrad, Dexter, Diehl, Elmer, Fahey, Gamba, Gomberg, Goodwin, Hartman, Helfrich, Helm, Hieb, Holvey, Kropf, Levy B, Levy E, Lewis, Lively, Mannix, Marsh, McIntire, McLain, Nathanson, Nelson, Neron, Nguyen D, Nguyen H, Osborne, Owens, Reschke, Sanchez, Scharf, Smith G, Sosa, Stout, Tran, Valderrama, Wallan, Walters, Wright, Yunker, Speaker Rayfield; Excused, 4--Boshart Davis, Cramer, Javadi, Ruiz."
SB1523,2024R1,S,2024-02-07,SHS Committee ~ Public Hearing and Work Session: Heard and Reported Out,,1,
SB1523,2024R1,H,2024-02-21,HECHS Committee ~ Public Hearing: Heard,,2,
SB1523,2024R1,H,2024-02-26,HECHS Committee ~ Work Session: Heard and Reported Out,,3,
SB1523,2024R1,S,2024-02-05,Introduction and first reading. Referred to President's desk.,1,,
SB1523,2024R1,S,2024-02-05,Referred to Human Services.,2,,
SB1523,2024R1,S,2024-02-07,Public Hearing and Work Session held.,3,,
SB1523,2024R1,S,2024-02-12,Recommendation: Do pass.,4,,
SB1523,2024R1,S,2024-02-12,Second reading.,5,,
SB1523,2024R1,S,2024-02-13,Third reading.  Carried by Gelser Blouin.  Passed.,6,,"Ayes, 28; Nays, 2--Boquist, Linthicum."
SB1523,2024R1,H,2024-02-14,First reading. Referred to Speaker's desk.,7,,
SB1523,2024R1,H,2024-02-14,Referred to Early Childhood and Human Services.,8,,
SB1523,2024R1,H,2024-02-21,Public Hearing held.,9,,
SB1523,2024R1,H,2024-02-26,Work Session held.,10,,
SB1523,2024R1,H,2024-02-27,Recommendation: Do pass.,11,,
SB1523,2024R1,H,2024-02-27,Second reading.,12,,
SB1523,2024R1,H,2024-02-28,"Rules suspended. Carried over to February 29, 2024 Calendar.",13,,
SB1523,2024R1,H,2024-02-29,Third reading. Carried by Elmer. Passed.,14,,"Ayes, 58; Excused, 2--Boshart Davis, Cramer."
SB1523,2024R1,S,2024-03-01,President signed.,15,,
SB1523,2024R1,H,2024-03-04,Speaker signed.,16,,
SB1523,2024R1,S,2024-03-20,Governor signed.,17,,
SB1523,2024R1,S,2024-03-25,"Chapter 21, 2024 Laws.",18,,
SB1523,2024R1,S,2024-03-25,"Effective date, March 20, 2024.",19,,
SB1524,2024R1,S,2024-02-22,SRULES Committee ~ Public Hearing: Heard,,1,
SB1524,2024R1,S,2024-02-05,Introduction and first reading. Referred to President's desk.,1,,
SB1524,2024R1,S,2024-02-05,"Referred to Rules, then Ways and Means.",2,,
SB1524,2024R1,S,2024-02-22,Public Hearing held.,3,,
SB1524,2024R1,S,2024-03-07,In committee upon adjournment.,4,,
SB1525,2024R1,S,2024-02-13,SEE Committee ~ Public Hearing: Heard,,1,
SB1525,2024R1,S,2024-02-15,SEE Committee ~ Work Session: Heard and Reported Out with Amendments,,2,
SB1525,2024R1,H,2024-02-26,HCEE Committee ~ Public Hearing: Heard,,3,
SB1525,2024R1,H,2024-02-28,HCEE Committee ~ Work Session: Heard and Reported Out,,4,
SB1525,2024R1,S,2024-02-05,Introduction and first reading. Referred to President's desk.,1,,
SB1525,2024R1,S,2024-02-05,Referred to Energy and Environment.,2,,
SB1525,2024R1,S,2024-02-13,Public Hearing held.,3,,
SB1525,2024R1,S,2024-02-15,Work Session held.,4,,
SB1525,2024R1,S,2024-02-19,Recommendation: Do pass with amendments.  (Printed A-Eng.),5,,
SB1525,2024R1,S,2024-02-20,Second reading.,6,,
SB1525,2024R1,S,2024-02-21,Third reading.  Carried by Findley.  Passed.,7,,"Ayes, 28; Nays, 2--Linthicum, Robinson."
SB1525,2024R1,H,2024-02-22,First reading. Referred to Speaker's desk.,8,,
SB1525,2024R1,H,2024-02-22,"Referred to Climate, Energy, and Environment.",9,,
SB1525,2024R1,H,2024-02-26,Public Hearing held.,10,,
SB1525,2024R1,H,2024-02-28,Work Session held.,11,,
SB1525,2024R1,H,2024-03-01,Recommendation: Do pass.,12,,
SB1525,2024R1,H,2024-03-04,Second reading.,13,,
SB1525,2024R1,H,2024-03-04,Rules suspended. Third reading. Carried by Andersen. Passed.,14,,"Ayes, 49; Nays, 4--Cate, Reschke, Wallan, Yunker; Absent, 1--Conrad; Excused, 3--Boshart Davis, Cramer, Javadi; Excused for Business of the House, 3--Boice, Bynum, Ruiz."
SB1525,2024R1,S,2024-03-06,President signed.,15,,
SB1525,2024R1,H,2024-03-06,Speaker signed.,16,,
SB1525,2024R1,S,2024-03-27,Governor signed.,17,,
SB1525,2024R1,S,2024-03-28,"Chapter 51, 2024 Laws.",18,,
SB1525,2024R1,S,2024-03-28,"Effective date, March 27, 2024.",19,,
SB1526,2024R1,S,2024-02-06,SFR Committee ~ Public Hearing: Heard,,1,
SB1526,2024R1,S,2024-02-21,SFR Committee ~ Public Hearing: Heard,,2,
SB1526,2024R1,S,2024-02-22,SFR Committee ~ Work Session: Heard,,3,
SB1526,2024R1,S,2024-02-26,SFR Committee ~ Work Session: Heard and Reported Out,,4,
SB1526,2024R1,H,2024-03-05,HREV Committee ~ Public Hearing and Work Session: Heard and Reported Out,,5,
SB1526,2024R1,S,2024-02-05,Introduction and first reading. Referred to President's desk.,1,,
SB1526,2024R1,S,2024-02-05,Referred to Finance and Revenue.,2,,
SB1526,2024R1,S,2024-02-06,Public Hearing held.,3,,
SB1526,2024R1,S,2024-02-21,Public Hearing held.,4,,
SB1526,2024R1,S,2024-02-22,Work Session held.,5,,
SB1526,2024R1,S,2024-02-26,Work Session held.,6,,
SB1526,2024R1,S,2024-02-28,Recommendation: Do pass with amendments.  (Printed A-Eng.),7,,
SB1526,2024R1,S,2024-02-29,Second reading.,8,,
SB1526,2024R1,S,2024-03-01,Third reading.  Carried by Meek.  Passed.,9,,"Ayes, 30."
SB1526,2024R1,H,2024-03-04,First reading. Referred to Speaker's desk.,10,,
SB1526,2024R1,H,2024-03-04,Referred to Revenue.,11,,
SB1526,2024R1,H,2024-03-05,Public Hearing and Work Session held.,12,,
SB1526,2024R1,H,2024-03-06,Recommendation: Do pass.,13,,
SB1526,2024R1,H,2024-03-06,Second reading.,14,,
SB1526,2024R1,H,2024-03-06,Rules suspended. Third reading. Carried by Nathanson. Passed.,15,,"Ayes, 55; Excused, 4--Boshart Davis, Bynum, Cramer, Owens; Excused for Business of the House, 1--Hieb."
SB1526,2024R1,S,2024-03-12,President signed.,16,,
SB1526,2024R1,H,2024-03-13,Speaker signed.,17,,
SB1526,2024R1,S,2024-03-27,Governor signed.,18,,
SB1526,2024R1,S,2024-03-28,"Chapter 52, 2024 Laws.",19,,
SB1526,2024R1,S,2024-03-28,"Effective date, June 6, 2024.",20,,
SB1527,2024R1,S,2024-02-06,SFR Committee ~ Public Hearing: Heard,,1,
SB1527,2024R1,S,2024-02-12,SFR Committee ~ Work Session: Heard and Reported Out with Amendments,,2,
SB1527,2024R1,H,2024-02-29,HREV Committee ~ Public Hearing: Heard,,3,
SB1527,2024R1,H,2024-03-04,HREV Committee ~ Work Session: Heard and Reported Out,,4,
SB1527,2024R1,S,2024-02-05,Introduction and first reading. Referred to President's desk.,1,,
SB1527,2024R1,S,2024-02-05,Referred to Finance and Revenue.,2,,
SB1527,2024R1,S,2024-02-06,Public Hearing held.,3,,
SB1527,2024R1,S,2024-02-12,Work Session held.,4,,
SB1527,2024R1,S,2024-02-16,Recommendation: Do pass with amendments.  (Printed A-Eng.),5,,
SB1527,2024R1,S,2024-02-19,Second reading.,6,,
SB1527,2024R1,S,2024-02-20,Third reading.  Carried by Meek.  Passed.,7,,"Ayes, 30."
SB1527,2024R1,H,2024-02-21,First reading. Referred to Speaker's desk.,8,,
SB1527,2024R1,H,2024-02-21,Referred to Revenue.,9,,
SB1527,2024R1,H,2024-02-29,Public Hearing held.,10,,
SB1527,2024R1,H,2024-03-04,Work Session held.,11,,
SB1527,2024R1,H,2024-03-04,Recommendation: Do pass.,12,,
SB1527,2024R1,H,2024-03-05,Second reading.,13,,
SB1527,2024R1,H,2024-03-05,Rules suspended. Third reading. Carried by Breese-Iverson. Passed.,14,,"Ayes, 52; Excused, 4--Boshart Davis, Bynum, Cramer, Owens; Excused for Business of the House, 4--Hieb, Scharf, Sosa, Speaker Rayfield."
SB1527,2024R1,S,2024-03-07,President signed.,15,,
SB1527,2024R1,H,2024-03-07,Speaker signed.,16,,
SB1527,2024R1,S,2024-03-27,Governor signed.,17,,
SB1527,2024R1,S,2024-03-28,"Chapter 53, 2024 Laws.",18,,
SB1527,2024R1,S,2024-03-28,"Effective date, June 6, 2024.",19,,
SB1528,2024R1,S,2024-02-05,Introduction and first reading. Referred to President's desk.,1,,
SB1528,2024R1,S,2024-02-05,"Referred to Housing and Development, then Ways and Means.",2,,
SB1528,2024R1,S,2024-03-07,In committee upon adjournment.,3,,
SB1529,2024R1,S,2024-02-13,SHDEV Committee ~ Public Hearing and Work Session: Heard and Reported Out with Amendments,,1,
SB1529,2024R1,J,2024-02-27,JWMTR Committee ~ Work Session: Heard and Reported Out,,2,
SB1529,2024R1,J,2024-02-28,JWM Committee ~ Work Session: Heard and Reported Out,,3,
SB1529,2024R1,S,2024-02-05,Introduction and first reading. Referred to President's desk.,1,,
SB1529,2024R1,S,2024-02-05,"Referred to Housing and Development, then Ways and Means.",2,,
SB1529,2024R1,S,2024-02-13,Public Hearing and Work Session held.,3,,
SB1529,2024R1,S,2024-02-14,Recommendation: Do pass with amendments and be referred to Ways and Means by prior reference. (Printed A-Eng.),4,,
SB1529,2024R1,S,2024-02-14,Referred to Ways and Means by prior reference.,5,,
SB1529,2024R1,S,2024-02-24,Assigned to Subcommittee On Transportation and Economic Development.,6,,
SB1529,2024R1,S,2024-02-27,Returned to Full Committee.,7,,
SB1529,2024R1,S,2024-02-27,Work Session held.,8,,
SB1529,2024R1,S,2024-02-28,Work Session held.,9,,
SB1529,2024R1,S,2024-02-29,Recommendation: Do pass the A-Eng. bill.,10,,
SB1529,2024R1,S,2024-02-29,Second reading.,11,,
SB1529,2024R1,S,2024-02-29,Rules suspended. Third reading.  Carried by Jama.  Passed.,12,,"Ayes, 22; Nays, 6--Bonham, Boquist, Hayden, Linthicum, Robinson, Thatcher; Excused, 2--Gorsek, Hansell."
SB1529,2024R1,H,2024-02-29,First reading. Referred to Speaker's desk.,13,,
SB1529,2024R1,H,2024-02-29,Referred to Ways and Means.,14,,
SB1529,2024R1,H,2024-03-01,Recommendation: Do pass.,15,,
SB1529,2024R1,H,2024-03-04,Second reading.,16,,
SB1529,2024R1,H,2024-03-04,Rules suspended. Third reading. Carried by Dexter. Passed.,17,,"Ayes, 40; Nays, 14--Cate, Diehl, Elmer, Goodwin, Hieb, Levy B, Lewis, McIntire, Osborne, Reschke, Scharf, Stout, Wallan, Yunker; Absent, 1--Sanchez; Excused, 3--Boshart Davis, Cramer, Javadi; Excused for Business of the House, 2--Boice, Bynum."
SB1529,2024R1,S,2024-03-06,President signed.,18,,
SB1529,2024R1,H,2024-03-06,Speaker signed.,19,,
SB1529,2024R1,S,2024-04-17,Governor signed.,20,,
SB1529,2024R1,S,2024-04-18,"Chapter 108, 2024 Laws.",21,,
SB1529,2024R1,S,2024-04-18,"Effective date, April 17, 2024.",22,,
SB1530,2024R1,S,2024-02-13,SHDEV Committee ~ Public Hearing and Work Session: Heard and Reported Out with Amendments,,1,
SB1530,2024R1,J,2024-02-27,JWMTR Committee ~ Work Session: Heard and Reported Out,,2,
SB1530,2024R1,J,2024-02-28,JWM Committee ~ Work Session: Heard and Reported Out with Amendments,,3,
SB1530,2024R1,S,2024-02-05,Introduction and first reading. Referred to President's desk.,1,,
SB1530,2024R1,S,2024-02-05,"Referred to Housing and Development, then Ways and Means.",2,,
SB1530,2024R1,S,2024-02-13,Public Hearing and Work Session held.,3,,
SB1530,2024R1,S,2024-02-14,Recommendation: Do pass with amendments and be referred to Ways and Means by prior reference. (Printed A-Eng.),4,,
SB1530,2024R1,S,2024-02-14,Referred to Ways and Means by prior reference.,5,,
SB1530,2024R1,S,2024-02-24,Assigned to Subcommittee On Transportation and Economic Development.,6,,
SB1530,2024R1,S,2024-02-27,Returned to Full Committee.,7,,
SB1530,2024R1,S,2024-02-27,Work Session held.,8,,
SB1530,2024R1,S,2024-02-28,Work Session held.,9,,
SB1530,2024R1,S,2024-02-29,Recommendation: Do pass with amendments to the A-Eng. bill.  (Printed B-Eng.),10,,
SB1530,2024R1,S,2024-02-29,Rules suspended. Second reading.,11,,
SB1530,2024R1,S,2024-02-29,"Rules suspended. Third reading.  Carried by Anderson, Woods.  Passed.",12,,"Ayes, 21; Nays, 7--Bonham, Boquist, Hayden, Linthicum, Robinson, Smith DB, Thatcher; Excused, 2--Gorsek, Hansell."
SB1530,2024R1,S,2024-02-29,Knopp declared potential conflict of interest.,13,,
SB1530,2024R1,S,2024-02-29,"Vote explanation(s) filed by Boquist, Thatcher.",14,,
SB1530,2024R1,H,2024-02-29,First reading. Referred to Speaker's desk.,15,,
SB1530,2024R1,H,2024-02-29,Referred to Ways and Means.,16,,
SB1530,2024R1,H,2024-03-01,Recommendation: Do pass.,17,,
SB1530,2024R1,H,2024-03-04,Second reading.,18,,
SB1530,2024R1,H,2024-03-04,"Rules suspended. Third reading. Carried by Gomberg, Dexter. Passed.",19,,"Ayes, 52; Nays, 5--Cate, Hieb, Reschke, Stout, Yunker; Excused, 3--Boshart Davis, Cramer, Hartman."
SB1530,2024R1,S,2024-03-05,President signed.,20,,
SB1530,2024R1,H,2024-03-05,Speaker signed.,21,,
SB1530,2024R1,S,2024-04-17,Governor signed.,22,,
SB1530,2024R1,S,2024-04-18,"Chapter 109, 2024 Laws.",23,,
SB1530,2024R1,S,2024-04-18,"Effective date, April 17, 2024.",24,,
SB1531,2024R1,S,2024-02-08,SVEMFW Committee ~ Public Hearing: Heard,,1,
SB1531,2024R1,S,2024-02-13,SVEMFW Committee ~ Work Session: Heard and Reported Out,,2,
SB1531,2024R1,J,2024-02-19,JWMGG Committee ~ Work Session: Heard and Reported Out,,3,
SB1531,2024R1,J,2024-02-23,JWM Committee ~ Work Session: Heard and Reported Out,,4,
SB1531,2024R1,H,2024-03-06,HRULES Committee ~ Work Session: Heard and Reported Out with Amendments,,5,
SB1531,2024R1,S,2024-02-05,Introduction and first reading. Referred to President's desk.,1,,
SB1531,2024R1,S,2024-02-05,"Referred to Veterans, Emergency Management, Federal and World Affairs, then Ways and Means.",2,,
SB1531,2024R1,S,2024-02-08,Public Hearing held.,3,,
SB1531,2024R1,S,2024-02-13,Work Session held.,4,,
SB1531,2024R1,S,2024-02-14,Recommendation:  Do pass and be referred to Ways and Means by prior reference.,5,,
SB1531,2024R1,S,2024-02-14,Referred to Ways and Means by prior reference.,6,,
SB1531,2024R1,S,2024-02-18,Assigned to Subcommittee On General Government.,7,,
SB1531,2024R1,S,2024-02-19,Returned to Full Committee.,8,,
SB1531,2024R1,S,2024-02-19,Work Session held.,9,,
SB1531,2024R1,S,2024-02-23,Work Session held.,10,,
SB1531,2024R1,S,2024-02-26,Recommendation: Do pass.,11,,
SB1531,2024R1,S,2024-02-26,Second reading.,12,,
SB1531,2024R1,S,2024-02-27,Carried over to 02-28 by unanimous consent.,13,,
SB1531,2024R1,S,2024-02-28,Third reading.  Carried by Patterson.  Passed.,14,,"Ayes, 26; Nays, 4--Bonham, Boquist, Linthicum, Robinson."
SB1531,2024R1,H,2024-02-28,First reading. Referred to Speaker's desk.,15,,
SB1531,2024R1,S,2024-02-28,"Vote explanation(s) filed by Boquist, Robinson.",16,,
SB1531,2024R1,H,2024-02-28,Referred to Ways and Means.,17,,
SB1531,2024R1,H,2024-03-01,Recommendation: Do pass.,18,,
SB1531,2024R1,H,2024-03-04,Second reading.,19,,
SB1531,2024R1,H,2024-03-04,Motion to refer to Rules carried. Referred.,20,,
SB1531,2024R1,H,2024-03-04,Rules suspended. Third reading. Carried by Gomberg.,21,,
SB1531,2024R1,H,2024-03-06,Work Session held.,22,,
SB1531,2024R1,H,2024-03-06,Recommendation: Do pass with amendments and be printed A-Engrossed.,23,,
SB1531,2024R1,H,2024-03-06,Third reading. Carried by Gomberg. Passed.,24,,"Ayes, 55; Nays, 2--Cate, Scharf; Excused, 3--Boshart Davis, Cramer, Owens."
SB1531,2024R1,S,2024-03-07,Senate concurred in House amendments and repassed bill.,25,,"Ayes, 24; Nays, 4--Bonham, Boquist, Linthicum, Robinson; Excused, 2--Thatcher, Weber."
SB1531,2024R1,S,2024-03-12,President signed.,26,,
SB1531,2024R1,H,2024-03-13,Speaker signed.,27,,
SB1531,2024R1,S,2024-03-27,Governor signed.,28,,
SB1531,2024R1,S,2024-03-28,"Chapter 54, 2024 Laws.",29,,
SB1531,2024R1,S,2024-03-28,"Effective date, March 27, 2024.",30,,
SB1532,2024R1,S,2024-02-13,SED Committee ~ Work Session: Heard and Reported Out,,1,
SB1532,2024R1,S,2024-02-06,SED Committee ~ Public Hearing: Heard,,2,
