bill_id,session,chamber,action_date,action,order,comm_order,vote
SB0488,2023R1,H,2023-06-21,Second reading.,18,,
SB0488,2023R1,H,2023-06-21,"Rules suspended. Carried over to June 22, 2023 Calendar.",19,,
SB0488,2023R1,H,2023-06-22,Third reading. Carried by Pham K. Passed.,20,,"Ayes, 34; Nays, 21--Boice, Breese-Iverson, Cate, Conrad, Cramer, Elmer, Goodwin, Helfrich, Hieb, Javadi, Levy B, Lewis, Mannix, McIntire, Morgan, Osborne, Owens, Scharf, Smith G, Stout, Wallan; Excused, 5--Boshart Davis, Diehl, Nguyen H, Reschke, Wright."
SB0488,2023R1,S,2023-06-24,President signed.,21,,
SB0488,2023R1,H,2023-06-25,Speaker signed.,22,,
SB0488,2023R1,S,2023-06-20,Vote explanation(s) filed by Findley.,23,,
SB0488,2023R1,S,2023-08-04,Governor signed.,24,,
SB0488,2023R1,S,2023-08-22,"Chapter 612, 2023 Laws.",25,,
SB0488,2023R1,S,2023-08-22,"Effective date, September 24, 2023.",26,,
SB0489,2023R1,S,2023-03-16,SED Committee ~ Public Hearing: Heard,,1,
SB0489,2023R1,S,2023-03-23,SED Committee ~ Work Session: Not Heard,,2,
SB0489,2023R1,S,2023-03-28,SED Committee ~ Work Session: Not Heard,,3,
SB0489,2023R1,S,2023-03-30,SED Committee ~ Work Session: Not Heard,,4,
SB0489,2023R1,S,2023-04-04,SED Committee ~ Work Session: Heard and Reported Out,,5,
SB0489,2023R1,H,2023-05-10,HED Committee ~ Public Hearing: Heard,,6,
SB0489,2023R1,H,2023-05-15,HED Committee ~ Work Session: Heard and Reported Out,,7,
SB0489,2023R1,S,2023-01-09,Introduction and first reading. Referred to President's desk.,1,,
SB0489,2023R1,S,2023-01-11,Referred to Education.,2,,
SB0489,2023R1,S,2023-03-16,Public Hearing held.,3,,
SB0489,2023R1,S,2023-04-04,Work Session held.,4,,
SB0489,2023R1,S,2023-04-13,Recommendation: Do pass.,5,,
SB0489,2023R1,S,2023-04-13,Second reading.,6,,
SB0489,2023R1,S,2023-04-17,Third reading.  Carried by Gelser Blouin.  Passed.,7,,"Ayes, 18; Nays, 10--Bonham, Girod, Hansell, Hayden, Knopp, Linthicum, Robinson, Smith DB, Thatcher, Weber; Excused, 2--Findley, Gorsek."
SB0489,2023R1,H,2023-04-18,First reading. Referred to Speaker's desk.,8,,
SB0489,2023R1,S,2023-04-17,Vote explanation(s) filed by Robinson.,9,,
SB0489,2023R1,H,2023-04-20,Referred to Education.,10,,
SB0489,2023R1,H,2023-05-10,Public Hearing held.,11,,
SB0489,2023R1,H,2023-05-15,Work Session held.,12,,
SB0489,2023R1,H,2023-05-17,Recommendation: Do pass.,13,,
SB0489,2023R1,H,2023-05-18,Second reading.,14,,
SB0489,2023R1,H,2023-05-22,"Rules suspended. Carried over to May 23, 2023 Calendar.",15,,
SB0489,2023R1,H,2023-05-23,"Rules suspended. Carried over to May 24, 2023 Calendar.",16,,
SB0489,2023R1,H,2023-05-24,"Rules suspended. Carried over to May 25, 2023 Calendar.",17,,
SB0489,2023R1,H,2023-05-25,Third reading. Carried by Hudson. Passed.,18,,"Ayes, 33; Nays, 21--Boice, Breese-Iverson, Cate, Conrad, Cramer, Diehl, Elmer, Goodwin, Helfrich, Hieb, Levy B, Lewis, McIntire, Morgan, Osborne, Owens, Reschke, Smith G, Stout, Wallan, Wright; Excused, 6--Boshart Davis, Evans, Holvey, Javadi, Scharf, Sosa."
SB0489,2023R1,H,2023-05-25,Vote explanation(s) filed by Diehl.,19,,
SB0489,2023R1,S,2023-05-31,President signed.,20,,
SB0489,2023R1,H,2023-06-01,Speaker signed.,21,,
SB0489,2023R1,S,2023-06-07,Governor signed.,22,,
SB0489,2023R1,S,2023-06-14,"Chapter 180, 2023 Laws.",23,,
SB0489,2023R1,S,2023-06-14,"Effective date, January 1, 2024.",24,,
SB0490,2023R1,S,2023-03-01,SHC Committee ~ Public Hearing: Heard,,1,
SB0490,2023R1,S,2023-03-27,SHC Committee ~ Work Session: Heard and Reported Out with Amendments,,2,
SB0490,2023R1,J,2023-06-01,JWMED Committee ~ Work Session: Heard and Reported Out,,3,
SB0490,2023R1,J,2023-06-07,JWM Committee ~ Work Session: Heard and Reported Out with Amendments,,4,
SB0490,2023R1,S,2023-01-09,Introduction and first reading. Referred to President's desk.,1,,
SB0490,2023R1,S,2023-01-14,"Referred to Health Care, then Ways and Means.",2,,
SB0490,2023R1,S,2023-03-01,Public Hearing held.,3,,
SB0490,2023R1,S,2023-03-27,Work Session held.,4,,
SB0490,2023R1,S,2023-03-30,Recommendation: Do pass with amendments and be referred to Ways and Means by prior reference. (Printed A-Eng.),5,,
SB0490,2023R1,S,2023-03-30,Referred to Ways and Means by prior reference.,6,,
SB0490,2023R1,S,2023-05-24,Assigned to Subcommittee On Education.,7,,
SB0490,2023R1,S,2023-06-01,Returned to Full Committee.,8,,
SB0490,2023R1,S,2023-06-01,Work Session held.,9,,
SB0490,2023R1,S,2023-06-07,Work Session held.,10,,
SB0490,2023R1,S,2023-06-09,Recommendation: Do pass with amendments to the A-Eng. bill.  (Printed B-Eng.),11,,
SB0490,2023R1,S,2023-06-15,Second reading.,12,,
SB0490,2023R1,S,2023-06-16,Carried over to 06-20 by unanimous consent.,13,,
SB0490,2023R1,S,2023-06-20,Third reading.  Carried by Steiner.  Passed.,14,,"Ayes, 18; Nays, 7--Bonham, Findley, Girod, Hansell, Knopp, Smith DB, Weber; Absent, 5--Boquist, Hayden, Linthicum, Robinson, Thatcher."
SB0490,2023R1,H,2023-06-20,First reading. Referred to Speaker's desk.,15,,
SB0490,2023R1,H,2023-06-20,Referred to Ways and Means.,16,,
SB0490,2023R1,H,2023-06-21,Recommendation: Do pass.,17,,
SB0490,2023R1,H,2023-06-21,Second reading.,18,,
SB0490,2023R1,H,2023-06-21,"Rules suspended. Carried over to June 22, 2023 Calendar.",19,,
SB0490,2023R1,H,2023-06-22,Third reading. Carried by Reynolds. Passed.,20,,"Ayes, 34; Nays, 20--Boice, Breese-Iverson, Cate, Cramer, Elmer, Goodwin, Helfrich, Hieb, Javadi, Levy B, Lewis, Mannix, McIntire, Morgan, Osborne, Owens, Scharf, Smith G, Stout, Wallan; Excused, 5--Boshart Davis, Diehl, Nguyen H, Reschke, Wright; Excused for Business of the House, 1--Conrad."
SB0490,2023R1,S,2023-06-24,President signed.,21,,
SB0490,2023R1,H,2023-06-25,Speaker signed.,22,,
SB0490,2023R1,S,2023-06-20,Vote explanation(s) filed by Anderson.,23,,
SB0490,2023R1,S,2023-07-31,Governor signed.,24,,
SB0490,2023R1,S,2023-08-15,"Chapter 574, 2023 Laws.",25,,
SB0490,2023R1,S,2023-08-15,"Effective date, September 24, 2023.",26,,
SB0491,2023R1,S,2023-02-27,SHC Committee ~ Public Hearing: Heard,,1,
SB0491,2023R1,S,2023-03-20,SHC Committee ~ Work Session: Heard and Reported Out with Amendments,,2,
SB0491,2023R1,S,2023-01-09,Introduction and first reading. Referred to President's desk.,1,,
SB0491,2023R1,S,2023-01-14,Referred to Health Care.,2,,
SB0491,2023R1,S,2023-02-27,Public Hearing held.,3,,
SB0491,2023R1,S,2023-03-20,Work Session held.,4,,
SB0491,2023R1,S,2023-03-23,Recommendation: Without recommendation as to passage but w/amendments and return to President's desk for referral to another committee. (Printed A-Eng.),5,,
SB0491,2023R1,S,2023-03-23,Referred to Rules by order of the President.,6,,
SB0491,2023R1,S,2023-06-25,In committee upon adjournment.,7,,
SB0492,2023R1,S,2023-03-22,SHC Committee ~ Public Hearing: Not Heard,,1,
SB0492,2023R1,S,2023-03-27,SHC Committee ~ Public Hearing: Heard,,2,
SB0492,2023R1,S,2023-04-03,SHC Committee ~ Work Session: Heard and Reported Out with Amendments,,3,
SB0492,2023R1,S,2023-01-09,Introduction and first reading. Referred to President's desk.,1,,
SB0492,2023R1,S,2023-01-14,Referred to Health Care.,2,,
SB0492,2023R1,S,2023-03-27,Public Hearing held.,3,,
SB0492,2023R1,S,2023-04-03,Work Session held.,4,,
SB0492,2023R1,S,2023-04-06,Recommendation: Without recommendation as to passage but w/amendments and return to President's desk for referral to another committee. (Printed A-Eng.),5,,
SB0492,2023R1,S,2023-04-06,Referred to Rules by order of the President.,6,,
SB0492,2023R1,S,2023-06-25,In committee upon adjournment.,7,,
SB0493,2023R1,S,2023-01-24,SFR Committee ~ Work Session: Heard and Reported Out,,1,
SB0493,2023R1,S,2023-01-09,Introduction and first reading. Referred to President's desk.,1,,
SB0493,2023R1,S,2023-01-11,"Referred to Finance and Revenue, then Education.",2,,
SB0493,2023R1,S,2023-01-24,Work Session held.,3,,
SB0493,2023R1,S,2023-02-01,Recommedation: Without recommendation as to passage. Subsequent referral to Education rescinded and referred to Tax Expenditures by Order of President.,4,,
SB0493,2023R1,S,2023-06-25,In committee upon adjournment.,5,,
SB0494,2023R1,S,2023-01-09,Introduction and first reading. Referred to President's desk.,1,,
SB0494,2023R1,S,2023-01-13,Referred to Energy and Environment.,2,,
SB0494,2023R1,S,2023-06-25,In committee upon adjournment.,3,,
SB0495,2023R1,S,2023-01-09,Introduction and first reading. Referred to President's desk.,1,,
SB0495,2023R1,S,2023-01-14,Referred to Health Care.,2,,
SB0495,2023R1,S,2023-06-25,In committee upon adjournment.,3,,
SB0496,2023R1,S,2023-01-25,SHDEV Committee ~ Public Hearing: Heard,,1,
SB0496,2023R1,S,2023-02-08,SHDEV Committee ~ Work Session: Heard and Reported Out with Amendments,,2,
SB0496,2023R1,S,2023-01-09,Introduction and first reading. Referred to President's desk.,1,,
SB0496,2023R1,S,2023-01-12,"Referred to Housing and Development, then Ways and Means.",2,,
SB0496,2023R1,S,2023-01-25,Public Hearing held.,3,,
SB0496,2023R1,S,2023-02-08,Work Session held.,4,,
SB0496,2023R1,S,2023-02-09,Recommendation: Do pass with amendments and be referred to Ways and Means by prior reference. (Printed A-Eng.),5,,
SB0496,2023R1,S,2023-02-09,Referred to Ways and Means by prior reference.,6,,
SB0496,2023R1,S,2023-06-25,In committee upon adjournment.,7,,
SB0497,2023R1,S,2023-02-27,SHC Committee ~ Public Hearing: Heard,,1,
SB0497,2023R1,S,2023-03-06,SHC Committee ~ Work Session: Heard and Reported Out with Amendments,,2,
SB0497,2023R1,S,2023-01-09,Introduction and first reading. Referred to President's desk.,1,,
SB0497,2023R1,S,2023-01-14,Referred to Health Care.,2,,
SB0497,2023R1,S,2023-02-27,Public Hearing held.,3,,
SB0497,2023R1,S,2023-03-06,Work Session held.,4,,
SB0497,2023R1,S,2023-03-08,Recommendation: Do pass with amendments and be referred to Ways and Means. (Printed A-Eng.),5,,
SB0497,2023R1,S,2023-03-08,Referred to Ways and Means by order of the President.,6,,
SB0497,2023R1,S,2023-06-25,In committee upon adjournment.,7,,
SB0498,2023R1,S,2023-01-25,SFR Committee ~ Public Hearing: Heard,,1,
SB0498,2023R1,S,2023-04-18,SFR Committee ~ Public Hearing: Heard,,2,
SB0498,2023R1,S,2023-05-09,SFR Committee ~ Informational Meeting: Heard,,3,
SB0498,2023R1,S,2023-05-15,SFR Committee ~ Work Session: Not Heard,,4,
SB0498,2023R1,S,2023-05-31,SFR Committee ~ Work Session: Heard and Reported Out,,5,
SB0498,2023R1,H,2023-06-22,HREV Committee ~ Public Hearing: Heard,,6,
SB0498,2023R1,H,2023-06-22,HREV Committee ~ Work Session: Not Heard,,7,
SB0498,2023R1,H,2023-06-23,HREV Committee ~ Work Session: Heard and Reported Out,,8,
SB0498,2023R1,S,2023-01-09,Introduction and first reading. Referred to President's desk.,1,,
SB0498,2023R1,S,2023-01-14,Referred to Finance and Revenue.,2,,
SB0498,2023R1,S,2023-01-25,Public Hearing held.,3,,
SB0498,2023R1,S,2023-04-18,Public Hearing held.,4,,
SB0498,2023R1,S,2023-05-09,Informational Meeting held.,5,,
SB0498,2023R1,S,2023-05-31,Work Session held.,6,,
SB0498,2023R1,S,2023-06-02,Recommendation: Do pass with amendments.  (Printed A-Eng.),7,,
SB0498,2023R1,S,2023-06-15,Second reading.,8,,
SB0498,2023R1,S,2023-06-16,Carried over to 06-20 by unanimous consent.,9,,
SB0498,2023R1,S,2023-06-20,Third reading.  Carried by Hansell.  Passed.,10,,"Ayes, 16; Nays, 9--Campos, Dembrow, Frederick, Golden, Manning Jr, Patterson, Prozanski, Sollman, Taylor; Absent, 5--Boquist, Hayden, Linthicum, Robinson, Thatcher."
SB0498,2023R1,H,2023-06-20,First reading. Referred to Speaker's desk.,11,,
SB0498,2023R1,S,2023-06-20,"Vote explanation(s) filed by Anderson, Steiner.",12,,
SB0498,2023R1,H,2023-06-20,Referred to Revenue.,13,,
SB0498,2023R1,H,2023-06-22,Public Hearing held.,14,,
SB0498,2023R1,H,2023-06-23,Work Session held.,15,,
SB0498,2023R1,H,2023-06-23,Recommendation: Do pass.,16,,
SB0498,2023R1,H,2023-06-23,Second reading.,17,,
SB0498,2023R1,H,2023-06-23,"Rules suspended. Third reading. Carried by Levy B, Mannix. Passed.",18,,"Ayes, 35; Nays, 20--Andersen, Bowman, Chaichi, Dexter, Fahey, Gamba, Grayber, Holvey, Hudson, Kropf, Marsh, Nathanson, Nelson, Neron, Nosse, Pham K, Reynolds, Sanchez, Sosa, Valderrama; Excused, 5--Elmer, Morgan, Nguyen H, Reschke, Wright."
SB0498,2023R1,H,2023-06-23,"Vote explanation(s) filed by Andersen, Nathanson.",19,,
SB0498,2023R1,S,2023-06-27,President signed.,20,,
SB0498,2023R1,H,2023-06-29,Speaker signed.,21,,
SB0498,2023R1,S,2023-07-13,Governor signed.,22,,
SB0498,2023R1,S,2023-07-21,"Chapter 286, 2023 Laws.",23,,
SB0498,2023R1,S,2023-07-21,"Effective date, September 24, 2023.",24,,
SB0499,2023R1,S,2023-01-09,Introduction and first reading. Referred to President's desk.,1,,
SB0499,2023R1,S,2023-01-14,Referred to Rules.,2,,
SB0499,2023R1,S,2023-06-25,In committee upon adjournment.,3,,
SB0500,2023R1,S,2023-01-09,Introduction and first reading. Referred to President's desk.,1,,
SB0500,2023R1,S,2023-01-14,Referred to Rules.,2,,
SB0500,2023R1,S,2023-06-25,In committee upon adjournment.,3,,
SB0501,2023R1,S,2023-01-09,Introduction and first reading. Referred to President's desk.,1,,
SB0501,2023R1,S,2023-01-14,"Referred to Rules, then Ways and Means.",2,,
SB0501,2023R1,S,2023-06-25,In committee upon adjournment.,3,,
SB0502,2023R1,S,2023-03-27,SNR Committee ~ Work Session: Heard and Reported Out with Amendments,,1,
SB0502,2023R1,S,2023-05-31,SFR Committee ~ Public Hearing: Heard,,2,
SB0502,2023R1,S,2023-01-09,Introduction and first reading. Referred to President's desk.,1,,
SB0502,2023R1,S,2023-01-13,Referred to Natural Resources.,2,,
SB0502,2023R1,S,2023-03-27,Work Session held.,3,,
SB0502,2023R1,S,2023-03-31,Recommendation: Without recommendation as to passage but w/amendments and requesting referral to Finance and Revenue. (Printed A-Eng.),4,,
SB0502,2023R1,S,2023-03-31,Referred to Finance and Revenue by Order of the President.,5,,
SB0502,2023R1,S,2023-05-31,Public Hearing held.,6,,
SB0502,2023R1,S,2023-06-25,In committee upon adjournment.,7,,
SB0503,2023R1,S,2023-03-08,SHDEV Committee ~ Public Hearing: Heard,,1,
SB0503,2023R1,S,2023-03-15,SHDEV Committee ~ Work Session: Heard and Reported Out with Amendments,,2,
SB0503,2023R1,H,2023-04-13,HHOUSH Committee ~ Public Hearing: None,,3,
SB0503,2023R1,H,2023-04-18,HHOUSH Committee ~ Public Hearing: Heard,,4,
SB0503,2023R1,H,2023-05-11,HHOUSH Committee ~ Possible Work Session: Not Heard,,5,
SB0503,2023R1,S,2023-01-09,Introduction and first reading. Referred to President's desk.,1,,
SB0503,2023R1,S,2023-01-14,Referred to Housing and Development.,2,,
SB0503,2023R1,S,2023-03-08,Public Hearing held.,3,,
SB0503,2023R1,S,2023-03-15,Work Session held.,4,,
SB0503,2023R1,S,2023-03-17,Recommendation: Do pass with amendments.  (Printed A-Eng.),5,,
SB0503,2023R1,S,2023-03-20,Second reading.,6,,
SB0503,2023R1,S,2023-03-21,Third reading.  Carried by Golden.  Passed.,7,,"Ayes, 17; Nays, 12--Bonham, Boquist, Findley, Girod, Hansell, Hayden, Knopp, Linthicum, Robinson, Smith DB, Thatcher, Weber; Excused, 1--Gorsek."
SB0503,2023R1,H,2023-03-22,First reading. Referred to Speaker's desk.,8,,
SB0503,2023R1,H,2023-03-23,Referred to Housing and Homelessness.,9,,
SB0503,2023R1,H,2023-04-13,Public Hearing cancelled.,10,,
SB0503,2023R1,H,2023-04-18,Public Hearing held.,11,,
SB0503,2023R1,H,2023-06-25,In committee upon adjournment.,12,,
SB0504,2023R1,S,2023-01-09,Introduction and first reading. Referred to President's desk.,1,,
SB0504,2023R1,S,2023-01-14,Referred to Energy and Environment.,2,,
SB0504,2023R1,S,2023-06-25,In committee upon adjournment.,3,,
SB0505,2023R1,S,2023-02-06,SNR Committee ~ Public Hearing: Not Heard,,1,
SB0505,2023R1,S,2023-01-09,Introduction and first reading. Referred to President's desk.,1,,
SB0505,2023R1,S,2023-01-13,Referred to Natural Resources.,2,,
SB0505,2023R1,S,2023-06-25,In committee upon adjournment.,3,,
SB0506,2023R1,S,2023-01-09,Introduction and first reading. Referred to President's desk.,1,,
SB0506,2023R1,S,2023-01-14,Referred to Rules.,2,,
SB0506,2023R1,S,2023-06-25,In committee upon adjournment.,3,,
SB0507,2023R1,S,2023-01-25,SNR Committee ~ Public Hearing: Heard,,1,
SB0507,2023R1,S,2023-02-27,SNR Committee ~ Work Session: Heard and Reported Out with Amendments,,2,
SB0507,2023R1,H,2023-04-13,HALNRW Committee ~ Public Hearing: None,,3,
SB0507,2023R1,H,2023-04-20,HALNRW Committee ~ Public Hearing: Heard,,4,
SB0507,2023R1,H,2023-05-09,HALNRW Committee ~ Work Session: Not Heard,,5,
SB0507,2023R1,H,2023-05-16,HALNRW Committee ~ Work Session: Not Heard,,6,
SB0507,2023R1,H,2023-05-18,HALNRW Committee ~ Work Session: Heard and Reported Out,,7,
SB0507,2023R1,S,2023-01-09,Introduction and first reading. Referred to President's desk.,1,,
SB0507,2023R1,S,2023-01-13,Referred to Natural Resources.,2,,
SB0507,2023R1,S,2023-01-25,Public Hearing held.,3,,
SB0507,2023R1,S,2023-02-27,Work Session held.,4,,
SB0507,2023R1,S,2023-03-06,Recommendation: Do pass with amendments.  (Printed A-Eng.),5,,
SB0507,2023R1,S,2023-03-07,Second reading.,6,,
SB0507,2023R1,S,2023-03-08,Third reading.  Carried by Golden.  Passed.,7,,"Ayes, 29; Nays, 1--Robinson."
SB0507,2023R1,H,2023-03-09,First reading. Referred to Speaker's desk.,8,,
SB0507,2023R1,H,2023-03-10,"Referred to Agriculture, Land Use, Natural Resources, and Water.",9,,
SB0507,2023R1,H,2023-04-13,Public Hearing cancelled.,10,,
SB0507,2023R1,H,2023-04-20,Public Hearing held.,11,,
SB0507,2023R1,H,2023-05-18,Work Session held.,12,,
SB0507,2023R1,H,2023-05-22,Recommendation: Do pass.,13,,
SB0507,2023R1,H,2023-05-23,Second reading.,14,,
SB0507,2023R1,H,2023-05-24,"Rules suspended, taken from 05-24 Calendar and placed on Consent Calendar for 05-25.",15,,
SB0507,2023R1,H,2023-05-25,Read third time under Consent Calendar. Passed.,16,,"Ayes, 54; Excused, 6--Boshart Davis, Evans, Holvey, Javadi, Scharf, Sosa."
SB0507,2023R1,S,2023-05-31,President signed.,17,,
SB0507,2023R1,H,2023-06-01,Speaker signed.,18,,
SB0507,2023R1,S,2023-06-07,Governor signed.,19,,
SB0507,2023R1,S,2023-06-14,"Chapter 181, 2023 Laws.",20,,
SB0507,2023R1,S,2023-06-14,Effective on the 91st day following adjournment sine die.,21,,
SB0508,2023R1,S,2023-01-09,Introduction and first reading. Referred to President's desk.,1,,
SB0508,2023R1,S,2023-01-14,Referred to Rules.,2,,
SB0508,2023R1,S,2023-06-25,In committee upon adjournment.,3,,
SB0509,2023R1,S,2023-02-06,SNR Committee ~ Public Hearing: Heard,,1,
SB0509,2023R1,S,2023-03-08,SNR Committee ~ Work Session: Heard and Reported Out with Amendments,,2,
SB0509,2023R1,S,2023-01-09,Introduction and first reading. Referred to President's desk.,1,,
SB0509,2023R1,S,2023-01-13,Referred to Natural Resources.,2,,
SB0509,2023R1,S,2023-02-06,Public Hearing held.,3,,
SB0509,2023R1,S,2023-03-08,Work Session held.,4,,
SB0509,2023R1,S,2023-03-20,Recommendation: Do pass with amendments and be referred to Ways and Means. (Printed A-Eng.),5,,
SB0509,2023R1,S,2023-03-20,Referred to Ways and Means by order of the President.,6,,
SB0509,2023R1,S,2023-06-25,In committee upon adjournment.,7,,
SB0510,2023R1,S,2023-02-07,SRULES Committee ~ Public Hearing: Heard,,1,
SB0510,2023R1,S,2023-02-21,SRULES Committee ~ Work Session: Heard and Reported Out,,2,
SB0510,2023R1,J,2023-03-28,JWMGG Committee ~ Work Session: Heard and Reported Out,,3,
SB0510,2023R1,J,2023-04-07,JWM Committee ~ Work Session: Heard and Reported Out,,4,
SB0510,2023R1,H,2023-04-27,HEMGGV Committee ~ Work Session: Heard and Reported Out,,5,
SB0510,2023R1,S,2023-01-09,Introduction and first reading. Referred to President's desk.,1,,
SB0510,2023R1,S,2023-01-14,Referred to Rules.,2,,
SB0510,2023R1,S,2023-02-07,Public Hearing held.,3,,
SB0510,2023R1,S,2023-02-21,Work Session held.,4,,
SB0510,2023R1,S,2023-02-27,Recommendation: Do Pass and be referred to Ways and Means.,5,,
SB0510,2023R1,S,2023-02-27,Referred to Ways and Means by order of the President.,6,,
SB0510,2023R1,S,2023-03-24,Assigned to Subcommittee On General Government.,7,,
SB0510,2023R1,S,2023-03-28,Returned to Full Committee.,8,,
SB0510,2023R1,S,2023-03-28,Work Session held.,9,,
SB0510,2023R1,S,2023-04-07,Work Session held.,10,,
SB0510,2023R1,S,2023-04-12,Recommendation: Do pass.,11,,
SB0510,2023R1,S,2023-04-12,Second reading.,12,,
SB0510,2023R1,S,2023-04-13,Carried over to 04-17 by unanimous consent.,13,,
SB0510,2023R1,S,2023-04-17,Third reading.  Carried by Thatcher.  Passed.,14,,"Ayes, 28; Excused, 2--Findley, Gorsek."
SB0510,2023R1,H,2023-04-18,First reading. Referred to Speaker's desk.,15,,
SB0510,2023R1,H,2023-04-20,"Referred to Emergency Management, General Government, and Veterans.",16,,
SB0510,2023R1,H,2023-04-27,Work Session held.,17,,
SB0510,2023R1,H,2023-05-01,"Without recommendation as to passage and be referred to
Ways and Means.",18,,
SB0510,2023R1,H,2023-05-01,Referred to Ways and Means by order of Speaker.,19,,
SB0510,2023R1,H,2023-05-12,Recommendation: Do pass.,20,,
SB0510,2023R1,H,2023-05-15,Second reading.,21,,
SB0510,2023R1,H,2023-05-16,"Rules suspended. Carried over to May 17, 2023 Calendar.",22,,
SB0510,2023R1,H,2023-05-17,"Rules suspended. Carried over to May 18, 2023 Calendar.",23,,
SB0510,2023R1,H,2023-05-18,"Rules suspended. Carried over to May 22, 2023 Calendar.",24,,
SB0510,2023R1,H,2023-05-22,"Rules suspended. Carried over to May 23, 2023 Calendar.",25,,
SB0510,2023R1,H,2023-05-23,Third reading. Carried by Bynum. Passed.,26,,"Ayes, 45; Excused, 1--Evans; Excused for Business of the House, 14--Boshart Davis, Conrad, Cramer, Elmer, Helfrich, Javadi, Morgan, Nathanson, Nguyen D, Owens, Ruiz, Sanchez, Wallan, Speaker Rayfield."
SB0510,2023R1,S,2023-05-25,President signed.,27,,
SB0510,2023R1,H,2023-05-25,Speaker signed.,28,,
SB0510,2023R1,S,2023-06-06,Governor signed.,29,,
SB0510,2023R1,S,2023-06-14,"Chapter 155, 2023 Laws.",30,,
SB0510,2023R1,S,2023-06-14,Effective on the 91st day following adjournment sine die.,31,,
SB0511,2023R1,S,2023-01-09,Introduction and first reading. Referred to President's desk.,1,,
SB0511,2023R1,S,2023-01-14,Referred to Health Care.,2,,
SB0511,2023R1,S,2023-06-25,In committee upon adjournment.,3,,
SB0512,2023R1,J,2023-03-02,JCT Committee ~ Public Hearing: Heard,,1,
SB0512,2023R1,S,2023-01-09,Introduction and first reading. Referred to President's desk.,1,,
SB0512,2023R1,S,2023-01-14,Referred to Transportation.,2,,
SB0512,2023R1,S,2023-03-02,Public Hearing held.,3,,
SB0512,2023R1,S,2023-06-25,In committee upon adjournment.,4,,
SB0513,2023R1,S,2023-01-09,Introduction and first reading. Referred to President's desk.,1,,
SB0513,2023R1,S,2023-01-14,Referred to Health Care.,2,,
SB0513,2023R1,S,2023-06-25,In committee upon adjournment.,3,,
SB0514,2023R1,S,2023-02-13,SHC Committee ~ Public Hearing: Heard,,1,
SB0514,2023R1,S,2023-03-01,SHC Committee ~ Work Session: Heard and Reported Out,,2,
SB0514,2023R1,S,2023-01-09,Introduction and first reading. Referred to President's desk.,1,,
SB0514,2023R1,S,2023-01-12,"Referred to Health Care, then Ways and Means.",2,,
SB0514,2023R1,S,2023-02-13,Public Hearing held.,3,,
SB0514,2023R1,S,2023-03-01,Work Session held.,4,,
SB0514,2023R1,S,2023-03-07,Recommendation:  Do pass and be referred to Ways and Means by prior reference.,5,,
SB0514,2023R1,S,2023-03-07,Referred to Ways and Means by prior reference.,6,,
SB0514,2023R1,S,2023-06-25,In committee upon adjournment.,7,,
SB0515,2023R1,S,2023-02-01,SFR Committee ~ Public Hearing: Heard,,1,
SB0515,2023R1,S,2023-03-22,SFR Committee ~ Public Hearing: Heard,,2,
SB0515,2023R1,S,2023-01-09,Introduction and first reading. Referred to President's desk.,1,,
SB0515,2023R1,S,2023-01-14,Referred to Finance and Revenue.,2,,
SB0515,2023R1,S,2023-02-01,Public Hearing held.,3,,
SB0515,2023R1,S,2023-03-22,Public Hearing held.,4,,
SB0515,2023R1,S,2023-06-25,In committee upon adjournment.,5,,
SB0516,2023R1,S,2023-01-09,Introduction and first reading. Referred to President's desk.,1,,
SB0516,2023R1,S,2023-01-11,Referred to Education.,2,,
SB0516,2023R1,S,2023-06-25,In committee upon adjournment.,3,,
SB0517,2023R1,S,2023-02-23,SED Committee ~ Public Hearing: None,,1,
SB0517,2023R1,S,2023-03-28,SED Committee ~ Public Hearing: Heard,,2,
SB0517,2023R1,S,2023-04-04,SED Committee ~ Work Session: Heard and Reported Out with Amendments,,3,
SB0517,2023R1,S,2023-01-09,Introduction and first reading. Referred to President's desk.,1,,
SB0517,2023R1,S,2023-01-11,Referred to Education.,2,,
SB0517,2023R1,S,2023-02-23,Public Hearing Cancelled.,3,,
SB0517,2023R1,S,2023-03-28,Public Hearing held.,4,,
SB0517,2023R1,S,2023-04-04,Work Session held.,5,,
SB0517,2023R1,S,2023-05-01,Recommendation: Do pass with amendments.  (Printed A-Eng.),6,,
SB0517,2023R1,S,2023-05-01,Referred to Ways and Means by order of the President.,7,,
SB0517,2023R1,S,2023-06-25,In committee upon adjournment.,8,,
SB0518,2023R1,S,2023-03-02,SED Committee ~ Public Hearing: Heard,,1,
SB0518,2023R1,S,2023-03-23,SED Committee ~ Work Session: Not Heard,,2,
SB0518,2023R1,S,2023-03-28,SED Committee ~ Work Session: Not Heard,,3,
SB0518,2023R1,S,2023-03-30,SED Committee ~ Work Session: Not Heard,,4,
SB0518,2023R1,S,2023-04-04,SED Committee ~ Work Session: Not Heard,,5,
SB0518,2023R1,S,2023-01-09,Introduction and first reading. Referred to President's desk.,1,,
SB0518,2023R1,S,2023-01-11,Referred to Education.,2,,
SB0518,2023R1,S,2023-03-02,Public Hearing held.,3,,
SB0518,2023R1,S,2023-06-25,In committee upon adjournment.,4,,
SB0519,2023R1,S,2023-03-02,SJUD Committee ~ Public Hearing: Heard,,1,
