bill_id,session,chamber,action_date,action,order,comm_order,vote
HCR0001,2023R1,H,2023-01-24,HRULES Committee ~ Public Hearing: Heard,,1,
HCR0001,2023R1,H,2023-01-31,HRULES Committee ~ Work Session: Heard and Reported Out,,2,
HCR0001,2023R1,S,2023-03-16,SRULES Committee ~ Public Hearing and Work Session: Heard and Reported Out,,3,
HCR0001,2023R1,H,2023-01-09,First reading. Referred to Speaker's desk.,1,,
HCR0001,2023R1,H,2023-01-12,Referred to Rules.,2,,
HCR0001,2023R1,H,2023-01-24,Public Hearing held.,3,,
HCR0001,2023R1,H,2023-01-31,Work Session held.,4,,
HCR0001,2023R1,H,2023-02-03,Recommendation: Be adopted.,5,,
HCR0001,2023R1,H,2023-02-07,Made a Special Order of Business on 02-23 Calendar.,6,,
HCR0001,2023R1,H,2023-02-23,"Carried over to February 28, 2023 Calendar by virtue of adjournment.",7,,
HCR0001,2023R1,H,2023-02-28,Made a Special Order of Business on 03-02 Calendar.,8,,
HCR0001,2023R1,H,2023-03-02,Read as Special Order of Business. Carried by Marsh. Adopted.,9,,"Ayes, 56; Excused, 4--Breese-Iverson, Helfrich, Kropf, Scharf."
HCR0001,2023R1,S,2023-03-06,First reading. Referred to President's desk.,10,,
HCR0001,2023R1,S,2023-03-08,Referred to Rules.,11,,
HCR0001,2023R1,S,2023-03-16,Public Hearing and Work Session held.,12,,
HCR0001,2023R1,S,2023-03-21,Recommendation: Do adopt.,13,,
HCR0001,2023R1,S,2023-03-21,Second reading.,14,,
HCR0001,2023R1,S,2023-03-22,Made a Special Order of Business by voice vote.,15,,
HCR0001,2023R1,S,2023-03-22,Final reading.  Carried by Golden.  Adopted.,16,,"Ayes, 29; Excused, 1--Gorsek."
HCR0001,2023R1,H,2023-03-23,Speaker signed.,17,,
HCR0001,2023R1,S,2023-03-27,President signed.,18,,
HCR0001,2023R1,H,2023-03-27,Filed with Secretary of State.,19,,
HJM0001,2023R1,H,2023-01-09,First reading. Referred to Speaker's desk.,1,,
HJM0001,2023R1,H,2023-01-12,Referred to Rules.,2,,
HJM0001,2023R1,H,2023-06-25,In committee upon adjournment.,3,,
HJR0001,2023R1,H,2023-01-09,First reading. Referred to Speaker's desk.,1,,
HJR0001,2023R1,H,2023-01-12,Referred to Rules.,2,,
HJR0001,2023R1,H,2023-06-25,In committee upon adjournment.,3,,
HR0001,2023R1,H,2023-05-03,First reading. Referred to Speaker's desk.,1,,
HR0001,2023R1,H,2023-05-04,Referred to Rules.,2,,
HR0001,2023R1,H,2023-06-25,In committee upon adjournment.,3,,
SB0001,2023R1,S,2023-01-31,SFR Committee ~ Public Hearing: Heard,,1,
SB0001,2023R1,S,2023-02-28,SFR Committee ~ Work Session: Not Heard,,2,
SB0001,2023R1,S,2023-04-03,SFR Committee ~ Work Session: Heard and Reported Out,,3,
SB0001,2023R1,J,2023-06-06,JWMGG Committee ~ Work Session: Heard and Reported Out,,4,
SB0001,2023R1,J,2023-06-09,JWM Committee ~ Work Session: Heard and Reported Out with Amendments,,5,
SB0001,2023R1,S,2023-01-09,Introduction and first reading. Referred to President's desk.,1,,
SB0001,2023R1,S,2023-01-14,Referred to Finance and Revenue.,2,,
SB0001,2023R1,S,2023-01-31,Public Hearing held.,3,,
SB0001,2023R1,S,2023-04-03,Work Session held.,4,,
SB0001,2023R1,S,2023-04-11,Recommendation: Do pass with amendments and be referred to Ways and Means. (Printed A-Eng.),5,,
SB0001,2023R1,S,2023-04-11,Referred to Ways and Means by order of the President.,6,,
SB0001,2023R1,S,2023-05-24,Assigned to Subcommittee On General Government.,7,,
SB0001,2023R1,S,2023-06-06,Returned to Full Committee.,8,,
SB0001,2023R1,S,2023-06-06,Work Session held.,9,,
SB0001,2023R1,S,2023-06-09,Work Session held.,10,,
SB0001,2023R1,S,2023-06-12,Recommendation: Do pass with amendments to the A-Eng. bill.  (Printed B-Eng.),11,,
SB0001,2023R1,S,2023-06-15,Second reading.,12,,
SB0001,2023R1,S,2023-06-16,Carried over to 06-20 by unanimous consent.,13,,
SB0001,2023R1,S,2023-06-20,Third reading.  Carried by President Wagner.  Passed.,14,,"Ayes, 17; Nays, 8--Anderson, Bonham, Findley, Girod, Hansell, Knopp, Smith DB, Weber; Absent, 5--Boquist, Hayden, Linthicum, Robinson, Thatcher."
SB0001,2023R1,H,2023-06-20,First reading. Referred to Speaker's desk.,15,,
SB0001,2023R1,H,2023-06-20,Referred to Ways and Means.,16,,
SB0001,2023R1,H,2023-06-21,Recommendation: Do pass.,17,,
SB0001,2023R1,H,2023-06-21,Second reading.,18,,
SB0001,2023R1,H,2023-06-21,Rules suspended. Third reading. Carried by Pham K. Passed.,19,,"Ayes, 31; Nays, 18--Boice, Breese-Iverson, Cate, Conrad, Elmer, Evans, Goodwin, Helfrich, Hieb, Javadi, Lewis, Mannix, McIntire, Morgan, Owens, Smith G, Stout, Wallan; Excused, 10--Boshart Davis, Cramer, Diehl, Levy B, Lively, Nguyen D, Osborne, Reschke, Scharf, Wright; Excused for Business of the House, 1--Speaker Rayfield."
SB0001,2023R1,S,2023-06-23,President signed.,20,,
SB0001,2023R1,H,2023-06-23,Speaker signed.,21,,
SB0001,2023R1,S,2023-06-20,Vote explanation(s) filed by Knopp.,22,,
SB0001,2023R1,S,2023-07-31,Governor signed.,23,,
SB0001,2023R1,S,2023-08-15,"Chapter 563, 2023 Laws.",24,,
SB0001,2023R1,S,2023-08-15,"Effective date, September 24, 2023.",25,,
SCR0001,2023R1,S,2023-02-02,SRULES Committee ~ Public Hearing: Heard,,1,
SCR0001,2023R1,S,2023-02-07,SRULES Committee ~ Work Session: Heard and Reported Out,,2,
SCR0001,2023R1,H,2023-03-07,HRULES Committee ~ Public Hearing: Heard,,3,
SCR0001,2023R1,H,2023-03-14,HRULES Committee ~ Work Session: Heard and Reported Out,,4,
SCR0001,2023R1,S,2023-01-09,Introduction and first reading. Referred to President's desk.,1,,
SCR0001,2023R1,S,2023-01-13,Referred to Rules.,2,,
SCR0001,2023R1,S,2023-02-02,Public Hearing held.,3,,
SCR0001,2023R1,S,2023-02-07,Work Session held.,4,,
SCR0001,2023R1,S,2023-02-13,Recommendation: Do adopt.,5,,
SCR0001,2023R1,S,2023-02-13,Second reading.,6,,
SCR0001,2023R1,S,2023-02-14,Carried over to 02-15 by unanimous consent.,7,,
SCR0001,2023R1,S,2023-02-15,Carried over to 02-16 by unanimous consent.,8,,
SCR0001,2023R1,S,2023-02-16,Carried over to 02-20 by unanimous consent.,9,,
SCR0001,2023R1,S,2023-02-20,Final reading.  Carried by Lieber.  Adopted.,10,,"Ayes, 22; Nays, 8--Bonham, Boquist, Girod, Linthicum, Robinson, Smith DB, Thatcher, Weber."
SCR0001,2023R1,S,2023-02-20,"Vote explanation(s) filed by Boquist, Robinson.",11,,
SCR0001,2023R1,H,2023-02-21,First reading. Referred to Speaker's desk.,12,,
SCR0001,2023R1,H,2023-02-23,Referred to Rules.,13,,
SCR0001,2023R1,H,2023-03-07,Public Hearing held.,14,,
SCR0001,2023R1,H,2023-03-14,Work Session held.,15,,
SCR0001,2023R1,H,2023-03-21,Recommendation: Be adopted.,16,,
SCR0001,2023R1,H,2023-03-22,Read. Carried by Bowman. Adopted.,17,,"Ayes, 53; Nays, 3--Cate, Hieb, Morgan; Excused, 4--Goodwin, Levy E, Reschke, Smith G."
SCR0001,2023R1,S,2023-03-23,President signed.,18,,
SCR0001,2023R1,H,2023-03-23,Speaker signed.,19,,
SCR0001,2023R1,H,2023-03-22,Vote explanation(s) filed by Morgan.,20,,
SCR0001,2023R1,S,2023-03-27,Filed With Secretary of State.,21,,
SJM0001,2023R1,S,2023-01-09,Introduction and first reading. Referred to President's desk.,1,,
SJM0001,2023R1,S,2023-01-12,"Referred to Veterans, Emergency Management, Federal and World Affairs.",2,,
SJM0001,2023R1,S,2023-04-18,"Motion to withdraw from committee on Veterans, Emergency Management, Federal and World Affairs failed.",3,,"Ayes, 12; Nays, 16--Campos, Dembrow, Frederick, Gelser Blouin, Golden, Jama, Lieber, Manning Jr, Meek, Patterson, Prozanski, Sollman, Steiner, Taylor, Woods, President Wagner; Excused, 2--Findley, Gorsek."
SJM0001,2023R1,S,2023-04-18,Vote explanation(s) filed by Campos.,4,,
SJM0001,2023R1,S,2023-06-25,In committee upon adjournment.,5,,
SJR0001,2023R1,S,2023-01-09,Introduction and first reading. Referred to President's desk.,1,,
SJR0001,2023R1,S,2023-01-13,Referred to Rules.,2,,
SJR0001,2023R1,S,2023-06-25,In committee upon adjournment.,3,,
SR0001,2023R1,S,2023-02-27,Introduction and first reading. Referred to President's desk.,1,,
SR0001,2023R1,S,2023-03-01,Referred to Rules.,2,,
SR0001,2023R1,S,2023-06-25,In committee upon adjournment.,3,,
HCR0002,2023R1,H,2023-01-24,HRULES Committee ~ Public Hearing and Work Session: Heard and Reported Out,,1,
HCR0002,2023R1,S,2023-02-21,SRULES Committee ~ Public Hearing and Work Session: Heard and Reported Out,,2,
HCR0002,2023R1,H,2023-01-09,First reading. Referred to Speaker's desk.,1,,
HCR0002,2023R1,H,2023-01-12,Referred to Rules.,2,,
HCR0002,2023R1,H,2023-01-24,Public Hearing and Work Session held.,3,,
HCR0002,2023R1,H,2023-01-25,Recommendation: Be adopted.,4,,
HCR0002,2023R1,H,2023-01-26,Read. Carried by Wright. Adopted.,5,,"Ayes, 58; Excused, 1--Pham H."
HCR0002,2023R1,S,2023-01-31,First reading. Referred to President's desk.,6,,
HCR0002,2023R1,S,2023-02-02,Referred to Rules.,7,,
HCR0002,2023R1,S,2023-02-21,Public Hearing and Work Session held.,8,,
HCR0002,2023R1,S,2023-02-27,Recommendation: Do adopt.,9,,
HCR0002,2023R1,S,2023-02-27,Second reading.,10,,
HCR0002,2023R1,S,2023-02-28,"Taken from 02-28 Calendar and placed on 03-21 Calendar as a Special Order of Business. Ayes, 28; Excused, 2--Robinson, Thatcher.",11,,
HCR0002,2023R1,S,2023-03-21,"Under Special Order of Business,Final reading.  Carried by Smith DB.  Adopted.",12,,"Ayes, 29; Excused, 1--Gorsek."
HCR0002,2023R1,H,2023-03-22,Speaker signed.,13,,
HCR0002,2023R1,S,2023-03-22,President signed.,14,,
HCR0002,2023R1,H,2023-03-22,Filed with Secretary of State.,15,,
HJM0002,2023R1,H,2023-02-28,First reading. Referred to Speaker's desk.,1,,
HJM0002,2023R1,H,2023-03-03,Referred to Rules.,2,,
HJM0002,2023R1,H,2023-06-25,In committee upon adjournment.,3,,
HJR0002,2023R1,H,2023-01-09,First reading. Referred to Speaker's desk.,1,,
HJR0002,2023R1,H,2023-01-12,Referred to Rules.,2,,
HJR0002,2023R1,H,2023-06-25,In committee upon adjournment.,3,,
HR0002,2023R1,H,2023-05-03,First reading. Referred to Speaker's desk.,1,,
HR0002,2023R1,H,2023-05-04,Referred to Rules.,2,,
HR0002,2023R1,H,2023-06-25,In committee upon adjournment.,3,,
SB0002,2023R1,S,2023-03-21,SFR Committee ~ Public Hearing: Heard,,1,
SB0002,2023R1,S,2023-03-01,Introduction and first reading. Referred to President's desk.,1,,
SB0002,2023R1,S,2023-03-02,Referred to Finance and Revenue.,2,,
SB0002,2023R1,S,2023-03-21,Public Hearing held.,3,,
SB0002,2023R1,S,2023-06-25,In committee upon adjournment.,4,,
SCR0002,2023R1,S,2023-01-31,SVEMFW Committee ~ Public Hearing: Heard,,1,
SCR0002,2023R1,S,2023-02-14,SVEMFW Committee ~ Work Session: Heard and Reported Out,,2,
SCR0002,2023R1,H,2023-03-07,HRULES Committee ~ Public Hearing: Heard,,3,
SCR0002,2023R1,H,2023-03-14,HRULES Committee ~ Work Session: Heard and Reported Out,,4,
SCR0002,2023R1,S,2023-01-09,Introduction and first reading. Referred to President's desk.,1,,
SCR0002,2023R1,S,2023-01-15,"Referred to Veterans, Emergency Management, Federal and World Affairs.",2,,
SCR0002,2023R1,S,2023-01-31,Public Hearing held.,3,,
SCR0002,2023R1,S,2023-02-14,Work Session held.,4,,
SCR0002,2023R1,S,2023-02-15,Recommendation: Do adopt with amendments.  (Printed A-Eng.),5,,
SCR0002,2023R1,S,2023-02-16,Second reading.,6,,
SCR0002,2023R1,S,2023-02-20,Carried over to 02-21 by unanimous consent.,7,,
SCR0002,2023R1,S,2023-02-21,Carried over to 02-22 by unanimous consent.,8,,
SCR0002,2023R1,S,2023-02-22,Final reading.  Carried by Thatcher.  Adopted.,9,,"Ayes, 27; Excused, 3--Hansell, Linthicum, Robinson."
SCR0002,2023R1,H,2023-02-28,First reading. Referred to Speaker's desk.,10,,
SCR0002,2023R1,H,2023-03-03,Referred to Rules.,11,,
SCR0002,2023R1,H,2023-03-07,Public Hearing held.,12,,
SCR0002,2023R1,H,2023-03-14,Work Session held.,13,,
SCR0002,2023R1,H,2023-03-21,Recommendation: Be adopted.,14,,
SCR0002,2023R1,H,2023-03-22,Rules suspended. Made a Special Order of Business immediately.,15,,
SCR0002,2023R1,H,2023-03-22,Read as Special Order of Business. Carried by Evans. Adopted.,16,,"Ayes, 56; Excused, 4--Goodwin, Levy E, Reschke, Smith G."
SCR0002,2023R1,S,2023-03-23,President signed.,17,,
SCR0002,2023R1,H,2023-03-23,Speaker signed.,18,,
SCR0002,2023R1,S,2023-03-27,Filed With Secretary of State.,19,,
SJM0002,2023R1,S,2023-01-09,Introduction and first reading. Referred to President's desk.,1,,
SJM0002,2023R1,S,2023-01-15,Referred to Rules.,2,,
SJM0002,2023R1,S,2023-06-25,In committee upon adjournment.,3,,
SJR0002,2023R1,S,2023-01-09,Introduction and first reading. Referred to President's desk.,1,,
SJR0002,2023R1,S,2023-01-13,Referred to Transportation.,2,,
SJR0002,2023R1,S,2023-06-25,In committee upon adjournment.,3,,
SR0002,2023R1,S,2023-04-17,Introduction and first reading. Referred to President's desk.,1,,
SR0002,2023R1,S,2023-04-19,Referred to Rules.,2,,
SR0002,2023R1,S,2023-06-25,In committee upon adjournment.,3,,
HCR0003,2023R1,H,2023-01-09,First reading. Referred to Speaker's desk.,1,,
HCR0003,2023R1,H,2023-01-12,Referred to Rules.,2,,
HCR0003,2023R1,H,2023-06-25,In committee upon adjournment.,3,,
HJM0003,2023R1,H,2023-05-23,HRULES Committee ~ Public Hearing: Heard,,1,
HJM0003,2023R1,H,2023-06-01,HRULES Committee ~ Work Session: Heard and Reported Out,,2,
HJM0003,2023R1,S,2023-06-21,SRULES Committee ~ Public Hearing and Work Session: Heard and Reported Out,,3,
HJM0003,2023R1,H,2023-05-15,First reading. Referred to Speaker's desk.,1,,
HJM0003,2023R1,H,2023-05-15,Referred to Rules.,2,,
HJM0003,2023R1,H,2023-05-23,Public Hearing held.,3,,
HJM0003,2023R1,H,2023-06-01,Work Session held.,4,,
HJM0003,2023R1,H,2023-06-02,Recommendation: Be adopted.,5,,
HJM0003,2023R1,H,2023-06-05,"Carried over to June 7, 2023 Calendar by virtue of adjournment.",6,,
HJM0003,2023R1,H,2023-06-07,"Rules suspended. Carried over to June 8, 2023 Calendar.",7,,
HJM0003,2023R1,H,2023-06-08,"Rules suspended. Carried over to June 9, 2023 Calendar.",8,,
HJM0003,2023R1,H,2023-06-09,"Carried over to June 13, 2023 Calendar by virtue of adjournment.",9,,
HJM0003,2023R1,H,2023-06-13,Read. Carried by Fahey. Adopted.,10,,"Ayes, 36; Nays, 22--Boice, Boshart Davis, Breese-Iverson, Cate, Cramer, Diehl, Elmer, Goodwin, Helfrich, Hieb, Javadi, Levy B, Lewis, McIntire, Morgan, Osborne, Owens, Reschke, Scharf, Smith G, Stout, Wright; Excused, 1--Bynum; Excused for Business of the House, 1--Kropf."
HJM0003,2023R1,S,2023-06-15,First reading. Referred to President's desk.,11,,
HJM0003,2023R1,S,2023-06-20,Referred to Rules.,12,,
HJM0003,2023R1,S,2023-06-21,Public Hearing and Work Session held.,13,,
HJM0003,2023R1,S,2023-06-22,Recommendation: Do adopt.,14,,
HJM0003,2023R1,S,2023-06-22,Second reading.,15,,
HJM0003,2023R1,S,2023-06-23,Carried over to 06-24 by unanimous consent.,16,,
HJM0003,2023R1,S,2023-06-24,Final reading.  Carried by Knopp.  Adopted.,17,,"Ayes, 25; Absent, 5--Boquist, Hansell, Hayden, Linthicum, Thatcher."
HJM0003,2023R1,H,2023-06-29,Speaker signed.,18,,
HJM0003,2023R1,S,2023-06-29,President signed.,19,,
HJM0003,2023R1,H,2023-06-29,Filed with Secretary of State.,20,,
HJM0003,2023R1,S,2023-06-24,Vote explanation(s) filed by Findley.,21,,
HJR0003,2023R1,H,2023-01-09,First reading. Referred to Speaker's desk.,1,,
HJR0003,2023R1,H,2023-01-12,Referred to Judiciary with subsequent referral to Rules.,2,,
HJR0003,2023R1,H,2023-06-25,In committee upon adjournment.,3,,
SB0003,2023R1,S,2023-02-28,SED Committee ~ Public Hearing: Heard,,1,
SB0003,2023R1,S,2023-03-30,SED Committee ~ Work Session: Heard and Reported Out with Amendments,,2,
SB0003,2023R1,J,2023-05-30,JWMED Committee ~ Work Session: Heard and Reported Out,,3,
SB0003,2023R1,J,2023-05-31,JWM Committee ~ Work Session: Heard and Reported Out with Amendments,,4,
SB0003,2023R1,S,2023-01-31,Introduction and first reading. Referred to President's desk.,1,,
SB0003,2023R1,S,2023-02-01,Referred to Education.,2,,
SB0003,2023R1,S,2023-02-28,Public Hearing held.,3,,
SB0003,2023R1,S,2023-03-30,Work Session held.,4,,
SB0003,2023R1,S,2023-04-03,Recommendation: Do pass with amendments and be referred to Ways and Means. (Printed A-Eng.),5,,
SB0003,2023R1,S,2023-04-03,Referred to Ways and Means by order of the President.,6,,
SB0003,2023R1,S,2023-05-22,Assigned to Subcommittee On Education.,7,,
SB0003,2023R1,S,2023-05-30,Returned to Full Committee.,8,,
SB0003,2023R1,S,2023-05-30,Work Session held.,9,,
SB0003,2023R1,S,2023-05-31,Work Session held.,10,,
SB0003,2023R1,S,2023-06-05,Recommendation: Do pass with amendments to the A-Eng. bill.  (Printed B-Eng.),11,,
SB0003,2023R1,S,2023-06-15,Second reading.,12,,
SB0003,2023R1,S,2023-06-16,Carried over to 06-20 by unanimous consent.,13,,
SB0003,2023R1,S,2023-06-20,"Third reading.  Carried by Knopp, President Wagner.  Passed.",14,,"Ayes, 24; Nays, 1--Bonham; Absent, 5--Boquist, Hayden, Linthicum, Robinson, Thatcher."
SB0003,2023R1,H,2023-06-20,First reading. Referred to Speaker's desk.,15,,
SB0003,2023R1,H,2023-06-20,Referred to Ways and Means.,16,,
SB0003,2023R1,H,2023-06-21,Recommendation: Do pass.,17,,
SB0003,2023R1,H,2023-06-21,Second reading.,18,,
SB0003,2023R1,H,2023-06-21,Rules suspended. Third reading. Carried by Ruiz. Passed.,19,,"Ayes, 42; Nays, 7--Boice, Cate, Hieb, McIntire, Morgan, Stout, Wallan; Excused, 10--Boshart Davis, Cramer, Diehl, Levy B, Lively, Nguyen D, Osborne, Reschke, Scharf, Wright; Excused for Business of the House, 1--Speaker Rayfield."
SB0003,2023R1,S,2023-06-23,President signed.,20,,
SB0003,2023R1,H,2023-06-23,Speaker signed.,21,,
SB0003,2023R1,S,2023-06-20,Vote explanation(s) filed by Knopp.,22,,
SB0003,2023R1,S,2023-07-31,Governor signed.,23,,
SB0003,2023R1,S,2023-08-15,"Chapter 564, 2023 Laws.",24,,
SB0003,2023R1,S,2023-08-15,"Effective date, January 1, 2024.",25,,
SCR0003,2023R1,S,2023-03-16,SRULES Committee ~ Public Hearing and Work Session: Heard and Reported Out,,1,
SCR0003,2023R1,H,2023-04-04,HRULES Committee ~ Public Hearing: Heard,,2,
SCR0003,2023R1,H,2023-06-20,HRULES Committee ~ Work Session: Heard and Reported Out,,3,
SCR0003,2023R1,S,2023-01-09,Introduction and first reading. Referred to President's desk.,1,,
SCR0003,2023R1,S,2023-01-13,Referred to Rules.,2,,
SCR0003,2023R1,S,2023-03-16,Public Hearing and Work Session held.,3,,
SCR0003,2023R1,S,2023-03-21,Recommendation: Do adopt.,4,,
SCR0003,2023R1,S,2023-03-21,Second reading.,5,,
SCR0003,2023R1,S,2023-03-22,Final reading.  Carried by Hansell.  Adopted.,6,,"Ayes, 29; Excused, 1--Gorsek."
SCR0003,2023R1,H,2023-03-23,First reading. Referred to Speaker's desk.,7,,
SCR0003,2023R1,H,2023-03-23,Referred to Rules.,8,,
SCR0003,2023R1,H,2023-04-04,Public Hearing held.,9,,
SCR0003,2023R1,H,2023-06-20,Work Session held.,10,,
SCR0003,2023R1,H,2023-06-21,Recommendation: Be adopted.,11,,
SCR0003,2023R1,H,2023-06-21,Motion to rerefer to Rules failed.,12,,
SCR0003,2023R1,H,2023-06-21,Potential conflict(s) of interest declared by Bynum.,13,,
SCR0003,2023R1,H,2023-06-21,Read. Carried by McIntire. Adopted.,14,,"Ayes, 41; Nays, 10--Cate, Hieb, Holvey, Hudson, Mannix, Nelson, Neron, Ruiz, Sanchez, Tran; Excused, 9--Boshart Davis, Cramer, Diehl, Levy B, Nguyen D, Osborne, Reschke, Scharf, Wright."
SCR0003,2023R1,S,2023-06-23,President signed.,15,,
SCR0003,2023R1,H,2023-06-23,Speaker signed.,16,,
SCR0003,2023R1,S,2023-06-26,Filed With Secretary of State.,17,,
SJM0003,2023R1,S,2023-01-09,Introduction and first reading. Referred to President's desk.,1,,
SJM0003,2023R1,S,2023-01-13,"Referred to Veterans, Emergency Management, Federal and World Affairs.",2,,
SJM0003,2023R1,S,2023-04-12,"Motion to withdraw from committee on Veterans, Emergency Management, Federal and World Affairs failed.",3,,"Ayes, 13; Nays, 16--Campos, Dembrow, Frederick, Gelser Blouin, Golden, Jama, Lieber, Manning Jr, Meek, Patterson, Prozanski, Sollman, Steiner, Taylor, Woods, President Wagner; Excused, 1--Gorsek."
SJM0003,2023R1,S,2023-06-25,In committee upon adjournment.,4,,
SJR0003,2023R1,S,2023-01-09,Introduction and first reading. Referred to President's desk.,1,,
SJR0003,2023R1,S,2023-01-13,"Referred to Judiciary, then Rules.",2,,
SJR0003,2023R1,S,2023-06-25,In committee upon adjournment.,3,,
HCR0004,2023R1,H,2023-01-31,HRULES Committee ~ Public Hearing: Heard,,1,
HCR0004,2023R1,H,2023-02-07,HRULES Committee ~ Work Session: Heard and Reported Out,,2,
HCR0004,2023R1,S,2023-03-07,SRULES Committee ~ Public Hearing and Work Session: Heard and Reported Out,,3,
HCR0004,2023R1,H,2023-01-09,First reading. Referred to Speaker's desk.,1,,
HCR0004,2023R1,H,2023-01-12,Referred to Rules.,2,,
HCR0004,2023R1,H,2023-01-31,Public Hearing held.,3,,
HCR0004,2023R1,H,2023-02-07,Work Session held.,4,,
HCR0004,2023R1,H,2023-02-09,Recommendation: Be adopted.,5,,
HCR0004,2023R1,H,2023-02-14,Read. Carried by Sanchez. Adopted.,6,,"Ayes, 59; Nays, 1--Cate."
HCR0004,2023R1,S,2023-02-15,First reading. Referred to President's desk.,7,,
HCR0004,2023R1,S,2023-02-16,Referred to Rules.,8,,
HCR0004,2023R1,S,2023-03-07,Public Hearing and Work Session held.,9,,
HCR0004,2023R1,S,2023-03-09,Recommendation: Do adopt.,10,,
HCR0004,2023R1,S,2023-03-09,Second reading.,11,,
HCR0004,2023R1,S,2023-03-13,Final reading.  Carried by Knopp.  Adopted.,12,,"Ayes, 25; Nays, 4--Boquist, Linthicum, Robinson, Thatcher; Excused, 1--Steiner."
HCR0004,2023R1,H,2023-03-14,Speaker signed.,13,,
HCR0004,2023R1,S,2023-03-20,President signed.,14,,
HCR0004,2023R1,H,2023-03-20,Filed with Secretary of State.,15,,
HJR0004,2023R1,H,2023-01-09,First reading. Referred to Speaker's desk.,1,,
HJR0004,2023R1,H,2023-01-12,Referred to Rules.,2,,
HJR0004,2023R1,H,2023-06-25,In committee upon adjournment.,3,,
SB0004,2023R1,J,2023-03-01,JSEMI Committee ~ Public Hearing: Heard,,1,
SB0004,2023R1,J,2023-02-27,JSEMI Committee ~ Public Hearing: Heard,,2,
SB0004,2023R1,J,2023-03-06,JSEMI Committee ~ Public Hearing: Heard,,3,
SB0004,2023R1,J,2023-03-08,JSEMI Committee ~ Public Hearing: Heard,,4,
SB0004,2023R1,J,2023-03-13,JSEMI Committee ~ Public Hearing: Heard,,5,
SB0004,2023R1,J,2023-03-15,JSEMI Committee ~ Work Session: Heard and Reported Out with Amendments,,6,
SB0004,2023R1,J,2023-03-22,JWMTR Committee ~ Work Session: Heard and Reported Out,,7,
SB0004,2023R1,J,2023-03-24,JWM Committee ~ Work Session: Heard and Reported Out with Amendments,,8,
SB0004,2023R1,S,2023-02-21,Introduction and first reading. Referred to President's desk.,1,,
SB0004,2023R1,S,2023-02-23,"Referred to Semiconductors, then Ways and Means.",2,,
SB0004,2023R1,S,2023-02-27,Public Hearing held.,3,,
SB0004,2023R1,S,2023-03-01,Public Hearing held.,4,,
SB0004,2023R1,S,2023-03-06,Public Hearing held.,5,,
SB0004,2023R1,S,2023-03-08,Public Hearing held.,6,,
SB0004,2023R1,S,2023-03-13,Public Hearing held.,7,,
SB0004,2023R1,S,2023-03-15,Work Session held.,8,,
SB0004,2023R1,S,2023-03-20,Recommendation: Do pass with amendments and be referred to Ways and Means by prior reference. (Printed A-Eng.),9,,
SB0004,2023R1,S,2023-03-20,Referred to Ways and Means by prior reference.,10,,
SB0004,2023R1,S,2023-03-20,Assigned to Subcommittee On Transportation and Economic Development.,11,,
SB0004,2023R1,S,2023-03-22,Returned to Full Committee.,12,,
SB0004,2023R1,S,2023-03-22,Work Session held.,13,,
SB0004,2023R1,S,2023-03-24,Work Session held.,14,,
SB0004,2023R1,S,2023-03-27,Recommendation: Do pass with amendments to the A-Eng. bill.  (Printed B-Eng.),15,,
SB0004,2023R1,S,2023-03-28,Second reading.,16,,
SB0004,2023R1,S,2023-03-29,Made a Special Order of Business.,17,,"Ayes, 22; Nays, 7--Boquist, Girod, Hayden, Linthicum, Robinson, Smith DB, Thatcher; Excused, 1--Gorsek."
SB0004,2023R1,S,2023-03-29,"Special Order of Business. Third reading.  Carried by Sollman, Knopp.  Passed.",18,,"Ayes, 21; Nays, 8--Bonham, Boquist, Girod, Hayden, Linthicum, Robinson, Thatcher, Weber; Excused, 1--Gorsek."
SB0004,2023R1,S,2023-03-29,Smith DB granted unanimous consent to change vote from nay to aye.,19,,
SB0004,2023R1,S,2023-03-29,"Vote explanation(s) filed by Boquist, Thatcher, Weber.",20,,
SB0004,2023R1,H,2023-03-30,First reading. Referred to Speaker's desk.,21,,
SB0004,2023R1,H,2023-03-30,Referred to Ways and Means.,22,,
SB0004,2023R1,H,2023-04-04,Recommendation: Do pass.,23,,
SB0004,2023R1,H,2023-04-04,Second reading.,24,,
SB0004,2023R1,H,2023-04-05,"Rules suspended. Carried over to April 6, 2023 Calendar.",25,,
SB0004,2023R1,H,2023-04-06,"Rules suspended. Third reading. Carried by Bynum, Wallan. Passed.",26,,"Ayes, 44; Nays, 10--Cate, Chaichi, Diehl, Elmer, Levy B, Reschke, Scharf, Smith G, Stout, Wright; Excused, 6--Boice, Boshart Davis, Helm, Lively, Mannix, Owens."
SB0004,2023R1,H,2023-04-06,"Vote explanation(s) filed by Chaichi, Levy B, Reschke, Scharf, Stout.",27,,
SB0004,2023R1,S,2023-04-10,President signed.,28,,
SB0004,2023R1,H,2023-04-10,Speaker signed.,29,,
SB0004,2023R1,S,2023-04-13,Governor signed.,30,,
SB0004,2023R1,S,2023-05-06,"Chapter 25, 2023 Laws.",31,,
SB0004,2023R1,S,2023-05-06,"Effective date, April 13, 2023.",32,,
SCR0004,2023R1,S,2023-02-02,SVEMFW Committee ~ Public Hearing: Heard,,1,
SCR0004,2023R1,S,2023-02-07,SVEMFW Committee ~ Work Session: Heard and Reported Out,,2,
