bill_number,session,summary,keywords,authors,coauthors,sponsors,cosponsors,house_committee,hc_status,senate_committee,sc_status,bill_url
SB 19,832,Relating to authorizing the issuance of revenue bonds to fund capital projects for the Texas Tech University Health Sciences Center at El Paso.,Education--Higher--Finance (I0232); Education--Higher--Health Institutions (I0237); BONDS (S6060); TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER AT EL PASO (U0176); TEXAS TECH UNIVERSITY SYSTEM (U0027),RodrÃ­guez,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=832&Bill=SB19
SB 20,832,Relating to authorizing the issuance of revenue bonds to fund an interdisciplinary research facility at The University of Texas at El Paso.,Education--Higher--Finance (I0232); Education--Higher--Institutions & Programs (I0223); BONDS (S6060); UNIVERSITY OF TEXAS AT EL PASO (U0019); UNIVERSITY OF TEXAS SYSTEM (U0045),RodrÃ­guez,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=832&Bill=SB20
SB 32,832,Relating to the expansion of eligibility for medical assistance to certain women under the federal Patient Protection and Affordable Care Act.,Human Services--Medical Assistance (I0905); Women (I0925); PATIENT PROTECTION & AFFORDABLE CARE ACT (P0554); HEALTH & HUMAN SERVICES COMMISSION (V0177),RodrÃ­guez; Ellis; Garcia; Hinojosa; Van de Putte; Watson,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=832&Bill=SB32
SB 33,832,Relating to certain information provided in connection with voluntary and informed consent to abortion.,Abortion (I0005); INFORMED CONSENT (S0057); PHYSICIANS (S1282),RodrÃ­guez; Ellis; Garcia; Hinojosa; Van de Putte; Watson,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=832&Bill=SB33
SB 34,832,Relating to informed consent to an abortion.,"Abortion (I0005); Health--General (I0385); INFORMED CONSENT (S0057); PHYSICIANS (S1282); MEDICAL BOARD, TEXAS (V0644); STATE HEALTH SERVICES, DEPARTMENT OF (V0463)",RodrÃ­guez; Ellis; Garcia; Hinojosa; Van de Putte; Watson,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=832&Bill=SB34
SB 35,832,Relating to the regulation of limited service pregnancy centers; providing penalties.,Health Care Providers (I0387); Women (I0925); PREGNANCY & CHILDBIRTH (S0294),RodrÃ­guez; Ellis; Garcia; Hinojosa; Van de Putte; Watson,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=832&Bill=SB35
SR 1,832,In memory of Eric Seymour Reed.,"Resolutions--Memorial (I0710); REED, ERIC SEYMOUR (ND643)",RodrÃ­guez,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=832&Bill=SR1
SR 78,832,Recognizing the State of Texas Anniversary Remembrance Day Foundation's Texas Bison Student Study Group.,"Resolutions--Congratulatory & Honorary (I0705); BISON STUDENT STUDY GROUP, TEXAS (ND858)",RodrÃ­guez,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=832&Bill=SR78
SB 24,832,Relating to the capacity of certain minors to consent to examination or medical treatment related to contraception.,Health Care Providers (I0387); Minors--Health & Safety (I0533); FAMILY PLANNING & BIRTH CONTROL (S0466),Van de Putte; Davis; Ellis; Garcia; RodrÃ­guez; Uresti; West; Whitmire,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=832&Bill=SB24
SB 25,832,Relating to health education curriculum and instruction in public schools to reduce the demand for abortion.,Education--Primary & Secondary--Curriculum (I0228); Health--General (I0385); Minors--Health & Safety (I0533); SEX EDUCATION (S0827),Watson; Davis; Ellis; Garcia; RodrÃ­guez; Uresti; Van de Putte; West; Whitmire,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=832&Bill=SB25
