bill_number,session,summary,keywords,authors,coauthors,sponsors,cosponsors,house_committee,hc_status,senate_committee,sc_status,bill_url
SB 31,884,Relating to the persons authorized or appointed to exercise the power of sale under the terms of a contract lien on real property.,Financial--General (I0365); Property Interests--Mortgages & Liens (I0605); Property Interests--Real Property (I0595),Campbell,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=884&Bill=SB31
SR 19,884,Recognizing Columbus Community Hospital for its contributions to public health.,Resolutions--Congratulatory & Honorary (I0705); COLUMBUS COMMUNITY HOSPITAL (N92PL),Campbell; Huffman,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=884&Bill=SR19
SR 20,884,Recognizing the San Antonio Chapter of the Associated General Contractors of America on the occasion of its 100th anniversary.,Resolutions--Congratulatory & Honorary (I0705); ASSOCIATED GENERAL CONTRACTORS OF AMERICA (NW5X1),Campbell,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=884&Bill=SR20
SR 21,884,Recognizing Patti and Don Johnson for their service to Senate District 25.,"Resolutions--Congratulatory & Honorary (I0705); JOHNSON, PATTI & DON (NJ77I)",Campbell,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=884&Bill=SR21
SR 22,884,"Recognizing November 20, 2023, as Adoption Day in Hays, Caldwell, Comal, and Guadalupe Counties.",ADOPTION DAY (HQ4BX); Resolutions--Official Designations--Special Dates (I0721),Campbell,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=884&Bill=SR22
SB 5,884,Relating to the school safety allotment under the Foundation School Program and the establishment of a school safety grant program; making an appropriation.,"Education--Primary & Secondary--Finance (I0250); Education--Primary & Secondary--General (I0230); Minors--Health & Safety (I0533); State Finances--Appropriations (I0746); State Finances--Management & Control (I0748); FOUNDATION SCHOOL PROGRAM (S0541); EDUCATION AGENCY, TEXAS (V9941)",Huffman; Alvarado; Bettencourt; Birdwell; Blanco; Campbell; Creighton; Flores; Hall; Hancock; Hinojosa; Hughes; Johnson; King; Kolkhorst; LaMantia; Middleton; Miles; Nichols; Parker; Perry; Schwertner; Sparks; Springer; West; Whitmire; Zaffirini,,,,,,Finance,Out of committee,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=884&Bill=SB5
SR 4,884,In memory of Barbara Jean York Hancock.,"Resolutions--Memorial (I0710); HANCOCK, BARBARA JEAN YORK (NV6VA)",Hughes; Alvarado; Bettencourt; Birdwell; Blanco; Campbell; Creighton; Eckhardt; Flores; Gutierrez; Hall; Hinojosa; Huffman; Johnson; King; Kolkhorst; LaMantia; Menéndez; Middleton; Miles; Nichols; Parker; Paxton; Perry; Schwertner; Sparks; Springer; West; Whitmire; Zaffirini,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=884&Bill=SR4
SR 35,884,Recognizing Byrne Construction Services on the occasion of its 100th anniversary.,Resolutions--Congratulatory & Honorary (I0705); BYRNE CONSTRUCTION SERVICES (N31VR),Hancock,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=884&Bill=SR35
SR 36,884,In memory of John Hamshire Williams.,"Resolutions--Memorial (I0710); WILLIAMS, JOHN HAMSHIRE (NO9EN)",Hancock,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=884&Bill=SR36
SR 41,884,Recognizing the Cameron Lions Club on the occasion of its 100th anniversary.,Resolutions--Congratulatory & Honorary (I0705); CAMERON LIONS CLUB (N58YK),Schwertner,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=884&Bill=SR41
SB 1,884,Relating to the establishment of an education savings account program.,"Education--Primary & Secondary--Admission & Attendance (I0227); Education--Primary & Secondary--Finance (I0250); Education--Primary & Secondary--General (I0230); State Finances--Management & Control (I0748); AUDITS & AUDITORS (S4334); CRIMINAL RECORDS (S0008); INTERNET (S0130); PARENTAL RIGHTS (S0095); COMPTROLLER OF PUBLIC ACCOUNTS (V2608); EDUCATION AGENCY, TEXAS (V9941)",Creighton,Bettencourt; Birdwell; Campbell; Middleton; Paxton; Schwertner; Sparks,,,"Educational Opportunity & Enrichment, Select",In committee,Education,Out of committee,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=884&Bill=SB1
SB 2,884,"Relating to a local optional teacher designation system implemented by a school district, the basic allotment and guaranteed yield under the public school finance system, and certain allotments under the Foundation School Program; making an appropriation.","Education--Primary & Secondary--Charter Schools (I0245); Education--Primary & Secondary--Finance (I0250); Education--Primary & Secondary--Other School Personnel (I0246); Education--Primary & Secondary--Teachers (I0242); Education--School Districts (I0220); State Finances--Appropriations (I0746); State Finances--Management & Control (I0748); FOUNDATION SCHOOL PROGRAM (S0541); EDUCATION AGENCY, TEXAS (V9941); EDUCATION, COMMISSIONER OF (V9954)",Creighton; Huffman,Bettencourt; Birdwell; Campbell; Flores; Hinojosa; Hughes; Kolkhorst; Middleton; Miles; Parker; Paxton; Perry; Schwertner; Sparks; West; Zaffirini,,,"Educational Opportunity & Enrichment, Select",In committee,Finance,Out of committee,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=884&Bill=SB2
SR 34,884,Recognizing the Holocaust Remembrance Association on the occasion of the opening of the Holocaust Garden of Hope.,Resolutions--Congratulatory & Honorary (I0705); HOLOCAUST REMEMBRANCE ASSOCIATION (NE04P),Creighton,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=884&Bill=SR34
SR 84,884,Recognizing the Albanian American Cultural Center for their contributions to the State.,Resolutions--Congratulatory & Honorary (I0705); ALBANIAN AMERICAN CULTURAL CENTER (NB9ZD),Creighton,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=884&Bill=SR84
