bill_number,session,summary,keywords,authors,coauthors,sponsors,cosponsors,house_committee,hc_status,senate_committee,sc_status,bill_url
SB 21,723,Relating to district offices of the Texas Department of Transportation.,"Highways (I0390); Transportation--Miscellaneous (I0824); TRANSPORTATION, TEXAS DEPARTMENT OF (V8796)",Armbrister,,,,,,Administration,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=723&Bill=SB21
SR 54,723,Requesting the Texas Transportation Commission to postpone the closing of departmental district offices until such time as the commission has published its criteria for determining its location of district offices.,"Highways (I0390); Resolutions--Legislative Policy (I0685); Transportation--Miscellaneous (I0824); TRANSPORTATION, TEXAS DEPARTMENT OF (V8796)",Armbrister; Haley; Glasgow; Ratliff,Sibley,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=723&Bill=SR54
SB 1,723,Relating to apportionment of the state into senatorial districts.,Legislature (I0520); Redistricting (I0645),Glasgow; Armbrister; Lyon; Zaffirini; Green,"Barrientos; Brooks; Carriker; Dickson; Ellis; Haley; Johnson, Eddie Bernice; Moncrief; Montford; Parker, Carl; Rosson; Truan; Turner; Whitmire",Uher,,Redistricting,Out of committee,Committee of the Whole Senate,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=723&Bill=SB1
SR 53,723,"Expressing intent of the Texas Legislature that S.B. No. 1, establishing districts for the Texas Senate, be implemented at the earliest possible date that provides for the efficient and proper conduct of the primary elections.",Elections--Primaries (I0285); Redistricting (I0645); Resolutions--Legislative Policy (I0685),Barrientos; Ellis,,,,,,Administration,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=723&Bill=SR53
SR 56,723,In memory of Mary Marthalena Pryor of Taylor.,"Resolutions--Memorial (I0710); PRYOR, MARY MARTHALENA (N2554)",Barrientos,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=723&Bill=SR56
SR 57,723,Paying tribute of Lynn Brown on the occasion of his retirement from Texas State Board of Plumbing Examiners.,"Resolutions--Congratulatory & Honorary (I0705); BROWN, LYNN (N2520)",Barrientos,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=723&Bill=SR57
SR 84,723,Congratulating Mr. and Mrs. Arnulfo Flores of Austin on the occasion of their 36th wedding anniversary.,"Resolutions--Congratulatory & Honorary (I0705); FLORES, ARNULFO & ELIRRA (N2521)",Barrientos,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=723&Bill=SR84
SB 12,723,Relating to the election of justices of the supreme court and judges of the court of criminal appeals from single-member districts.,Courts--Appellate (I0125); Courts--Judges (I0140); Elections--Judicial (I0308); SUPREME COURT (V0311),"Lyon; Ellis; Barrientos; Parker, Carl; Carriker","Armbrister; Dickson; Glasgow; Green; Johnson, Eddie Bernice; Lucio; Moncrief; Montford; Tejeda; Whitmire; Zaffirini",,,,,Jurisprudence,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=723&Bill=SB12
SR 91,723,Commending the Bobby Burns Lodge.,"Resolutions--Congratulatory & Honorary (I0705); BURNS, BOBBY (N2585)",Bivins,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=723&Bill=SR91
SJR 1,723,Proposing a constitutional amendment to limit the number of times an official in the executive or legislative department of the state may be elected.,Governor (I0375); Legislature (I0520); Resolutions--Constitutional Amendments (I0661),Sibley; Bivins,,,,,,State Affairs,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=723&Bill=SJR1
SCR 3,723,Expressing appreciation to the people of the City of Deer Park and extending best wishes for a joyous celebration in honor of the city's 100th anniversary.,"DEER PARK, CITY OF (G0091); Resolutions--Congratulatory & Honorary (I0705)",Brooks,,Jackson,,Rules and Resolutions,Out of committee,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=723&Bill=SCR3
SCR 4,723,Extending best wishes to all citizens of La Porte for a most joyous and festive 100th birthday.,"LA PORTE, CITY OF (G9960); Resolutions--Congratulatory & Honorary (I0705)",Brooks,,Jackson,,Rules and Resolutions,Out of committee,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=723&Bill=SCR4
SCR 5,723,Commending Ben G. Levisee for his record of exemplary work with credit unions.,"Resolutions--Congratulatory & Honorary (I0705); LEVISEE, BEN G. (N2440)",Brooks,,Jackson,,Rules and Resolutions,Out of committee,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=723&Bill=SCR5
SR 1,723,Senate caucus report.,Resolutions--Administration (I0690); CAUCUS REPORT (S2114),Brooks,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=723&Bill=SR1
