bill_number,session,summary,keywords,authors,coauthors,sponsors,cosponsors,house_committee,hc_status,senate_committee,sc_status,bill_url
SB 45,722,"Relating to the transfer of the State Property Tax Board's remaining duties, functions, authorities, and assets to the Office of the Comptroller.","State Agencies, Boards & Commissions (I0749); Taxation--Property-State Administration (I0791); COMPTROLLER OF PUBLIC ACCOUNTS (V2608); STATE PROPERTY TAX BOARD (V0940)",Armbrister,,Seidlits,,State Affairs,Out of committee,Finance,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SB45
SB 9,722,Relating to abolishing the State Purchasing and General Services Commission and creating the General Services Department; to transferring responsibility for architectural barriers programs from the commission to the Texas Department of Licensing and Regulation; to transferring responsibility for personal property accounting from the commission to the comptroller; to travel regulations for state government; to establishing a Texas Office of Personnel Services within the Texas Employment Commission; and to the acquisition and use by the state and by other governmental entities of property and services.,"Purchasing--State (I0643); State Agencies, Boards & Commissions--Newly Proposed (I0773); Sunset Bills (I0772); CONSULTING SERVICES ACT (P0096); LICENSING AND REGULATION, DEPT. OF (V8529); PERSONNEL SERVICES, TEXAS OFFICE OF (V0154); STATE PURCHASING & GENERAL SERVICES COMMISSION (V0073)",Barrientos,,,,,,Administration,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SB9
SB 20,722,Relating to the student loan program administered by the Texas Higher Education Coordinating Board and to the management of funds received by the board; and authorizing the issuance of bonds.,Education--Higher--Finance (I0232); Education--Higher--Student Loans (I0235); State Finances--Management & Control (I0748); BONDS (S6060); COORDINATING BOARD (V4280),Barrientos,Truan,Cavazos,,Higher Education,Out of committee,Finance,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SB20
SB 21,722,Relating to the creation of municipal courts of record in San Marcos.,"SAN MARCOS, CITY OF (G0028); Courts--Municipal (I0100)",Barrientos,,,,,,Jurisprudence,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SB21
SB 29,722,Relating to public officers and employees and to public servant benefits.,State Employees (I0626); State Officers (I0761),Barrientos,,,,,,Finance,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SB29
SB 30,722,Relating to the creation and administration of the Austin/Travis County Health Services and Financing District.,"AUSTIN/TRAVIS COUNTY HEALTH SERVICES & FINANCING DISTRICT (D0060); AUSTIN, CITY OF (G0324); TRAVIS COUNTY (G0285); Health--General (I0385); Special Districts & Authorities--Miscellaneous (I0770); AUSTIN/TRAVIS COUNTY HEALTH SERVICES & FINANCING DIST. ACT (P0095)",Barrientos,,,,,,Intergovernmental Relations,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SB30
SB 62,722,Relating to the creation of state limited banking associations.,Corporations & Associations (I0090); Financial--Banks (I0366),Barrientos,,,,,,Economic Development,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SB62
SCR 4,722,Congratulating IBM on the occasion of the 25th anniversary of its Austin facility.,Resolutions--Congratulatory & Honorary (I0705); INTERNATIONAL BUSINESS MACHINES (N2329),Barrientos,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SCR4
SCR 5,722,Congratulating Stephanie Woods on her impressive ability and her outstanding performance at the Pan American Games.,"Resolutions--Congratulatory & Honorary (I0705); WOODS, STEPHANIE (N2327)",Barrientos,,Delco,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SCR5
SCR 6,722,Expressing admiration and respect for the life and memory of Florence Anderson Clark for her untiring efforts in behalf of the Daughters of the American Revolution.,"Resolutions--Congratulatory & Honorary (I0705); CLARK, FLORENCE ANDERSON (N2328)",Barrientos,,Delco,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SCR6
SCR 12,722,Requesting the lieutenant governor and speaker of the house of representatives to reestablish the Texas Transition Task Force.,Interim Studies (I0448); Resolutions--Miscellaneous (I0720); TEXAS TRANSITION TASK FORCE (V0171),Barrientos,,,,,,Administration,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SCR12
SJR 1,722,"Proposing a constitutional amendment authorizing the creation of a health services and financing district composed of the City of Austin or the City of Austin and Travis County, authorizing the district to levy an ad valorem tax on property located in the district, to levy a sales and use tax, to create indebtedness and to make or accept gifts or grants of funds and authorizing cities, counties and other political subdivisions, units of government, or local governmental entities in the district to transfer funds to the district.","AUSTIN, CITY OF (G0324); TRAVIS COUNTY (G0285); Health--General (I0385); Resolutions--Constitutional Amendments (I0661); Special Districts & Authorities--Miscellaneous (I0770); Taxation--Sales (I0800)",Barrientos,,,,,,Intergovernmental Relations,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SJR1
SJR 2,722,Proposing a constitutional amendment providing for the issuance of general obligation bonds by the Texas Higher Education Coordinating Board.,Education--Higher--Finance (I0232); Resolutions--Constitutional Amendments (I0661); State Finances--Management & Control (I0748); BONDS (S6060); COORDINATING BOARD (V4280),Barrientos,Rosson; Truan,Cavazos,,Higher Education,Out of committee,Finance,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SJR2
SR 18,722,Congratulating Mr. and Mrs. Joseph Leonard Mell of Austin on the occasion of their 65th wedding anniversary.,"Resolutions--Congratulatory & Honorary (I0705); MELL, MR. & MRS. JOSEPH LEONARD (N2291)",Barrientos,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SR18
SR 19,722,Commending George V. Clark for his 18 years of meritorious service as director of the Office for Civil Rights for the Texas Rehabilitation Commission and extending best wishes on the occasion of his retirement.,"Resolutions--Congratulatory & Honorary (I0705); CLARK, GEORGE V. (N0608)",Barrientos,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SR19
SR 33,722,In memory of Robert Lee Bales of Austin.,"Resolutions--Memorial (I0710); BALES, ROBERT LEE (N2295)",Barrientos,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SR33
SR 36,722,Honoring Ruth Ellinger for her outstanding work within the American labor movement.,"Resolutions--Congratulatory & Honorary (I0705); ELLINGER, RUTH (N2300)",Barrientos,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SR36
SR 66,722,Honoring Beverly Jeanine Veltman of Austin on the occasion of her 50th birthday.,"Resolutions--Congratulatory & Honorary (I0705); VELTMAN, BEVERLY JEANINE (N2354)",Barrientos,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SR66
SJR 7,722,"Amending Section 2, S.J.R. No. 4, Acts of the 72nd Legislature, 1st Called Session, 1991, relating to payment of bonds.",Resolutions--Constitutional Amendments (I0661),Bivins,,,,,,Finance,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SJR7
SR 29,722,Recognizing David Criss for his loyal and faithful service as executive assistant to Senator Teel Bivins.,"Resolutions--Miscellaneous (I0720); CRISS, DAVID (N2296)",Bivins,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SR29
SB 22,722,Relating to the issuance of general obligation bonds and use of the proceeds from the bonds for mental health and mental retardation facilities.,Mental Health & Mental Retardation (I0530); State Finances--Management & Control (I0748); BONDS (S6060),Brooks,Rosson,,,,,Health & Human Services,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SB22
SB 40,722,Relating to the regulation of ocean-going vessels on which gambling is offered and to the application of certain gambling offenses to ocean-going vessels; creating offenses; imposing penalties.,"Amusements, Games, Sports (I0034); Crimes--Against Morals (I0180); GAMBLING (S1232)",Brooks,,,,,,Finance,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SB40
SB 51,722,Relating to the authority to give consent to the medical or other treatment of a resident of an intermediate care facility for the mentally retarded.,Health--General (I0385); Mental Health & Mental Retardation (I0530),Brooks,,,,,,Health & Human Services,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SB51
SCR 11,722,Expressing deep gratitude to Mr. Jorge Rincones and recognizing his contributions to his country and his state.,"Resolutions--Miscellaneous (I0720); RINCONES, JORGE (N2389)",Brooks,,Barton,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SCR11
SCR 15,722,"Resolved by the Senate of the State of Texas, the House of Representatives concurring, that the 72nd Legislature, 2nd Called Session, stand adjourned sine die.",Resolutions--Adjournment (I0712); Resolutions--Administration (I0690); SINE DIE (S0043),Brooks,,Laney,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SCR15
SR 1,722,Senate caucus report.,Resolutions--Administration (I0690); CAUCUS REPORT (S2114),Brooks,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SR1
SR 41,722,Recognizing Arlan Varner for his 30 years of loyal service to the State of Texas.,"Resolutions--Miscellaneous (I0720); VARNER, ARLAN (N2277)",Brooks,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SR41
SR 82,722,"Congratulating Peggy Tibbs for being selected ""District Teacher of the Year"" for 1991-1992 by the Deer Park Independent School District.","Resolutions--Congratulatory & Honorary (I0705); TIBBS, PEGGY (N2378)",Brooks,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SR82
SR 97,722,Senate Caucus Report.,Resolutions--Administration (I0690); CAUCUS REPORT (S2114),Brooks,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SR97
SR 107,722,"Congratulating Susan Elizabeth Woelfel and Anthony Joseph Moskal on the joyful occasion of their marriage, August 17, 1991.","Resolutions--Congratulatory & Honorary (I0705); MOSKAL, ANTHONY JOSEPH (N2350); WOELFEL, SUSAN ELIZABETH (N2330)",Brown,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SR107
SR 108,722,"Recognizing John William ""Jack"" Turcotte for his 39 years of loyal service as Treasurer of Kenedy County.","Resolutions--Miscellaneous (I0720); TURCOTTE, JOHN WILLIAM ""JACK"" (N2351)",Brown,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SR108
SB 28,722,Relating to primary elections and political party conventions held in the year following redistricting pursuant to the federal decennial census.,Elections--Political Parties (I0275); Elections--Primaries (I0285); Redistricting (I0645),Carriker,Ellis,,,,,State Affairs,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SB28
SB 35,722,Relating to the exemption of property in this state from the satisfaction of another state's judgment for unpaid income taxes on certain retirement benefits.,Retirement Systems--General (I0725); Taxation--Income (I0805),Carriker,,,,,,Finance,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SB35
SCR 8,722,Resolving that taxing entities shall continue to view nursery stock seasonal protection units as tax-exempt implements of husbandry under the laws of the State of Texas.,Agriculture (I0020); Resolutions--Legislative Policy (I0685); Taxation--Property-Exemptions (I0793),Carriker,,,,,,Finance,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SCR8
SCR 16,722,"Resolved that the 72nd Legislature of the State of Texas, 2nd Called Session, intends that the assets of the former Texas Federal Inspection Service are property of the state of Texas.",Property Interests--Personal Property (I0600); Resolutions--Legislative Policy (I0685),Carriker,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SCR16
SR 76,722,In memory of Robert Eugene Chambers of Wichita Falls.,"Resolutions--Memorial (I0710); CHAMBERS, ROBERT EUGENE (N2365)",Carriker,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SR76
SB 18,722,Relating to eligibility requirements for visiting judges.,Courts--Judges (I0140),Dickson,,,,,,Jurisprudence,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SB18
SB 48,722,Relating to the confidentiality of certain orders of the credit union department and copies of notices and correspondence relating to those orders.,Financial--Credit Unions (I0368),Dickson,,,,,,Economic Development,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SB48
SB 49,722,Relating to notification of certain facilities in which a child resides of the filing or modification of a suit affecting the parent-child relationship in which possession of or access to the child is sought.,Family--Parent & Child (I0355); Minors (I0537),Dickson,,,,,,Jurisprudence,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SB49
SB 64,722,Relating to the use of natural gas to generate electricity.,Oil & Gas (I0545); Utilities--General (I0830),Dickson,,,,,,State Affairs,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SB64
SCR 14,722,Congratulating Dr. Bobby E. Parker for his 43 years of excellence in the field of education.,"Resolutions--Congratulatory & Honorary (I0705); PARKER, BOBBY E. (N2278)",Dickson,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SCR14
SR 11,722,Recognizing Katelyn Rose Halpern on the occasion of her fourth birthday.,"Resolutions--Miscellaneous (I0720); HALPERN, KATELYN ROSE (N2322)",Dickson,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SR11
SR 12,722,Recognizing Joshua Nathaniel Halpern on the occasion of his second birthday.,"Resolutions--Miscellaneous (I0720); HALPERN, JOSHUA NATHANIEL (N2323)",Dickson,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SR12
SR 42,722,Paying tribute to Dr. Bobby E. Parker who has served with great distinction as President and Chief Executive Officer of the University of Mary Hardin-Baylor since 1971 and congratulating him on being named Chancellor of the university.,"Resolutions--Congratulatory & Honorary (I0705); PARKER, BOBBY E. (N2278)",Dickson,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SR42
SR 43,722,Commending Dr. Bobby Jack Estes of Abilene for his magnificent contributions to the medical profession and to the people of Texas.,"Resolutions--Miscellaneous (I0720); ESTES, BOBBY JACK (N2279)",Dickson,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SR43
SR 44,722,"Honoring Mr. John Walter Holtermann, Sr., of San Marcos on the occasion of his 80th birthday.","Resolutions--Congratulatory & Honorary (I0705); HOLTERMANN, SR., JOHN WALTER (N2280)",Dickson,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SR44
SR 45,722,Congratulating Mr. and Mrs. Doyle Condra on the occasion of their 50th wedding anniversary.,"Resolutions--Congratulatory & Honorary (I0705); CONDRA, MR. & MRS. DOYLE (N2281)",Dickson,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SR45
SR 46,722,Congratulating the Abilene Young Women's Christian Association on its splendid accomplishments over the past 72 years.,Resolutions--Congratulatory & Honorary (I0705); ABILENE YOUNG WOMEN'S CHRISTIAN ASSOCIATION (N2290),Dickson,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SR46
SR 47,722,"Declaring September 8, 1991, as Texas Literacy Day and commending all volunteers who are donating their time and energy to adult literacy programs.","LITERACY DAY, TEXAS (H0080); Resolutions--Miscellaneous (I0720)",Dickson,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SR47
SR 75,722,Urging the Public Utility Commission of Texas to approve long-term contracts for the provision of natural gas to be used as fuel for the generation of electricity if an electric utility requests such approval.,Oil & Gas (I0545); Resolutions--Legislative Policy (I0685); PUBLIC UTILITY COMMISSION (V0023),Dickson,,,,,,State Affairs,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SR75
SJR 6,722,Proposing a constitutional amendment to limit the number of times an official in the executive or legislative department of the state may be elected.,Governor (I0375); Legislature (I0520); Resolutions--Constitutional Amendments (I0661),Sibley,,,,,,State Affairs,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SJR6
SR 2,722,Honoring Mrs. Gertrude Speer of Hillsboro on the occasion of her 100th birthday.,"Resolutions--Congratulatory & Honorary (I0705); SPEER, GERTRUDE (N2313)",Sibley,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SR2
SR 3,722,Congratulating Jennifer Stanford for receiving the prestigious 4-H Gold Star Award.,"Resolutions--Congratulatory & Honorary (I0705); STANFORD, JENNIFER (N2314)",Sibley,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SR3
SR 4,722,Congratulating Chance Farmer for receiving the prestigious 4-H Gold Star Award.,"Resolutions--Congratulatory & Honorary (I0705); FARMER, CHANCE (N2315)",Sibley,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SR4
SR 5,722,"Congratulating Cathy Barham of Avalon for receiving the Danforth ""I Dare You"" Leadership Award.","Resolutions--Congratulatory & Honorary (I0705); BARHAM, CATHY (N2316)",Sibley,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SR5
SR 6,722,Commending Marlina Covan who has received the prestigious Texas Achievement Award and the General Scholarship from The University of Texas at Austin.,"Resolutions--Congratulatory & Honorary (I0705); COVAN, MARLINA (N2317)",Sibley,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SR6
SR 22,722,Congratulating Martin and Corrine Hanson of Eustace on the occasion of their 50th wedding anniversary.,"Resolutions--Congratulatory & Honorary (I0705); HANSON, MARTIN & CORRINE (N2306)",Sibley,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SR22
SR 23,722,"Congratulating Lisa and Quinn Snow on the birth of their handsome son, Ryan Matthew Snow.","Resolutions--Congratulatory & Honorary (I0705); SNOW, LISA & QUINN (N2307)",Sibley,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SR23
SR 24,722,"Congratulating Jonathan Soukup of Red Oak on receiving the Danforth ""I Dare You"" Leadership Award.","Resolutions--Congratulatory & Honorary (I0705); SOUKUP, JONATHAN (N2308)",Sibley,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SR24
SR 25,722,"Recognizing the Teague High School varsity cheerleaders and their mascot, J. J. Herrington, on their outstanding performances at Sam Houston State University camp in Huntsville.","TEAGUE HIGH SCHOOL (E0130); Resolutions--Miscellaneous (I0720); HERRINGTON, J.J. (N2309)",Sibley,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SR25
SR 26,722,"Congratulating the Midway Big League girls softball team, who recently won the World Series in Mesa, Arizona.",Resolutions--Congratulatory & Honorary (I0705); MIDWAY BIG LEAGUE GIRL'S SOFTBALL TEAM (N2310),Sibley,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SR26
SR 30,722,"Commending Home Economist Tressie L. Langston of Goodlow, who has vastly improved the quality of life afforded residents in rural Navarro County.","Resolutions--Congratulatory & Honorary (I0705); LANGSTON, TRESSIE L. (N2297)",Sibley,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SR30
SR 31,722,Congratulating the members of the Senior League Softball Team for placing third in the Senior League Softball Southern Regionals in Florida.,Resolutions--Congratulatory & Honorary (I0705); SENIOR LEAGUE SOFTBALL TEAM (N2298),Sibley,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SR31
SR 32,722,Commending the Major League Softball Team for being chosen as the runner-up team at the Southern Regionals in Florida.,Resolutions--Congratulatory & Honorary (I0705); MAJOR LEAGUE SOFTBALL TEAM (N2299),Sibley,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SR32
SB 36,722,"Relating to drug-free zones and to the imposition of penalties for the delivery, manufacture, or possession with the intent to deliver or manufacture a controlled substance in drug-free zones.",Crimes--Drugs (I0185); Criminal Procedure--Sentencing & Punishment (I0205); Education--Higher--General (I0231); Education--Primary & Secondary-General (I0230),Ellis,,,,,,Jurisprudence,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SB36
SB 37,722,Relating to the awarding of good conduct time and the paroling of persons convicted of certain crimes.,"Corrections--Parole, Probation & Pardons (I0093); Criminal Procedure--Sentencing & Punishment (I0205); GOOD CONDUCT TIME CREDIT (S4108)",Ellis,,,,,,Criminal Justice,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SB37
SB 50,722,Relating to the powers and duties of the Texas Rehabilitation Commission.,Handicapped Persons (I0380); Human Services--General (I0920); REHABILITATION COMMISSION (V0087),Ellis,,,,,,Finance,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SB50
SCR 2,722,Encouraging the attorney general of Texas to settle the case of LULAC v. Mattox in as timely a manner as possible.,Courts--District (I0120); Courts--Judges (I0140); Elections--Judicial (I0308); Resolutions--Legislative Policy (I0685); ATTORNEY GENERAL (V2811),Ellis,"Johnson, Eddie Bernice; Truan",,,,,Administration,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SCR2
SR 38,722,Recognizing the South Union/Madison Square Community on the joyous occasion of its Ninth Annual Neighborhood Block Party.,Resolutions--Miscellaneous (I0720); SOUTH UNION/MADISON SQUARE COMMUNITY (N2275),Ellis,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SR38
SR 80,722,"Congratulating Mr. and Mrs. Ben Dukes, Sr., of Austin on the occasion of their 35th wedding anniversary.","Resolutions--Congratulatory & Honorary (I0705); DUKES, SR., MR. & MRS. BEN (N2376)",Ellis,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SR80
SR 81,722,Recognizing Vernell Sturns of Fort Worth for his recent promotion to the eminent position of Executive Director of The Dallas/Fort Worth International Airport.,"Resolutions--Miscellaneous (I0720); STURNS, VERNELL (N2377)",Ellis,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=722&Bill=SR81
