bill_number,session,chamber,action_date,action,comment,journal_page,order
SB 11,784,Senate,2004-05-03,Referred to Education,,50,4
SB 11,784,Senate,2004-05-03,Read first time,,50,3
SB 11,784,Senate,2004-04-28,Filed,,,2
SB 11,784,Senate,2004-04-28,Received by the Secretary of the Senate,,,1
SR 140,784,Senate,2004-05-12,Reported enrolled,,,3
SR 140,784,Senate,2004-05-12,Read & adopted,,83,2
SR 140,784,Senate,2004-05-12,Received by the Secretary of the Senate,,,1
SR 141,784,Senate,2004-05-12,Reported enrolled,,,3
SR 141,784,Senate,2004-05-12,Read & adopted,,83,2
SR 141,784,Senate,2004-05-12,Received by the Secretary of the Senate,,,1
SR 153,784,Senate,2004-05-13,Reported enrolled,,,3
SR 153,784,Senate,2004-05-13,Read & adopted,,87,2
SR 153,784,Senate,2004-05-13,Received by the Secretary of the Senate,,,1
SCR 4,784,Senate,2004-05-14,Committee report printed and distributed,,,9
SCR 4,784,Senate,2004-05-14,Reported favorably w/o amendments,,93,8
SCR 4,784,Senate,2004-05-13,Considered in public hearing,,,7
SCR 4,784,Senate,2004-05-13,Scheduled for public hearing on  . . . . .,,,6
SCR 4,784,Senate,2004-05-13,Posting rule suspended,,87,5
SCR 4,784,Senate,2004-05-06,Referred to Natural Resources,,58,4
SCR 4,784,Senate,2004-05-06,Read first time,,58,3
SCR 4,784,Senate,2004-05-04,Filed,,,2
SCR 4,784,Senate,2004-05-04,Received by the Secretary of the Senate,,,1
SJR 7,784,Senate,2004-05-14,Left pending in committee,,,10
SJR 7,784,Senate,2004-05-14,Testimony taken in committee,,,9
SJR 7,784,Senate,2004-05-14,Considered in public hearing,,,8
SJR 7,784,Senate,2004-05-14,Scheduled for public hearing on  . . . . .,,,7
SJR 7,784,Senate,2004-05-12,Meeting cancelled,,,6
SJR 7,784,Senate,2004-05-12,Scheduled for public hearing on  . . . . .,,,5
SJR 7,784,Senate,2004-05-10,Referred to Finance,,71,4
SJR 7,784,Senate,2004-05-10,Read first time,,71,3
SJR 7,784,Senate,2004-05-10,Filed,,,2
SJR 7,784,Senate,2004-05-10,Received by the Secretary of the Senate,,,1
SR 6,784,Senate,2004-04-27,Reported enrolled,,,3
SR 6,784,Senate,2004-04-27,Read & adopted,,46,2
SR 6,784,Senate,2004-04-27,Received by the Secretary of the Senate,,,1
SR 62,784,Senate,2004-05-03,Reported enrolled,,,3
SR 62,784,Senate,2004-05-03,Read & adopted,,53,2
SR 62,784,Senate,2004-05-03,Received by the Secretary of the Senate,,,1
SR 63,784,Senate,2004-05-03,Reported enrolled,,,3
SR 63,784,Senate,2004-05-03,Read & adopted,,53,2
SR 63,784,Senate,2004-05-03,Received by the Secretary of the Senate,,,1
SR 108,784,Senate,2004-05-17,Adopted,,105,12
SR 108,784,Senate,2004-05-17,Read 2nd time,,105,11
SR 108,784,Senate,2004-05-17,Rules suspended,,105,10
