bill_number,session,summary,keywords,authors,coauthors,sponsors,cosponsors,house_committee,hc_status,senate_committee,sc_status,bill_url
SB 15,883,Relating to the persons authorized or appointed to exercise the power of sale under the terms of a contract lien on real property.,Financial--General (I0365); Property Interests--Mortgages & Liens (I0605); Property Interests--Real Property (I0595),Campbell,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=883&Bill=SB15
SR 69,883,Recognizing Columbus Community Hospital for its contributions to public health and wellness.,Resolutions--Congratulatory & Honorary (I0705); COLUMBUS COMMUNITY HOSPITAL (N92PL),Campbell,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=883&Bill=SR69
SR 2,883,Recognizing Israel's right to use decisive force in defending its citizens and reaffirming Texas' support for Israel.,ISRAEL (G0257); Resolutions--Legislative Policy (I0685),King; Alvarado; Bettencourt; Birdwell; Blanco; Campbell; Creighton; Eckhardt; Flores; Gutierrez; Hall; Hancock; Hinojosa; Huffman; Hughes; Johnson; Kolkhorst; LaMantia; Menéndez; Middleton; Miles; Nichols; Parker; Paxton; Perry; Schwertner; Sparks; Springer; West; Whitmire; Zaffirini,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=883&Bill=SR2
SR 72,883,In memory of Barbara Jean York Hancock.,"Resolutions--Memorial (I0710); HANCOCK, BARBARA JEAN YORK (NV6VA)",Hughes; Alvarado; Bettencourt; Birdwell; Blanco; Campbell; Creighton; Eckhardt; Flores; Gutierrez; Hall; Hinojosa; Huffman; Johnson; King; Kolkhorst; LaMantia; Menéndez; Middleton; Miles; Nichols; Parker; Paxton; Perry; Schwertner; Sparks; Springer; West; Whitmire; Zaffirini,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=883&Bill=SR72
SR 33,883,Recognizing Texas State Parks for receiving the National Gold Medal Award for Excellence in Park and Recreation Management.,"Resolutions--Congratulatory & Honorary (I0705); STATE PARKS, TEXAS (NT8BA)",Flores; Hancock; Kolkhorst; Perry; Sparks; Springer,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=883&Bill=SR33
SB 1,883,Relating to the establishment of an education savings account program.,"Education--Primary & Secondary--Admission & Attendance (I0227); Education--Primary & Secondary--Finance (I0250); Education--Primary & Secondary--General (I0230); State Finances--Management & Control (I0748); AUDITS & AUDITORS (S4334); CRIMINAL RECORDS (S0008); INTERNET (S0130); PARENTAL RIGHTS (S0095); COMPTROLLER OF PUBLIC ACCOUNTS (V2608); EDUCATION AGENCY, TEXAS (V9941)",Creighton,Bettencourt; Birdwell; Campbell; Middleton; Paxton; Schwertner,,,"Educational Opportunity & Enrichment, Select",In committee,Education,Out of committee,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=883&Bill=SB1
SB 2,883,"Relating to a local optional teacher designation system implemented by a school district, a security officer employed by a school district, the basic allotment and guaranteed yield under the public school finance system, and certain allotments under the Foundation School Program; making an appropriation.","Education--Primary & Secondary--Charter Schools (I0245); Education--Primary & Secondary--Finance (I0250); Education--Primary & Secondary--Other School Personnel (I0246); Education--Primary & Secondary--Teachers (I0242); Education--School Districts (I0220); State Finances--Appropriations (I0746); State Finances--Management & Control (I0748); FOUNDATION SCHOOL PROGRAM (S0541); EDUCATION AGENCY, TEXAS (V9941); EDUCATION, COMMISSIONER OF (V9954)",Creighton; Huffman,Bettencourt; Birdwell; Campbell; Flores; Hall; Hancock; Hinojosa; Hughes; King; Kolkhorst; Middleton; Parker; Paxton; Perry; Schwertner; West; Zaffirini,,,,,Finance,Out of committee,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=883&Bill=SB2
SB 38,883,Relating to the exercise of eminent domain authority by the Texas Facilities Commission to build a wall along this state's international border.,"Property Interests--Eminent Domain (I0615); State Agencies, Boards & Commissions (I0749); BORDER (S0045); FACILITIES COMMISSION, TEXAS (V0780)",Creighton,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=883&Bill=SB38
SB 58,883,Relating to the rights and certification of public school educators and assistance provided to public schools by the Texas Education Agency related to public school educators and to certain allotments under the Foundation School Program.,"Education--Primary & Secondary--Charter Schools (I0245); Education--Primary & Secondary--Discipline (I0244); Education--Primary & Secondary--Finance (I0250); Education--Primary & Secondary--Other School Personnel (I0246); Education--Primary & Secondary--Teachers (I0242); Education--School Districts (I0220); Salaries & Expenses (I0745); State Finances--Management & Control (I0748); BLIND & VISUALLY IMPAIRED, TEXAS SCHOOL FOR THE (V2534); DEAF, TEXAS SCHOOL FOR THE (V1199); EDUCATION AGENCY, TEXAS (V9941); EDUCATION, COMMISSIONER OF (V9954); EDUCATOR CERTIFICATION, STATE BOARD FOR (V0492); SENATE, TEXAS (V0227)",Creighton,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=883&Bill=SB58
SB 77,883,"Relating to public education, including parental rights and public school responsibilities regarding instructional materials.","Education--Primary & Secondary--Curriculum (I0228); Education--Primary & Secondary--Finance (I0250); Education--School Districts (I0220); Family--Parent & Child (I0355); Mental Health & Substance Abuse (I0019); Religion (I0646); BIOMETRIC IDENTIFIERS & VOICEPRINTS (S0449); GENDER IDENTITY & EXPRESSION (S0767); GRIEVANCE PROCEDURES (S0121); PARENTAL CONSENT (S0318); PARENTAL RIGHTS (S0095); SEXUAL ORIENTATION (S0085); TRANSFER STUDENTS (S0251); EDUCATION AGENCY, TEXAS (V9941); EDUCATION, STATE BOARD OF (V0086); EDUCATOR CERTIFICATION, STATE BOARD FOR (V0492)",Creighton,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=883&Bill=SB77
