bill_number,session,chamber,action_date,action,comment,journal_page,order
SCR 7,724,House,1992-11-19,Referred to Rules & Resolutions,,63,6
SCR 7,724,House,1992-11-18,Received from the Senate,,32,5
SCR 7,724,Senate,1992-11-17,Read & adopted,,31,4
SCR 7,724,Senate,1992-11-17,Rules suspended,,31,3
SCR 7,724,Senate,1992-11-17,Filed,,,2
SCR 7,724,Senate,1992-11-17,Received by the Secretary of the Senate,,,1
SR 1,724,Senate,1992-11-10,Reported enrolled,,,3
SR 1,724,Senate,1992-11-10,Read & adopted,,2,2
SR 1,724,Senate,1992-11-10,Received by the Secretary of the Senate,,,1
SR 16,724,Senate,1992-11-16,Reported enrolled,,,3
SR 16,724,Senate,1992-11-16,Read & adopted,,26,2
SR 16,724,Senate,1992-11-16,Received by the Secretary of the Senate,,,1
SR 60,724,Senate,1992-11-30,Reported enrolled,,,3
SR 60,724,Senate,1992-11-30,Read & adopted,,136,2
SR 60,724,Senate,1992-11-30,Received by the Secretary of the Senate,,,1
SR 73,724,Senate,1992-12-02,Reported enrolled,,,3
SR 73,724,Senate,1992-12-02,Read & adopted,,145,2
SR 73,724,Senate,1992-12-02,Received by the Secretary of the Senate,,,1
SR 75,724,Senate,1992-12-03,Reported enrolled,,,3
SR 75,724,Senate,1992-12-03,Read & adopted,,153,2
SR 75,724,Senate,1992-12-03,Received by the Secretary of the Senate,,,1
SR 76,724,Senate,1992-12-03,Reported enrolled,,,3
SR 76,724,Senate,1992-12-03,Read & adopted,,159,2
SR 76,724,Senate,1992-12-03,Received by the Secretary of the Senate,,,1
SR 79,724,Senate,1992-12-03,Reported enrolled,,,3
SR 79,724,Senate,1992-12-03,Read & adopted,,163,2
SR 79,724,Senate,1992-12-03,Received by the Secretary of the Senate,,,1
SCR 2,724,Senate,1992-11-10,Filed,,,2
SCR 2,724,Senate,1992-11-10,Received by the Secretary of the Senate,,,1
SCR 3,724,Executive,1992-12-03,Signed by the Governor,,,14
SCR 3,724,Executive,1992-12-01,Sent to the Governor,,139,13
SCR 3,724,House,1992-11-23,Signed in the House,,73,12
SCR 3,724,Senate,1992-11-20,Signed in the Senate,,99,11
SCR 3,724,Senate,1992-11-19,Reported enrolled,,,10
SCR 3,724,Senate,1992-11-19,House passage reported,,39,9
SCR 3,724,House,1992-11-18,Adopted,,60,8
SCR 3,724,House,1992-11-18,Rules suspended,,59,7
SCR 3,724,House,1992-11-18,Received from the Senate,,32,6
SCR 3,724,Senate,1992-11-17,Read & adopted,,30,5
SCR 3,724,Senate,1992-11-17,Rules suspended,,30,4
SCR 3,724,Senate,1992-11-12,Co-author authorized,,17,3
SCR 3,724,Senate,1992-11-12,Filed,,,2
SCR 3,724,Senate,1992-11-12,Received by the Secretary of the Senate,,,1
SB 3,724,Senate,1992-11-10,Referred to s/c on Agriculture by President,,6,5
SB 3,724,Senate,1992-11-10,Referred to Natural Resources,,6,4
SB 3,724,Senate,1992-11-10,Read first time,,6,3
SB 3,724,Senate,1992-11-06,Filed,,,2
SB 3,724,Senate,1992-11-06,Received by the Secretary of the Senate,,,1
SR 71,724,Senate,1992-12-02,Reported enrolled,,,3
SR 71,724,Senate,1992-12-02,Read & adopted,,145,2
SR 71,724,Senate,1992-12-02,Received by the Secretary of the Senate,,,1
SR 25,724,Senate,1992-11-17,Reported enrolled,,,3
SR 25,724,Senate,1992-11-17,Read & adopted,,30,2
SR 25,724,Senate,1992-11-17,Received by the Secretary of the Senate,,,1
SR 38,724,Senate,1992-11-19,Reported enrolled,,,3
SR 38,724,Senate,1992-11-19,Read & adopted,,98,2
SR 38,724,Senate,1992-11-19,Received by the Secretary of the Senate,,,1
SR 39,724,Senate,1992-11-19,Reported enrolled,,,3
SR 39,724,Senate,1992-11-19,Read & adopted,,98,2
SR 39,724,Senate,1992-11-19,Received by the Secretary of the Senate,,,1
SJR 3,724,Senate,1992-11-11,Referred to State Affairs,,13,4
SJR 3,724,Senate,1992-11-11,Read first time,,13,3
SJR 3,724,Senate,1992-11-10,Filed,,,2
SJR 3,724,Senate,1992-11-10,Received by the Secretary of the Senate,,,1
SR 56,724,Senate,1992-11-23,Reported enrolled,,,3
SR 56,724,Senate,1992-11-23,Read & adopted,,,2
SR 56,724,Senate,1992-11-23,Received by the Secretary of the Senate,,,1
SB 11,724,Senate,1992-12-03,Passed,,162,21
SB 11,724,Senate,1992-12-03,Read 3rd time,,162,20
SB 11,724,Senate,1992-12-03,Laid before the Senate,,,19
SB 11,724,Senate,1992-12-03,New legislative day,,,18
SB 11,724,Senate,1992-12-03,Passed to engrossment as amended,,154,17
SB 11,724,Senate,1992-12-03,Amended,,154,16
SB 11,724,Senate,1992-12-03,"Again, laid before the Senate",,154,15
SB 11,724,Senate,1992-12-03,Consideration withdrawn,,154,14
SB 11,724,Senate,1992-12-03,Point of order sustained-not in Gov.'s call,,154,13
SB 11,724,Senate,1992-12-03,Read 2nd time,,154,12
SB 11,724,Senate,1992-12-03,Laid before the Senate,,153,11
SB 11,724,Senate,1992-12-01,Reported favorably with substitute,,137,10
SB 11,724,Senate,1992-11-30,Considered in public hearing,,,9
SB 11,724,Senate,1992-11-30,Posting rule suspended,,135,8
SB 11,724,Senate,1992-11-23,Co-author authorized,,117,7
SB 11,724,Senate,1992-11-19,Co-author authorized,,39,6
SB 11,724,Senate,1992-11-19,Posting rule suspended,,98,5
SB 11,724,Senate,1992-11-19,Referred to Intergovernmental Relations,,39,4
SB 11,724,Senate,1992-11-19,Read first time,,39,3
SB 11,724,Senate,1992-11-18,Filed,,,2
SB 11,724,Senate,1992-11-18,Received by the Secretary of the Senate,,,1
SCR 11,724,Senate,1992-12-01,Referred to Jurisprudence,,137,4
SCR 11,724,Senate,1992-12-01,Read first time,,137,3
SCR 11,724,Senate,1992-12-01,Filed,,,2
SCR 11,724,Senate,1992-12-01,Received by the Secretary of the Senate,,,1
SR 21,724,Senate,1992-11-17,Reported enrolled,,,3
SR 21,724,Senate,1992-11-17,Read & adopted,,30,2
SR 21,724,Senate,1992-11-17,Received by the Secretary of the Senate,,,1
SR 34,724,Senate,1992-11-18,Reported enrolled,,,3
SR 34,724,Senate,1992-11-18,Read & adopted,,37,2
SR 34,724,Senate,1992-11-18,Received by the Secretary of the Senate,,,1
SR 55,724,Senate,1992-11-25,Reported enrolled,,,3
SR 55,724,Senate,1992-11-25,Read & adopted,,130,2
SR 55,724,Senate,1992-11-25,Received by the Secretary of the Senate,,,1
SR 64,724,Senate,1992-12-01,Reported enrolled,,,3
SR 64,724,Senate,1992-12-01,Read & adopted,,138,2
SR 64,724,Senate,1992-12-01,Received by the Secretary of the Senate,,,1
SR 69,724,Senate,1992-12-02,Reported enrolled,,,3
SR 69,724,Senate,1992-12-02,Read & adopted,,145,2
SR 69,724,Senate,1992-12-02,Received by the Secretary of the Senate,,,1
SR 58,724,Senate,1992-11-30,Reported enrolled,,,3
SR 58,724,Senate,1992-11-30,Read & adopted,,136,2
SR 58,724,Senate,1992-11-30,Received by the Secretary of the Senate,,,1
SR 59,724,Senate,1992-11-30,Reported enrolled,,,3
SR 59,724,Senate,1992-11-30,Read & adopted,,136,2
SR 59,724,Senate,1992-11-30,Received by the Secretary of the Senate,,,1
SR 65,724,Senate,1992-12-02,Reported enrolled,,,3
SR 65,724,Senate,1992-12-02,Read & adopted,,144,2
SR 65,724,Senate,1992-12-02,Received by the Secretary of the Senate,,,1
SR 66,724,Senate,1992-12-02,Reported enrolled,,,3
SR 66,724,Senate,1992-12-02,Read & adopted,,144,2
SR 66,724,Senate,1992-12-02,Received by the Secretary of the Senate,,,1
SB 2,724,Senate,1992-11-10,Referred to Administration,,6,4
SB 2,724,Senate,1992-11-10,Read first time,,6,3
SB 2,724,Senate,1992-11-05,Filed,,,2
SB 2,724,Senate,1992-11-05,Received by the Secretary of the Senate,,,1
SCR 9,724,Executive,1992-12-03,Signed by the Governor,,,13
SCR 9,724,Executive,1992-12-01,Sent to the Governor,,139,12
SCR 9,724,House,1992-11-30,Signed in the House,,95,11
SCR 9,724,Senate,1992-11-30,Signed in the Senate,,135,10
SCR 9,724,Senate,1992-11-25,Reported enrolled,,,9
SCR 9,724,Senate,1992-11-25,House passage reported,,129,8
SCR 9,724,House,1992-11-25,Adopted,,87,7
SCR 9,724,House,1992-11-25,Rules suspended,,87,6
SCR 9,724,House,1992-11-25,Received from the Senate,,84,5
SCR 9,724,Senate,1992-11-24,Read & adopted,,125,4
SCR 9,724,Senate,1992-11-24,Rules suspended,,125,3
SCR 9,724,Senate,1992-11-24,Filed,,,2
SCR 9,724,Senate,1992-11-24,Received by the Secretary of the Senate,,,1
SR 19,724,Senate,1992-11-16,Reported enrolled,,,3
SR 19,724,Senate,1992-11-16,Read & adopted,,26,2
SR 19,724,Senate,1992-11-16,Received by the Secretary of the Senate,,,1
SB 7,724,Senate,1992-12-03,House passage as amended reported,,167,34
SB 7,724,House,1992-12-03,Record vote,#34,134,33
SB 7,724,House,1992-12-03,Passed,,134,32
SB 7,724,House,1992-12-03,Read 3rd time,,134,31
SB 7,724,House,1992-12-03,Rules suspended,,133,30
SB 7,724,House,1992-12-03,Passed to 3rd reading as amended,,131,29
SB 7,724,House,1992-12-03,Amended,Wilson,130,28
SB 7,724,House,1992-12-03,Amendment adopted as amended,Turner,130,27
SB 7,724,House,1992-12-03,Amended,Wilson,130,26
SB 7,724,House,1992-12-03,Amendment(s) offered,Turner,130,25
SB 7,724,House,1992-12-03,Read 2nd time,,130,24
SB 7,724,House,1992-12-03,Placed on General State Calendar,,,23
SB 7,724,House,1992-11-16,1st Printing sent to Calendars,,,22
SB 7,724,House,1992-11-13,1st Printing printed and distributed,,,21
SB 7,724,House,1992-11-12,Reported favorably w/o amendment(s),,30,20
SB 7,724,House,1992-11-12,Considered in formal meeting,,,19
SB 7,724,House,1992-11-12,Referred to County Affairs,,17,18
SB 7,724,House,1992-11-12,Read first time,,17,17
SB 7,724,House,1992-11-12,Received from the Senate,,15,16
SB 7,724,Senate,1992-11-12,Record vote,,24,15
SB 7,724,Senate,1992-11-12,Passed,,24,14
SB 7,724,Senate,1992-11-12,Read 3rd time,,24,13
SB 7,724,Senate,1992-11-12,Record vote,,24,12
SB 7,724,Senate,1992-11-12,Rules suspended,,24,11
SB 7,724,Senate,1992-11-12,Read 2nd time & passed to engrossment,,24,10
SB 7,724,Senate,1992-11-12,Rules suspended,,23,9
SB 7,724,Senate,1992-11-12,Ordered not printed,,23,8
SB 7,724,Senate,1992-11-12,Reported favorably w/o amendments,,23,7
SB 7,724,Senate,1992-11-12,Considered in public hearing,,,6
SB 7,724,Senate,1992-11-12,Posting rule suspended,,22,5
SB 7,724,Senate,1992-11-12,Referred to Intergovernmental Relations,,17,4
SB 7,724,Senate,1992-11-12,Read first time,,17,3
SB 7,724,Senate,1992-11-12,Filed,,,2
SB 7,724,Senate,1992-11-12,Received by the Secretary of the Senate,,,1
SR 54,724,Senate,1992-11-25,Reported enrolled,,,3
SR 54,724,Senate,1992-11-25,Read & adopted,,132,2
SR 54,724,Senate,1992-11-25,Received by the Secretary of the Senate,,,1
SB 12,724,Senate,1992-11-19,Referred to Jurisprudence,,39,4
SB 12,724,Senate,1992-11-19,Read first time,,39,3
SB 12,724,Senate,1992-11-18,Filed,,,2
SB 12,724,Senate,1992-11-18,Received by the Secretary of the Senate,,,1
SR 52,724,Senate,1992-11-23,Reported enrolled,,,3
SR 52,724,Senate,1992-11-23,Read & adopted,,120,2
SR 52,724,Senate,1992-11-23,Received by the Secretary of the Senate,,,1
SB 4,724,Senate,1992-11-11,Referred to State Affairs,,14,4
SB 4,724,Senate,1992-11-11,Read first time,,14,3
SB 4,724,Senate,1992-11-11,Filed,,,2
SB 4,724,Senate,1992-11-11,Received by the Secretary of the Senate,,,1
SB 6,724,Senate,1992-11-12,Referred to Intergovernmental Relations,,17,4
SB 6,724,Senate,1992-11-12,Read first time,,17,3
SB 6,724,Senate,1992-11-12,Filed,,,2
SB 6,724,Senate,1992-11-12,Received by the Secretary of the Senate,,,1
SB 10,724,Senate,1992-11-19,Referred to Finance,,39,4
SB 10,724,Senate,1992-11-19,Read first time,,39,3
SB 10,724,Senate,1992-11-18,Filed,,,2
SB 10,724,Senate,1992-11-18,Received by the Secretary of the Senate,,,1
SR 22,724,Senate,1992-11-17,Reported enrolled,,,3
SR 22,724,Senate,1992-11-17,Read & adopted,,30,2
SR 22,724,Senate,1992-11-17,Received by the Secretary of the Senate,,,1
SR 26,724,Senate,1992-11-17,Reported enrolled,,,3
SR 26,724,Senate,1992-11-17,Read & adopted,,30,2
SR 26,724,Senate,1992-11-17,Received by the Secretary of the Senate,,,1
SR 40,724,Senate,1992-11-19,Reported enrolled,,,3
SR 40,724,Senate,1992-11-19,Read & adopted,,,2
SR 40,724,Senate,1992-11-19,Received by the Secretary of the Senate,,,1
SR 74,724,Senate,1992-12-03,Reported enrolled,,,3
SR 74,724,Senate,1992-12-03,Read & adopted,,158,2
SR 74,724,Senate,1992-12-03,Received by the Secretary of the Senate,,,1
SR 42,724,Senate,1992-11-19,Reported enrolled,,,3
SR 42,724,Senate,1992-11-19,Read & adopted,,,2
SR 42,724,Senate,1992-11-19,Received by the Secretary of the Senate,,,1
SB 5,724,Senate,1992-11-11,Referred to Education,,16,4
SB 5,724,Senate,1992-11-11,Read first time,,16,3
SB 5,724,Senate,1992-11-11,Filed,,,2
SB 5,724,Senate,1992-11-11,Received by the Secretary of the Senate,,,1
SR 27,724,Senate,1992-11-17,Reported enrolled,,,3
SR 27,724,Senate,1992-11-17,Read & adopted,,30,2
SR 27,724,Senate,1992-11-17,Received by the Secretary of the Senate,,,1
SR 35,724,Senate,1992-11-18,Reported enrolled,,,3
SR 35,724,Senate,1992-11-18,Read & adopted,,37,2
SR 35,724,Senate,1992-11-18,Received by the Secretary of the Senate,,,1
SR 51,724,Senate,1992-11-23,Reported enrolled,,,3
SR 51,724,Senate,1992-11-23,Read & adopted,,119,2
SR 51,724,Senate,1992-11-23,Received by the Secretary of the Senate,,,1
SR 47,724,Senate,1992-11-24,Reported enrolled,,,3
SR 47,724,Senate,1992-11-24,Read & adopted,,126,2
SR 47,724,Senate,1992-11-24,Received by the Secretary of the Senate,,,1
SR 18,724,Senate,1992-11-16,Reported enrolled,,,3
SR 18,724,Senate,1992-11-16,Read & adopted,,26,2
SR 18,724,Senate,1992-11-16,Received by the Secretary of the Senate,,,1
SR 67,724,Senate,1992-12-02,Reported enrolled,,,3
SR 67,724,Senate,1992-12-02,Read & adopted,,144,2
SR 67,724,Senate,1992-12-02,Received by the Secretary of the Senate,,,1
SR 6,724,Senate,1992-11-16,Reported enrolled,,,3
SR 6,724,Senate,1992-11-16,Read & adopted,,26,2
SR 6,724,Senate,1992-11-16,Received by the Secretary of the Senate,,,1
SR 8,724,Senate,1992-11-16,Reported enrolled,,,3
SR 8,724,Senate,1992-11-16,Read & adopted,,26,2
SR 8,724,Senate,1992-11-16,Received by the Secretary of the Senate,,,1
SR 9,724,Senate,1992-11-16,Reported enrolled,,,3
SR 9,724,Senate,1992-11-16,Read & adopted,,26,2
SR 9,724,Senate,1992-11-16,Received by the Secretary of the Senate,,,1
SR 10,724,Senate,1992-11-16,Reported enrolled,,,3
SR 10,724,Senate,1992-11-16,Read & adopted,,26,2
SR 10,724,Senate,1992-11-16,Received by the Secretary of the Senate,,,1
SR 11,724,Senate,1992-11-16,Reported enrolled,,,3
SR 11,724,Senate,1992-11-16,Read & adopted,,,2
SR 11,724,Senate,1992-11-16,Received by the Secretary of the Senate,,,1
SR 12,724,Senate,1992-11-16,Reported enrolled,,,3
SR 12,724,Senate,1992-11-16,Read & adopted,,26,2
SR 12,724,Senate,1992-11-16,Received by the Secretary of the Senate,,,1
SR 13,724,Senate,1992-11-16,Reported enrolled,,,3
SR 13,724,Senate,1992-11-16,Read & adopted,,26,2
SR 13,724,Senate,1992-11-16,Received by the Secretary of the Senate,,,1
SR 14,724,Senate,1992-11-16,Reported enrolled,,,3
SR 14,724,Senate,1992-11-16,Read & adopted,,26,2
SR 14,724,Senate,1992-11-16,Received by the Secretary of the Senate,,,1
SR 15,724,Senate,1992-11-16,Reported enrolled,,,3
SR 15,724,Senate,1992-11-16,Read & adopted,,26,2
SR 15,724,Senate,1992-11-16,Received by the Secretary of the Senate,,,1
SR 46,724,Senate,1992-11-23,Reported enrolled,,,3
SR 46,724,Senate,1992-11-23,Read & adopted,,117,2
SR 46,724,Senate,1992-11-23,Received by the Secretary of the Senate,,,1
SB 1,724,Senate,1992-12-01,Reported favorably with amendments,,137,14
SB 1,724,Senate,1992-11-30,Considered in public hearing,,,13
SB 1,724,Senate,1992-11-30,Scheduled for public hearing on  . . . . .,,,12
SB 1,724,Senate,1992-11-25,Posting rule suspended,,130,11
SB 1,724,Senate,1992-11-18,No action taken in committee,,,10
SB 1,724,Senate,1992-11-18,Scheduled for public hearing on  . . . . .,,,9
SB 1,724,Senate,1992-11-18,Posting rule suspended,,35,8
SB 1,724,Senate,1992-11-11,No action taken in committee,,,7
SB 1,724,Senate,1992-11-11,Scheduled for public hearing on  . . . . .,,,6
SB 1,724,Senate,1992-11-10,Posting rule suspended,,7,5
SB 1,724,Senate,1992-11-10,Referred to Education,,6,4
SB 1,724,Senate,1992-11-10,Read first time,,6,3
SB 1,724,Senate,1992-11-05,Filed,,,2
SB 1,724,Senate,1992-11-05,Received by the Secretary of the Senate,,,1
SJR 1,724,House,1992-12-03,Record vote,#32,129,103
SJR 1,724,House,1992-12-03,Failed of adoption,,129,102
SJR 1,724,House,1992-12-03,Point of order sustained,,128,101
SJR 1,724,House,1992-12-03,Amendment to amendment offered,Uher,128,100
SJR 1,724,House,1992-12-03,Amendment(s) offered,Kubiak,128,99
SJR 1,724,House,1992-12-03,Vote reconsidered,,128,98
SJR 1,724,House,1992-12-03,Record vote,#31,127,97
SJR 1,724,House,1992-12-03,Failed of adoption,,127,96
SJR 1,724,House,1992-12-03,Amended,Holzheauser,126,95
SJR 1,724,House,1992-12-03,Record vote,#30,126,94
SJR 1,724,House,1992-12-03,Amendment fails of adoption,Craddick*,124,93
SJR 1,724,House,1992-12-03,Laid out as postponed business,,123,92
SJR 1,724,House,1992-11-25,Postponed,11/30/92 4:00pm,88,91
SJR 1,724,House,1992-11-25,Read 3rd time,,87,90
SJR 1,724,House,1992-11-18,Record vote,#18,59,89
SJR 1,724,House,1992-11-18,Passed to 3rd reading as amended,,59,88
SJR 1,724,House,1992-11-18,Record vote,#17,58,87
SJR 1,724,House,1992-11-18,Amendment adopted as amended,Smithee,58,86
SJR 1,724,House,1992-11-18,Amendment amended,Linebarger,58,85
SJR 1,724,House,1992-11-18,Record vote,#16,57,84
SJR 1,724,House,1992-11-18,Motion to table fails,,57,83
SJR 1,724,House,1992-11-18,Amendment(s) offered,Smithee,56,82
SJR 1,724,House,1992-11-18,Nonrecord vote recorded in Journal,,56,81
SJR 1,724,House,1992-11-18,Amendment tabled,Cavazos,56,80
SJR 1,724,House,1992-11-18,Amended,Denton,55,79
SJR 1,724,House,1992-11-18,Record vote,#15,54,78
SJR 1,724,House,1992-11-18,Amendment tabled,Grusendorf,54,77
SJR 1,724,House,1992-11-18,Nonrecord vote recorded in Journal,,54,76
SJR 1,724,House,1992-11-18,Amendment adopted as amended,Grusendorf,54,75
SJR 1,724,House,1992-11-18,Record vote,#14,53,74
SJR 1,724,House,1992-11-18,Amendment amended,Stiles,52,73
SJR 1,724,House,1992-11-18,Amendment(s) offered,Grusendorf,52,72
SJR 1,724,House,1992-11-18,Amendment tabled,Hildrebran,52,71
SJR 1,724,House,1992-11-18,Amendment tabled,Price,51,70
SJR 1,724,House,1992-11-18,Amendment tabled,Price,51,69
SJR 1,724,House,1992-11-18,Amended,Kubiak*,51,68
SJR 1,724,House,1992-11-18,Amendment tabled,Grusendorf,50,67
SJR 1,724,House,1992-11-18,Nonrecord vote recorded in Journal,,50,66
SJR 1,724,House,1992-11-18,Amended,Stiles,50,65
SJR 1,724,House,1992-11-18,Amendment withdrawn,Craddick,50,64
SJR 1,724,House,1992-11-18,Amendment to amendment withdrawn,Perez,50,63
SJR 1,724,House,1992-11-18,Record vote,#13,49,62
SJR 1,724,House,1992-11-18,Motion to table fails,,49,61
SJR 1,724,House,1992-11-18,Amendment to amendment offered,Perez,49,60
SJR 1,724,House,1992-11-18,Amendment(s) offered,Craddick,49,59
SJR 1,724,House,1992-11-18,Amendment withdrawn,Craddick,49,58
SJR 1,724,House,1992-11-18,Motion withdrawn,,49,57
SJR 1,724,House,1992-11-18,Amendment(s) offered,Craddick,48,56
SJR 1,724,House,1992-11-18,Amended,Grusendorf*,48,55
SJR 1,724,House,1992-11-18,Amended,A. Smith,47,54
SJR 1,724,House,1992-11-18,Record vote,#12,47,53
SJR 1,724,House,1992-11-18,Motion to table fails,,47,52
