bill_number,session,summary,keywords,authors,coauthors,sponsors,cosponsors,house_committee,hc_status,senate_committee,sc_status,bill_url
SR 119,715,Extending best wishes to the Ondrusek family for a most successful and enjoyable reunion.,Resolutions--Miscellaneous (I0720); ONDRUSEK FAMILY (N9507),Armbrister,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=715&Bill=SR119
SB 67,715,Relating to exempting from ad valorem taxes property owned or leased by certain cooperative research and development organizations.,Industrial Development (I0415); Taxation--Property (I0795),Barrientos,,,,,,Finance,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=715&Bill=SB67
SB 68,715,Relating to a student health services building fee at the University of Texas at Austin.,Education--Higher--Student Fees (I0234); UNIVERSITY OF TEXAS AT AUSTIN (U0397),Barrientos,,,,,,Education,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=715&Bill=SB68
SB 69,715,Relating to the imposition of court costs in certain criminal cases for the funding of the crime stoppers assistance account; making an appropriation.,Appropriations (I0040); Crime Prevention (I0083); Fees & Other Nontax Revenue--Local (I0361),Barrientos,,,,,,Criminal Justice,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=715&Bill=SB69
SB 81,715,"Relating to the creation, administration, powers, duties, operation, and financing of the Glen Rose Special Utility District.",GLEN ROSE SPECIAL UTILITY DISTRICT (D9496); Special Districts & Authorities--Water & Utility (I0755),Barrientos,,,,,,Intergovernmental Relations,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=715&Bill=SB81
SB 82,715,"Relating to the creation, administration, powers, duties, operation, and financing of the Williamson-Travis Counties Water Control and Improvement District No. 1.",WILLIAMSON-TRAVIS COUNTIES WATER CONTROL IMPROVEMENT DIST. # (D9382); Special Districts & Authorities--Water & Utility (I0755),Barrientos,,,,,,Intergovernmental Relations,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=715&Bill=SB82
SCR 4,715,"Encouraging faculty, students, and administrators at educational institutions to establish a multicultural component within the university.",Education--Higher-- General (I0231); Human Relations (I0410); Resolutions--Miscellaneous (I0720),Barrientos,,Delco,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=715&Bill=SCR4
SCR 7,715,Congratulating Antonio David Lucero.,"Resolutions--Congratulatory & Honorary (I0705); LUCERO, ANTONIO DAVID (N3707)",Barrientos,,Delco,,Rules and Resolutions,In committee,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=715&Bill=SCR7
SR 4,715,Honoring the long and productive career of Gary Hughes and extending to him all best wishes in his new position.,"Resolutions--Congratulatory & Honorary (I0705); HUGHES, GARY (N3651)",Barrientos,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=715&Bill=SR4
SR 36,715,"Recognizing May, 1990, as ""Mental Health Month"" in Texas.",MENTAL HEALTH MONTH (H9114); Resolutions--Miscellaneous (I0720),Barrientos,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=715&Bill=SR36
SR 44,715,Declaring the 50th birthday of Bruce Foster Hupp a most suitable occasion to commend his extraordinary character and admirable qualities.,"Resolutions--Congratulatory & Honorary (I0705); HUPP, BRUCE (N3753)",Barrientos,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=715&Bill=SR44
