bill_number,session,summary,keywords,authors,coauthors,sponsors,cosponsors,house_committee,hc_status,senate_committee,sc_status,bill_url
SB 170,85R,Relating to a civil action to collect a civil penalty for possession of certain small amounts of marihuana and an exception to prosecution for possession of associated drug paraphernalia.,Civil Remedies & Liabilities (I0065); Courts--Prosecuting Attorneys (I0165); Crimes--Drugs (I0185); Family--Juvenile Delinquency (I0360); Law Enforcement (I0510); MARIHUANA (S3105); PEACE OFFICERS (S0007),RodrÃ­guez,,,,,,Criminal Justice,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=85R&Bill=SB170
SB 251,85R,Relating to certain statutory changes to reflect and address same-sex marriages and parenting relationships and to the removal of provisions regarding the criminality or unacceptability of homosexual conduct.,Family--Marriage Relationship (I0350); Health--General (I0385); CHILD CUSTODY (S4378); DIVORCE (S3940); MARRIAGE LICENSES (S0031); SAME-SEX MARRIAGE (S0440); SEX EDUCATION (S0827),RodrÃ­guez,,,,,,State Affairs,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=85R&Bill=SB251
SB 330,85R,Relating to the qualification of land for appraisal for ad valorem tax purposes as qualified open-space land.,Agriculture (I0020); Military & Veterans (I0535); Taxation--Property-Appraisals & Appraisal Districts (I0792); Taxation--Property-Exemptions (I0793); OPEN-SPACE LAND (S0378),Rodríguez,Garcia; Zaffirini,,,Agriculture & Livestock,In committee,Finance,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=85R&Bill=SB330
SB 421,85R,Relating to the bilingual education allotment under the Foundation School Program.,Education--Bilingual (I0213); Education--Primary & Secondary--Finance (I0250); FOUNDATION SCHOOL PROGRAM (S0541),RodrÃ­guez,,,,,,Education,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=85R&Bill=SB421
SB 422,85R,Relating to the admission policy of an open-enrollment charter school.,Education--Primary & Secondary--Admission & Attendance (I0227); Education--Primary & Secondary--Charter Schools (I0245),RodrÃ­guez,,,,,,Education,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=85R&Bill=SB422
SB 423,85R,Relating to a study regarding the costs of educating educationally disadvantaged students and students of limited English proficiency in public schools.,"Education--Bilingual (I0213); Education--Primary & Secondary--Finance (I0250); ENGLISH LANGUAGE (S0168); EDUCATION AGENCY, TEXAS (V9941)",RodrÃ­guez,,,,,,Education,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=85R&Bill=SB423
SB 424,85R,Relating to the secure confinement of certain children.,"Minors--Juvenile Justice (I0534); JUVENILE JUSTICE DEPARTMENT, TEXAS (V0846)",RodrÃ­guez,,,,,,Criminal Justice,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=85R&Bill=SB424
SB 425,85R,Relating to the availability under the public information law of information contained in a bid or proposal after a contract is executed or awarded.,Open Records (I0548); Purchasing--General (I0642),RodrÃ­guez,,,,,,Business & Commerce,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=85R&Bill=SB425
SB 426,85R,Relating to early voting by mail by any qualified voter.,Aging (I0015); Elections--Early Voting (I0260); Elections--Registration & Suffrage (I0265); SECRETARY OF STATE (V0042),RodrÃ­guez,,,,,,State Affairs,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=85R&Bill=SB426
SB 427,85R,Relating to authorization for a county or municipality to establish a local minimum wage.,City Government--General (I0060); County Government--General (I0096); Labor--Wages (I0485); MINIMUM WAGE (S0029),RodrÃ­guez,,,,,,Natural Resources & Economic Development,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=85R&Bill=SB427
SB 428,85R,"Relating to the waiver of state park, museum, and other state-operated facility entrance fees for persons with certain disabilities.","Arts & Humanities (I0042); Disabilities, Persons with (I0380); Fees & Other Nontax Revenue--State (I0362); Parks & Wildlife--Parks (I0555); Public Lands, Buildings & Resources (I0630); State Agencies, Boards & Commissions (I0749); HISTORICAL COMMISSION, TEXAS (V0238); PARKS & WILDLIFE COMMISSION (V1564)",RodrÃ­guez,,,,,,"Agriculture, Water & Rural Affairs",In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=85R&Bill=SB428
SB 429,85R,Relating to minimum education requirements for child protective services caseworkers.,"Family--Child Protection (I0351); Human Services--Child Services (I0895); SOCIAL WORK & SOCIAL WORKERS (S0030); FAMILY & PROTECTIVE SERVICES, DEPARTMENT OF (V0461)",RodrÃ­guez,,,,,,Health & Human Services,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=85R&Bill=SB429
SB 430,85R,Relating to the regulation of the practice of dental hygiene.,Occupational Regulation--Health Occupations (I0540); DENTAL ASSISTANTS (S0229); DENTISTS & DENTISTRY (S0158),RodrÃ­guez,Burton,,,,,Health & Human Services,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=85R&Bill=SB430
SB 431,85R,Relating to the authority of an advanced practice registered nurse to sign or issue certain documents.,Education--Primary & Secondary--General (I0230); Health Care Providers (I0387); Health--General (I0385); Health--Other Diseases & Medical Conditions (I0383); Minors--Health & Safety (I0533); REGISTERED NURSES (N8312); NURSES & NURSE AIDES (S2704),RodrÃ­guez,,,,,,Health & Human Services,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=85R&Bill=SB431
SB 432,85R,Relating to a report identifying each provision of state law that has been declared unconstitutional by the United States Supreme Court.,"State Agencies, Boards & Commissions (I0749); LEGISLATIVE COUNCIL, TEXAS (V0001)",RodrÃ­guez,,,,,,State Affairs,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=85R&Bill=SB432
SB 433,85R,Relating to the prescribing and ordering of Schedule II controlled substances by certain advanced practice registered nurses and physician assistants.,Occupational Regulation--Health Occupations (I0540); REGISTERED NURSES (N8312); MEDICINE & PRESCRIPTION DRUGS (S7338); NURSES & NURSE AIDES (S2704); PHYSICIAN ASSISTANTS (S0081),RodrÃ­guez,,,,,,Health & Human Services,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=85R&Bill=SB433
SB 434,85R,Relating to lethal violence protective orders; creating a criminal offense.,"Criminal Procedure--General (I0208); Weapons (I0887); PROTECTIVE ORDERS (S0495); PUBLIC SAFETY, DEPARTMENT OF (V0251)",RodrÃ­guez,,,,,,State Affairs,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=85R&Bill=SB434
SB 435,85R,Relating to volunteer practice by an inactive member of the State Bar of Texas.,Lawyers (I0515); VOLUNTEERS (S1314); STATE BAR OF TEXAS (V2529),RodrÃ­guez,,,,,,State Affairs,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=85R&Bill=SB435
SB 436,85R,Relating to the operation of the special education continuing advisory committee.,"Education--Primary & Secondary--Special (I0243); Electronic Information Systems (I0311); Open Meetings (I0546); EDUCATION AGENCY, TEXAS (V9941)",RodrÃ­guez,,"Uresti, Tomas",,Public Education,Out of committee,Education,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=85R&Bill=SB436
SB 437,85R,Relating to the establishment of a public law school in El Paso County.,"EL PASO COUNTY (G0873); Education--Higher--Institutions & Programs (I0223); TEXAS A&M UNIVERSITY SYSTEM (U0079); UNIVERSITY OF TEXAS SYSTEM (U0045); HIGHER EDUCATION COORDINATING BOARD, TEXAS (V4280)",RodrÃ­guez,,,,,,Higher Education,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=85R&Bill=SB437
SB 438,85R,Relating to the conveyance of property by a municipality for the public purpose of economic development.,City Government--Land Use & Zoning (I0064); Economic & Industrial Development--General (I0214); PUBLIC NOTICE (S0264),RodrÃ­guez,,,,,,Natural Resources & Economic Development,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=85R&Bill=SB438
SB 439,85R,Relating to the appointment by certain elected officials of students to receive a Texas Armed Services Scholarship.,"Education--Higher--Student Financial Aid (I0235); Military & Veterans (I0535); SCHOLARSHIPS (S2123); HIGHER EDUCATION COORDINATING BOARD, TEXAS (V4280)",RodrÃ­guez,,,,,,Higher Education,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=85R&Bill=SB439
SB 440,85R,Relating to the use by certain municipalities of hotel occupancy tax revenue to improve or expand certain airports.,"City Government--Finance (I0062); Taxation--Hotel, Motel Occupancy (I0806); AIRPORTS (S0307); BORDER (S0045)",Rodríguez,,Nevárez,,Ways & Means,Out of committee,Natural Resources & Economic Development,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=85R&Bill=SB440
SB 441,85R,Relating to eligibility of surviving spouses of disabled veterans for specialty license plates.,Military & Veterans (I0535); Vehicles & Traffic--Vehicle Registration (I0845); LICENSE PLATES (S9823),RodrÃ­guez,,Blanco,,Defense & Veterans' Affairs,Out of committee,Veteran Affairs & Border Security,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=85R&Bill=SB441
SB 442,85R,Relating to a limitation on the amount of tuition charged by public institutions of higher education.,Education--Higher--Tuition (I0233),RodrÃ­guez,,,,,,Higher Education,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=85R&Bill=SB442
SB 473,85R,Relating to paid rest breaks for construction employees of construction contractors and subcontractors; providing an administrative penalty.,"Labor--Health & Safety (I0490); BUILDING CONSTRUCTION (S0426); CONSTRUCTION & HEAVY EQUIPMENT (S0351); CONTRACTORS & SUBCONTRACTORS (S2563); WORKFORCE COMMISSION, TEXAS (V0470)",RodrÃ­guez; Garcia,,,,,,Natural Resources & Economic Development,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=85R&Bill=SB473
SB 474,85R,Relating to required provision of workers' compensation insurance coverage for employees of building and construction contractors and subcontractors.,Labor--Workers' Compensation (I0470); BUILDING CONSTRUCTION (S0426); CONSTRUCTION & HEAVY EQUIPMENT (S0351); CONTRACTORS & SUBCONTRACTORS (S2563),RodrÃ­guez; Garcia,,,,,,Business & Commerce,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=85R&Bill=SB474
SB 475,85R,Relating to safety training for employees performing construction work under a contract with a governmental entity; providing administrative penalties.,Occupational Regulation--Other Trades & Professions (I0541); Purchasing--General (I0642); Purchasing--Local (I0644); Purchasing--State (I0643); Safety (I0740); BUILDING CONSTRUCTION (S0426); CONSTRUCTION & HEAVY EQUIPMENT (S0351); CONTRACTORS & SUBCONTRACTORS (S2563); STAFF DEVELOPMENT & TRAINING (S0317),RodrÃ­guez; Garcia,,,,,,Business & Commerce,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=85R&Bill=SB475
SB 476,85R,Relating to claims for unpaid wages.,"Labor--Management Relations (I0465); Labor--Wages (I0485); WORKFORCE COMMISSION, TEXAS (V0470)",RodrÃ­guez; Garcia,,,,,,Natural Resources & Economic Development,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=85R&Bill=SB476
SB 511,85R,Relating to a written declaration to designate a guardian before the need for a guardian arises.,Probate--Guardians & Related Trusts (I0589); GUARDIANS & WARDS (S0301),RodrÃ­guez,,Wray,,Judiciary & Civil Jurisprudence,Out of committee,State Affairs,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=85R&Bill=SB511
SB 512,85R,Relating to the form and revocation of medical powers of attorney.,Family--Marriage Relationship (I0350); Health Care Providers (I0387); Health--General (I0385); Health--Privacy/Use of Information (I0389); ADVANCE DIRECTIVES (S0590); HEALTH & HUMAN SERVICES COMMISSION (V0177),RodrÃ­guez,,,,,,State Affairs,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=85R&Bill=SB512
SB 513,85R,Relating to the disposition of remains and anatomical gifts.,Health Care Providers (I0387); Health--General (I0385); Health--Privacy/Use of Information (I0389); Notaries (I0538); Probate--Durable Power of Attorney (I0591); GIFTS & DONATIONS (S0122),RodrÃ­guez,,,,,,State Affairs,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=85R&Bill=SB513
SB 556,85R,Relating to the release on parole of certain inmates convicted of an offense committed when younger than 18 years of age; changing parole eligibility.,"Corrections--Parole, Probation & Pardons (I0093); Family--Juvenile Delinquency (I0360); Juvenile Boards & Officers (I0450); Minors--Juvenile Justice (I0534); CRIMINAL JUSTICE, TEXAS DEPARTMENT OF (V8788); PARDONS & PAROLES, BOARD OF (V6037)",RodrÃ­guez,,,,,,Criminal Justice,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=85R&Bill=SB556
SB 557,85R,Relating to the period for filing a claim for reimbursement for certain ancillary services under the Medicaid program.,Human Services--Medical Assistance (I0905); Nursing Homes (I0539); MEDICAID (S4885); HEALTH & HUMAN SERVICES COMMISSION (V0177),RodrÃ­guez,,,,,,Health & Human Services,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=85R&Bill=SB557
SB 567,85R,"Relating to the imposition of administrative, civil, and criminal penalties for violating certain statutes under the jurisdiction of, rules or orders adopted by, or licenses, permits, or certificates issued by the Railroad Commission of Texas; increasing criminal penalties.",Oil & Gas (I0545); Safety (I0740); Utilities--Natural Gas (I0001); PERMITS (S0011); RAILROAD COMMISSION (V0089),RodrÃ­guez,,,,,,Natural Resources & Economic Development,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=85R&Bill=SB567
SB 568,85R,Relating to the posting by the Railroad Commission of Texas on its Internet website of certain enforcement information.,Electronic Information Systems (I0311); Oil & Gas (I0545); Open Records (I0548); INTERNET (S0130); RAILROAD COMMISSION (V0089),RodrÃ­guez,,,,,,Natural Resources & Economic Development,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=85R&Bill=SB568
SB 569,85R,Relating to a review and report by the Railroad Commission of Texas regarding the oversight and enforcement of unpermitted discharges of oil and gas waste or of other substances or materials associated with certain operations or activities regulated by the commission.,Environment--Water (I0320); Oil & Gas (I0545); RAILROAD COMMISSION (V0089),RodrÃ­guez,,,,,,Natural Resources & Economic Development,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=85R&Bill=SB569
SB 570,85R,"Relating to the regulation of the retention, storage, transportation, disposal, processing, and reuse of used or scrap tires; providing a civil penalty; creating a criminal offense.","Business & Commerce--General (I0050); Environment--Solid Waste (I0330); Fees & Other Nontax Revenue--Local (I0361); Occupational Regulation--Other Trades & Professions (I0541); Transportation--Miscellaneous (I0824); Vehicles & Traffic--Equipment (I0855); TIRES (S9805); ATTORNEY GENERAL (V2811); ENVIRONMENTAL QUALITY, TEXAS COMMISSION ON (V0334)",Rodríguez,Birdwell; Estes; Garcia; Hinojosa; Lucio; Uresti; West; Zaffirini,"Walle; Uresti, Tomas",,Environmental Regulation,Out of committee,Natural Resources & Economic Development,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=85R&Bill=SB570
SB 593,85R,Relating to the governance of certain housing authorities.,MEXICO (G2781); City Government--General (I0060); Housing--General (I0405); BORDER (S0045),RodrÃ­guez,,Blanco; Moody,,Urban Affairs,Out of committee,Intergovernmental Relations,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=85R&Bill=SB593
SB 617,85R,Relating to trusts.,Property Interests--Trusts (I0008); TRUSTS (S1018),Rodríguez,,Wray,,Judiciary & Civil Jurisprudence,Out of committee,State Affairs,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=85R&Bill=SB617
SB 665,85R,Relating to education requirements for a notary public appointment; authorizing a fee.,Notaries (I0538); Occupational Regulation--Other Trades & Professions (I0541); SECRETARY OF STATE (V0042),RodrÃ­guez,,,,,,State Affairs,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=85R&Bill=SB665
SB 691,85R,Relating to the fees collected by justices of the peace on the filing of certain civil actions to fund a law library.,Courts--Administration (I0130); Courts--Justice (I0110); Fees & Other Nontax Revenue--Local (I0361); Libraries & Librarians (I0523),RodrÃ­guez,,,,,,State Affairs,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=85R&Bill=SB691
SB 692,85R,Relating to regulation by certain counties of lots in platted subdivisions that have remained undeveloped.,County Government--General (I0096); County Government--Land Use & Zoning (I0098); County Government--Roads (I0099); COLONIAS (S8735); PLATTING (S0285),Rodríguez,,"González, Mary",,County Affairs,Out of committee,Intergovernmental Relations,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=85R&Bill=SB692
SB 704,85R,Relating to the public school finance system.,"Education--Primary & Secondary--Finance (I0250); Education--School Districts (I0220); Taxation--School District (I0785); AUDITOR, STATE (V4364); COMPTROLLER OF PUBLIC ACCOUNTS (V2608); EDUCATION AGENCY, TEXAS (V9941); LEGISLATIVE BUDGET BOARD (V0161)",RodrÃ­guez,,,,,,Education,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=85R&Bill=SB704
SB 776,85R,Relating to including in the minimum attendance requirement of a public school student any absence of the student to participate in an extracurricular activity.,Education--Primary & Secondary--Admission & Attendance (I0227); Education--Primary & Secondary--Extracurricular Activities (I0247); Education--Primary & Secondary--Finance (I0250),RodrÃ­guez,,,,,,Education,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=85R&Bill=SB776
SB 777,85R,"Relating to the availability of school counselors at public middle, junior high, and high school campuses.","Education--Primary & Secondary--Finance (I0250); Education--Primary & Secondary--Other School Personnel (I0246); PROFESSIONAL COUNSELORS (S0714); EDUCATION, COMMISSIONER OF (V9954)",RodrÃ­guez,,,,,,Education,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=85R&Bill=SB777
SB 799,85R,Relating to the authority of certain counties to impose a hotel occupancy tax.,"EL PASO COUNTY (G0873); County Government--Finance (I0097); Taxation--Hotel, Motel Occupancy (I0806); BORDER (S0045)",RodrÃ­guez,,Blanco,,Ways & Means,Out of committee,Natural Resources & Economic Development,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=85R&Bill=SB799
SB 819,85R,Relating to the execution of a declaration for mental health treatment.,Civil Remedies & Liabilities (I0065); Mental Health & Substance Abuse (I0019); Notaries (I0538),RodrÃ­guez,,,,,,Health & Human Services,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=85R&Bill=SB819
SB 830,85R,Relating to the provision of accounting statements by mortgage servicers for certain loans secured by a lien on residential real property.,Consumer Protection (I0080); Financial--General (I0365); Property Interests--Mortgages & Liens (I0605); Property Interests--Real Property (I0595); LOANS (S0117),RodrÃ­guez,,Walle,,Investments & Financial Services,Out of committee,Business & Commerce,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=85R&Bill=SB830
SB 831,85R,Relating to the prescribing and ordering authority of certain advanced practice registered nurses who are military veterans.,"Military & Veterans (I0535); Occupational Regulation--Health Occupations (I0540); MEDICINE & PRESCRIPTION DRUGS (S7338); NURSES & NURSE AIDES (S2704); NURSING, TEXAS BOARD OF (V0776)",RodrÃ­guez,,,,,,Health & Human Services,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=85R&Bill=SB831
SB 835,85R,Relating to state collaboration with federally recognized Indian tribes.,"Governor (I0375); Human Relations (I0410); Intergovernmental Relations (I0447); State Agencies, Boards & Commissions (I0749); STATE-TRIBAL COLLABORATION ACT (P0513); NATIVE AMERICANS (S0441)",RodrÃ­guez,,,,,,State Affairs,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=85R&Bill=SB835
SB 836,85R,Relating to a contract or other agreement between certain governmental entities and a credit services organization or related business.,Business & Commerce--General (I0050); State Finances--Management & Control (I0748); Transportation--Mass Transit (I0823); CREDIT SERVICE ORGANIZATIONS (S0165),RodrÃ­guez,,,,,,Business & Commerce,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=85R&Bill=SB836
SB 918,85R,Relating to sexual assault and domestic violence awareness training and reporting by cosmetology license holders.,"Family--Family Violence (I0353); Occupational Regulation--Other Trades & Professions (I0541); CONTINUING EDUCATION (S0234); COSMETOLOGISTS (S9799); SEXUAL ASSAULT (S4375); LICENSING & REGULATION, TEXAS COMMISSION OF (V0383)",RodrÃ­guez,,,,,,Business & Commerce,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=85R&Bill=SB918
SB 919,85R,Relating to the authority of an advanced practice registered nurse or physician assistant to sign a death certificate in limited situations.,Health Care Providers (I0387); Health--General (I0385); Occupational Regulation--Health Occupations (I0540); BIRTH & DEATH CERTIFICATES (S6418); NURSES & NURSE AIDES (S2704); PHYSICIAN ASSISTANTS (S0081); HEALTH & HUMAN SERVICES COMMISSION (V0177),RodrÃ­guez,,Coleman,,Public Health,Out of committee,Health & Human Services,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=85R&Bill=SB919
SB 926,85R,Relating to durable powers of attorney.,Health Care Providers (I0387); Health--General (I0385); Health--Privacy/Use of Information (I0389); Probate--Durable Power of Attorney (I0591),RodrÃ­guez,,,,,,State Affairs,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=85R&Bill=SB926
SB 927,85R,Relating to a special education recovery program operated by the Texas Education Agency.,"Education--Primary & Secondary--Finance (I0250); Education--Primary & Secondary--Special (I0243); EDUCATION AGENCY, TEXAS (V9941)",RodrÃ­guez,,,,,,Education,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=85R&Bill=SB927
SB 928,85R,Relating to the establishment of the Tom Lea Trail.,"Arts & Humanities (I0042); Highways (I0390); Historic Preservation & Museums (I0392); TOM LEA TRAIL (S0844); TRANSPORTATION COMMISSION, TEXAS (V0040); TRANSPORTATION, TEXAS DEPARTMENT OF (V8796)",Rodríguez; Estes,"Birdwell; Buckingham; Huffines; Lucio; Perry; Schwertner; Seliger; Taylor, Larry; Watson; West; Zaffirini","Pickett; Landgraf; Moody; Anderson, Charles ""Doc""","Bernal; Blanco; Bonnen, Greg; Burkett; Clardy; Craddick; Dale; Faircloth; Farrar; Frank; Frullo; González, Mary; Guillen; Hinojosa, Gina; Howard; Isaac; Israel; Johnson, Eric; Kacal; King, Tracy O.; Kuempel; Larson; Leach; Lozano; Meyer; Ortega; Paddie; Phillips; Price; Raney; Rinaldi; Rodriguez, Eddie; Romero, Jr.; Rose; Turner; Villalba; Workman; Wu",Transportation,Out of committee,Transportation,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=85R&Bill=SB928
SB 958,85R,Relating to the deadline for filing an application for a writ of habeas corpus in a death penalty case.,"Crimes--Capital Punishment (I0195); Criminal Procedure--General (I0208); HABEAS CORPUS (S0263); CRIMINAL APPEALS, COURT OF (V1605)",RodrÃ­guez,,,,,,Criminal Justice,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=85R&Bill=SB958
SB 964,85R,Relating to the Jeff Davis County Underground Water Conservation District; authorizing a fee.,JEFF DAVIS COUNTY UNDERGROUND WATER CONSERVATION DISTRICT (D0065); Special Districts & Authorities--Groundwater Conserve Dist. (I0013); Special Districts & Authorities--Water & Utility (I0755),Rodríguez,,Nevárez,,Special Purpose Districts,Out of committee,"Agriculture, Water & Rural Affairs",Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=85R&Bill=SB964
SB 1017,85R,Relating to decedents' estates and certain posthumous gifts.,Probate--Wills & Admin of Estates (I0590),RodrÃ­guez,,,,,,State Affairs,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=85R&Bill=SB1017
