bill_number,session,chamber,action_date,action,comment,journal_page,order
SR 142,793,Senate,2006-05-04,Reported enrolled,,,3
SR 142,793,Senate,2006-05-04,Read & adopted,,112,2
SR 142,793,Senate,2006-05-04,Received by the Secretary of the Senate,,,1
SR 143,793,Senate,2006-05-09,Again read,,127,4
SR 143,793,Senate,2006-05-04,Reported enrolled,,,3
SR 143,793,Senate,2006-05-04,Read & adopted,,111,2
SR 143,793,Senate,2006-05-04,Received by the Secretary of the Senate,,,1
SR 144,793,Senate,2006-05-04,Reported enrolled,,,3
SR 144,793,Senate,2006-05-04,Read & adopted,,112,2
SR 144,793,Senate,2006-05-04,Received by the Secretary of the Senate,,,1
SR 145,793,Senate,2006-05-04,Reported enrolled,,,3
SR 145,793,Senate,2006-05-04,Read & adopted,,112,2
SR 145,793,Senate,2006-05-04,Received by the Secretary of the Senate,,,1
SR 146,793,Senate,2006-05-04,Reported enrolled,,,3
SR 146,793,Senate,2006-05-04,Read & adopted,,111,2
SR 146,793,Senate,2006-05-04,Received by the Secretary of the Senate,,,1
SR 164,793,Senate,2006-05-15,Again read,,205,4
SR 164,793,Senate,2006-05-08,Reported enrolled,,,3
SR 164,793,Senate,2006-05-08,Read & adopted,,121,2
SR 164,793,Senate,2006-05-08,Received by the Secretary of the Senate,,,1
SR 165,793,Senate,2006-05-08,Reported enrolled,,,3
SR 165,793,Senate,2006-05-08,Read & adopted,,121,2
SR 165,793,Senate,2006-05-08,Received by the Secretary of the Senate,,,1
SR 213,793,Senate,2006-05-12,Reported enrolled,,,3
SR 213,793,Senate,2006-05-12,Read & adopted,,178,2
SR 213,793,Senate,2006-05-12,Received by the Secretary of the Senate,,,1
SR 214,793,Senate,2006-05-12,Reported enrolled,,,3
SR 214,793,Senate,2006-05-12,Read & adopted,,179,2
SR 214,793,Senate,2006-05-12,Received by the Secretary of the Senate,,,1
SR 215,793,Senate,2006-05-15,Again read,,198,4
SR 215,793,Senate,2006-05-12,Reported enrolled,,,3
SR 215,793,Senate,2006-05-12,Read & adopted,,179,2
SR 215,793,Senate,2006-05-12,Received by the Secretary of the Senate,,,1
SR 233,793,Senate,2006-05-12,Reported enrolled,,,3
SR 233,793,Senate,2006-05-12,Read & adopted,,178,2
SR 233,793,Senate,2006-05-12,Received by the Secretary of the Senate,,,1
SR 239,793,Senate,2006-05-15,Again read,,209,4
SR 239,793,Senate,2006-05-14,Reported enrolled,,,3
SR 239,793,Senate,2006-05-14,Read & adopted,,196,2
SR 239,793,Senate,2006-05-14,Received by the Secretary of the Senate,,,1
SR 242,793,Senate,2006-05-15,Reported enrolled,,,3
SR 242,793,Senate,2006-05-15,Read & adopted,,245,2
SR 242,793,Senate,2006-05-15,Received by the Secretary of the Senate,,,1
SR 258,793,Senate,2006-05-15,Reported enrolled,,,3
SR 258,793,Senate,2006-05-15,Read & adopted,,245,2
SR 258,793,Senate,2006-05-15,Received by the Secretary of the Senate,,,1
SR 261,793,Senate,2006-05-15,Reported enrolled,,,3
SR 261,793,Senate,2006-05-15,Read & adopted,,246,2
SR 261,793,Senate,2006-05-15,Received by the Secretary of the Senate,,,1
SR 181,793,Senate,2006-05-15,Read & adopted,,242,5
SR 181,793,Senate,2006-05-15,Laid before the Senate,,242,4
SR 181,793,Senate,2006-05-15,Rules suspended,,242,3
SR 181,793,Senate,2006-05-15,Filed,,,2
SR 181,793,Senate,2006-05-15,Received by the Secretary of the Senate,,,1
SB 9,793,Senate,2006-04-18,Committee report printed and distributed,,,9
SB 9,793,Senate,2006-04-18,Reported favorably w/o amendments,,30,8
SB 9,793,Senate,2006-04-17,Considered in public hearing,,,7
SB 9,793,Senate,2006-04-17,Scheduled for public hearing on  . . . . .,,,6
SB 9,793,Senate,2006-04-17,Posting rule suspended,,26,5
SB 9,793,Senate,2006-04-17,Referred to Administration,,25,4
SB 9,793,Senate,2006-04-17,Read first time,,25,3
SB 9,793,Senate,2006-04-17,Filed,,,2
SB 9,793,Senate,2006-04-17,Received by the Secretary of the Senate,,,1
SB 48,793,Senate,2006-05-13,Meeting cancelled,,,6
SB 48,793,Senate,2006-05-13,Scheduled for public hearing on  . . . . .,,,5
SB 48,793,Senate,2006-05-12,Referred to Finance,,166,4
SB 48,793,Senate,2006-05-12,Read first time,,166,3
SB 48,793,Senate,2006-05-12,Filed,,,2
SB 48,793,Senate,2006-05-12,Received by the Secretary of the Senate,,,1
SJR 6,793,Senate,2006-04-18,Committee report printed and distributed,,,9
SJR 6,793,Senate,2006-04-18,Reported favorably w/o amendments,,30,8
SJR 6,793,Senate,2006-04-17,Considered in public hearing,,,7
SJR 6,793,Senate,2006-04-17,Scheduled for public hearing on  . . . . .,,,6
SJR 6,793,Senate,2006-04-17,Posting rule suspended,,26,5
SJR 6,793,Senate,2006-04-17,Referred to Administration,,25,4
SJR 6,793,Senate,2006-04-17,Read first time,,25,3
SJR 6,793,Senate,2006-04-17,Filed,,,2
SJR 6,793,Senate,2006-04-17,Received by the Secretary of the Senate,,,1
SR 29,793,Senate,2006-04-20,Reported enrolled,,,3
SR 29,793,Senate,2006-04-20,Read & adopted,,34,2
SR 29,793,Senate,2006-04-20,Received by the Secretary of the Senate,,,1
SR 131,793,Senate,2006-05-04,Reported enrolled,,,3
SR 131,793,Senate,2006-05-04,Read & adopted,,111,2
SR 131,793,Senate,2006-05-04,Received by the Secretary of the Senate,,,1
SR 115,793,Senate,2006-05-02,Reported enrolled,,,3
SR 115,793,Senate,2006-05-02,Read & adopted,,104,2
SR 115,793,Senate,2006-05-02,Received by the Secretary of the Senate,,,1
SR 148,793,Senate,2006-05-08,Reported enrolled,,,3
SR 148,793,Senate,2006-05-08,Read & adopted,,120,2
SR 148,793,Senate,2006-05-08,Received by the Secretary of the Senate,,,1
SR 166,793,Senate,2006-05-08,Reported enrolled,,,3
SR 166,793,Senate,2006-05-08,Read & adopted,,121,2
SR 166,793,Senate,2006-05-08,Received by the Secretary of the Senate,,,1
SR 189,793,Senate,2006-05-10,Reported enrolled,,,3
SR 189,793,Senate,2006-05-10,Read & adopted,,155,2
SR 189,793,Senate,2006-05-10,Received by the Secretary of the Senate,,,1
SR 84,793,Senate,2006-04-27,Reported enrolled,,,3
SR 84,793,Senate,2006-04-27,Read & adopted,,74,2
SR 84,793,Senate,2006-04-27,Received by the Secretary of the Senate,,,1
SB 13,793,Senate,2006-05-13,Meeting cancelled,,,14
SB 13,793,Senate,2006-05-13,Scheduled for public hearing on  . . . . .,,,13
SB 13,793,Senate,2006-05-12,No action taken in committee,,,12
SB 13,793,Senate,2006-05-12,Scheduled for public hearing on  . . . . .,,,11
SB 13,793,Senate,2006-05-11,No action taken in committee,,,10
SB 13,793,Senate,2006-05-11,Scheduled for public hearing on  . . . . .,,,9
SB 13,793,Senate,2006-04-24,Left pending in committee,,,8
SB 13,793,Senate,2006-04-24,Testimony taken in committee,,,7
SB 13,793,Senate,2006-04-24,Considered in public hearing,,,6
SB 13,793,Senate,2006-04-24,Scheduled for public hearing on  . . . . .,,,5
SB 13,793,Senate,2006-04-18,Referred to Finance,,29,4
SB 13,793,Senate,2006-04-18,Read first time,,29,3
SB 13,793,Senate,2006-04-17,Filed,,,2
SB 13,793,Senate,2006-04-17,Received by the Secretary of the Senate,,,1
SB 14,793,Senate,2006-05-12,Committee report printed and distributed,,,10
SB 14,793,Senate,2006-05-12,Reported favorably w/o amendments,,189,9
SB 14,793,Senate,2006-05-12,Considered in public hearing,,,8
SB 14,793,Senate,2006-05-12,Scheduled for public hearing on  . . . . .,,,7
SB 14,793,Senate,2006-05-12,Posting rule suspended,,172,6
SB 14,793,Senate,2006-04-27,Co-author authorized,,43,5
SB 14,793,Senate,2006-04-18,Referred to Criminal Justice,,29,4
SB 14,793,Senate,2006-04-18,Read first time,,29,3
SB 14,793,Senate,2006-04-18,Filed,,,2
SB 14,793,Senate,2006-04-18,Received by the Secretary of the Senate,,,1
SCR 10,793,Executive,2006-05-31,Signed by the Governor,,247,12
SCR 10,793,Executive,2006-05-15,Sent to the Governor,,246,11
SCR 10,793,House,2006-05-15,Signed in the House,,487,10
SCR 10,793,Senate,2006-05-15,Signed in the Senate,,242,9
SCR 10,793,Senate,2006-05-15,Reported enrolled,,,8
SCR 10,793,Senate,2006-05-15,House passage reported,,216,7
SCR 10,793,House,2006-05-15,Adopted,,458,6
SCR 10,793,House,2006-05-15,Rules suspended,,458,5
SCR 10,793,House,2006-05-14,Received from the Senate,,437,4
SCR 10,793,Senate,2006-05-14,Read & adopted,,196,3
SCR 10,793,Senate,2006-05-14,Filed,,,2
SCR 10,793,Senate,2006-05-14,Received by the Secretary of the Senate,,,1
SR 72,793,Senate,2006-04-27,Reported enrolled,,,3
SR 72,793,Senate,2006-04-27,Read & adopted,,73,2
SR 72,793,Senate,2006-04-27,Received by the Secretary of the Senate,,,1
SR 73,793,Senate,2006-04-27,Reported enrolled,,,3
SR 73,793,Senate,2006-04-27,Read & adopted,,73,2
SR 73,793,Senate,2006-04-27,Received by the Secretary of the Senate,,,1
SR 74,793,Senate,2006-04-27,Reported enrolled,,,3
SR 74,793,Senate,2006-04-27,Read & adopted,,73,2
SR 74,793,Senate,2006-04-27,Received by the Secretary of the Senate,,,1
SR 75,793,Senate,2006-04-27,Reported enrolled,,,3
SR 75,793,Senate,2006-04-27,Read & adopted,,73,2
SR 75,793,Senate,2006-04-27,Received by the Secretary of the Senate,,,1
SR 76,793,Senate,2006-04-27,Reported enrolled,,,3
SR 76,793,Senate,2006-04-27,Read & adopted,,73,2
SR 76,793,Senate,2006-04-27,Received by the Secretary of the Senate,,,1
SR 77,793,Senate,2006-04-27,Reported enrolled,,,3
SR 77,793,Senate,2006-04-27,Read & adopted,,73,2
SR 77,793,Senate,2006-04-27,Received by the Secretary of the Senate,,,1
SR 78,793,Senate,2006-04-27,Reported enrolled,,,3
SR 78,793,Senate,2006-04-27,Read & adopted,,73,2
SR 78,793,Senate,2006-04-27,Received by the Secretary of the Senate,,,1
SR 139,793,Senate,2006-05-04,Reported enrolled,,,3
SR 139,793,Senate,2006-05-04,Read & adopted,,111,2
SR 139,793,Senate,2006-05-04,Received by the Secretary of the Senate,,,1
SR 235,793,Senate,2006-05-14,Reported enrolled,,,3
SR 235,793,Senate,2006-05-14,Read & adopted,,196,2
SR 235,793,Senate,2006-05-14,Received by the Secretary of the Senate,,,1
SCR 2,793,Executive,2006-05-03,Signed by the Governor,,104,15
SCR 2,793,Executive,2006-05-01,Sent to the Governor,,86,14
SCR 2,793,House,2006-05-01,Signed in the House,,189,13
SCR 2,793,Senate,2006-05-01,Signed in the Senate,,79,12
SCR 2,793,Senate,2006-04-27,Reported enrolled,,,11
SCR 2,793,Senate,2006-04-27,House passage reported,,72,10
SCR 2,793,House,2006-04-27,Adopted,,168,9
SCR 2,793,House,2006-04-27,Laid before the House,,168,8
SCR 2,793,House,2006-04-27,Placed on Congrat. & Memorial Res. Calendar,,,7
SCR 2,793,House,2006-04-24,Considered in Rules and Resolutions,,,6
SCR 2,793,House,2006-04-20,Referred to Rules & Resolutions,,44,5
SCR 2,793,House,2006-04-19,Received from the Senate,,31,4
SCR 2,793,Senate,2006-04-18,Read & adopted,,30,3
SCR 2,793,Senate,2006-04-18,Filed,,,2
SCR 2,793,Senate,2006-04-18,Received by the Secretary of the Senate,,,1
SR 100,793,Senate,2006-05-01,Reported enrolled,,,3
SR 100,793,Senate,2006-05-01,Read & adopted,,82,2
SR 100,793,Senate,2006-05-01,Received by the Secretary of the Senate,,,1
SR 111,793,Senate,2006-05-01,Reported enrolled,,,3
SR 111,793,Senate,2006-05-01,Read & adopted,,85,2
SR 111,793,Senate,2006-05-01,Received by the Secretary of the Senate,,,1
SR 236,793,Senate,2006-05-14,Reported enrolled,,,3
SR 236,793,Senate,2006-05-14,Read & adopted,,196,2
SR 236,793,Senate,2006-05-14,Received by the Secretary of the Senate,,,1
SR 246,793,Senate,2006-05-15,Reported enrolled,,,3
SR 246,793,Senate,2006-05-15,Read & adopted,,245,2
SR 246,793,Senate,2006-05-15,Received by the Secretary of the Senate,,,1
SR 247,793,Senate,2006-05-15,Reported enrolled,,,3
SR 247,793,Senate,2006-05-15,Read & adopted,,245,2
SR 247,793,Senate,2006-05-15,Received by the Secretary of the Senate,,,1
SR 5,793,Senate,2006-04-17,Reported enrolled,,,3
SR 5,793,Senate,2006-04-17,Read & adopted,,26,2
SR 5,793,Senate,2006-04-17,Received by the Secretary of the Senate,,,1
SR 10,793,Senate,2006-04-20,Reported enrolled,,,3
SR 10,793,Senate,2006-04-20,Read & adopted,,33,2
SR 10,793,Senate,2006-04-20,Received by the Secretary of the Senate,,,1
SR 11,793,Senate,2006-04-20,Reported enrolled,,,3
SR 11,793,Senate,2006-04-20,Read & adopted,,33,2
SR 11,793,Senate,2006-04-20,Received by the Secretary of the Senate,,,1
SR 12,793,Senate,2006-04-20,Reported enrolled,,,3
SR 12,793,Senate,2006-04-20,Read & adopted,,34,2
SR 12,793,Senate,2006-04-20,Received by the Secretary of the Senate,,,1
SR 13,793,Senate,2006-04-20,Reported enrolled,,,3
SR 13,793,Senate,2006-04-20,Read & adopted,,34,2
SR 13,793,Senate,2006-04-20,Received by the Secretary of the Senate,,,1
SR 14,793,Senate,2006-04-20,Reported enrolled,,,3
SR 14,793,Senate,2006-04-20,Read & adopted,,34,2
SR 14,793,Senate,2006-04-20,Received by the Secretary of the Senate,,,1
SR 15,793,Senate,2006-04-20,Reported enrolled,,,3
SR 15,793,Senate,2006-04-20,Read & adopted,,34,2
SR 15,793,Senate,2006-04-20,Received by the Secretary of the Senate,,,1
SR 16,793,Senate,2006-04-20,Reported enrolled,,,3
SR 16,793,Senate,2006-04-20,Read & adopted,,34,2
SR 16,793,Senate,2006-04-20,Received by the Secretary of the Senate,,,1
SR 17,793,Senate,2006-04-20,Reported enrolled,,,3
SR 17,793,Senate,2006-04-20,Read & adopted,,34,2
SR 17,793,Senate,2006-04-20,Received by the Secretary of the Senate,,,1
SR 18,793,Senate,2006-04-20,Reported enrolled,,,3
SR 18,793,Senate,2006-04-20,Read & adopted,,34,2
SR 18,793,Senate,2006-04-20,Received by the Secretary of the Senate,,,1
SR 19,793,Senate,2006-04-20,Reported enrolled,,,3
SR 19,793,Senate,2006-04-20,Read & adopted,,34,2
SR 19,793,Senate,2006-04-20,Received by the Secretary of the Senate,,,1
SR 20,793,Senate,2006-04-20,Reported enrolled,,,3
SR 20,793,Senate,2006-04-20,Read & adopted,,34,2
SR 20,793,Senate,2006-04-20,Received by the Secretary of the Senate,,,1
SR 21,793,Senate,2006-04-20,Reported enrolled,,,3
SR 21,793,Senate,2006-04-20,Read & adopted,,34,2
SR 21,793,Senate,2006-04-20,Received by the Secretary of the Senate,,,1
SR 22,793,Senate,2006-04-20,Reported enrolled,,,3
SR 22,793,Senate,2006-04-20,Read & adopted,,34,2
SR 22,793,Senate,2006-04-20,Received by the Secretary of the Senate,,,1
SR 23,793,Senate,2006-04-20,Reported enrolled,,,3
SR 23,793,Senate,2006-04-20,Read & adopted,,34,2
SR 23,793,Senate,2006-04-20,Received by the Secretary of the Senate,,,1
SR 24,793,Senate,2006-04-20,Reported enrolled,,,3
SR 24,793,Senate,2006-04-20,Read & adopted,,34,2
SR 24,793,Senate,2006-04-20,Received by the Secretary of the Senate,,,1
SR 25,793,Senate,2006-04-20,Reported enrolled,,,3
SR 25,793,Senate,2006-04-20,Read & adopted,,34,2
SR 25,793,Senate,2006-04-20,Received by the Secretary of the Senate,,,1
SR 31,793,Senate,2006-04-20,Reported enrolled,,,3
SR 31,793,Senate,2006-04-20,Read & adopted,,34,2
SR 31,793,Senate,2006-04-20,Received by the Secretary of the Senate,,,1
SR 35,793,Senate,2006-04-24,Reported enrolled,,,3
SR 35,793,Senate,2006-04-24,Read & adopted,,41,2
SR 35,793,Senate,2006-04-24,Received by the Secretary of the Senate,,,1
SR 36,793,Senate,2006-04-24,Reported enrolled,,,3
SR 36,793,Senate,2006-04-24,Read & adopted,,40,2
SR 36,793,Senate,2006-04-24,Received by the Secretary of the Senate,,,1
SR 52,793,Senate,2006-04-24,Reported enrolled,,,3
SR 52,793,Senate,2006-04-24,Read & adopted,,41,2
SR 52,793,Senate,2006-04-24,Received by the Secretary of the Senate,,,1
SR 56,793,Senate,2006-04-24,Reported enrolled,,,3
SR 56,793,Senate,2006-04-24,Read & adopted,,42,2
SR 56,793,Senate,2006-04-24,Received by the Secretary of the Senate,,,1
SR 98,793,Senate,2006-05-01,Reported enrolled,,,3
SR 98,793,Senate,2006-05-01,Read & adopted,,85,2
SR 98,793,Senate,2006-05-01,Received by the Secretary of the Senate,,,1
SR 99,793,Senate,2006-05-01,Reported enrolled,,,3
SR 99,793,Senate,2006-05-01,Read & adopted,,85,2
SR 99,793,Senate,2006-05-01,Received by the Secretary of the Senate,,,1
SR 113,793,Senate,2006-05-01,Reported enrolled,,,3
SR 113,793,Senate,2006-05-01,Read & adopted,,86,2
SR 113,793,Senate,2006-05-01,Received by the Secretary of the Senate,,,1
SR 125,793,Senate,2006-05-02,Reported enrolled,,,3
SR 125,793,Senate,2006-05-02,Read & adopted,,103,2
SR 125,793,Senate,2006-05-02,Received by the Secretary of the Senate,,,1
SR 160,793,Senate,2006-05-08,Reported enrolled,,,3
SR 160,793,Senate,2006-05-08,Read & adopted,,120,2
