bill_number,session,summary,keywords,authors,coauthors,sponsors,cosponsors,house_committee,hc_status,senate_committee,sc_status,bill_url
SB 610,82R,Relating to the period of continuous eligibility for the medical assistance program.,Health--Children's Insurance (I0388); Human Services--Medical Assistance (I0905),Rodriguez,,,,,,Health & Human Services,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=82R&Bill=SB610
SB 611,82R,Relating to the child health plan program.,Health--Children's Insurance (I0388); Human Services--Child Services (I0895); CHILD HEALTH PLAN (P0025); HEALTH & HUMAN SERVICES COMMISSION (V0177),Rodriguez,,,,,,Finance,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=82R&Bill=SB611
SB 612,82R,Relating to examination requirements for certain applicants for a license to practice medicine.,Health Care Providers (I0387); Occupational Regulation--Health Occupations (I0540); PHYSICIANS (S1282),Rodriguez,,,,,,Health & Human Services,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=82R&Bill=SB612
SB 613,82R,Relating to educational requirements for licensing as a speech-language pathologist or audiologist.,"Occupational Regulation--Health Occupations (I0540); AUDIOLOGISTS (S2339); SPEECH-LANGUAGE PATHOLOGISTS (S1174); EXAMINERS FOR SPEECH-LANGUAGE PATHOLOGY & AUDIOLOGY, STATE BOARD OF (V0290)",Rodriguez,,Alvarado,,Public Health,Out of committee,Health & Human Services,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=82R&Bill=SB613
SB 614,82R,Relating to the creation of the State Supported Living Center Realignment Commission and the residential placement of individuals with intellectual and developmental disabilities.,"Disabilities, Persons with (I0380); Human Services--General (I0920); State Agencies, Boards & Commissions--Newly Proposed (I0773); AGING & DISABILITY SERVICES, DEPARTMENT OF (V0462); HEALTH & HUMAN SERVICES COMMISSION (V0177); STATE HEALTH SERVICES, DEPARTMENT OF (V0463); STATE SUPPORTED LIVING CENTER REALIGNMENT COMMISSION (V0893)",Rodriguez,Deuell,,,,,Health & Human Services,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=82R&Bill=SB614
SB 615,82R,Relating to requiring a retail seller of motor vehicle tires to render certain tires unusable and to the regulation of scrap tires; providing civil penalties.,"Business & Commerce--General (I0050); Occupational Regulation--Other Trades & Professions (I0541); Transportation--Miscellaneous (I0824); Vehicles & Traffic--Equipment (I0855); TIRES (S9805); PUBLIC SAFETY, DEPARTMENT OF (V0251)",Rodriguez,Wentworth,"Quintanilla; Chisum; Smith, Wayne; Aliseda",,Environmental Regulation,Out of committee,Transportation & Homeland Security,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=82R&Bill=SB615
SB 616,82R,Relating to the sale or transportation of certain desert plants; providing a penalty.,"Agriculture (I0020); Environment--General (I0340); Property Interests--General (I0620); Public Lands, Buildings & Resources (I0630); AGRICULTURE, DEPARTMENT OF (V0566)",Rodriguez,,Hardcastle,,Agriculture & Livestock,Out of committee,Agriculture & Rural Affairs,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=82R&Bill=SB616
SB 617,82R,Relating to a manifest system to record the transportation of certain liquid wastes.,"Environment--Hazardous, Toxic & Nuclear Waste (I0333); SEWAGE SLUDGE (S0503); ENVIRONMENTAL QUALITY, TEXAS COMMISSION ON (V0334)",Rodriguez,,,,,,Natural Resources,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=82R&Bill=SB617
SB 618,82R,Relating to an exemption from the sales tax for certain solar energy devices.,Energy--Solar (I0316); Taxation--Sales (I0800),Rodriguez,,,,,,Finance,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=82R&Bill=SB618
SB 619,82R,Relating to requiring solar panels to be offered by certain builders of new homes.,Business & Commerce--General (I0050); Energy--Solar (I0316); Property Interests--Real Property (I0595); BUILDING CONSTRUCTION (S0426),Rodriguez,,,,,,Business & Commerce,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=82R&Bill=SB619
SB 726,82R,"Relating to the establishment of the judicial access and improvement account to provide funding for basic civil legal services, indigent defense, and judicial technical support through certain county service fees and court costs imposed to fund the account.","Courts--Administration (I0130); Courts--County & Statutory (I0115); Courts--Justice (I0110); Courts--Municipal (I0100); Fees & Other Nontax Revenue--State (I0362); INDIGENT LEGAL SERVICES (S0598); COMPTROLLER OF PUBLIC ACCOUNTS (V2608); COURT ADMINISTRATION, OFFICE OF (V8690); SUPREME COURT (V0311)",Rodriguez,Carona; Deuell; Ellis; Hinojosa; Lucio; Wentworth; Zaffirini,,,,,Finance,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=82R&Bill=SB726
SB 831,82R,Relating to considering ownership interests of certain disabled veterans in determining whether a business is a historically underutilized business for purposes of state contracting.,"Business & Commerce--General (I0050); Business & Commerce--Small Business & Minority Business (I0051); Disabilities, Persons with (I0380); Military & Veterans (I0535); Purchasing--State (I0643); State Agencies, Boards & Commissions (I0749); CONTRACTORS & SUBCONTRACTORS (S2563); HISTORICALLY UNDERUTILIZED BUSINESSES (S0076)",Rodriguez,Wentworth,,,,,State Affairs,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=82R&Bill=SB831
SB 832,82R,Relating to voter eligibility and registration in El Paso County Water Improvement District No. 1.,EL PASO COUNTY WATER IMPROVEMENT DISTRICT NO. 1 (D0436); Special Districts & Authorities--Water & Utility (I0755); Special Districts & Authorities--Water Control Improve Dist. (I0012),Rodriguez,Uresti,Quintanilla,,Natural Resources,Out of committee,Natural Resources,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=82R&Bill=SB832
SB 860,82R,"Relating to the authority of the El Paso County Hospital District to appoint, contract for, or employ physicians, dentists, and other health care providers.","EL PASO COUNTY HOSPITAL DISTRICT (D0174); Health Care Providers (I0387); Hospitals (I0400); Special Districts & Authorities--Hospital (I0750); DENTISTS & DENTISTRY (S0158); PHYSICIANS (S1282); MEDICAL BOARD, TEXAS (V0644)",Rodriguez,,"Gonzalez, Naomi",,County Affairs,Out of committee,Intergovernmental Relations,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=82R&Bill=SB860
SB 861,82R,Relating to the enforcement of building code standards for new residential construction in the unincorporated area of a county; providing a fee.,County Government--Land Use & Zoning (I0098); Fees & Other Nontax Revenue--Local (I0361); Housing--General (I0405); Safety (I0740),Rodriguez,,,,,,Intergovernmental Relations,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=82R&Bill=SB861
SB 862,82R,Relating to the prosecution of the offense of disorderly conduct involving unreasonable noise.,Criminal Procedure--General (I0208); Environment--Noise (I0335),Rodriguez,,,,,,Criminal Justice,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=82R&Bill=SB862
SB 863,82R,Relating to creation of an offense of bullying of a school district employee by a student.,Crimes--Juvenile (I0190); Education--Primary & Secondary--Discipline (I0244); Education--Primary & Secondary--Teachers (I0242); BULLYING (S0543),Rodriguez,,,,,,Education,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=82R&Bill=SB863
SB 864,82R,"Relating to the regulation of funeral establishments, including requirements for a retail price list of services provided by such establishments.","Insurance--Life & Annuities (I0423); Occupational Regulation--Health Occupations (I0540); FUNERALS & FUNERAL DIRECTORS (S9813); FUNERAL SERVICE COMMISSION, TEXAS (V0004)",Rodriguez,,Marquez,,Public Health,Out of committee,Business & Commerce,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=82R&Bill=SB864
SB 970,82R,Relating to information included in a searchable state revenue and expenditure database maintained by the comptroller.,"Electronic Information Systems (I0311); State Agencies, Boards & Commissions (I0749); State Finances--Appropriations (I0746); State Finances--Budget (I0747); State Finances--Management & Control (I0748); COMPTROLLER OF PUBLIC ACCOUNTS (V2608)",Rodriguez,,,,,,Finance,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=82R&Bill=SB970
SB 1019,82R,Relating to the county ethics commission for certain counties.,County Government--Employees/Officers (I0095); Ethics (I0345),Rodriguez,,Marquez,,County Affairs,Out of committee,International Relations & Trade,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=82R&Bill=SB1019
SB 1020,82R,Relating to a feasibility study regarding the establishment of a dental school at the Texas Tech University Health Sciences Center at El Paso.,"Education--Higher--Health Institutions (I0237); Interim Studies (I0448); DENTISTS & DENTISTRY (S0158); TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER AT EL PASO (U0176); TEXAS TECH UNIVERSITY SYSTEM (U0027); HIGHER EDUCATION COORDINATING BOARD, TEXAS (V4280)",Rodriguez,,Marquez,,Higher Education,Out of committee,Higher Education,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=82R&Bill=SB1020
SB 1021,82R,Relating to certain examination requirements for physicians.,Occupational Regulation--Health Occupations (I0540); PHYSICIANS (S1282),Rodriguez,Zaffirini,,,Public Health,In committee,Health & Human Services,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=82R&Bill=SB1021
SB 1022,82R,Relating to the graduate medical training requirements for certain foreign medical school graduates applying for a license to practice medicine in this state.,"Health Care Providers (I0387); Occupational Regulation--Health Occupations (I0540); PHYSICIANS (S1282); MEDICAL BOARD, TEXAS (V0644)",Rodriguez,Uresti,,,,,Health & Human Services,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=82R&Bill=SB1022
SB 1023,82R,Relating to the health professions resource center.,"Health Care Providers (I0387); Occupational Regulation--Health Occupations (I0540); SOCIAL WORK & SOCIAL WORKERS (S0030); SOCIAL WORKER EXAMINERS, STATE BOARD OF (V0289); STATEWIDE HEALTH COORDINATING COUNCIL (V0090)",Rodriguez,,,,,,Health & Human Services,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=82R&Bill=SB1023
SB 1024,82R,Relating to the prosecution of the offense of theft of service.,Criminal Procedure--Sentencing & Punishment (I0205),Rodriguez,,"Rodriguez, Eddie",,Criminal Jurisprudence,Out of committee,Criminal Justice,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=82R&Bill=SB1024
SB 1088,82R,Relating to the imposition by certain municipalities and municipal transit departments of the local sales and use tax in certain federal military installations.,City Government--General (I0060); Military & Veterans (I0535); Taxation--Sales (I0800); Transportation--Mass Transit (I0823),Rodriguez,,,,,,Finance,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=82R&Bill=SB1088
SB 1089,82R,Relating to the amount of the exemption from ad valorem taxation of property owned by the surviving spouse or surviving minor children of a member of the armed forces of the United States who dies while on active duty.,Military & Veterans (I0535); Property Interests--General (I0620); Taxation--Property-Appraisals & Appraisal Districts (I0792); Taxation--Property-Exemptions (I0793),Rodriguez,,,,,,Finance,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=82R&Bill=SB1089
SB 1090,82R,Relating to the liability of certain social workers who provide volunteer health care services to charitable organizations.,Charitable & Nonprofit Organizations (I0055); Civil Remedies & Liabilities (I0065); Health Care Providers (I0387); SOCIAL WORK & SOCIAL WORKERS (S0030),Rodriguez,,,,,,State Affairs,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=82R&Bill=SB1090
SB 1091,82R,Relating to authorization for a caregiver who is a relative to enroll a child in school.,"Education--Primary & Secondary--Admission & Attendance (I0227); Education--School Districts (I0220); Family--Child Protection (I0351); Family--Parent & Child (I0355); EDUCATION, COMMISSIONER OF (V9954)",Rodriguez,,,,,,Education,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=82R&Bill=SB1091
SB 1092,82R,Relating to creating a pilot project to reduce the need for developmental education required for certain students entering higher education.,"Education--Higher--Admission & Attendance (I0257); Education--Higher--Institutions & Programs (I0223); Education--Primary & Secondary--Curriculum (I0228); HIGHER EDUCATION COORDINATING BOARD, TEXAS (V4280)",Rodriguez,,,,,,Education,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=82R&Bill=SB1092
SB 1093,82R,Relating to requirements regarding the employment by school districts of educational support employees.,Education--Primary & Secondary--Other School Personnel (I0246); Education--School Districts (I0220); Labor--Management Relations (I0465),Rodriguez,,,,,,Education,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=82R&Bill=SB1093
SB 1094,82R,Relating to the availability of online testing for high school equivalency examinations.,"Education--Primary & Secondary--Testing (I0229); Electronic Information Systems (I0311); GED & HIGH SCHOOL EQUIVALENCY EXAMINATIONS (S0392); EDUCATION, STATE BOARD OF (V0086)",Rodriguez,,Strama,,Public Education,Out of committee,Education,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=82R&Bill=SB1094
SB 1095,82R,Relating to the posting of signs in school crossing zones regarding the prohibited use of a wireless communication device while operating a motor vehicle.,City Government--Roads (I0066); County Government--Roads (I0099); Transportation--Miscellaneous (I0824); EMAIL & ELECTRONIC COMMUNICATIONS (S0321); SCHOOL CROSSING GUARDS & CROSSING ZONES (S0164); SIGNS (S0235); TELEPHONES & TELEPHONE DIRECTORIES (S5657),Rodriguez,,,,,,Transportation & Homeland Security,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=82R&Bill=SB1095
SB 1096,82R,Relating to the designation of State Highway 20 as a historic highway.,"Highways (I0390); Historic Preservation & Museums (I0392); STATE HIGHWAY 20 (S0726); HISTORICAL COMMISSION, TEXAS (V0238); TRANSPORTATION, TEXAS DEPARTMENT OF (V8796)",Rodriguez,,,,Transportation,In committee,Transportation & Homeland Security,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=82R&Bill=SB1096
SB 1192,82R,"Relating to the creation, administration, and interpretation of powers of attorney, including statutory powers of attorney.",Courts--General (I0160); Lawyers (I0515); Probate--Durable Power of Attorney (I0591); Probate--Guardians & Related Trusts (I0589); Property Interests--Trusts (I0008); POWER OF ATTORNEY ACT (P0563); DIGITAL SIGNATURES (S0144); TRUSTS (S1018),Rodriguez,,,,,,Jurisprudence,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=82R&Bill=SB1192
SB 1193,82R,Relating to coordination of services provided by Medicaid managed care organizations and certain community centers and local mental health or mental retardation authorities.,Human Services--Medical Assistance (I0905); Mental Health & Mental Retardation (I0530); COMMUNITY CENTERS (S0483); MANAGED CARE (S0454); MEDICAID (S4885),Rodriguez,,,,,,Health & Human Services,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=82R&Bill=SB1193
SB 1194,82R,Relating to the amount of temporary income benefits to which an injured employee is entitled under the workers' compensation system.,Labor--Workers' Compensation (I0470),Rodriguez,,,,,,State Affairs,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=82R&Bill=SB1194
SB 1195,82R,Relating to postponement of jury service in certain counties.,Courts--Juries (I0145),Rodriguez,,Quintanilla,,Judiciary & Civil Jurisprudence,Out of committee,Jurisprudence,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=82R&Bill=SB1195
SB 1196,82R,Relating to guardianships and alternatives to guardianship for persons who have physical disabilities or who are incapacitated.,"Courts--County & Statutory (I0115); Disabilities, Persons with (I0380); Probate--Guardians & Related Trusts (I0589); GUARDIANS & WARDS (S0301); INCAPACITATED PERSONS (S0353)",Rodriguez,,Hartnett,,Judiciary & Civil Jurisprudence,Out of committee,Jurisprudence,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=82R&Bill=SB1196
SB 1197,82R,Relating to trusts.,Probate--Guardians & Related Trusts (I0589); Property Interests--Trusts (I0008); TRUSTS (S1018),Rodriguez,,Hartnett,,Judiciary & Civil Jurisprudence,Out of committee,Jurisprudence,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=82R&Bill=SB1197
SB 1198,82R,Relating to decedents' estates.,Charitable & Nonprofit Organizations (I0055); Courts--Civil Procedure (I0135); Courts--County & Statutory (I0115); Probate--Guardians & Related Trusts (I0589); Probate--Wills & Admin of Estates (I0590); Property Interests--General (I0620); Property Interests--Trusts (I0008); TRUSTS (S1018); ATTORNEY GENERAL (V2811),Rodriguez,,Hartnett,,Judiciary & Civil Jurisprudence,Out of committee,Jurisprudence,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=82R&Bill=SB1198
SB 1203,82R,Relating to state collaboration with federally recognized Indian tribes.,"Intergovernmental Relations (I0447); State Agencies, Boards & Commissions (I0749); NATIVE AMERICANS (S0441)",Rodriguez,,,,,,State Affairs,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=82R&Bill=SB1203
SB 1304,82R,Relating to requiring financial disclosure concerning reports prepared by public institutions of higher education for for-profit entities.,Education--Higher--Finance (I0232); Education--Higher--Institutions & Programs (I0223),Rodriguez,,Castro,,Higher Education,Out of committee,Higher Education,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=82R&Bill=SB1304
SB 1305,82R,Relating to a prohibition of school district retaliation against an employee for filing a grievance.,Education--Primary & Secondary--Other School Personnel (I0246); Education--Primary & Secondary--Teachers (I0242); Education--School Districts (I0220); Labor--Management Relations (I0465); GRIEVANCE PROCEDURES (S0121),Rodriguez,,,,,,Education,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=82R&Bill=SB1305
SB 1316,82R,Relating to certain investigations conducted by the Texas Alcoholic Beverage Commission.,"Alcoholic Beverage Regulation (I0025); Vehicles & Traffic--DWI & DUID (I0863); ALCOHOLIC BEVERAGE COMMISSION, TEXAS (V0472)",Rodriguez,,,,,,Business & Commerce,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=82R&Bill=SB1316
SB 1549,82R,Relating to the eligibility of and requirements applicable to certain persons for supplemental nutrition assistance.,Human Services--Food Programs (I0910),Rodriguez; Ellis,,,,,,Health & Human Services,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=82R&Bill=SB1549
SB 1550,82R,Relating to the use of seclusion by community centers.,Mental Health & Mental Retardation (I0530); COMMUNITY CENTERS (S0483); HEALTH & HUMAN SERVICES COMMISSION (V0177),Rodriguez,,,,,,Health & Human Services,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=82R&Bill=SB1550
SB 1551,82R,Relating to children who are missing or who are victims of offenses; providing a criminal penalty.,Crimes--Against Persons--General (I0170); Family--Parent & Child (I0355); MISSING CHILDREN (S2362); MISSING PERSONS (S0242),Rodriguez,Uresti,Raymond; Gallego,,Criminal Jurisprudence,Out of committee,Jurisprudence,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=82R&Bill=SB1551
SB 1552,82R,Relating to reimbursement for certain emergency services provided to persons enrolled in the Medicaid managed care program.,Health--Emergency Services & Personnel (I0384); Human Services--Medical Assistance (I0905); AMBULANCES (S0527); MANAGED CARE (S0454); MEDICAID (S4885),Rodriguez,,,,,,Health & Human Services,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=82R&Bill=SB1552
SB 1553,82R,"Relating to criminal history record information checks of employees of residential dwelling projects, including employees of public housing authorities.","Criminal Procedure--General (I0208); Housing--General (I0405); Labor--General (I0500); CRIMINAL RECORDS (S0008); PUBLIC SAFETY, DEPARTMENT OF (V0251)",Rodriguez,,,,,,Intergovernmental Relations,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=82R&Bill=SB1553
SB 1554,82R,Relating to the designation of certain municipal housing authority employees as peace officers.,City Government--Employees/Officers (I0061); Housing--General (I0405); Law Enforcement (I0510); BORDER (S0045); PEACE OFFICERS (S0007),Rodriguez,,,,,,Criminal Justice,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=82R&Bill=SB1554
SB 1555,82R,Relating to the investment of the permanent university fund and other funds under the management and control of the board of regents of The University of Texas System.,Education--Higher--Finance (I0232); PERMANENT UNIVERSITY FUND (S0497); UNIVERSITY OF TEXAS SYSTEM (U0045),Rodriguez,,,,,,Higher Education,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=82R&Bill=SB1555
SB 1556,82R,Relating to requirements for reapportionment of congressional districts.,"Congress (I0085); Redistricting (I0645); LEGISLATIVE COUNCIL, TEXAS (V0001)",Rodriguez,,,,,,"Redistricting, Select",In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=82R&Bill=SB1556
SB 1763,82R,Relating to transferring adult education and literacy programs to the Texas Higher Education Coordinating Board from the Texas Education Agency.,"Education--General (I0255); ADULT EDUCATION (S0458); LITERACY (S0178); EDUCATION AGENCY, TEXAS (V9941); HIGHER EDUCATION COORDINATING BOARD, TEXAS (V4280)",Rodriguez,,,,,,Higher Education,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=82R&Bill=SB1763
SB 1764,82R,Relating to workers'compensation supplemental income benefits.,Labor--Workers' Compensation (I0470),Rodriguez,,,,,,State Affairs,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=82R&Bill=SB1764
SB 1765,82R,Relating to rest breaks for employees of certain contractors with a governmental entity.,"Labor--Health & Safety (I0490); Purchasing--General (I0642); Purchasing--Local (I0644); Purchasing--State (I0643); State Agencies, Boards & Commissions (I0749); BUILDING CONSTRUCTION (S0426); CONTRACTORS & SUBCONTRACTORS (S2563)",Rodriguez,,,,,,Business & Commerce,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=82R&Bill=SB1765
SB 1766,82R,Relating to the Texas Code of Military Justice.,Criminal Procedure--General (I0208); Military & Veterans (I0535),Rodriguez,,Flynn,,Defense & Veterans' Affairs,Out of committee,Veteran Affairs & Military Installations,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=82R&Bill=SB1766
SB 1767,82R,Relating to the appointment of the board of managers of the El Paso County Hospital District.,EL PASO COUNTY HOSPITAL DISTRICT (D0174); Special Districts & Authorities--Hospital (I0750),Rodriguez,,,,,,Intergovernmental Relations,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=82R&Bill=SB1767
SB 1769,82R,Relating to the maintenance by certain hospitals of records regarding certain uncompensated care costs.,Health--Indigent Health Care (I0386); Hospitals (I0400),Rodriguez,,,,,,Health & Human Services,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=82R&Bill=SB1769
SB 1890,82R,"Relating to the creation of the Montecillo Municipal Management District No. 1; providing authority to levy an assessment, impose a tax, and issue bonds.",MONTECILLO MUNICIPAL MANAGEMENT DISTRICT NO. 1 (D1038); Special Districts & Authorities--Miscellaneous (I0770),Rodriguez,,,,,,Intergovernmental Relations,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=82R&Bill=SB1890
SB 1910,82R,Relating to the delay of the transition to competition in the Western Electricity Coordinating Council service area and to net metering and energy efficiency goals and programs for utilities in that area.,Utilities--Electric (I0831); RENEWABLE ENERGY (S0611); PUBLIC UTILITY COMMISSION (V0023),Rodriguez,Uresti,Margo; Pickett; Quintanilla; Marquez,,State Affairs,Out of committee,Business & Commerce,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=82R&Bill=SB1910
SJR 28,82R,Proposing a constitutional amendment relating to the provision of parks and recreational facilities by conservation and reclamation districts in El Paso County.,EL PASO COUNTY (G0873); Parks & Wildlife--Parks (I0555); Resolutions--Constitutional Amendments (I0661); Special Districts & Authorities--Miscellaneous (I0770); BONDS (S6060); RECREATIONAL & CULTURAL FACILITIES (S0286),Rodriguez,,Marquez,,Natural Resources,Out of committee,Natural Resources,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=82R&Bill=SJR28
