bill_number,session,summary,keywords,authors,coauthors,sponsors,cosponsors,house_committee,hc_status,senate_committee,sc_status,bill_url
SB 363,74R,Relating to the continuation and functions of the Texas Workers' Compensation Insurance Fund.,"Labor--Workers' Compensation (I0470); Sunset Bills (I0772); WORKERS' COMPENSATION INSURANCE FUND, TEXAS (P6911)",Armbrister; Montford,,,,,,State Affairs,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB363
SB 364,74R,Relating to the consolidation of the Texas Workers' Compensation Research Center and the Legislative Oversight Committee for workers' compensation and to the functions of the new entity.,"Labor--Workers' Compensation (I0470); Sunset Bills (I0772); WORKERS' COMPENSATION RESEARCH CENTER, TEXAS (V0367); WORKERS' COMPENSATION, LEGISLATIVE OVERSIGHT COMMITTEE FOR (V0368)",Armbrister,,,,,,State Affairs,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB364
SB 366,74R,"Relating to the continuation and functions of the Texas State Library and Archives Commission, including the commission's involvement with the management of governmental records.",Historic Preservation & Museums (I0392); Libraries (I0523); Open Records (I0548); Sunset Bills (I0772); TEXAS STATE LIBRARY & ARCHIVES COMMISSION (V0027),Armbrister,,Telford,,"State, Federal & International Relations",Out of committee,State Affairs,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB366
SB 367,74R,Relating to the continuation and functions of the Texas Racing Commission and to the transfer of certain commission functions to the Texas Department of Commerce.,"Amusements, Games, Sports (I0034); Sunset Bills (I0772); COMMERCE, DEPARTMENT OF (V6287); RACING COMMISSION, TEXAS (V0514)",Armbrister,,,,,,State Affairs,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB367
SB 368,74R,Relating to the continuation and functions of the Equine Research Account Advisory Committee.,"Amusements, Games, Sports (I0034); Sunset Bills (I0772); EQUINE RESEARCH ACCOUNT ADVISORY COMMITTEE (V0077)",Armbrister,,Black,,Agriculture & Livestock,Out of committee,State Affairs,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB368
SB 372,74R,"Relating to the continuation and functions of the Department of Agriculture and certain associated entities, including the Texas Agricultural Finance Authority, the Agriculture Resources Protection Authority, the State Seed and Plant Board, and the Produce Recovery Fund Board, and generally to matters regarding agriculture in this state; providing penalties.","Agriculture (I0020); Sunset Bills (I0772); AGRICULTURAL FINANCE AUTHORITY, TEXAS (V0049); AGRICULTURE RESOURCES PROTECTION AUTHORITYS (V0408); AGRICULTURE, DEPT. OF (V0566); PRODUCE RECOVERY FUND BOARD (V0417); STATE SEED AND PLANT BOARD (V0416)",Armbrister,,Black,,Agriculture & Livestock,Out of committee,Natural Resources,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB372
SB 373,74R,"Relating to the continuation, operations, and functions of the Public Utility Commission of Texas and the Office of Public Utility Counsel; providing penalties.","Sunset Bills (I0772); Utilities--General (I0830); Utilities--Telecommunications (I0828); PUBLIC UTILITY COMMISSION (V0023); PUBLIC UTILITY COUNSEL, OFFICE OF (V1312)",Armbrister,,Seidlits,,State Affairs,Out of committee,State Affairs,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB373
SB 374,74R,Relating to the review and continuation of certain state agencies subject to the Texas Sunset Act.,"State Agencies, Boards & Commissions (I0749); Sunset Bills (I0772)",Armbrister,,Junell,,State Affairs,Out of committee,State Affairs,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB374
SB 377,74R,Relating to state agency loan and loan guarantee programs.,"Economic & Industrial Development (I0214); State Agencies, Boards & Commissions--Newly Proposed (I0773); State Finances--Management & Control (I0748); TEXAS DEVELOPMENT BANK (V0432)",Armbrister,,,,,,State Affairs,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB377
SB 383,74R,Relating to granting the owner of landlocked property the right to an access easement under certain circumstances.,Property Interests--Eminent Domain (I0615); Property Interests--Real Property (I0595),Armbrister,,,,,,State Affairs,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB383
SB 417,74R,Relating to a limitation of liability of a licensed installer or servicer of a liquefied petroleum gas system in a motor vehicle.,Civil Remedies & Liabilities (I0065); Oil & Gas (I0545),Armbrister,,Holzheauser,,Civil Practices,Out of committee,Economic Development,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB417
SB 418,74R,Relating to the management of the Edwards Aquifer and the powers and duties of the Edwards Underground Water District.,EDWARDS AQUIFER AUTHORITY (D0110); EDWARDS UNDERGROUND WATER DISTRICT (D6601); Special Districts & Authorities--Water & Utility (I0755),Armbrister,,"Lewis, Ron",,Natural Resources,Out of committee,Natural Resources,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB418
SB 419,74R,Relating to delinquency charges in retail charge agreements.,Business & Commerce--General (I0050); Civil Remedies & Liabilities (I0065),Armbrister,,,,,,Economic Development,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB419
SB 478,74R,Relating to an exemption of certain fire alarm devices from certain license requirements.,"Insurance--Fire, Allied Lines & Home (I0430); Safety (I0740); FIRE ALARM DEVICES/COMPANIES (S6155)",Armbrister,,Saunders,,Insurance,Out of committee,Economic Development,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB478
SB 479,74R,Relating to permitting an aircraft to be used in alcoholic beverage advertising or promotion.,Aeronautics (I0010); Alcoholic Beverage Regulation (I0025),Armbrister,,Wilson,,Licensing & Administrative Procedures,Out of committee,State Affairs,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB479
SB 480,74R,Relating to the jurisdiction of the Railroad Commission of Texas over pipeline safety.,Common Carriers (I0070); Oil & Gas (I0545); Safety (I0740); RAILROAD COMMISSION (V0089),Armbrister,,Saunders,,Energy Resources,Out of committee,Natural Resources,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB480
SB 489,74R,Relating to the disclosure of certain information by a person licensed to sell real estate.,Consumer Protection (I0080); Occupational Regulation--Other Trades & Professions (I0541); Property Interests--Real Property (I0595); REAL ESTATE AGENTS (S1129),Armbrister,Nelson,Seidlits,,Licensing & Administrative Procedures,Out of committee,State Affairs,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB489
SB 562,74R,Relating to the rulemaking authority of the Texas Board of Chiropractic Examiners.,"Occupational Regulation--Health Occupations (I0540); CHIROPRACTIC EXAMINERS, TEXAS BOARD OF (V0283)",Armbrister,,,,,,Health & Human Services,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB562
SB 563,74R,Relating to the authority to abolish the position of marshal in a Type B general-law municipality.,City Government--Employees/Officers (I0061); Law Enforcement (I0510),Armbrister,,McCoulskey,,Urban Affairs,Out of committee,Intergovernmental Relations,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB563
SB 564,74R,Relating to the application of the professional prosecutors law to the district attorney for the 24th Judicial District.,Courts--Prosecuting Attorneys (I0165),Armbrister,,,,,,Criminal Justice,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB564
SB 580,74R,Relating to disclosure of certain organizational affiliations by certain employees of the Texas Natural Resource Conservation Commission; providing a civil penalty.,"Ethics (I0345); Water--General (I0885); NATURAL RESOURCE CONSERVATION COMMISSION, TEXAS (V0172)",Armbrister,,,,,,Natural Resources,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB580
SB 581,74R,Relating to persons who are authorized to conduct marriage ceremonies.,Courts--Judges (I0140); Family--Husband & Wife (I0350); MARRIAGE CEREMONIES (S0382),Armbrister,,,,,,Jurisprudence,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB581
SB 582,74R,Relating to apprehension specialists of the Texas Youth Commission as peace officers.,Family--Juvenile Delinquency (I0360); Law Enforcement (I0510); YOUTH COMMISSION (V0614),Armbrister,,,,,,Criminal Justice,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB582
SB 583,74R,Repealing provisions of law requiring certain persons to obtain food wholesaler's licenses.,Agriculture (I0020); FOOD (S0761),Armbrister,,,,,,State Affairs,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB583
SB 586,74R,Relating to payroll deductions for state employees for contributions to charitable organizations.,Charitable & Nonprofit Organizations (I0055); State Employees (I0626),Armbrister,,,,State Affairs,In committee,State Affairs,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB586
SB 626,74R,Relating to certain laws governing water districts and nonprofit water or sewer service corporations; creating penalties; granting authority to issue bonds; granting the power of eminent domain.,Property Interests--Eminent Domain (I0615); Special Districts & Authorities--Water & Utility (I0755); Statutory Revision (I0771); BONDS (S6060),Armbrister,,Yost,,Natural Resources,Out of committee,Natural Resources,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB626
SB 668,74R,Relating to enrollment in courses and programs at the University of Houston-Clear Lake and the University of Houston-Victoria.,Education--Higher--General (I0231); UNIVERSITY OF HOUSTON-CLEAR LAKE (U1552); UNIVERSITY OF HOUSTON-VICTORIA (U0032),Armbrister,,,,,,Education,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB668
SB 669,74R,"Relating to the organization of the district courts in Colorado, Gonzales, Guadalupe, and Lavaca counties and the office of district attorney for the 25th Judicial District.",COLORADO COUNTY (G7254); GONZALES COUNTY (G0129); GUADALUPE COUNTY (G1715); LAVACA COUNTY (G0168); Courts--District (I0120); Courts--Prosecuting Attorneys (I0165),Armbrister,,,,,,Jurisprudence,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB669
SB 670,74R,"Relating to expenses of state agencies and the compensation, expenses, and conditions of employment of state officers, employees, and other workers.","Salaries & Expenses (I0745); State Agencies, Boards & Commissions (I0749); State Employees (I0626); State Officers (I0761)",Armbrister,,Eiland,,State Affairs,Out of committee,Finance,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB670
SB 671,74R,Relating to the travel expenses incurred by state officers and employees.,Salaries & Expenses (I0745); State Employees (I0626); State Officers (I0761),Armbrister,,Eiland,,State Affairs,Out of committee,Finance,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB671
SB 763,74R,Relating to an emergency appropriation to Southwest Texas State University.,Education--Higher--General (I0231); State Finances--Appropriations (I0746); SOUTHWEST TEXAS STATE UNIVERSITY (U5737),Armbrister,,,,,,Finance,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB763
SB 764,74R,Relating to the recreational sports fee of institutions in the Texas State University System.,"Amusements, Games, Sports (I0034); Education--Higher--Student Fees (I0234); TEXAS STATE UNIVERSITY SYSTEM (U0080)",Armbrister,,,,,,Finance,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB764
SB 824,74R,Relating to creation of the office of Refugio County district attorney.,REFUGIO COUNTY (G0170); Courts--Prosecuting Attorneys (I0165),Armbrister,,,,,,Jurisprudence,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB824
SB 825,74R,Relating to the creation of a license management program for certain commercial fishing.,Parks & Wildlife--Hunting & Fishing (I0560); Parks & Wildlife--Licenses (I0565); SHRIMP (S0003),Armbrister,,,,,,Natural Resources,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB825
SB 826,74R,Relating to permitting certain alcoholic beverage permit holders to provide alcoholic beverage samples.,Alcoholic Beverage Regulation (I0025),Armbrister,,,,,,State Affairs,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB826
SB 827,74R,Relating to a consumer transaction solicited at a place other than the merchant's place of business.,Business & Commerce--General (I0050),Armbrister,,,,,,Economic Development,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB827
SB 828,74R,Relating to investigations of criminal conduct in connection with an election.,Crimes--Miscellaneous (I0200); Elections--General (I0310),Armbrister,,,,State Affairs,In committee,State Affairs,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB828
SB 877,74R,Relating to tuition and fees at a public institution of higher education for a nonresident student holding a competitive athletic scholarship.,"Amusements, Games, Sports (I0034); Education--Higher--Tuition (I0233)",Armbrister,,,,,,Education,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB877
SB 909,74R,Relating to the determination of the electrical load of an oil or gas field or lease.,Oil & Gas (I0545); Utilities--General (I0830),Armbrister,,,,,,State Affairs,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB909
SB 910,74R,"Relating to the selection of electrical service provided to an oil or gas field, lease, or well.",Oil & Gas (I0545); Utilities--General (I0830),Armbrister,,,,,,State Affairs,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB910
SB 911,74R,Relating to the use of numbered tags on certain fishing lines used in public waters.,Fees & Other Nontax Revenue--State (I0362); Parks & Wildlife--Hunting & Fishing (I0560),Armbrister,,,,,,Natural Resources,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB911
SB 912,74R,Relating to associate judges appointed by the county courts at law of Fort Bend County.,FORT BEND COUNTY (G0062); Courts--County & Statutory (I0115); Courts--Judges (I0140),Armbrister,,,,Judicial Affairs,In committee,Jurisprudence,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB912
SB 914,74R,Relating to disciplinary procedures for commissioned peace officers and other employees of the Texas Alcoholic Beverage Commission.,Alcoholic Beverage Regulation (I0025); Law Enforcement (I0510); ALCOHOLIC BEVERAGE COMMISSION (V0472),Armbrister,,Yarbrough,,Licensing & Administrative Procedures,Out of committee,State Affairs,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB914
SB 1039,74R,Relating to the liquidation of insolvent insurers and the insurance guaranty associations.,Insurance--Insurers & Agents (I0425),Armbrister,,,,,,Economic Development,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB1039
SB 1063,74R,Relating to the regulation of package stores.,Alcoholic Beverage Regulation (I0025),Armbrister,,Brimer,,Licensing & Administrative Procedures,Out of committee,State Affairs,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB1063
SB 1066,74R,Relating to the regulation of alcoholic beverages and imposing a limit on the number of package store permits which may be issued in a county.,Alcoholic Beverage Regulation (I0025),Armbrister,,,,,,State Affairs,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB1066
SB 1073,74R,Relating to the issuance of tuition revenue bonds for the University of Houston-Victoria.,Education--Higher--Finance (I0232); Education--Higher--Tuition (I0233); UNIVERSITY OF HOUSTON-VICTORIA (U0032),Armbrister,,,,,,Finance,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB1073
SB 1080,74R,Relating to tuition and fees at public institutions of higher education.,Education--Higher--Student Fees (I0234); Education--Higher--Tuition (I0233),Armbrister,,,,,,Finance,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB1080
SB 1081,74R,Relating to the training of food service workers.,Business & Commerce--General (I0050); Health--General (I0385); Occupational Regulation--Other Trades & Professions (I0541); FOOD (S0761),Armbrister,,,,,,State Affairs,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB1081
SB 1082,74R,"Relating to the regulation of retail food stores, food service establishments, mobile food units, and roadside food vendors.",Business & Commerce--General (I0050); Health--General (I0385); Occupational Regulation--Other Trades & Professions (I0541); FOOD (S0761),Armbrister,,,,,,State Affairs,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB1082
SB 1083,74R,Relating to the exemption from ad valorem taxation of certain leased motor vehicles.,Taxation--Property-Exemptions (I0793); Vehicles & Traffic--General (I0865),Armbrister,,,,,,Finance,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB1083
SB 1177,74R,"Relating to filings made with the secretary of state by public safety organizations, public safety publications, and certain independent promoters.",Business & Commerce--General (I0050); Law Enforcement (I0510); Safety (I0740); SECRETARY OF STATE (V0042),Armbrister,,Hamric,,Public Safety,Out of committee,State Affairs,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB1177
SB 1178,74R,Relating to the regulation of athlete agents and providing for the issuance of subpoenas and other process in investigations by the secretary of state.,"Amusements, Games, Sports (I0034); ATHLETE AGENTS (S8726); SUBPOENA (S8341); SECRETARY OF STATE (V0042)",Armbrister,,Kubiak,,Licensing & Administrative Procedures,Out of committee,State Affairs,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB1178
SB 1179,74R,Relating to veterans organizations filing with the secretary of state.,Military & Veterans (I0535); SECRETARY OF STATE (V0042),Armbrister,,Hamric,,State Affairs,Out of committee,State Affairs,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB1179
SB 1180,74R,Relating to conservation districts.,Special Districts & Authorities--Soil & Water Conservation (I0760),Armbrister,,,,,,Natural Resources,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB1180
SB 1181,74R,Relating to credit services organizations.,Business & Commerce--General (I0050); Financial--General (I0365); CREDIT SERVICE ORGANIZATIONS (S0165),Armbrister,,Elkins,,Financial Institutions,Out of committee,Economic Development,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB1181
SB 1182,74R,Relating to certain reports filed with the Office of the Secretary of State.,"State Agencies, Boards & Commissions (I0749); SECRETARY OF STATE (V0042)",Armbrister,,Hamric,,State Affairs,Out of committee,State Affairs,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB1182
SB 1227,74R,Relating to the regulation of electric cooperative corporations.,Occupational Regulation--Other Trades & Professions (I0541); Utilities--General (I0830),Armbrister,,Duncan,,State Affairs,Out of committee,State Affairs,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB1227
SB 1230,74R,Relating to the right of an employee to time off from work to participate in certain school activities of the employee's child.,Education--Primary & Secondary-General (I0230); Family--Parent & Child (I0355); Labor--General (I0500),Armbrister,,,,,,Economic Development,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB1230
SB 1231,74R,Relating to the powers and duties of and systems and programs under the Employees Retirement System of Texas and certain other retirement systems.,"Insurance--Life, Health & Accident (I0440); Retirement Systems--State Employees (I0727)",Armbrister,,Telford,,Pensions and Investments,Out of committee,State Affairs,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB1231
SB 1232,74R,Relating to a motor vehicle self-insurance program for volunteer fire departments.,Fire Fighters & Police (I0370); Insurance--Motor Vehicles (I0435),Armbrister; Ratliff,,Stiles,,Insurance,Out of committee,Economic Development,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB1232
SB 1233,74R,Relating to the creation of emergency services districts without taxing authority and the conversion of such districts to emergency services districts with taxing authority.,EMERGENCY SERVICES DISTRICTS (D6441); Special Districts & Authorities--Miscellaneous (I0770),Armbrister,,,,,,Intergovernmental Relations,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB1233
SB 1234,74R,Relating to reimbursement of certain fees and taxes paid by a motor vehicle rental company; providing a civil penalty.,Vehicles & Traffic--General (I0865),Armbrister,,,,Ways & Means,In committee,State Affairs,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB1234
SB 1235,74R,Relating to architectural barriers.,"Disabilities, Persons with (I0380)",Armbrister,,,,,,State Affairs,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB1235
SB 1236,74R,Relating to the sale of beer within assigned territories.,Alcoholic Beverage Regulation (I0025),Armbrister,,Kuempel,,Licensing & Administrative Procedures,Out of committee,State Affairs,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB1236
SB 1237,74R,Relating to smoking in public places and places of employment; providing criminal penalties.,Environment--Air (I0325); Health--General (I0385); SMOKING (S2294),Armbrister,,Seidlits,,State Affairs,Out of committee,State Affairs,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB1237
SB 1238,74R,Relating to allowing municipalities and counties to enter into contracts for the collection of certain court costs and fines.,City Government--General (I0060); County Government--General (I0096); Criminal Procedure--General (I0208),Armbrister,,,,,,Criminal Justice,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB1238
SB 1239,74R,Relating to the compensation of an official district court reporter.,Courts--Reporters (I0150); Salaries & Expenses (I0745),Armbrister,,,,,,Intergovernmental Relations,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB1239
SB 1312,74R,Relating to initial training and continuing education for police chiefs.,Education--General (I0255); Fire Fighters & Police (I0370),Armbrister,,,,,,Criminal Justice,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB1312
SB 1313,74R,Relating to facility response plans for hazardous liquids pipelines.,"Environment--Hazardous, Toxic & Nuclear Waste (I0333); Oil & Gas (I0545); Safety (I0740)",Armbrister,,,,,,Natural Resources,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB1313
SB 1314,74R,Relating to the regulation and licensing of wholesale motor vehicle auctions.,Occupational Regulation--Other Trades & Professions (I0541); Vehicles & Traffic--General (I0865),Armbrister,,Bosse,,Transportation,Out of committee,State Affairs,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB1314
SB 1315,74R,Relating to various fee provisions.,Fees & Other Nontax Revenue--State (I0362),Armbrister,,,,,,Finance,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB1315
SB 1316,74R,Relating to the bodies interred in certain unknown and abandoned cemeteries.,Cemeteries (I0054); Health--General (I0385),Armbrister,,,,,,State Affairs,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=74R&Bill=SB1316
