bill_number,session,chamber,action_date,action,comment,journal_page,order
SB 21,723,Senate,1992-01-07,Postponed in committee,,,7
SB 21,723,Senate,1992-01-07,Scheduled for public hearing on  . . . . .,,,6
SB 21,723,Senate,1992-01-06,Posting rule suspended,,107,5
SB 21,723,Senate,1992-01-06,Referred to Administration,,106,4
SB 21,723,Senate,1992-01-06,Read first time,,106,3
SB 21,723,Senate,1992-01-06,Filed,,,2
SB 21,723,Senate,1992-01-06,Received by the Secretary of the Senate,,,1
SR 54,723,Senate,1992-01-07,Reported enrolled,,,7
SR 54,723,Senate,1992-01-07,Nonrecord vote recorded in Journal,,,6
SR 54,723,Senate,1992-01-07,Read & adopted,,119,5
SR 54,723,Senate,1992-01-07,Laid before the Senate,,119,4
SR 54,723,Senate,1992-01-07,Co-author authorized,,119,3
SR 54,723,Senate,1992-01-07,Filed,,,2
SR 54,723,Senate,1992-01-07,Received by the Secretary of the Senate,,,1
SB 1,723,Executive,1992-01-08,Effective in 90 days -- 04/08/92,,,62
SB 1,723,Executive,1992-01-08,Signed by the Governor,,,61
SB 1,723,Executive,1992-01-08,Sent to the Governor,,140,60
SB 1,723,Senate,1992-01-08,Reported enrolled,,,59
SB 1,723,House,1992-01-08,Signed in the House,,252,58
SB 1,723,Senate,1992-01-08,Signed in the Senate,,137,57
SB 1,723,Senate,1992-01-08,House passage reported,,131,56
SB 1,723,House,1992-01-08,Record vote,RECORD VOTE 25,239,55
SB 1,723,House,1992-01-08,Passed,,239,54
SB 1,723,House,1992-01-08,Read 3rd time,,239,53
SB 1,723,House,1992-01-08,Record vote,RECORD VOTE 24,239,52
SB 1,723,House,1992-01-08,Rules suspended,,239,51
SB 1,723,House,1992-01-08,Record vote,RECORD VOTE 23,238,50
SB 1,723,House,1992-01-08,Passed to 3rd reading,,238,49
SB 1,723,House,1992-01-08,Record vote,RECORD VOTE 22,238,48
SB 1,723,House,1992-01-08,Amendment tabled,,238,47
SB 1,723,House,1992-01-08,Read 2nd time,,215,46
SB 1,723,House,1992-01-08,Rules suspended,,215,45
SB 1,723,House,1992-01-08,1st Printing sent to Calendars,,,44
SB 1,723,House,1992-01-07,1st Printing printed and distributed,,,43
SB 1,723,House,1992-01-07,Reported favorably w/o amendment(s),,252,42
SB 1,723,House,1992-01-07,Considered in formal meeting,,,41
SB 1,723,House,1992-01-07,Referred to Redistricting,,201,40
SB 1,723,House,1992-01-07,Read first time,,201,39
SB 1,723,House,1992-01-07,Received from the Senate,,201,38
SB 1,723,Senate,1992-01-08,Reason for vote recorded in Journal,,118,37
SB 1,723,Senate,1992-01-07,Record vote,,117,36
SB 1,723,Senate,1992-01-07,Passed,,117,35
SB 1,723,Senate,1992-01-07,Read 3rd time,,117,34
SB 1,723,Senate,1992-01-07,Laid before the Senate,,117,33
SB 1,723,Senate,1992-01-07,Reason for vote recorded in Journal,,90,32
SB 1,723,Senate,1992-01-06,Record vote,,90,31
SB 1,723,Senate,1992-01-06,Passed to engrossment,,90,30
SB 1,723,Senate,1992-01-06,Record vote,,90,29
SB 1,723,Senate,1992-01-06,Amendment tabled,,90,28
SB 1,723,Senate,1992-01-06,Record vote,,84,27
SB 1,723,Senate,1992-01-06,Amendment tabled,,84,26
SB 1,723,Senate,1992-01-06,Record vote,,82,25
SB 1,723,Senate,1992-01-06,Amendment tabled,,82,24
SB 1,723,Senate,1992-01-06,Record vote,,69,23
SB 1,723,Senate,1992-01-06,Amendment tabled,,69,22
SB 1,723,Senate,1992-01-06,Record vote,,55,21
SB 1,723,Senate,1992-01-06,Amendment tabled,,55,20
SB 1,723,Senate,1992-01-06,Amendment withdrawn,,45,19
SB 1,723,Senate,1992-01-06,Record vote,,45,18
SB 1,723,Senate,1992-01-06,Amendment fails of adoption,,45,17
SB 1,723,Senate,1992-01-06,Vote reconsidered,,45,16
SB 1,723,Senate,1992-01-06,Amendment fails of adoption,,24,15
SB 1,723,Senate,1992-01-06,Record vote,,16,14
SB 1,723,Senate,1992-01-06,Amendment tabled,,16,13
SB 1,723,Senate,1992-01-06,Point of order overruled,,16,12
SB 1,723,Senate,1992-01-06,Read 2nd time,,15,11
SB 1,723,Senate,1992-01-06,Laid before the Senate,,15,10
SB 1,723,Senate,1992-01-04,Ordered not printed,,11,9
SB 1,723,Senate,1992-01-04,Reported favorably w/o amendments,,11,8
SB 1,723,Senate,1992-01-04,Testimony taken in committee,,,7
SB 1,723,Senate,1992-01-04,Considered in public hearing,,,6
SB 1,723,Senate,1992-01-04,Scheduled for public hearing on  . . . . .,,,5
SB 1,723,Senate,1992-01-02,Referred to Committee of the Whole,,5,4
SB 1,723,Senate,1992-01-02,Read first time,,5,3
SB 1,723,Senate,1992-01-02,Filed,,,2
SB 1,723,Senate,1992-01-02,Received by the Secretary of the Senate,,,1
SR 53,723,Senate,1992-01-08,Meeting cancelled,,,6
SR 53,723,Senate,1992-01-08,Scheduled for public hearing on  . . . . .,,,5
SR 53,723,Senate,1992-01-07,Referred to Administration,,121,4
SR 53,723,Senate,1992-01-07,Read first time,,121,3
SR 53,723,Senate,1992-01-07,Filed,,,2
SR 53,723,Senate,1992-01-07,Received by the Secretary of the Senate,,,1
SR 56,723,Senate,1992-01-08,Reported enrolled,,,3
SR 56,723,Senate,1992-01-08,Read & adopted,,125,2
SR 56,723,Senate,1992-01-08,Received by the Secretary of the Senate,,,1
