bill_number,session,summary,keywords,authors,coauthors,sponsors,cosponsors,house_committee,hc_status,senate_committee,sc_status,bill_url
SB 449,76R,Relating to the certification of bail bondsmen by the Texas Department of Licensing and Regulation; providing a penalty.,"Occupational Regulation--Other Trades & Professions (I0541); BAIL BONDSMEN (S6034); BAIL BONDSMAN ADVISORY COUNCIL (V0503); LICENSING & REGULATION, DEPARTMENT OF (V8529)",Armbrister,,,,,,Criminal Justice,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB449
SB 450,76R,Relating to markings required on certain vehicles; creating an offense.,Vehicles & Traffic--Equipment (I0855); TOW COMPANIES & TOWING OF VEHICLES (S0621),Armbrister,,Alexander,,Transportation,Out of committee,State Affairs,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB450
SB 451,76R,Relating to sales of cigarettes or tobacco products in package stores.,Alcoholic Beverage Regulation (I0025); Tobacco Products (I0818); PACKAGE STORES (S0349),Armbrister,,Kuempel,,State Affairs,Out of committee,Human Services,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB451
SB 452,76R,Relating to the imposition of a cost of court on criminal convictions and the creation of a fund for the payment of extraordinary costs of prosecution in certain counties.,Courts--General (I0160); Criminal Procedure--General (I0208); Fees & Other Nontax Revenue--Local (I0361),Armbrister,,,,,,Criminal Justice,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB452
SB 460,76R,Relating to the admissibility in a criminal proceeding of an oral or sign language statement made by the accused.,Criminal Procedure--Pretrial Procedure (I0203); SIGN LANGUAGE & SIGN LANGUAGE INTERPETERS (S6114),Armbrister,,,,Criminal Jurisprudence,In committee,Criminal Justice,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB460
SB 573,76R,Relating to the authority of a municipality to implement a photographic traffic-control system; providing for imposition of a civil penalty.,City Government--General (I0060); City Government--Roads (I0066); Vehicles & Traffic--General (I0865); Vehicles & Traffic--Rules of Road (I0860); RED LIGHT BILL (P0002); VIDEOTAPE & FILM (S2361),Armbrister,,,,,,Intergovernmental Relations,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB573
SB 574,76R,"Relating to participation and credit in, contributions to, and benefits and administration of the Texas Municipal Retirement System.",Retirement Systems--Municipal (I0729),Armbrister,,Kuempel,,Pensions & Investments,Out of committee,Intergovernmental Relations,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB574
SB 575,76R,"Relating to the regulation of bingo, including the authorization of linked bingo games.","Amusements, Games, Sports (I0034); BINGO (S2305)",Armbrister,,,,,,State Affairs,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB575
SB 576,76R,Relating to the reporting of public school class size.,Education--Primary & Secondary--Admission & Attendance (I0227); Education--School Districts (I0220); EDUCATION--PRIMARY & SECONDARY--CLASS SIZE (S0232),Armbrister,,Oliveira,,Public Education,Out of committee,Education,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB576
SB 577,76R,Relating to the duties of and procedures affecting a court clerk with respect to certain criminal matters.,Courts--Administration (I0130); Courts--Personnel (I0155); Crimes--Miscellaneous (I0200); Criminal Procedure--General (I0208),Armbrister,,"Hinojosa; Nixon, Joe; Reyna, Arthur; Pickett",,Criminal Jurisprudence,Out of committee,Criminal Justice,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB577
SB 578,76R,Relating to the reporting of certain convictions to the Texas Department of Public Safety for the purposes of the suspension of the defendants' driver's licenses.,"Criminal Procedure--Sentencing & Punishment (I0205); Vehicles & Traffic--Drivers Licenses (I0840); Vehicles & Traffic--General (I0865); PUBLIC SAFETY, DEPARTMENT OF (V0251)",Armbrister,,Hinojosa,,Criminal Jurisprudence,Out of committee,Criminal Justice,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB578
SB 579,76R,Relating to the collection of court costs in a forfeiture proceeding.,Criminal Procedure--General (I0208); CRIMINAL ASSET FORFEITURE (S0179),Armbrister,,Hinojosa,,Criminal Jurisprudence,Out of committee,Criminal Justice,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB579
SB 733,76R,Relating to the use of accomplice witness testimony in a criminal proceeding.,Criminal Procedure--Trial (I0204); WITNESSES (S0015),Armbrister,,,,,,Criminal Justice,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB733
SB 734,76R,Relating to the number of certified peace officers commissioned and employed by the office of the attorney general.,"Law Enforcement (I0510); State Agencies, Boards & Commissions (I0749); PEACE OFFICERS (S0007); ATTORNEY GENERAL (V2811)",Armbrister,,"Turner, Bob",,Public Safety,Out of committee,Criminal Justice,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB734
SB 735,76R,Relating to contracts for the repair or maintenance of certain equipment and vehicles of the Texas Department of Transportation.,"Vehicles & Traffic--Equipment (I0855); TRANSPORTATION, TEXAS DEPARTMENT OF (V8796)",Armbrister,,Uher,,Transportation,Out of committee,State Affairs,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB735
SB 736,76R,Relating to the investment of funds of a nonprofit water supply or sewer service corporation.,Charitable & Nonprofit Organizations (I0055); Utilities--General (I0830); Water--General (I0885),Armbrister,,,,Natural Resources,In committee,Natural Resources,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB736
SB 737,76R,Relating to the ratification of the Southern Dairy Compact; providing civil penalties.,"Agriculture (I0020); State Agencies, Boards & Commissions--Newly Proposed (I0773); Water--General (I0885); MILK (S8871)",Armbrister,,,,,,Natural Resources,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB737
SB 738,76R,Relating to the liability of a criminal defendant and the defendant's sureties on a personal bond or a bail bond.,Criminal Procedure--Bail & Pretrial Release (I0202),Armbrister,,,,,,Criminal Justice,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB738
SB 739,76R,Relating to the regulation of bail bondsmen; providing a criminal penalty.,Criminal Procedure--Bail & Pretrial Release (I0202); Occupational Regulation--Other Trades & Professions (I0541); BAIL BONDSMEN (S6034),Armbrister,,Hinojosa,,Criminal Jurisprudence,Out of committee,Criminal Justice,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB739
SB 740,76R,Relating to liability for damages resulting from contact with a high voltage overhead line.,Civil Remedies & Liabilities (I0065); Health--General (I0385); Political Subdivisions (I0588); Utilities--Electric (I0831); SUITS AGAINST THE STATE (S0137),Armbrister,,,,,,Economic Development,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB740
SB 741,76R,Relating to recovery of certain relocation costs by a gas utility.,Highways (I0390); Oil & Gas (I0545); Utilities--General (I0830),Armbrister,,,,,,Natural Resources,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB741
SB 742,76R,Relating to settlement of a claim for a tax penalty or interest on a tax.,Taxation--General (I0815),Armbrister,,,,,,Finance,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB742
SB 821,76R,"Relating to the authority of a county to operate, or contract for the operation of, a water or sewer utility system; granting the power of eminent domain and the authority to issue bonds.",City Government--Utilities (I0068); County Government--General (I0096); Property Interests--Eminent Domain (I0615); Utilities--General (I0830); Water--General (I0885); BONDS (S6060),Armbrister,,Olivo,,County Affairs,Out of committee,Natural Resources,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB821
SB 937,76R,Relating to notice of availability of coastal public lands for lease.,"Coastal Affairs & Beaches (I0067); Public Lands, Buildings & Resources (I0630); PUBLIC NOTICE (S0264); GENERAL LAND OFFICE (V2808)",Armbrister,,,,,,Natural Resources,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB937
SB 938,76R,Relating to the authority of certain municipalities to regulate in their extraterritorial jurisdictions nonpoint source water pollution.,City Government--General (I0060); Environment--Water (I0320),Armbrister,,Green,,Land & Resource Management,Out of committee,Natural Resources,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB938
SB 939,76R,Relating to the safe use and regulation of fireworks.,County Government--General (I0096); Safety--Fireworks (I0741); DROUGHT (S0281),Armbrister,,Goolsby,,State Affairs,Out of committee,Intergovernmental Relations,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB939
SB 940,76R,Relating to student fees for bus services at Southwest Texas State University.,Economic & Industrial Development (I0214); Education--Higher--General (I0231); Education--Higher--Student Fees (I0234); Transportation--Mass Transit (I0823); SOUTHWEST TEXAS STATE UNIVERSITY (U0023),Armbrister,,Green,,Higher Education,Out of committee,Education,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB940
SB 941,76R,Relating to the authority of mental health professionals to form certain jointly owned entities.,Civil Remedies & Liabilities (I0065); Corporations & Associations (I0090); Mental Health & Mental Retardation (I0530),Armbrister,,Uher,,Public Health,Out of committee,Health Services,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB941
SB 942,76R,Relating to the coordination of public transportation services.,Electronic Information Systems (I0311); Human Services--General (I0920); Transportation--Miscellaneous (I0824),Armbrister,,,,,,State Affairs,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB942
SB 943,76R,Relating to the creation of the Jackson County Groundwater Conservation District.,JACKSON COUNTY GROUNDWATER CONSERVATION DISTRICT (D0028); Special Districts & Authorities--Water & Utility (I0755); Water--General (I0885),Armbrister,,,,,,Natural Resources,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB943
SB 944,76R,"Relating to the creation, administration, powers, duties, operation, and financing of the Bastrop-Lee County Groundwater Conservation District; granting the power of eminent domain.",BASTROP-LEE COUNTIES GROUNDWATER CONSERVATION DISTRICT (D0025); Property Interests--Eminent Domain (I0615); Special Districts & Authorities--Soil & Water Conservation (I0760),Armbrister,Ogden,,,,,Natural Resources,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB944
SB 945,76R,Relating to the powers of a limited liability company.,Common Carriers (I0070); Corporations & Associations (I0090); Oil & Gas (I0545),Armbrister,,,,,,State Affairs,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB945
SB 975,76R,Relating to the sovereign immunity and liability to be sued of a junior college district.,Civil Remedies & Liabilities (I0065); Education--Junior College Districts (I0225),Armbrister,,Bosse,,Civil Practices,Out of committee,Jurisprudence,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB975
SB 1114,76R,Relating to certain promotional activities for certain alcoholic beverage permit holders and licensees.,Alcoholic Beverage Regulation (I0025); ADVERTISING (S2680),Armbrister,,Yarbrough,,Licensing & Administrative Procedures,Out of committee,Economic Development,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB1114
SB 1115,76R,Relating to employee organization consultation policies adopted by the boards of trustees of school districts.,Education--Primary & Secondary--General (I0230); Education--Primary & Secondary--Other School Personnel (I0246); Education--Primary & Secondary--Teachers (I0242); Education--School Districts (I0220),Armbrister,Lucio,,,,,Education,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB1115
SB 1116,76R,Relating to an exception to the offense of contributing to the delinquency of a narcotic addict.,Alcoholism & Drug Abuse (I0030); Crimes--Drugs (I0185); Law Enforcement (I0510); INFORMANTS (S0345),Armbrister,,Morrison,,Criminal Jurisprudence,Out of committee,Criminal Justice,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB1116
SB 1117,76R,Relating to the payment of certain lottery prizes.,"Amusements, Games, Sports (I0034); LOTTERIES (S0994)",Armbrister,,,,,,Finance,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB1117
SB 1118,76R,Relating to the adoption by the governing body of a taxing unit of an ad valorem tax rate.,Taxation--Property-Tax Rate (I0794),Armbrister,,Olivo,,Ways & Means,Out of committee,Intergovernmental Relations,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB1118
SB 1119,76R,Relating to the publication of certain tax and financial information required prior to the adoption of an ad valorem tax rate by a taxing unit.,County Government--Employees/Officers (I0095); Taxation--County (I0780); Taxation--Property-Assessment & Collection (I0798); Taxation--Property-Tax Rate (I0794); COUNTY TAX ASSESSOR-COLLECTORS (S0310); PUBLIC NOTICE (S0264),Armbrister,,,,,,Intergovernmental Relations,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB1119
SB 1120,76R,Relating to a statewide group insurance program for employees and retirees of school districts.,"Insurance--Life, Health & Accident (I0440); Retirement Systems--Teachers (I0726); SCHOOL EMPLOYEES UNIFORM GROUP HEALTH INSURANCE BENEFITS ACT (P0024)",Armbrister,Bernsen,,,,,State Affairs,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB1120
SB 1121,76R,Relating to certain promotional activities for certain alcoholic beverage permit holders.,Alcoholic Beverage Regulation (I0025); ADVERTISING (S2680),Armbrister,,Yarbrough,,Licensing & Administrative Procedures,Out of committee,Economic Development,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB1121
SB 1122,76R,Relating to circumstances in which cigarettes may not be affixed with stamps or sold; providing penalties.,Taxation--Cigarette (I0808); Tobacco Products (I0818),Armbrister,,Kuempel,,State Affairs,Out of committee,Human Services,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB1122
SB 1123,76R,Relating to the punishment for assaults committed against certain sports officials.,"Amusements, Games, Sports (I0034); Crimes--Against Persons--General (I0170); Criminal Procedure--Sentencing & Punishment (I0205)",Armbrister,,,,,,Criminal Justice,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB1123
SB 1124,76R,Relating to the use of mediation or other dispute resolution procedures in family violence cases.,"Crimes--Against Persons--General (I0170); Family--Family Violence (I0353); MEDIATION, DISPUTE RESOLUTION, & ARBITRATION (S8683)",Armbrister,,Hinojosa,,Criminal Jurisprudence,Out of committee,Criminal Justice,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB1124
SB 1125,76R,Relating to mediation in certain criminal cases.,"Criminal Procedure--General (I0208); Lawyers (I0515); MEDIATION, DISPUTE RESOLUTION, & ARBITRATION (S8683)",Armbrister,,Hinojosa,,Criminal Jurisprudence,Out of committee,Criminal Justice,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB1125
SB 1126,76R,Relating to the provision of services at state schools to persons with mental retardation.,Education--General (I0255); Mental Health & Mental Retardation (I0530),Armbrister,,,,,,Human Services,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB1126
SB 1127,76R,Relating to the purchase of goods and services by the state.,Purchasing--State (I0643),Armbrister,,Brimer,,State Affairs,Out of committee,State Affairs,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB1127
SB 1128,76R,Relating to systems and programs administered by the Teacher Retirement System of Texas.,"Insurance--Life, Health & Accident (I0440); Retirement Systems--Teachers (I0726)",Armbrister,Barrientos; Bernsen,Greenberg; Telford; Walker; McClendon; Clark,,Pensions & Investments,Out of committee,State Affairs,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB1128
SB 1129,76R,"Relating to participation and credit in, contributions to, and benefits and administration of the Texas County and District Retirement System.",Retirement Systems--County & District (I0731),Armbrister,,Kuempel,,Pensions & Investments,Out of committee,State Affairs,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB1129
SB 1130,76R,Relating to programs and systems administered by the Employees Retirement System of Texas.,"Insurance--Life, Health & Accident (I0440); Retirement Systems--Judicial (I0728); Retirement Systems--State Employees (I0727)",Armbrister,Barrientos,Greenberg; Telford,,Pensions & Investments,Out of committee,State Affairs,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB1130
SB 1187,76R,Relating to judicial and court personnel training.,Courts--Judges (I0140); CONTINUING EDUCATION (S0234); MAGISTRATES (S1592),Armbrister,,Gallego,,Judicial Affairs,Out of committee,Jurisprudence,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB1187
SB 1188,76R,Relating to the collection of motor fuel tax; providing penalties,Taxation--Motor Fuels (I0809),Armbrister,,,,,,Finance,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB1188
SB 1312,76R,Relating to the accrual of causes of actions arising out of interests in oil and gas leases:,Oil & Gas (I0545),Armbrister,,,,,,Natural Resources,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB1312
SB 1313,76R,Relating to the disposition and sale of certain surplus and salvage property by the state.,"Property Interests--General (I0620); Purchasing--State (I0643); State Agencies, Boards & Commissions (I0749); SURPLUS PROPERTY (S0313); GENERAL SERVICES COMMISSION (V0184)",Armbrister,,,,State Affairs,In committee,State Affairs,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB1313
SB 1314,76R,"Relating to the regulation of horse and greyhound racing, including the regulation of pari-mutuel wagering.","Amusements, Games, Sports (I0034); Animals (I0035); HORSE RACING (S0512); PARI-MUTUEL WAGERING (S0515); RACING COMMISSION, TEXAS (V0514)",Armbrister,,,,Licensing & Administrative Procedures,In committee,State Affairs,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB1314
SB 1315,76R,Relating to the forfeiture of substitute property in a criminal asset forfeiture proceeding.,Crimes--Against Property (I0175); Crimes--Drugs (I0185); CRIMINAL ASSET FORFEITURE (S0179),Armbrister,,,,,,Criminal Justice,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB1315
SB 1316,76R,Relating to the requiring of notice and the assessment of damages in a condemnation proceeding.,Property Interests--Eminent Domain (I0615); CONDEMNATION (S0063),Armbrister,,,,,,Natural Resources,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB1316
SB 1317,76R,Relating to the adoption of a clean fuel fleet program.,"Environment--Air (I0325); NATURAL RESOURCE CONSERVATION COMMISSION, TEXAS (V0172)",Armbrister,,,,,,Natural Resources,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB1317
SB 1318,76R,Relating to the evaluation of proposals for contracts by institutions of higher education for energy conservation measures.,Education--Higher--General (I0231); Energy--Conservation (I0317); Purchasing--State (I0643),Armbrister,,,,,,Natural Resources,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB1318
SB 1482,76R,Relating to procedures to issue to certain self-service storage facility companies limited licenses as insurance agents.,Insurance--Insurers & Agents (I0425); Insurance--Motor Vehicles (I0435); Occupational Regulation--Other Trades & Professions (I0541); SELF-SERVICE STORAGE FACILITIES (S0393),Armbrister,,,,,,Economic Development,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB1482
SB 1483,76R,Relating to prompt payment requirements for work performed by contractors and subcontractors on certain real property.,Occupational Regulation--Other Trades & Professions (I0541); CONTRACTORS & SUBCONTRACTORS (S2563),Armbrister,,,,,,State Affairs,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB1483
SB 1484,76R,Relating to the prompt payment of contractors and subcontractors in governmental contracting.,Occupational Regulation--Other Trades & Professions (I0541); Purchasing--State (I0643); CONTRACTORS & SUBCONTRACTORS (S2563),Armbrister,,,,,,State Affairs,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB1484
SB 1485,76R,Relating to the rights of crime victims in criminal and juvenile justice proceedings.,Criminal Procedure--Trial (I0204); Minors--Juvenile Justice (I0534); CRIME VICTIMS (S0046),Armbrister,,,,,,Criminal Justice,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB1485
SB 1486,76R,Relating to an audit of the proceeds of criminal asset forfeitures.,Criminal Procedure--General (I0208); AUDITS & AUDITORS (S4334); CRIMINAL ASSET FORFEITURE (S0179); ATTORNEY GENERAL (V2811),Armbrister,,Hinojosa,,Criminal Jurisprudence,Out of committee,Criminal Justice,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB1486
SB 1487,76R,Relating to the authority of the Texas Department of Transportation and the Texas Turnpike Authority division of the Texas Department of Transportation to implement an automated enforcement system on toll roads; providing criminal penalties.,"Highways (I0390); Transportation--Miscellaneous (I0824); TOLL ROADS & TOLL BRIDGES (S1090); TRANSPORTATION, TEXAS DEPARTMENT OF (V8796); TURNPIKE AUTHORITY (V4961)",Armbrister,,Alexander,,Transportation,Out of committee,State Affairs,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB1487
SB 1488,76R,Relating to technical changes to statutes involving taxes or fees administered by the comptroller of public accounts.,Fees & Other Nontax Revenue--State (I0362); Statutory Revision (I0771); Taxation--General (I0815); COMPTROLLER OF PUBLIC ACCOUNTS (V2608),Armbrister,,McCall,,Ways & Means,Out of committee,Finance,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB1488
SB 1563,76R,Relating to establishing customer service standards and performance measures for state agencies.,"State Agencies, Boards & Commissions (I0749)",Armbrister,,Cuellar,,State Affairs,Out of committee,State Affairs,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB1563
SB 1564,76R,Relating to the expunction of records concerning certain misdemeanor offenses.,Criminal Procedure--Posttrial Procedure (I0206); CRIMINAL RECORDS (S0008); EXPUNCTION OF RECORDS (S0189),Armbrister,,,,,,Criminal Justice,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB1564
SB 1565,76R,"Relating to the administration, powers, duties, and operation of the Edwards Aquifer Authority and the management of the Edwards Aquifer.",EDWARDS AQUIFER AUTHORITY (D0110); Special Districts & Authorities--Water & Utility (I0755),Armbrister,,,,,,Natural Resources,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB1565
SB 1744,76R,Relating to creating a bill of rights for Texas businesses.,"Business & Commerce--General (I0050); Governor (I0375); State Agencies, Boards & Commissions (I0749); TEXAS BUSINESS BILL OF RIGHTS (P0011)",Armbrister,,,,,,State Affairs,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB1744
SB 1755,76R,Relating to modification of district lines for the election of directors for the Edwards Aquifer Authority.,EDWARDS AQUIFER AUTHORITY (D0110); Special Districts & Authorities--Water & Utility (I0755),Armbrister,Wentworth,Puente,,Natural Resources,Out of committee,Natural Resources,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=76R&Bill=SB1755
