bill_number,session,summary,keywords,authors,coauthors,sponsors,cosponsors,house_committee,hc_status,senate_committee,sc_status,bill_url
SB 42,831,Relating to authorizing the issuance of revenue bonds to fund an interdisciplinary research facility at The University of Texas at El Paso.,Education--Higher--Finance (I0232); Education--Higher--Institutions & Programs (I0223); BONDS (S6060); UNIVERSITY OF TEXAS AT EL PASO (U0019); UNIVERSITY OF TEXAS SYSTEM (U0045),RodrÃ­guez,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=831&Bill=SB42
SB 43,831,Relating to authorizing the issuance of revenue bonds to fund capital projects for the Texas Tech University Health Sciences Center at El Paso.,Education--Higher--Finance (I0232); Education--Higher--Health Institutions (I0237); BONDS (S6060); TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER AT EL PASO (U0176); TEXAS TECH UNIVERSITY SYSTEM (U0027),RodrÃ­guez,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=831&Bill=SB43
SR 94,831,Recognizing Marc Rodriguez for his achievements.,"Resolutions--Congratulatory & Honorary (I0705); RODRIGUEZ, MARC (ND176)",Uresti; Campbell; Davis; Ellis; Eltife; Garcia; Hinojosa; Lucio; Nelson; RodrÃ­guez; Seliger; Van de Putte; Watson; Whitmire; Zaffirini,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=831&Bill=SR94
SR 126,831,"In memory of Daniel G. San Miguel, Jr.","Resolutions--Memorial (I0710); SAN MIGUEL, DANIEL G., JR. (ND593)",Zaffirini; Birdwell; Campbell; Carona; Davis; Deuell; Duncan; Ellis; Eltife; Estes; Fraser; Garcia; Hancock; Hegar; Hinojosa; Huffman; Lucio; Nelson; Nichols; Patrick; Paxton; RodrÃ­guez; Schwertner; Seliger; Taylor; Uresti; Watson; West; Whitmire; Williams,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=831&Bill=SR126
SB 29,831,Relating to state savings and government efficiency achieved through a taxpayer savings grant program.,"Education--Primary & Secondary--Finance (I0250); Education--Primary & Secondary--Teachers (I0242); Taxation--School District (I0785); COMPTROLLER OF PUBLIC ACCOUNTS (V2608); EDUCATION, COMMISSIONER OF (V9954)",Campbell,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=831&Bill=SB29
SB 34,831,Relating to certain offenses involving the carrying of concealed handguns by license holders and to defenses and exceptions to the prosecution of those offenses.,Weapons (I0887); CONCEALED HANDGUNS (S0241),Campbell,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=831&Bill=SB34
SB 50,831,Relating to the use of money in the state highway fund.,Highways (I0390); State Finances--Budget (I0747); State Finances--Management & Control (I0748); Transportation--Miscellaneous (I0824); STATE HIGHWAY FUND (S0751),Campbell,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=831&Bill=SB50
SJR 8,831,Proposing a constitutional amendment relating to the permissible uses of certain money appropriated from the economic stabilization fund by the legislature.,Disaster Preparedness & Relief (I0211); Resolutions--Constitutional Amendments (I0661); State Finances--Appropriations (I0746); State Finances--Budget (I0747); State Finances--Management & Control (I0748),Campbell,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=831&Bill=SJR8
SJR 10,831,"Proposing a constitutional amendment prescribing the purposes for which revenues from motor vehicle registration fees, certain motor vehicle-related taxes, and certain revenues received from the federal government may be used.",Highways (I0390); Resolutions--Constitutional Amendments (I0661); State Finances--Budget (I0747); State Finances--Management & Control (I0748); Taxation--Motor Fuels (I0809); Transportation--Miscellaneous (I0824); Vehicles & Traffic--Vehicle Registration (I0845),Campbell,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=831&Bill=SJR10
SR 36,831,Recognizing Charles Swearengen for his service as a member of the Hurst City Council.,"Resolutions--Congratulatory & Honorary (I0705); SWEARENGEN, CHARLES (ND401)",Hancock,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=831&Bill=SR36
SR 48,831,Recognizing Sue and Gary Vignaroli on the occasion of their 50th wedding anniversary.,"Resolutions--Congratulatory & Honorary (I0705); VIGNAROLI, SUE & GARY (ND366)",Hancock,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=831&Bill=SR48
SR 118,831,Recognizing Alex Spiride for being named a 2013 Google Science Fair regional finalist for the Americas.,"Resolutions--Congratulatory & Honorary (I0705); SPIRIDE, ALEX (ND581)",Paxton,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=831&Bill=SR118
SR 119,831,"Recognizing Seth Ringley for his contributions to the recovery work in Moore, Oklahoma.","Resolutions--Congratulatory & Honorary (I0705); RINGLEY, SETH (ND582)",Paxton,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=831&Bill=SR119
SB 15,831,Relating to the limitation on the rate of growth in appropriations from state tax revenues.,State Finances--Appropriations (I0746); State Finances--Budget (I0747); LEGISLATIVE BUDGET BOARD (V0161),Patrick; Paxton,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=831&Bill=SB15
SR 27,831,In memory of William Wallace Bay.,"Resolutions--Memorial (I0710); BAY, WILLIAM WALLACE (ND318)",Schwertner,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=831&Bill=SR27
SR 55,831,Recognizing Pete and Margaret Peterson on the occasion of their 73rd wedding anniversary.,"Resolutions--Congratulatory & Honorary (I0705); PETERSON, PETE & MARGARET (ND370)",Schwertner,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=831&Bill=SR55
SR 80,831,Recognizing John Malinowski  on the 50th anniversary of his ordainment.,"Resolutions--Congratulatory & Honorary (I0705); MALINOWSKI, JOHN (ND419)",Schwertner,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=831&Bill=SR80
SR 89,831,Recognizing Virginia Nell and Woodrow Michael Brimberry on the occasion of their 50th wedding anniversary.,"Resolutions--Congratulatory & Honorary (I0705); BRIMBERRY, VIRGINIA NELL & WOODROW MICHAEL (ND423)",Schwertner,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=831&Bill=SR89
SR 95,831,Recognizing Diane and Jay Baker on the occasion of their 50th wedding anniversary.,"Resolutions--Congratulatory & Honorary (I0705); BAKER, DIANE & JAY (ND539)",Schwertner,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=831&Bill=SR95
