bill_number,session,chamber,action_date,action,comment,journal_page,order
SB 31,712,Senate,1989-11-28,Referred to Intergovernmental Relations,,119,3
SB 31,712,Senate,1989-11-28,Read first time,,119,2
SB 31,712,Senate,1989-11-27,Filed,,,1
SB 51,712,Senate,1989-12-05,Referred to Education,,277,3
SB 51,712,Senate,1989-12-05,Read first time,,277,2
SB 51,712,Senate,1989-12-05,Filed,,,1
SJR 5,712,Senate,1989-12-05,Referred to Education,,277,3
SJR 5,712,Senate,1989-12-05,Read first time,,277,2
SJR 5,712,Senate,1989-12-05,Filed,,,1
SR 80,712,Senate,1989-11-28,Read & adopted,,124,1
SB 19,712,Senate,1989-12-08,Reported favorably w/o amendments,,413,6
SB 19,712,Senate,1989-12-07,Considered in public hearing,,,5
SB 19,712,Senate,1989-12-07,Scheduled for public hearing on  . . . . . .,,,4
SB 19,712,Senate,1989-11-28,Referred to Economic Development,,120,3
SB 19,712,Senate,1989-11-15,Read first time,,14,2
SB 19,712,Senate,1989-11-15,Filed,,,1
SB 20,712,Senate,1989-12-08,Co-author authorized,,413,7
SB 20,712,Senate,1989-12-08,Reported favorably w/o amendments,,413,6
SB 20,712,Senate,1989-12-07,Considered in public hearing,,,5
SB 20,712,Senate,1989-12-07,Scheduled for public hearing on  . . . . . .,,,4
SB 20,712,Senate,1989-11-28,Referred to Economic Development,,120,3
SB 20,712,Senate,1989-11-15,Read first time,,14,2
SB 20,712,Senate,1989-11-15,Filed,,,1
SB 54,712,Senate,1989-12-08,Reported favorably w/o amendments,,413,6
SB 54,712,Senate,1989-12-07,Considered in public hearing,,,5
SB 54,712,Senate,1989-12-07,Scheduled for public hearing on  . . . . . .,,,4
SB 54,712,Senate,1989-12-06,Referred to Economic Development,,280,3
SB 54,712,Senate,1989-12-06,Read first time,,280,2
SB 54,712,Senate,1989-12-06,Filed,,,1
SR 116,712,Senate,1989-12-08,Read & adopted,,416,1
SB 15,712,Senate,1989-11-28,Referred to Intergovernmental Relations,,120,3
SB 15,712,Senate,1989-11-15,Read first time,,14,2
SB 15,712,Senate,1989-11-15,Filed,,,1
SB 16,712,Senate,1989-11-28,Referred to Intergovernmental Relations,,120,3
SB 16,712,Senate,1989-11-15,Read first time,,14,2
SB 16,712,Senate,1989-11-15,Filed,,,1
SB 17,712,Senate,1989-11-28,Referred to Jurisprudence,,120,3
SB 17,712,Senate,1989-11-15,Read first time,,14,2
SB 17,712,Senate,1989-11-15,Filed,,,1
SB 24,712,Senate,1989-11-29,Referred to Intergovernmental Relations,,120,3
SB 24,712,Senate,1989-11-21,Read first time,,100,2
SB 24,712,Senate,1989-11-16,Filed,,,1
SCR 7,712,Senate,1989-12-12,Signed by the Governor,,557,13
SCR 7,712,Senate,1989-12-07,Sent to the Governor,,421,12
SCR 7,712,House,1989-11-29,Signed in the House,,308,11
SCR 7,712,Senate,1989-11-29,Signed in the Senate,,125,10
SCR 7,712,Senate,1989-11-21,House passage reported,,104,9
SCR 7,712,House,1989-11-21,Sent to the Senate,,,8
SCR 7,712,House,1989-11-21,Adopted,,26,7
SCR 7,712,House,1989-11-21,Rules suspended,,26,6
SCR 7,712,House,1989-11-21,Received from the Senate,,26,5
SCR 7,712,Senate,1989-11-21,Co-author authorized,,100,4
SCR 7,712,Senate,1989-11-21,Read & adopted,,102,3
SCR 7,712,Senate,1989-11-21,Rules suspended,,102,2
SCR 7,712,Senate,1989-11-16,Filed,,,1
SB 22,712,Senate,1989-11-16,Left as pending business in comm.,,,7
SB 22,712,Senate,1989-11-16,Testimony taken in committee,,,6
SB 22,712,Senate,1989-11-16,Considered in public hearing,,,5
SB 22,712,Senate,1989-11-15,Posting rule suspended,,15,4
SB 22,712,Senate,1989-11-15,Referred to Economic Development,,14,3
SB 22,712,Senate,1989-11-15,Read first time,,14,2
SB 22,712,Senate,1989-11-15,Filed,,,1
SB 42,712,Senate,1989-12-04,Referred to State Affairs,,275,3
SB 42,712,Senate,1989-12-04,Read first time,,275,2
SB 42,712,Senate,1989-12-01,Filed,,,1
SB 55,712,Senate,1989-12-06,Referred to Education,,280,3
SB 55,712,Senate,1989-12-06,Read first time,,280,2
SB 55,712,Senate,1989-12-06,Filed,,,1
SR 3,712,Senate,1989-11-14,Read & adopted,,11,1
SR 73,712,Senate,1989-11-28,Read & adopted,,117,1
SB 18,712,Senate,1989-11-16,Left as pending business in comm.,,,7
SB 18,712,Senate,1989-11-16,Testimony taken in committee,,,6
SB 18,712,Senate,1989-11-16,Considered in public hearing,,,5
SB 18,712,Senate,1989-11-15,Posting rule suspended,,15,4
SB 18,712,Senate,1989-11-15,Referred to Economic Development,,14,3
SB 18,712,Senate,1989-11-15,Read first time,,14,2
SB 18,712,Senate,1989-11-15,Filed,,,1
SCR 16,712,Senate,1989-11-28,Referred to State Affairs,,119,3
SCR 16,712,Senate,1989-11-28,Read first time,,119,2
SCR 16,712,Senate,1989-11-21,Filed,,,1
SJR 3,712,Senate,1989-11-28,Referred to State Affairs,,120,3
SJR 3,712,Senate,1989-11-15,Read first time,,14,2
SJR 3,712,Senate,1989-11-15,Filed,,,1
SR 8,712,Senate,1989-11-14,Read & adopted,,11,1
SR 74,712,Senate,1989-12-01,Meeting canceled,,,5
SR 74,712,Senate,1989-11-30,Scheduled for public hearing on  . . . . . .,,,4
SR 74,712,Senate,1989-11-28,Referred to Administration,,123,3
SR 74,712,Senate,1989-11-28,Read first time,,123,2
SR 74,712,Senate,1989-11-21,Filed,,,1
SR 120,712,Senate,1989-12-08,Read & adopted,,416,1
SB 12,712,Senate,1989-11-28,Referred to State Affairs,,120,3
SB 12,712,Senate,1989-11-14,Read first time,,10,2
SB 12,712,Senate,1989-11-14,Filed,,,1
SCR 15,712,Senate,1989-12-12,Signed by the Governor,,557,16
SCR 15,712,Senate,1989-12-07,Sent to the Governor,,421,15
SCR 15,712,House,1989-12-01,Signed in the House,,332,14
SCR 15,712,Senate,1989-12-01,Signed in the Senate,,133,13
SCR 15,712,Senate,1989-11-29,House passage reported,,126,12
SCR 15,712,House,1989-11-29,Sent to the Senate,,,11
SCR 15,712,House,1989-11-29,Adopted,,49,10
SCR 15,712,House,1989-11-29,Rules suspended,,,9
SCR 15,712,House,1989-11-30,Placed on Congratulatory & Mem. Cal.,,,8
SCR 15,712,House,1989-11-27,Reported favorably w/amendment(s),,329,7
SCR 15,712,House,1989-11-27,Considered in formal meeting,,,6
SCR 15,712,House,1989-11-21,Referred to Rules and Resolutions,,36,5
SCR 15,712,House,1989-11-21,Received from the Senate,,26,4
SCR 15,712,Senate,1989-11-20,Read & adopted,,98,3
SCR 15,712,Senate,1989-11-20,Rules suspended,,98,2
SCR 15,712,Senate,1989-11-20,Filed,,,1
SB 1,712,Senate,1991-01-01,Effective on . . . . . . . . . .,,,226
SB 1,712,Senate,1989-12-13,Signed by the Governor,,557,225
SB 1,712,Senate,1989-12-13,Sent to the Governor,,557,224
SB 1,712,Senate,1989-12-13,Sent to the Comptroller,,557,223
SB 1,712,House,1989-12-12,Signed in the House,,389,222
SB 1,712,Senate,1989-12-12,Signed in Sen. Art III Sec 49a Tx Con,,556,221
SB 1,712,House,1989-12-12,Senate adopted conf. comm. report,,389,220
SB 1,712,Senate,1989-12-12,Record vote,,554,219
SB 1,712,Senate,1989-12-12,Senate adopts conference comm. rept.,,554,218
SB 1,712,Senate,1989-12-12,Record vote,,554,217
SB 1,712,Senate,1989-12-12,Point of order overruled,,554,216
SB 1,712,Senate,1989-12-12,Rules suspended,,553,215
SB 1,712,Senate,1989-12-12,Point of order overruled,,553,214
SB 1,712,Senate,1989-12-12,Point of order overruled,,552,213
SB 1,712,Senate,1989-12-12,Motion to suspend rules,,545,212
SB 1,712,Senate,1989-12-12,Conference comm. report read & filed,,422,211
SB 1,712,House,1989-12-11,Nonrecord vote recorded in Journal,,386,210
SB 1,712,House,1989-12-11,House adopted conference comm. report,,386,209
SB 1,712,House,1989-12-11,Rules suspended,,386,208
SB 1,712,Senate,1989-12-11,Scheduled for conf. committee meeting,,,207
SB 1,712,House,1989-12-11,Senate conferees appointed,,382,206
SB 1,712,Senate,1989-12-11,Senate conferees appointed,,420,205
SB 1,712,House,1989-12-11,House conferees appointed,,380,204
SB 1,712,House,1989-12-11,New conference committee requested,,379,203
SB 1,712,House,1989-12-11,House conferees discharged,,380,202
SB 1,712,House,1989-12-11,Vote reconsidered,,380,201
SB 1,712,House,1989-12-08,S. refused to adopt conf. comm. rept.,,379,200
SB 1,712,Senate,1989-12-08,Record vote,,414,199
SB 1,712,Senate,1989-12-08,S. refuses to adopt conf. comm. rept.,,414,198
SB 1,712,House,1989-12-07,Record vote,,373,197
SB 1,712,House,1989-12-07,House adopted conference comm. report,,373,196
SB 1,712,House,1989-12-07,Rules suspended,,373,195
SB 1,712,Senate,1989-12-07,Conference comm. report read & filed,,282,194
SB 1,712,House,1989-12-06,Rules suspended,,354,193
SB 1,712,Senate,1989-12-06,Scheduled for conf. committee meeting,,,192
SB 1,712,Senate,1989-12-05,Scheduled for conf. committee meeting,,,191
SB 1,712,Senate,1989-12-04,Scheduled for conf. committee meeting,,,190
SB 1,712,Senate,1989-12-03,Scheduled for conf. committee meeting,,,189
SB 1,712,House,1989-12-01,House conferees appointed,,344,188
SB 1,712,House,1989-12-01,House grants request for conf. comm.,,344,187
SB 1,712,House,1989-12-01,Senate conferees appointed,,344,186
SB 1,712,House,1989-12-01,Senate requests conference committee,,344,185
SB 1,712,House,1989-12-01,S. refused to concur in House amdt(s),,344,184
SB 1,712,Senate,1989-12-01,Point of order overruled,,272,183
SB 1,712,Senate,1989-12-01,Senate conferees appointed,,271,182
SB 1,712,Senate,1989-12-01,Senate requests conference committee,,271,181
SB 1,712,Senate,1989-12-01,Record vote,,271,180
SB 1,712,Senate,1989-12-01,S. refuses to concur in H. amendments,,271,179
SB 1,712,Senate,1989-12-01,Point of order sustained,,270,178
SB 1,712,Senate,1989-12-01,Point of order overruled,,270,177
SB 1,712,Senate,1989-12-01,Motion to divide the question,,270,176
SB 1,712,Senate,1989-12-01,Motion to not concur in H. amdt(s),,270,175
SB 1,712,Senate,1989-12-01,Motion to concur in House amdt(s),,270,174
SB 1,712,Senate,1989-12-01,Laid before the Senate,,138,173
SB 1,712,Senate,1989-11-29,House passage as amended reported,,127,172
SB 1,712,House,1989-11-29,Sent to the Senate as amended,,,171
