bill_number,session,chamber,action_date,action,comment,journal_page,order
SB 15,883,Senate,2023-10-06,Filed,,,2
SB 15,883,Senate,2023-10-06,Received by the Secretary of the Senate,,,1
SR 69,883,Senate,2023-11-02,Reported enrolled,,132,3
SR 69,883,Senate,2023-11-02,Read & adopted,,131,2
SR 69,883,Senate,2023-11-01,Received by the Secretary of the Senate,,,1
SR 2,883,Senate,2023-10-09,Reported enrolled,,8,5
SR 2,883,Senate,2023-10-09,Adopted,,3,4
SR 2,883,Senate,2023-10-09,Read,,3,3
SR 2,883,Senate,2023-10-09,Rules suspended,,1,2
SR 2,883,Senate,2023-10-09,Received by the Secretary of the Senate,,,1
SR 72,883,Senate,2023-11-01,Received by the Secretary of the Senate,,,1
SR 33,883,Senate,2023-10-19,Reported enrolled,,95,3
SR 33,883,Senate,2023-10-19,Read & adopted,,94,2
SR 33,883,Senate,2023-10-19,Received by the Secretary of the Senate,,,1
SB 1,883,House,2023-10-13,"Referred to Educational Opportunity & Enrichment, Select",,,97
SB 1,883,House,2023-10-13,Read first time,,16,96
SB 1,883,House,2023-10-13,Received from the Senate,,17,95
SB 1,883,Senate,2023-10-12,Reported engrossed,,89,94
SB 1,883,Senate,2023-10-12,Record vote,,88,93
SB 1,883,Senate,2023-10-12,Passed,,88,92
SB 1,883,Senate,2023-10-12,Read 3rd time,,88,91
SB 1,883,Senate,2023-10-12,Laid before the Senate,,88,90
SB 1,883,Senate,2023-10-12,Record vote,,30,89
SB 1,883,Senate,2023-10-12,Passed to engrossment as amended,,30,88
SB 1,883,Senate,2023-10-12,Amendment withdrawn,,30,87
SB 1,883,Senate,2023-10-12,Vote reconsidered,,30,86
SB 1,883,Senate,2023-10-12,Motion withdrawn,,30,85
SB 1,883,Senate,2023-10-12,Point of order overruled,,29,84
SB 1,883,Senate,2023-10-12,Point of order,,29,83
SB 1,883,Senate,2023-10-12,Record vote,,28,82
SB 1,883,Senate,2023-10-12,Amendment adopted as amended,FA22 Springer,28,81
SB 1,883,Senate,2023-10-12,Vote recorded in Journal,,28,80
SB 1,883,Senate,2023-10-12,Amendment amended,,28,79
SB 1,883,Senate,2023-10-12,Amendment to amendment offered,FA23 Springer,28,78
SB 1,883,Senate,2023-10-12,Amendment(s) offered,FA22 Perry,28,77
SB 1,883,Senate,2023-10-12,Point of order sustained,,28,76
SB 1,883,Senate,2023-10-12,Point of order,,28,75
SB 1,883,Senate,2023-10-12,Amendment(s) offered,FA21 Johnson,26,74
SB 1,883,Senate,2023-10-12,Amendment withdrawn,,26,73
SB 1,883,Senate,2023-10-12,Amendment(s) offered,FA20 Perry,26,72
SB 1,883,Senate,2023-10-12,Record vote,,26,71
SB 1,883,Senate,2023-10-12,Amended,,26,70
SB 1,883,Senate,2023-10-12,Amendment(s) offered,FA19 Creighton,25,69
SB 1,883,Senate,2023-10-12,Record vote,,25,68
SB 1,883,Senate,2023-10-12,Amendment fails of adoption,,25,67
SB 1,883,Senate,2023-10-12,Amendment(s) offered,FA18 LaMantia,25,66
SB 1,883,Senate,2023-10-12,Vote recorded in Journal,,25,65
SB 1,883,Senate,2023-10-12,Amended,,25,64
SB 1,883,Senate,2023-10-12,Amendment(s) offered,FA17 Creighton,24,63
SB 1,883,Senate,2023-10-12,Record vote,,24,62
SB 1,883,Senate,2023-10-12,Amendment fails of adoption,,24,61
SB 1,883,Senate,2023-10-12,Amendment(s) offered,FA16 Menéndez,23,60
SB 1,883,Senate,2023-10-12,Record vote,,23,59
SB 1,883,Senate,2023-10-12,Amendment fails of adoption,,23,58
SB 1,883,Senate,2023-10-12,Amendment(s) offered,FA15 Menéndez,23,57
SB 1,883,Senate,2023-10-12,Record vote,,22,56
SB 1,883,Senate,2023-10-12,Amendment fails of adoption,,22,55
SB 1,883,Senate,2023-10-12,Amendment(s) offered,FA14 Menéndez,22,54
SB 1,883,Senate,2023-10-12,Amendment withdrawn,,22,53
SB 1,883,Senate,2023-10-12,Vote recorded in Journal,,22,52
SB 1,883,Senate,2023-10-12,Amendment amended,,22,51
SB 1,883,Senate,2023-10-12,Amendment to amendment offered,FA13 Springer,22,50
SB 1,883,Senate,2023-10-12,Amendment(s) offered,FA12 Perry,21,49
SB 1,883,Senate,2023-10-12,Record vote,,21,48
SB 1,883,Senate,2023-10-12,Amendment fails of adoption,,21,47
SB 1,883,Senate,2023-10-12,Amendment(s) offered,FA11 Perry,21,46
SB 1,883,Senate,2023-10-12,Vote recorded in Journal,,21,45
SB 1,883,Senate,2023-10-12,Amended,,21,44
SB 1,883,Senate,2023-10-12,Amendment(s) offered,FA10 Creighton,20,43
SB 1,883,Senate,2023-10-12,Amendment withdrawn,,20,42
SB 1,883,Senate,2023-10-12,Amendment(s) offered,FA9 Perry,20,41
SB 1,883,Senate,2023-10-12,Vote recorded in Journal,,20,40
SB 1,883,Senate,2023-10-12,Amended,,20,39
SB 1,883,Senate,2023-10-12,Amendment(s) offered,FA8 Perry,20,38
SB 1,883,Senate,2023-10-12,Record vote,,20,37
SB 1,883,Senate,2023-10-12,Amendment fails of adoption,,20,36
SB 1,883,Senate,2023-10-12,Amendment(s) offered,FA7 Perry,19,35
SB 1,883,Senate,2023-10-12,Record vote,,19,34
SB 1,883,Senate,2023-10-12,Amended,,19,33
SB 1,883,Senate,2023-10-12,Amendment(s) offered,FA6 Gutierrez,19,32
SB 1,883,Senate,2023-10-12,Record vote,,19,31
SB 1,883,Senate,2023-10-12,Amended,,19,30
SB 1,883,Senate,2023-10-12,Amendment(s) offered,FA5 Creighton,17,29
SB 1,883,Senate,2023-10-12,Vote recorded in Journal,,17,28
SB 1,883,Senate,2023-10-12,Amended,,17,27
SB 1,883,Senate,2023-10-12,Amendment(s) offered,FA4 Creighton,16,26
SB 1,883,Senate,2023-10-12,Vote recorded in Journal,,16,25
SB 1,883,Senate,2023-10-12,Amended,,16,24
SB 1,883,Senate,2023-10-12,Amendment(s) offered,FA3 Creighton,15,23
SB 1,883,Senate,2023-10-12,Vote recorded in Journal,,15,22
SB 1,883,Senate,2023-10-12,Amended,,15,21
SB 1,883,Senate,2023-10-12,Amendment(s) offered,FA2 Creighton,13,20
SB 1,883,Senate,2023-10-12,Vote recorded in Journal,,13,19
SB 1,883,Senate,2023-10-12,Amended,,13,18
SB 1,883,Senate,2023-10-12,Amendment(s) offered,FA1 Creighton,11,17
SB 1,883,Senate,2023-10-12,Read 2nd time,,11,16
SB 1,883,Senate,2023-10-12,Record vote,,11,15
SB 1,883,Senate,2023-10-12,Rules suspended-Regular order of business,,11,14
SB 1,883,Senate,2023-10-12,Co-author authorized,,85,13
SB 1,883,Senate,2023-10-10,Committee report printed and distributed,,,12
SB 1,883,Senate,2023-10-10,Reported favorably w/o amendments,,10,11
SB 1,883,Senate,2023-10-10,Vote taken in committee,,,10
SB 1,883,Senate,2023-10-10,Testimony taken in committee,,,9
SB 1,883,Senate,2023-10-10,Considered in public hearing,,,8
SB 1,883,Senate,2023-10-10,Scheduled for public hearing on  . . .,,,7
SB 1,883,Senate,2023-10-09,Record vote,,6,6
SB 1,883,Senate,2023-10-09,Posting rule suspended,,6,5
SB 1,883,Senate,2023-10-09,Referred to Education,,6,4
SB 1,883,Senate,2023-10-09,Read first time,,6,3
SB 1,883,Senate,2023-10-09,Filed,,,2
SB 1,883,Senate,2023-10-09,Received by the Secretary of the Senate,,,1
SB 2,883,House,2023-10-13,Received from the Senate,,17,74
SB 2,883,Senate,2023-10-12,Reported engrossed,,89,73
SB 2,883,Senate,2023-10-12,Statement(s) submitted,,83,72
SB 2,883,Senate,2023-10-12,Record vote,,83,71
SB 2,883,Senate,2023-10-12,Passed,,83,70
SB 2,883,Senate,2023-10-12,Read 3rd time,,83,69
SB 2,883,Senate,2023-10-12,Record vote,,83,68
SB 2,883,Senate,2023-10-12,Three day rule suspended,,83,67
SB 2,883,Senate,2023-10-12,Vote recorded in Journal,,83,66
SB 2,883,Senate,2023-10-12,Passed to engrossment as amended,,83,65
SB 2,883,Senate,2023-10-12,Record vote,,83,64
SB 2,883,Senate,2023-10-12,Amendment fails of adoption,,83,63
SB 2,883,Senate,2023-10-12,Amendment(s) offered,FA17 Zaffirini,83,62
SB 2,883,Senate,2023-10-12,Amendment withdrawn,,83,61
SB 2,883,Senate,2023-10-12,Amendment(s) offered,FA16 Blanco,82,60
SB 2,883,Senate,2023-10-12,Record vote,,82,59
SB 2,883,Senate,2023-10-12,Amendment fails of adoption,,82,58
SB 2,883,Senate,2023-10-12,Amendment(s) offered,FA15 Johnson,80,57
SB 2,883,Senate,2023-10-12,Vote recorded in Journal,,80,56
SB 2,883,Senate,2023-10-12,Amended,,80,55
SB 2,883,Senate,2023-10-12,Amendment(s) offered,FA14 Kolkhorst,80,54
SB 2,883,Senate,2023-10-12,Vote recorded in Journal,,80,53
SB 2,883,Senate,2023-10-12,Amendment adopted as amended,FA12 Middleton,80,52
SB 2,883,Senate,2023-10-12,Vote recorded in Journal,,80,51
SB 2,883,Senate,2023-10-12,Amendment amended,,80,50
SB 2,883,Senate,2023-10-12,Amendment to amendment offered,FA13 Middleton,79,49
SB 2,883,Senate,2023-10-12,Amendment(s) offered,FA12 Middleton,78,48
SB 2,883,Senate,2023-10-12,Record vote,,78,47
SB 2,883,Senate,2023-10-12,Amendment fails of adoption,,78,46
SB 2,883,Senate,2023-10-12,Amendment(s) offered,FA11 Zaffirini,77,45
SB 2,883,Senate,2023-10-12,Record vote,,77,44
SB 2,883,Senate,2023-10-12,Amendment fails of adoption,,77,43
SB 2,883,Senate,2023-10-12,Amendment(s) offered,FA10 Zaffirini,77,42
SB 2,883,Senate,2023-10-12,Record vote,,77,41
SB 2,883,Senate,2023-10-12,Amendment fails of adoption,,77,40
SB 2,883,Senate,2023-10-12,Amendment(s) offered,FA9 Gutierrez,76,39
SB 2,883,Senate,2023-10-12,Record vote,,76,38
SB 2,883,Senate,2023-10-12,Amendment fails of adoption,,76,37
SB 2,883,Senate,2023-10-12,Amendment(s) offered,FA8 Zaffirini,76,36
SB 2,883,Senate,2023-10-12,Record vote,,76,35
SB 2,883,Senate,2023-10-12,Amendment fails of adoption,,76,34
SB 2,883,Senate,2023-10-12,Amendment(s) offered,FA7 Eckhardt,75,33
SB 2,883,Senate,2023-10-12,Amendment withdrawn,,75,32
SB 2,883,Senate,2023-10-12,Amendment(s) offered,FA6 Hinojosa,45,31
SB 2,883,Senate,2023-10-12,Record vote,,45,30
SB 2,883,Senate,2023-10-12,Amendment fails of adoption,,45,29
