bill_number,session,chamber,action_date,action,comment,journal_page,order
SB 12,715,Senate,1990-05-07,Rules suspended,,21,7
SB 12,715,Senate,1990-05-07,Reported favorably w/o amendments,,11,6
SB 12,715,Senate,1990-05-07,Considered in public hearing,,,5
SB 12,715,Senate,1990-05-07,Scheduled for public hearing on  . . . . . .,,,4
SB 12,715,Senate,1990-05-02,Referred to Administration,,3,3
SB 12,715,Senate,1990-05-02,Read first time,,3,2
SB 12,715,Senate,1990-05-02,Filed,,,1
SB 55,715,House,1990-05-25,Reported favorably w/o amendment(s),,195,19
SB 55,715,House,1990-05-25,Considered in formal meeting,,,18
SB 55,715,House,1990-05-21,Referred to Public Health,,134,17
SB 55,715,House,1990-05-21,Read first time,,134,16
SB 55,715,House,1990-05-17,Received from the Senate,,119,15
SB 55,715,Senate,1990-05-15,Record vote,,131,14
SB 55,715,Senate,1990-05-15,Passed,,131,13
SB 55,715,Senate,1990-05-15,Read 3rd time,,131,12
SB 55,715,Senate,1990-05-15,Record vote,,131,11
SB 55,715,Senate,1990-05-15,Rules suspended,,131,10
SB 55,715,Senate,1990-05-15,Read 2nd time & passed to engrossment,,131,9
SB 55,715,Senate,1990-05-15,Rules suspended,,131,8
SB 55,715,Senate,1990-05-14,Reported favorably w/o amendments,,83,7
SB 55,715,Senate,1990-05-14,Testimony taken in committee,,,6
SB 55,715,Senate,1990-05-14,Considered in public hearing,,,5
SB 55,715,Senate,1990-05-14,Scheduled for public hearing on  . . . . . .,,,4
SB 55,715,Senate,1990-05-09,Referred to Health & Human Services,,40,3
SB 55,715,Senate,1990-05-09,Read first time,,40,2
SB 55,715,Senate,1990-05-08,Filed,,,1
SB 62,715,Senate,1990-05-29,House passage as amended reported,,167,36
SB 62,715,House,1990-05-29,Sent to the Senate as amended,,,35
SB 62,715,House,1990-05-28,Subject to Art. III Sec. 49a Tx Con.,,178,34
SB 62,715,House,1990-05-28,Passed,,178,33
SB 62,715,House,1990-05-28,Read 3rd time,,178,32
SB 62,715,House,1990-05-28,Record vote,,177,31
SB 62,715,House,1990-05-28,Rules suspended,,177,30
SB 62,715,House,1990-05-28,Passed to 3rd reading as amended,,177,29
SB 62,715,House,1990-05-28,Amended,,177,28
SB 62,715,House,1990-05-28,Read 2nd time,,176,27
SB 62,715,House,1990-05-28,Placed on General State Calendar,,,26
SB 62,715,House,1990-05-25,1st Printing sent to Comm. on Cal.,,,25
SB 62,715,House,1990-05-25,Reported favorably w/amendment(s),,195,24
SB 62,715,House,1990-05-25,Considered in formal meeting,,,23
SB 62,715,House,1990-05-25,Referred to Appropriations,,173,22
SB 62,715,House,1990-05-25,Read first time,,173,21
SB 62,715,House,1990-05-25,Received from the Senate,,173,20
SB 62,715,Senate,1990-05-25,Record vote,,159,19
SB 62,715,Senate,1990-05-25,Passed,,159,18
SB 62,715,Senate,1990-05-25,Read 3rd time,,159,17
SB 62,715,Senate,1990-05-25,Record vote,,159,16
SB 62,715,Senate,1990-05-25,Rules suspended,,159,15
SB 62,715,Senate,1990-05-25,Passed to engrossment as amended,,159,14
SB 62,715,Senate,1990-05-25,Amended,,159,13
SB 62,715,Senate,1990-05-25,Read second time,,159,12
SB 62,715,Senate,1990-05-25,Rules suspended,,159,11
SB 62,715,Senate,1990-05-24,Reported favorably with substitute,,155,10
SB 62,715,Senate,1990-05-24,Testimony taken in committee,,,9
SB 62,715,Senate,1990-05-24,Considered in public hearing,,,8
SB 62,715,Senate,1990-05-17,Left as pending business in comm.,,,7
SB 62,715,Senate,1990-05-17,Testimony taken in committee,,,6
SB 62,715,Senate,1990-05-17,Considered in public hearing,,,5
SB 62,715,Senate,1990-05-17,Scheduled for public hearing on  . . . . . .,,,4
SB 62,715,Senate,1990-05-10,Referred to Finance,,79,3
SB 62,715,Senate,1990-05-10,Read first time,,79,2
SB 62,715,Senate,1990-05-10,Filed,,,1
SB 66,715,Senate,1990-05-14,Referred to Finance,,83,3
SB 66,715,Senate,1990-05-14,Read first time,,83,2
SB 66,715,Senate,1990-05-14,Filed,,,1
SB 71,715,Senate,1990-05-15,Referred to Criminal Justice,,124,3
SB 71,715,Senate,1990-05-15,Read first time,,124,2
SB 71,715,Senate,1990-05-15,Filed,,,1
SB 72,715,Senate,1990-05-17,Referred to Finance,,140,3
SB 72,715,Senate,1990-05-17,Read first time,,140,2
SB 72,715,Senate,1990-05-17,Filed,,,1
SB 73,715,Senate,1990-05-17,Referred to Health & Human Services,,140,3
SB 73,715,Senate,1990-05-17,Read first time,,140,2
SB 73,715,Senate,1990-05-17,Filed,,,1
SB 77,715,Senate,1990-05-29,Left as pending business in comm.,,,5
SB 77,715,Senate,1990-05-29,Considered in public hearing,,,4
SB 77,715,Senate,1990-05-23,Referred to Health & Human Services,,148,3
SB 77,715,Senate,1990-05-23,Read first time,,148,2
SB 77,715,Senate,1990-05-22,Filed,,,1
SCR 5,715,Senate,1990-06-18,Signed by the Governor,,175,23
SCR 5,715,Senate,1990-05-31,Sent to the Governor,,174,22
SCR 5,715,House,1990-05-30,Signed in the House,,194,21
SCR 5,715,Senate,1990-05-30,Signed in the Senate,,168,20
SCR 5,715,Senate,1990-05-29,House passage reported,,166,19
SCR 5,715,House,1990-05-29,Sent to the Senate,,,18
SCR 5,715,House,1990-05-29,Adopted,,189,17
SCR 5,715,House,1990-05-29,Laid before the House,,189,16
SCR 5,715,House,1990-05-29,Placed on Resolutions Calendar,,,15
SCR 5,715,House,1990-05-25,Reported favorably w/o amendment(s),,195,14
SCR 5,715,House,1990-05-25,Considered in formal meeting,,,13
SCR 5,715,House,1990-05-21,Referred to Public Health,,136,12
SCR 5,715,House,1990-05-17,Received from the Senate,,119,11
SCR 5,715,Senate,1990-05-15,Adopted,,131,10
SCR 5,715,Senate,1990-05-15,Read second time,,131,9
SCR 5,715,Senate,1990-05-15,Rules suspended,,131,8
SCR 5,715,Senate,1990-05-14,Reported favorably w/o amendments,,83,7
SCR 5,715,Senate,1990-05-14,Testimony taken in committee,,,6
SCR 5,715,Senate,1990-05-14,Considered in public hearing,,,5
SCR 5,715,Senate,1990-05-14,Scheduled for public hearing on  . . . . . .,,,4
SCR 5,715,Senate,1990-05-09,Referred to Health & Human Services,,40,3
SCR 5,715,Senate,1990-05-09,Read first time,,40,2
SCR 5,715,Senate,1990-05-08,Filed,,,1
SCR 16,715,House,1990-05-29,Received from the Senate,,189,4
SCR 16,715,Senate,1990-05-29,Read & adopted,,167,3
SCR 16,715,Senate,1990-05-29,Rules suspended,,167,2
SCR 16,715,Senate,1990-05-25,Filed,,,1
SR 1,715,Senate,1990-05-02,Read & adopted,,4,1
SR 90,715,Senate,1990-05-23,Read & adopted,,152,1
SR 115,715,Senate,1990-05-30,Read & adopted,,173,1
SR 120,715,Senate,1990-05-30,Read & adopted,,168,1
SB 13,715,Senate,1990-05-02,Referred to Criminal Justice,,3,3
SB 13,715,Senate,1990-05-02,Read first time,,3,2
SB 13,715,Senate,1990-05-02,Filed,,,1
SB 14,715,Senate,1990-05-02,Referred to Criminal Justice,,3,3
SB 14,715,Senate,1990-05-02,Read first time,,3,2
SB 14,715,Senate,1990-05-02,Filed,,,1
SB 15,715,Senate,1990-05-02,Referred to Criminal Justice,,3,3
SB 15,715,Senate,1990-05-02,Read first time,,3,2
SB 15,715,Senate,1990-05-02,Filed,,,1
SB 16,715,Senate,1990-05-02,Referred to Criminal Justice,,3,3
SB 16,715,Senate,1990-05-02,Read first time,,3,2
SB 16,715,Senate,1990-05-02,Filed,,,1
SB 17,715,House,1990-05-14,Referred to Environmental Affairs,,95,17
SB 17,715,House,1990-05-14,Read first time,,95,16
SB 17,715,House,1990-05-08,Received from the Senate,,,15
SB 17,715,Senate,1990-05-07,Co-author authorized,,12,14
SB 17,715,Senate,1990-05-07,Record vote,,22,13
SB 17,715,Senate,1990-05-07,Passed,,22,12
SB 17,715,Senate,1990-05-07,Read 3rd time,,22,11
SB 17,715,Senate,1990-05-07,Record vote,,22,10
SB 17,715,Senate,1990-05-07,Rules suspended,,22,9
SB 17,715,Senate,1990-05-07,Read 2nd time & passed to engrossment,,22,8
SB 17,715,Senate,1990-05-07,Rules suspended,,22,7
SB 17,715,Senate,1990-05-07,Reported favorably w/o amendments,,11,6
SB 17,715,Senate,1990-05-07,Considered in public hearing,,,5
SB 17,715,Senate,1990-05-07,Scheduled for public hearing on  . . . . . .,,,4
SB 17,715,Senate,1990-05-02,Referred to Administration,,3,3
SB 17,715,Senate,1990-05-02,Read first time,,3,2
SB 17,715,Senate,1990-05-02,Filed,,,1
SB 18,715,House,1990-05-21,Reported favorably w/o amendment(s),,146,19
SB 18,715,House,1990-05-21,Considered in public hearing,,,18
SB 18,715,House,1990-05-21,Scheduled for public hearing on  . . . . . .,,,17
SB 18,715,House,1990-05-14,Referred to Natural Resources,,95,16
SB 18,715,House,1990-05-14,Read first time,,95,15
SB 18,715,House,1990-05-08,Received from the Senate,,,14
SB 18,715,Senate,1990-05-07,Record vote,,22,13
SB 18,715,Senate,1990-05-07,Passed,,22,12
SB 18,715,Senate,1990-05-07,Read 3rd time,,22,11
SB 18,715,Senate,1990-05-07,Record vote,,22,10
SB 18,715,Senate,1990-05-07,Rules suspended,,22,9
SB 18,715,Senate,1990-05-07,Read 2nd time & passed to engrossment,,22,8
SB 18,715,Senate,1990-05-07,Rules suspended,,22,7
SB 18,715,Senate,1990-05-07,Reported favorably w/o amendments,,11,6
SB 18,715,Senate,1990-05-07,Considered in public hearing,,,5
SB 18,715,Senate,1990-05-07,Scheduled for public hearing on  . . . . . .,,,4
SB 18,715,Senate,1990-05-02,Referred to Administration,,3,3
SB 18,715,Senate,1990-05-02,Read first time,,3,2
SB 18,715,Senate,1990-05-02,Filed,,,1
SB 19,715,Senate,1990-05-02,Referred to State Affairs,,3,3
SB 19,715,Senate,1990-05-02,Read first time,,3,2
SB 19,715,Senate,1990-05-02,Filed,,,1
SB 20,715,House,1990-05-21,Referred to Environmental Affairs,,134,16
SB 20,715,House,1990-05-21,Read first time,,134,15
SB 20,715,House,1990-05-17,Received from the Senate,,119,14
SB 20,715,Senate,1990-05-15,Passed,,132,13
SB 20,715,Senate,1990-05-15,Read 3rd time,,132,12
SB 20,715,Senate,1990-05-15,Record vote,,132,11
SB 20,715,Senate,1990-05-15,Rules suspended,,132,10
SB 20,715,Senate,1990-05-15,Read 2nd time & passed to engrossment,,132,9
SB 20,715,Senate,1990-05-15,Rules suspended,,132,8
SB 20,715,Senate,1990-05-15,Reported favorably w/o amendments,,125,7
SB 20,715,Senate,1990-05-15,Considered in public hearing,,,6
SB 20,715,Senate,1990-05-15,Scheduled for public hearing on  . . . . . .,,,5
SB 20,715,Senate,1990-05-14,Posting rule suspended,,123,4
SB 20,715,Senate,1990-05-02,Referred to Health & Human Services,,4,3
SB 20,715,Senate,1990-05-02,Read first time,,4,2
SB 20,715,Senate,1990-05-02,Filed,,,1
SB 33,715,Senate,1990-05-03,Referred to Finance,,7,3
SB 33,715,Senate,1990-05-03,Read first time,,7,2
SB 33,715,Senate,1990-05-03,Filed,,,1
SB 60,715,Senate,1990-05-10,Referred to Jurisprudence,,79,3
SB 60,715,Senate,1990-05-10,Read first time,,79,2
SB 60,715,Senate,1990-05-10,Filed,,,1
SB 61,715,Senate,1990-05-14,Reported favorably w/o amendments,,85,7
SB 61,715,Senate,1990-05-14,Testimony taken in committee,,,6
SB 61,715,Senate,1990-05-14,Considered in public hearing,,,5
SB 61,715,Senate,1990-05-14,Posting rule suspended,,84,4
SB 61,715,Senate,1990-05-10,Referred to State Affairs,,79,3
SB 61,715,Senate,1990-05-10,Read first time,,79,2
SB 61,715,Senate,1990-05-10,Filed,,,1
SCR 1,715,House,1990-05-21,Referred to Environmental Affairs,,135,12
SCR 1,715,House,1990-05-17,Received from the Senate,,119,11
SCR 1,715,Senate,1990-05-15,Adopted,,132,10
SCR 1,715,Senate,1990-05-15,Read second time,,132,9
SCR 1,715,Senate,1990-05-15,Rules suspended,,132,8
SCR 1,715,Senate,1990-05-15,Reported favorably w/o amendments,,125,7
SCR 1,715,Senate,1990-05-15,Considered in public hearing,,,6
SCR 1,715,Senate,1990-05-15,Scheduled for public hearing on  . . . . . .,,,5
SCR 1,715,Senate,1990-05-14,Posting rule suspended,,123,4
SCR 1,715,Senate,1990-05-02,Referred to Health & Human Services,,2,3
SCR 1,715,Senate,1990-05-02,Read first time,,2,2
SCR 1,715,Senate,1990-05-02,Filed,,,1
SR 31,715,Senate,1990-05-09,Read & adopted,,77,1
SR 39,715,Senate,1990-05-10,Read & adopted,,82,1
SR 55,715,Senate,1990-05-15,Read & adopted,,126,1
SR 82,715,Senate,1990-05-22,Read & adopted,,147,1
SR 91,715,Senate,1990-05-23,Read & adopted,,152,1
SR 92,715,Senate,1990-05-23,Read & adopted,,152,1
SR 93,715,Senate,1990-05-23,Read & adopted,,152,1
SR 96,715,Senate,1990-05-23,Read & adopted,,152,1
SR 97,715,Senate,1990-05-23,Read & adopted,,152,1
SB 40,715,Senate,1990-05-29,See remarks,,,36
SB 40,715,Senate,1990-05-29,Filed w/o the Governor's signature,,174,35
SB 40,715,Senate,1990-05-18,Sent to the Governor,,142,34
SB 40,715,Senate,1990-05-11,Sent to the Comptroller,,123,33
SB 40,715,House,1990-05-10,Signed in the House,,87,32
SB 40,715,Senate,1990-05-10,Signed in Sen. Art III Sec 49a Tx Con,,79,31
SB 40,715,Senate,1990-05-10,House passage reported,,78,30
SB 40,715,House,1990-05-10,Sent to the Senate,,,29
SB 40,715,House,1990-05-10,Subject to Art. III Sec. 49a Tx Con.,,86,28
SB 40,715,House,1990-05-10,Record vote,,86,27
SB 40,715,House,1990-05-10,Passed,,86,26
SB 40,715,House,1990-05-10,Read 3rd time,,85,25
SB 40,715,House,1990-05-10,Passed to 3rd reading,,80,24
SB 40,715,House,1990-05-10,Read 2nd time,,80,23
SB 40,715,House,1990-05-10,Placed on General State Calendar,,,22
SB 40,715,House,1990-05-09,1st Printing sent to Comm. on Cal.,,,21
SB 40,715,House,1990-05-08,Reported favorably w/o amendment(s),,74,20
SB 40,715,House,1990-05-08,Considered in formal meeting,,,19
SB 40,715,House,1990-05-08,Referred to Appropriations,,,18
SB 40,715,House,1990-05-08,Read first time,,,17
SB 40,715,House,1990-05-08,Received from the Senate,,,16
SB 40,715,Senate,1990-05-08,Record vote,,37,15
SB 40,715,Senate,1990-05-08,Passed,,37,14
SB 40,715,Senate,1990-05-08,Read 3rd time,,37,13
SB 40,715,Senate,1990-05-08,Record vote,,37,12
SB 40,715,Senate,1990-05-08,Rules suspended,,37,11
SB 40,715,Senate,1990-05-08,Read 2nd time & passed to engrossment,,37,10
SB 40,715,Senate,1990-05-08,Rules suspended,,37,9
SB 40,715,Senate,1990-05-08,Reported favorably with substitute,,34,8
SB 40,715,Senate,1990-05-08,Testimony taken in committee,,,7
SB 40,715,Senate,1990-05-08,Considered in public hearing,,,6
SB 40,715,Senate,1990-05-08,Scheduled for public hearing on  . . . . . .,,,5
SB 40,715,Senate,1990-05-07,Posting rule suspended,,32,4
SB 40,715,Senate,1990-05-07,Referred to Finance,,11,3
SB 40,715,Senate,1990-05-07,Read first time,,11,2
SB 40,715,Senate,1990-05-07,Filed,,,1
SB 41,715,Senate,1990-05-15,Scheduled for conf. committee meeting,,,58
SB 41,715,House,1990-05-10,House conferees appointed,,88,57
SB 41,715,House,1990-05-10,House grants request for conf. comm.,,88,56
SB 41,715,House,1990-05-10,Senate conferees appointed,,88,55
SB 41,715,House,1990-05-10,Senate requests conference committee,,88,54
SB 41,715,House,1990-05-10,S. refused to concur in House amdt(s),,88,53
SB 41,715,Senate,1990-05-10,Senate conferees appointed,,81,52
SB 41,715,Senate,1990-05-10,Senate requests conference committee,,81,51
SB 41,715,Senate,1990-05-10,S. refuses to concur in H. amendments,,81,50
SB 41,715,Senate,1990-05-10,House amendment laid before the Senate,,79,49
SB 41,715,Senate,1990-05-10,House passage as amended reported,,78,48
SB 41,715,House,1990-05-10,Sent to the Senate as amended,,,47
SB 41,715,House,1990-05-10,Subject to Art. III Sec. 49a Tx Con.,,86,46
SB 41,715,House,1990-05-10,Nonrecord vote recorded in Journal,,86,45
SB 41,715,House,1990-05-10,Passed,,86,44
SB 41,715,House,1990-05-10,Amendment fails of adoption,,86,43
SB 41,715,House,1990-05-10,Amendment(s) offered,,86,42
SB 41,715,House,1990-05-10,Read 3rd time,,86,41
SB 41,715,House,1990-05-10,Record vote,,84,40
SB 41,715,House,1990-05-10,Passed to 3rd reading as amended,,84,39
SB 41,715,House,1990-05-10,Nonrecord vote recorded in Journal,,83,38
SB 41,715,House,1990-05-10,Amended,,83,37
SB 41,715,House,1990-05-10,Record vote,,83,36
SB 41,715,House,1990-05-10,Motion to table lost,,83,35
SB 41,715,House,1990-05-10,Amended,,83,34
SB 41,715,House,1990-05-10,Amendment(s) offered,,82,33
SB 41,715,House,1990-05-10,Record vote,,82,32
SB 41,715,House,1990-05-10,Amendment fails of adoption,,82,31
SB 41,715,House,1990-05-10,Amended,,82,30
SB 41,715,House,1990-05-10,Amendment(s) offered,,81,29
SB 41,715,House,1990-05-10,Nonrecord vote recorded in Journal,,81,28
SB 41,715,House,1990-05-10,Amended,,81,27
SB 41,715,House,1990-05-10,Record vote,,80,26
SB 41,715,House,1990-05-10,Amendment tabled,,80,25
SB 41,715,House,1990-05-10,Amendment(s) offered,,80,24
SB 41,715,House,1990-05-10,Read 2nd time,,80,23
SB 41,715,House,1990-05-10,Placed on General State Calendar,,,22
SB 41,715,House,1990-05-09,1st Printing sent to Comm. on Cal.,,,21
SB 41,715,House,1990-05-08,Reported favorably w/o amendment(s),,74,20
SB 41,715,House,1990-05-08,Considered in formal meeting,,,19
SB 41,715,House,1990-05-08,Referred to Appropriations,,,18
SB 41,715,House,1990-05-08,Read first time,,,17
SB 41,715,House,1990-05-08,Received from the Senate,,,16
SB 41,715,Senate,1990-05-08,Record vote,,38,15
SB 41,715,Senate,1990-05-08,Passed,,38,14
SB 41,715,Senate,1990-05-08,Read 3rd time,,38,13
SB 41,715,Senate,1990-05-08,Record vote,,38,12
SB 41,715,Senate,1990-05-08,Rules suspended,,38,11
SB 41,715,Senate,1990-05-08,Read 2nd time & passed to engrossment,,37,10
SB 41,715,Senate,1990-05-08,Rules suspended,,37,9
SB 41,715,Senate,1990-05-08,Reported favorably with substitute,,34,8
SB 41,715,Senate,1990-05-08,Testimony taken in committee,,,7
SB 41,715,Senate,1990-05-08,Considered in public hearing,,,6
SB 41,715,Senate,1990-05-08,Scheduled for public hearing on  . . . . . .,,,5
SB 41,715,Senate,1990-05-07,Posting rule suspended,,32,4
SB 41,715,Senate,1990-05-07,Referred to Finance,,11,3
SB 41,715,Senate,1990-05-07,Read first time,,11,2
SB 41,715,Senate,1990-05-07,Filed,,,1
SB 42,715,Senate,1990-05-22,See remarks,,160,33
SB 42,715,Senate,1990-05-22,Signed by the Governor,,123,32
SB 42,715,Senate,1990-05-11,Sent to the Governor,,123,31
SB 42,715,House,1990-05-10,Signed in the House,,87,30
SB 42,715,Senate,1990-05-10,Signed in the Senate,,79,29
SB 42,715,Senate,1990-05-10,House passage reported,,78,28
SB 42,715,House,1990-05-10,Sent to the Senate,,,27
SB 42,715,House,1990-05-10,Passed,,87,26
SB 42,715,House,1990-05-10,Read 3rd time,,87,25
SB 42,715,House,1990-05-10,Passed to 3rd reading,,84,24
SB 42,715,House,1990-05-10,Read 2nd time,,84,23
SB 42,715,House,1990-05-10,Placed on General State Calendar,,,22
SB 42,715,House,1990-05-09,1st Printing sent to Comm. on Cal.,,,21
SB 42,715,House,1990-05-08,Reported favorably w/o amendment(s),,74,20
SB 42,715,House,1990-05-08,Considered in formal meeting,,,19
SB 42,715,House,1990-05-08,Referred to Appropriations,,,18
SB 42,715,House,1990-05-08,Read first time,,,17
SB 42,715,House,1990-05-08,Received from the Senate,,,16
