bill_number,session,summary,keywords,authors,coauthors,sponsors,cosponsors,house_committee,hc_status,senate_committee,sc_status,bill_url
SR 23,792,Welcoming the citizens of Gibraltar who are visiting Texas and the City of Austin.,GIBRALTAR (G0351); Resolutions--Welcoming (I0722),Barrientos,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SR23
SR 47,792,In memory of James Jay Kaster V of Austin and El Paso.,"KASTER, JAMES JAY ""JIM"", REP. (A0120); Resolutions--Memorial (I0710)",Barrientos,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SR47
SR 70,792,In memory of William F. Anderson of Austin.,"Resolutions--Memorial (I0710); ANDERSON, WILLIAM F. (N3655)",Barrientos,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SR70
SR 71,792,Recognizing Carlton Hackett on the occasion of his retirement.,"Resolutions--Congratulatory & Honorary (I0705); HACKETT, CARLTON (N3663)",Barrientos,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SR71
SR 79,792,In memory of Charles Ray Barden of Austin.,"Resolutions--Memorial (I0710); BARDEN, CHARLES RAY (N3685)",Barrientos,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SR79
SR 82,792,Recognizing Cissy Closson on the occasion of her retirement.,"Resolutions--Congratulatory & Honorary (I0705); CLOSSON, CISSY (N3677)",Barrientos,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SR82
SR 83,792,Recognizing Judy Towns Strawmyer on the occasion of her retirement.,"Resolutions--Congratulatory & Honorary (I0705); STRAWMYER, JUDY TOWNS (N3676)",Barrientos,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SR83
SR 90,792,In memory of Tom H. Davis III of Austin.,"Resolutions--Memorial (I0710); DAVIS, TOM H., III (N3730)",Barrientos,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SR90
SR 107,792,Recognizing Joan Light on the occasion of her retirement.,"Resolutions--Congratulatory & Honorary (I0705); LIGHT, JOAN (N3731)",Barrientos,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SR107
SR 115,792,In memory of Sally Ann Kelso of Austin.,"Resolutions--Memorial (I0710); KELSO, SALLY ANN (N3779)",Barrientos,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SR115
SR 116,792,Recognizing Charlie M. Yates on the occasion of his retirement.,"Resolutions--Congratulatory & Honorary (I0705); YATES, CHARLIE M. (N3772)",Barrientos,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SR116
SR 96,792,In memory of Jamie Lee Davis of Austin.,"Resolutions--Memorial (I0710); DAVIS, JAMIE LEE (N3728)",Brimer,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SR96
SR 104,792,Commending Rockwall County Young Republicans for its achievements.,Resolutions--Congratulatory & Honorary (I0705); ROCKWALL COUNTY YOUNG REPUBLICANS (N3734),Deuell,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SR104
SR 118,792,Recognizing the Mesquite Republican Women's Club on the occasion of its 30th anniversary.,Resolutions--Congratulatory & Honorary (I0705); MESQUITE REPUBLICAN WOMEN'S CLUB (N3770),Deuell,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SR118
SB 6,792,"Relating to the compensation of state judges and county judges, to retirement benefits for state judges, and to providing funds for court-related purposes; making an appropriation.",Courts--Judges (I0140); Fees & Other Nontax Revenue--Local (I0361); Retirement Systems--Judicial (I0728); Salaries & Expenses (I0745),Duncan,,,,,,State Affairs,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SB6
SB 14,792,Relating to the remedy provided for failure to disclose certain information in certain residential construction transactions.,Civil Remedies & Liabilities (I0065); Property Interests--Real Property (I0595); CONTRACTORS & SUBCONTRACTORS (S2563),Duncan,,,,,,State Affairs,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SB14
SB 40,792,Relating to responsibilities of certain state agencies concerning radioactive substances; imposing fees and surcharges.,"Environment--Hazardous, Toxic & Nuclear Waste (I0333); Environment--Solid Waste (I0330); Fees & Other Nontax Revenue--State (I0362); ENVIRONMENTAL QUALITY, TEXAS COMMISSION ON (V0334); HEALTH & HUMAN SERVICES COMMISSION (V0177); RAILROAD COMMISSION (V0089); STATE HEALTH SERVICES, DEPARTMENT OF (V0463)",Duncan,,,,,,Natural Resources,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SB40
SB 38,792,Relating to appropriations for textbooks.,"Education--Primary & Secondary--Textbooks (I0226); State Finances--Appropriations (I0746); EDUCATION AGENCY, TEXAS (V9941)",Shapiro; Duncan; Ogden,Estes,,,,,Finance,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SB38
SB 16,792,Relating to authorizing the issuance of revenue bonds for utility infrastructure and campus renovations at Midwestern State University.,Education--Higher--Finance (I0232); Education--Higher--Institutions & Programs (I0223); BONDS (S6060); MIDWESTERN STATE UNIVERSITY (U2649),Estes,,,,,,Finance,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SB16
SB 17,792,Relating to authorizing the issuance of revenue bonds for Texas Woman's University.,Education--Higher--Finance (I0232); Education--Higher--Institutions & Programs (I0223); BONDS (S6060); TEXAS WOMAN'S UNIVERSITY (U0002),Estes,,,,,,Finance,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SB17
SB 18,792,Relating to authorizing the issuance of revenue bonds for the University of North Texas.,Education--Higher--Finance (I0232); Education--Higher--Institutions & Programs (I0223); BONDS (S6060); UNIVERSITY OF NORTH TEXAS (U9228); UNIVERSITY OF NORTH TEXAS SYSTEM (U0050),Estes,,,,,,Finance,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SB18
SR 91,792,"Proclaiming September 2, 2005, World War II Veterans Day in Mineral Wells.",WORLD WAR II VETERANS DAY (H0713); Resolutions--Official Designations--Special Dates (I0721),Estes,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SR91
SR 2,792,Commending Bob Lee for promoting racial harmony through his artwork.,"Resolutions--Congratulatory & Honorary (I0705); LEE, BOB (N3460)",Ellis,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SR2
SR 19,792,Recognizing Saint Mary of the Purification Montessori School in Houston on the occasion of its Founders Day celebration.,ST. MARY OF THE PURIFICATION MONTESSORI SCHOOL FOUNDERS DAY (H0724); Resolutions--Congratulatory & Honorary (I0705),Ellis,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SR19
SR 20,792,Recognizing the members of the class of 1955 of Phillis Wheatley High School in Houston on the occasion of their reunion.,PHILLIS WHEATLEY HIGH SCHOOL (E0199); Resolutions--Congratulatory & Honorary (I0705),Ellis,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SR20
SR 21,792,Congratulating Sandra and Ernesto Chavarria on the occasion of their 27th wedding anniversary.,"Resolutions--Congratulatory & Honorary (I0705); CHAVARRIA, SANDRA & ERNESTO (N3513)",Ellis,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SR21
SR 22,792,"Recognizing the members of the Houston Chapter of the Crockett Colored High/Ralph J. Bunche Alumni, Ex-Students, and Teachers Association on the occasion of their 2005 reunion.",CROCKETT COLORED HIGH SCHOOL (E0109); Resolutions--Congratulatory & Honorary (I0705); RALPH J. BUNCHE ALUMNI ASSOCIATION (N3521),Ellis,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SR22
SR 30,792,Recognizing Marvis L. Jackson on the occasion of his retirement.,"Resolutions--Congratulatory & Honorary (I0705); JACKSON, MARVIS L. (N3554)",Ellis,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SR30
SR 31,792,Recognizing Garden of Glory Community Church in Houston on the occasion of its Community Block Party.,Resolutions--Congratulatory & Honorary (I0705); GARDEN OF GLORY COMMUNITY CHURCH (N3553),Ellis,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SR31
SR 32,792,Recognizing Cherie Bridges and Harold William Patrick on the occasion of their marriage.,"Resolutions--Congratulatory & Honorary (I0705); BRIDGES, CHERIE (N3552); PATRICK, HAROLD WILLIAM (N3551)",Ellis,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SR32
SR 33,792,Commending Jodi Colleen Ingersoll of the occasion of her graduation from Texas Tech University.,"Resolutions--Congratulatory & Honorary (I0705); INGERSOLL, JODI COLLEEN (N3550)",Ellis,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SR33
SR 34,792,In memory of John E. Cook of the Rio Grande Valley.,"Resolutions--Memorial (I0710); COOK, JOHN E. (N3556)",Ellis,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SR34
SR 35,792,Commending Walter Sloan for his service to his neighborhood association.,"Resolutions--Congratulatory & Honorary (I0705); SLOAN, WALTER (N3549)",Ellis,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SR35
SR 50,792,Recognizing Lakewood Church in Houston on the occasion of the grand opening of its new facility.,Resolutions--Congratulatory & Honorary (I0705); LAKEWOOD CHURCH (N3604),Ellis,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SR50
SR 63,792,Commending Dexter Utley for his service to his community.,"Resolutions--Congratulatory & Honorary (I0705); UTLEY, DEXTER (N3649)",Ellis,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SR63
SR 80,792,Commending Leonard N. Barksdale for 11 years of service to Fifth Ward Missionary Baptist Church in Houston.,"Resolutions--Congratulatory & Honorary (I0705); BARKSDALE, LEONARD N. (N3647)",Ellis,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SR80
SR 81,792,Commending the Islamic Society of Greater Houston for its service to the Muslim community.,Resolutions--Congratulatory & Honorary (I0705); ISLAMIC SOCIETY (N3678),Ellis,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SR81
SR 87,792,Recognizing Ruben Davis on the occasion of his 50th birthday.,"Resolutions--Congratulatory & Honorary (I0705); DAVIS, RUBEN (N3726)",Ellis,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SR87
SR 92,792,Recognizing the Chinese Community Center in Houston on the occasion of its grand opening.,Resolutions--Congratulatory & Honorary (I0705); CHINESE COMMUNITY CENTER (N3725),Ellis,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SR92
SR 93,792,Recognizing Innocent Onyenaucheya on the occasion of his retirement.,"Resolutions--Congratulatory & Honorary (I0705); ONYENAUCHEYA, INNOCENT (N3724)",Ellis,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SR93
SR 129,792,Commending the National Christian Singles' Seminar for its efforts in behalf of Christian single people.,Resolutions--Congratulatory & Honorary (I0705); NATIONAL CHRISTIAN SINGLES' SEMINAR (N3825),Ellis,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SR129
SR 130,792,Recognizing Sybil Haydel Morial on the occasion of her retirement.,"Resolutions--Congratulatory & Honorary (I0705); MORIAL, SYBIL HAYDEL (N3826)",Ellis,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SR130
SB 37,792,"Relating to the salary paid to certain professional employees of public schools, health care compensation supplementation for public school employees, and to appropriations for public school textbooks.",Education--Primary & Secondary--Finance (I0250); Education--Primary & Secondary--Other School Personnel (I0246); Education--Primary & Secondary--Teachers (I0242); Education--Primary & Secondary--Textbooks (I0226); Salaries & Expenses (I0745),Eltife; Ellis,Barrientos; Gallegos,,,,,Education,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SB37
SB 5,792,Relating to furthering competition in the communications industry.,Utilities--Electric (I0831); Utilities--Telecommunications (I0828); BROADBAND NETWORKS (S0643); PUBLIC UTILITY COMMISSION (V0023); TELECOMMUNICATIONS COMPETITIVENESS LEGISLATIVE OVERSIGHT COM (V0616),Fraser,,"King, Phil; McClendon",,Regulated Industries,Out of committee,Business & Commerce,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SB5
SR 66,792,"Recognizing the First National Bank of Baird for 120 years of service to citizens of Baird, Abilene, and the Big Country.",Resolutions--Congratulatory & Honorary (I0705); FIRST NATIONAL BANK OF BAIRD (N3444),Fraser,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SR66
SR 110,792,Recognizing Mrs. Pearl Day of Houston on the occasion of her 109th birthday.,"Resolutions--Congratulatory & Honorary (I0705); DAY, PEARL (N3777)",Fraser,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SR110
SB 11,792,"Relating to the creation, purpose, implementation, and funding of the County Park Beautification and Improvement Program.",County Government--General (I0096); Parks & Wildlife--Parks (I0555),Harris,,,,,,Administration,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SB11
SB 23,792,Relating to authorizing the issuance of revenue bonds for The University of Texas at Arlington.,Education--Higher--Finance (I0232); Education--Higher--Institutions & Programs (I0223); BONDS (S6060); UNIVERSITY OF TEXAS AT ARLINGTON (U0015); UNIVERSITY OF TEXAS SYSTEM (U0045),Harris,,,,,,Finance,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SB23
SJR 3,792,Proposing a constitutional amendment relating to appropriations for the preservation and perpetuation of certain items of historical value; allowing the legislature and state agencies to accept on behalf of the state gifts of items of historical value and contributions to purchase such items.,Historic Preservation & Museums (I0392); Resolutions--Constitutional Amendments (I0661); COMPUTERS & SOFTWARE (S2425); VIDEOTAPE & FILM (S2361),Harris,,,,,,Administration,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SJR3
SR 64,792,"Recognizing William Bun ""Bunny"" Agan of Mount Pleasant on the occasion of his 70th birthday.","Resolutions--Congratulatory & Honorary (I0705); AGAN, WILLIAM BUN ""BUNNY"" (N3665)",Eltife,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SR64
SR 122,792,"Recognizing Arturo R. Gonzalez, Jr., on the occasion of his retirement.","Resolutions--Congratulatory & Honorary (I0705); GONZALEZ, ARTURO R., JR. (N3823)",Eltife,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SR122
SB 19,792,Relating to residential property exemptions from assessments and impact fees in the Greater East End Management District.,GREATER EAST END MANAGEMENT DISTRICT (D0193); Special Districts & Authorities--Miscellaneous (I0770),Gallegos,,,,,,Intergovernmental Relations,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SB19
SR 44,792,Recognizing Edward A. Corral on the occasion of his retirement.,"Resolutions--Congratulatory & Honorary (I0705); CORRAL, EDWARD A. (N3607)",Gallegos,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SR44
SR 73,792,"Recognizing Delta Chemical Services, Incorporated, for being named the Deer  Park Chamber of Commerce 2005 Industry of the Year.","Resolutions--Congratulatory & Honorary (I0705); DELTA CHEMICAL SERVICES, INCORPORATED (N3684)",Gallegos,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SR73
SR 5,792,Recognizing the groundbreaking ceremony for Trenton Crossroads Plaza in Edinburg.,Resolutions--Congratulatory & Honorary (I0705); TRENTON CROSSROADS PLAZA (N3463),Hinojosa,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SR5
SR 51,792,"Recognizing the Corpus Christi Complex of Lyondell Chemical Company's Equistar Chemicals, Limited Partnership, on the occasion of its 25th anniversary.",Resolutions--Congratulatory & Honorary (I0705); LYONDELL CHEMICAL COMPANY'S EQUISTAR CHEMICALS (N3667),Hinojosa,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SR51
SR 52,792,Congratulating Jessica Ruiz for being crowned Queen Citrianna the 68th.,"Resolutions--Congratulatory & Honorary (I0705); RUIZ, JESSICA (N3654)",Hinojosa,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SR52
SR 53,792,In memory of Baskell L. Gray of McAllen and Sharyland.,"Resolutions--Memorial (I0710); GRAY, BASKELL L. (N3661)",Hinojosa,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SR53
SR 54,792,"Congratulating Corpus Christi for being named the ""Birdiest"" City in America for 2005.","CORPUS CHRISTI, CITY OF (G0135); Resolutions--Congratulatory & Honorary (I0705)",Hinojosa,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SR54
SR 55,792,Congratulating Cayetano E. Barrera of McAllen for being selected as the Texas Family Physician of the Year by the Texas Academy of Family Physicians.,"Resolutions--Congratulatory & Honorary (I0705); BARRERA, CAYETANO E., III (N3653)",Hinojosa,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SR55
SR 128,792,In memory of Rosario Carrizo of Corpus Christi.,"Resolutions--Memorial (I0710); CARRIZO, ROSARIO (N3814)",Hinojosa,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SR128
SB 35,792,"Relating to the creation of municipal management districts by certain small municipalities; providing authority to impose an assessment or sales and use tax, and to issue bonds.",Special Districts & Authorities--Miscellaneous (I0770); MUNICIPAL MANAGEMENT DISTRICTS (S0653),"Jackson, Mike",,,,,,Intergovernmental Relations,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SB35
SB 7,792,Relating to limits on the use of the power of eminent domain.,Economic & Industrial Development--General (I0214); Political Subdivisions (I0588); Property Interests--Eminent Domain (I0615),Janek,Nelson,"Woolley; Corte, Frank; Pena; Edwards; Kolkhorst",,Land & Resource Management,Out of committee,State Affairs,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SB7
SB 13,792,Relating to authorizing the governing body of a taxing unit to establish for purposes of ad valorem taxation by the taxing unit a lower limit on increases in the appraised value of residence homesteads in the taxing unit.,Property Interests--Homestead (I0616); Taxation--Property-Appraisals & Appraisal Districts (I0792); Taxation--Property-Tax Rate (I0794),Janek,,,,,,Finance,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SB13
SJR 4,792,Proposing a constitutional amendment authorizing the governing body of a political subdivision to establish for purposes of ad valorem taxation by the political subdivision a lower limit on the maximum average annual percentage increase in the appraised value of residence homesteads in the political subdivision.,Property Interests--Homestead (I0616); Resolutions--Constitutional Amendments (I0661); Taxation--Property-Appraisals & Appraisal Districts (I0792); Taxation--Property-Tax Rate (I0794),Janek,Williams,,,,,Finance,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SJR4
SJR 5,792,Proposing a constitutional amendment to prohibit the state or a political subdivision from taking private property for the primary purpose of economic development or to benefit a particular class of identifiable individuals.,City Government--General (I0060); County Government--General (I0096); Economic & Industrial Development--General (I0214); Property Interests--Eminent Domain (I0615); Property Interests--Real Property (I0595); Resolutions--Constitutional Amendments (I0661),Janek,,,,,,State Affairs,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SJR5
SR 45,792,In memory of Michelle Miller Rozzell of Houston.,"Resolutions--Memorial (I0710); ROZZELL, MICHELLE MILLER (N3610)",Janek; Lindsay,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SR45
SR 114,792,"Recognizing Jonathan Curran and Kathleen Chase of Boston, Massachusetts, on the occasion of their marriage.","Resolutions--Congratulatory & Honorary (I0705); CHASE, KATHLEEN (N3773); CURRAN, JONATHAN (N3774)",Janek,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SR114
SR 119,792,Recognizing Thomas Ehlers and Allison Becker on the occasion of their marriage.,"Resolutions--Congratulatory & Honorary (I0705); BECKER, ALLISON (N3768); EHLERS, THOMAS (N3769)",Janek,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SR119
SR 131,792,"Congratulating Heather Lee and Gabriel Garland Haney of Tulsa, Oklahoma, on the birth of their daughter, Sahara Snow Haney.","Resolutions--Congratulatory & Honorary (I0705); HANEY, HEATHER LEE & GABRIEL GARLAND (N3828); HANEY, SAHARA SNOW (N3827)",Janek,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SR131
SR 74,792,Commending Matthew Benjamin Labbe for achieving the rank of Eagle Scout.,"Resolutions--Congratulatory & Honorary (I0705); LABBE, MATTHEW BENJAMIN (N3683)",Lindsay,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SR74
SR 75,792,Commending Mitchell W. Davison for achieving the rank of Eagle Scout.,"Resolutions--Congratulatory & Honorary (I0705); DAVISON, MITCHELL W. (N3682)",Lindsay,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SR75
SR 76,792,Commending Steven Cole Powell of Houston for achieving the rank of Eagle Scout.,"Resolutions--Congratulatory & Honorary (I0705); POWELL, STEVEN COLE (N3681)",Lindsay,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SR76
SR 77,792,Commending Patrick Joseph Cunningham of Houston for achieving the rank of Eagle Scout.,"Resolutions--Congratulatory & Honorary (I0705); CUNNINGHAM, PATRICK JOSEPH (N3680)",Lindsay,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SR77
SR 97,792,Commending Nathan Monroe Weldon for achieving the rank of Eagle Scout.,"Resolutions--Congratulatory & Honorary (I0705); WELDON, NATHAN MONROE (N3722)",Lindsay,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SR97
SR 98,792,"Congratulating Julie Marie Anderson and Leon James Srubar, Jr., on the occasion of their marriage.","Resolutions--Congratulatory & Honorary (I0705); ANDERSON, JULIE MARIE (N3721); SRUBAR, LEON JAMES, JR. (N3720)",Lindsay,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SR98
SR 99,792,"Commending Thomas Allen ""Tad"" Duncan of Houston for achieving the rank of Eagle Scout.","Resolutions--Congratulatory & Honorary (I0705); DUNCAN, THOMAS ALLEN ""TAD"" (N3719)",Lindsay,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SR99
SR 100,792,Commending Stephen Rohrer for achieving the rank of Eagle Scout.,"Resolutions--Congratulatory & Honorary (I0705); ROHRER, STEPHEN (N3718)",Lindsay,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SR100
SR 101,792,Commending Andrew Rohrer for achieving the rank of Eagle Scout.,"Resolutions--Congratulatory & Honorary (I0705); ROHRER, ANDREW (N3717)",Lindsay,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=792&Bill=SR101
