bill_number,session,chamber,action_date,action,comment,journal_page,order
SR 23,811,Senate,2009-07-02,Reported enrolled,,20,3
SR 23,811,Senate,2009-07-02,Read & adopted,,18,2
SR 23,811,Senate,2009-07-02,Received by the Secretary of the Senate,,,1
SB 1,811,Senate,2009-07-01,Left pending in committee,,,10
SB 1,811,Senate,2009-07-01,Testimony taken in committee,,,9
SB 1,811,Senate,2009-07-01,Considered in public hearing,,,8
SB 1,811,Senate,2009-07-01,Scheduled for public hearing on  . . .,,,7
SB 1,811,Senate,2009-07-01,Posting rule suspended,,8,6
SB 1,811,Senate,2009-07-01,Referred to Finance,,7,5
SB 1,811,Senate,2009-07-01,Read first time,,7,4
SB 1,811,Senate,2009-07-01,Co-author authorized,,1,3
SB 1,811,Senate,2009-06-26,Filed,,,2
SB 1,811,Senate,2009-06-26,Received by the Secretary of the Senate,,,1
SR 15,811,Senate,2009-07-01,Reported enrolled,,19,3
SR 15,811,Senate,2009-07-01,Read & adopted,,10,2
SR 15,811,Senate,2009-07-01,Received by the Secretary of the Senate,,,1
SR 27,811,Senate,2009-07-02,Reported enrolled,,20,3
SR 27,811,Senate,2009-07-02,Read & adopted,,19,2
SR 27,811,Senate,2009-07-02,Received by the Secretary of the Senate,,,1
SR 31,811,Senate,2009-07-02,Reported enrolled,,20,3
SR 31,811,Senate,2009-07-02,Read & adopted,,18,2
SR 31,811,Senate,2009-07-02,Received by the Secretary of the Senate,,,1
SB 10,811,Senate,2009-06-29,Filed,,,2
SB 10,811,Senate,2009-06-29,Received by the Secretary of the Senate,,,1
SR 28,811,Senate,2009-07-02,Reported enrolled,,20,3
SR 28,811,Senate,2009-07-02,Read & adopted,,19,2
SR 28,811,Senate,2009-07-02,Received by the Secretary of the Senate,,,1
SJR 1,811,Senate,2009-06-30,Filed,,,2
SJR 1,811,Senate,2009-06-30,Received by the Secretary of the Senate,,,1
SR 21,811,Senate,2009-07-02,Reported enrolled,,20,3
SR 21,811,Senate,2009-07-02,Read & adopted,,18,2
SR 21,811,Senate,2009-07-02,Received by the Secretary of the Senate,,,1
SB 2,811,Executive,2009-07-10,Effective immediately,,,46
SB 2,811,Executive,2009-07-10,Signed by the Governor,,20,45
SB 2,811,Executive,2009-07-02,Sent to the Governor,,20,44
SB 2,811,House,2009-07-02,Signed in the House,,29,43
SB 2,811,Senate,2009-07-02,Signed in the Senate,,17,42
SB 2,811,Senate,2009-07-02,Reported enrolled,,20,41
SB 2,811,Senate,2009-07-02,House passage reported,,17,40
SB 2,811,House,2009-07-02,Statement(s) of vote recorded in Journal,,19,39
SB 2,811,House,2009-07-02,Record vote,RV#9,19,38
SB 2,811,House,2009-07-02,Passed,,19,37
SB 2,811,House,2009-07-02,Read 3rd time,,19,36
SB 2,811,House,2009-07-02,Record vote,RV#8,18,35
SB 2,811,House,2009-07-02,Constitutional three day rule suspended,,18,34
SB 2,811,House,2009-07-02,Passed to 3rd reading,,18,33
SB 2,811,House,2009-07-02,Read 2nd time,,18,32
SB 2,811,House,2009-07-02,Laid out in lieu of companion,HB 2,18,31
SB 2,811,House,2009-07-02,Committee report sent to Calendars,,,30
SB 2,811,House,2009-07-02,Committee report printed and distributed,,,29
SB 2,811,House,2009-07-02,Comte report filed with Committee Coordinator,,30,28
SB 2,811,House,2009-07-02,Reported favorably w/o amendment(s),,,27
SB 2,811,House,2009-07-02,Considered in formal meeting,,,26
SB 2,811,House,2009-07-02,Referred to State Affairs,,12,25
SB 2,811,House,2009-07-02,Read first time,,12,24
SB 2,811,House,2009-07-02,Received from the Senate,,12,23
SB 2,811,Senate,2009-07-01,Reported engrossed,,19,22
SB 2,811,Senate,2009-07-01,Record vote,,9,21
SB 2,811,Senate,2009-07-01,Passed,,9,20
SB 2,811,Senate,2009-07-01,Read 3rd time,,9,19
SB 2,811,Senate,2009-07-01,Record vote,,9,18
SB 2,811,Senate,2009-07-01,Three day rule suspended,,9,17
SB 2,811,Senate,2009-07-01,Vote recorded in Journal,,9,16
SB 2,811,Senate,2009-07-01,Read 2nd time & passed to engrossment,,9,15
SB 2,811,Senate,2009-07-01,Record vote,,8,14
SB 2,811,Senate,2009-07-01,Three day rule suspended,,8,13
SB 2,811,Senate,2009-07-01,Rules suspended-Regular order of business,,8,12
SB 2,811,Senate,2009-07-01,Printing rule suspended,,8,11
