bill_number,session,summary,keywords,authors,coauthors,sponsors,cosponsors,house_committee,hc_status,senate_committee,sc_status,bill_url
SR 78,781,Congratulating Wayne and Audrey Lassig on their 38th wedding anniversary.,"Resolutions--Congratulatory & Honorary (I0705); LASSIG, AUDREY & WAYNE (N2819)",Averitt,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=781&Bill=SR78
SR 102,781,Congratulating Ora Necessary Bartlett of Coryell County on her 100th birthday.,"Resolutions--Congratulatory & Honorary (I0705); BARTLETT, ORA NECESSARY (N2914)",Averitt,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=781&Bill=SR102
SR 103,781,In memory of Larry Layne Anderson of Copperas Cove.,"Resolutions--Memorial (I0710); ANDERSON, LARRY LAYNE (N2877)",Averitt,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=781&Bill=SR103
SB 42,781,Relating to the powers and duties of the Edwards Aquifer Authority.,EDWARDS AQUIFER AUTHORITY (D0110); Special Districts & Authorities--Water & Utility (I0755); Water--General (I0885),Armbrister,,,,,,Natural Resources,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=781&Bill=SB42
SB 55,781,Relating to compliance histories for and incentives to reward compliance performance by entities regulated by the Texas Commission on Environmental Quality.,"Environment--Water (I0320); ENVIRONMENTAL QUALITY, TEXAS COMMISSION ON (V0334)",Armbrister,,,,Environmental Regulation,Out of committee,Natural Resources,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=781&Bill=SB55
SB 56,781,Relating to the establishment of defined existing and historic use periods for certain groundwater conservation districts.,Special Districts & Authorities--Soil & Water Conservation (I0760); Water--General (I0885),Armbrister,,,,,,Natural Resources,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=781&Bill=SB56
SCR 4,781,Congratulating Charles L. Dunlap of Austin on his retirement.,"Resolutions--Congratulatory & Honorary (I0705); DUNLAP, CHARLES L. (N2904)",Armbrister,,Dutton,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=781&Bill=SCR4
SR 51,781,Declaring the Crossroads Championship BBQ Cook-off in Goliad a Texas State BBQ Championship Competition.,Resolutions--Official Designations--Miscellaneous (I0719); CROSSROADS CHAMPIONSHIP BBQ COOK-OFF (N2834),Armbrister,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=781&Bill=SR51
SR 116,781,Congratulating Nancy and Horace Oden of Elgin on their 50th wedding anniversary.,"Resolutions--Congratulatory & Honorary (I0705); ODEN, NANCY & HORACE (N2940)",Armbrister,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=781&Bill=SR116
SR 37,781,In memory of Olivia Aleman of Austin.,"Resolutions--Memorial (I0710); ALEMAN, OLIVIA (N2696)",Barrientos,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=781&Bill=SR37
