bill_number,session,summary,keywords,authors,coauthors,sponsors,cosponsors,house_committee,hc_status,senate_committee,sc_status,bill_url
SB 52,714,Relating to the authority of navigation districts.,Special Districts & Authorities--Navigation & Ports (I0765),Armbrister,,,,,,Natural Resources,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=714&Bill=SB52
SB 46,714,Relating to the imposition of court costs in certain criminal cases for the funding of the crime stoppers assistance account; making an appropriation.,Appropriations (I0040); Crime Prevention (I0083); Fees & Other Nontax Revenue--Local (I0361); CRIME STOPPERS (S8302),Barrientos,,,,,,Criminal Justice,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=714&Bill=SB46
SB 47,714,"Relating to the creation, administration, powers, duties, operation, and financing of the Williamson-Travis Counties Water Control and Improvement District No. 1.",WILLIAMSON-TRAVIS COUNTIES WATER CONTROL IMPROVEMENT DIST. # (D9382); Special Districts & Authorities--Water & Utility (I0755),Barrientos,,,,,,Natural Resources,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=714&Bill=SB47
SB 48,714,"Relating to the creation, administration, powers, duties, operation, and financing of the Glen Rose Water Control and Improvement District No. 1.",GLEN ROSE WATER CONTROL & IMPROVEMENT DIST. #1 (D9826); Special Districts & Authorities--Water & Utility (I0755),Barrientos,,,,Natural Resources,In committee,Administration,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=714&Bill=SB48
SB 49,714,Relating to exempting from ad valorem taxes property owned or leased by certain cooperative research and development organizations.,Charitable & Nonprofit Organizations (I0055); Taxation--Property (I0795),Barrientos,,,,,,Finance,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=714&Bill=SB49
SB 80,714,Relating to a student health services building fee at the University of Texas at Austin.,Education--Higher--Health Institutions (I0237); Education--Higher--Student Fees (I0234); UNIVERSITY OF TEXAS AT AUSTIN (U0397),Barrientos,,,,,,Education,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=714&Bill=SB80
SCR 7,714,Declaring April 12 as Texas Space Day.,TEXAS SPACE DAY (H9042); Resolutions--Miscellaneous (I0720),Barrientos,,Delco,,Science & Technology,In committee,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=714&Bill=SCR7
SCR 11,714,Congratulating the Hays County Historical Commission.,Resolutions--Congratulatory & Honorary (I0705); HAYS COUNTY HISTORICAL COMMISSION (N9868),Barrientos,,Linebarger,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=714&Bill=SCR11
SCR 12,714,Congratulating the Gary Job Corps Center.,Resolutions--Congratulatory & Honorary (I0705); GARY JOB CORP CENTER (N9869),Barrientos,,Linebarger,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=714&Bill=SCR12
SR 4,714,In memory of Jesse O. Ledesma of Austin.,"Resolutions--Memorial (I0710); LEDESMA, JESSE O. (N3360)",Barrientos,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=714&Bill=SR4
