bill_number,session,summary,keywords,authors,coauthors,sponsors,cosponsors,house_committee,hc_status,senate_committee,sc_status,bill_url
SR 30,881,Recognizing the James Madison High School Cowboy Smokers barbecue team for winning a national title.,JAMES MADISON HIGH SCHOOL (EA71L); Resolutions--Congratulatory & Honorary (I0705),Campbell,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=881&Bill=SR30
SR 35,881,"Adopting Rules of Impeachment of Warren Kenneth Paxton Jr., Attorney General of the State of Texas.","Resolutions--Rules (I0660); PAXTON, WARREN KENNETH, JR. (NX5R3)",Birdwell; Alvarado; Bettencourt; Campbell; Creighton; Flores; Hancock; Hinojosa; Huffman; Hughes; King; Kolkhorst; LaMantia; Miles; Parker; Perry; Sparks; Springer; West; Whitmire; Zaffirini,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=881&Bill=SR35
SR 2,881,Recognizing the Dallas Fort Worth International Airport for receiving a 2022 ASQ award.,Resolutions--Congratulatory & Honorary (I0705); DALLAS/FORT WORTH INTERNATIONAL AIRPORT (NK581),Johnson; Birdwell; Hancock; Hughes; West,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=881&Bill=SR2
SB 16,881,Relating to the exercise of eminent domain authority by the Texas Facilities Commission to build a wall along this state's international border.,"Property Interests--Eminent Domain (I0615); BORDER (S0045); FACILITIES COMMISSION, TEXAS (V0780)",Creighton,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=881&Bill=SB16
SCR 1,881,Declaring an invasion of the State of Texas by transnational cartel terrorists; urging the Governor to accelerate construction of a wall along the southern border; urging the U.S. Congress to deploy military forces.,Crimes--Drugs (I0185); Military & Veterans (I0535); Resolutions--Legislative Policy (I0685); Resolutions--Memorializing Congress (I0675); BORDER (S0045),Creighton,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=881&Bill=SCR1
SB 1,881,"Relating to a reduction in the maximum compressed tax rate of a school district and additional state aid for certain school districts impacted by compression, an increase in the amount of certain exemptions from ad valorem taxation by a school district applicable to residence homesteads, an adjustment in the amount of the limitation on school district ad valorem taxes imposed on the residence homesteads of the elderly or disabled to reflect increases in the exemption amounts, and the protection of school districts against the resulting loss in local revenue.","Disaster Preparedness & Relief (I0211); Education--Primary & Secondary--Finance (I0250); Property Interests--Homestead (I0616); Taxation--Property-Appraisals & Appraisal Districts (I0792); Taxation--Property-Assessment & Collection (I0798); Taxation--Property-Exemptions (I0793); Taxation--Property-Tax Rate (I0794); Taxation--School District (I0785); PROPERTY TAX RELIEF ACT (PX4HI); COMPTROLLER OF PUBLIC ACCOUNTS (V2608); EDUCATION, COMMISSIONER OF (V9954)",Bettencourt,Alvarado; Birdwell; Blanco; Creighton; Eckhardt; Flores; Gutierrez; Hall; Hancock; Hinojosa; Huffman; Hughes; King; LaMantia; Menéndez; Middleton; Miles; Nichols; Parker; Paxton; Perry; Schwertner; Sparks; Springer; West; Whitmire; Zaffirini,,,,,Finance,Out of committee,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=881&Bill=SB1
SB 26,881,"Relating to providing property tax relief through the public school finance system, exemptions, and limitations on taxes and providing franchise tax relief.","Aging (I0015); Disabilities, Persons with (I0380); Education--Primary & Secondary--Finance (I0250); Property Interests--Homestead (I0616); Property Interests--Personal Property (I0600); Taxation--Franchise (I0807); Taxation--Property-Appraisals & Appraisal Districts (I0792); Taxation--Property-Assessment & Collection (I0798); Taxation--Property-Exemptions (I0793); Taxation--Property-Tax Rate (I0794); Taxation--School District (I0785); PROPERTY TAX & FRANCHISE TAX RELIEF ACT (PG3J8); COMPTROLLER OF PUBLIC ACCOUNTS (V2608); EDUCATION, COMMISSIONER OF (V9954)",Bettencourt,Alvarado; Birdwell; Blanco; Campbell; Creighton; Flores; Hall; Hancock; Hinojosa; Huffman; Hughes; King; Kolkhorst; LaMantia; Menéndez; Middleton; Miles; Parker; Paxton; Perry; Schwertner; Sparks; Springer; West; Whitmire; Zaffirini,,,,,Finance,Out of committee,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=881&Bill=SB26
SJR 1,881,"Proposing a constitutional amendment to increase the amount of the exemption from ad valorem taxation by a school district applicable to residence homesteads, to adjust the amount of the limitation on school district ad valorem taxes imposed on the residence homesteads of the elderly or disabled to reflect increases in certain exemption amounts, and to except certain appropriations to pay for school district ad valorem tax relief from the constitutional limitation on the rate of growth of appropriations.","Aging (I0015); Disabilities, Persons with (I0380); Legislature (I0520); Property Interests--Homestead (I0616); Property Interests--Personal Property (I0600); Resolutions--Constitutional Amendments (I0661); State Finances--Appropriations (I0746); Taxation--Property-Appraisals & Appraisal Districts (I0792); Taxation--Property-Assessment & Collection (I0798); Taxation--Property-Exemptions (I0793); Taxation--School District (I0785)",Bettencourt,Alvarado; Birdwell; Blanco; Creighton; Eckhardt; Flores; Gutierrez; Hall; Hancock; Hinojosa; Huffman; Hughes; King; LaMantia; Menéndez; Middleton; Miles; Nichols; Parker; Paxton; Perry; Schwertner; Sparks; Springer; West; Whitmire; Zaffirini,,,,,Finance,Out of committee,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=881&Bill=SJR1
SJR 2,881,"Proposing a constitutional amendment to increase the amount of the exemption from ad valorem taxation by a school district applicable to residence homesteads, to adjust the amount of the limitation on school district ad valorem taxes imposed on the residence homesteads of the elderly or disabled to reflect increases in certain exemption amounts, and to except certain appropriations to pay for school district ad valorem tax relief from the constitutional limitation on the rate of growth of appropriations.","Aging (I0015); Disabilities, Persons with (I0380); Legislature (I0520); Property Interests--Homestead (I0616); Property Interests--Personal Property (I0600); Resolutions--Constitutional Amendments (I0661); State Finances--Appropriations (I0746); Taxation--Property-Appraisals & Appraisal Districts (I0792); Taxation--Property-Assessment & Collection (I0798); Taxation--Property-Exemptions (I0793); Taxation--School District (I0785)",Bettencourt,Alvarado; Blanco; Hinojosa; Hughes; King; LaMantia; Middleton; Paxton; Whitmire; Zaffirini,,,,,Finance,Out of committee,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=881&Bill=SJR2
SR 16,881,Recognizing the grand opening of the George H. W. Bush Community Center.,Resolutions--Congratulatory & Honorary (I0705); GEORGE H. W. BUSH COMMUNITY CENTER (N06C2),Bettencourt,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=881&Bill=SR16
