bill_number,session,chamber,action_date,action,comment,journal_page,order
SB 20,792,Senate,2005-07-25,Referred to Education,,10,4
SB 20,792,Senate,2005-07-25,Read first time,,10,3
SB 20,792,Senate,2005-07-21,Filed,,,2
SB 20,792,Senate,2005-07-21,Received by the Secretary of the Senate,,,1
SR 7,792,Senate,2005-07-26,Reported enrolled,,,3
SR 7,792,Senate,2005-07-26,Read & adopted,,14,2
SR 7,792,Senate,2005-07-26,Received by the Secretary of the Senate,,,1
SR 8,792,Senate,2005-07-26,Reported enrolled,,,3
SR 8,792,Senate,2005-07-26,Read & adopted,,14,2
SR 8,792,Senate,2005-07-26,Received by the Secretary of the Senate,,,1
SR 102,792,Senate,2005-08-15,Reported enrolled,,,3
SR 102,792,Senate,2005-08-15,Read & adopted,,105,2
SR 102,792,Senate,2005-08-15,Received by the Secretary of the Senate,,,1
SR 103,792,Senate,2005-08-15,Reported enrolled,,,3
SR 103,792,Senate,2005-08-15,Read & adopted,,105,2
SR 103,792,Senate,2005-08-15,Received by the Secretary of the Senate,,,1
SB 34,792,Senate,2005-07-29,Referred to State Affairs,,18,4
SB 34,792,Senate,2005-07-29,Read first time,,18,3
SB 34,792,Senate,2005-07-27,Filed,,,2
SB 34,792,Senate,2005-07-27,Received by the Secretary of the Senate,,,1
SB 41,792,Senate,2005-08-10,Referred to State Affairs,,89,4
SB 41,792,Senate,2005-08-10,Read first time,,89,3
SB 41,792,Senate,2005-08-10,Filed,,,2
SB 41,792,Senate,2005-08-10,Received by the Secretary of the Senate,,,1
SB 32,792,Senate,2005-08-04,Co-author authorized,,25,5
SB 32,792,Senate,2005-07-29,Referred to Transportation & Homeland Sec.,,17,4
SB 32,792,Senate,2005-07-29,Read first time,,17,3
SB 32,792,Senate,2005-07-25,Filed,,,2
SB 32,792,Senate,2005-07-25,Received by the Secretary of the Senate,,,1
SJR 8,792,Senate,2005-08-05,Committee report printed and distributed,,,9
SJR 8,792,Senate,2005-08-05,Reported favorably w/o amendments,,28,8
SJR 8,792,Senate,2005-08-04,Testimony taken in committee,,,7
SJR 8,792,Senate,2005-08-04,Considered in public hearing,,,6
SJR 8,792,Senate,2005-08-04,Scheduled for public hearing on  . . . . .,,,5
SJR 8,792,Senate,2005-07-29,Referred to Finance,,18,4
SJR 8,792,Senate,2005-07-29,Read first time,,18,3
SJR 8,792,Senate,2005-07-26,Filed,,,2
SJR 8,792,Senate,2005-07-26,Received by the Secretary of the Senate,,,1
SR 4,792,Senate,2005-07-25,Reported enrolled,,,3
SR 4,792,Senate,2005-07-25,Read & adopted,,12,2
SR 4,792,Senate,2005-07-25,Received by the Secretary of the Senate,,,1
SR 23,792,Senate,2005-07-28,Reported enrolled,,,3
SR 23,792,Senate,2005-07-28,Read & adopted,,19,2
SR 23,792,Senate,2005-07-28,Received by the Secretary of the Senate,,,1
SR 47,792,Senate,2005-08-04,Reported enrolled,,,3
SR 47,792,Senate,2005-08-04,Read & adopted,,27,2
SR 47,792,Senate,2005-08-04,Received by the Secretary of the Senate,,,1
SR 70,792,Senate,2005-08-08,Reported enrolled,,,3
SR 70,792,Senate,2005-08-08,Read & adopted,,29,2
SR 70,792,Senate,2005-08-08,Received by the Secretary of the Senate,,,1
SR 71,792,Senate,2005-08-08,Reported enrolled,,,3
SR 71,792,Senate,2005-08-08,Read & adopted,,30,2
SR 71,792,Senate,2005-08-08,Received by the Secretary of the Senate,,,1
SR 79,792,Senate,2005-08-09,Reported enrolled,,,3
SR 79,792,Senate,2005-08-09,Read & adopted,,75,2
SR 79,792,Senate,2005-08-09,Received by the Secretary of the Senate,,,1
SR 82,792,Senate,2005-08-09,Reported enrolled,,,3
SR 82,792,Senate,2005-08-09,Read & adopted,,75,2
SR 82,792,Senate,2005-08-09,Received by the Secretary of the Senate,,,1
SR 83,792,Senate,2005-08-09,Reported enrolled,,,3
SR 83,792,Senate,2005-08-09,Read & adopted,,76,2
SR 83,792,Senate,2005-08-09,Received by the Secretary of the Senate,,,1
SR 90,792,Senate,2005-08-15,Reported enrolled,,,3
SR 90,792,Senate,2005-08-15,Read & adopted,,105,2
SR 90,792,Senate,2005-08-15,Received by the Secretary of the Senate,,,1
SR 107,792,Senate,2005-08-15,Reported enrolled,,,3
SR 107,792,Senate,2005-08-15,Read & adopted,,105,2
SR 107,792,Senate,2005-08-15,Received by the Secretary of the Senate,,,1
SR 115,792,Senate,2005-08-16,Reported enrolled,,,3
SR 115,792,Senate,2005-08-16,Read & adopted,,122,2
SR 115,792,Senate,2005-08-16,Received by the Secretary of the Senate,,,1
SR 116,792,Senate,2005-08-16,Reported enrolled,,,3
SR 116,792,Senate,2005-08-16,Read & adopted,,122,2
SR 116,792,Senate,2005-08-16,Received by the Secretary of the Senate,,,1
SR 96,792,Senate,2005-08-15,Reported enrolled,,,3
SR 96,792,Senate,2005-08-15,Read & adopted,,105,2
SR 96,792,Senate,2005-08-15,Received by the Secretary of the Senate,,,1
SR 104,792,Senate,2005-08-15,Reported enrolled,,,3
SR 104,792,Senate,2005-08-15,Read & adopted,,105,2
SR 104,792,Senate,2005-08-15,Received by the Secretary of the Senate,,,1
SR 118,792,Senate,2005-08-16,Reported enrolled,,,3
SR 118,792,Senate,2005-08-16,Read & adopted,,122,2
SR 118,792,Senate,2005-08-16,Received by the Secretary of the Senate,,,1
SB 6,792,Senate,2005-07-22,Committee report printed and distributed,,,9
SB 6,792,Senate,2005-07-21,Reported favorably w/o amendments,,8,8
SB 6,792,Senate,2005-07-21,Considered in public hearing,,,7
SB 6,792,Senate,2005-07-21,Scheduled for public hearing on  . . . . .,,,6
SB 6,792,Senate,2005-07-21,Posting rule suspended,,8,5
SB 6,792,Senate,2005-07-21,Referred to State Affairs,,6,4
SB 6,792,Senate,2005-07-21,Read first time,,6,3
SB 6,792,Senate,2005-07-21,Filed,,,2
SB 6,792,Senate,2005-07-21,Received by the Secretary of the Senate,,,1
