bill_number,session,chamber,action_date,action,comment,journal_page,order
SB 25,871,Senate,2021-07-07,Filed,,,2
SB 25,871,Senate,2021-07-07,Received by the Secretary of the Senate,,,1
SB 59,871,Senate,2021-07-09,Filed,,,2
SB 59,871,Senate,2021-07-09,Received by the Secretary of the Senate,,,1
SB 60,871,Senate,2021-07-09,Filed,,,2
SB 60,871,Senate,2021-07-09,Received by the Secretary of the Senate,,,1
SR 9,871,Senate,2021-07-22,Reported enrolled,,73,3
SR 9,871,Senate,2021-07-22,Read & adopted,,72,2
SR 9,871,Senate,2021-07-22,Received by the Secretary of the Senate,,,1
SCR 3,871,Senate,2021-07-16,Filed,,,2
SCR 3,871,Senate,2021-07-16,Received by the Secretary of the Senate,,,1
SR 5,871,Senate,2021-07-19,Reported enrolled,,57,3
SR 5,871,Senate,2021-07-19,Read & adopted,,57,2
SR 5,871,Senate,2021-07-19,Received by the Secretary of the Senate,,,1
SR 16,871,Senate,2021-07-26,Reported enrolled,,82,3
SR 16,871,Senate,2021-07-26,Read & adopted,,81,2
SR 16,871,Senate,2021-07-26,Received by the Secretary of the Senate,,,1
SR 40,871,Senate,2021-08-02,Reported enrolled,,85,3
SR 40,871,Senate,2021-08-02,Read & adopted,,85,2
SR 40,871,Senate,2021-08-02,Received by the Secretary of the Senate,,,1
SR 41,871,Senate,2021-08-04,Reported enrolled,,88,3
SR 41,871,Senate,2021-08-04,Read & adopted,,87,2
SR 41,871,Senate,2021-08-04,Received by the Secretary of the Senate,,,1
SB 21,871,Senate,2021-07-07,Filed,,,2
SB 21,871,Senate,2021-07-07,Received by the Secretary of the Senate,,,1
SB 22,871,Senate,2021-07-07,Filed,,,2
SB 22,871,Senate,2021-07-07,Received by the Secretary of the Senate,,,1
SR 43,871,Senate,2021-08-04,Reported enrolled,,88,3
SR 43,871,Senate,2021-08-04,Read & adopted,,87,2
SR 43,871,Senate,2021-08-04,Received by the Secretary of the Senate,,,1
SB 2,871,Senate,2021-07-16,Co-author authorized,,55,24
SB 2,871,Senate,2021-07-14,Reported engrossed,,46,23
SB 2,871,Senate,2021-07-14,Record vote,,43,22
SB 2,871,Senate,2021-07-14,Passed,,43,21
SB 2,871,Senate,2021-07-14,Read 3rd time,,43,20
SB 2,871,Senate,2021-07-14,Record vote,,43,19
SB 2,871,Senate,2021-07-14,Three day rule suspended,,43,18
SB 2,871,Senate,2021-07-14,Record vote,,43,17
SB 2,871,Senate,2021-07-14,Read 2nd time & passed to engrossment,,43,16
SB 2,871,Senate,2021-07-14,Record vote,,42,15
SB 2,871,Senate,2021-07-14,Rules suspended-Regular order of business,,42,14
SB 2,871,Senate,2021-07-14,Ordered not printed,,42,13
SB 2,871,Senate,2021-07-14,Printing rule suspended,,42,12
SB 2,871,Senate,2021-07-14,Co-author authorized,,45,11
SB 2,871,Senate,2021-07-13,Committee report printed and distributed,,,10
SB 2,871,Senate,2021-07-13,Reported favorably as substituted,,33,9
SB 2,871,Senate,2021-07-12,Testimony taken in committee,,,8
SB 2,871,Senate,2021-07-12,Considered in public hearing,,,7
SB 2,871,Senate,2021-07-12,Scheduled for public hearing on  . . .,,,6
SB 2,871,Senate,2021-07-08,Referred to Health & Human Services,,4,5
SB 2,871,Senate,2021-07-08,Read first time,,4,4
SB 2,871,Senate,2021-07-08,Co-author authorized,,5,3
SB 2,871,Senate,2021-07-08,Filed,,,2
SB 2,871,Senate,2021-07-08,Received by the Secretary of the Senate,,,1
SB 31,871,Senate,2021-07-13,Co-author authorized,,32,9
SB 31,871,Senate,2021-07-10,Left pending in committee,,,8
