bill_number,session,chamber,action_date,action,comment,journal_page,order
SR 14,873,Senate,2021-09-22,Reported enrolled,,42,5
SR 14,873,Senate,2021-09-22,Remarks ordered printed,,29,4
SR 14,873,Senate,2021-09-22,Adopted,,29,3
SR 14,873,Senate,2021-09-22,Read,,28,2
SR 14,873,Senate,2021-09-22,Received by the Secretary of the Senate,,,1
SCR 3,873,Executive,2021-10-25,Signed by the Governor,,359,36
SCR 3,873,Executive,2021-10-18,Sent to the Governor,,359,35
SCR 3,873,House,2021-10-18,Signed in the House,,358,34
SCR 3,873,Senate,2021-10-18,Signed in the Senate,,287,33
SCR 3,873,Senate,2021-10-18,Reported enrolled,,358,32
SCR 3,873,Senate,2021-10-17,House passage reported,,176,31
SCR 3,873,House,2021-10-17,Statement(s) of vote recorded in Journal,,281,30
SCR 3,873,House,2021-10-17,Record vote,RV#133,281,29
SCR 3,873,House,2021-10-17,Adopted,,281,28
SCR 3,873,House,2021-10-17,Laid before the House,,280,27
SCR 3,873,House,2021-10-16,Placed on Resolutions Calendar,,,26
SCR 3,873,House,2021-10-15,Considered in Calendars,,,25
SCR 3,873,House,2021-10-14,Committee report sent to Calendars,,,24
SCR 3,873,House,2021-10-13,Committee report distributed,,,23
SCR 3,873,House,2021-10-13,Comte report filed with Committee Coordinator,,168,22
SCR 3,873,House,2021-10-13,Reported favorably w/o amendment(s),,,21
SCR 3,873,House,2021-10-13,Considered in formal meeting,,,20
SCR 3,873,House,2021-10-13,Scheduled for formal meeting on . . .,,,19
SCR 3,873,House,2021-10-12,Meeting cancelled,,,18
SCR 3,873,House,2021-10-12,Scheduled for formal meeting on . . .,,,17
SCR 3,873,House,2021-10-08,Referred to Transportation,,36,16
SCR 3,873,House,2021-10-06,Received from the Senate,,30,15
SCR 3,873,Senate,2021-10-05,Vote recorded in Journal,,,14
SCR 3,873,Senate,2021-10-05,Adopted,,102,13
SCR 3,873,Senate,2021-10-05,Read 2nd time,,102,12
SCR 3,873,Senate,2021-10-05,Laid before the Senate,,102,11
SCR 3,873,Senate,2021-10-05,Co-author authorized,,97,10
SCR 3,873,Senate,2021-10-04,Committee report printed and distributed,,,9
SCR 3,873,Senate,2021-10-04,Reported favorably w/o amendments,,59,8
SCR 3,873,Senate,2021-10-04,Considered in public hearing,,,7
SCR 3,873,Senate,2021-10-04,Scheduled for public hearing on  . . .,,,6
SCR 3,873,Senate,2021-10-04,Co-author authorized,,58,5
SCR 3,873,Senate,2021-09-30,Referred to Transportation,,47,4
SCR 3,873,Senate,2021-09-30,Read first time,,47,3
SCR 3,873,Senate,2021-09-22,Filed,,,2
SCR 3,873,Senate,2021-09-22,Received by the Secretary of the Senate,,,1
SB 52,873,Executive,2021-10-25,Effective on . . . . . . . . . . . . . . .,"January 18, 2022",,103
SB 52,873,Executive,2021-10-25,Signed by the Governor,,359,102
SB 52,873,Executive,2021-10-19,Sent to the Governor,,359,101
SB 52,873,House,2021-10-19,Signed in the House,,358,100
SB 52,873,Senate,2021-10-19,Signed in the Senate,,358,99
SB 52,873,Senate,2021-10-19,Reported enrolled,,358,98
SB 52,873,House,2021-10-19,Senate adopts conf. comm. report-reported,,361,97
SB 52,873,Senate,2021-10-19,Record vote,,321,96
SB 52,873,Senate,2021-10-19,Senate adopts conference committee report,,321,95
SB 52,873,Senate,2021-10-19,Rules suspended,,321,94
SB 52,873,Senate,2021-10-19,Senate adopts resolution to go outside bounds,SR 98,321,93
SB 52,873,Senate,2021-10-19,House adopts conf. comm. report-reported,,322,92
SB 52,873,House,2021-10-19,Statement(s) of vote recorded in Journal,,354,91
SB 52,873,House,2021-10-19,Record vote,RV#150,353,90
SB 52,873,House,2021-10-19,House adopts conference committee report,,353,89
SB 52,873,House,2021-10-19,House adopts resolution to go outside bounds,HR 300,352,88
SB 52,873,Senate,2021-10-18,Conference committee report filed,,356,87
SB 52,873,House,2021-10-18,Conf. Comm. Report distributed,,,86
SB 52,873,Senate,2021-10-18,House appoints conferees-reported,,302,85
SB 52,873,Senate,2021-10-18,House grants request for conf comm-reported,,302,84
SB 52,873,House,2021-10-18,House appoints conferees,,310,83
SB 52,873,House,2021-10-18,House grants request for conference committee,,310,82
SB 52,873,House,2021-10-18,Senate appoints conferees-reported,,358,81
SB 52,873,House,2021-10-18,Senate requests conference committee-reported,,358,80
SB 52,873,House,2021-10-18,Senate refuses to concur-reported,,358,79
SB 52,873,Senate,2021-10-18,Senate appoints conferees,,301,78
SB 52,873,Senate,2021-10-18,Senate requests conference committee,,300,77
SB 52,873,Senate,2021-10-18,Senate refuses to concur,,300,76
SB 52,873,Senate,2021-10-18,Read,,300,75
SB 52,873,Senate,2021-10-18,House amendment(s) laid before the Senate,,287,74
SB 52,873,Senate,2021-10-18,House passage as amended reported,,285,73
SB 52,873,House,2021-10-17,Statement(s) of vote recorded in Journal,,305,72
SB 52,873,House,2021-10-17,Record vote,RV#141,305,71
SB 52,873,House,2021-10-17,Passed,,305,70
SB 52,873,House,2021-10-17,Read 3rd time,,305,69
SB 52,873,House,2021-10-17,Passed to 3rd reading as amended,,296,68
SB 52,873,House,2021-10-17,Amended,3-Burrows and Walle,296,67
SB 52,873,House,2021-10-17,Reason for vote recorded in Journal,,296,66
SB 52,873,House,2021-10-17,Statement(s) of vote recorded in Journal,,296,65
SB 52,873,House,2021-10-17,Record vote,RV#137,295,64
SB 52,873,House,2021-10-17,Amendment fails of adoption,2-Schaefer,295,63
SB 52,873,House,2021-10-17,Point of order withdrawn (amendment),"Rule 11, Section 2",295,62
SB 52,873,House,2021-10-17,Amendment(s) offered,2-Schaefer,294,61
SB 52,873,House,2021-10-17,Amended,1-Bonnen,290,60
SB 52,873,House,2021-10-17,Read 2nd time,,289,59
SB 52,873,House,2021-10-17,Placed on General State Calendar,,,58
SB 52,873,House,2021-10-16,Considered in Calendars,,,57
SB 52,873,House,2021-10-16,Committee report sent to Calendars,,,56
SB 52,873,House,2021-10-16,Committee report distributed,,,55
SB 52,873,House,2021-10-16,Comte report filed with Committee Coordinator,,308,54
SB 52,873,House,2021-10-16,Reported favorably as substituted,,,53
SB 52,873,House,2021-10-16,Committee substitute considered in committee,,,52
SB 52,873,House,2021-10-16,Considered in formal meeting,,,51
SB 52,873,House,2021-10-16,Scheduled for formal meeting on . . .,,,50
SB 52,873,House,2021-10-15,Received from the Senate,,239,49
SB 52,873,House,2021-10-15,Referred to Appropriations,,238,48
SB 52,873,House,2021-10-15,Read first time,,238,47
SB 52,873,Senate,2021-10-15,Reported engrossed,,169,46
SB 52,873,Senate,2021-10-15,Remarks ordered printed,,145,45
SB 52,873,Senate,2021-10-15,Record vote,,145,44
SB 52,873,Senate,2021-10-15,Passed,,145,43
SB 52,873,Senate,2021-10-15,Read 3rd time,,145,42
SB 52,873,Senate,2021-10-15,Record vote,,144,41
SB 52,873,Senate,2021-10-15,Three day rule suspended,,144,40
SB 52,873,Senate,2021-10-15,Record vote,,144,39
SB 52,873,Senate,2021-10-15,Passed to engrossment as amended,,144,38
SB 52,873,Senate,2021-10-15,Vote recorded in Journal,,144,37
SB 52,873,Senate,2021-10-15,Amendment adopted as substituted,FA7 Bettencourt,144,36
SB 52,873,Senate,2021-10-15,Vote recorded in Journal,,144,35
SB 52,873,Senate,2021-10-15,Amendment substituted,,144,34
SB 52,873,Senate,2021-10-15,Substitute amendment offered,8 Bettencourt,144,33
SB 52,873,Senate,2021-10-15,Amendment(s) offered,FA7 Bettencourt,144,32
SB 52,873,Senate,2021-10-15,Vote recorded in Journal,,144,31
SB 52,873,Senate,2021-10-15,Amended,,144,30
SB 52,873,Senate,2021-10-15,Amendment(s) offered,FA6 Creighton,143,29
SB 52,873,Senate,2021-10-15,Vote recorded in Journal,,143,28
SB 52,873,Senate,2021-10-15,Amended,,143,27
SB 52,873,Senate,2021-10-15,Amendment(s) offered,FA5 Hinojosa,142,26
SB 52,873,Senate,2021-10-15,Amendment withdrawn,,142,25
SB 52,873,Senate,2021-10-15,Amendment(s) offered,FA4 Gutierrez,142,24
SB 52,873,Senate,2021-10-15,Amendment withdrawn,,142,23
SB 52,873,Senate,2021-10-15,Amendment(s) offered,FA3 Gutierrez,142,22
SB 52,873,Senate,2021-10-15,Vote recorded in Journal,,142,21
SB 52,873,Senate,2021-10-15,Amended,,142,20
SB 52,873,Senate,2021-10-15,Amendment(s) offered,FA2 Miles,141,19
SB 52,873,Senate,2021-10-15,Vote recorded in Journal,,141,18
SB 52,873,Senate,2021-10-15,Amended,,141,17
SB 52,873,Senate,2021-10-15,Amendment(s) offered,FA1 Creighton,141,16
SB 52,873,Senate,2021-10-15,Read 2nd time,,141,15
SB 52,873,Senate,2021-10-15,Vote recorded in Journal,,141,14
SB 52,873,Senate,2021-10-15,Rules suspended-Regular order of business,,140,13
SB 52,873,Senate,2021-10-15,Ordered not printed,,140,12
SB 52,873,Senate,2021-10-15,Printing rule suspended,,140,11
SB 52,873,Senate,2021-10-15,Co-author authorized,,168,10
SB 52,873,Senate,2021-10-14,Committee report printed and distributed,,,9
SB 52,873,Senate,2021-10-14,Reported favorably as substituted,,129,8
SB 52,873,Senate,2021-10-14,Testimony taken in committee,,,7
SB 52,873,Senate,2021-10-14,Considered in public hearing,,,6
SB 52,873,Senate,2021-10-14,Scheduled for public hearing on  . . .,,,5
SB 52,873,Senate,2021-10-12,Referred to Higher Education,,122,4
SB 52,873,Senate,2021-10-12,Read first time,,122,3
SB 52,873,Senate,2021-10-12,Filed,,,2
SB 52,873,Senate,2021-10-12,Received by the Secretary of the Senate,,,1
SR 23,873,Senate,2021-09-30,Reported enrolled,,48,3
SR 23,873,Senate,2021-09-30,Read & adopted,,47,2
SR 23,873,Senate,2021-09-27,Received by the Secretary of the Senate,,,1
SR 60,873,Senate,2021-10-12,Reported enrolled,,122,3
SR 60,873,Senate,2021-10-12,Read & adopted,,122,2
SR 60,873,Senate,2021-10-11,Received by the Secretary of the Senate,,,1
SR 66,873,Senate,2021-10-12,Reported enrolled,,122,3
SR 66,873,Senate,2021-10-12,Read & adopted,,122,2
SR 66,873,Senate,2021-10-12,Received by the Secretary of the Senate,,,1
SR 67,873,Senate,2021-10-12,Reported enrolled,,122,3
SR 67,873,Senate,2021-10-12,Read & adopted,,122,2
SR 67,873,Senate,2021-10-12,Received by the Secretary of the Senate,,,1
SR 98,873,Senate,2021-10-19,Reported enrolled,,358,4
SR 98,873,Senate,2021-10-19,Record vote,,321,3
SR 98,873,Senate,2021-10-19,Read & adopted,SB 52,321,2
SR 98,873,Senate,2021-10-18,Received by the Secretary of the Senate,,,1
SR 49,873,Senate,2021-10-14,Printed in full,,125,5
SR 49,873,Senate,2021-10-14,Again read,,126,4
SR 49,873,Senate,2021-10-04,Reported enrolled,,59,3
SR 49,873,Senate,2021-10-04,Read & adopted,,58,2
SR 49,873,Senate,2021-10-04,Received by the Secretary of the Senate,,,1
SB 3,873,Senate,2021-10-04,Co-author authorized,,58,26
SB 3,873,House,2021-09-27,Referred to Public Education,,16,25
SB 3,873,House,2021-09-27,Read first time,,16,24
SB 3,873,House,2021-09-23,Received from the Senate,,7,23
SB 3,873,Senate,2021-09-22,Reported engrossed,,41,22
SB 3,873,Senate,2021-09-22,Record vote,,38,21
SB 3,873,Senate,2021-09-22,Passed,,38,20
SB 3,873,Senate,2021-09-22,Read 3rd time,,38,19
SB 3,873,Senate,2021-09-22,Rules suspended-Regular order of business,,,18
SB 3,873,Senate,2021-09-22,Record vote,,33,17
SB 3,873,Senate,2021-09-22,Read 2nd time & passed to engrossment,,33,16
SB 3,873,Senate,2021-09-22,Record vote,,33,15
SB 3,873,Senate,2021-09-22,Rules suspended-Regular order of business,,33,14
SB 3,873,Senate,2021-09-22,Ordered not printed,,33,13
SB 3,873,Senate,2021-09-22,Printing rule suspended,,33,12
SB 3,873,Senate,2021-09-22,Co-author authorized,,41,11
SB 3,873,Senate,2021-09-21,Committee report printed and distributed,,,10
SB 3,873,Senate,2021-09-21,Reported favorably w/o amendments,,26,9
SB 3,873,Senate,2021-09-21,Testimony taken in committee,,,8
SB 3,873,Senate,2021-09-21,Considered in public hearing,,,7
SB 3,873,Senate,2021-09-21,Scheduled for public hearing on  . . .,,,6
SB 3,873,Senate,2021-09-20,Posting rule suspended,,18,5
SB 3,873,Senate,2021-09-20,Referred to Health & Human Services,,3,4
SB 3,873,Senate,2021-09-20,Read first time,,3,3
SB 3,873,Senate,2021-09-20,Filed,,,2
SB 3,873,Senate,2021-09-20,Received by the Secretary of the Senate,,,1
SB 27,873,Senate,2021-09-20,Filed,,,2
SB 27,873,Senate,2021-09-20,Received by the Secretary of the Senate,,,1
SB 28,873,Senate,2021-09-20,Filed,,,2
SB 28,873,Senate,2021-09-20,Received by the Secretary of the Senate,,,1
SB 29,873,Senate,2021-10-05,Co-author authorized,,97,3
SB 29,873,Senate,2021-09-20,Filed,,,2
SB 29,873,Senate,2021-09-20,Received by the Secretary of the Senate,,,1
SJR 9,873,Senate,2021-09-21,Filed,,,2
SJR 9,873,Senate,2021-09-21,Received by the Secretary of the Senate,,,1
SR 34,873,Senate,2021-09-30,Reported enrolled,,48,3
SR 34,873,Senate,2021-09-30,Read & adopted,,48,2
SR 34,873,Senate,2021-09-29,Received by the Secretary of the Senate,,,1
SR 58,873,Senate,2021-10-14,Printed in full,,130,5
SR 58,873,Senate,2021-10-14,Reported enrolled,,129,4
SR 58,873,Senate,2021-10-14,Adopted,,127,3
SR 58,873,Senate,2021-10-14,Read,,127,2
SR 58,873,Senate,2021-10-11,Received by the Secretary of the Senate,,,1
SR 59,873,Senate,2021-10-14,Printed in full,,133,5
SR 59,873,Senate,2021-10-14,Reported enrolled,,129,4
SR 59,873,Senate,2021-10-14,Adopted,,127,3
SR 59,873,Senate,2021-10-14,Read,,127,2
SR 59,873,Senate,2021-10-11,Received by the Secretary of the Senate,,,1
SB 50,873,Senate,2021-10-08,Filed,,,2
SB 50,873,Senate,2021-10-08,Received by the Secretary of the Senate,,,1
SB 11,873,Senate,2021-10-04,Co-author authorized,,58,3
SB 11,873,Senate,2021-09-08,Filed,,,2
SB 11,873,Senate,2021-09-08,Received by the Secretary of the Senate,,,1
SB 12,873,Senate,2021-09-08,Filed,,,2
SB 12,873,Senate,2021-09-08,Received by the Secretary of the Senate,,,1
SB 13,873,Senate,2021-09-08,Filed,,,2
SB 13,873,Senate,2021-09-08,Received by the Secretary of the Senate,,,1
SB 14,873,Senate,2021-09-08,Filed,,,2
SB 14,873,Senate,2021-09-08,Received by the Secretary of the Senate,,,1
SB 15,873,Senate,2021-09-08,Filed,,,2
SB 15,873,Senate,2021-09-08,Received by the Secretary of the Senate,,,1
SB 16,873,Senate,2021-09-08,Filed,,,2
SB 16,873,Senate,2021-09-08,Received by the Secretary of the Senate,,,1
SB 17,873,Senate,2021-09-08,Filed,,,2
SB 17,873,Senate,2021-09-08,Received by the Secretary of the Senate,,,1
SB 18,873,Senate,2021-09-08,Filed,,,2
SB 18,873,Senate,2021-09-08,Received by the Secretary of the Senate,,,1
SB 19,873,Senate,2021-09-08,Filed,,,2
SB 19,873,Senate,2021-09-08,Received by the Secretary of the Senate,,,1
SB 20,873,Senate,2021-10-04,Co-author authorized,,58,3
SB 20,873,Senate,2021-09-08,Filed,,,2
SB 20,873,Senate,2021-09-08,Received by the Secretary of the Senate,,,1
SB 21,873,Senate,2021-09-08,Filed,,,2
SB 21,873,Senate,2021-09-08,Received by the Secretary of the Senate,,,1
SB 22,873,Senate,2021-09-08,Filed,,,2
SB 22,873,Senate,2021-09-08,Received by the Secretary of the Senate,,,1
SB 23,873,Senate,2021-09-08,Filed,,,2
SB 23,873,Senate,2021-09-08,Received by the Secretary of the Senate,,,1
SB 24,873,Senate,2021-09-08,Filed,,,2
SB 24,873,Senate,2021-09-08,Received by the Secretary of the Senate,,,1
SB 25,873,Senate,2021-09-08,Filed,,,2
SB 25,873,Senate,2021-09-08,Received by the Secretary of the Senate,,,1
SB 26,873,Senate,2021-09-08,Filed,,,2
SB 26,873,Senate,2021-09-08,Received by the Secretary of the Senate,,,1
SB 36,873,Senate,2021-10-15,Co-author authorized,,168,3
SB 36,873,Senate,2021-09-21,Filed,,,2
SB 36,873,Senate,2021-09-21,Received by the Secretary of the Senate,,,1
SCR 1,873,Senate,2021-10-05,Co-author authorized,,97,4
SCR 1,873,Senate,2021-10-04,Co-author authorized,,58,3
SCR 1,873,Senate,2021-09-08,Filed,,,2
SCR 1,873,Senate,2021-09-08,Received by the Secretary of the Senate,,,1
SJR 6,873,Senate,2021-09-08,Filed,,,2
SJR 6,873,Senate,2021-09-08,Received by the Secretary of the Senate,,,1
SJR 7,873,Senate,2021-09-08,Filed,,,2
SJR 7,873,Senate,2021-09-08,Received by the Secretary of the Senate,,,1
SB 1,873,Executive,2021-10-25,See remarks for effective date,,,96
SB 1,873,Executive,2021-10-25,Signed by the Governor,,359,95
SB 1,873,Executive,2021-10-19,Sent to the Governor,,359,94
SB 1,873,House,2021-10-19,Signed in the House,,358,93
SB 1,873,Senate,2021-10-19,Signed in the Senate,,358,92
SB 1,873,Senate,2021-10-19,Reported enrolled,,358,91
SB 1,873,Senate,2021-10-18,Co-author authorized,,,90
SB 1,873,House,2021-10-18,Senate adopts conf. comm. report-reported,,360,89
SB 1,873,Senate,2021-10-18,Record vote,,320,88
SB 1,873,Senate,2021-10-18,Senate adopts conference committee report,,320,87
SB 1,873,Senate,2021-10-18,Rules suspended,,320,86
SB 1,873,Senate,2021-10-18,Senate adopts resolution to go outside bounds,SR 97,320,85
SB 1,873,Senate,2021-10-18,House adopts conf. comm. report-reported,,318,84
SB 1,873,House,2021-10-18,Record vote,RV#148,351,83
SB 1,873,House,2021-10-18,House adopts conference committee report,,351,82
SB 1,873,House,2021-10-18,House adopts resolution to go outside bounds,HR 299,348,81
SB 1,873,House,2021-10-18,Conf. Comm. Report distributed,,,80
SB 1,873,Senate,2021-10-18,Conference committee report filed,,344,79
SB 1,873,Senate,2021-10-18,Co-author authorized,,356,78
SB 1,873,Senate,2021-10-15,House appoints conferees-reported,,168,77
SB 1,873,Senate,2021-10-15,House grants request for conf comm-reported,,168,76
SB 1,873,House,2021-10-15,House appoints conferees,,237,75
SB 1,873,House,2021-10-15,House grants request for conference committee,,237,74
SB 1,873,House,2021-10-15,Senate appoints conferees-reported,,240,73
SB 1,873,House,2021-10-15,Senate requests conference committee-reported,,240,72
SB 1,873,House,2021-10-15,Senate refuses to concur-reported,,240,71
SB 1,873,Senate,2021-10-15,Senate appoints conferees,,167,70
SB 1,873,Senate,2021-10-15,Senate requests conference committee,,167,69
SB 1,873,Senate,2021-10-15,Senate refuses to concur,,167,68
SB 1,873,Senate,2021-10-15,Read,,167,67
SB 1,873,Senate,2021-10-15,House amendment(s) laid before the Senate,,164,66
SB 1,873,Senate,2021-10-15,House passage as amended reported,,148,65
SB 1,873,House,2021-10-15,Subject to Art.III Sec.49a Tx. Constitution,,233,64
SB 1,873,House,2021-10-15,Statement(s) of vote recorded in Journal,,233,63
SB 1,873,House,2021-10-15,Record vote,RV#96,232,62
SB 1,873,House,2021-10-15,Passed,,232,61
SB 1,873,House,2021-10-15,Read 3rd time,,232,60
SB 1,873,House,2021-10-15,Passed to 3rd reading as amended,,192,59
SB 1,873,House,2021-10-15,Amendment withdrawn,3-Wu,192,58
SB 1,873,House,2021-10-15,Point of order withdrawn (amendment),"Rule 11, Section 2",192,57
SB 1,873,House,2021-10-15,Amendment(s) offered,3-Wu,192,56
SB 1,873,House,2021-10-15,Record vote,RV#84,191,55
SB 1,873,House,2021-10-15,Amendment fails of adoption,2-Wu,191,54
SB 1,873,House,2021-10-15,Amended,1-Meyer,190,53
SB 1,873,House,2021-10-15,Read 2nd time,,190,52
SB 1,873,House,2021-10-14,Calendars Committee rule adopted,,121,51
SB 1,873,House,2021-10-15,Placed on General State Calendar,,,50
SB 1,873,House,2021-10-14,Considered in Calendars,,,49
SB 1,873,House,2021-10-13,Committee report sent to Calendars,,,48
SB 1,873,House,2021-10-12,Committee report distributed,,,47
SB 1,873,House,2021-10-12,Comte report filed with Committee Coordinator,,118,46
SB 1,873,House,2021-10-12,Reported favorably as substituted,,,45
SB 1,873,House,2021-10-12,Committee substitute considered in committee,,,44
SB 1,873,House,2021-10-12,Considered in formal meeting,,,43
SB 1,873,Senate,2021-10-04,Co-author authorized,,57,42
SB 1,873,House,2021-09-30,Left pending in committee,,,41
SB 1,873,House,2021-09-30,Testimony taken/registration(s) recorded in committee,,,40
SB 1,873,House,2021-09-30,Considered in public hearing,,,39
SB 1,873,House,2021-09-30,Scheduled for public hearing on . . .,,,38
SB 1,873,House,2021-09-27,Referred to Ways & Means,,16,37
SB 1,873,House,2021-09-27,Read first time,,16,36
SB 1,873,House,2021-09-23,Received from the Senate,,7,35
SB 1,873,Senate,2021-09-22,Reported engrossed,,41,34
SB 1,873,Senate,2021-09-22,Record vote,,41,33
SB 1,873,Senate,2021-09-22,Passed,,41,32
SB 1,873,Senate,2021-09-22,Read 3rd time,,41,31
SB 1,873,Senate,2021-09-22,Record vote,,41,30
SB 1,873,Senate,2021-09-22,Three day rule suspended,,41,29
SB 1,873,Senate,2021-09-22,Vote recorded in Journal,,40,28
SB 1,873,Senate,2021-09-22,Passed to engrossment as amended,,40,27
SB 1,873,Senate,2021-09-22,Record vote,,40,26
SB 1,873,Senate,2021-09-22,Amended,,40,25
SB 1,873,Senate,2021-09-22,Amendment(s) offered,FA3 Bettencourt,40,24
SB 1,873,Senate,2021-09-22,Vote recorded in Journal,,40,23
SB 1,873,Senate,2021-09-22,Amendment adopted as amended,FA1 Bettencourt,40,22
SB 1,873,Senate,2021-09-22,Vote recorded in Journal,,40,21
SB 1,873,Senate,2021-09-22,Amendment amended,,40,20
SB 1,873,Senate,2021-09-22,Amendment to amendment offered,FA2 Menéndez,39,19
SB 1,873,Senate,2021-09-22,Amendment(s) offered,FA1 Bettencourt,39,18
SB 1,873,Senate,2021-09-22,Read 2nd time,,39,17
SB 1,873,Senate,2021-09-22,Laid before the Senate,,39,16
SB 1,873,Senate,2021-09-22,Ordered not printed,,39,15
SB 1,873,Senate,2021-09-22,Printing rule suspended,,39,14
SB 1,873,Senate,2021-09-22,Co-author authorized,,41,13
SB 1,873,Senate,2021-09-21,Corrected comm. report printed & distributed,,,12
SB 1,873,Senate,2021-09-21,Committee report printed and distributed,,,11
SB 1,873,Senate,2021-09-21,Reported favorably as substituted,,26,10
SB 1,873,Senate,2021-09-21,Testimony taken in committee,,,9
SB 1,873,Senate,2021-09-21,Considered in public hearing,,,8
SB 1,873,Senate,2021-09-21,Scheduled for public hearing on  . . .,,,7
SB 1,873,Senate,2021-09-20,Posting rule suspended,,18,6
SB 1,873,Senate,2021-09-20,Referred to Finance,,3,5
SB 1,873,Senate,2021-09-20,Read first time,,3,4
SB 1,873,Senate,2021-09-20,Co-author authorized,,18,3
SB 1,873,Senate,2021-09-20,Filed,,,2
SB 1,873,Senate,2021-09-20,Received by the Secretary of the Senate,,,1
