bill_number,session,summary,keywords,authors,coauthors,sponsors,cosponsors,house_committee,hc_status,senate_committee,sc_status,bill_url
SB 14,712,Relating to the authority of navigation districts.,Special Districts & Authorities--Navigation & Ports (I0765),Armbrister,,,,,,Natural Resources,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=712&Bill=SB14
SB 37,712,Relating to the authority of the commissioners court of a county to refinance road district bonds by issuing alternative refunding bonds or certificates of assessment.,County Government (I0096); Roads--Local Laws (I0733); BONDS (S6060),Armbrister,,,,,,Intergovernmental Relations,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=712&Bill=SB37
SR 44,712,In memory of Bert Edwin Brown of Raymondville.,"Resolutions--Memorial (I0710); BROWN, BERT EDWIN (N2963)",Armbrister,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=712&Bill=SR44
SB 23,712,"Relating to the creation, administration, powers, duties, operation, and financing of the Williamson-Travis Counties Water Control and Improvement District No. 1.",WILLIAMSON-TRAVIS COUNTIES WATER CONTROL IMPROVEMENT DIST. # (D9382); Special Districts & Authorities--Water & Utility (I0755),Barrientos,,,,,,Natural Resources,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=712&Bill=SB23
SB 45,712,Relating to exempting from ad valorem taxes property owned or leased by certain cooperative research and development organizations.,Education--Higher-- General (I0231); Taxation--Property (I0795),Barrientos,,,,,,Finance,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=712&Bill=SB45
SCR 1,712,Granting Christopher and Susan Eakle permission to sue the State of Texas and the Texas Department of Human Services.,"Resolutions--Suits vs. State (I0665); EAKLE, CHRISTOPHER & SUSAN (N2837); HUMAN SERVICES, DEPARTMENT OF (V2639)",Barrientos,,,,,,Jurisprudence,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=712&Bill=SCR1
SCR 10,712,In memory of Hobart Gaines.,"Resolutions--Memorial (I0710); GAINES, HOBART (N2926)",Barrientos,,Delco,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=712&Bill=SCR10
SCR 17,712,"Declaring April 22, 1990, as Earth Day in Texas.",EARTH DAY IN TEXAS (H9450); Resolutions--Miscellaneous (I0720),Barrientos,,Guerrero,,Rules and Resolutions,Out of committee,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=712&Bill=SCR17
SCR 22,712,"Granting Refugee Rights, Inc., permission to sue the state, the Central Education Agency, and the Texas Health and Human Services Coordinating Council.","Resolutions--Suits vs. State (I0665); REGUGEE RIGHTS, INC. (N9457); CENTRAL EDUCATION AGENCY (V6726); HEALTH & HUMAN SERVICES COORDINATING COUNCIL, TEXAS (V8797)",Barrientos,,,,,,Jurisprudence,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=712&Bill=SCR22
SCR 25,712,Expressing legislative intent regarding judicial districts in Travis County.,TRAVIS COUNTY (G0285); Courts--Judges (I0140); Elections--Judicial (I0308); Resolutions--Legislative Policy (I0685),Barrientos,,,,,,State Affairs,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=712&Bill=SCR25
SR 9,712,"Congratulating Mr. and Mrs.  U. M. ""Buck"" Frizzell of Austin on their 50th wedding anniversary.","Resolutions--Congratulatory & Honorary (I0705); FRIZZELL, U. M. ""BUCK"", MR. & MRS. (N2894)",Barrientos,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=712&Bill=SR9
SR 10,712,"In memory of Raymond E. Stotzer, Jr. of McQueeney.","Resolutions--Memorial (I0710); STOTZER, RAYMOND E., JR. (N2898)",Barrientos,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=712&Bill=SR10
SR 11,712,In memory of Professor Darwin Klingman.,"Resolutions--Memorial (I0710); KLINGMAN, DARWIN (N2899)",Barrientos,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=712&Bill=SR11
SR 12,712,In memory of Ada DeBlanc Simond of Austin.,"Resolutions--Memorial (I0710); SIMOND, ADA LEBLANC (N5797)",Barrientos,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=712&Bill=SR12
SR 13,712,"In memory of Philip James Bashara, Sr., of Austin.","Resolutions--Memorial (I0710); BASHARA, PHILIP JAMES, SR. (N2900)",Barrientos,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=712&Bill=SR13
SR 14,712,In memory of Rigoberto Gaona of Austin.,"Resolutions--Memorial (I0710); GAONA, RIGOBERTO (N2901)",Barrientos,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=712&Bill=SR14
SR 15,712,"In memory of Samuel ""Chuffie"" Alexander of Austin.","Resolutions--Memorial (I0710); ALEXANDER, SAMUEL ""CHUFFIE"" (N2902)",Barrientos,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=712&Bill=SR15
SR 16,712,In memory of Joe N. Perrone of Austin.,"Resolutions--Memorial (I0710); PERRONE, JOE N. (N2903)",Barrientos,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=712&Bill=SR16
SR 17,712,In memory of Tom Long of Austin.,"Resolutions--Memorial (I0710); LONG, TOM (N2904)",Barrientos,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=712&Bill=SR17
SR 30,712,Congratulating Mr. and Mrs. Harry Challstrom on their 50th wedding anniversary.,"Resolutions--Congratulatory & Honorary (I0705); CHALLSTROM, HARRY, MR. & MRS. (N2911)",Barrientos,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=712&Bill=SR30
SR 33,712,In memory of Alfreda Head of Austin.,"Resolutions--Memorial (I0710); HEAD, ALFREDA (N2914)",Barrientos,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=712&Bill=SR33
SR 35,712,In memory of A. C. (Al) Miller.,"Resolutions--Memorial (I0710); MILLER, A. C. ""AL"" (N2928)",Barrientos,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=712&Bill=SR35
SR 43,712,In memory of Thomas S. Prentice of Richardson.,"Resolutions--Memorial (I0710); PRENTICE, THOMAS S. (N2922)",Barrientos,"Harris, O.H. ""Ike""",,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=712&Bill=SR43
SR 50,712,Congratulating Mr. and Mrs. Nicholas Rangel of Austin on their 50th wedding anniversary.,"Resolutions--Congratulatory & Honorary (I0705); RANGEL, NICHOLAS, MR. & MRS. (N2960)",Barrientos,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=712&Bill=SR50
SR 51,712,Recognizing Dr. Billye J. Brown for her superior accomplishments as dean of The University of Texas at Austin School of Nursing.,"Resolutions--Congratulatory & Honorary (I0705); BROWN, BILLYE J. (N1849)",Barrientos,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=712&Bill=SR51
SR 53,712,"Congratulating Cub Scout Pack 9 on 50 years of developing good citizenship, sportsmanship, and respect for others.",Resolutions--Congratulatory & Honorary (I0705); CUB SCOUT PACK NO. 9 (N9437),Barrientos,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=712&Bill=SR53
