bill_number,session,summary,keywords,authors,coauthors,sponsors,cosponsors,house_committee,hc_status,senate_committee,sc_status,bill_url
SR 94,783,"Commending Esperanza ""Hope"" Campos for her career with the Texas Education Agency.","Resolutions--Congratulatory & Honorary (I0705); CAMPOS, ESPERANZA ""HOPE"" (N3533)",Barrientos,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR94
SR 95,783,In memory of Alma Lee Jones of Bastrop.,"Resolutions--Memorial (I0710); JONES, ALMA LEE (N3523)",Barrientos,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR95
SR 96,783,In memory of Henry Ybarra III of Austin.,"Resolutions--Memorial (I0710); YBARRA, HENRY, III (N3524)",Barrientos,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR96
SR 135,783,Recognizing the family of Hilbert R. Maldonado of Austin on the occasion of the 30th anniversary of Hill-Bert's Burgers.,Resolutions--Congratulatory & Honorary (I0705); MALDONADO FAMILY (N3655),Barrientos,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR135
SB 4,783,Relating to appropriations.,"Animals (I0035); Fees & Other Nontax Revenue--State (I0362); State Finances--Appropriations (I0746); State Finances--Management & Control (I0748); ANIMAL HEALTH COMMISSION, TEXAS (V0000)",Bivins,,,,,,Finance,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SB4
SB 5,783,"Relating to the transfer or performance of the functions of certain state agencies to promote efficiency, equitable use of revenue, or uniformity in regard to those functions.","Environment--Air (I0325); Labor--Workers' Compensation (I0470); State Agencies, Boards & Commissions (I0749); Taxation--School District (I0785); ENVIRONMENTAL QUALITY, TEXAS COMMISSION ON (V0334); ENVIRONMENTAL TECHNOLOGY, TEXAS COUNCIL ON (V0599); INSURANCE, TEXAS DEPARTMENT OF (V0006); PRIVATE SECURITY BOARD, TEXAS (V0597); PRIVATE SECURITY, TEXAS COMMISSION ON (V0248); PUBLIC SAFETY, DEPARTMENT OF (V0251); STATE AIRCRAFT POOLING BOARD (V0243); TRANSPORTATION, TEXAS DEPARTMENT OF (V8796)",Bivins,,,,,,Finance,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SB5
SR 44,783,In memory of the life of Morris E. Bailey of Amarillo.,"Resolutions--Memorial (I0710); BAILEY, MORRIS E. (N3355)",Bivins,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR44
SR 45,783,In memory of Estelle Fariss Marsh of Amarillo.,"Resolutions--Memorial (I0710); MARSH, ESTELLE FARISS (N3357)",Bivins,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR45
SR 125,783,"Suspending limitations on conference committee jurisdiction, H.B. No. 24.","Resolutions--Conf. Comm. Reports (I0693); State Agencies, Boards & Commissions (I0749); State Finances--Appropriations (I0746); State Finances--Budget (I0747); State Finances--Management & Control (I0748)",Bivins,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR125
SR 133,783,"Suspending limitations on conference committee jurisdiction, H.B. No. 28.","Resolutions--Conf. Comm. Reports (I0693); State Agencies, Boards & Commissions (I0749); State Finances--Appropriations (I0746); State Finances--Budget (I0747); State Finances--Management & Control (I0748)",Bivins,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR133
SR 22,783,Commending Bob Miller of Killeen for his service to his ministry.,"Resolutions--Congratulatory & Honorary (I0705); MILLER, BOB (N1772)",Brimer,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR22
SR 72,783,In memory of Al Larsen of Fort Worth.,"Resolutions--Memorial (I0710); LARSEN, AL (N3415)",Brimer,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR72
SR 88,783,"In memory of James V. Leggett, Jr., of Fort Worth.","Resolutions--Memorial (I0710); LEGGETT, JAMES V., JR. (N3520)",Brimer,Harris; Nelson,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR88
SR 36,783,Commending the Porter family of Kaufman County for their contributions to agriculture.,Resolutions--Congratulatory & Honorary (I0705); PORTER FAMILY (N3330),Deuell,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR36
SR 38,783,Recognizing Texas A&M University--Commerce on the occasion of the dedication of its Charles J. Austin Industrial Engineering and Technology Building.,Resolutions--Congratulatory & Honorary (I0705); TEXAS A&M UNIVERSITY--COMMERCE (U0110),Deuell,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR38
SR 43,783,Welcoming Armando de Armas to our state and country.,"Resolutions--Welcoming (I0722); DE ARMAS, ARMANDO (N3348)",Deuell,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR43
SR 122,783,In memory of Walter Lewis Harrell of Winnsboro.,"Resolutions--Memorial (I0710); HARRELL, WALTER LEWIS (N3637)",Deuell,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR122
SB 18,783,Relating to personal financial statements filed by officers of certain local governments.,City Government--Employees/Officers (I0061); Education--Primary & Secondary--General (I0230); Education--School Districts (I0220); Ethics (I0345),Estes,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SB18
SR 120,783,Recognizing Charlye Ola Farris of Wichita Falls on the occasion of the 50th anniversary of earning her license to practice law in Texas.,"Resolutions--Congratulatory & Honorary (I0705); FARRIS, CHARLYE OLA (N3609)",Estes,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR120
SR 20,783,Recognizing the dedication of Normandy Crossing Elementary School in Galena Park.,NORMANDY CROSSING ELEMENTARY SCHOOL (E0567); Resolutions--Congratulatory & Honorary (I0705),"Ellis, Rodney",,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR20
SR 34,783,"Commending Bill Batson for his dedication to American Civil Rights Education Services, Incorporated.","Resolutions--Congratulatory & Honorary (I0705); BATSON, BILL (N3328)","Ellis, Rodney",,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR34
SR 63,783,Recognizing South Park Baptist Church in Houston on the occasion of its first International Missions Day Program.,Resolutions--Congratulatory & Honorary (I0705); SOUTH PARK BAPTIST CHURCH (N3417),"Ellis, Rodney",,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR63
SR 64,783,"Congratulating Eric and Michele Fages Svatora on the birth of their daughter, Alexandra Clare Svatora.","Resolutions--Congratulatory & Honorary (I0705); SVATORA, ALEXANDRA CLARE (N3419); SVATORA, ERIC & MICHELE FAGES (N3418)","Ellis, Rodney",,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR64
SR 73,783,Honoring Tyrone Latchley as an esteemed citizen of our state.,"Resolutions--Congratulatory & Honorary (I0705); LATCHLEY, TYRONE (N3436)","Ellis, Rodney",,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR73
SR 79,783,Recongizing Wheeler Avenue Baptist Church in Houston on the occasion of the dedication of its Christian/Community Life Center.,Resolutions--Congratulatory & Honorary (I0705); WHEELER AVENUE BAPTIST CHURCH (N3440),"Ellis, Rodney",,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR79
SR 80,783,"In memory of Joseph Clayton Gathe, Sr., of Houston.","Resolutions--Memorial (I0710); GATHE, JOSEPH CLAYTON, SR. (N3434)","Ellis, Rodney",,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR80
SR 97,783,In memory of Alice Hancock-Abraham of Houston.,"Resolutions--Memorial (I0710); HANCOCK-ABRAHAM, ALICE (N3584)","Ellis, Rodney",,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR97
SR 98,783,Congratulating Geoffrey Lee Mixon of Stafford on attaining the rank of Eagle Scout.,"Resolutions--Congratulatory & Honorary (I0705); MIXON, GEOFFREY LEE (N3588)","Ellis, Rodney",,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR98
SR 99,783,Commending the Aga Khan Foundation U.S.A. for its work in behalf of people in developing countries.,Resolutions--Congratulatory & Honorary (I0705); AGA KHAN FOUNDATION U.S.A. (N3589),"Ellis, Rodney",,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR99
SR 100,783,"Congratulating Laurinda Silva and Leonard S. Coleman, Jr., on the birth of their son, Gavin Thomas Coleman.","Resolutions--Congratulatory & Honorary (I0705); COLEMAN, GAVIN THOMAS (N3591); COLEMAN, LAURINDA SILVA & LEONARD S., JR. (N3590)","Ellis, Rodney",,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR100
SR 101,783,Recognizing Falun Dafa Day in Texas.,FALUN DAFA DAY (H0565); Resolutions--Congratulatory & Honorary (I0705),"Ellis, Rodney",,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR101
SR 104,783,Recognizing Trinity United Methodist Church in Houston on the occasion of its annual Mens's Day.,Resolutions--Congratulatory & Honorary (I0705); TRINITY UNITED METHODIST CHURCH IN HOUSTON (N3592),"Ellis, Rodney",,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR104
SR 105,783,Congratulating Ellen Read on her selection as administrator of the Governor's Mansion.,"Resolutions--Congratulatory & Honorary (I0705); READ, ELLEN (N3593)","Ellis, Rodney",,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR105
SR 106,783,Recognizing Payne Cathedral of Faith African Methodist Episcopal Church in Houston on the occasion its 117th anniversary.,Resolutions--Congratulatory & Honorary (I0705); PAYNE CATHEDRAL OF FAITH AFRICAN METHODIST EPISCOPAL CHURCH (N3594),"Ellis, Rodney",,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR106
SR 123,783,Commending Manson B. Johnson for his service to Holman Street Baptist Church in Houston.,"Resolutions--Congratulatory & Honorary (I0705); JOHNSON, MANSON B. (N3642)","Ellis, Rodney",,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR123
SR 124,783,Recognizing PUREBEAUTY on the occasion of the opening of its third emporium in Houston.,Resolutions--Congratulatory & Honorary (I0705); PUREBEAUTY (N3643),"Ellis, Rodney",,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR124
SR 87,783,Commending James R. Anderson for his achievements as Chancellor of Central Texas College in Killeen.,"Resolutions--Congratulatory & Honorary (I0705); ANDERSON, JAMES R. (N3528)",Fraser,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR87
SB 19,783,Relating to liability in civil actions against municipal hospital authority contractors.,Hospitals (I0400); Special Districts & Authorities--Hospital (I0750); CONTRACTORS & SUBCONTRACTORS (S2563),Harris,,,,,,Administration,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SB19
SCR 2,783,Recognizing the General Motors Arlington Assembly Plant on the occasion of its 50th anniversary.,Resolutions--Congratulatory & Honorary (I0705); GENERAL MOTORS ARLINGTON ASSEMBLY PLANT (N3333),Harris,,Grusendorf,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SCR2
SR 15,783,Commending James K. Burnett for his service to the state.,"Resolutions--Congratulatory & Honorary (I0705); BURNETT, JAMES K. (N3274)",Harris,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR15
SR 30,783,"Amending the Rules of the Senate, 78th Legislature.",Legislature (I0520); Resolutions--Rules (I0660); SENATE (V0227),Harris,,,,,,Administration,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR30
SR 83,783,Congratulating Steve Robinson on his retirement as executive director of the Texas Youth Commission.,"Resolutions--Congratulatory & Honorary (I0705); ROBINSON, STEVE (N3317)",Harris,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR83
SR 27,783,Recognizing the Mayor's Office for People with Disabilities and the Houston Commission on Disabilities on the occasion of their 10th anniversary.,Resolutions--Congratulatory & Honorary (I0705); HOUSTON COMMISSION ON DISABILITIES (N3310); MAYOR'S OFFICE FOR PEOPLE WITH DISABILITIES (N3309),Gallegos,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR27
SB 27,783,Relating to the state's financing of foster care payments.,Family--General (I0354); Interim Studies (I0448); State Finances--Appropriations (I0746); FOSTER CARE (S0064),Hinojosa,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SB27
SR 18,783,In memory of William Kelley Looney of Edinburg.,"Resolutions--Memorial (I0710); LOONEY, WILLIAM KELLEY (N3175)",Hinojosa,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR18
SR 40,783,In memory of Hector R. Perez of Corpus Christi.,"Resolutions--Memorial (I0710); PEREZ, HECTOR R. (N3176)",Hinojosa,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR40
SR 42,783,In memory of John William Herrera of Corpus Christi.,"Resolutions--Memorial (I0710); HERRERA, JOHN WILLIAM (N3353)",Hinojosa,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR42
SR 60,783,Congratulating Elena Juarez of Alice on earning the title of Regional Teacher of the Year.,"Resolutions--Congratulatory & Honorary (I0705); JUAREZ, ELENA (N3413)",Hinojosa,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR60
SR 61,783,Congratulating Rosavel Mora of Alice on earning the title of Regional Teacher of the Year.,"Resolutions--Congratulatory & Honorary (I0705); MORA, ROSAVEL (N3414)",Hinojosa,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR61
SR 62,783,Congratulating Peggy Baldwin of McAllen on being selected as the Regional Elementary Teacher of the Year.,"Resolutions--Congratulatory & Honorary (I0705); BALDWIN, PEGGY (N3416)",Hinojosa,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR62
SB 25,783,Relating to certain projects under the Development Corporation Act of 1979.,Economic & Industrial Development--General (I0214); Environment--Solid Waste (I0330); DEVELOPMENT CORPORATION ACT OF 1979 (P0039),Jackson,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SB25
SB 26,783,"Relating to appropriating the fees collected by the Parks and Wildlife Department under House Bill No. 2470, Acts of the 78th Legislature, Regular Session, 2003.","Fees & Other Nontax Revenue--State (I0362); Parks & Wildlife--Licenses (I0565); SHRIMPING INDUSTRY (S0599); AGRICULTURE, DEPARTMENT OF (V0566); PARKS & WILDLIFE, DEPARTMENT OF (V0045)",Jackson,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SB26
SR 108,783,Commending the Bay Area Council Boy Scouts of America for its service to young men.,Resolutions--Congratulatory & Honorary (I0705); BAY AREA COUNCIL BOY SCOUTS OF AMERICA (N3305),Jackson,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR108
SB 20,783,Relating to the exemption from ad valorem taxation of medical center development property in certain populous counties.,Charitable & Nonprofit Organizations (I0055); Taxation--Property-Exemptions (I0793); MEDICAL CARE FACILITIES (S0455),Janek,"Ellis, Rodney",,,,,Administration,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SB20
SB 28,783,Relating to civil claims involving exposure to mineral dusts.,Civil Remedies & Liabilities (I0065); Health--Other Diseases & Medical Conditions (I0383); Tort Reform (I0816); ASBESTOS (S2791),Janek,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SB28
SB 3,783,Relating to the application of the sunset review process to certain rapid transit authorities.,Sunset Bills (I0772); Transportation--Mass Transit (I0823); SUNSET ADVISORY COMMISSION (V8389),Lindsay,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SB3
SB 6,783,Relating to certain appointments to the boards of metropolitan rapid transit authorities.,Special Districts & Authorities--Miscellaneous (I0770); Transportation--Mass Transit (I0823); Transportation--Miscellaneous (I0824),Lindsay,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SB6
SB 11,783,Relating to the enforcement of the collection of certain tolls.,County Government--Roads (I0099); Fees & Other Nontax Revenue--Local (I0361); Transportation--Miscellaneous (I0824); TOLL ROADS & TOLL BRIDGES (S1090),Lindsay,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SB11
SR 1,783,Commending Austin David Lorehn of Spring for achieving the rank of Eagle Scout.,"Resolutions--Congratulatory & Honorary (I0705); LOREHN, AUSTIN DAVID (N3186)",Lindsay,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR1
SR 2,783,Commending Nicholas John Christ of Houston for achieving the rank of Eagle Scout.,"Resolutions--Congratulatory & Honorary (I0705); CHRIST, NICHOLAS JOHN (N3194)",Lindsay,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR2
SR 3,783,Commending Todd Lewandowski of Houston for achieving the rank of Eagle Scout.,"Resolutions--Congratulatory & Honorary (I0705); LEWANDOWSKI, TODD (N3195)",Lindsay,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR3
SR 4,783,Commending Justin Mesina of Houston for achieving the rank of Eagle Scout.,"Resolutions--Congratulatory & Honorary (I0705); MESINA, JUSTIN (N3193)",Lindsay,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR4
SR 5,783,Commending Max E. Henry of Tomball for achieving the rank of Eagle Scout.,"Resolutions--Congratulatory & Honorary (I0705); HENRY, MAX E. (N3192)",Lindsay,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR5
SR 6,783,Commending Cameron LaVelle Cooley of Spring for achieving the rank of Eagle Scout.,"Resolutions--Congratulatory & Honorary (I0705); COOLEY, CAMERON LAVELLE (N3181)",Lindsay,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR6
SR 7,783,Commending Andrew Chartrand of Spring for achieving the rank of Eagle Scout.,"Resolutions--Congratulatory & Honorary (I0705); CHARTRAND, ANDREW (N3182)",Lindsay,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR7
SR 8,783,Commending Dustin Hoffart for achieving the rank of Eagle Scout.,"Resolutions--Congratulatory & Honorary (I0705); HOFFART, DUSTIN (N3233)",Lindsay,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR8
SR 9,783,Commending Brian E. Bohannon of Tomball for achieving the rank of Eagle Scout.,"Resolutions--Congratulatory & Honorary (I0705); BOHANNON, BRIAN E. (N3191)",Lindsay,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR9
SR 10,783,Commending Jonathan Vermillion for achieving the rank of Eagle Scout.,"Resolutions--Congratulatory & Honorary (I0705); VERMILLION, JONATHAN (N3234)",Lindsay,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR10
SR 11,783,Commending Zachary A. Kloss of Spring for achieving the rank of Eagle Scout.,"Resolutions--Congratulatory & Honorary (I0705); KLOSS, ZACHARY A. (N3235)",Lindsay,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR11
SR 12,783,Commending Cy-Fair College and the North Harris Montgomery Community College District for their service to their region.,NORTH HARRIS MONTGOMERY COMMUNITY COLLEGE DISTRICT (D0006); Resolutions--Congratulatory & Honorary (I0705); CY-FAIR COLLEGE (U0126),Lindsay,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR12
SR 127,783,Commending David Michael Abdullahad of Houston for achieving the rank of Eagle Scout.,"Resolutions--Congratulatory & Honorary (I0705); ABDULLAHAD, DAVID MICHAEL (N3645)",Lindsay,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR127
SR 128,783,Commending Christopher W. Peel of Tomball for achieving the rank of Eagle Scout.,"Resolutions--Congratulatory & Honorary (I0705); PEEL, CHRISTOPHER W. (N3646)",Lindsay,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR128
SR 129,783,Commending Ryan Micah Tabbert of Houston for achieving the rank of Eagle Scout.,"Resolutions--Congratulatory & Honorary (I0705); TABBERT, RYAN MICAH (N3647)",Lindsay,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR129
SB 10,783,"Relating to making an appropriation to the University of Texas Health Science Center at San Antonio for the purpose of supporting the Regional Academic Health Center and the Laredo Extension Campus, and making an appropriation to the University of Texas Health Science Center at Houston for the purpose of completing building construction of the Regional Academic Health Center at the University of Texas School of Public Health at the Brownsville Regional Campus.",Education--Higher--Health Institutions (I0237); Education--Higher--Institutions & Programs (I0223); State Finances--Appropriations (I0746); UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT HOUSTON (U0059); UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT SAN ANTONIO (U0028); REGIONAL ACADEMIC HEALTH CENTER (V0502),Lucio,Hinojosa; Zaffirini,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SB10
SR 54,783,Recognizing the City of Edcouch on the occasion of its 74th anniversary.,"EDCOUCH, CITY OF (G0295); Resolutions--Congratulatory & Honorary (I0705)",Lucio,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR54
SR 55,783,"Congratulating Brenda B. and Robert L. Watson, Jr., on the birth of their son, Nathan Robert Watson.","Resolutions--Congratulatory & Honorary (I0705); WATSON, BRENDA B. & ROBERT L., JR. (N3384); WATSON, NATHAN ROBERT (N3386)",Lucio,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR55
SR 59,783,In memory of Patricia A. Deal of Harlingen.,"Resolutions--Memorial (I0710); DEAL, PATRICIA A. (N3383)",Lucio,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR59
SR 66,783,"In memory of Jose Pulido, Sr., of Edinburg.","Resolutions--Memorial (I0710); PULIDO, JOSE, SR. (N3410)",Lucio,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR66
SR 67,783,In memory of Nella Jo Jennings of Brownsville.,"Resolutions--Memorial (I0710); JENNINGS, NELLA JO (N3411)",Lucio,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR67
SR 68,783,"In memory of Jose G. ""Joe"" Rivera, Jr., of Brownsville.","Resolutions--Memorial (I0710); RIVERA, JOSE G. ""JOE"", JR. (N3412)",Lucio,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR68
SR 69,783,"Commending Derrelene and Joseph V. LaMantia, Jr., and their family for their contributions to the people of the Rio Grande Valley.","Resolutions--Congratulatory & Honorary (I0705); LAMANTIA, DERRELENE & JOSEPH V., JR. (N3421)",Lucio,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR69
SR 70,783,Commending F. Neal and Gayle Runnels of McAllen for their contributions to their community.,"Resolutions--Congratulatory & Honorary (I0705); RUNNELS, F. NEAL & GAYLE (N3422)",Lucio,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=783&Bill=SR70
