bill_number,session,summary,keywords,authors,coauthors,sponsors,cosponsors,house_committee,hc_status,senate_committee,sc_status,bill_url
SB 23,821,"Relating to funding for basic civil legal services, indigent defense, and judicial technical support through certain fees and court costs and to the establishment of the judicial access and improvement account.","Courts--Administration (I0130); Courts--County & Statutory (I0115); Courts--Justice (I0110); Courts--Municipal (I0100); Electronic Information Systems (I0311); Fees & Other Nontax Revenue--State (I0362); State Finances--Appropriations (I0746); State Finances--Budget (I0747); State Finances--Management & Control (I0748); INDIGENT LEGAL SERVICES (S0598); COMPTROLLER OF PUBLIC ACCOUNTS (V2608); COURT ADMINISTRATION, OFFICE OF (V8690); SUPREME COURT (V0311)",Rodriguez,Carona; Ellis; Hinojosa; Wentworth; West,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=821&Bill=SB23
SB 32,821,Relating to requirements for reapportionment of congressional districts.,"Congress (I0085); Legislature (I0520); Redistricting (I0645); LEGISLATIVE COUNCIL, TEXAS (V0001)",Rodriguez,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=821&Bill=SB32
SJR 1,821,Proposing a constitutional amendment to establish certain principles and procedures for the drawing of congressional districts.,Congress (I0085); Legislature (I0520); Redistricting (I0645); Resolutions--Constitutional Amendments (I0661),Rodriguez,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=821&Bill=SJR1
SR 1,821,Recognizing Harmony School of Innovation in El Paso for its commitment to excellence.,HARMONY SCHOOL OF INNOVATION-EL PASO (E1123); Resolutions--Congratulatory & Honorary (I0705),Rodriguez,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=821&Bill=SR1
SR 2,821,Recognizing the Harmony Science Academy of El Paso for its commitment to excellence.,HARMONY SCIENCE ACADEMY-EL PASO (E1124); Resolutions--Congratulatory & Honorary (I0705),Rodriguez,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=821&Bill=SR2
SR 84,821,In memory of Nicholas P. Bellard.,"Resolutions--Memorial (I0710); BELLARD, NICHOLAS P. (NA154)",Rodriguez,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=821&Bill=SR84
SB 44,821,Relating to the cessation of operations of the Texas Windstorm Insurance Association and the provision of windstorm and hail insurance in the seacoast territory of this state.,"Coastal Affairs & Beaches (I0067); Financial--General (I0365); Insurance--General (I0445); Insurance--Insurers & Agents (I0425); Insurance--Property & Casualty (I0442); WINDSTORM DEVICES & INSURANCE (S0308); INSURANCE, COMMISSIONER OF (V0396); INSURANCE, TEXAS DEPARTMENT OF (V0006); WINDSTORM INSURANCE ASSOCIATION, TEXAS (V0508)",Fraser; Birdwell; Davis; Deuell; Ellis; Eltife; Estes; Gallegos; Harris; Nelson; Ogden; Patrick; Rodriguez; Seliger; Shapiro; Uresti; Van de Putte; Watson; Wentworth; Whitmire,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=821&Bill=SB44
SR 17,821,Recognizing Sarah Ann Frazier of Crawford for being named a National Merit Scholar.,"Resolutions--Congratulatory & Honorary (I0705); FRAZIER, SARAH ANN (NA012)",Birdwell,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=821&Bill=SR17
SR 27,821,Recognizing G. Stephen Howerton for his 30 years of service to the City of Ennis.,"Resolutions--Congratulatory & Honorary (I0705); HOWERTON, G. STEPHEN (NA036)",Birdwell,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=821&Bill=SR27
SR 40,821,Recognizing Sharron Miles on the occasion of her installation as a Rotary District Governor.,"Resolutions--Congratulatory & Honorary (I0705); MILES, SHARRON (NA084)",Birdwell,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=821&Bill=SR40
SR 80,821,Congratulating the Navarro College Bulldogs baseball team on winning the National Junior College Athletic Association Division I World Series championship.,NAVARRO COLLEGE (E0179); Resolutions--Congratulatory & Honorary (I0705),Birdwell,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=821&Bill=SR80
SB 9,821,Relating to the enforcement of state and federal laws governing immigration by certain governmental entities and the administration of certain documentation of citizenship status and other lawful admittance by the Department of Public Safety of the State of Texas.,"Aliens (I0032); City Government--General (I0060); County Government--General (I0096); Law Enforcement (I0510); Vehicles & Traffic--Driver's Licenses (I0840); IDENTIFICATION CARDS (S0074); IMMIGRATION LAW (S0674); PUBLIC SAFETY, DEPARTMENT OF (V0251)",Williams; Birdwell; Carona; Deuell; Duncan; Eltife; Estes; Fraser; Harris; Hegar; Huffman; Jackson; Nelson; Nichols; Ogden; Patrick; Seliger; Shapiro; Wentworth,,,,State Affairs,In committee,Transportation & Homeland Security,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=821&Bill=SB9
SB 3,821,Relating to the operation and name of the Texas Windstorm Insurance Association and to the resolution of certain disputes concerning claims made to that association; providing penalties.,"Financial--General (I0365); Insurance--General (I0445); Insurance--Insurers & Agents (I0425); Insurance--Property & Casualty (I0442); TEXAS COASTAL INSURANCE PLAN ACT (P0590); MEDIATION, DISPUTE RESOLUTION, & ARBITRATION (S8683); WINDSTORM DEVICES & INSURANCE (S0308); INSURANCE, COMMISSIONER OF (V0396); INSURANCE, TEXAS DEPARTMENT OF (V0006); PUBLIC FINANCE AUTHORITY, TEXAS (V8580); WINDSTORM INSURANCE ASSOCIATION, TEXAS (V0508)",Carona,,,,,,Business & Commerce,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=821&Bill=SB3
SCR 1,821,In memory of former Texas Senator John Nesbett Leedom.,"LEEDOM, JOHN NESBETT, SEN. (A0217); Resolutions--Memorial (I0710)",Carona,,"Jackson, Jim",,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=821&Bill=SCR1
SR 11,821,Recognizing June and John Rentmeester on the occasion of their 50th wedding anniversary.,"Resolutions--Congratulatory & Honorary (I0705); RENTMEESTER, JUNE & JOHN (N4780)",Carona,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=821&Bill=SR11
SR 34,821,Recognizing Barbara Adamson for her service with the Care Van Program.,"Resolutions--Congratulatory & Honorary (I0705); ADAMSON, BARBARA (NA058)",Carona,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=821&Bill=SR34
SR 113,821,"Suspending limitations on conference committee jurisdiction, H.B. No. 3.","Financial--General (I0365); Insurance--General (I0445); Insurance--Insurers & Agents (I0425); Insurance--Property & Casualty (I0442); Insurance--Reform (I0420); Resolutions--Conf. Comm. Reports (I0693); WINDSTORM DEVICES & INSURANCE (S0308); INSURANCE, COMMISSIONER OF (V0396); INSURANCE, TEXAS DEPARTMENT OF (V0006); PUBLIC FINANCE AUTHORITY, TEXAS (V8580); WINDSTORM INSURANCE ASSOCIATION, TEXAS (V0508)",Carona,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=821&Bill=SR113
SR 36,821,"Urging the government of Turkey to uphold and safeguard religious and human rights of all its citizens without compromise, to grant the Ecumenical Patriarch appropriate international recognition, ecclesiastical succession, and the right to train clergy of all nationalities, and to respect the property rights and human rights of the Ecumenical Patriarchate and all religious and faith traditions.","TURKEY, REPUBLIC OF (G0435); Resolutions--Legislative Policy (I0685); Resolutions--Miscellaneous (I0720); ECUMENICAL PATRIARCHATE (N9899)",Whitmire; Carona,Williams,,,,,Business & Commerce,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=821&Bill=SR36
SR 109,821,Recognizing Brad Bradley for his civic involvement.,"Resolutions--Congratulatory & Honorary (I0705); BRADLEY, BRAD (N1903)",Davis,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=821&Bill=SR109
SR 110,821,Recognizing the City of Crowley on the occasion of its 60th anniversary.,"CROWLEY, CITY OF (G0469); Resolutions--Congratulatory & Honorary (I0705)",Davis,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=821&Bill=SR110
SR 116,821,Recognizing the City of Fort Worth for being named an All-America City for the third time.,"FORT WORTH, CITY OF (G0011); Resolutions--Congratulatory & Honorary (I0705)",Davis,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=821&Bill=SR116
SB 36,821,Relating to eligibility for the tax reduction for certain high-cost gas.,Oil & Gas (I0545); Taxation--City (I0775); Taxation--Energy Resources (I0810); Taxation--Motor Fuels (I0809); COMPTROLLER OF PUBLIC ACCOUNTS (V2608); RAILROAD COMMISSION (V0089),Ellis; Davis; Lucio,Hinojosa; Rodriguez; Uresti,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=821&Bill=SB36
SB 37,821,Relating to the elimination of the tax exemption or reduction for certain high-cost gas.,Education--Primary & Secondary--Finance (I0250); Oil & Gas (I0545); State Finances--Budget (I0747); Taxation--Motor Fuels (I0809); COMPTROLLER OF PUBLIC ACCOUNTS (V2608),Ellis; Davis; Lucio,Hinojosa; Rodriguez; Uresti,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=821&Bill=SB37
SB 38,821,Relating to certain discounts and reimbursements allowed for payment of sales and use taxes and the allocation of certain revenue from those taxes.,Taxation--Sales (I0800); COMPTROLLER OF PUBLIC ACCOUNTS (V2608),Ellis; Davis; Lucio,Hinojosa; Rodriguez,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=821&Bill=SB38
SB 39,821,Relating to the appropriation of money from the economic stabilization fund to be used for public education during the next state fiscal biennium.,Education--Primary & Secondary--Finance (I0250); State Finances--Appropriations (I0746); State Finances--Management & Control (I0748); FOUNDATION SCHOOL PROGRAM (S0541),Ellis; Davis; Lucio,Hinojosa; Rodriguez; Uresti,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=821&Bill=SB39
