bill_number,session,chamber,action_date,action,comment,journal_page,order
SB 61,716,Senate,1990-06-06,Reported favorably w/o amendments,,43,6
SB 61,716,Senate,1990-06-06,Considered in public hearing,,,5
SB 61,716,Senate,1990-06-05,Posting rule suspended,,38,4
SB 61,716,Senate,1990-06-05,Referred to Economic Development,,26,3
SB 61,716,Senate,1990-06-05,Read first time,,26,2
SB 61,716,Senate,1990-06-05,Filed,,,1
SB 14,716,Senate,1990-06-05,Reported favorably w/o amendments,,24,7
SB 14,716,Senate,1990-06-05,Considered in public hearing,,,6
SB 14,716,Senate,1990-06-05,Posting rule suspended,,23,5
SB 14,716,Senate,1990-06-05,Scheduled for public hearing on  . . . . . .,,,4
SB 14,716,Senate,1990-06-04,Referred to Intergovernmental Relations,,3,3
SB 14,716,Senate,1990-06-04,Read first time,,3,2
SB 14,716,Senate,1990-06-04,Filed,,,1
SB 15,716,Senate,1990-06-04,Referred to Finance,,3,3
SB 15,716,Senate,1990-06-04,Read first time,,3,2
SB 15,716,Senate,1990-06-04,Filed,,,1
SB 16,716,Senate,1990-06-18,Effective immediately,,,37
SB 16,716,Senate,1990-06-18,Signed by the Governor,,132,36
SB 16,716,Senate,1990-06-07,Sent to the Governor,,130,35
SB 16,716,House,1990-06-07,Signed in the House,,105,34
SB 16,716,Senate,1990-06-07,Signed in the Senate,,128,33
SB 16,716,Senate,1990-06-06,House passage reported,,48,32
SB 16,716,House,1990-06-06,Sent to the Senate,,,31
SB 16,716,House,1990-06-06,Record vote,,86,30
SB 16,716,House,1990-06-06,Passed,,86,29
SB 16,716,House,1990-06-06,Read 3rd time,,86,28
SB 16,716,House,1990-06-06,Record vote,,82,27
SB 16,716,House,1990-06-06,Rules suspended,,82,26
SB 16,716,House,1990-06-06,Passed to 3rd reading,,58,25
SB 16,716,House,1990-06-06,Read 2nd time,,58,24
SB 16,716,House,1990-06-06,Placed on General State Calendar,,,23
SB 16,716,House,1990-06-06,1st Printing sent to Comm. on Cal.,,,22
SB 16,716,House,1990-06-05,Reported favorably w/o amendment(s),,92,21
SB 16,716,House,1990-06-05,Considered in formal meeting,,,20
SB 16,716,House,1990-06-05,Referred to State Affairs,,33,19
SB 16,716,House,1990-06-05,Read first time,,33,18
SB 16,716,House,1990-06-05,Received from the Senate,,31,17
SB 16,716,Senate,1990-06-05,Record vote,,30,16
SB 16,716,Senate,1990-06-05,Passed,,30,15
SB 16,716,Senate,1990-06-05,Read 3rd time,,30,14
SB 16,716,Senate,1990-06-05,Record vote,,30,13
SB 16,716,Senate,1990-06-05,Rules suspended,,30,12
SB 16,716,Senate,1990-06-05,Read 2nd time & passed to engrossment,,29,11
SB 16,716,Senate,1990-06-05,Rules suspended,,29,10
SB 16,716,Senate,1990-06-05,Reported favorably w/o amendments,,25,9
SB 16,716,Senate,1990-06-05,Testimony taken in committee,,,8
SB 16,716,Senate,1990-06-05,Considered in public hearing,,,7
SB 16,716,Senate,1990-06-05,Posting rule suspended,,23,6
SB 16,716,Senate,1990-06-05,Referred to State Affairs,,22,5
SB 16,716,Senate,1990-06-05,Rereferred to committee,,22,4
SB 16,716,Senate,1990-06-04,Referred to Education,,3,3
SB 16,716,Senate,1990-06-04,Read first time,,3,2
SB 16,716,Senate,1990-06-04,Filed,,,1
SB 17,716,Senate,1990-06-19,Effective in 90 days--9/6/90,,,37
SB 17,716,Senate,1990-06-19,Signed by the Governor,,132,36
SB 17,716,Senate,1990-06-08,Sent to the Governor,,131,35
SB 17,716,Senate,1990-06-07,Sent to the Comptroller,,130,34
SB 17,716,House,1990-06-07,Signed in the House,,105,33
SB 17,716,Senate,1990-06-07,Signed in Sen. Art III Sec 49a Tx Con,,128,32
SB 17,716,Senate,1990-06-06,House passage reported,,47,31
SB 17,716,House,1990-06-06,Sent to the Senate,,,30
SB 17,716,House,1990-06-06,Subject to Art. III Sec. 49a Tx Con.,,84,29
SB 17,716,House,1990-06-06,Record vote,,83,28
SB 17,716,House,1990-06-06,Passed,,83,27
SB 17,716,House,1990-06-06,Division of the question,,83,26
SB 17,716,House,1990-06-06,Read 3rd time,,83,25
SB 17,716,House,1990-06-06,Record vote,,82,24
SB 17,716,House,1990-06-06,Rules suspended,,82,23
SB 17,716,House,1990-06-06,Passed to 3rd reading,,58,22
SB 17,716,House,1990-06-06,Read 2nd time,,58,21
SB 17,716,House,1990-06-06,Placed on General State Calendar,,,20
SB 17,716,House,1990-06-06,1st Printing sent to Comm. on Cal.,,,19
SB 17,716,House,1990-06-05,Reported favorably w/o amendment(s),,92,18
SB 17,716,House,1990-06-05,Considered in formal meeting,,,17
SB 17,716,House,1990-06-05,Referred to State Affairs,,33,16
SB 17,716,House,1990-06-05,Read first time,,33,15
SB 17,716,House,1990-06-05,Received from the Senate,,32,14
SB 17,716,Senate,1990-06-05,Record vote,,30,13
SB 17,716,Senate,1990-06-05,Passed,,30,12
SB 17,716,Senate,1990-06-05,Read 3rd time,,30,11
SB 17,716,Senate,1990-06-05,Record vote,,30,10
SB 17,716,Senate,1990-06-05,Rules suspended,,30,9
SB 17,716,Senate,1990-06-05,Read 2nd time & passed to engrossment,,30,8
SB 17,716,Senate,1990-06-05,Rules suspended,,30,7
SB 17,716,Senate,1990-06-05,Reported favorably w/o amendments,,25,6
SB 17,716,Senate,1990-06-05,Considered in public hearing,,,5
SB 17,716,Senate,1990-06-05,Posting rule suspended,,23,4
SB 17,716,Senate,1990-06-04,Referred to Criminal Justice,,3,3
SB 17,716,Senate,1990-06-04,Read first time,,3,2
SB 17,716,Senate,1990-06-04,Filed,,,1
SB 18,716,Senate,1990-06-18,Effective immediately,,,38
SB 18,716,Senate,1990-06-18,Signed by the Governor,,132,37
SB 18,716,Senate,1990-06-07,Sent to the Governor,,130,36
SB 18,716,House,1990-06-07,Signed in the House,,105,35
SB 18,716,Senate,1990-06-07,Signed in the Senate,,128,34
SB 18,716,Senate,1990-06-06,House passage reported,,48,33
SB 18,716,House,1990-06-06,Sent to the Senate,,,32
SB 18,716,House,1990-06-06,Record vote,,86,31
SB 18,716,House,1990-06-06,Passed,,86,30
SB 18,716,House,1990-06-06,Read 3rd time,,86,29
SB 18,716,House,1990-06-06,Record vote,,82,28
SB 18,716,House,1990-06-06,Rules suspended,,82,27
SB 18,716,House,1990-06-06,Passed to 3rd reading,,59,26
SB 18,716,House,1990-06-06,Read 2nd time,,59,25
SB 18,716,House,1990-06-06,Placed on General State Calendar,,,24
SB 18,716,House,1990-06-06,1st Printing sent to Comm. on Cal.,,,23
SB 18,716,House,1990-06-05,Reported favorably w/o amendment(s),,92,22
SB 18,716,House,1990-06-05,Considered in formal meeting,,,21
SB 18,716,House,1990-06-05,Referred to State Affairs,,33,20
SB 18,716,House,1990-06-05,Read first time,,33,19
SB 18,716,House,1990-06-05,Received from the Senate,,32,18
SB 18,716,Senate,1990-06-05,Record vote,,32,17
SB 18,716,Senate,1990-06-05,Passed,,32,16
SB 18,716,Senate,1990-06-05,Read 3rd time,,32,15
SB 18,716,Senate,1990-06-05,Record vote,,32,14
SB 18,716,Senate,1990-06-05,Rules suspended,,32,13
SB 18,716,Senate,1990-06-05,Passed to engrossment as amended,,31,12
SB 18,716,Senate,1990-06-05,Amended,,31,11
SB 18,716,Senate,1990-06-05,Read second time,,31,10
SB 18,716,Senate,1990-06-05,Rules suspended,,31,9
SB 18,716,Senate,1990-06-05,Reported favorably w/o amendments,,24,8
SB 18,716,Senate,1990-06-05,Testimony taken in committee,,,7
SB 18,716,Senate,1990-06-05,Considered in public hearing,,,6
SB 18,716,Senate,1990-06-05,Posting rule suspended,,23,5
SB 18,716,Senate,1990-06-05,Scheduled for public hearing on  . . . . . .,,,4
SB 18,716,Senate,1990-06-04,Referred to Intergovernmental Relations,,3,3
SB 18,716,Senate,1990-06-04,Read first time,,3,2
SB 18,716,Senate,1990-06-04,Filed,,,1
SR 61,716,Senate,1990-06-07,Read & adopted,,130,1
SB 44,716,House,1990-06-06,Referred to State Affairs,,91,21
SB 44,716,House,1990-06-06,Read first time,,91,20
SB 44,716,House,1990-06-06,Received from the Senate,,90,19
SB 44,716,Senate,1990-06-06,Member vote recorded in Journal,,50,18
SB 44,716,Senate,1990-06-06,Passed,,50,17
SB 44,716,Senate,1990-06-06,Read 3rd time,,50,16
SB 44,716,Senate,1990-06-06,Record vote,,50,15
SB 44,716,Senate,1990-06-06,Rules suspended,,50,14
SB 44,716,Senate,1990-06-05,Reason for vote recorded in Journal,,31,13
SB 44,716,Senate,1990-06-05,Record vote,,31,12
SB 44,716,Senate,1990-06-05,Motion lost to consider on 3rd reading,,31,11
SB 44,716,Senate,1990-06-05,Record vote,,30,10
SB 44,716,Senate,1990-06-05,Read 2nd time & passed to engrossment,,30,9
SB 44,716,Senate,1990-06-05,Record vote,,30,8
SB 44,716,Senate,1990-06-05,Rules suspended,,30,7
SB 44,716,Senate,1990-06-05,Reported favorably w/o amendments,,24,6
SB 44,716,Senate,1990-06-05,Considered in public hearing,,,5
SB 44,716,Senate,1990-06-05,Posting rule suspended,,23,4
SB 44,716,Senate,1990-06-05,Referred to Administration,,14,3
SB 44,716,Senate,1990-06-05,Read first time,,14,2
SB 44,716,Senate,1990-06-05,Filed,,,1
SB 4,716,Senate,1990-06-05,Reported favorably w/o amendments,,24,8
SB 4,716,Senate,1990-06-05,Testimony taken in committee,,,7
SB 4,716,Senate,1990-06-05,Considered in public hearing,,,6
SB 4,716,Senate,1990-06-05,Posting rule suspended,,24,5
SB 4,716,Senate,1990-06-05,Scheduled for public hearing on  . . . . . .,,,4
SB 4,716,Senate,1990-06-04,Referred to Health & Human Services,,2,3
SB 4,716,Senate,1990-06-04,Read first time,,2,2
SB 4,716,Senate,1990-06-01,Filed,,,1
SB 11,716,Senate,1990-06-19,Effective immediately,,,40
SB 11,716,Senate,1990-06-19,Signed by the Governor,,132,39
SB 11,716,Senate,1990-06-08,Sent to the Governor,,131,38
SB 11,716,Senate,1990-06-07,Sent to the Comptroller,,130,37
SB 11,716,House,1990-06-07,Signed in the House,,105,36
SB 11,716,Senate,1990-06-07,Signed in Sen. Art III Sec 49a Tx Con,,128,35
SB 11,716,Senate,1990-06-06,House passage reported,,40,34
SB 11,716,House,1990-06-06,Sent to the Senate,,,33
SB 11,716,House,1990-06-06,Subject to Art. III Sec. 49a Tx Con.,,47,32
SB 11,716,House,1990-06-06,Record vote,,47,31
SB 11,716,House,1990-06-06,Passed,,47,30
