bill_number,session,chamber,action_date,action,comment,journal_page,order
SB 36,711,House,1989-07-10,Referred to Business & Commerce,,237,17
SB 36,711,House,1989-07-10,Read first time,,237,16
SB 36,711,House,1989-07-10,Received from the Senate,,234,15
SB 36,711,Senate,1989-07-07,Passed,,207,14
SB 36,711,Senate,1989-07-07,Read 3rd time,,207,13
SB 36,711,Senate,1989-07-07,Record vote,,207,12
SB 36,711,Senate,1989-07-07,Rules suspended,,207,11
SB 36,711,Senate,1989-07-07,Passed to engrossment as amended,,206,10
SB 36,711,Senate,1989-07-07,Amended,,206,9
SB 36,711,Senate,1989-07-07,Read second time,,206,8
SB 36,711,Senate,1989-07-07,Rules suspended,,206,7
SB 36,711,Senate,1989-06-28,Reported favorably w/amendments,,45,6
SB 36,711,Senate,1989-06-27,Considered in public hearing,,,5
SB 36,711,Senate,1989-06-27,Scheduled for public hearing on  . . . . . .,,,4
SB 36,711,Senate,1989-06-23,Referred to Economic Development,,21,3
SB 36,711,Senate,1989-06-23,Read first time,,21,2
SB 36,711,Senate,1989-06-22,Filed,,,1
SB 37,711,House,1989-07-07,Referred to Judicial Affairs,,223,16
SB 37,711,House,1989-07-07,Read first time,,223,15
SB 37,711,House,1989-07-07,Received from the Senate,,222,14
SB 37,711,Senate,1989-07-06,Record vote,,70,13
SB 37,711,Senate,1989-07-06,Passed,,70,12
SB 37,711,Senate,1989-07-06,Read 3rd time,,70,11
SB 37,711,Senate,1989-07-06,Record vote,,70,10
SB 37,711,Senate,1989-07-06,Rules suspended,,70,9
SB 37,711,Senate,1989-07-06,Read 2nd time & passed to engrossment,,70,8
SB 37,711,Senate,1989-07-06,Rules suspended,,70,7
SB 37,711,Senate,1989-07-05,Reported favorably w/o amendments,,50,6
SB 37,711,Senate,1989-06-28,Considered in public hearing,,,5
SB 37,711,Senate,1989-06-28,Scheduled for public hearing on  . . . . . .,,,4
SB 37,711,Senate,1989-06-23,Referred to Intergovernmental Relations,,21,3
SB 37,711,Senate,1989-06-23,Read first time,,21,2
SB 37,711,Senate,1989-06-23,Filed,,,1
SB 38,711,Senate,1989-06-23,Referred to Education,,21,3
SB 38,711,Senate,1989-06-23,Read first time,,21,2
SB 38,711,Senate,1989-06-23,Filed,,,1
SB 58,711,Senate,1989-07-11,Laid on table subj. to call in comm.,,,8
SB 58,711,Senate,1989-07-11,Considered in public hearing,,,7
SB 58,711,Senate,1989-07-11,Scheduled for public hearing on  . . . . . .,,,6
SB 58,711,Senate,1989-07-10,Meeting canceled,,,5
SB 58,711,Senate,1989-07-10,Scheduled for public hearing on  . . . . . .,,,4
SB 58,711,Senate,1989-06-28,Referred to Intergovernmental Relations,,46,3
SB 58,711,Senate,1989-06-28,Read first time,,46,2
SB 58,711,Senate,1989-06-28,Filed,,,1
SB 98,711,House,1989-07-18,1st Printing sent to Comm. on Cal.,,,19
SB 98,711,House,1989-07-17,Reported favorably w/o amendment(s),,371,18
SB 98,711,House,1989-07-17,Considered in formal meeting,,,17
SB 98,711,House,1989-07-16,Referred to Natural Resources,,353,16
SB 98,711,House,1989-07-16,Read first time,,353,15
SB 98,711,House,1989-07-16,Received from the Senate,,352,14
SB 98,711,Senate,1989-07-16,Record vote,,314,13
SB 98,711,Senate,1989-07-16,Passed,,314,12
SB 98,711,Senate,1989-07-16,Read 3rd time,,314,11
SB 98,711,Senate,1989-07-16,Record vote,,314,10
SB 98,711,Senate,1989-07-16,Rules suspended,,314,9
SB 98,711,Senate,1989-07-16,Read 2nd time & passed to engrossment,,314,8
SB 98,711,Senate,1989-07-16,Rules suspended,,314,7
SB 98,711,Senate,1989-07-13,Reported favorably w/o amendments,,282,6
SB 98,711,Senate,1989-07-13,Considered in public hearing,,,5
SB 98,711,Senate,1989-07-13,Scheduled for public hearing on  . . . . . .,,,4
SB 98,711,Senate,1989-07-11,Referred to Natural Resources,,244,3
SB 98,711,Senate,1989-07-11,Read first time,,244,2
SB 98,711,Senate,1989-07-11,Filed,,,1
SR 2,711,Senate,1989-06-20,Read & adopted,,8,1
SR 47,711,Senate,1989-06-27,Read & adopted,,43,1
SR 125,711,Senate,1989-07-10,Read & adopted,,242,1
SB 26,711,House,1989-07-13,Referred to Appropriations,,283,17
SB 26,711,House,1989-07-13,Read first time,,283,16
SB 26,711,House,1989-07-13,Received from the Senate,,278,15
SB 26,711,Senate,1989-07-12,Record vote,,268,14
SB 26,711,Senate,1989-07-12,Passed,,268,13
SB 26,711,Senate,1989-07-12,Read 3rd time,,268,12
SB 26,711,Senate,1989-07-12,Record vote,,268,11
SB 26,711,Senate,1989-07-12,Rules suspended,,268,10
SB 26,711,Senate,1989-07-12,Read 2nd time & passed to engrossment,,268,9
SB 26,711,Senate,1989-07-12,Rules suspended,,268,8
SB 26,711,Senate,1989-07-12,Reported favorably w/o amendments,,256,7
SB 26,711,Senate,1989-07-11,Testimony taken in committee,,,6
SB 26,711,Senate,1989-07-11,Considered in public hearing,,,5
SB 26,711,Senate,1989-07-11,Scheduled for public hearing on  . . . . . .,,,4
SB 26,711,Senate,1989-06-22,Referred to Finance,,13,3
SB 26,711,Senate,1989-06-22,Read first time,,13,2
SB 26,711,Senate,1989-06-22,Filed,,,1
SB 54,711,House,1989-07-12,Referred to Public Safety,,270,18
SB 54,711,House,1989-07-12,Read first time,,270,17
SB 54,711,House,1989-07-12,Received from the Senate,,266,16
SB 54,711,Senate,1989-07-11,Record vote,,253,15
SB 54,711,Senate,1989-07-11,Passed,,253,14
SB 54,711,Senate,1989-07-11,Read 3rd time,,253,13
SB 54,711,Senate,1989-07-11,Record vote,,253,12
SB 54,711,Senate,1989-07-11,Rules suspended,,253,11
SB 54,711,Senate,1989-07-11,Passed to engrossment as amended,,252,10
SB 54,711,Senate,1989-07-11,Amended,,252,9
SB 54,711,Senate,1989-07-11,Read second time,,252,8
SB 54,711,Senate,1989-07-11,Rules suspended,,252,7
SB 54,711,Senate,1989-07-06,Reported favorably w/o amendments,,61,6
