bill_number,session,chamber,action_date,action,comment,journal_page,order
SB 1,884,Senate,2023-11-07,Read first time,,3,3
SB 1,884,Senate,2023-11-07,Filed,,,2
SB 1,884,Senate,2023-11-07,Received by the Secretary of the Senate,,,1
SB 2,884,House,2023-11-10,"Referred to Educational Opportunity & Enrichment, Select",,,39
SB 2,884,House,2023-11-10,Read first time,,7,38
SB 2,884,House,2023-11-10,Received from the Senate,,7,37
SB 2,884,Senate,2023-11-09,Reported engrossed,,38,36
SB 2,884,Senate,2023-11-09,Record vote,,18,35
SB 2,884,Senate,2023-11-09,Passed,,18,34
SB 2,884,Senate,2023-11-09,Read 3rd time,,18,33
SB 2,884,Senate,2023-11-09,Record vote,,18,32
SB 2,884,Senate,2023-11-09,Three day rule suspended,,18,31
SB 2,884,Senate,2023-11-09,Record vote,,18,30
SB 2,884,Senate,2023-11-09,Passed to engrossment,,18,29
SB 2,884,Senate,2023-11-09,Record vote,,18,28
SB 2,884,Senate,2023-11-09,Amendment fails of adoption,,18,27
SB 2,884,Senate,2023-11-09,Amendment(s) offered,FA5 Menéndez,14,26
SB 2,884,Senate,2023-11-09,Amendment withdrawn,,14,25
SB 2,884,Senate,2023-11-09,Amendment(s) offered,FA4 Perry,14,24
SB 2,884,Senate,2023-11-09,Amendment withdrawn,,13,23
SB 2,884,Senate,2023-11-09,Amendment(s) offered,FA3 Perry,13,22
SB 2,884,Senate,2023-11-09,Record vote,,13,21
SB 2,884,Senate,2023-11-09,Amendment fails of adoption,FA1 Eckhardt,13,20
SB 2,884,Senate,2023-11-09,Record vote,,13,19
SB 2,884,Senate,2023-11-09,Amendment to amendment fails of adoption,,13,18
SB 2,884,Senate,2023-11-09,Amendment to amendment offered,FA2 Eckhardt,13,17
SB 2,884,Senate,2023-11-09,Amendment(s) offered,FA1 Eckhardt,12,16
SB 2,884,Senate,2023-11-09,Read 2nd time,,12,15
SB 2,884,Senate,2023-11-09,Laid before the Senate,,12,14
SB 2,884,Senate,2023-11-09,Ordered not printed,,8,13
SB 2,884,Senate,2023-11-09,Printing rule suspended,,8,12
SB 2,884,Senate,2023-11-09,Record vote,,7,11
SB 2,884,Senate,2023-11-09,Rules suspended,,7,10
SB 2,884,Senate,2023-11-09,Reported favorably w/o amendments,,38,9
SB 2,884,Senate,2023-11-09,Vote taken in committee,,,8
SB 2,884,Senate,2023-11-09,Considered in public hearing,,,7
SB 2,884,Senate,2023-11-09,Scheduled for public hearing on  . . .,,,6
SB 2,884,Senate,2023-11-09,Co-author authorized,,37,5
SB 2,884,Senate,2023-11-07,Referred to Finance,,3,4
SB 2,884,Senate,2023-11-07,Read first time,,3,3
SB 2,884,Senate,2023-11-07,Filed,,,2
SB 2,884,Senate,2023-11-07,Received by the Secretary of the Senate,,,1
SR 34,884,Senate,2023-11-27,Reported enrolled,,60,3
SR 34,884,Senate,2023-11-27,Read & adopted,,59,2
SR 34,884,Senate,2023-11-27,Received by the Secretary of the Senate,,,1
SR 84,884,Senate,2023-12-05,Reported enrolled,,79,3
SR 84,884,Senate,2023-12-05,Read & adopted,,78,2
SR 84,884,Senate,2023-12-05,Received by the Secretary of the Senate,,,1
SB 4,884,Executive,2023-12-18,Effective on . . . . . . . . . . . . . . .,"March 5, 2024",,147
SB 4,884,Executive,2023-12-18,Signed by the Governor,,,146
SB 4,884,Executive,2023-11-27,Sent to the Governor,,60,145
SB 4,884,House,2023-11-27,Signed in the House,,110,144
SB 4,884,Senate,2023-11-21,Signed in the Senate,,57,143
SB 4,884,Senate,2023-11-16,Reported enrolled,,54,142
SB 4,884,Senate,2023-11-16,House passage reported,,41,141
SB 4,884,House,2023-11-14,Reason for vote recorded in Journal,,76,140
SB 4,884,House,2023-11-14,Statement(s) of vote recorded in Journal,,76,139
SB 4,884,House,2023-11-14,Record vote,RV#48,75,138
SB 4,884,House,2023-11-14,Passed,,75,137
SB 4,884,House,2023-11-14,Record vote,RV#47,68,136
SB 4,884,House,2023-11-14,Amendment fails of adoption,10-Walle,66,135
SB 4,884,House,2023-11-14,Record vote,RV#46,66,134
SB 4,884,House,2023-11-14,Amendment fails of adoption,9-Bryant,63,133
SB 4,884,House,2023-11-14,Record vote,RV#45,63,132
SB 4,884,House,2023-11-14,Amendment fails of adoption,8-J. Jones,61,131
SB 4,884,House,2023-11-14,Statement(s) of vote recorded in Journal,,60,130
SB 4,884,House,2023-11-14,Record vote,RV#44,60,129
SB 4,884,House,2023-11-14,Amendment fails of adoption,7-Turner,58,128
SB 4,884,House,2023-11-14,Record vote,RV#43,58,127
SB 4,884,House,2023-11-14,Amendment fails of adoption,6-Ramos,56,126
SB 4,884,House,2023-11-14,Record vote,RV#42,56,125
SB 4,884,House,2023-11-14,Amendment fails of adoption,5-Bhojani,55,124
SB 4,884,House,2023-11-14,Statement(s) of vote recorded in Journal,,54,123
SB 4,884,House,2023-11-14,Record vote,RV#41,54,122
SB 4,884,House,2023-11-14,Amendment fails of adoption,"4-T. King, Raymond, E. Morales, Romero, Ordaz, Guillen, and J. Lopez",52,121
SB 4,884,House,2023-11-14,Statement(s) of vote recorded in Journal,,52,120
SB 4,884,House,2023-11-14,Record vote,RV#40,52,119
SB 4,884,House,2023-11-14,Amendment fails of adoption,3-Ordaz,51,118
SB 4,884,House,2023-11-14,Record vote,RV#39,51,117
SB 4,884,House,2023-11-14,Amendment fails of adoption,2-Walle,50,116
SB 4,884,House,2023-11-14,Record vote,RV#38,49,115
SB 4,884,House,2023-11-14,Amendment fails of adoption,1-Ortega,48,114
SB 4,884,House,2023-11-14,Read 3rd time,,48,113
SB 4,884,House,2023-11-14,Statement(s) of vote recorded in Journal,,44,112
SB 4,884,House,2023-11-14,Record vote,RV#35,43,111
SB 4,884,House,2023-11-14,Passed to 3rd reading,,43,110
SB 4,884,House,2023-11-14,Record vote,RV#34,42,109
SB 4,884,House,2023-11-14,Motion prevails,,42,108
SB 4,884,House,2023-11-14,Motion for the previous question,,42,107
SB 4,884,House,2023-11-14,Record vote,RV#33,42,106
SB 4,884,House,2023-11-14,Amendment fails of adoption,14-Howard and M. González,41,105
SB 4,884,House,2023-11-14,Statement(s) of vote recorded in Journal,,41,104
SB 4,884,House,2023-11-14,Record vote,RV#32,40,103
SB 4,884,House,2023-11-14,Amendment fails of adoption,13-Wu,40,102
SB 4,884,House,2023-11-14,Record vote,RV#31,40,101
SB 4,884,House,2023-11-14,Amendment fails of adoption,12-Goodwin,39,100
SB 4,884,House,2023-11-14,Statement(s) of vote recorded in Journal,,39,99
SB 4,884,House,2023-11-14,Record vote,RV#30,39,98
SB 4,884,House,2023-11-14,Amendment fails of adoption,11-Hernandez,39,97
SB 4,884,House,2023-11-14,Record vote,RV#29,38,96
SB 4,884,House,2023-11-14,Amendment fails of adoption,10-Perez,38,95
SB 4,884,House,2023-11-14,Statement(s) of vote recorded in Journal,,38,94
SB 4,884,House,2023-11-14,Record vote,RV#28,37,93
SB 4,884,House,2023-11-14,Amendment fails of adoption,9-A. Johnson,37,92
SB 4,884,House,2023-11-14,Statement(s) of vote recorded in Journal,,37,91
SB 4,884,House,2023-11-14,Record vote,RV#27,36,90
SB 4,884,House,2023-11-14,Amendment fails of adoption,8-A. Johnson,36,89
SB 4,884,House,2023-11-14,Record vote,RV#26,36,88
SB 4,884,House,2023-11-14,Amendment fails of adoption,7-A. Johnson,36,87
SB 4,884,House,2023-11-14,Record vote,RV#25,35,86
SB 4,884,House,2023-11-14,Amendment fails of adoption,6-Morales Shaw,34,85
SB 4,884,House,2023-11-14,Record vote,RV#23,34,84
SB 4,884,House,2023-11-14,Amendment fails of adoption,5-A. Johnson,31,83
SB 4,884,House,2023-11-14,Record vote,RV#19,31,82
SB 4,884,House,2023-11-14,Amendment fails of adoption,4-Garcia,29,81
SB 4,884,House,2023-11-14,Record vote,RV#16,29,80
SB 4,884,House,2023-11-14,Amendment fails of adoption,3-Moody,27,79
SB 4,884,House,2023-11-14,Record vote,RV#13,27,78
SB 4,884,House,2023-11-14,Amendment fails of adoption,2-Moody,25,77
SB 4,884,House,2023-11-14,Record vote,RV#10,24,76
SB 4,884,House,2023-11-14,Amendment fails of adoption,1-Neave Criado,24,75
SB 4,884,House,2023-11-14,Read 2nd time,,24,74
SB 4,884,House,2023-11-14,Placed on General State Calendar,,,73
SB 4,884,House,2023-11-13,Considered in Calendars,,,72
SB 4,884,House,2023-11-13,Committee report sent to Calendars,,,71
SB 4,884,House,2023-11-11,Committee report distributed,,,70
SB 4,884,House,2023-11-10,Comte report filed with Committee Coordinator,,11,69
SB 4,884,House,2023-11-10,Reported favorably w/o amendment(s),,,68
SB 4,884,House,2023-11-10,Considered in formal meeting,,,67
SB 4,884,House,2023-11-10,Referred to State Affairs,,7,66
SB 4,884,House,2023-11-10,Read first time,,7,65
SB 4,884,House,2023-11-10,Received from the Senate,,8,64
SB 4,884,Senate,2023-11-09,Reported engrossed,,38,63
SB 4,884,Senate,2023-11-09,Remarks ordered printed,,37,62
SB 4,884,Senate,2023-11-09,Record vote,,37,61
SB 4,884,Senate,2023-11-09,Passed,,37,60
SB 4,884,Senate,2023-11-09,Read 3rd time,,37,59
SB 4,884,Senate,2023-11-09,Record vote,,31,58
SB 4,884,Senate,2023-11-09,Passed to engrossment as amended,,31,57
SB 4,884,Senate,2023-11-09,Remarks ordered printed,,32,56
SB 4,884,Senate,2023-11-09,Record vote,,31,55
SB 4,884,Senate,2023-11-09,Amendment fails of adoption,,31,54
SB 4,884,Senate,2023-11-09,Amendment(s) offered,FA13 Eckhardt,31,53
SB 4,884,Senate,2023-11-09,Record vote,,31,52
SB 4,884,Senate,2023-11-09,Amendment fails of adoption,,31,51
SB 4,884,Senate,2023-11-09,Amendment(s) offered,FA12 Menéndez,30,50
SB 4,884,Senate,2023-11-09,Record vote,,30,49
SB 4,884,Senate,2023-11-09,Amendment fails of adoption,,30,48
SB 4,884,Senate,2023-11-09,Amendment(s) offered,FA11 Eckhardt,29,47
SB 4,884,Senate,2023-11-09,Record vote,,29,46
SB 4,884,Senate,2023-11-09,Amendment fails of adoption,,29,45
SB 4,884,Senate,2023-11-09,Amendment(s) offered,FA10 Zaffirini,29,44
SB 4,884,Senate,2023-11-09,Record vote,,29,43
SB 4,884,Senate,2023-11-09,Amendment fails of adoption,,29,42
SB 4,884,Senate,2023-11-09,Amendment(s) offered,FA9 Menéndez,28,41
SB 4,884,Senate,2023-11-09,Record vote,,28,40
SB 4,884,Senate,2023-11-09,Amendment fails of adoption,,28,39
SB 4,884,Senate,2023-11-09,Amendment(s) offered,FA8 Hinojosa,28,38
SB 4,884,Senate,2023-11-09,Record vote,,28,37
SB 4,884,Senate,2023-11-09,Amendment fails of adoption,,28,36
SB 4,884,Senate,2023-11-09,Amendment(s) offered,FA7 Zaffirini,27,35
SB 4,884,Senate,2023-11-09,Record vote,,27,34
SB 4,884,Senate,2023-11-09,Amendment fails of adoption,,27,33
SB 4,884,Senate,2023-11-09,Amendment(s) offered,FA6 Menéndez,27,32
SB 4,884,Senate,2023-11-09,Record vote,,27,31
SB 4,884,Senate,2023-11-09,Amendment fails of adoption,,27,30
SB 4,884,Senate,2023-11-09,Amendment(s) offered,FA5 Blanco,26,29
SB 4,884,Senate,2023-11-09,Record vote,,26,28
SB 4,884,Senate,2023-11-09,Amendment fails of adoption,,26,27
SB 4,884,Senate,2023-11-09,Amendment(s) offered,FA4 Hinojosa,26,26
SB 4,884,Senate,2023-11-09,Record vote,,25,25
SB 4,884,Senate,2023-11-09,Amendment fails of adoption,,25,24
SB 4,884,Senate,2023-11-09,Amendment(s) offered,FA3 Hinojosa,25,23
SB 4,884,Senate,2023-11-09,Record vote,,25,22
SB 4,884,Senate,2023-11-09,Amendment fails of adoption,,25,21
SB 4,884,Senate,2023-11-09,Amendment(s) offered,FA2 Blanco,25,20
SB 4,884,Senate,2023-11-09,Vote recorded in Journal,,24,19
SB 4,884,Senate,2023-11-09,Amended,,24,18
SB 4,884,Senate,2023-11-09,Amendment(s) offered,FA1 Perry,23,17
SB 4,884,Senate,2023-11-09,Read 2nd time,,23,16
SB 4,884,Senate,2023-11-09,Laid before the Senate,,23,15
SB 4,884,Senate,2023-11-09,Ordered not printed,,8,14
SB 4,884,Senate,2023-11-09,Printing rule suspended,,8,13
SB 4,884,Senate,2023-11-09,Record vote,,7,12
SB 4,884,Senate,2023-11-09,Rules suspended,,7,11
SB 4,884,Senate,2023-11-09,Reported favorably w/o amendments,,38,10
SB 4,884,Senate,2023-11-09,Vote taken in committee,,,9
SB 4,884,Senate,2023-11-09,Testimony taken in committee,,,8
SB 4,884,Senate,2023-11-09,Considered in public hearing,,,7
SB 4,884,Senate,2023-11-09,Scheduled for public hearing on  . . .,,,6
SB 4,884,Senate,2023-11-09,Co-author authorized,,38,5
SB 4,884,Senate,2023-11-07,Referred to State Affairs,,3,4
SB 4,884,Senate,2023-11-07,Read first time,,3,3
SB 4,884,Senate,2023-11-07,Filed,,,2
SB 4,884,Senate,2023-11-07,Received by the Secretary of the Senate,,,1
SR 69,884,Senate,2023-12-01,Printed in full,,71,6
SR 69,884,Senate,2023-12-01,Reported enrolled,,68,5
SR 69,884,Senate,2023-12-01,Adopted,,66,4
SR 69,884,Senate,2023-12-01,Read,,66,3
SR 69,884,Senate,2023-12-01,Filed,,,2
SR 69,884,Senate,2023-12-01,Received by the Secretary of the Senate,,,1
SCR 6,884,Executive,2023-12-18,Signed by the Governor,,,12
SCR 6,884,Executive,2023-12-05,Sent to the Governor,,79,11
SCR 6,884,House,2023-12-05,Signed in the House,,110,10
SCR 6,884,Senate,2023-12-05,Signed in the Senate,,78,9
SCR 6,884,Senate,2023-12-05,Reported enrolled,,79,8
SCR 6,884,Senate,2023-12-05,House passage reported,,77,7
SCR 6,884,House,2023-12-05,Adopted,,108,6
SCR 6,884,House,2023-12-05,Rules suspended,,108,5
SCR 6,884,House,2023-11-17,Received from the Senate,,100,4
SCR 6,884,Senate,2023-11-16,Read & adopted,,53,3
SCR 6,884,Senate,2023-11-15,Filed,,,2
SCR 6,884,Senate,2023-11-15,Received by the Secretary of the Senate,,,1
SB 46,884,Senate,2023-12-01,Filed,,,2
SB 46,884,Senate,2023-12-01,Received by the Secretary of the Senate,,,1
SB 33,884,Senate,2023-11-13,Filed,,,2
SB 33,884,Senate,2023-11-13,Received by the Secretary of the Senate,,,1
SB 38,884,Senate,2023-11-14,Filed,,,2
SB 38,884,Senate,2023-11-14,Received by the Secretary of the Senate,,,1
SCR 2,884,Senate,2023-11-13,Filed,,,2
SCR 2,884,Senate,2023-11-13,Received by the Secretary of the Senate,,,1
SB 22,884,Senate,2023-11-08,Filed,,,2
SB 22,884,Senate,2023-11-08,Received by the Secretary of the Senate,,,1
SB 37,884,Senate,2023-11-14,Filed,,,2
SB 37,884,Senate,2023-11-14,Received by the Secretary of the Senate,,,1
SB 39,884,Senate,2023-11-14,Filed,,,2
SB 39,884,Senate,2023-11-14,Received by the Secretary of the Senate,,,1
SB 40,884,Senate,2023-11-14,Filed,,,2
SB 40,884,Senate,2023-11-14,Received by the Secretary of the Senate,,,1
SR 61,884,Senate,2023-11-30,Reported enrolled,,63,3
SR 61,884,Senate,2023-11-30,Read & adopted,,62,2
SR 61,884,Senate,2023-11-29,Received by the Secretary of the Senate,,,1
SR 85,884,Senate,2023-12-05,Reported enrolled,,79,3
SR 85,884,Senate,2023-12-05,Read & adopted,,78,2
SR 85,884,Senate,2023-12-05,Received by the Secretary of the Senate,,,1
SB 6,884,House,2023-12-05,Received from the Senate,,112,22
SB 6,884,Senate,2023-12-01,Reported engrossed,,75,21
SB 6,884,Senate,2023-12-01,Record vote,,75,20
SB 6,884,Senate,2023-12-01,Passed,,75,19
SB 6,884,Senate,2023-12-01,Read 3rd time,,75,18
SB 6,884,Senate,2023-12-01,Record vote,,75,17
SB 6,884,Senate,2023-12-01,Three day rule suspended,,75,16
SB 6,884,Senate,2023-12-01,Vote recorded in Journal,,75,15
SB 6,884,Senate,2023-12-01,Read 2nd time & passed to engrossment,,75,14
SB 6,884,Senate,2023-12-01,Laid before the Senate,,75,13
SB 6,884,Senate,2023-12-01,Ordered not printed,,74,12
SB 6,884,Senate,2023-12-01,Printing rule suspended,,74,11
SB 6,884,Senate,2023-12-01,Reported favorably w/o amendments,,68,10
SB 6,884,Senate,2023-12-01,Vote taken in committee,,,9
SB 6,884,Senate,2023-12-01,Considered in public hearing,,,8
SB 6,884,Senate,2023-12-01,Scheduled for public hearing on  . . .,,,7
SB 6,884,Senate,2023-12-01,Posting rule suspended,,67,6
SB 6,884,Senate,2023-12-01,Referred to Jurisprudence,,67,5
SB 6,884,Senate,2023-12-01,Read first time,,67,4
SB 6,884,Senate,2023-12-01,Co-author authorized,,75,3
SB 6,884,Senate,2023-12-01,Filed,,,2
SB 6,884,Senate,2023-12-01,Received by the Secretary of the Senate,,,1
SB 34,884,Senate,2023-11-13,Filed,,,2
SB 34,884,Senate,2023-11-13,Received by the Secretary of the Senate,,,1
SB 35,884,Senate,2023-11-13,Filed,,,2
SB 35,884,Senate,2023-11-13,Received by the Secretary of the Senate,,,1
SB 36,884,Senate,2023-11-13,Filed,,,2
SB 36,884,Senate,2023-11-13,Received by the Secretary of the Senate,,,1
SCR 9,884,House,2023-12-05,Received from the Senate,,112,4
SCR 9,884,Senate,2023-12-05,Read & adopted,,78,3
SCR 9,884,Senate,2023-12-04,Filed,,,2
SCR 9,884,Senate,2023-12-04,Received by the Secretary of the Senate,,,1
SR 16,884,Senate,2023-11-16,Reported enrolled,,54,3
SR 16,884,Senate,2023-11-16,Read & adopted,,53,2
SR 16,884,Senate,2023-11-13,Received by the Secretary of the Senate,,,1
SR 29,884,Senate,2023-11-21,Reported enrolled,,58,3
SR 29,884,Senate,2023-11-21,Read & adopted,,57,2
SR 29,884,Senate,2023-11-20,Received by the Secretary of the Senate,,,1
SR 30,884,Senate,2023-11-21,Reported enrolled,,58,3
SR 30,884,Senate,2023-11-21,Read & adopted,,57,2
SR 30,884,Senate,2023-11-20,Received by the Secretary of the Senate,,,1
SR 31,884,Senate,2023-11-21,Reported enrolled,,58,3
SR 31,884,Senate,2023-11-21,Read & adopted,,57,2
SR 31,884,Senate,2023-11-20,Received by the Secretary of the Senate,,,1
SR 33,884,Senate,2023-11-21,Reported enrolled,,58,3
SR 33,884,Senate,2023-11-21,Read & adopted,,57,2
SR 33,884,Senate,2023-11-21,Received by the Secretary of the Senate,,,1
SR 40,884,Senate,2023-11-30,Reported enrolled,,63,3
SR 40,884,Senate,2023-11-30,Read & adopted,,61,2
SR 40,884,Senate,2023-11-28,Received by the Secretary of the Senate,,,1
SR 42,884,Senate,2023-11-30,Reported enrolled,,63,3
SR 42,884,Senate,2023-11-30,Read & adopted,,61,2
SR 42,884,Senate,2023-11-28,Received by the Secretary of the Senate,,,1
SR 51,884,Senate,2023-11-30,Reported enrolled,,63,3
SR 51,884,Senate,2023-11-30,Read & adopted,,61,2
SR 51,884,Senate,2023-11-28,Received by the Secretary of the Senate,,,1
SR 52,884,Senate,2023-11-30,Reported enrolled,,63,3
SR 52,884,Senate,2023-11-30,Read & adopted,,61,2
SR 52,884,Senate,2023-11-28,Received by the Secretary of the Senate,,,1
SR 53,884,Senate,2023-11-30,Reported enrolled,,63,3
SR 53,884,Senate,2023-11-30,Read & adopted,,61,2
SR 53,884,Senate,2023-11-28,Received by the Secretary of the Senate,,,1
SR 54,884,Senate,2023-11-30,Reported enrolled,,63,3
SR 54,884,Senate,2023-11-30,Read & adopted,,61,2
SR 54,884,Senate,2023-11-28,Received by the Secretary of the Senate,,,1
SR 58,884,Senate,2023-11-30,Reported enrolled,,63,3
SR 58,884,Senate,2023-11-30,Read & adopted,,61,2
SR 58,884,Senate,2023-11-29,Received by the Secretary of the Senate,,,1
SR 59,884,Senate,2023-11-30,Reported enrolled,,63,3
SR 59,884,Senate,2023-11-30,Read & adopted,,61,2
SR 59,884,Senate,2023-11-29,Received by the Secretary of the Senate,,,1
SR 60,884,Senate,2023-11-30,Reported enrolled,,63,3
SR 60,884,Senate,2023-11-30,Read & adopted,,62,2
SR 60,884,Senate,2023-11-29,Received by the Secretary of the Senate,,,1
SR 71,884,Senate,2023-12-05,Reported enrolled,,79,3
SR 71,884,Senate,2023-12-05,Read & adopted,,78,2
SR 71,884,Senate,2023-12-04,Received by the Secretary of the Senate,,,1
SR 72,884,Senate,2023-12-05,Reported enrolled,,79,3
SR 72,884,Senate,2023-12-05,Read & adopted,,78,2
SR 72,884,Senate,2023-12-04,Received by the Secretary of the Senate,,,1
SR 73,884,Senate,2023-12-05,Reported enrolled,,79,3
SR 73,884,Senate,2023-12-05,Read & adopted,,78,2
SR 73,884,Senate,2023-12-04,Received by the Secretary of the Senate,,,1
SR 79,884,Senate,2023-12-05,Reported enrolled,,79,3
SR 79,884,Senate,2023-12-05,Read & adopted,,78,2
SR 79,884,Senate,2023-12-05,Received by the Secretary of the Senate,,,1
SR 80,884,Senate,2023-12-05,Reported enrolled,,79,3
SR 80,884,Senate,2023-12-05,Read & adopted,,78,2
SR 80,884,Senate,2023-12-05,Received by the Secretary of the Senate,,,1
SR 81,884,Senate,2023-12-05,Reported enrolled,,79,3
SR 81,884,Senate,2023-12-05,Read & adopted,,78,2
SR 81,884,Senate,2023-12-05,Received by the Secretary of the Senate,,,1
SR 82,884,Senate,2023-12-05,Reported enrolled,,79,3
SR 82,884,Senate,2023-12-05,Read & adopted,,78,2
SR 82,884,Senate,2023-12-05,Received by the Secretary of the Senate,,,1
SR 70,884,Senate,2023-12-01,Reported enrolled,,68,3
SR 70,884,Senate,2023-12-01,Read & adopted,,67,2
SR 70,884,Senate,2023-12-01,Received by the Secretary of the Senate,,,1
SR 8,884,Senate,2023-11-09,Reported enrolled,,38,3
SR 8,884,Senate,2023-11-09,Read & adopted,,32,2
SR 8,884,Senate,2023-11-09,Received by the Secretary of the Senate,,,1
SR 9,884,Senate,2023-11-09,Reported enrolled,,38,3
SR 9,884,Senate,2023-11-09,Read & adopted,,32,2
SR 9,884,Senate,2023-11-09,Received by the Secretary of the Senate,,,1
SR 10,884,Senate,2023-11-09,Reported enrolled,,38,3
SR 10,884,Senate,2023-11-09,Read & adopted,,32,2
