bill_number,session,summary,keywords,authors,coauthors,sponsors,cosponsors,house_committee,hc_status,senate_committee,sc_status,bill_url
SB 25,871,Relating to procedures for early voting by mail or voting by mail.,Disaster Preparedness & Relief (I0211); Elections--Administration (I0277); Elections--Early Voting (I0260); Governor (I0375); Political Subdivisions (I0588),Campbell,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=871&Bill=SB25
SB 59,871,Relating to installment payments of ad valorem taxes imposed on residence homesteads in certain counties.,Property Interests--Homestead (I0616); Taxation--Property-Assessment & Collection (I0798); Taxation--Property-Exemptions (I0793),Campbell,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=871&Bill=SB59
SB 60,871,Relating to prohibited logistical support by a governmental entity for procurement of an abortion or the services of an abortion provider.,Abortion (I0005); HEALTH & HUMAN SERVICES COMMISSION (V0177),Campbell,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=871&Bill=SB60
SR 9,871,In memory of Robert Ramirez.,"Resolutions--Memorial (I0710); RAMIREZ, ROBERT (NL3TK)",Springer; Campbell; Nelson,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=871&Bill=SR9
SCR 3,871,"Designating the city of Florence, home of the Gault Archaeological Site, as the oldest community in Texas for a 10-year period beginning in 2021.","FLORENCE, CITY OF (GZ4WG); Resolutions--Official Designations--Miscellaneous (I0719); OLDEST COMMUNITY IN TEXAS (ND6CG)",Schwertner,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=871&Bill=SCR3
SR 5,871,Recognizing James Leman for his interest in Texas history.,"Resolutions--Congratulatory & Honorary (I0705); LEMAN, JAMES (NL5TU)",Schwertner,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=871&Bill=SR5
SR 16,871,Recognizing Grimes County Republican Women on the occasion of its 10th anniversary.,Resolutions--Congratulatory & Honorary (I0705); GRIMES COUNTY REPUBLICAN WOMEN (NB182),Schwertner,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=871&Bill=SR16
SR 40,871,Recognizing Grover Wist Trytten on the occasion of his 100th birthday.,"Resolutions--Congratulatory & Honorary (I0705); TRYTTEN, GROVER WIST (N62V8)",Schwertner,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=871&Bill=SR40
SR 41,871,Recognizing Joseph Carney for receiving the Reliever Airport Manager of the Year Award.,"Resolutions--Congratulatory & Honorary (I0705); CARNEY, JOSEPH (NN3HL)",Schwertner,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=871&Bill=SR41
SB 21,871,Relating to a border operations training program for peace officers employed by local law enforcement agencies.,"Fire Fighters & Police--General (I0370); Law Enforcement (I0510); BORDER (S0045); PEACE OFFICERS (S0007); PUBLIC SAFETY, DEPARTMENT OF (V0251)",Creighton,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=871&Bill=SB21
SB 22,871,Relating to identification requirements for early voting by mail.,Elections--Administration (I0277); Elections--Early Voting (I0260); Elections--Registration & Suffrage (I0265); Vehicles & Traffic--Driver's Licenses (I0840); IDENTIFICATION CARDS (S0074),Creighton,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=871&Bill=SB22
SR 43,871,Recognizing Jefferson County employees for their service to the community during the COVID-19 pandemic.,JEFFERSON COUNTY (G0897); Resolutions--Congratulatory & Honorary (I0705),Creighton,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=871&Bill=SR43
SB 2,871,Relating to requiring public school and public institution of higher education students to compete in interscholastic athletic competitions based on biological sex.,Education--Higher--Athletics (I0256); Education--Primary & Secondary--Extracurricular Activities (I0247); BIRTH & DEATH CERTIFICATES (S6418); UNIVERSITY INTERSCHOLASTIC LEAGUE (S0337),Perry,Bettencourt; Buckingham; Campbell; Creighton; Hughes; Kolkhorst; Paxton; Schwertner; Springer,,,,,Health & Human Services,Out of committee,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=871&Bill=SB2
SB 31,871,Relating to the use of certain information regarding voter qualification.,"Elections--Registration & Suffrage (I0265); Open Records (I0548); ATTORNEY GENERAL (V2811); PUBLIC SAFETY, DEPARTMENT OF (V0251); SECRETARY OF STATE (V0042)",Perry,Birdwell; Creighton; Schwertner,,,,,State Affairs,In committee,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=871&Bill=SB31
SB 32,871,Relating to requiring public school students to compete in interscholastic athletic competitions based on biological sex.,"Amusements, Games, Sports (I0034); Education--Primary & Secondary--Extracurricular Activities (I0247); BIRTH & DEATH CERTIFICATES (S6418); UNIVERSITY INTERSCHOLASTIC LEAGUE (S0337)",Perry,Buckingham; Campbell; Creighton; Hall; Kolkhorst; Paxton; Schwertner; Springer,,,,,Health & Human Services,Out of committee,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=871&Bill=SB32
SB 33,871,Relating to abortion reporting and exemptions to abortion facility licensing; creating a criminal offense.,Abortion (I0005); Electronic Information Systems (I0311); PHYSICIANS (S1282); HEALTH & HUMAN SERVICES COMMISSION (V0177),Perry,Creighton; Paxton; Schwertner; Springer,,,,,Health & Human Services,In committee,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=871&Bill=SB33
SB 70,871,Relating to the definition of abuse of a child.,Family--Child Protection (I0351); Minors--Crimes Against (I0532); Minors--Health & Safety (I0533); CHILD ABUSE (S4256); GENDER IDENTITY & EXPRESSION (S0767); MEDICINE & PRESCRIPTION DRUGS (S7338),Perry,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=871&Bill=SB70
SB 73,871,Relating to universal service fund assistance to high cost rural areas and the uniform charge that funds the universal service fund.,Fees & Other Nontax Revenue--State (I0362); Utilities--Telecommunications (I0828); Utilities--Telecommunications--Rural (I0829); RURAL (S0467); PUBLIC UTILITY COMMISSION (V0023),Perry,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=871&Bill=SB73
SCR 1,871,Urging the federal government to immediately declare violent foreign drug cartels as foreign terrorist organizations.,Crimes--Drugs (I0185); Resolutions--Legislative Policy (I0685),Perry,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=871&Bill=SCR1
SB 76,871,Relating to athletic conference membership by institutions of higher education.,Education--Higher--Athletics (I0256); Education--Higher--Institutions & Programs (I0223); Legislature (I0520),Birdwell; Kolkhorst; Perry; Powell,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=871&Bill=SB76
SB 16,871,Relating to an interstate compact on border security and immigration enforcement.,Aliens (I0032); Congress (I0085); Governor (I0375); Intergovernmental Relations (I0447); Law Enforcement (I0510); BORDER (S0045); IMMIGRATION LAW (S0674),Hall,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=871&Bill=SB16
SB 17,871,Relating to protection of individuals from participation in a health care service for reasons of conscience; providing a civil remedy; authorizing disciplinary action.,Health Care Providers (I0387); Religion (I0646); TEXAS HEALTH CARE CONSCIENCE PROTECTION ACT (PW11N); PHYSICIANS (S1282),Hall,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=871&Bill=SB17
SB 18,871,Relating to the provision of and professional liability insurance coverage for gender transitioning or gender reassignment medical procedures and treatments for certain children.,"Health--Other Diseases & Medical Conditions (I0383); Insurance--General (I0445); Minors--Health & Safety (I0533); PHYSICIANS (S1282); MEDICAL BOARD, TEXAS (V0644)",Hall,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=871&Bill=SB18
SB 19,871,Relating to requiring the disclosure of certain information regarding public school teaching materials and activities.,Education--Primary & Secondary--Charter Schools (I0245); Education--Primary & Secondary--Curriculum (I0228); Education--School Districts (I0220); INTERNET (S0130),Hall,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=871&Bill=SB19
