bill_number,session,summary,keywords,authors,coauthors,sponsors,cosponsors,house_committee,hc_status,senate_committee,sc_status,bill_url
SB 40,791,Relating to a comprehensive study of right-of-way use compensation paid to governmental entities by communications and technology providers.,"Interim Studies (I0448); Legislature (I0520); State Agencies, Boards & Commissions--Admin. Procedure (I0763); Utilities--Telecommunications (I0828); COMMUNICATIONS & TECHNOLOGY, JT LEGISLATIVE OVERSIGHT COMMIT (V0707)",Averitt,,,,,,Business & Commerce,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=791&Bill=SB40
SB 15,791,"Relating to the management of the water resources of the state, including the protection of instream flows and freshwater inflows.","Environment--Water (I0320); State Agencies, Boards & Commissions--Newly Proposed (I0773); Water--Rights (I0870); ENVIRONMENTAL FLOWS COMMISSION (V0689); ENVIRONMENTAL QUALITY, TEXAS COMMISSION ON (V0334)",Armbrister,,,,,,Natural Resources,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=791&Bill=SB15
SB 24,791,Relating to the maximum permitted withdrawals and critical period management of groundwater in the area regulated by the Edwards Aquifer Authority and to the operations and oversight of the Edwards Aquifer Authority.,EDWARDS AQUIFER AUTHORITY (D0110); Special Districts & Authorities--Water & Utility (I0755); Water--Rights (I0870); PERMITS (S0011); ENVIRONMENTAL FLOWS COMMISSION (V0689); WATER DEVELOPMENT BOARD (V2481),Armbrister,Van de Putte,,,,,Natural Resources,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=791&Bill=SB24
SB 38,791,Relating to the authorization and regulation of electronic pull-tab bingo; not authorizing the use of slot machines or video lottery terminals.,"Amusements, Games, Sports (I0034); BINGO (S2305); LOTTERY COMMISSION, TEXAS (V0454)",Armbrister,,,,,,State Affairs,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=791&Bill=SB38
SB 46,791,"Relating to authorizing the state to operate video lottery at racetracks, to the operation of video lottery by certain Indian tribes, and to the authority of the Texas Lottery Commission; providing penalties.","Amusements, Games, Sports (I0034); Crimes--Against Morals (I0180); GREYHOUND RACING (S4400); HORSE RACING (S0512); NATIVE AMERICANS (S0441); VIDEO LOTTERY (S0608); LOTTERY COMMISSION, TEXAS (V0454)",Armbrister,,,,,,State Affairs,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=791&Bill=SB46
SR 56,791,Recognizing John Hybner on the occasion of his retirement.,"Resolutions--Congratulatory & Honorary (I0705); HYBNER, JOHN (N3174)",Armbrister,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=791&Bill=SR56
SR 93,791,"In memory of Henry John Hauschild, Jr., of Victoria.","Resolutions--Memorial (I0710); HAUSCHILD, HENRY JOHN, JR. (N3328)",Armbrister,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=791&Bill=SR93
SR 94,791,In memory of Christopher Reed Kilpatrick of Columbus.,"Resolutions--Memorial (I0710); KILPATRICK, CHRISTOPHER REED (N3126)",Armbrister,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=791&Bill=SR94
SB 87,791,"Relating to the designation of State Highway 130 in Williamson, Travis, Caldwell, and Guadalupe Counties as the Pickle Parkway.",Highways (I0390); Transportation--Miscellaneous (I0824); PICKLE PARKWAY (S0670),Barrientos; Armbrister,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=791&Bill=SB87
SB 43,791,"Relating to increasing the amount of the residence homestead exemption from ad valorem taxation for public school purposes to $30,000 and correspondingly adjusting the limitation on the amount of ad valorem taxes that may be imposed for those purposes on the homesteads of certain persons.",Property Interests--Homestead (I0616); Taxation--Property-Exemptions (I0793); Taxation--School District (I0785),Barrientos,,,,,,Finance,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=791&Bill=SB43
