bill_number,session,chamber,action_date,action,comment,journal_page,order
SR 108,781,Senate,2003-07-22,Received by the Secretary of the Senate,,,1
SR 124,781,Senate,2003-07-24,Reported enrolled,,,3
SR 124,781,Senate,2003-07-24,Read & adopted,,184,2
SR 124,781,Senate,2003-07-24,Received by the Secretary of the Senate,,,1
SB 23,781,Senate,2003-07-01,Referred to Finance,,31,4
SB 23,781,Senate,2003-07-01,Read first time,,31,3
SB 23,781,Senate,2003-07-01,Filed,,,2
SB 23,781,Senate,2003-07-01,Received by the Secretary of the Senate,,,1
SB 24,781,Senate,2003-07-01,Referred to Finance,,31,4
SB 24,781,Senate,2003-07-01,Read first time,,31,3
SB 24,781,Senate,2003-07-01,Filed,,,2
SB 24,781,Senate,2003-07-01,Received by the Secretary of the Senate,,,1
SR 8,781,Senate,2003-07-03,Reported enrolled,,,3
SR 8,781,Senate,2003-07-03,Read & adopted,,36,2
SR 8,781,Senate,2003-07-03,Received by the Secretary of the Senate,,,1
SR 120,781,Senate,2003-07-24,Reported enrolled,,,3
SR 120,781,Senate,2003-07-24,Read & adopted,,184,2
SR 120,781,Senate,2003-07-24,Received by the Secretary of the Senate,,,1
SB 9,781,Senate,2003-07-08,No action taken in committee,,,6
SB 9,781,Senate,2003-07-08,Scheduled for public hearing on  . . . . .,,,5
SB 9,781,Senate,2003-07-01,Referred to State Affairs,,8,4
SB 9,781,Senate,2003-07-01,Read first time,,8,3
SB 9,781,Senate,2003-06-30,Filed,,,2
SB 9,781,Senate,2003-06-30,Received by the Secretary of the Senate,,,1
SR 129,781,Senate,2003-07-25,Reported enrolled,,,3
SR 129,781,Senate,2003-07-25,Read & adopted,,194,2
SR 129,781,Senate,2003-07-25,Received by the Secretary of the Senate,,,1
SB 41,781,Senate,2003-07-09,Left pending in committee,,,8
SB 41,781,Senate,2003-07-09,Testimony taken in committee,,,7
SB 41,781,Senate,2003-07-09,Considered in public hearing,,,6
SB 41,781,Senate,2003-07-09,Posting rule suspended,,47,5
SB 41,781,Senate,2003-07-09,Referred to State Affairs,,47,4
SB 41,781,Senate,2003-07-09,Read first time,,47,3
SB 41,781,Senate,2003-07-09,Filed,,,2
SB 41,781,Senate,2003-07-09,Received by the Secretary of the Senate,,,1
SR 47,781,Senate,2003-07-10,Reported enrolled,,,3
SR 47,781,Senate,2003-07-10,Read & adopted,,52,2
SR 47,781,Senate,2003-07-10,Received by the Secretary of the Senate,,,1
SB 11,781,Senate,2003-07-08,No action taken in committee,,,6
SB 11,781,Senate,2003-07-08,Scheduled for public hearing on  . . . . .,,,5
SB 11,781,Senate,2003-07-01,Referred to State Affairs,,8,4
SB 11,781,Senate,2003-07-01,Read first time,,8,3
SB 11,781,Senate,2003-06-30,Filed,,,2
SB 11,781,Senate,2003-06-30,Received by the Secretary of the Senate,,,1
SB 12,781,Senate,2003-07-08,No action taken in committee,,,6
SB 12,781,Senate,2003-07-08,Scheduled for public hearing on  . . . . .,,,5
SB 12,781,Senate,2003-07-01,Referred to State Affairs,,8,4
SB 12,781,Senate,2003-07-01,Read first time,,8,3
SB 12,781,Senate,2003-06-30,Filed,,,2
SB 12,781,Senate,2003-06-30,Received by the Secretary of the Senate,,,1
SB 13,781,Senate,2003-07-01,Referred to Jurisprudence,,9,4
SB 13,781,Senate,2003-07-01,Read first time,,9,3
SB 13,781,Senate,2003-06-30,Filed,,,2
SB 13,781,Senate,2003-06-30,Received by the Secretary of the Senate,,,1
SB 14,781,Senate,2003-07-01,Referred to Jurisprudence,,9,4
SB 14,781,Senate,2003-07-01,Read first time,,9,3
SB 14,781,Senate,2003-06-30,Filed,,,2
SB 14,781,Senate,2003-06-30,Received by the Secretary of the Senate,,,1
SB 15,781,Senate,2003-07-01,Referred to Criminal Justice,,9,4
SB 15,781,Senate,2003-07-01,Read first time,,9,3
SB 15,781,Senate,2003-06-30,Filed,,,2
SB 15,781,Senate,2003-06-30,Received by the Secretary of the Senate,,,1
SB 16,781,Senate,2003-07-01,Referred to Jurisprudence,,9,4
SB 16,781,Senate,2003-07-01,Read first time,,9,3
SB 16,781,Senate,2003-06-30,Filed,,,2
SB 16,781,Senate,2003-06-30,Received by the Secretary of the Senate,,,1
SB 17,781,Senate,2003-07-01,Referred to Jurisprudence,,9,4
SB 17,781,Senate,2003-07-01,Read first time,,9,3
SB 17,781,Senate,2003-06-30,Filed,,,2
SB 17,781,Senate,2003-06-30,Received by the Secretary of the Senate,,,1
SB 18,781,Senate,2003-07-01,Referred to Jurisprudence,,9,4
SB 18,781,Senate,2003-07-01,Read first time,,9,3
SB 18,781,Senate,2003-06-30,Filed,,,2
SB 18,781,Senate,2003-06-30,Received by the Secretary of the Senate,,,1
SB 19,781,Senate,2003-07-14,No action taken in committee,,,12
SB 19,781,Senate,2003-07-14,Scheduled for public hearing on  . . . . .,,,11
SB 19,781,Senate,2003-07-10,No action taken in committee,,,10
SB 19,781,Senate,2003-07-10,Scheduled for public hearing on  . . . . .,,,9
SB 19,781,Senate,2003-07-08,Left pending in committee,,,8
SB 19,781,Senate,2003-07-08,Testimony taken in committee,,,7
SB 19,781,Senate,2003-07-08,Considered in public hearing,,,6
SB 19,781,Senate,2003-07-08,Scheduled for public hearing on  . . . . .,,,5
SB 19,781,Senate,2003-07-01,Referred to Government Organization,,9,4
SB 19,781,Senate,2003-07-01,Read first time,,9,3
SB 19,781,Senate,2003-07-01,Filed,,,2
SB 19,781,Senate,2003-07-01,Received by the Secretary of the Senate,,,1
SB 22,781,House,2003-07-28,Referred to Government Reform,,659,73
SB 22,781,House,2003-07-28,Read first time,,659,72
SB 22,781,House,2003-07-25,Received from the Senate,,624,71
SB 22,781,Senate,2003-07-24,Reported engrossed,,,70
SB 22,781,Senate,2003-07-24,Statement of Leg. Intent Recorded in Journal,,183,69
SB 22,781,Senate,2003-07-24,Record vote,,183,68
SB 22,781,Senate,2003-07-24,Passed as amended,,183,67
SB 22,781,Senate,2003-07-24,Record vote,,182,66
SB 22,781,Senate,2003-07-24,Amended,FA2 Shapleigh,182,65
SB 22,781,Senate,2003-07-24,Amended,FA1 Averitt,182,64
SB 22,781,Senate,2003-07-24,Read 3rd time,,182,63
SB 22,781,Senate,2003-07-24,Record vote,,181,62
SB 22,781,Senate,2003-07-24,Three day rule suspended,,181,61
SB 22,781,Senate,2003-07-24,Record vote,,181,60
SB 22,781,Senate,2003-07-24,Passed to engrossment as amended,,181,59
SB 22,781,Senate,2003-07-24,Amendment adopted as amended,FA1 Ellis,181,58
SB 22,781,Senate,2003-07-24,Amendment to amendment withdrawn,FA26 Shapleigh,181,57
SB 22,781,Senate,2003-07-24,Amendment to amendment withdrawn,FA25 Carona,180,56
SB 22,781,Senate,2003-07-24,Amendment amended,FA24 Whitmire,178,55
SB 22,781,Senate,2003-07-24,Amendment amended,FA23 Armbrister,178,54
SB 22,781,Senate,2003-07-24,Amendment amended,FA22 Shapleigh,178,53
SB 22,781,Senate,2003-07-24,Amendment amended,FA21 Duncan,177,52
SB 22,781,Senate,2003-07-24,Amendment amended,FA20 Averitt,177,51
SB 22,781,Senate,2003-07-24,Point of order withdrawn,,177,50
SB 22,781,Senate,2003-07-24,Point of order,,177,49
SB 22,781,Senate,2003-07-24,Amendment to amendment offered,FA20 Averitt,176,48
SB 22,781,Senate,2003-07-24,Record vote,,175,47
SB 22,781,Senate,2003-07-24,Amendment amended,FA19 West,175,46
SB 22,781,Senate,2003-07-24,Amendment amended,FA17 Lindsay,172,45
SB 22,781,Senate,2003-07-24,Amendment amended,FA16 Lucio,171,44
SB 22,781,Senate,2003-07-24,Point of order sustained,,168,43
SB 22,781,Senate,2003-07-24,Point of order,,168,42
SB 22,781,Senate,2003-07-24,Amendment to amendment offered,FA15 Lucio,168,41
SB 22,781,Senate,2003-07-24,Amendment amended,FA13 Armbrister,167,40
SB 22,781,Senate,2003-07-24,Amendment amended,FA12 Barrientos,167,39
SB 22,781,Senate,2003-07-24,Point of order sustained,,167,38
SB 22,781,Senate,2003-07-24,Point of order,,167,37
SB 22,781,Senate,2003-07-24,Amendment to amendment offered,FA11 Barrientos,164,36
SB 22,781,Senate,2003-07-24,Point of order sustained,,164,35
SB 22,781,Senate,2003-07-24,Point of order,,164,34
SB 22,781,Senate,2003-07-24,Amendment to amendment offered,FA10 Carona,164,33
SB 22,781,Senate,2003-07-24,Amendment adopted as amended,FA8 Deuell,163,32
SB 22,781,Senate,2003-07-24,Amendment amended,FA9 Deuell,163,31
SB 22,781,Senate,2003-07-24,Amendment to amendment offered,FA8 Deuell,162,30
SB 22,781,Senate,2003-07-24,Amendment to amendment withdrawn,FA6 Shapleigh,162,29
SB 22,781,Senate,2003-07-24,Point of order withdrawn,,162,28
SB 22,781,Senate,2003-07-24,Point of order,,162,27
SB 22,781,Senate,2003-07-24,Amendment to amendment offered,FA6 Shapleigh,161,26
SB 22,781,Senate,2003-07-24,Amendment amended,FA5 Shapleigh,161,25
SB 22,781,Senate,2003-07-24,Amendment amended,FA4 Armbrister,160,24
SB 22,781,Senate,2003-07-24,Amendment amended,FA3 Ratliff,157,23
SB 22,781,Senate,2003-07-24,Amendment amended,FA2 Ogden,156,22
SB 22,781,Senate,2003-07-24,Amendment(s) offered,FA1 Ellis,128,21
SB 22,781,Senate,2003-07-24,Read 2nd time,,128,20
SB 22,781,Senate,2003-07-24,Record vote,,127,19
SB 22,781,Senate,2003-07-24,Rules suspended,,127,18
SB 22,781,Senate,2003-07-23,Placed on intent calendar,,,17
SB 22,781,Senate,2003-07-21,Committee report printed and distributed,,,16
SB 22,781,Senate,2003-07-21,Reported favorably as substituted,,108,15
SB 22,781,Senate,2003-07-18,Considered in public hearing,,,14
SB 22,781,Senate,2003-07-18,Scheduled for public hearing on  . . . . .,,,13
SB 22,781,Senate,2003-07-18,Posting rule suspended,,101,12
SB 22,781,Senate,2003-07-14,No action taken in committee,,,11
SB 22,781,Senate,2003-07-14,Scheduled for public hearing on  . . . . .,,,10
SB 22,781,Senate,2003-07-10,No action taken in committee,,,9
SB 22,781,Senate,2003-07-10,Scheduled for public hearing on  . . . . .,,,8
SB 22,781,Senate,2003-07-08,Left pending in committee,,,7
SB 22,781,Senate,2003-07-08,Considered in public hearing,,,6
SB 22,781,Senate,2003-07-08,Scheduled for public hearing on  . . . . .,,,5
SB 22,781,Senate,2003-07-01,Referred to Government Organization,,10,4
SB 22,781,Senate,2003-07-01,Read first time,,10,3
SB 22,781,Senate,2003-07-01,Filed,,,2
SB 22,781,Senate,2003-07-01,Received by the Secretary of the Senate,,,1
SB 54,781,Senate,2003-07-25,Not again placed on intent calendar,,,13
SB 54,781,Senate,2003-07-21,Placed on intent calendar,,,12
SB 54,781,Senate,2003-07-18,Not again placed on intent calendar,,,11
SB 54,781,Senate,2003-07-17,Placed on intent calendar,,,10
SB 54,781,Senate,2003-07-16,Committee report printed and distributed,,,9
SB 54,781,Senate,2003-07-16,Reported favorably w/o amendments,,88,8
SB 54,781,Senate,2003-07-15,Testimony taken in committee,,,7
SB 54,781,Senate,2003-07-15,Considered in public hearing,,,6
SB 54,781,Senate,2003-07-15,Scheduled for public hearing on  . . . . .,,,5
SB 54,781,Senate,2003-07-14,Referred to Finance,,57,4
SB 54,781,Senate,2003-07-14,Read first time,,57,3
SB 54,781,Senate,2003-07-14,Filed,,,2
SB 54,781,Senate,2003-07-14,Received by the Secretary of the Senate,,,1
SJR 4,781,Senate,2003-07-01,Referred to Criminal Justice,,10,4
SJR 4,781,Senate,2003-07-01,Read first time,,10,3
SJR 4,781,Senate,2003-06-30,Filed,,,2
SJR 4,781,Senate,2003-06-30,Received by the Secretary of the Senate,,,1
SJR 5,781,Senate,2003-07-01,Referred to Jurisprudence,,10,4
SJR 5,781,Senate,2003-07-01,Read first time,,10,3
SJR 5,781,Senate,2003-06-30,Filed,,,2
SJR 5,781,Senate,2003-06-30,Received by the Secretary of the Senate,,,1
SJR 6,781,Senate,2003-07-01,Referred to Jurisprudence,,10,4
SJR 6,781,Senate,2003-07-01,Read first time,,10,3
SJR 6,781,Senate,2003-06-30,Filed,,,2
SJR 6,781,Senate,2003-06-30,Received by the Secretary of the Senate,,,1
SR 34,781,Senate,2003-07-09,Reported enrolled,,,4
SR 34,781,Senate,2003-07-09,Read & adopted,,46,3
SR 34,781,Senate,2003-07-09,Co-author authorized,,44,2
SR 34,781,Senate,2003-07-09,Received by the Secretary of the Senate,,,1
SR 56,781,Senate,2003-07-14,Reported enrolled,,,3
SR 56,781,Senate,2003-07-14,Read & adopted,,59,2
SR 56,781,Senate,2003-07-14,Received by the Secretary of the Senate,,,1
SR 63,781,Senate,2003-07-15,Reported enrolled,,,3
SR 63,781,Senate,2003-07-15,Read & adopted,,63,2
SR 63,781,Senate,2003-07-15,Received by the Secretary of the Senate,,,1
SR 64,781,Senate,2003-07-15,Reported enrolled,,,3
SR 64,781,Senate,2003-07-15,Read & adopted,,63,2
SR 64,781,Senate,2003-07-15,Received by the Secretary of the Senate,,,1
SR 66,781,Senate,2003-07-16,Reported enrolled,,,3
SR 66,781,Senate,2003-07-16,Read & adopted,,87,2
SR 66,781,Senate,2003-07-16,Received by the Secretary of the Senate,,,1
SR 67,781,Senate,2003-07-16,Reported enrolled,,,3
SR 67,781,Senate,2003-07-16,Read & adopted,,87,2
SR 67,781,Senate,2003-07-16,Received by the Secretary of the Senate,,,1
SR 73,781,Senate,2003-07-17,Reported enrolled,,,3
SR 73,781,Senate,2003-07-17,Read & adopted,,92,2
SR 73,781,Senate,2003-07-17,Received by the Secretary of the Senate,,,1
SR 74,781,Senate,2003-07-17,Reported enrolled,,,3
SR 74,781,Senate,2003-07-17,Read & adopted,,92,2
SR 74,781,Senate,2003-07-17,Received by the Secretary of the Senate,,,1
SR 75,781,Senate,2003-07-17,Reported enrolled,,,3
SR 75,781,Senate,2003-07-17,Read & adopted,,92,2
SR 75,781,Senate,2003-07-17,Received by the Secretary of the Senate,,,1
SR 76,781,Senate,2003-07-17,Reported enrolled,,,3
SR 76,781,Senate,2003-07-17,Read & adopted,,92,2
SR 76,781,Senate,2003-07-17,Received by the Secretary of the Senate,,,1
SR 77,781,Senate,2003-07-17,Reported enrolled,,,3
SR 77,781,Senate,2003-07-17,Read & adopted,,92,2
SR 77,781,Senate,2003-07-17,Received by the Secretary of the Senate,,,1
SR 95,781,Senate,2003-07-22,Reported enrolled,,,3
SR 95,781,Senate,2003-07-22,Read & adopted,,114,2
SR 95,781,Senate,2003-07-22,Received by the Secretary of the Senate,,,1
SR 96,781,Senate,2003-07-22,Reported enrolled,,,3
SR 96,781,Senate,2003-07-22,Read & adopted,,114,2
SR 96,781,Senate,2003-07-22,Received by the Secretary of the Senate,,,1
SR 97,781,Senate,2003-07-22,Reported enrolled,,,3
SR 97,781,Senate,2003-07-22,Read & adopted,,114,2
SR 97,781,Senate,2003-07-22,Received by the Secretary of the Senate,,,1
SR 121,781,Senate,2003-07-24,Reported enrolled,,,3
SR 121,781,Senate,2003-07-24,Read & adopted,,184,2
SR 121,781,Senate,2003-07-24,Received by the Secretary of the Senate,,,1
SR 122,781,Senate,2003-07-24,Reported enrolled,,,3
SR 122,781,Senate,2003-07-24,Read & adopted,,185,2
SR 122,781,Senate,2003-07-24,Received by the Secretary of the Senate,,,1
SR 123,781,Senate,2003-07-24,Reported enrolled,,,3
SR 123,781,Senate,2003-07-24,Read & adopted,,185,2
SR 123,781,Senate,2003-07-24,Received by the Secretary of the Senate,,,1
SR 14,781,Senate,2003-07-08,Reported enrolled,,,3
SR 14,781,Senate,2003-07-08,Read & adopted,,40,2
SR 14,781,Senate,2003-07-08,Received by the Secretary of the Senate,,,1
SR 15,781,Senate,2003-07-08,Reported enrolled,,,3
SR 15,781,Senate,2003-07-08,Read & adopted,,40,2
SR 15,781,Senate,2003-07-08,Received by the Secretary of the Senate,,,1
SR 16,781,Senate,2003-07-08,Reported enrolled,,,3
SR 16,781,Senate,2003-07-08,Read & adopted,,40,2
SR 16,781,Senate,2003-07-08,Received by the Secretary of the Senate,,,1
SR 17,781,Senate,2003-07-08,Reported enrolled,,,3
SR 17,781,Senate,2003-07-08,Read & adopted,,40,2
SR 17,781,Senate,2003-07-08,Received by the Secretary of the Senate,,,1
SR 18,781,Senate,2003-07-08,Reported enrolled,,,3
SR 18,781,Senate,2003-07-08,Read & adopted,,40,2
SR 18,781,Senate,2003-07-08,Received by the Secretary of the Senate,,,1
SR 19,781,Senate,2003-07-08,Reported enrolled,,,3
SR 19,781,Senate,2003-07-08,Read & adopted,,40,2
SR 19,781,Senate,2003-07-08,Received by the Secretary of the Senate,,,1
SR 20,781,Senate,2003-07-08,Reported enrolled,,,3
SR 20,781,Senate,2003-07-08,Read & adopted,,40,2
SR 20,781,Senate,2003-07-08,Received by the Secretary of the Senate,,,1
SR 21,781,Senate,2003-07-08,Reported enrolled,,,3
SR 21,781,Senate,2003-07-08,Read & adopted,,40,2
SR 21,781,Senate,2003-07-08,Received by the Secretary of the Senate,,,1
SR 22,781,Senate,2003-07-08,Reported enrolled,,,3
SR 22,781,Senate,2003-07-08,Read & adopted,,40,2
SR 22,781,Senate,2003-07-08,Received by the Secretary of the Senate,,,1
SR 23,781,Senate,2003-07-08,Reported enrolled,,,3
SR 23,781,Senate,2003-07-08,Read & adopted,,40,2
SR 23,781,Senate,2003-07-08,Received by the Secretary of the Senate,,,1
SR 24,781,Senate,2003-07-08,Reported enrolled,,,3
SR 24,781,Senate,2003-07-08,Read & adopted,,40,2
SR 24,781,Senate,2003-07-08,Received by the Secretary of the Senate,,,1
SR 25,781,Senate,2003-07-08,Reported enrolled,,,3
SR 25,781,Senate,2003-07-08,Read & adopted,,40,2
SR 25,781,Senate,2003-07-08,Received by the Secretary of the Senate,,,1
SR 26,781,Senate,2003-07-08,Reported enrolled,,,3
SR 26,781,Senate,2003-07-08,Read & adopted,,40,2
SR 26,781,Senate,2003-07-08,Received by the Secretary of the Senate,,,1
SR 27,781,Senate,2003-07-08,Reported enrolled,,,3
SR 27,781,Senate,2003-07-08,Read & adopted,,41,2
SR 27,781,Senate,2003-07-08,Received by the Secretary of the Senate,,,1
SR 28,781,Senate,2003-07-08,Reported enrolled,,,3
SR 28,781,Senate,2003-07-08,Read & adopted,,41,2
SR 28,781,Senate,2003-07-08,Received by the Secretary of the Senate,,,1
SR 29,781,Senate,2003-07-08,Reported enrolled,,,3
SR 29,781,Senate,2003-07-08,Read & adopted,,41,2
SR 29,781,Senate,2003-07-08,Received by the Secretary of the Senate,,,1
SR 30,781,Senate,2003-07-08,Reported enrolled,,,3
SR 30,781,Senate,2003-07-08,Read & adopted,,41,2
SR 30,781,Senate,2003-07-08,Received by the Secretary of the Senate,,,1
SR 31,781,Senate,2003-07-08,Reported enrolled,,,3
SR 31,781,Senate,2003-07-08,Read & adopted,,41,2
SR 31,781,Senate,2003-07-08,Received by the Secretary of the Senate,,,1
SR 32,781,Senate,2003-07-08,Reported enrolled,,,3
SR 32,781,Senate,2003-07-08,Read & adopted,,41,2
SR 32,781,Senate,2003-07-08,Received by the Secretary of the Senate,,,1
SR 33,781,Senate,2003-07-08,Reported enrolled,,,3
SR 33,781,Senate,2003-07-08,Read & adopted,,41,2
SR 33,781,Senate,2003-07-08,Received by the Secretary of the Senate,,,1
SR 58,781,Senate,2003-07-15,Reported enrolled,,,3
SR 58,781,Senate,2003-07-15,Read & adopted,,63,2
SR 58,781,Senate,2003-07-15,Received by the Secretary of the Senate,,,1
SR 94,781,Senate,2003-07-22,Reported enrolled,,,3
SR 94,781,Senate,2003-07-22,Read & adopted,,114,2
SR 94,781,Senate,2003-07-22,Received by the Secretary of the Senate,,,1
SB 7,781,Senate,2003-07-01,Committee report printed and distributed,,,9
SB 7,781,Senate,2003-07-01,Reported favorably w/o amendments,,32,8
SB 7,781,Senate,2003-06-30,Considered in public hearing,,,7
SB 7,781,Senate,2003-06-30,Scheduled for public hearing on  . . . . .,,,6
SB 7,781,Senate,2003-06-30,Posting rule suspended,,6,5
SB 7,781,Senate,2003-06-30,Referred to Administration,,6,4
SB 7,781,Senate,2003-06-30,Read first time,,6,3
SB 7,781,Senate,2003-06-26,Filed,,,2
SB 7,781,Senate,2003-06-26,Received by the Secretary of the Senate,,,1
SB 25,781,Senate,2003-07-03,Referred to Jurisprudence,,35,4
SB 25,781,Senate,2003-07-03,Read first time,,35,3
SB 25,781,Senate,2003-07-01,Filed,,,2
SB 25,781,Senate,2003-07-01,Received by the Secretary of the Senate,,,1
SJR 3,781,Senate,2003-06-26,Filed,,,2
SJR 3,781,Senate,2003-06-26,Received by the Secretary of the Senate,,,1
SB 30,781,Senate,2003-07-08,Referred to Criminal Justice,,39,4
SB 30,781,Senate,2003-07-08,Read first time,,39,3
SB 30,781,Senate,2003-07-03,Filed,,,2
SB 30,781,Senate,2003-07-03,Received by the Secretary of the Senate,,,1
SB 31,781,Senate,2003-07-08,Referred to Finance,,39,4
SB 31,781,Senate,2003-07-08,Read first time,,39,3
SB 31,781,Senate,2003-07-03,Filed,,,2
