bill_number,session,chamber,action_date,action,comment,journal_page,order
SB 33,714,Senate,1990-04-24,Rules suspended,,107,10
SB 33,714,Senate,1990-04-18,Read 2nd time & passed to engrossment,,90,9
SB 33,714,Senate,1990-04-18,Rules suspended,,90,8
SB 33,714,Senate,1990-04-16,Reported favorably with substitute,,82,7
SB 33,714,Senate,1990-04-16,Testimony taken in committee,,,6
SB 33,714,Senate,1990-04-16,Considered in public hearing,,,5
SB 33,714,Senate,1990-04-16,Scheduled for public hearing on  . . . . . .,,,4
SB 33,714,Senate,1990-04-02,Referred to Health & Human Services,,6,3
SB 33,714,Senate,1990-04-02,Read first time,,6,2
SB 33,714,Senate,1990-04-02,Filed,,,1
SB 34,714,Senate,1990-04-02,Referred to Finance,,6,3
SB 34,714,Senate,1990-04-02,Read first time,,6,2
SB 34,714,Senate,1990-04-02,Filed,,,1
SB 35,714,Senate,1990-04-02,Referred to Health & Human Services,,6,3
SB 35,714,Senate,1990-04-02,Read first time,,6,2
SB 35,714,Senate,1990-04-02,Filed,,,1
SB 39,714,Senate,1990-04-03,Referred to Education,,20,3
SB 39,714,Senate,1990-04-03,Read first time,,20,2
SB 39,714,Senate,1990-04-02,Filed,,,1
SB 40,714,Senate,1990-04-03,Referred to Education,,20,3
SB 40,714,Senate,1990-04-03,Read first time,,20,2
SB 40,714,Senate,1990-04-02,Filed,,,1
SB 41,714,Senate,1990-04-03,Referred to Education,,20,3
SB 41,714,Senate,1990-04-03,Read first time,,20,2
SB 41,714,Senate,1990-04-02,Filed,,,1
SB 42,714,Senate,1990-04-03,Referred to Finance,,21,3
SB 42,714,Senate,1990-04-03,Read first time,,21,2
SB 42,714,Senate,1990-04-02,Filed,,,1
SB 43,714,House,1990-04-26,Referred to Environmental Affairs,,171,18
SB 43,714,House,1990-04-26,Read first time,,171,17
SB 43,714,House,1990-04-25,Received from the Senate,,157,16
SB 43,714,Senate,1990-04-24,Record vote,,107,15
SB 43,714,Senate,1990-04-24,Passed,,107,14
SB 43,714,Senate,1990-04-24,Read 3rd time,,107,13
SB 43,714,Senate,1990-04-24,Record vote,,107,12
SB 43,714,Senate,1990-04-24,Rules suspended,,107,11
SB 43,714,Senate,1990-04-24,Read 2nd time & passed to engrossment,,105,10
SB 43,714,Senate,1990-04-24,Rules suspended,,105,9
SB 43,714,Senate,1990-04-23,Reported favorably w/o amendments,,96,8
SB 43,714,Senate,1990-04-23,Considered in public hearing,,,7
SB 43,714,Senate,1990-04-23,Scheduled for public hearing on  . . . . . .,,,6
SB 43,714,Senate,1990-04-18,Referred to Administration,,92,5
SB 43,714,Senate,1990-04-18,Rereferred to committee,,92,4
SB 43,714,Senate,1990-04-03,Referred to Natural Resources,,21,3
SB 43,714,Senate,1990-04-03,Read first time,,21,2
SB 43,714,Senate,1990-04-02,Filed,,,1
SB 44,714,Senate,1990-04-03,Referred to State Affairs,,21,3
SB 44,714,Senate,1990-04-03,Read first time,,21,2
SB 44,714,Senate,1990-04-02,Filed,,,1
SB 57,714,Senate,1990-04-09,Referred to Education,,36,3
SB 57,714,Senate,1990-04-09,Read first time,,36,2
SB 57,714,Senate,1990-04-09,Filed,,,1
SB 69,714,House,1990-04-26,Referred to Environmental Affairs,,171,17
SB 69,714,House,1990-04-26,Read first time,,171,16
SB 69,714,House,1990-04-25,Received from the Senate,,157,15
SB 69,714,Senate,1990-04-24,Passed,,107,14
SB 69,714,Senate,1990-04-24,Read 3rd time,,107,13
SB 69,714,Senate,1990-04-24,Record vote,,107,12
SB 69,714,Senate,1990-04-24,Rules suspended,,107,11
SB 69,714,Senate,1990-04-24,Read 2nd time & passed to engrossment,,105,10
SB 69,714,Senate,1990-04-24,Rules suspended,,105,9
SB 69,714,Senate,1990-04-23,Reported favorably w/o amendments,,96,8
SB 69,714,Senate,1990-04-23,Considered in public hearing,,,7
SB 69,714,Senate,1990-04-23,Scheduled for public hearing on  . . . . . .,,,6
SB 69,714,Senate,1990-04-18,Referred to Administration,,92,5
SB 69,714,Senate,1990-04-18,Rereferred to committee,,92,4
SB 69,714,Senate,1990-04-16,Referred to Natural Resources,,82,3
SB 69,714,Senate,1990-04-16,Read first time,,82,2
SB 69,714,Senate,1990-04-16,Filed,,,1
SB 78,714,House,1990-04-30,Received from the Senate,,183,16
SB 78,714,Senate,1990-04-26,Passed,,168,15
SB 78,714,Senate,1990-04-26,Read 3rd time,,168,14
SB 78,714,Senate,1990-04-26,Record vote,,168,13
SB 78,714,Senate,1990-04-26,Rules suspended,,168,12
SB 78,714,Senate,1990-04-26,Read 2nd time & passed to engrossment,,168,11
SB 78,714,Senate,1990-04-26,Rules suspended,,168,10
SB 78,714,Senate,1990-04-26,Co-author authorized,,166,9
SB 78,714,Senate,1990-04-26,Reported favorably with substitute,,166,8
SB 78,714,Senate,1990-04-26,Testimony taken in committee,,,7
SB 78,714,Senate,1990-04-26,Considered in public hearing,,,6
SB 78,714,Senate,1990-04-26,Scheduled for public hearing on  . . . . . .,,,5
SB 78,714,Senate,1990-04-25,Posting rule suspended,,163,4
SB 78,714,Senate,1990-04-19,Referred to Health & Human Services,,94,3
SB 78,714,Senate,1990-04-19,Read first time,,94,2
SB 78,714,Senate,1990-04-19,Filed,,,1
SB 89,714,Senate,1990-04-26,Referred to Finance,,166,3
SB 89,714,Senate,1990-04-26,Read first time,,166,2
SB 89,714,Senate,1990-04-26,Filed,,,1
SCR 2,714,Senate,1990-04-02,Referred to Jurisprudence,,3,3
SCR 2,714,Senate,1990-04-02,Read first time,,3,2
SCR 2,714,Senate,1990-04-02,Filed,,,1
SCR 4,714,House,1990-04-26,Reported favorably with substitute,,198,14
SCR 4,714,House,1990-04-26,Considered in formal meeting,,,13
SCR 4,714,House,1990-04-26,Posting rule suspended,,178,12
SCR 4,714,House,1990-04-26,Referred to Judicial Affairs,,171,11
SCR 4,714,House,1990-04-25,Received from the Senate,,157,10
SCR 4,714,Senate,1990-04-24,Adopted,,104,9
SCR 4,714,Senate,1990-04-24,Read second time,,104,8
SCR 4,714,Senate,1990-04-24,Rules suspended,,104,7
SCR 4,714,Senate,1990-04-18,Reported favorably w/o amendments,,87,6
SCR 4,714,Senate,1990-04-17,Considered in public hearing,,,5
SCR 4,714,Senate,1990-04-16,Posting rule suspended,,85,4
SCR 4,714,Senate,1990-04-03,Referred to Jurisprudence,,20,3
SCR 4,714,Senate,1990-04-03,Read first time,,20,2
SCR 4,714,Senate,1990-04-02,Filed,,,1
SCR 8,714,Senate,1990-05-22,Signed by the Governor,,183,15
SCR 8,714,Senate,1990-05-02,Sent to the Governor,,183,14
SCR 8,714,House,1990-05-01,Signed in the House,,194,13
SCR 8,714,Senate,1990-04-30,Signed in the Senate,,174,12
SCR 8,714,Senate,1990-04-26,House passage reported,,165,11
SCR 8,714,House,1990-04-26,Sent to the Senate,,,10
SCR 8,714,House,1990-04-26,Adopted,,171,9
SCR 8,714,House,1990-04-26,Rules suspended,,171,8
SCR 8,714,House,1990-04-25,Reported favorably w/o amendment(s),,179,7
SCR 8,714,House,1990-04-25,Considered in formal meeting,,,6
SCR 8,714,House,1990-04-16,Referred to Environmental Affairs,,,5
SCR 8,714,House,1990-04-16,Received from the Senate,,96,4
SCR 8,714,Senate,1990-04-11,Read & adopted,,41,3
SCR 8,714,Senate,1990-04-11,Rules suspended,,41,2
SCR 8,714,Senate,1990-04-09,Filed,,,1
SCR 13,714,Senate,1990-05-15,Signed by the Governor,,183,15
SCR 13,714,Senate,1990-04-25,Sent to the Governor,,164,14
SCR 13,714,Senate,1990-04-25,Signed in the Senate,,150,13
SCR 13,714,House,1990-04-25,Signed in the House,,157,12
SCR 13,714,Senate,1990-04-24,House passage reported,,106,11
SCR 13,714,House,1990-04-24,Sent to the Senate,,,10
SCR 13,714,House,1990-04-24,Adopted,,,9
SCR 13,714,House,1990-04-24,Placed on Congratulatory & Mem. Cal.,,,8
SCR 13,714,House,1990-04-18,Reported favorably w/o amendment(s),,,7
SCR 13,714,House,1990-04-18,Considered in formal meeting,,,6
SCR 13,714,House,1990-04-16,Referred to Rules and Resolutions,,,5
SCR 13,714,House,1990-04-16,Received from the Senate,,96,4
SCR 13,714,Senate,1990-04-11,Read & adopted,,80,3
SCR 13,714,Senate,1990-04-11,Rules suspended,,80,2
SCR 13,714,Senate,1990-04-11,Filed,,,1
SCR 14,714,Senate,1990-05-15,Signed by the Governor,,183,15
SCR 14,714,Senate,1990-05-02,Sent to the Governor,,183,14
SCR 14,714,House,1990-05-01,Signed in the House,,194,13
SCR 14,714,Senate,1990-04-30,Signed in the Senate,,174,12
SCR 14,714,Senate,1990-04-26,House passage reported,,165,11
SCR 14,714,House,1990-04-26,Sent to the Senate,,,10
SCR 14,714,House,1990-04-26,Adopted,,172,9
SCR 14,714,House,1990-04-26,Rules suspended,,172,8
SCR 14,714,House,1990-04-25,Reported favorably w/o amendment(s),,179,7
SCR 14,714,House,1990-04-25,Considered in formal meeting,,,6
SCR 14,714,House,1990-04-19,Referred to Environmental Affairs,,,5
SCR 14,714,House,1990-04-19,Received from the Senate,,,4
SCR 14,714,Senate,1990-04-18,Read & adopted,,90,3
SCR 14,714,Senate,1990-04-18,Rules suspended,,90,2
SCR 14,714,Senate,1990-04-12,Filed,,,1
SCR 16,714,House,1990-04-26,Reported favorably w/o amendment(s),,198,14
SCR 16,714,House,1990-04-26,Considered in formal meeting,,,13
SCR 16,714,House,1990-04-24,Referred to Public Health,,,12
SCR 16,714,House,1990-04-24,Received from the Senate,,,11
SCR 16,714,Senate,1990-04-23,Adopted,,99,10
SCR 16,714,Senate,1990-04-23,Read second time,,99,9
SCR 16,714,Senate,1990-04-23,Rules suspended,,99,8
SCR 16,714,Senate,1990-04-23,Reported favorably w/o amendments,,96,7
SCR 16,714,Senate,1990-04-18,Testimony taken in committee,,,6
SCR 16,714,Senate,1990-04-18,Considered in public hearing,,,5
SCR 16,714,Senate,1990-04-18,Posting rule suspended,,90,4
SCR 16,714,Senate,1990-04-18,Referred to Health & Human Services,,88,3
SCR 16,714,Senate,1990-04-18,Read first time,,88,2
SCR 16,714,Senate,1990-04-18,Filed,,,1
SCR 19,714,House,1990-04-30,Received from the Senate,,183,4
SCR 19,714,Senate,1990-04-26,Read & adopted,,172,3
SCR 19,714,Senate,1990-04-26,Rules suspended,,172,2
SCR 19,714,Senate,1990-04-25,Filed,,,1
SR 1,714,Senate,1990-04-02,Read & adopted,,7,1
SR 88,714,Senate,1990-04-24,Read & adopted,,102,1
SR 102,714,Senate,1990-04-25,Read & adopted,,164,1
SR 103,714,Senate,1990-04-25,Read & adopted,,164,1
SR 111,714,Senate,1990-04-26,Read & adopted,,173,1
SR 123,714,Senate,1990-05-01,Read & adopted,,178,1
SB 13,714,Senate,1990-04-02,Referred to Criminal Justice,,5,3
SB 13,714,Senate,1990-04-02,Read first time,,5,2
SB 13,714,Senate,1990-03-29,Filed,,,1
SB 14,714,Senate,1990-04-02,Referred to Criminal Justice,,5,3
SB 14,714,Senate,1990-04-02,Read first time,,5,2
SB 14,714,Senate,1990-03-29,Filed,,,1
SB 15,714,Senate,1990-04-02,Referred to Criminal Justice,,5,3
SB 15,714,Senate,1990-04-02,Read first time,,5,2
SB 15,714,Senate,1990-03-29,Filed,,,1
SB 16,714,Senate,1990-04-02,Referred to State Affairs,,5,3
SB 16,714,Senate,1990-04-02,Read first time,,5,2
SB 16,714,Senate,1990-03-29,Filed,,,1
SB 17,714,Senate,1990-04-02,Referred to Criminal Justice,,5,3
SB 17,714,Senate,1990-04-02,Read first time,,5,2
SB 17,714,Senate,1990-03-29,Filed,,,1
SB 18,714,Senate,1990-04-02,Referred to Natural Resources,,5,3
SB 18,714,Senate,1990-04-02,Read first time,,5,2
SB 18,714,Senate,1990-03-29,Filed,,,1
SB 19,714,Senate,1990-04-02,Referred to Health & Human Services,,5,3
SB 19,714,Senate,1990-04-02,Read first time,,5,2
SB 19,714,Senate,1990-03-29,Filed,,,1
SB 62,714,Senate,1990-04-11,Referred to Health & Human Services,,40,3
SB 62,714,Senate,1990-04-11,Read first time,,40,2
SB 62,714,Senate,1990-04-10,Filed,,,1
SB 77,714,Senate,1990-04-18,Referred to Finance,,88,3
SB 77,714,Senate,1990-04-18,Read first time,,88,2
SB 77,714,Senate,1990-04-18,Filed,,,1
SCR 1,714,House,1990-04-26,Referred to Environmental Affairs,,171,12
SCR 1,714,House,1990-04-25,Received from the Senate,,157,11
SCR 1,714,Senate,1990-04-24,Adopted,,104,10
SCR 1,714,Senate,1990-04-24,Read second time,,104,9
SCR 1,714,Senate,1990-04-24,Rules suspended,,104,8
SCR 1,714,Senate,1990-04-23,Reported favorably with substitute,,96,7
SCR 1,714,Senate,1990-04-18,Testimony taken in committee,,,6
SCR 1,714,Senate,1990-04-18,Considered in public hearing,,,5
SCR 1,714,Senate,1990-04-18,Scheduled for public hearing on  . . . . . .,,,4
SCR 1,714,Senate,1990-04-02,Referred to Health & Human Services,,3,3
SCR 1,714,Senate,1990-04-02,Read first time,,3,2
SCR 1,714,Senate,1990-03-29,Filed,,,1
SJR 3,714,Senate,1990-04-02,Referred to Criminal Justice,,4,3
SJR 3,714,Senate,1990-04-02,Read first time,,4,2
SJR 3,714,Senate,1990-03-29,Filed,,,1
SJR 4,714,Senate,1990-04-02,Referred to Criminal Justice,,4,3
SJR 4,714,Senate,1990-04-02,Read first time,,4,2
SJR 4,714,Senate,1990-03-29,Filed,,,1
SR 29,714,Senate,1990-04-11,Read & adopted,,80,1
SR 50,714,Senate,1990-04-18,Read & adopted,,92,1
SR 51,714,Senate,1990-04-19,Read & adopted,,94,1
SR 59,714,Senate,1990-04-19,Read & adopted,,95,1
SR 63,714,Senate,1990-04-23,Read & adopted,,99,1
SR 64,714,Senate,1990-04-23,Read & adopted,,99,1
SR 93,714,Senate,1990-04-24,Read & adopted,,149,1
SR 94,714,Senate,1990-04-24,Read & adopted,,149,1
SR 95,714,Senate,1990-04-24,Read & adopted,,149,1
SR 96,714,Senate,1990-04-24,Read & adopted,,149,1
SR 97,714,Senate,1990-04-24,Read & adopted,,149,1
SR 98,714,Senate,1990-04-24,Read & adopted,,149,1
SR 113,714,Senate,1990-04-30,Read & adopted,,175,1
SB 51,714,Senate,1990-04-09,Referred to Finance,,35,3
SB 51,714,Senate,1990-04-09,Read first time,,35,2
SB 51,714,Senate,1990-04-04,Filed,,,1
SB 84,714,Senate,1990-04-23,Referred to Finance,,97,3
SB 84,714,Senate,1990-04-23,Read first time,,97,2
SB 84,714,Senate,1990-04-23,Filed,,,1
SB 31,714,House,1990-04-26,Referred to Judiciary,,171,15
SB 31,714,House,1990-04-26,Read first time,,171,14
SB 31,714,House,1990-04-25,Received from the Senate,,156,13
SB 31,714,Senate,1990-04-24,Record vote,,107,12
SB 31,714,Senate,1990-04-24,Passed,,107,11
SB 31,714,Senate,1990-04-24,Read 3rd time,,107,10
SB 31,714,Senate,1990-04-24,Rules suspended,,107,9
SB 31,714,Senate,1990-04-18,Read 2nd time & passed to engrossment,,91,8
SB 31,714,Senate,1990-04-18,Rules suspended,,91,7
SB 31,714,Senate,1990-04-11,Reported favorably w/o amendments,,40,6
SB 31,714,Senate,1990-04-11,Considered in public hearing,,,5
SB 31,714,Senate,1990-04-11,Scheduled for public hearing on  . . . . . .,,,4
SB 31,714,Senate,1990-04-02,Referred to Intergovernmental Relations,,6,3
SB 31,714,Senate,1990-04-02,Read first time,,6,2
SB 31,714,Senate,1990-04-02,Filed,,,1
SB 32,714,Senate,1990-04-02,Referred to Natural Resources,,6,3
SB 32,714,Senate,1990-04-02,Read first time,,6,2
SB 32,714,Senate,1990-04-02,Filed,,,1
SB 63,714,Senate,1990-04-11,Referred to Intergovernmental Relations,,40,3
SB 63,714,Senate,1990-04-11,Read first time,,40,2
SB 63,714,Senate,1990-04-10,Filed,,,1
SB 64,714,Senate,1990-04-11,Referred to Natural Resources,,41,3
SB 64,714,Senate,1990-04-11,Read first time,,41,2
SB 64,714,Senate,1990-04-10,Filed,,,1
SB 65,714,Senate,1990-04-11,Referred to Criminal Justice,,41,3
SB 65,714,Senate,1990-04-11,Read first time,,41,2
SB 65,714,Senate,1990-04-11,Filed,,,1
SB 79,714,Senate,1990-04-23,Referred to Finance,,96,3
SB 79,714,Senate,1990-04-23,Read first time,,96,2
SB 79,714,Senate,1990-04-20,Filed,,,1
SR 67,714,Senate,1990-04-23,Read & adopted,,100,1
SB 3,714,Senate,1990-04-02,Referred to Select Comt. on Public Education,,4,3
SB 3,714,Senate,1990-04-02,Read first time,,4,2
SB 3,714,Senate,1990-03-28,Filed,,,1
SB 4,714,House,1990-04-26,Reported favorably w/o amendment(s),,198,21
SB 4,714,House,1990-04-26,Considered in formal meeting,,,20
SB 4,714,House,1990-04-26,Posting rule suspended,,178,19
SB 4,714,House,1990-04-26,Referred to Natural Resources,,171,18
SB 4,714,House,1990-04-26,Read first time,,171,17
SB 4,714,House,1990-04-25,Received from the Senate,,156,16
SB 4,714,Senate,1990-04-24,Record vote,,108,15
SB 4,714,Senate,1990-04-24,Passed,,108,14
SB 4,714,Senate,1990-04-24,Read 3rd time,,108,13
SB 4,714,Senate,1990-04-24,Record vote,,108,12
SB 4,714,Senate,1990-04-24,Rules suspended,,108,11
SB 4,714,Senate,1990-04-24,Read 2nd time & passed to engrossment,,105,10
SB 4,714,Senate,1990-04-24,Rules suspended,,104,9
SB 4,714,Senate,1990-04-23,Reported favorably w/o amendments,,96,8
SB 4,714,Senate,1990-04-23,Considered in public hearing,,,7
SB 4,714,Senate,1990-04-23,Scheduled for public hearing on  . . . . . .,,,6
SB 4,714,Senate,1990-04-18,Referred to Administration,,92,5
SB 4,714,Senate,1990-04-18,Rereferred to committee,,92,4
SB 4,714,Senate,1990-04-02,Referred to Natural Resources,,4,3
SB 4,714,Senate,1990-04-02,Read first time,,4,2
SB 4,714,Senate,1990-03-28,Filed,,,1
SB 5,714,House,1990-04-26,Referred to Appropriations,,171,19
SB 5,714,House,1990-04-26,Read first time,,171,18
SB 5,714,House,1990-04-25,Received from the Senate,,156,17
SB 5,714,Senate,1990-04-24,Record vote,,107,16
SB 5,714,Senate,1990-04-24,Passed,,107,15
SB 5,714,Senate,1990-04-24,Read 3rd time,,107,14
SB 5,714,Senate,1990-04-24,Record vote,,107,13
SB 5,714,Senate,1990-04-24,Rules suspended,,107,12
SB 5,714,Senate,1990-04-24,Read 2nd time & passed to engrossment,,104,11
SB 5,714,Senate,1990-04-24,Rules suspended,,104,10
SB 5,714,Senate,1990-04-19,Reported favorably with substitute,,94,9
SB 5,714,Senate,1990-04-19,Testimony taken in committee,,,8
SB 5,714,Senate,1990-04-19,Considered in public hearing,,,7
SB 5,714,Senate,1990-04-19,Scheduled for public hearing on  . . . . . .,,,6
SB 5,714,Senate,1990-04-18,Posting rule suspended,,91,5
SB 5,714,Senate,1990-04-02,Co-author authorized,,6,4
SB 5,714,Senate,1990-04-02,Referred to Finance,,4,3
SB 5,714,Senate,1990-04-02,Read first time,,4,2
SB 5,714,Senate,1990-03-28,Filed,,,1
SB 6,714,House,1990-04-17,Reported favorably w/o amendment(s),,152,18
SB 6,714,House,1990-04-17,Considered in formal meeting,,,17
SB 6,714,House,1990-04-16,Referred to County Affairs,,,16
SB 6,714,House,1990-04-16,Read first time,,,15
SB 6,714,House,1990-04-16,Received from the Senate,,96,14
SB 6,714,Senate,1990-04-11,Record vote,,78,13
SB 6,714,Senate,1990-04-11,Passed,,78,12
SB 6,714,Senate,1990-04-11,Read 3rd time,,78,11
SB 6,714,Senate,1990-04-11,Record vote,,78,10
SB 6,714,Senate,1990-04-11,Rules suspended,,78,9
SB 6,714,Senate,1990-04-11,Read 2nd time & passed to engrossment,,78,8
SB 6,714,Senate,1990-04-11,Rules suspended,,78,7
SB 6,714,Senate,1990-04-09,Reported favorably w/o amendments,,35,6
SB 6,714,Senate,1990-04-03,Considered in public hearing,,,5
SB 6,714,Senate,1990-04-02,Scheduled for public hearing on  . . . . . .,,,4
SB 6,714,Senate,1990-04-02,Referred to Health & Human Services,,4,3
SB 6,714,Senate,1990-04-02,Read first time,,4,2
SB 6,714,Senate,1990-03-28,Filed,,,1
SB 88,714,Senate,1990-04-23,Referred to Education,,97,3
SB 88,714,Senate,1990-04-23,Read first time,,97,2
SB 88,714,Senate,1990-04-23,Filed,,,1
SR 110,714,Senate,1990-04-26,Read & adopted,,173,1
SR 118,714,Senate,1990-05-01,Read & adopted,,181,9
SR 118,714,Senate,1990-05-01,Rules suspended,,181,8
SR 118,714,Senate,1990-05-01,Co-author authorized,,178,7
SR 118,714,Senate,1990-05-01,Reported favorably w/o amendments,,177,6
SR 118,714,Senate,1990-05-01,Considered in public hearing,,,5
SR 118,714,Senate,1990-05-01,Posting rule suspended,,176,4
SR 118,714,Senate,1990-04-30,Referred to Administration,,175,3
SR 118,714,Senate,1990-04-30,Read first time,,175,2
SR 118,714,Senate,1990-04-30,Filed,,,1
SB 60,714,Senate,1990-04-11,Referred to Education,,40,3
SB 60,714,Senate,1990-04-11,Read first time,,40,2
SB 60,714,Senate,1990-04-10,Filed,,,1
SR 10,714,Senate,1990-04-03,Filed,,,1
SR 112,714,Senate,1990-04-30,Read & adopted,,175,1
SR 116,714,Senate,1990-04-30,Read & adopted,,176,1
SB 22,714,House,1990-04-26,Referred to Natural Resources,,171,18
SB 22,714,House,1990-04-26,Read first time,,171,17
SB 22,714,House,1990-04-25,Received from the Senate,,156,16
SB 22,714,Senate,1990-04-24,Record vote,,109,15
SB 22,714,Senate,1990-04-24,Passed,,109,14
SB 22,714,Senate,1990-04-24,Amendment withdrawn,,109,13
SB 22,714,Senate,1990-04-24,Amendment(s) offered,,109,12
SB 22,714,Senate,1990-04-24,Read 3rd time,,109,11
SB 22,714,Senate,1990-04-24,Rules suspended,,109,10
