bill_number,session,chamber,action_date,action,comment,journal_page,order
SB 19,832,Senate,2013-07-03,Filed,,,2
SB 19,832,Senate,2013-07-03,Received by the Secretary of the Senate,,,1
SB 20,832,Senate,2013-07-03,Filed,,,2
SB 20,832,Senate,2013-07-03,Received by the Secretary of the Senate,,,1
SB 32,832,Senate,2013-07-09,Filed,,,2
SB 32,832,Senate,2013-07-09,Received by the Secretary of the Senate,,,1
SB 33,832,Senate,2013-07-09,Filed,,,2
SB 33,832,Senate,2013-07-09,Received by the Secretary of the Senate,,,1
SB 34,832,Senate,2013-07-09,Filed,,,2
SB 34,832,Senate,2013-07-09,Received by the Secretary of the Senate,,,1
SB 35,832,Senate,2013-07-09,Filed,,,2
SB 35,832,Senate,2013-07-09,Received by the Secretary of the Senate,,,1
SR 1,832,Senate,2013-07-01,Reported enrolled,,9,3
SR 1,832,Senate,2013-07-01,Read & adopted,,8,2
SR 1,832,Senate,2013-07-01,Received by the Secretary of the Senate,,,1
SR 78,832,Senate,2013-07-25,Reported enrolled,,77,3
SR 78,832,Senate,2013-07-25,Read & adopted,,71,2
SR 78,832,Senate,2013-07-25,Received by the Secretary of the Senate,,,1
SB 24,832,Senate,2013-07-03,Filed,,,2
SB 24,832,Senate,2013-07-03,Received by the Secretary of the Senate,,,1
SB 25,832,Senate,2013-07-03,Filed,,,2
SB 25,832,Senate,2013-07-03,Received by the Secretary of the Senate,,,1
SB 26,832,Senate,2013-07-03,Filed,,,2
SB 26,832,Senate,2013-07-03,Received by the Secretary of the Senate,,,1
SB 27,832,Senate,2013-07-03,Filed,,,2
SB 27,832,Senate,2013-07-03,Received by the Secretary of the Senate,,,1
SB 28,832,Senate,2013-07-03,Filed,,,2
SB 28,832,Senate,2013-07-03,Received by the Secretary of the Senate,,,1
SB 29,832,Senate,2013-07-03,Filed,,,2
SB 29,832,Senate,2013-07-03,Received by the Secretary of the Senate,,,1
SB 30,832,Senate,2013-07-03,Filed,,,2
SB 30,832,Senate,2013-07-03,Received by the Secretary of the Senate,,,1
SB 39,832,Senate,2013-07-11,Filed,,,2
SB 39,832,Senate,2013-07-11,Received by the Secretary of the Senate,,,1
SJR 7,832,Senate,2013-07-03,Filed,,,2
SJR 7,832,Senate,2013-07-03,Received by the Secretary of the Senate,,,1
SB 18,832,Senate,2013-07-02,Filed,,,2
SB 18,832,Senate,2013-07-02,Received by the Secretary of the Senate,,,1
SB 21,832,Senate,2013-07-03,Filed,,,2
SB 21,832,Senate,2013-07-03,Received by the Secretary of the Senate,,,1
SB 36,832,Senate,2013-07-10,Filed,,,2
SB 36,832,Senate,2013-07-10,Received by the Secretary of the Senate,,,1
SJR 8,832,Senate,2013-07-09,Filed,,,2
SJR 8,832,Senate,2013-07-09,Received by the Secretary of the Senate,,,1
SJR 10,832,Senate,2013-07-10,Filed,,,2
SJR 10,832,Senate,2013-07-10,Received by the Secretary of the Senate,,,1
SR 49,832,Senate,2013-07-12,Reported enrolled,,54,3
SR 49,832,Senate,2013-07-12,Read & adopted,,44,2
SR 49,832,Senate,2013-07-12,Received by the Secretary of the Senate,,,1
SR 54,832,Senate,2013-07-17,Reported enrolled,,64,3
SR 54,832,Senate,2013-07-17,Read & adopted,,54,2
SR 54,832,Senate,2013-07-17,Received by the Secretary of the Senate,,,1
SB 40,832,Senate,2013-07-30,Co-author authorized,,93,5
SB 40,832,Senate,2013-07-26,Co-author authorized,,76,4
SB 40,832,Senate,2013-07-25,Co-author authorized,,70,3
SB 40,832,Senate,2013-07-19,Filed,,,2
SB 40,832,Senate,2013-07-19,Received by the Secretary of the Senate,,,1
SR 37,832,Senate,2013-07-12,Reported enrolled,,54,3
SR 37,832,Senate,2013-07-12,Read & adopted,,43,2
SR 37,832,Senate,2013-07-12,Received by the Secretary of the Senate,,,1
SR 38,832,Senate,2013-07-12,Reported enrolled,,54,3
SR 38,832,Senate,2013-07-12,Read & adopted,,44,2
SR 38,832,Senate,2013-07-12,Received by the Secretary of the Senate,,,1
SR 87,832,Senate,2013-07-25,Reported enrolled,,77,3
SR 87,832,Senate,2013-07-25,Read & adopted,,71,2
SR 87,832,Senate,2013-07-25,Received by the Secretary of the Senate,,,1
SR 93,832,Senate,2013-07-25,Reported enrolled,,77,3
SR 93,832,Senate,2013-07-25,Read & adopted,,72,2
