bill_number,session,chamber,action_date,action,comment,journal_page,order
SB 6,851,House,2017-08-13,Senate concurs in House amendment(s)-reported,,445,161
SB 6,851,Senate,2017-08-13,Signed in the Senate,,401,160
SB 6,851,Senate,2017-08-13,Reported enrolled,,488,159
SB 6,851,Senate,2017-08-13,Statement(s) submitted,,385,158
SB 6,851,Senate,2017-08-13,Record vote,,385,157
SB 6,851,Senate,2017-08-13,Senate concurs in House amendment(s),,385,156
SB 6,851,Senate,2017-08-13,Read,,385,155
SB 6,851,Senate,2017-08-13,House amendment(s) laid before the Senate,,359,154
SB 6,851,Senate,2017-08-12,House passage as amended reported,,353,153
SB 6,851,House,2017-08-12,Statement(s) of vote recorded in Journal,,371,152
SB 6,851,House,2017-08-12,Record vote,RV#134,371,151
SB 6,851,House,2017-08-12,Passed as amended,,371,150
SB 6,851,House,2017-08-12,Amended,1-Oliveira and Huberty,370,149
SB 6,851,House,2017-08-12,Read 3rd time,,370,148
SB 6,851,House,2017-08-11,Record vote,RV#132,354,147
SB 6,851,House,2017-08-11,Passed to 3rd reading as amended,,354,146
SB 6,851,House,2017-08-11,Record vote,RV#131,353,145
SB 6,851,House,2017-08-11,Amendment fails of adoption,26-Uresti,352,144
SB 6,851,House,2017-08-11,Statement(s) of vote recorded in Journal,,351,143
SB 6,851,House,2017-08-11,Record vote,RV#130,351,142
SB 6,851,House,2017-08-11,Amended,25-P. King,351,141
SB 6,851,House,2017-08-11,Amended,"24-Herrero, Huberty, Gutierrez, Schofield, Blanco, and Cosper",350,140
SB 6,851,House,2017-08-11,Statement(s) of vote recorded in Journal,,350,139
SB 6,851,House,2017-08-11,Record vote,RV#129,349,138
SB 6,851,House,2017-08-11,Amendment fails of adoption,23-P. King,349,137
SB 6,851,House,2017-08-11,Statement(s) of vote recorded in Journal,,348,136
SB 6,851,House,2017-08-11,Record vote,RV#128,348,135
SB 6,851,House,2017-08-11,Amended,"22-Gooden, Wray, S. Thompson, Flynn, and Button",347,134
SB 6,851,House,2017-08-11,Record vote,RV#127,347,133
SB 6,851,House,2017-08-11,Amendment fails of adoption,21-Gervin-Hawkins,346,132
SB 6,851,House,2017-08-11,Statement(s) of vote recorded in Journal,,346,131
SB 6,851,House,2017-08-11,Record vote,RV#126,345,130
SB 6,851,House,2017-08-11,Amendment fails of adoption,20-Phillips,345,129
SB 6,851,House,2017-08-11,Amendment withdrawn,19-Gervin-Hawkins,345,128
SB 6,851,House,2017-08-11,Point of order withdrawn (amendment),,345,127
SB 6,851,House,2017-08-11,Amendment(s) offered,19-Gervin-Hawkins,345,126
SB 6,851,House,2017-08-11,Statement(s) of vote recorded in Journal,,344,125
SB 6,851,House,2017-08-11,Record vote,RV#125,344,124
SB 6,851,House,2017-08-11,Amendment fails of adoption,18-E. Rodriguez,343,123
SB 6,851,House,2017-08-11,Statement(s) of vote recorded in Journal,,343,122
SB 6,851,House,2017-08-11,Record vote,RV#124,343,121
SB 6,851,House,2017-08-11,Amendment fails of adoption,17-Schofield,341,120
SB 6,851,House,2017-08-11,Statement(s) of vote recorded in Journal,,341,119
SB 6,851,House,2017-08-11,Record vote,RV#123,341,118
SB 6,851,House,2017-08-11,Amendment fails of adoption,16-Kuempel,340,117
SB 6,851,House,2017-08-11,Statement(s) of vote recorded in Journal,,339,116
SB 6,851,House,2017-08-11,Record vote,RV#122,339,115
SB 6,851,House,2017-08-11,Amended,15-Kuempel,339,114
SB 6,851,House,2017-08-11,Statement(s) of vote recorded in Journal,,338,113
SB 6,851,House,2017-08-11,Record vote,RV#121,338,112
SB 6,851,House,2017-08-11,Amendment fails of adoption,14-Wray,338,111
SB 6,851,House,2017-08-11,Record vote,RV#120,337,110
SB 6,851,House,2017-08-11,Amendment fails of adoption,13-Workman,337,109
SB 6,851,House,2017-08-11,Statement(s) of vote recorded in Journal,,337,108
SB 6,851,House,2017-08-11,Record vote,RV#119,336,107
SB 6,851,House,2017-08-11,Amendment fails of adoption,12-Murphy,335,106
SB 6,851,House,2017-08-11,Record vote,RV#118,335,105
SB 6,851,House,2017-08-11,Amendment fails of adoption,11-E. Thompson,334,104
SB 6,851,House,2017-08-11,Point of order overruled,"Rule 8, Section 10; Article III, Section 56",333,103
SB 6,851,House,2017-08-11,Statement(s) of vote recorded in Journal,,333,102
SB 6,851,House,2017-08-11,Record vote,RV#117,332,101
SB 6,851,House,2017-08-11,Amendment fails of adoption,10-E. Thompson,332,100
SB 6,851,House,2017-08-11,Statement(s) of vote recorded in Journal,,332,99
SB 6,851,House,2017-08-11,Record vote,RV#116,331,98
SB 6,851,House,2017-08-11,Amendment fails of adoption,9-Schofield,331,97
SB 6,851,House,2017-08-11,Statement(s) of vote recorded in Journal,,331,96
SB 6,851,House,2017-08-11,Record vote,RV#115,330,95
SB 6,851,House,2017-08-11,Amendment fails of adoption,8-Uresti,329,94
SB 6,851,House,2017-08-11,Amendment withdrawn,7-Oliveira,329,93
SB 6,851,House,2017-08-11,Record vote,RV#114,329,92
SB 6,851,House,2017-08-11,Amendment fails of adoption,6-Minjarez,328,91
SB 6,851,House,2017-08-11,Amendment withdrawn,5-P. King,328,90
SB 6,851,House,2017-08-11,Statement(s) of vote recorded in Journal,,328,89
SB 6,851,House,2017-08-11,Record vote,RV#113,327,88
SB 6,851,House,2017-08-11,Amendment fails of adoption,4-P. King,327,87
SB 6,851,House,2017-08-11,Statement(s) of vote recorded in Journal,,327,86
SB 6,851,House,2017-08-11,Record vote,RV#112,326,85
SB 6,851,House,2017-08-11,Amendment fails of adoption,3-Schaefer,326,84
SB 6,851,House,2017-08-11,Statement(s) of vote recorded in Journal,,326,83
SB 6,851,House,2017-08-11,Record vote,RV#111,325,82
SB 6,851,House,2017-08-11,Amendment fails of adoption,2-Schaefer,325,81
SB 6,851,House,2017-08-11,Statement(s) of vote recorded in Journal,,325,80
SB 6,851,House,2017-08-11,Record vote,RV#110,324,79
SB 6,851,House,2017-08-11,Amendment fails of adoption,"1-Shine, Cosper, and Sheffield",324,78
SB 6,851,House,2017-08-11,Read 2nd time,,324,77
SB 6,851,House,2017-08-11,Placed on General State Calendar,,,76
SB 6,851,House,2017-08-09,Considered in Calendars,,,75
SB 6,851,House,2017-08-09,Committee report sent to Calendars,,,74
SB 6,851,House,2017-08-09,Committee report distributed,,,73
SB 6,851,House,2017-08-09,Comte report filed with Committee Coordinator,,317,72
SB 6,851,House,2017-08-09,Reported favorably as substituted,,,71
SB 6,851,House,2017-08-09,Committee substitute considered in committee,,,70
SB 6,851,House,2017-08-09,Considered in formal meeting,,,69
SB 6,851,House,2017-08-09,Scheduled for formal meeting on . . .,,,68
SB 6,851,House,2017-08-07,Returned to committee,,248,67
SB 6,851,House,2017-08-07,Point of order sustained,"Rule 8, Section 10(b); Article III, Section 56(b)",246,66
SB 6,851,House,2017-08-07,Amendment(s) offered,6-Schaefer,245,65
SB 6,851,House,2017-08-07,Amendment withdrawn,5-Schaefer,245,64
SB 6,851,House,2017-08-07,Amendment withdrawn,4-Uresti,244,63
SB 6,851,House,2017-08-07,Amended,3-Geren,244,62
SB 6,851,House,2017-08-07,Amendment withdrawn,2-Huberty,244,61
SB 6,851,House,2017-08-07,Amended,1-Huberty,244,60
SB 6,851,House,2017-08-07,Read 2nd time,,243,59
SB 6,851,House,2017-08-07,Placed on General State Calendar,,,58
SB 6,851,House,2017-08-06,Considered in Calendars,,,57
SB 6,851,House,2017-08-06,Committee report sent to Calendars,,,56
SB 6,851,House,2017-08-04,Committee report distributed,,,55
SB 6,851,House,2017-08-04,Comte report filed with Committee Coordinator,,249,54
SB 6,851,House,2017-08-04,Reported favorably as substituted,,,53
SB 6,851,House,2017-08-04,Committee substitute considered in committee,,,52
SB 6,851,House,2017-08-04,Considered in formal meeting,,,51
SB 6,851,House,2017-08-01,Referred to Land & Resource Management,,150,50
SB 6,851,House,2017-08-01,Read first time,,150,49
SB 6,851,House,2017-07-27,Received from the Senate,,94,48
SB 6,851,Senate,2017-07-26,Reported engrossed,,287,47
SB 6,851,Senate,2017-07-26,Remarks ordered printed,,261,46
SB 6,851,Senate,2017-07-26,Record vote,,284,45
SB 6,851,Senate,2017-07-26,Passed,,284,44
SB 6,851,Senate,2017-07-26,Read 3rd time,,284,43
SB 6,851,Senate,2017-07-26,Laid before the Senate,,284,42
SB 6,851,Senate,2017-07-26,Record vote,,260,41
SB 6,851,Senate,2017-07-26,Passed to engrossment as amended,,260,40
SB 6,851,Senate,2017-07-26,Record vote,,260,39
SB 6,851,Senate,2017-07-26,Amendment fails of adoption,,260,38
SB 6,851,Senate,2017-07-26,Amendment(s) offered,FA8 Menéndez,260,37
SB 6,851,Senate,2017-07-26,Record vote,,260,36
SB 6,851,Senate,2017-07-26,Amendment fails of adoption,,260,35
SB 6,851,Senate,2017-07-26,Amendment(s) offered,FA7 Menéndez,259,34
SB 6,851,Senate,2017-07-26,Record vote,,259,33
SB 6,851,Senate,2017-07-26,Amendment fails of adoption,,259,32
SB 6,851,Senate,2017-07-26,Amendment(s) offered,FA6 Uresti,259,31
SB 6,851,Senate,2017-07-26,Record vote,,258,30
SB 6,851,Senate,2017-07-26,Amendment fails of adoption,,258,29
SB 6,851,Senate,2017-07-26,Amendment(s) offered,FA5 Menéndez,258,28
SB 6,851,Senate,2017-07-26,Vote recorded in Journal,,257,27
SB 6,851,Senate,2017-07-26,Amended,,257,26
SB 6,851,Senate,2017-07-26,Amendment(s) offered,FA4 Birdwell,257,25
SB 6,851,Senate,2017-07-26,Record vote,,257,24
SB 6,851,Senate,2017-07-26,Amendment fails of adoption,,257,23
SB 6,851,Senate,2017-07-26,Amendment(s) offered,FA3 Menéndez,257,22
SB 6,851,Senate,2017-07-26,Record vote,,257,21
SB 6,851,Senate,2017-07-26,Amended,,257,20
SB 6,851,Senate,2017-07-26,Amendment(s) offered,FA2 Schwertner,257,19
SB 6,851,Senate,2017-07-26,Record vote,,256,18
SB 6,851,Senate,2017-07-26,Amended,,256,17
SB 6,851,Senate,2017-07-26,Amendment(s) offered,FA1 Campbell,255,16
SB 6,851,Senate,2017-07-26,Read 2nd time,,255,15
SB 6,851,Senate,2017-07-26,Laid before the Senate,,255,14
SB 6,851,Senate,2017-07-26,Co-author authorized,,234,13
SB 6,851,Senate,2017-07-25,Co-author authorized,,214,12
SB 6,851,Senate,2017-07-23,Committee report printed and distributed,,,11
SB 6,851,Senate,2017-07-23,Reported favorably w/o amendments,,31,10
SB 6,851,Senate,2017-07-23,Testimony taken in committee,,,9
SB 6,851,Senate,2017-07-23,Considered in public hearing,,,8
SB 6,851,Senate,2017-07-23,Scheduled for public hearing on  . . .,,,7
SB 6,851,Senate,2017-07-20,Referred to State Affairs,,23,6
SB 6,851,Senate,2017-07-20,Read first time,,23,5
SB 6,851,Senate,2017-07-20,Co-author authorized,,29,4
SB 6,851,Senate,2017-07-19,Co-author authorized,,15,3
SB 6,851,Senate,2017-07-18,Filed,,,2
SB 6,851,Senate,2017-07-18,Received by the Secretary of the Senate,,,1
SB 10,851,House,2017-07-27,Received from the Senate,,93,62
SB 10,851,Senate,2017-07-26,Co-author authorized,,234,61
SB 10,851,Senate,2017-07-25,Reported engrossed,,287,60
SB 10,851,Senate,2017-07-25,Statement(s) submitted,,220,59
SB 10,851,Senate,2017-07-25,Statement(s) submitted,,219,58
SB 10,851,Senate,2017-07-25,Record vote,,219,57
SB 10,851,Senate,2017-07-25,Passed,,219,56
SB 10,851,Senate,2017-07-25,Read 3rd time,,219,55
SB 10,851,Senate,2017-07-25,Laid before the Senate,,219,54
SB 10,851,Senate,2017-07-25,Co-author authorized,,214,53
SB 10,851,Senate,2017-07-24,Record vote,,97,52
SB 10,851,Senate,2017-07-24,Passed to engrossment as amended,,97,51
SB 10,851,Senate,2017-07-24,Record vote,,96,50
SB 10,851,Senate,2017-07-24,Amendment fails of adoption,,96,49
SB 10,851,Senate,2017-07-24,Amendment(s) offered,FA11 Rodríguez,96,48
SB 10,851,Senate,2017-07-24,Record vote,,96,47
SB 10,851,Senate,2017-07-24,Amendment fails of adoption,,96,46
SB 10,851,Senate,2017-07-24,Amendment(s) offered,FA10 Rodríguez,96,45
SB 10,851,Senate,2017-07-24,Record vote,,96,44
SB 10,851,Senate,2017-07-24,Amendment fails of adoption,,96,43
SB 10,851,Senate,2017-07-24,Amendment(s) offered,FA9 Rodríguez,95,42
SB 10,851,Senate,2017-07-24,Record vote,,95,41
SB 10,851,Senate,2017-07-24,Amendment fails of adoption,,95,40
SB 10,851,Senate,2017-07-24,Amendment(s) offered,FA8 Menéndez,95,39
SB 10,851,Senate,2017-07-24,Record vote,,94,38
SB 10,851,Senate,2017-07-24,Amendment fails of adoption,,94,37
SB 10,851,Senate,2017-07-24,Amendment(s) offered,FA7 Rodríguez,94,36
SB 10,851,Senate,2017-07-24,Record vote,,94,35
SB 10,851,Senate,2017-07-24,Amendment fails of adoption,,94,34
SB 10,851,Senate,2017-07-24,Amendment(s) offered,FA6 Uresti,94,33
SB 10,851,Senate,2017-07-24,Record vote,,94,32
SB 10,851,Senate,2017-07-24,Amendment fails of adoption,,94,31
SB 10,851,Senate,2017-07-24,Amendment(s) offered,FA5 Menéndez,94,30
SB 10,851,Senate,2017-07-24,Record vote,,93,29
SB 10,851,Senate,2017-07-24,Amendment fails of adoption,,93,28
SB 10,851,Senate,2017-07-24,Amendment(s) offered,FA4 Uresti,92,27
SB 10,851,Senate,2017-07-24,Record vote,,92,26
SB 10,851,Senate,2017-07-24,Amendment fails of adoption,,92,25
SB 10,851,Senate,2017-07-24,Amendment(s) offered,FA3 Watson,90,24
SB 10,851,Senate,2017-07-24,Vote recorded in Journal,,90,23
SB 10,851,Senate,2017-07-24,Amended,,90,22
SB 10,851,Senate,2017-07-24,Amendment(s) offered,FA2 Campbell,90,21
SB 10,851,Senate,2017-07-24,Vote recorded in Journal,,90,20
SB 10,851,Senate,2017-07-24,Amended,,90,19
SB 10,851,Senate,2017-07-24,Amendment(s) offered,FA1 Campbell,90,18
SB 10,851,Senate,2017-07-24,Read 2nd time,,90,17
SB 10,851,Senate,2017-07-24,Record vote,,90,16
SB 10,851,Senate,2017-07-24,Rules suspended-Regular order of business,,90,15
SB 10,851,Senate,2017-07-24,Co-author authorized,,134,14
SB 10,851,Senate,2017-07-22,Committee report printed and distributed,,,13
SB 10,851,Senate,2017-07-22,Reported favorably w/o amendments,,31,12
SB 10,851,Senate,2017-07-21,Testimony taken in committee,,,11
SB 10,851,Senate,2017-07-21,Considered in public hearing,,,10
SB 10,851,Senate,2017-07-21,Scheduled for public hearing on  . . .,,,9
SB 10,851,Senate,2017-07-20,Record vote,,26,8
SB 10,851,Senate,2017-07-20,Rules suspended,,26,7
SB 10,851,Senate,2017-07-20,Point of order overruled,,26,6
SB 10,851,Senate,2017-07-20,Point of order,,26,5
SB 10,851,Senate,2017-07-20,Referred to Health & Human Services,,23,4
SB 10,851,Senate,2017-07-20,Read first time,,23,3
SB 10,851,Senate,2017-07-18,Filed,,,2
SB 10,851,Senate,2017-07-18,Received by the Secretary of the Senate,,,1
SB 85,851,Senate,2017-08-04,Left pending in committee,,,14
SB 85,851,Senate,2017-08-04,Considered in public hearing,,,13
SB 85,851,Senate,2017-07-21,Left pending in committee,,,12
SB 85,851,Senate,2017-07-21,Testimony taken in committee,,,11
SB 85,851,Senate,2017-07-21,Considered in public hearing,,,10
SB 85,851,Senate,2017-07-21,Scheduled for public hearing on  . . .,,,9
SB 85,851,Senate,2017-07-20,Record vote,,26,8
SB 85,851,Senate,2017-07-20,Rules suspended,,26,7
SB 85,851,Senate,2017-07-20,Point of order overruled,,26,6
SB 85,851,Senate,2017-07-20,Point of order,,26,5
SB 85,851,Senate,2017-07-20,Referred to Health & Human Services,,24,4
SB 85,851,Senate,2017-07-20,Read first time,,24,3
SB 85,851,Senate,2017-07-19,Filed,,,2
SB 85,851,Senate,2017-07-19,Received by the Secretary of the Senate,,,1
SB 86,851,Senate,2017-07-19,Filed,,,2
SB 86,851,Senate,2017-07-19,Received by the Secretary of the Senate,,,1
SB 105,851,Senate,2017-07-22,Filed,,,2
SB 105,851,Senate,2017-07-22,Received by the Secretary of the Senate,,,1
SB 2,851,House,2017-08-09,Committee report sent to Calendars,,,90
SB 2,851,House,2017-08-08,Committee report distributed,,,89
SB 2,851,House,2017-08-08,Comte report filed with Committee Coordinator,,308,88
SB 2,851,House,2017-08-04,Reported favorably as substituted,,,87
SB 2,851,House,2017-08-04,Committee substitute considered in committee,,,86
SB 2,851,House,2017-08-04,Considered in formal meeting,,,85
SB 2,851,House,2017-08-02,Referred to Public Education,,179,84
SB 2,851,House,2017-08-02,Read first time,,179,83
SB 2,851,House,2017-07-27,Received from the Senate,,93,82
SB 2,851,Senate,2017-07-25,Reported engrossed,,287,81
SB 2,851,Senate,2017-07-25,Statement(s) submitted,,218,80
SB 2,851,Senate,2017-07-25,Record vote,,218,79
SB 2,851,Senate,2017-07-25,Passed,,218,78
SB 2,851,Senate,2017-07-25,Read 3rd time,,218,77
SB 2,851,Senate,2017-07-25,Laid before the Senate,,218,76
SB 2,851,Senate,2017-07-24,Record vote,,89,75
SB 2,851,Senate,2017-07-24,Passed to engrossment as amended,,89,74
SB 2,851,Senate,2017-07-24,Amendment withdrawn,,89,73
SB 2,851,Senate,2017-07-24,Amendment(s) offered,FA20 Garcia,88,72
SB 2,851,Senate,2017-07-24,Record vote,,88,71
SB 2,851,Senate,2017-07-24,Amendment fails of adoption,,88,70
SB 2,851,Senate,2017-07-24,Amendment(s) offered,FA19 Menéndez,88,69
SB 2,851,Senate,2017-07-24,Vote recorded in Journal,,88,68
SB 2,851,Senate,2017-07-24,Amended,,88,67
SB 2,851,Senate,2017-07-24,Amendment(s) offered,FA18 Uresti,87,66
SB 2,851,Senate,2017-07-24,Record vote,,87,65
SB 2,851,Senate,2017-07-24,Amendment fails of adoption,,87,64
SB 2,851,Senate,2017-07-24,Amendment(s) offered,FA17 Uresti,87,63
SB 2,851,Senate,2017-07-24,Record vote,,87,62
SB 2,851,Senate,2017-07-24,Amendment fails of adoption,,87,61
SB 2,851,Senate,2017-07-24,Amendment(s) offered,FA16 Uresti,87,60
SB 2,851,Senate,2017-07-24,Record vote,,86,59
SB 2,851,Senate,2017-07-24,Amendment fails of adoption,,86,58
SB 2,851,Senate,2017-07-24,Amendment(s) offered,FA15 Uresti,86,57
SB 2,851,Senate,2017-07-24,Record vote,,86,56
SB 2,851,Senate,2017-07-24,Amendment fails of adoption,,86,55
SB 2,851,Senate,2017-07-24,Amendment(s) offered,FA14 Garcia,85,54
SB 2,851,Senate,2017-07-24,Vote recorded in Journal,,85,53
SB 2,851,Senate,2017-07-24,Amended,,85,52
SB 2,851,Senate,2017-07-24,Amendment(s) offered,FA13 Garcia,85,51
SB 2,851,Senate,2017-07-24,Amendment withdrawn,,85,50
SB 2,851,Senate,2017-07-24,Amendment(s) offered,FA12 Rodríguez,51,49
SB 2,851,Senate,2017-07-24,Record vote,,51,48
SB 2,851,Senate,2017-07-24,Amendment fails of adoption,,51,47
SB 2,851,Senate,2017-07-24,Amendment(s) offered,FA11 Rodríguez,51,46
SB 2,851,Senate,2017-07-24,Record vote,,51,45
SB 2,851,Senate,2017-07-24,Amendment fails of adoption,,51,44
SB 2,851,Senate,2017-07-24,Amendment(s) offered,FA10 Garcia,50,43
SB 2,851,Senate,2017-07-24,Amendment withdrawn,,50,42
SB 2,851,Senate,2017-07-24,Amendment(s) offered,FA9 Garcia,50,41
SB 2,851,Senate,2017-07-24,Vote recorded in Journal,,49,40
SB 2,851,Senate,2017-07-24,Amended,,49,39
SB 2,851,Senate,2017-07-24,Amendment(s) offered,FA8 Garcia,49,38
SB 2,851,Senate,2017-07-24,Record vote,,49,37
SB 2,851,Senate,2017-07-24,Amendment fails of adoption,,49,36
SB 2,851,Senate,2017-07-24,Amendment(s) offered,FA7 Menéndez,48,35
SB 2,851,Senate,2017-07-24,Record vote,,48,34
SB 2,851,Senate,2017-07-24,Amendment fails of adoption,,48,33
SB 2,851,Senate,2017-07-24,Amendment(s) offered,FA6 Rodríguez,47,32
SB 2,851,Senate,2017-07-24,Record vote,,47,31
SB 2,851,Senate,2017-07-24,Amendment fails of adoption,,47,30
SB 2,851,Senate,2017-07-24,Amendment(s) offered,FA5 Rodríguez,45,29
SB 2,851,Senate,2017-07-24,Record vote,,45,28
SB 2,851,Senate,2017-07-24,Amendment fails of adoption,,45,27
SB 2,851,Senate,2017-07-24,Amendment(s) offered,FA4 Rodríguez,45,26
SB 2,851,Senate,2017-07-24,Vote recorded in Journal,,45,25
SB 2,851,Senate,2017-07-24,Amended,,45,24
SB 2,851,Senate,2017-07-24,Amendment(s) offered,FA3 Garcia,45,23
SB 2,851,Senate,2017-07-24,Vote recorded in Journal,,44,22
SB 2,851,Senate,2017-07-24,Amended,,44,21
SB 2,851,Senate,2017-07-24,Amendment(s) offered,FA2 Taylor of Galveston,44,20
SB 2,851,Senate,2017-07-24,Vote recorded in Journal,,44,19
SB 2,851,Senate,2017-07-24,Amended,,44,18
SB 2,851,Senate,2017-07-24,Amendment(s) offered,FA1 Taylor of Galveston,44,17
SB 2,851,Senate,2017-07-24,Read 2nd time,,44,16
SB 2,851,Senate,2017-07-24,Laid before the Senate,,44,15
SB 2,851,Senate,2017-07-24,Co-author authorized,,134,14
SB 2,851,Senate,2017-07-22,Committee report printed and distributed,,,13
SB 2,851,Senate,2017-07-22,Reported favorably w/o amendments,,31,12
SB 2,851,Senate,2017-07-21,Testimony taken in committee,,,11
SB 2,851,Senate,2017-07-21,Considered in public hearing,,,10
SB 2,851,Senate,2017-07-21,Scheduled for public hearing on  . . .,,,9
SB 2,851,Senate,2017-07-20,Record vote,,26,8
SB 2,851,Senate,2017-07-20,Rules suspended,,26,7
SB 2,851,Senate,2017-07-20,Point of order overruled,,26,6
SB 2,851,Senate,2017-07-20,Point of order,,26,5
SB 2,851,Senate,2017-07-20,Referred to Education,,22,4
SB 2,851,Senate,2017-07-20,Read first time,,22,3
SB 2,851,Senate,2017-07-20,Filed,,,2
SB 2,851,Senate,2017-07-20,Received by the Secretary of the Senate,,,1
SB 4,851,House,2017-07-27,Received from the Senate,,94,59
SB 4,851,Senate,2017-07-26,Reported engrossed,,287,58
SB 4,851,Senate,2017-07-26,Statement(s) submitted,,280,57
SB 4,851,Senate,2017-07-26,Statement(s) submitted,,278,56
SB 4,851,Senate,2017-07-26,Record vote,,278,55
SB 4,851,Senate,2017-07-26,Passed,,278,54
SB 4,851,Senate,2017-07-26,Read 3rd time,,278,53
SB 4,851,Senate,2017-07-26,Laid before the Senate,,277,52
SB 4,851,Senate,2017-07-26,Remarks ordered printed,,232,51
SB 4,851,Senate,2017-07-26,Record vote,,232,50
SB 4,851,Senate,2017-07-26,Passed to engrossment as amended,,232,49
SB 4,851,Senate,2017-07-26,Record vote,,232,48
SB 4,851,Senate,2017-07-26,Amendment fails of adoption,,232,47
SB 4,851,Senate,2017-07-26,Amendment(s) offered,FA11 Rodríguez,232,46
SB 4,851,Senate,2017-07-26,Record vote,,232,45
SB 4,851,Senate,2017-07-26,Amendment fails of adoption,,232,44
SB 4,851,Senate,2017-07-26,Amendment(s) offered,FA10 Garcia,231,43
SB 4,851,Senate,2017-07-26,Record vote,,231,42
SB 4,851,Senate,2017-07-26,Amendment fails of adoption,,231,41
SB 4,851,Senate,2017-07-26,Amendment(s) offered,FA9 Menéndez,231,40
SB 4,851,Senate,2017-07-26,Record vote,,231,39
SB 4,851,Senate,2017-07-26,Amendment fails of adoption,,231,38
SB 4,851,Senate,2017-07-26,Amendment(s) offered,FA8 Garcia,231,37
SB 4,851,Senate,2017-07-26,Record vote,,230,36
SB 4,851,Senate,2017-07-26,Amendment fails of adoption,,230,35
