bill_number,session,summary,keywords,authors,coauthors,sponsors,cosponsors,house_committee,hc_status,senate_committee,sc_status,bill_url
SB 805,79R,Relating to certain small and large employer health cooperatives and reinsurance for small employer health benefit plans.,Business & Commerce--Small Business & Minority Business (I0051); Insurance--Health & Accident (I0422); Insurance--Insurers & Agents (I0425),Averitt,,Taylor,,Insurance,Out of committee,State Affairs,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=79R&Bill=SB805
SB 806,79R,Relating to appointed members of the State Soil and Water Conservation Board.,"Agriculture (I0020); State Agencies, Boards & Commissions (I0749); SOIL & WATER CONSERVATION BOARD, STATE (V9940)",Averitt,,Swinford,,Agriculture & Livestock,Out of committee,Natural Resources,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=79R&Bill=SB806
SB 807,79R,Relating to interest rate ceilings on certain commercial loans.,Charitable & Nonprofit Organizations (I0055); Financial--General (I0365); LOANS (S0117),Averitt,,,,Financial Institutions,In committee,Business & Commerce,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=79R&Bill=SB807
SB 808,79R,Relating to the condemnation of certain property for railroad purposes.,Property Interests--Eminent Domain (I0615); Transportation--Railroads (I0821),Averitt,,,,,,Transportation & Homeland Security,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=79R&Bill=SB808
SB 809,79R,Relating to the Texas Health Insurance Risk Pool.,"Insurance--Health & Accident (I0422); HEALTH INSURANCE RISK POOL, TEXAS (S0562)",Averitt,,Taylor,,Insurance,Out of committee,State Affairs,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=79R&Bill=SB809
SB 810,79R,Relating to the regulation of the sale and inspection of real estate.,Occupational Regulation--Other Trades & Professions (I0541); CONTINUING EDUCATION (S0234); REAL ESTATE BROKERS (S0214),Averitt,,Flores; Homer,,Licensing & Administrative Procedures,Out of committee,Business & Commerce,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=79R&Bill=SB810
SB 995,79R,Relating to donees of anatomical gifts.,Education--Higher--Institutions & Programs (I0223); Health--Other Diseases & Medical Conditions (I0383); ORGAN & TISSUE DONATIONS (S0305),Averitt,,Anderson,,Public Health,Out of committee,Health & Human Services,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=79R&Bill=SB995
SB 996,79R,Relating to the use of personal leave by a public school employee.,Education--Primary & Secondary--Other School Personnel (I0246); Education--Primary & Secondary--Teachers (I0242); EMPLOYEE BENEFITS & LEAVE (S0452),Averitt,,,,Public Education,In committee,Education,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=79R&Bill=SB996
SB 1444,79R,Relating to contingent payment clauses in certain construction contracts.,Business & Commerce--General (I0050); CONTRACTORS & SUBCONTRACTORS (S2563); CONTRACTORS' LIENS (S0357),Averitt,Deuell,,,,,Business & Commerce,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=79R&Bill=SB1444
SB 1445,79R,"Relating to the placement on community supervision of and to the confinement or detention in or release from a penal institution of a person subject to registration under Chapter 62, Code of Criminal Procedure.","Crimes--Against Persons--Sexual (I0171); Criminal Procedure--General (I0208); Criminal Procedure--Sentencing & Punishment (I0205); Electronic Information Systems (I0311); MANDATORY & COMMUNITY SUPERVISION (S2314); SEXUAL OFFENDERS (S0099); PUBLIC SAFETY, DEPARTMENT OF (V0251)",Averitt,,,,,,Criminal Justice,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=79R&Bill=SB1445
SB 1446,79R,Relating to public school admission and enrollment.,"Education--Higher--Admission & Attendance (I0257); Education--Primary & Secondary--Charter Schools (I0245); Education--Primary & Secondary--Home Schooling (I0248); Education--School Districts (I0220); Minors--General (I0537); FOREIGN STUDENTS (S0444); HOMELESS (S0243); EDUCATION, COMMISSIONER OF (V9954)",Averitt,,Eissler,,Public Education,Out of committee,Education,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=79R&Bill=SB1446
SB 1447,79R,Relating to including pension and other postemployment benefits in the computation of rates for electric utilities.,Retirement Systems--General (I0725); Utilities--Electric (I0831); EMPLOYEE BENEFITS & LEAVE (S0452); PUBLIC UTILITY COMMISSION (V0023),Averitt,,Eiland,,Pensions & Investments,Out of committee,Business & Commerce,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=79R&Bill=SB1447
SB 1448,79R,Relating to the applicability of certain laws relating to portability of certain health benefit coverage provided to school district employees.,"Education--Primary & Secondary--Other School Personnel (I0246); Education--Primary & Secondary--Teachers (I0242); Insurance--Health & Accident (I0422); Insurance--Life, Health & Accident (I0440); Insurance--Public Employees (I0443); EMPLOYEE BENEFITS & LEAVE (S0452)",Averitt,,Eiland,,Insurance,Out of committee,State Affairs,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=79R&Bill=SB1448
SB 1449,79R,Relating to requiring public retirement systems periodically to submit an asset and liability study to the Pension Review Board.,Retirement Systems--General (I0725); ASSETS (S0416); STATE PENSION REVIEW BOARD (V0173),Averitt,,,,,,State Affairs,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=79R&Bill=SB1449
SB 1450,79R,Relating to judgment interest.,Civil Remedies & Liabilities (I0065); Financial--General (I0365),Averitt,,Hopson,,Judiciary,Out of committee,Jurisprudence,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=79R&Bill=SB1450
SB 1451,79R,Relating to the management of groundwater.,"Environment--Water (I0320); Legislature (I0520); Water--General (I0885); WATER WELL DRILLERS & PUMP INSTALLERS (S0367); ENVIRONMENTAL QUALITY, TEXAS COMMISSION ON (V0334); LICENSING & REGULATION, TEXAS COMMISSION ON (V0383)",Averitt,,,,Natural Resources,In committee,Natural Resources,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=79R&Bill=SB1451
SB 1509,79R,Relating to the election of emergency services districts boards.,Health--Emergency Services & Personnel (I0384); Special Districts & Authorities--Miscellaneous (I0770),Averitt,,,,,,State Affairs,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=79R&Bill=SB1509
SB 1510,79R,Relating to the liability of a nonprofit management contractor of county hospital authorities.,Charitable & Nonprofit Organizations (I0055); Civil Remedies & Liabilities (I0065); Hospitals (I0400),Averitt,,Miller,,County Affairs,Out of committee,State Affairs,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=79R&Bill=SB1510
SB 1511,79R,Relating to liability for damages caused by a leak from or a malfunction or the improper operation or modification of a liquefied petroleum gas system or related equipment.,Civil Remedies & Liabilities (I0065); Oil & Gas (I0545); Safety (I0740),Averitt,,,,Energy Resources,In committee,State Affairs,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=79R&Bill=SB1511
SB 1512,79R,Relating to the use and management of surface water resources and regional water planning.,"State Agencies, Boards & Commissions--Newly Proposed (I0773); Water--Development (I0875); Water--General (I0885); ENVIRONMENTAL FLOWS COMMISSION (V0689); ENVIRONMENTAL QUALITY, TEXAS COMMISSION ON (V0334); STUDY COMMISSION ON WATER FOR ENVIRONMENTAL FLOWS (V0448)",Averitt,,,,Natural Resources,In committee,Natural Resources,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=79R&Bill=SB1512
SB 1513,79R,Relating to an interim study regarding the operation of certain state health insurance programs.,"Insurance--Health & Accident (I0422); Interim Studies (I0448); Retirement Systems--State Employees (I0727); INSURANCE, COMMISSIONER OF (V0396); INSURANCE, TEXAS DEPARTMENT OF (V0006)",Averitt,,Eiland,,Pensions & Investments,Out of committee,State Affairs,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=79R&Bill=SB1513
SB 1514,79R,Relating to the administration by the Texas Water Development Board of certain water-related programs financed by federal funds.,Water--Development (I0875); Water--General (I0885); WATER DEVELOPMENT BOARD (V2481),Averitt,,,,,,Natural Resources,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=79R&Bill=SB1514
SB 1531,79R,Relating to requiring a contractor or subcontractor to provide health insurance to its employees to participate in certain state contracts.,"Insurance--Health & Accident (I0422); Purchasing--State (I0643); State Agencies, Boards & Commissions--Newly Proposed (I0773); CONTRACTORS & SUBCONTRACTORS (S2563)",Averitt,,,,,,State Affairs,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=79R&Bill=SB1531
SB 1532,79R,Relating to the eligibility of certain educational employees to participate or be enrolled in certain group health benefit programs.,"Education--Primary & Secondary--Teachers (I0242); Insurance--Health & Accident (I0422); Insurance--Life, Health & Accident (I0440); Insurance--Public Employees (I0443)",Averitt,,Eissler,,Public Education,Out of committee,State Affairs,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=79R&Bill=SB1532
SB 1698,79R,Relating to fees and penalties for oil and gas operations.,Environment--General (I0340); Fees & Other Nontax Revenue--State (I0362); Oil & Gas (I0545); RAILROAD COMMISSION (V0089),Averitt,,,,Energy Resources,In committee,Natural Resources,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=79R&Bill=SB1698
SB 1699,79R,Relating to the acquisition of real property interests for transportation projects by the Texas Transportation Commission.,"Highways (I0390); Property Interests--Real Property (I0595); Transportation--Miscellaneous (I0824); TRANSPORTATION COMMISSION, TEXAS (V0040)",Averitt,,,,,,Transportation & Homeland Security,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=79R&Bill=SB1699
SB 1700,79R,Relating to the use of electronic textbooks in public schools.,Education--Primary & Secondary--Textbooks (I0226); Electronic Information Systems (I0311),Averitt,,,,,,Education,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=79R&Bill=SB1700
SB 1701,79R,Relating to tuition and fee rebates for timely completion of degree programs offered by general academic teaching institutions.,Education--Higher--Student Fees (I0234); Education--Higher--Student Financial Aid (I0235); Education--Higher--Tuition (I0233),Averitt,,,,,,Education,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=79R&Bill=SB1701
SB 1702,79R,Relating to limited liability companies and partnerships.,Corporations & Associations (I0090),Averitt,,,,,,Business & Commerce,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=79R&Bill=SB1702
SB 1757,79R,Relating to manufacturer or distributor ownership of certain motor vehicle dealerships.,Occupational Regulation--Other Trades & Professions (I0541); MOTOR VEHICLE DEALERS (S1214),Averitt,,,,,,Business & Commerce,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=79R&Bill=SB1757
SCR 32,79R,Opposing any proposal to close the Waco Veterans Affairs Hospital and urging Texans and veterans to express their support for the hospital and its retention.,Resolutions--Legislative Policy (I0685); WACO VETERANS AFFAIRS HOSPITAL (N1728),Averitt,,,,,,Veteran Affairs & Military Installations,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=79R&Bill=SCR32
SJR 21,79R,Proposing a constitutional amendment authorizing the legislature to define rates of interest for commercial loans.,Financial--General (I0365); Resolutions--Constitutional Amendments (I0661); LOANS (S0117),Averitt,,Flynn,,Financial Institutions,Out of committee,Business & Commerce,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=79R&Bill=SJR21
SR 72,79R,Recognizing Jack Smith on the occasion of his retirement as Chair of the Falls County Republican Party.,"Resolutions--Congratulatory & Honorary (I0705); SMITH, JACK (N0175)",Averitt,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=79R&Bill=SR72
SR 81,79R,"Recognizing February 8, 2005, as Credit Union Day at the State Capitol.",CREDIT UNION DAY (H0581); Resolutions--Official Designations--Special Dates (I0721),Averitt,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=79R&Bill=SR81
SR 220,79R,Recognizing Tommie Rita Pilgrim Coward Borroum on the occasion of her 80th birthday.,"Resolutions--Congratulatory & Honorary (I0705); BORROUM, TOMMIE RITA PILGRIM COWARD (N0581)",Averitt,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=79R&Bill=SR220
SR 331,79R,"Recognizing March 9, 2005, as Hill County Day at the State Capitol.",HILL COUNTY DAY (H0480); Resolutions--Official Designations--Special Dates (I0721),Averitt,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=79R&Bill=SR331
SR 485,79R,"Recognizing March 29, 2005, as Ellis County Day at the State Capitol.",ELLIS COUNTY DAY (H0061); Resolutions--Official Designations--Special Dates (I0721),Averitt,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=79R&Bill=SR485
SR 536,79R,Recognizing Ron Durham on the occasion of his retirement.,"Resolutions--Congratulatory & Honorary (I0705); DURHAM, RON (N1248)",Averitt,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=79R&Bill=SR536
SR 564,79R,Recognizing Baylor University's Bob Bullock Scholars Program for its dedication to the furtherance of good government in Texas.,Resolutions--Congratulatory & Honorary (I0705); BOB BULLOCK SCHOLARS PROGRAM (N1327); BAYLOR UNIVERSITY (U0040),Averitt,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=79R&Bill=SR564
SR 620,79R,Congratulating Coach Kim Mulkey-Robertson and the Baylor Lady Bears for winning the 2005 National Collegiate Athletic Association's Women's National Basketball Championship.,Resolutions--Congratulatory & Honorary (I0705); BAYLOR LADY BEARS (N1307),Averitt; Harris,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=79R&Bill=SR620
SR 708,79R,Congratulating Stuart Smith of Waco for becoming the first American to complete the Adventure Grand Slam.,"Resolutions--Congratulatory & Honorary (I0705); SMITH, STUART (N1717)",Averitt,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=79R&Bill=SR708
SR 714,79R,Opposing any proposal to close the Waco Veterans Affairs Hospital and urging concerned Texans and veterans to express their support of the hospital and its retention.,Resolutions--Legislative Policy (I0685); WACO VETERANS AFFAIRS HOSPITAL (N1728),Averitt,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=79R&Bill=SR714
SR 733,79R,In memory of Olin Nickleberry of Navarro County.,"Resolutions--Memorial (I0710); NICKLEBERRY, OLIN (N1819)",Averitt,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=79R&Bill=SR733
SR 801,79R,Recognizing the Texas Society of Psychiatric Physicians on the occasion of its 50th anniversary.,Resolutions--Congratulatory & Honorary (I0705); TEXAS SOCIETY OF PSYCHIATRIC PHYSICIANS (N2001),Averitt,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=79R&Bill=SR801
SR 898,79R,"Congratulating the Brazos Higher Education Authority, Incorporated, on the occasion of its 30th anniversary.","Resolutions--Congratulatory & Honorary (I0705); BRAZOS HIGHER EDUCATION AUTHORITY, INC. (N1934)",Averitt,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=79R&Bill=SR898
SR 899,79R,In memory of Linda Ann Whipp Bonham of Cleburne.,"Resolutions--Memorial (I0710); BONHAM, LINDA ANN WHIPP (N2290)",Averitt,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=79R&Bill=SR899
SR 900,79R,Congratulating Jeremy Wariner of Grand Prairie for winning two gold medals at the 2004 Olympic Games.,"Resolutions--Congratulatory & Honorary (I0705); WARINER, JEREMY (N1864)",Averitt,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=79R&Bill=SR900
SR 901,79R,Congratulating Darold Williamson of Waco for winning a gold medal at the 2004 Olympic Games.,"Resolutions--Congratulatory & Honorary (I0705); WILLIAMSON, DAROLD (N0319)",Averitt,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=79R&Bill=SR901
SR 939,79R,Congratulating Clyde Hart for his success as track and field head coach at Baylor University.,"Resolutions--Congratulatory & Honorary (I0705); HART, CLYDE (N2184)",Averitt,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=79R&Bill=SR939
SR 940,79R,Commending the Texas Society of Psychiatric Physicians for 50 years of service to the people of Texas.,Resolutions--Congratulatory & Honorary (I0705); TEXAS SOCIETY OF PSYCHIATRIC PHYSICIANS (N2001),Averitt,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=79R&Bill=SR940
SR 1027,79R,"Commending Robert B. Sloan, Jr., for his achievements as President of Baylor University.","Resolutions--Congratulatory & Honorary (I0705); SLOAN, ROBERT B., JR. (N2625)",Averitt,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=79R&Bill=SR1027
SR 1028,79R,Commending Dana Vollmer of Granbury for her achievements in the Olympic Games.,"Resolutions--Congratulatory & Honorary (I0705); VOLLMER, DANA (N2281)",Averitt,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=79R&Bill=SR1028
SR 1029,79R,Commending Whitney Jennings for her accomplishments.,"Resolutions--Congratulatory & Honorary (I0705); JENNINGS, WHITNEY (N2842)",Averitt; Gallegos,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=79R&Bill=SR1029
SB 309,79R,"Relating to the creation of an address confidentiality program to assist victims of family violence, sexual assault, or stalking in maintaining confidential addresses.",Crimes--Against Persons--General (I0170); Crimes--Against Persons--Sexual (I0171); Family--Family Violence (I0353); SEXUAL ASSAULT (S4375); STALKING (S0044); ATTORNEY GENERAL (V2811),"Lucio; Armbrister; Averitt; Barrientos; Brimer; Deuell; Ellis; Eltife; Fraser; Gallegos; Harris; Janek; Madla; Van de Putte; Wentworth; West, Royce; Whitmire; Zaffirini",Carona; Hinojosa; Shapleigh,Gonzales,,Criminal Jurisprudence,Out of committee,State Affairs,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=79R&Bill=SB309
SB 333,79R,Relating to the eligibility of a high school graduate for automatic admission to an institution of higher education and to certain other practices and procedures concerning the admission process.,"Education--Higher--Admission & Attendance (I0257); Education--Primary & Secondary--Curriculum (I0228); HIGHER EDUCATION COORDINATING BOARD, TEXAS (V4280)","West, Royce; Averitt; Ellis; Gallegos; Hinojosa; Lucio; Madla; Ogden; Shapleigh; Van de Putte; Whitmire",,,,Higher Education,In committee,Education,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=79R&Bill=SB333
SB 572,79R,Relating to the development and implementation of personnel policies and procedures for certain state agencies.,"Labor--Management Relations (I0465); State Agencies, Boards & Commissions (I0749); State Employees (I0626)",Barrientos; Averitt,,,,State Affairs,In committee,State Affairs,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=79R&Bill=SB572
SB 730,79R,Relating to the establishment of a law school in the City of Dallas by the University of North Texas System.,Education--Higher--Institutions & Programs (I0223); Lawyers (I0515); UNIVERSITY OF NORTH TEXAS SCHOOL OF LAW (U0060); UNIVERSITY OF TEXAS AT DALLAS (U4236),"West, Royce; Armbrister; Averitt; Barrientos; Carona; Deuell; Ellis; Eltife; Estes; Fraser; Gallegos; Hinojosa; Jackson, Mike; Janek; Lindsay; Lucio; Seliger; Shapiro; Shapleigh; Van de Putte; Whitmire; Williams; Zaffirini",,"Goolsby; Jones, Jesse; Harper-Brown; Giddings; Rose","Allen, Ray; Blake; Branch; Crownover; Davis, Yvonne; Driver; Escobar; Hill; Jackson, Jim; Jones, Delwin; Kuempel; Laney; Leibowitz; Merritt; Moreno, Paul; Quintanilla; Solis; Strama; Turner",Higher Education,Out of committee,Education,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=79R&Bill=SB730
SB 802,79R,Relating to the designation of a portion of State Highway 130 in Williamson and Travis Counties as the Willie Nelson Turnpike.,Highways (I0390); WILLIE NELSON TURNPIKE (S0651),"Barrientos; Armbrister; Averitt; Carona; Deuell; Duncan; Ellis; Eltife; Estes; Gallegos; Hinojosa; Jackson, Mike; Janek; Lindsay; Lucio; Madla; Seliger; Shapleigh; Van de Putte; West, Royce; Whitmire; Williams; Zaffirini",,,,,,Transportation & Homeland Security,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=79R&Bill=SB802
SB 1874,79R,Relating to the Automobile Theft Prevention Authority.,Crimes--Against Property (I0175); Vehicles & Traffic--General (I0865); AUTOMOBILE BURGLARY & THEFT PREVENTION AUTHORITY (V0695); AUTOMOBILE THEFT PREVENTION AUTHORITY (V0009),"Whitmire; Armbrister; Averitt; Barrientos; Brimer; Carona; Deuell; Duncan; Ellis; Eltife; Estes; Fraser; Gallegos; Harris; Hinojosa; Jackson, Mike; Janek; Lindsay; Lucio; Madla; Nelson; Ogden; Seliger; Shapiro; Shapleigh; Staples; Van de Putte; Wentworth; West, Royce; Williams; Zaffirini",,Pena,,Transportation,Out of committee,Criminal Justice,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=79R&Bill=SB1874
SCR 23,79R,Memorializing congress to permanently repeal the federal death tax in 2005.,Resolutions--Legislative Policy (I0685); Resolutions--Memorializing Congress (I0675); Taxation--Inheritance (I0811); FEDERAL DEATH TAX (N0995),"Williams; Armbrister; Averitt; Brimer; Carona; Deuell; Duncan; Eltife; Estes; Fraser; Harris; Jackson, Mike; Janek; Lindsay; Nelson; Ogden; Seliger; Shapiro; Staples; Wentworth",,,,,,Finance,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=79R&Bill=SCR23
SR 49,79R,"Proclaiming February 22, 2005, as Grand Prairie Day at the State Capitol.",GRAND PRAIRIE DAY (H0116); Resolutions--Official Designations--Special Dates (I0721),Brimer; Averitt; Harris,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=79R&Bill=SR49
SR 79,79R,"Welcoming the members of the Texas High School Rodeo Association and recognizing February 7, 2005, as THSRA Day at the State Capitol.",THSRA DAY (H0591); Resolutions--Official Designations--Special Dates (I0721); Resolutions--Welcoming (I0722); TEXAS HIGH SCHOOL RODEO ASSOCIATION (N0241),"Harris; Armbrister; Averitt; Brimer; Carona; Deuell; Duncan; Ellis; Eltife; Estes; Fraser; Gallegos; Jackson, Mike; Lindsay; Lucio; Madla; Nelson; Ogden; Seliger; Shapiro; Staples; Van de Putte; Wentworth; West, Royce; Whitmire; Williams; Zaffirini",,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=79R&Bill=SR79
SR 84,79R,In memory of Lyle L Gordon of Midlothian.,"Resolutions--Memorial (I0710); GORDON, LYLE L (N0217)",Carona; Averitt,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=79R&Bill=SR84
SR 143,79R,Recognizing Fort Hood and its role for the citizens of the Fort Hood area.,Resolutions--Congratulatory & Honorary (I0705); FORT HOOD (N0371),Fraser; Averitt; Van de Putte,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=79R&Bill=SR143
SR 203,79R,"Recognizing February 23, 2005, as Children's Advocacy Centers of Texas Day at the Capitol.",CHILDREN'S ADVOCACY CENTERS OF TEXAS DAY (H0610); Resolutions--Official Designations--Special Dates (I0721),"Lindsay; Averitt; Deuell; Eltife; Gallegos; Harris; Jackson, Mike; Lucio; Madla; Nelson; Ogden; Seliger; Shapiro; Staples; Williams; Zaffirini",Wentworth,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=79R&Bill=SR203
SR 292,79R,"Recognizing March 3, 2005, as Bob Wills Day at the Capitol.",BOB WILLS DAY (H0606); Resolutions--Official Designations--Special Dates (I0721),"Deuell; Armbrister; Averitt; Barrientos; Brimer; Carona; Duncan; Ellis; Eltife; Estes; Fraser; Gallegos; Harris; Hinojosa; Jackson, Mike; Janek; Lindsay; Lucio; Madla; Nelson; Ogden; Seliger; Shapiro; Shapleigh; Staples; Van de Putte; Wentworth; West, Royce; Whitmire; Williams; Zaffirini",,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=79R&Bill=SR292
