bill_number,session,summary,keywords,authors,coauthors,sponsors,cosponsors,house_committee,hc_status,senate_committee,sc_status,bill_url
SR 9,782,Commending Cameron LaVelle Cooley of Spring for achieving the rank of Eagle Scout.,"Resolutions--Congratulatory & Honorary (I0705); COOLEY, CAMERON LAVELLE (N3181)",Lindsay,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=SR9
SR 10,782,Commending Andrew Chartrand of Spring for achieving the rank of Eagle Scout.,"Resolutions--Congratulatory & Honorary (I0705); CHARTRAND, ANDREW (N3182)",Lindsay,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=SR10
SR 14,782,Commending Austin David Lorehn for achieving the rank of Eagle Scout.,"Resolutions--Congratulatory & Honorary (I0705); LOREHN, AUSTIN DAVID (N3186)",Lindsay,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=SR14
SR 19,782,Commending Brian E. Bohannon of Tomball for achieving the rank of Eagle Scout.,"Resolutions--Congratulatory & Honorary (I0705); BOHANNON, BRIAN E. (N3191)",Lindsay,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=SR19
SR 20,782,Commending Max E. Henry of Tomball for achieving the rank of Eagle Scout.,"Resolutions--Congratulatory & Honorary (I0705); HENRY, MAX E. (N3192)",Lindsay,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=SR20
SR 21,782,Commending Justin Mesina of Houston for achieving the rank of Eagle Scout.,"Resolutions--Congratulatory & Honorary (I0705); MESINA, JUSTIN (N3193)",Lindsay,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=SR21
SR 22,782,Commending Nicholas John Christ of Houston for achieving the rank of Eagle Scout.,"Resolutions--Congratulatory & Honorary (I0705); CHRIST, NICHOLAS JOHN (N3194)",Lindsay,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=SR22
SR 23,782,Commending Todd Lewandowski of Houston for achieving the rank of Eagle Scout.,"Resolutions--Congratulatory & Honorary (I0705); LEWANDOWSKI, TODD (N3195)",Lindsay,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=SR23
SB 3,782,"Relating to the construction, acquisition, financing, maintenance, management, operation, ownership, and control of transportation facilities and the progress, improvement, policing, and safety of transportation in the state; making appropriations.","Highways (I0390); Property Interests--Eminent Domain (I0615); State Finances--Appropriations (I0746); Transportation--Miscellaneous (I0824); Vehicles & Traffic--General (I0865); BONDS (S6060); TRANSPORTATION, TEXAS DEPARTMENT OF (V8796); TURNPIKE AUTHORITY (V4961)",Ogden,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=SB3
SCR 1,782,Memorializing the secretary of the United States Department of Homeland Security to designate a university-based center for homeland security in the State of Texas.,Education--Higher--Institutions & Programs (I0223); Resolutions--Legislative Policy (I0685); TERRORISM & INTERNAL SECURITY (S0574),Ogden,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=SCR1
SR 6,782,Commending Charlie Geren's Railhead Smokehouse in Fort Worth.,"GEREN, CHARLIE, REP. (A0084); Resolutions--Congratulatory & Honorary (I0705); RAILHEAD SMOKEHOUSE (N3178)",Nelson,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=SR6
SR 13,782,Congratulating Henry G. and Selma H. Hadigian on their 50th wedding anniversary.,"Resolutions--Congratulatory & Honorary (I0705); HADIGIAN, HENRY G. & SELMA H. (N3185)",Nelson,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=SR13
SCR 2,782,Honoring Bobby R. Walters of Paris on his retirement.,"Resolutions--Congratulatory & Honorary (I0705); WALTERS, BOBBY R. (N3046)",Ratliff,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=SCR2
SB 1,782,Relating to the composition of the districts for the election of members of the United States House of Representatives from the State of Texas.,Congress (I0085); Redistricting (I0645),Staples,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=SB1
SB 4,782,"Relating to appropriating fees, fee increases, and surcharges collected by certain state agencies under various Acts of the 78th Legislature, Regular Session, 2003.","Animals (I0035); Fees & Other Nontax Revenue--State (I0362); State Finances--Appropriations (I0746); ANIMAL HEALTH COMMISSION, TEXAS (V0000)",Staples,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=SB4
SR 8,782,"In memory of Obie L. Phillips, Sr., of Neches.","Resolutions--Memorial (I0710); PHILLIPS, OBIE L., SR. (N3180)",Staples,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=SR8
SB 2,782,"Relating to the reapportionment of congressional districts and the creation, function, and duties of the Texas Congressional Redistricting Commission.","Congress (I0085); Redistricting (I0645); State Agencies, Boards & Commissions--Newly Proposed (I0773); CONGRESSIONAL REDISTRICTING COMMISSION, TEXAS (V0594)",Wentworth,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=SB2
SR 4,782,Honoring Pat Stine on her retirement.,"Resolutions--Congratulatory & Honorary (I0705); STINE, PAT (N3177)",Wentworth,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=SR4
SR 12,782,"In memory of Murray Arvin Winn, Jr., of Boerne.","Resolutions--Memorial (I0710); WINN, MURRAY ARVIN, JR. (N3184)",Wentworth,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=SR12
SR 17,782,Recognizing Galilee Missionary Baptist Church in Houston on its 90th anniversary.,Resolutions--Congratulatory & Honorary (I0705); GALILEE MISSIONARY BAPTIST CHURCH (N3189),Whitmire,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=SR17
SR 18,782,Congratulating Nathaniel Iowa Fance of Houston on his 71st birthday.,"Resolutions--Congratulatory & Honorary (I0705); FANCE, NATHANIEL IOWA (N3190)",Whitmire,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=SR18
SR 16,782,In memory of Sanuel M. Guevara of Laredo.,"Resolutions--Memorial (I0710); GUEVARA, SAMUEL M. (N3188)",Zaffirini,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=SR16
HB 52,782,Relating to allowing a political subdivision to hold a local option election on whether a lawfully admitted resident alien may vote in an election held by the political subdivision.,Aliens (I0032); Elections--Registration & Suffrage (I0265); Political Subdivisions (I0588),Alonzo,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=HB52
HJR 2,782,Proposing a constitutional amendment providing by local option for a lawfully admitted resident alien to vote in an election held by a political subdivision.,Aliens (I0032); Elections--Registration & Suffrage (I0265); Political Subdivisions (I0588); Resolutions--Constitutional Amendments (I0661),Alonzo,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=HJR2
HR 79,782,Commemorating the 1969 Crystal City student walkout.,Resolutions--Congratulatory & Honorary (I0705); 1969 CRYSTAL CITY STUDENT WALKOUT (N3060),Alonzo,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=HR79
HR 104,782,"Expressing legislative intent and directing the Texas Higher Education Coordinating Board to use funds designated in the General Appropriations Act to promote the certification of teachers of bilingual education, Spanish, and English as a second language.","Education--Bilingual (I0213); Resolutions--Legislative Policy (I0685); HIGHER EDUCATION COORDINATING BOARD, TEXAS (V4280)",Alonzo,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=HR104
HR 107,782,Commending the Mexican consulates in Texas on their support and administration of the Matricula Consular identification card program.,Resolutions--Congratulatory & Honorary (I0705); MEXICAN CONSULATES IN TEXAS (N3085),Alonzo,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=HR107
HR 108,782,"Commending the ""Communities Banking for Safety:  Seguridad Bancaria"" program of the North Texas police departments.",Resolutions--Congratulatory & Honorary (I0705); COMMUNITIES BANKING FOR SAFETY: SEGURIDAD BANCARIA PROGRAM (N3086),Alonzo,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=HR108
HR 175,782,Recognizing the establishment of the Hispanic Sport Reporters Association of the Dallas/Fort Worth Metroplex.,Resolutions--Congratulatory & Honorary (I0705); HISPANIC SPORT REPORTERS ASSOCIATION (N3147),Alonzo,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=HR175
HR 26,782,Honoring Ken Dabbs on his induction into the Texas High School Coaches Association Hall of Honor.,"Resolutions--Congratulatory & Honorary (I0705); DABBS, KEN (N3014)",Baxter,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=HR26
HR 110,782,In memory of Javier G. Corona of Austin.,"Resolutions--Memorial (I0710); CORONA, JAVIER G. (N3088)",Baxter,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=HR110
HR 129,782,Honoring Lance Armstrong on winning his fifth consecutive Tour de France title.,"Resolutions--Congratulatory & Honorary (I0705); ARMSTRONG, LANCE (N3101)",Baxter; McCall,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=HR129
HR 130,782,"Honoring B. G. ""Bill"" Hartley of Tyler for his 29 years of exemplary service as a trustee of Texas College and for his contributions to his community and state.","Resolutions--Congratulatory & Honorary (I0705); HARTLEY, B. G. ""BILL"" (N3102)","Jones, Jesse; Berman",,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=HR130
HR 11,782,Honoring Alceste Cerwinske of Houston on her 90th birthday.,"Resolutions--Congratulatory & Honorary (I0705); CERWINSKE, ALCESTE (N2999)",Bohac,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=HR11
HR 12,782,Honoring Monsignor James B. Anderson of Houston on the 25th anniversary of his ordination to the priesthood.,"Resolutions--Congratulatory & Honorary (I0705); ANDERSON, JAMES B. ""JIM"" (N3000)",Bohac,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=HR12
HR 42,782,Honoring Assistant Chief of Police Jerry DeFoor on his retirement from the Houston Police Department.,"Resolutions--Congratulatory & Honorary (I0705); DEFOOR, JERRY (N3030)",Bohac,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=HR42
HR 123,782,Honoring Dr. H. Edwin Young on his 25th anniversary as pastor of Second Baptist Church in Houston.,"Resolutions--Congratulatory & Honorary (I0705); YOUNG, H. EDWIN (N3097)",Bohac; Woolley,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=HR123
HR 23,782,Honoring Leland and Marie Kee of Angleton on their 65th wedding anniversary.,"Resolutions--Congratulatory & Honorary (I0705); KEE, LELAND, MR. & MRS. (N3011)",Bonnen,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=HR23
HR 24,782,In memory of Roberta Reynolds of Brazoria.,"Resolutions--Memorial (I0710); REYNOLDS, ROBERTA (N3012)",Bonnen,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=HR24
HR 68,782,Honoring the Forney Independent School District board for being named Region X's School Board of the Year.,FORNEY ISD (E0157); Resolutions--Congratulatory & Honorary (I0705),"Brown, Betty",,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=HR68
HR 153,782,Congratulating Charles R. Tucker of Mesquite on his retirement from the Texas Department of Transportation.,"Resolutions--Congratulatory & Honorary (I0705); TUCKER, CHARLES R. (N3126)","Brown, Betty",Harper-Brown,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=HR153
HR 154,782,"Honoring Bernie K. Dodd, P.E., on his retirement from the Texas Department of Transportation.","Resolutions--Congratulatory & Honorary (I0705); DODD, BERNIE K. (N3127)","Brown, Betty",,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=HR154
HR 126,782,Honoring Lonny G. Traweek on his August 2003 retirement from the Texas Department of Transportation.,"Resolutions--Congratulatory & Honorary (I0705); TRAWEEK, LONNY G. (N2780)","Kolkhorst; Brown, Fred",,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=HR126
HR 184,782,Honoring Texas A&M University System Chancellor Howard D. Graves.,"Resolutions--Congratulatory & Honorary (I0705); GRAVES, HOWARD D. (N3152)","Pitts; Hochberg; Morrison; Brown, Fred",,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=HR184
HJR 1,782,Proposing a constitutional amendment relating to the determination of a quorum of the senate or house of representatives.,Legislature (I0520); Resolutions--Constitutional Amendments (I0661),Branch,,,,State Affairs,In committee,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=HJR1
HR 80,782,Honoring Dr. Charles L. Branch and Mrs. Sylvia L. Boswell Branch of San Antonio on their golden wedding anniversary.,"Resolutions--Congratulatory & Honorary (I0705); BRANCH, CHARLES L., MR. & MRS. (N3061)","Branch; Jones, Elizabeth",,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=HR80
HR 82,782,"In memory of Donna Sue Fowler, executive director of the Snyder Chamber of Commerce.","Resolutions--Memorial (I0710); FOWLER, DONNA SUE (N2987)",Campbell,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=HR82
HR 111,782,In memory of Nancy Urban Brosig.,"Resolutions--Memorial (I0710); BROSIG, NANCY URBAN (N2986)",Campbell,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=HR111
HR 116,782,Congratulating the Taylor High School boys swim team on winning the 2003 UIL Class 5A state championship.,TAYLOR HIGH SCHOOL (E0557); Resolutions--Congratulatory & Honorary (I0705),Callegari,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=HR116
HR 117,782,Honoring the Katy ISD track and field state champions for 2003.,KATY ISD (E0122); Resolutions--Congratulatory & Honorary (I0705),Callegari,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=HR117
HR 118,782,Honoring the Katy ISD boys' wrestling state champions for 2003.,KATY ISD (E0122); Resolutions--Congratulatory & Honorary (I0705),Callegari,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=HR118
HR 119,782,Congratulating Samuel W. Armstrong on his retirement from the comptroller of public accounts.,"Resolutions--Congratulatory & Honorary (I0705); ARMSTRONG, SAMUEL W. (N3093)",Callegari,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=HR119
HB 50,782,Relating to the filing of personal financial disclosure statements by members of the boards of trustees of school districts.,Education--Primary & Secondary--General (I0230); Education--School Districts (I0220); Ethics (I0345),McReynolds; Eissler; Truitt; Callegari,,,,"Ethics, Select",In committee,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=HB50
HB 26,782,"Relating to appropriating the fees relating to the office of patient protection collected by certain licensing agencies for the  Health Professions Council under House Bill No. 2985, Acts of the 78th Legislature, Regular Session, 2003.","Fees & Other Nontax Revenue--State (I0362); Occupational Regulation--Health Occupations (I0540); Safety (I0740); State Finances--Appropriations (I0746); HEALTH PROFESSIONS COUNCIL (V0256); PATIENT PROTECTION, OFFICE OF (V0592)",Capelo,,,,Appropriations,In committee,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=HB26
HB 27,782,Relating to the right to refuse certain immunizations.,Health--General (I0385); Minors--Health & Safety (I0533); Religion (I0646); IMMUNIZATIONS (S4341),Capelo,,,,Public Health,In committee,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=HB27
HR 44,782,Honoring the life of U.S. Army Staff Sergeant Hector Perez of Corpus Christi.,"Resolutions--Memorial (I0710); PEREZ, HECTOR (N3032)",Capelo,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=HR44
HR 158,782,"Honoring Joe R. DeLeon, Jr., of Corpus Christi for being named the Texas Pharmacy Association 2003 Pharmacist of the Year.","Resolutions--Congratulatory & Honorary (I0705); DELEON, JOE R., JR. (N3132)",Capelo,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=HR158
HR 159,782,Congratulating Becky Kitching Moeller of Corpus Christi on her election as secretary-treasurer of the Texas AFL-CIO.,"Resolutions--Congratulatory & Honorary (I0705); MOELLER, BECKY KITCHING (N3133)",Capelo,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=HR159
HR 160,782,"Honoring Emmett Sheppard, the new president of the Texas AFL-CIO.","Resolutions--Congratulatory & Honorary (I0705); SHEPPARD, EMMETT (N2939)",Capelo,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=HR160
HB 41,782,Relating to restoring essential health and human services programs; depositing certain funds to the credit of the general revenue fund; and making appropriations.,Human Services--Medical Assistance (I0905); State Finances--Appropriations (I0746); State Finances--Budget (I0747); State Finances--Management & Control (I0748),Coleman,,,,Appropriations,In committee,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=HB41
HB 43,782,Relating to appropriations to the Texas excellence fund and the university research fund.,Education--Higher--General (I0231); Education--Higher--Institutions & Programs (I0223); Science & Technology (I0751); State Finances--Appropriations (I0746),Coleman,,,,Appropriations,In committee,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=HB43
HR 64,782,In memory of Regena Vetene Thomas of Houston.,"Resolutions--Memorial (I0710); THOMAS, REGENA VETENE (N3048)",Coleman,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=HR64
HR 65,782,Honoring the life of Barbara Gray of Lake Conroe.,"Resolutions--Memorial (I0710); GRAY, BARBARA (N3049)",Coleman,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=HR65
HR 207,782,In memory of Ralph D. King of Houston.,"Resolutions--Memorial (I0710); KING, RALPH D. (N3171)",Coleman,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=HR207
HR 100,782,"Congratulating Col. Jimmie C. ""J.J."" Jackson, Jr., on his appointment as wing commander of the 305th Air Mobility Wing.","Resolutions--Congratulatory & Honorary (I0705); JACKSON, JIMMIE C. ""J.J."" (N3079)","Cook, Byron",,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=HR100
HB 44,782,Relating to efficiency in certain procedures and hearings of the Texas Commission on Environmental Quality.,"Animals (I0035); Environment--General (I0340); Environment--Solid Waste (I0330); State Agencies, Boards & Commissions--Admin. Procedure (I0763); LANDFILLS (S0390); PERMITS (S0011); ENVIRONMENTAL QUALITY, TEXAS COMMISSION ON (V0334)",Chisum,,,,Environmental Regulation,In committee,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=HB44
HCR 3,782,Encouraging the United States Congress to adopt a constitutional amendment banning any marriage except a union between a man and a woman.,Family--Marriage Relationship (I0350); Resolutions--Legislative Policy (I0685); Resolutions--Memorializing Congress (I0675),Chisum,,,,State Affairs,In committee,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=HCR3
HCR 8,782,"Granting each house of the 78th Legislature, 2nd Called Session, permission to adjourn for more than three days.",Resolutions--Adjournment (I0712),Chisum,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=HCR8
HR 112,782,Recognizing the Honorable Jack Hightower of Austin for his 50 years with the Masonic Order and Grand Lodge of Texas.,"Resolutions--Congratulatory & Honorary (I0705); HIGHTOWER, JACK (N3089)",Chisum,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=HR112
HR 113,782,Honoring the life of Dr. Darrel Rains of Cleburne.,"Resolutions--Memorial (I0710); RAINS, DARREL (N3090)",Chisum,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=HR113
HR 114,782,In memory of Dennis Cavalier of Pampa.,"Resolutions--Memorial (I0710); CAVALIER, DENNIS (N3091)",Chisum,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=HR114
HR 179,782,"Congratulating Captain R. L. ""Rusty"" Davis of Amarillo on his retirement from the Texas Department of Public Safety.","Resolutions--Congratulatory & Honorary (I0705); DAVIS, R. L. ""RUSTY"" (N3149)",Smithee; Swinford; Chisum,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=HR179
HR 71,782,"In memory of Ruth Margaret ""Sue"" Blackwell Bock of New Braunfels.","Resolutions--Memorial (I0710); BOCK, RUTH MARGARET BLACKWELL ""SUE"" (N3052)",Casteel,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=HR71
HR 72,782,"Recognizing August 30, 2003, as Celebrate Bandera Day in Texas.",CELEBRATE BANDERA DAY (H0553); Resolutions--Congratulatory & Honorary (I0705); Resolutions--Official Designations--Special Dates (I0721),Casteel,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=HR72
HR 127,782,Honoring Melvin Bruce Bayless on his August 2003 retirement from the Texas Department of Transportation.,"Resolutions--Congratulatory & Honorary (I0705); BAYLESS, MELVIN BRUCE (N3099)","Kolkhorst; Cook, Robby",,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=HR127
HB 45,782,Relating to sanitation facilities at a temporary place of employment.,"Health--General (I0385); Labor--Health & Safety (I0490); State Agencies, Boards & Commissions--Admin. Procedure (I0763)",Chavez,,,,Public Health,In committee,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=HB45
HB 46,782,Relating to exemptions from the sales tax.,Taxation--Sales (I0800); SCHOOL CLOTHES & SCHOOL SUPPLIES (S0009),Chavez,,,,Ways & Means,In committee,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=HB46
HCR 2,782,Memorializing congress to urge the EPA to redesignate El Paso from a nonattainment area to an attainment area.,"EL PASO, CITY OF (G0165); Environment--Air (I0325); Resolutions--Legislative Policy (I0685)",Chavez,,,,Environmental Regulation,In committee,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=HCR2
HR 128,782,Recognizing the 2003 exhibition of The Vietnam Wall Experience replica in El Paso.,Resolutions--Congratulatory & Honorary (I0705); VIETNAM WALL EXPERIENCE (N3100),Chavez,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=HR128
HCR 4,782,Memorializing the secretary of the United States Department of Homeland Security to designate a university-based center for homeland security in the State of Texas.,Education--Higher--Institutions & Programs (I0223); Resolutions--Legislative Policy (I0685); TERRORISM & INTERNAL SECURITY (S0574),Corte; Isett,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=HCR4
HB 1,782,Relating to the composition of the districts for the election of members of the United States House of Representatives from the State of Texas.,Congress (I0085); Redistricting (I0645),Crabb; King,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=HB1
HR 133,782,Congratulating Bill and Marilynn Wheeler of Midland on their 50th wedding anniversary.,"Resolutions--Congratulatory & Honorary (I0705); WHEELER, BILL, MR. & MRS. (N3105)",Craddick,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=HR133
HR 134,782,Congratulating Micky and Jimmie Helms of Midland on their 50th wedding anniversary.,"Resolutions--Congratulatory & Honorary (I0705); HELMS, JIMMIE, MR. & MRS. (N3106)",Craddick,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=HR134
HR 135,782,Congratulating Mary and Lou Greer of Midland on their 60th wedding anniversary.,"Resolutions--Congratulatory & Honorary (I0705); GREER, LOU, MR. & MRS. (N3107)",Craddick,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=HR135
HR 195,782,Honoring Glen Castlebury of Austin on the occasion of his retirement from the Texas Department of Criminal Justice.,"Resolutions--Congratulatory & Honorary (I0705); CASTLEBURY, GLEN (N3162)",Craddick,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=782&Bill=HR195
