bill_num,term,session,action_date,chamber,action,order,votes
HR0001,2023_2024,2023-RS,2023-01-11,House,Adopted,4,PASS: 70-47 ~~ https://www.ncleg.gov/Legislation/Votes/RollCallVoteTranscript/2023/H/1
HR0001,2023_2024,2023-RS,2023-01-11,House,Added to Calendar,3,
HR0001,2023_2024,2023-RS,2023-01-11,House,Passed 1st Reading,2,
HR0001,2023_2024,2023-RS,2023-01-11,House,Filed,1,
HB0002,2023_2024,2023-RS,2023-04-03,,Ch. SL 2023-11,31,
HB0002,2023_2024,2023-RS,2023-04-03,,Signed by Gov. 4/3/2023,30,
HB0002,2023_2024,2023-RS,2023-03-24,,Pres. To Gov. 3/24/2023,29,
HB0002,2023_2024,2023-RS,2023-03-23,,Ratified,28,
HB0002,2023_2024,2023-RS,2023-03-22,House,Ordered Enrolled,27,
HB0002,2023_2024,2023-RS,2023-03-22,House,Concurred In S Com Sub,26,PASS: 111-4 ~~ https://www.ncleg.gov/Legislation/Votes/RollCallVoteTranscript/2023/H/94
HB0002,2023_2024,2023-RS,2023-03-20,House,Placed On Cal For 03/22/2023,25,
HB0002,2023_2024,2023-RS,2023-03-20,House,Withdrawn From Com,24,
HB0002,2023_2024,2023-RS,2023-03-15,House,Ref To Com On Appropriations,23,
HB0002,2023_2024,2023-RS,2023-03-15,House,Special Message Received For Concurrence in S Com Sub,22,
HB0002,2023_2024,2023-RS,2023-03-15,Senate,Special Message Sent To House,21,
HB0002,2023_2024,2023-RS,2023-03-15,Senate,Passed 3rd Reading,20,
HB0002,2023_2024,2023-RS,2023-03-15,Senate,Passed 2nd Reading,19,PASS: 46-0 ~~ https://www.ncleg.gov/Legislation/Votes/RollCallVoteTranscript/2023/S/52
HB0002,2023_2024,2023-RS,2023-03-14,Senate,Com Substitute Adopted,18,
HB0002,2023_2024,2023-RS,2023-03-14,Senate,Reptd Fav Com Substitute,17,
HB0002,2023_2024,2023-RS,2023-03-09,Senate,Re-ref Com On Appropriations/Base Budget,16,
HB0002,2023_2024,2023-RS,2023-03-09,Senate,Withdrawn From Com,15,
HB0002,2023_2024,2023-RS,2023-02-27,Senate,Ref To Com On Rules and Operations of the Senate,14,
HB0002,2023_2024,2023-RS,2023-02-27,Senate,Passed 1st Reading,13,
HB0002,2023_2024,2023-RS,2023-02-27,Senate,Regular Message Received From House,12,
HB0002,2023_2024,2023-RS,2023-02-23,House,Regular Message Sent To Senate,11,
HB0002,2023_2024,2023-RS,2023-02-22,House,Passed 3rd Reading,10,
HB0002,2023_2024,2023-RS,2023-02-22,House,Passed 2nd Reading,9,PASS: 114-0 ~~ https://www.ncleg.gov/Legislation/Votes/RollCallVoteTranscript/2023/H/32
HB0002,2023_2024,2023-RS,2023-02-21,House,Placed On Cal For 02/22/2023,8,
HB0002,2023_2024,2023-RS,2023-02-21,House,Cal Pursuant Rule 36(b),7,
HB0002,2023_2024,2023-RS,2023-02-21,House,Reptd Fav,6,
HB0002,2023_2024,2023-RS,2023-02-16,House,"Re-ref Com On Rules, Calendar, and Operations of the House",5,
HB0002,2023_2024,2023-RS,2023-02-16,House,Withdrawn From Com,4,
HB0002,2023_2024,2023-RS,2023-01-26,House,"Ref to the Com on Appropriations, if favorable, Rules, Calendar, and Operations of the House",3,
HB0002,2023_2024,2023-RS,2023-01-26,House,Passed 1st Reading,2,
HB0002,2023_2024,2023-RS,2023-01-25,House,Filed,1,
HB0003,2023_2024,2023-RS,2023-01-26,House,"Ref to the Com on Education - Universities, if favorable, Rules, Calendar, and Operations of the House",3,
HB0003,2023_2024,2023-RS,2023-01-26,House,Passed 1st Reading,2,
HB0003,2023_2024,2023-RS,2023-01-25,House,Filed,1,
HB0004,2023_2024,2023-RS,2024-05-13,House,"Re-ref to the Com on Health, if favorable, Rules, Calendar, and Operations of the House",5,
HB0004,2023_2024,2023-RS,2024-05-13,House,Withdrawn From Com,4,
HB0004,2023_2024,2023-RS,2023-01-26,House,"Ref to the Com on Appropriations, if favorable, Rules, Calendar, and Operations of the House",3,
HB0004,2023_2024,2023-RS,2023-01-26,House,Passed 1st Reading,2,
HB0004,2023_2024,2023-RS,2023-01-25,House,Filed,1,
HB0005,2023_2024,2023-RS,2024-06-20,Senate,Re-ref Com On Rules and Operations of the Senate,82,
HB0005,2023_2024,2023-RS,2024-06-20,Senate,Withdrawn From Cal,81,
HB0005,2023_2024,2023-RS,2024-06-12,Senate,Placed On Cal For 06/20/2024,80,
HB0005,2023_2024,2023-RS,2024-06-12,Senate,Withdrawn From Cal,79,
HB0005,2023_2024,2023-RS,2024-06-06,Senate,Placed On Cal For 06/13/2024,78,
HB0005,2023_2024,2023-RS,2024-06-06,Senate,Withdrawn From Cal,77,
HB0005,2023_2024,2023-RS,2024-05-29,Senate,Placed On Cal For 06/06/2024,76,
HB0005,2023_2024,2023-RS,2024-05-29,Senate,Withdrawn From Cal,75,
HB0005,2023_2024,2023-RS,2024-05-23,Senate,Placed On Cal For 05/30/2024,74,
HB0005,2023_2024,2023-RS,2024-05-23,Senate,Withdrawn From Cal,73,
HB0005,2023_2024,2023-RS,2024-05-09,Senate,Placed On Cal For 05/16/2024,72,
HB0005,2023_2024,2023-RS,2024-05-09,Senate,Withdrawn From Cal,71,
HB0005,2023_2024,2023-RS,2024-05-01,Senate,Placed On Cal For 05/09/2024,70,
HB0005,2023_2024,2023-RS,2024-05-01,Senate,Withdrawn From Cal,69,
HB0005,2023_2024,2023-RS,2023-10-25,Senate,Placed On Cal For 11/29/2023,68,
HB0005,2023_2024,2023-RS,2023-10-25,Senate,Withdrawn From Cal,67,
HB0005,2023_2024,2023-RS,2023-10-24,Senate,Placed On Cal For 10/25/2023,66,
HB0005,2023_2024,2023-RS,2023-10-24,Senate,Withdrawn From Cal,65,
HB0005,2023_2024,2023-RS,2023-10-10,Senate,Placed On Cal For 10/12/2023,64,
HB0005,2023_2024,2023-RS,2023-10-10,Senate,Withdrawn From Cal,63,
HB0005,2023_2024,2023-RS,2023-09-22,Senate,Placed On Cal For 09/26/2023,62,
HB0005,2023_2024,2023-RS,2023-09-22,Senate,Withdrawn From Cal,61,
HB0005,2023_2024,2023-RS,2023-09-21,House,"Re-ref Com On Rules, Calendar, and Operations of the House",60,
HB0005,2023_2024,2023-RS,2023-09-21,House,Withdrawn From Cal,59,
HB0005,2023_2024,2023-RS,2023-09-21,House,Cal Pursuant Rule 36(b),58,
HB0005,2023_2024,2023-RS,2023-09-21,House,Withdrawn From Com,57,
HB0005,2023_2024,2023-RS,2023-09-21,House,"Re-ref Com On Rules, Calendar, and Operations of the House",56,
HB0005,2023_2024,2023-RS,2023-09-21,House,Withdrawn From Cal,55,
HB0005,2023_2024,2023-RS,2023-09-21,Senate,Placed On Cal For 09/22/2023,54,
HB0005,2023_2024,2023-RS,2023-09-21,Senate,Withdrawn From Cal,53,
HB0005,2023_2024,2023-RS,2023-09-20,Senate,Placed On Cal For 09/21/2023,52,
HB0005,2023_2024,2023-RS,2023-09-20,Senate,Withdrawn From Cal,51,
HB0005,2023_2024,2023-RS,2023-09-18,House,Cal Pursuant Rule 36(b),50,
HB0005,2023_2024,2023-RS,2023-09-18,House,Withdrawn From Cal,49,
HB0005,2023_2024,2023-RS,2023-09-18,Senate,Placed On Cal For 09/20/2023,48,
HB0005,2023_2024,2023-RS,2023-09-18,Senate,Withdrawn From Cal,47,
HB0005,2023_2024,2023-RS,2023-09-13,Senate,Placed On Cal For 09/19/2023,46,
HB0005,2023_2024,2023-RS,2023-09-13,Senate,Conf Report Passed 2nd,45,PASS: 34-10 ~~ https://www.ncleg.gov/Legislation/Votes/RollCallVoteTranscript/2023/S/449
HB0005,2023_2024,2023-RS,2023-09-12,House,Placed On Cal For 09/19/2023,44,
HB0005,2023_2024,2023-RS,2023-09-12,House,Cal Pursuant Rule 44(d),43,
HB0005,2023_2024,2023-RS,2023-09-12,House,Ruled Material,42,
HB0005,2023_2024,2023-RS,2023-09-12,House,Conf Com Reported,41,
HB0005,2023_2024,2023-RS,2023-09-12,Senate,Placed On Cal For 09/13/2023,40,
HB0005,2023_2024,2023-RS,2023-09-12,Senate,Held As Material,39,
HB0005,2023_2024,2023-RS,2023-09-12,Senate,Conf Com Reported,38,
HB0005,2023_2024,2023-RS,2023-09-12,Senate,Conferees Changed,37,
HB0005,2023_2024,2023-RS,2023-09-07,Senate,Conf Com Appointed,36,
HB0005,2023_2024,2023-RS,2023-08-14,House,Conferees Reappointed,35,
HB0005,2023_2024,2023-RS,2023-08-14,House,Conf Com Dismissed,34,
HB0005,2023_2024,2023-RS,2023-07-12,House,Conf Com Appointed,33,
HB0005,2023_2024,2023-RS,2023-07-12,House,Failed Concur In S Com Sub,32,PASS: 102-0 ~~ https://www.ncleg.gov/Legislation/Votes/RollCallVoteTranscript/2023/H/493
HB0005,2023_2024,2023-RS,2023-06-29,House,Placed On Cal For 07/12/2023,31,
HB0005,2023_2024,2023-RS,2023-06-29,House,Cal Pursuant 36(b),30,
HB0005,2023_2024,2023-RS,2023-06-29,House,Ruled Material,29,
HB0005,2023_2024,2023-RS,2023-06-29,House,Special Message Received For Concurrence in S Com Sub,28,
HB0005,2023_2024,2023-RS,2023-06-29,Senate,Special Message Sent To House,27,
HB0005,2023_2024,2023-RS,2023-06-29,Senate,Passed 3rd Reading,26,
HB0005,2023_2024,2023-RS,2023-06-28,Senate,Passed 2nd Reading,25,
HB0005,2023_2024,2023-RS,2023-06-27,Senate,Reptd Fav,24,
HB0005,2023_2024,2023-RS,2023-06-26,Senate,Re-ref Com On Rules and Operations of the Senate,23,
HB0005,2023_2024,2023-RS,2023-06-26,Senate,Com Substitute Adopted,22,
HB0005,2023_2024,2023-RS,2023-06-26,Senate,Reptd Fav Com Substitute,21,
HB0005,2023_2024,2023-RS,2023-05-18,Senate,"Re-ref to Finance.  If fav, re-ref to Rules and Operations of the Senate",20,
HB0005,2023_2024,2023-RS,2023-05-18,Senate,Withdrawn From Com,19,
HB0005,2023_2024,2023-RS,2023-03-08,Senate,Ref To Com On Rules and Operations of the Senate,18,
HB0005,2023_2024,2023-RS,2023-03-08,Senate,Passed 1st Reading,17,
HB0005,2023_2024,2023-RS,2023-03-08,Senate,Regular Message Received From House,16,
HB0005,2023_2024,2023-RS,2023-03-08,House,Regular Message Sent To Senate,15,
HB0005,2023_2024,2023-RS,2023-03-07,House,Passed 3rd Reading,14,PASS: 113-0 ~~ https://www.ncleg.gov/Legislation/Votes/RollCallVoteTranscript/2023/H/53
HB0005,2023_2024,2023-RS,2023-03-01,House,Placed On Cal For 03/07/2023,13,
HB0005,2023_2024,2023-RS,2023-03-01,House,Withdrawn From Cal,12,
HB0005,2023_2024,2023-RS,2023-03-01,House,Passed 2nd Reading,11,PASS: 116-0 ~~ https://www.ncleg.gov/Legislation/Votes/RollCallVoteTranscript/2023/H/42
HB0005,2023_2024,2023-RS,2023-02-28,House,Placed On Cal For 03/01/2023,10,
HB0005,2023_2024,2023-RS,2023-02-28,House,Cal Pursuant Rule 36(b),9,
HB0005,2023_2024,2023-RS,2023-02-28,House,Reptd Fav,8,
HB0005,2023_2024,2023-RS,2023-02-28,House,"Re-ref Com On Rules, Calendar, and Operations of the House",7,
HB0005,2023_2024,2023-RS,2023-02-28,House,Reptd Fav,6,
HB0005,2023_2024,2023-RS,2023-02-14,House,Re-ref Com On Finance,5,
HB0005,2023_2024,2023-RS,2023-02-14,House,Reptd Fav Com Substitute,4,
HB0005,2023_2024,2023-RS,2023-01-26,House,"Ref to the Com on Local Government, if favorable, Finance, if favorable, Rules, Calendar, and Operations of the House",3,
HB0005,2023_2024,2023-RS,2023-01-26,House,Passed 1st Reading,2,
HB0005,2023_2024,2023-RS,2023-01-25,House,Filed,1,
HB0006,2023_2024,2023-RS,2023-06-15,Senate,Ref To Com On Rules and Operations of the Senate,14,
HB0006,2023_2024,2023-RS,2023-06-15,Senate,Passed 1st Reading,13,
HB0006,2023_2024,2023-RS,2023-06-15,Senate,Regular Message Received From House,12,
HB0006,2023_2024,2023-RS,2023-06-15,House,Regular Message Sent To Senate,11,
HB0006,2023_2024,2023-RS,2023-06-14,House,Passed 3rd Reading,10,
HB0006,2023_2024,2023-RS,2023-06-14,House,Passed 2nd Reading,9,PASS: 105-1 ~~ https://www.ncleg.gov/Legislation/Votes/RollCallVoteTranscript/2023/H/432
HB0006,2023_2024,2023-RS,2023-06-14,House,Added to Calendar,8,
HB0006,2023_2024,2023-RS,2023-06-14,House,Cal Pursuant Rule 36(b),7,
HB0006,2023_2024,2023-RS,2023-06-14,House,Reptd Fav Com Substitute,6,
HB0006,2023_2024,2023-RS,2023-03-28,House,"Re-ref Com On Rules, Calendar, and Operations of the House",5,
HB0006,2023_2024,2023-RS,2023-03-28,House,Reptd Fav,4,
HB0006,2023_2024,2023-RS,2023-01-26,House,"Ref to the Com on Election Law and Campaign Finance Reform, if favorable, Rules, Calendar, and Operations of the House",3,
HB0006,2023_2024,2023-RS,2023-01-26,House,Passed 1st Reading,2,
HB0006,2023_2024,2023-RS,2023-01-25,House,Filed,1,
HB0007,2023_2024,2023-RS,2023-01-26,House,"Ref to the Com on Appropriations, if favorable, Rules, Calendar, and Operations of the House",3,
HB0007,2023_2024,2023-RS,2023-01-26,House,Passed 1st Reading,2,
HB0007,2023_2024,2023-RS,2023-01-25,House,Filed,1,
HB0008,2023_2024,2023-RS,2023-10-02,,Ch. SL 2023-132,36,
HB0008,2023_2024,2023-RS,2023-09-29,,Signed by Gov. 9/29/2023,35,
HB0008,2023_2024,2023-RS,2023-09-22,,Pres. To Gov. 9/22/2023,34,
HB0008,2023_2024,2023-RS,2023-09-22,,Ratified,33,
HB0008,2023_2024,2023-RS,2023-09-21,House,Ordered Enrolled,32,
HB0008,2023_2024,2023-RS,2023-09-21,House,Concurred In S Amend SA2,31,
HB0008,2023_2024,2023-RS,2023-09-21,House,Concurred In S Amend SA1,30,PASS: 102-8 ~~ https://www.ncleg.gov/Legislation/Votes/RollCallVoteTranscript/2023/H/584
HB0008,2023_2024,2023-RS,2023-09-21,House,Added to Calendar,29,
HB0008,2023_2024,2023-RS,2023-09-21,House,Cal Pursuant 36(b),28,
HB0008,2023_2024,2023-RS,2023-09-21,House,Special Message Received For Concurrence in S Amend,27,
HB0008,2023_2024,2023-RS,2023-09-21,Senate,Special Message Sent To House,26,
HB0008,2023_2024,2023-RS,2023-09-21,Senate,Passed 3rd Reading,25,
HB0008,2023_2024,2023-RS,2023-09-21,Senate,Passed 2nd Reading,24,PASS: 47-0 ~~ https://www.ncleg.gov/Legislation/Votes/RollCallVoteTranscript/2023/S/466
HB0008,2023_2024,2023-RS,2023-09-21,Senate,Amend Adopted A2,23,PASS: 47-0 ~~ https://www.ncleg.gov/Legislation/Votes/RollCallVoteTranscript/2023/S/465
HB0008,2023_2024,2023-RS,2023-09-21,Senate,Amend Adopted A1,22,PASS: 43-4 ~~ https://www.ncleg.gov/Legislation/Votes/RollCallVoteTranscript/2023/S/464
HB0008,2023_2024,2023-RS,2023-09-20,Senate,Reptd Fav,21,
HB0008,2023_2024,2023-RS,2023-05-24,Senate,Re-ref Com On Rules and Operations of the Senate,20,
HB0008,2023_2024,2023-RS,2023-05-24,Senate,Reptd Fav,19,
HB0008,2023_2024,2023-RS,2023-05-18,Senate,"Re-ref to Education/Higher Education.  If fav, re-ref to Rules and Operations of the Senate",18,
HB0008,2023_2024,2023-RS,2023-05-18,Senate,Withdrawn From Com,17,
HB0008,2023_2024,2023-RS,2023-03-09,Senate,Ref To Com On Rules and Operations of the Senate,16,
HB0008,2023_2024,2023-RS,2023-03-09,Senate,Passed 1st Reading,15,
HB0008,2023_2024,2023-RS,2023-03-09,Senate,Regular Message Received From House,14,
HB0008,2023_2024,2023-RS,2023-03-09,House,Regular Message Sent To Senate,13,
HB0008,2023_2024,2023-RS,2023-03-08,House,Passed 3rd Reading,12,
HB0008,2023_2024,2023-RS,2023-03-08,House,Passed 2nd Reading,11,PASS: 115-2 ~~ https://www.ncleg.gov/Legislation/Votes/RollCallVoteTranscript/2023/H/69
HB0008,2023_2024,2023-RS,2023-03-08,House,Added to Calendar,10,
HB0008,2023_2024,2023-RS,2023-03-08,House,Cal Pursuant Rule 36(b),9,
HB0008,2023_2024,2023-RS,2023-03-08,House,Reptd Fav,8,
HB0008,2023_2024,2023-RS,2023-02-23,House,"Re-ref Com On Rules, Calendar, and Operations of the House",7,
HB0008,2023_2024,2023-RS,2023-02-23,House,Reptd Fav Com Sub 2,6,
HB0008,2023_2024,2023-RS,2023-02-14,House,Re-ref Com On State Government,5,
HB0008,2023_2024,2023-RS,2023-02-14,House,Reptd Fav Com Substitute,4,
HB0008,2023_2024,2023-RS,2023-01-26,House,"Ref to the Com on Education - K-12, if favorable, State Government, if favorable, Rules, Calendar, and Operations of the House",3,
HB0008,2023_2024,2023-RS,2023-01-26,House,Passed 1st Reading,2,
HB0008,2023_2024,2023-RS,2023-01-25,House,Filed,1,
HB0009,2023_2024,2023-RS,2023-01-26,House,"Ref To Com On Rules, Calendar, and Operations of the House",3,
HB0009,2023_2024,2023-RS,2023-01-26,House,Passed 1st Reading,2,
HB0009,2023_2024,2023-RS,2023-01-25,House,Filed,1,
HB0010,2023_2024,2023-RS,2024-10-09,House,Placed On Cal For 10/24/2024,65,
HB0010,2023_2024,2023-RS,2024-09-20,House,Received from the Governor,64,
HB0010,2023_2024,2023-RS,2024-09-20,,Vetoed 09/20/2024,63,
HB0010,2023_2024,2023-RS,2024-09-11,,Pres. To Gov. 9/11/2024,62,
HB0010,2023_2024,2023-RS,2024-09-11,,Ratified,61,
HB0010,2023_2024,2023-RS,2024-09-11,House,Ordered Enrolled,60,
HB0010,2023_2024,2023-RS,2024-09-11,House,Conf Report Adopted,59,PASS: 67-43 ~~ https://www.ncleg.gov/Legislation/Votes/RollCallVoteTranscript/2023/H/795
HB0010,2023_2024,2023-RS,2024-09-11,House,Added to Calendar,58,
HB0010,2023_2024,2023-RS,2024-09-11,House,Cal Pursuant Rule 36(b),57,
HB0010,2023_2024,2023-RS,2024-09-11,House,Reptd Fav For Adoption,56,
HB0010,2023_2024,2023-RS,2024-09-09,Senate,Conf Report Adopted,55,PASS: 27-17 ~~ https://www.ncleg.gov/Legislation/Votes/RollCallVoteTranscript/2023/S/661
HB0010,2023_2024,2023-RS,2024-09-09,House,"Re-referred To Rules, Calendar, and Operations of the House",54,
HB0010,2023_2024,2023-RS,2024-09-09,House,Conf Com Reported,53,
HB0010,2023_2024,2023-RS,2024-09-09,Senate,Placed on Today's Calendar,52,
HB0010,2023_2024,2023-RS,2024-09-09,Senate,Conf Com Reported,51,
HB0010,2023_2024,2023-RS,2024-06-24,Senate,Conf Com Appointed,50,
HB0010,2023_2024,2023-RS,2024-05-15,House,Conf Com Appointed,49,
HB0010,2023_2024,2023-RS,2024-05-15,House,Failed Concur In S Com Sub,48,PASS: 108-3 ~~ https://www.ncleg.gov/Legislation/Votes/RollCallVoteTranscript/2023/H/624
HB0010,2023_2024,2023-RS,2024-05-14,House,Placed On Cal For 05/15/2024,47,
HB0010,2023_2024,2023-RS,2024-05-14,House,Withdrawn From Com,46,
HB0010,2023_2024,2023-RS,2024-05-07,House,"Ref To Com On Rules, Calendar, and Operations of the House",45,
HB0010,2023_2024,2023-RS,2024-05-06,House,Regular Message Received For Concurrence in S Com Sub,44,
HB0010,2023_2024,2023-RS,2024-05-06,Senate,Regular Message Sent To House,43,
HB0010,2023_2024,2023-RS,2024-05-02,Senate,Engrossed,42,
HB0010,2023_2024,2023-RS,2024-05-02,Senate,Passed 3rd Reading,41,
HB0010,2023_2024,2023-RS,2024-05-02,Senate,Passed 2nd Reading,40,PASS: 28-16 ~~ https://www.ncleg.gov/Legislation/Votes/RollCallVoteTranscript/2023/S/516
HB0010,2023_2024,2023-RS,2024-05-02,Senate,Amend Tabled A2,39,PASS: 28-16 ~~ https://www.ncleg.gov/Legislation/Votes/RollCallVoteTranscript/2023/S/515
HB0010,2023_2024,2023-RS,2024-05-02,Senate,Amend Adopted A1,38,PASS: 44-0 ~~ https://www.ncleg.gov/Legislation/Votes/RollCallVoteTranscript/2023/S/514
HB0010,2023_2024,2023-RS,2024-05-01,Senate,Reptd Fav,37,
HB0010,2023_2024,2023-RS,2024-04-30,Senate,Re-ref Com On Rules and Operations of the Senate,36,
HB0010,2023_2024,2023-RS,2024-04-30,Senate,Com Substitute Adopted,35,
HB0010,2023_2024,2023-RS,2024-04-30,Senate,Reptd Fav Com Substitute,34,
HB0010,2023_2024,2023-RS,2024-04-25,Senate,"Re-ref to Judiciary.  If fav, re-ref to Rules and Operations of the Senate",33,
HB0010,2023_2024,2023-RS,2024-04-25,Senate,Withdrawn From Com,32,
HB0010,2023_2024,2023-RS,2023-03-29,Senate,Ref To Com On Rules and Operations of the Senate,31,
HB0010,2023_2024,2023-RS,2023-03-29,Senate,Passed 1st Reading,30,
HB0010,2023_2024,2023-RS,2023-03-29,Senate,Regular Message Received From House,29,
HB0010,2023_2024,2023-RS,2023-03-29,House,Regular Message Sent To Senate,28,
HB0010,2023_2024,2023-RS,2023-03-28,House,Ordered Engrossed,27,
HB0010,2023_2024,2023-RS,2023-03-28,House,Passed 3rd Reading,26,
HB0010,2023_2024,2023-RS,2023-03-28,House,Passed 2nd Reading,25,PASS: 71-44 ~~ https://www.ncleg.gov/Legislation/Votes/RollCallVoteTranscript/2023/H/129
HB0010,2023_2024,2023-RS,2023-03-28,House,Amend Adopted A1,24,PASS: 115-0 ~~ https://www.ncleg.gov/Legislation/Votes/RollCallVoteTranscript/2023/H/128
HB0010,2023_2024,2023-RS,2023-03-27,House,Placed On Cal For 03/28/2023,23,
HB0010,2023_2024,2023-RS,2023-03-27,House,Withdrawn From Com,22,
HB0010,2023_2024,2023-RS,2023-03-21,House,"Re-referred To Rules, Calendar, and Operations of the House",21,
HB0010,2023_2024,2023-RS,2023-03-21,House,Withdrawn From Cal,20,
HB0010,2023_2024,2023-RS,2023-03-16,House,Cal Pursuant Rule 36(b),19,
HB0010,2023_2024,2023-RS,2023-03-16,House,Withdrawn From Com,18,
HB0010,2023_2024,2023-RS,2023-03-16,House,"Re-referred To Rules, Calendar, and Operations of the House",17,
HB0010,2023_2024,2023-RS,2023-03-16,House,Withdrawn From Cal,16,
HB0010,2023_2024,2023-RS,2023-03-09,House,Cal Pursuant Rule 36(b),15,
HB0010,2023_2024,2023-RS,2023-03-09,House,Withdrawn From Com,14,
HB0010,2023_2024,2023-RS,2023-03-09,House,"Re-ref Com On Rules, Calendar, and Operations of the House",13,
HB0010,2023_2024,2023-RS,2023-03-09,House,Withdrawn From Cal,12,
HB0010,2023_2024,2023-RS,2023-03-06,House,Cal Pursuant Rule 36(b),11,
HB0010,2023_2024,2023-RS,2023-03-06,House,Withdrawn From Com,10,
HB0010,2023_2024,2023-RS,2023-03-06,House,"Re-ref Com On Rules, Calendar, and Operations of the House",9,
HB0010,2023_2024,2023-RS,2023-03-06,House,Withdrawn From Cal,8,
HB0010,2023_2024,2023-RS,2023-02-28,House,Cal Pursuant Rule 36(b),7,
HB0010,2023_2024,2023-RS,2023-02-28,House,Reptd Fav,6,
HB0010,2023_2024,2023-RS,2023-02-22,House,"Re-ref Com On Rules, Calendar, and Operations of the House",5,
HB0010,2023_2024,2023-RS,2023-02-22,House,Reptd Fav,4,
HB0010,2023_2024,2023-RS,2023-01-26,House,"Ref to the Com on Judiciary 2, if favorable, Rules, Calendar, and Operations of the House",3,
HB0010,2023_2024,2023-RS,2023-01-26,House,Passed 1st Reading,2,
HB0010,2023_2024,2023-RS,2023-01-25,House,Filed,1,
HB0011,2023_2024,2023-RS,2023-04-03,,Ch. SL 2023-10,28,
HB0011,2023_2024,2023-RS,2023-04-03,House,Became Law W/o Signature,27,
HB0011,2023_2024,2023-RS,2023-03-23,,Pres. To Gov. 3/23/2023,26,
HB0011,2023_2024,2023-RS,2023-03-22,,Ratified,25,
HB0011,2023_2024,2023-RS,2023-03-21,Senate,Ordered Enrolled,24,
HB0011,2023_2024,2023-RS,2023-03-21,Senate,Passed 3rd Reading,23,
HB0011,2023_2024,2023-RS,2023-03-21,Senate,Passed 2nd Reading,22,PASS: 29-17 ~~ https://www.ncleg.gov/Legislation/Votes/RollCallVoteTranscript/2023/S/67
HB0011,2023_2024,2023-RS,2023-03-20,Senate,Reptd Fav,21,
HB0011,2023_2024,2023-RS,2023-03-15,Senate,Re-ref Com On Rules and Operations of the Senate,20,
HB0011,2023_2024,2023-RS,2023-03-15,Senate,Reptd Fav,19,
HB0011,2023_2024,2023-RS,2023-03-14,Senate,"Re-ref to Education/Higher Education.  If fav, re-ref to Rules and Operations of the Senate",18,
HB0011,2023_2024,2023-RS,2023-03-14,Senate,Withdrawn From Com,17,
HB0011,2023_2024,2023-RS,2023-03-06,Senate,Ref To Com On Rules and Operations of the Senate,16,
HB0011,2023_2024,2023-RS,2023-03-06,Senate,Passed 1st Reading,15,
HB0011,2023_2024,2023-RS,2023-03-06,Senate,Regular Message Received From House,14,
HB0011,2023_2024,2023-RS,2023-03-02,House,Regular Message Sent To Senate,13,
HB0011,2023_2024,2023-RS,2023-03-01,House,Passed 3rd Reading,12,
HB0011,2023_2024,2023-RS,2023-03-01,House,Passed 2nd Reading,11,PASS: 71-45 ~~ https://www.ncleg.gov/Legislation/Votes/RollCallVoteTranscript/2023/H/44
HB0011,2023_2024,2023-RS,2023-02-28,House,Placed On Cal For 03/01/2023,10,
HB0011,2023_2024,2023-RS,2023-02-28,House,Cal Pursuant Rule 36(b),9,
HB0011,2023_2024,2023-RS,2023-02-28,House,Reptd Fav,8,
HB0011,2023_2024,2023-RS,2023-02-23,House,"Re-ref Com On Rules, Calendar, and Operations of the House",7,
HB0011,2023_2024,2023-RS,2023-02-23,House,Reptd Fav,6,
HB0011,2023_2024,2023-RS,2023-02-14,House,Re-ref Com On State Government,5,
HB0011,2023_2024,2023-RS,2023-02-14,House,Reptd Fav Com Substitute,4,
HB0011,2023_2024,2023-RS,2023-01-26,House,"Ref to the Com on Education - K-12, if favorable, State Government, if favorable, Rules, Calendar, and Operations of the House",3,
HB0011,2023_2024,2023-RS,2023-01-26,House,Passed 1st Reading,2,
HB0011,2023_2024,2023-RS,2023-01-25,House,Filed,1,
HB0012,2023_2024,2023-RS,2023-01-26,House,"Ref to the Com on Local Government, if favorable, Rules, Calendar, and Operations of the House",3,
HB0012,2023_2024,2023-RS,2023-01-26,House,Passed 1st Reading,2,
HB0012,2023_2024,2023-RS,2023-01-25,House,Filed,1,
HB0013,2023_2024,2023-RS,2023-01-26,House,"Ref to the Com on Commerce, if favorable, Local Government, if favorable, Rules, Calendar, and Operations of the House",3,
HB0013,2023_2024,2023-RS,2023-01-26,House,Passed 1st Reading,2,
HB0013,2023_2024,2023-RS,2023-01-25,House,Filed,1,
HB0014,2023_2024,2023-RS,2023-01-26,House,"Ref to the Com on Finance, if favorable, Rules, Calendar, and Operations of the House",3,
HB0014,2023_2024,2023-RS,2023-01-26,House,Passed 1st Reading,2,
HB0014,2023_2024,2023-RS,2023-01-25,House,Filed,1,
HB0015,2023_2024,2023-RS,2023-01-26,House,"Ref to the Com on Finance, if favorable, Rules, Calendar, and Operations of the House",3,
HB0015,2023_2024,2023-RS,2023-01-26,House,Passed 1st Reading,2,
HB0015,2023_2024,2023-RS,2023-01-25,House,Filed,1,
HR0016,2023_2024,2023-RS,2023-01-25,House,Adopted,5,
HR0016,2023_2024,2023-RS,2023-01-25,House,Added to Calendar,4,
HR0016,2023_2024,2023-RS,2023-01-25,House,Passed 1st Reading,3,
HR0016,2023_2024,2023-RS,2023-01-25,House,Filed,2,
HR0016,2023_2024,2023-RS,2023-01-25,House,Rules Suspended,1,
