bill_num,term,session,bill_type,companion,primary_sponsors,cosponsors,short_title,attributes,counties,statutes,keywords,bill_url
SB0554,2023_2024,2023-RS,Bill,,Marcus; Smith,Hunt; Murdock; Waddell,Study & Abate Ocular Melanoma/Funds.,Public; Contains Appropriations; Contains Local Appropriations; Requests Study,No counties specifically cited,No affected General Statutes,"appropriations, boards, budgeting, cancer, colleges & universities, counties, diseases & health disorders, education, health services, higher education, municipalities, physicians, public, public health, reports, studies, unc, unc board of governors, mecklenburg county, cornelius, huntersville, greenville, pitt county, opthalmology & opthalmologists, policy collaboratory",https://www.ncleg.gov/BillLookUp/2023/S554
SB0555,2023_2024,2023-RS,Bill  (=H),HB   569,Marcus; Meyer; Mohammed,Adcock; Applewhite; Batch; Blue; Bode; Chaudhuri; Garrett; Grafstein; Hunt; Lowe; Mayfield; Murdock; Robinson; Salvador; Smith; Waddell; Woodard,Working Families Act.,Public; Contains Appropriations; Contains Local Appropriations; Roll Call,No counties specifically cited,"105, 95, 96A (Chapters); 105-153.10, 105-277.1B, 122A-5.7, 95-25.3, 96A-1, 96A-10, 96A-11, 96A-12, 96A-13, 96A-14, 96A-15, 96A-16, 96A-17, 96A-18, 96A-19, 96A-2, 96A-20, 96A-21, 96A-3, 96A-4, 96A-5, 96A-6, 96A-7, 96A-8, 96A-9 (Sections)","appropriations, budgeting, commerce, commerce dept., day care, employment, financial services, housing, housing finance agency, loans, minimum wage, minors, mortgages, poverty, property, public, real estate, salaries & benefits, session laws, social services, tax credits, tax exemptions, tax returns, taxation, taxes, individual income, taxes, property, leave, newborns & infants, family issues",https://www.ncleg.gov/BillLookUp/2023/S555
SB0556,2023_2024,2023-RS,Bill,,Murdock; Mayfield; Marcus,Applewhite; Hunt; Meyer; Mohammed; Smith; Waddell,End Menstrual Poverty Act.,Public; Contains Appropriations; Contains Local Appropriations,No counties specifically cited,115C-377 (Sections),"appropriations, budgeting, dhhs, education, elementary education, public, public health, public instruction dept., secondary education, women",https://www.ncleg.gov/BillLookUp/2023/S556
SB0557,2023_2024,2023-RS,Bill,,Murdock,Applewhite; Hunt; Lowe; Mayfield; Mohammed; Robinson; Smith; Waddell,Expand Minority Business Capacity.,Public; Contains Appropriations; Contains Local Appropriations,No counties specifically cited,"143 (Chapters); 143-128.2, 143-128.4, 143-129, 143-48 (Sections)","administration dept., appropriations, bids & bidding, budgeting, commerce, contracts, corporations, for-profit, economic development, minorities, public, purchasing, small business, women",https://www.ncleg.gov/BillLookUp/2023/S557
SB0558,2023_2024,2023-RS,Bill,,Murdock,Applewhite; Hunt; Lowe; Marcus; Mohammed; Waddell,Broadband Affordability Prog./Digital Equity.,Public; Contains Appropriations; Contains Local Appropriations; Uncodified,No counties specifically cited,No affected General Statutes,"appropriations, budgeting, commerce, commerce dept., information technology, infrastructure, internet, poverty, public, reporting, social services, telecommunications, teleservices",https://www.ncleg.gov/BillLookUp/2023/S558
SB0559,2023_2024,2023-RS,Bill  / SL  - (=H),HB   173,Krawiec; Ford,,Charter Schools/Pension/ESOP.,Public; Text has changed,No counties specifically cited,"115C, 135, 143, 58 (Chapters); 115C-218.90, 135-1, 135-48.54, 143-128.4, 58-86-45, 58-86-55 (Sections)","accounting, charter schools, contracts, council of state, counties, education, elementary education, emergency services, financial services, firefighters & firefighting, funds & accounts, insurance, insurance, health, investments, minorities, personnel, presented, public, public officials, ratified, rescue squads, retirement, salaries & benefits, secondary education, state employees, state treasurer, teachers, title change, state health plan, women, cumberland county, durham county, mecklenburg county, forsyth county, chaptered, firemens pension fund, pension & retirement funds",https://www.ncleg.gov/BillLookUp/2023/S559
SB0560,2023_2024,2023-RS,Bill,,Krawiec; Burgin; Corbin,Alexander; Daniel; Ford; Hanig; Hise; Johnson; Lazzara; McInnis; B. Newton; P. Newton; Overcash; Perry; Sanderson; Sawrey; Sawyer,Medical Treatment for Minors Act.,Public,No counties specifically cited,"90 (Chapters); 90-21.140, 90-21.141, 90-21.142, 90-21.143, 90-21.144, 90-21.145, 90-21.146, 90-21.5 (Sections)","boards, civil procedure, courts, fines & penalties, health services, lgbtq & gender issues, licensing & certification, medical board, mental health, minors, nurses & nursing, nursing board, occupations, physicians, psychiatry, public, civil actions",https://www.ncleg.gov/BillLookUp/2023/S560
SB0561,2023_2024,2023-RS,Bill  (=H),HB   243,Waddell,Applewhite; Mayfield; Meyer; Murdock,Repeal Collective Bargaining Ban.,Public,No counties specifically cited,95 (Chapters); 95-98 (Sections),"commerce, employment, local government, organized labor, personnel, public, state employees, government employees, local government employees",https://www.ncleg.gov/BillLookUp/2023/S561
SB0562,2023_2024,2023-RS,Bill,,Sawyer; Lazzara; McInnis,,Relocate Telecom Util for Hwy Construction.,Public,No counties specifically cited,136 (Chapters); 136-19.5 (Sections),"construction, infrastructure, public, roads & highways, telecommunications, transportation, transportation dept., utilities",https://www.ncleg.gov/BillLookUp/2023/S562
SB0563,2023_2024,2023-RS,Bill,,Waddell,,Elderly Prop. Tax Appreciation Exclusion.,Public,No counties specifically cited,"105 (Chapters); 105-277.1, 105-277.1G, 105-282.1 (Sections)","aging, property, public, real estate, taxation, taxes, property",https://www.ncleg.gov/BillLookUp/2023/S563
SB0564,2023_2024,2023-RS,Bill,,Moffitt,,Improper Action Claims Act.,Public,No counties specifically cited,"1 (Chapters); 1-620, 1-621, 1-622, 1-623, 1-624 (Sections)","attorney general, council of state, courts, fines & penalties, justice dept., public, public officials, reporting, liability, civil actions",https://www.ncleg.gov/BillLookUp/2023/S564
SB0565,2023_2024,2023-RS,Bill  / SL  -,,Britt; Lazzara; Sawrey,Marcus; Mayfield; McInnis; Mohammed; Murdock,Revise Automatic Expunction.,Public; Text has changed,No counties specifically cited,"15A (Chapters); 15A-146, 15A-151, 15A-151.5 (Sections)","aoc, courts, criminal records, employment, housing, judicial dept., personnel, presented, public, ratified, records, chaptered",https://www.ncleg.gov/BillLookUp/2023/S565
SB0566,2023_2024,2023-RS,Bill,,Grafstein; Moffitt,Adcock; Marcus; Mayfield; Meyer; Mohammed; Murdock; Smith,Increase Innovations Waiver Slots.,Public; Contains Appropriations; Contains Local Appropriations,No counties specifically cited,No affected General Statutes,"appropriations, budgeting, dhhs, health services, insurance, health, medicaid, poverty, public, social services",https://www.ncleg.gov/BillLookUp/2023/S566
SB0567,2023_2024,2023-RS,Bill,,Batch; Garrett; Lowe,Chaudhuri; Hunt; Marcus; Mayfield; Meyer; Mohammed; Murdock; Robinson; Salvador; Smith; Waddell,School Mental Health Support Act.,Public; Contains Appropriations; Contains Local Appropriations,No counties specifically cited,"115C, 116 (Chapters); 115C-376.6, 116-209.47 (Sections)","appropriations, authorities, boards, budgeting, colleges & universities, counseling, education, education assistance authority, elementary education, financial services, funding, health services, higher education, loans, mental health, occupations, professional education, psychology, public, public instruction dept., reporting, secondary education, social services, social workers, state employees, tuition, unc, unc board of governors, scholarships & financial aid, government employees, school staff",https://www.ncleg.gov/BillLookUp/2023/S567
SB0568,2023_2024,2023-RS,Bill,,Batch; Garrett; Lowe,Applewhite; Meyer; Murdock; Robinson; Waddell,Create Dept. of Housing and Comm. Development.,Public; Contains Appropriations; Contains Local Appropriations,No counties specifically cited,"143 (Chapters); 126-5, 143B-1520, 143B-1521, 143B-1522, 143B-2, 143B-6 (Sections)","appointments, appropriations, boards, budgeting, community development, council of state, economic development, general assembly, governor, housing, membership, president pro tempore, public, public officials, speaker, housing dept., housing board",https://www.ncleg.gov/BillLookUp/2023/S568
SB0569,2023_2024,2023-RS,Bill,,Marcus,Applewhite,Create Public App. for Reporting Threats.,Public; Contains Appropriations; Contains Local Appropriations,No counties specifically cited,No affected General Statutes,"appropriations, budgeting, emergency services, information technology, internet, law enforcement, notification, public, reports, sbi, electronic government, public safety dept.",https://www.ncleg.gov/BillLookUp/2023/S569
SB0570,2023_2024,2023-RS,Bill,,Burgin,Corbin,Modernize Reg/Master's Level Psychologists.,Public,No counties specifically cited,"90 (Chapters); 90-270.139, 90-270.140, 90-270.153 (Sections)","boards, deregulation, education, employment, health services, higher education, licensing & certification, mental health, occupations, professional education, psychology, psychology board, public",https://www.ncleg.gov/BillLookUp/2023/S570
SB0571,2023_2024,2023-RS,Bill,,Burgin,,NC Accountability/Safety Net.,Public,No counties specifically cited,"143 (Chapters); 143-300.1B, 143-300.1C (Sections)","civil procedure, commerce, commissions, contracts, corporations, nonprofit, courts, dhhs, health depts., health services, industrial comn., local government, public, public health, social services, social services depts., liability, civil actions, ngos",https://www.ncleg.gov/BillLookUp/2023/S571
SB0572,2023_2024,2023-RS,Bill  (=H),HB   578,Moffitt; Johnson,Hanig,Incentivize Space Spirits.,Public,No counties specifically cited,"105 (Chapters); 105-113.81, 105-164.27A (Sections)","advertising & marketing, alcoholic beverages, commerce, communications, emerging technologies, manufacturing, public, retailing, stem, taxation, taxes, excise, taxes, sales & use, distilleries, liquor",https://www.ncleg.gov/BillLookUp/2023/S572
SB0573,2023_2024,2023-RS,Bill,,Hanig; Corbin; Woodard,,School Finance Officer Employment Terms.,Public,No counties specifically cited,"115C (Chapters); 115C-278, 115C-435 (Sections)","accountants, accounting, boards, education, education boards, elementary education, employment, kindergarten, local government, occupations, personnel, public, secondary education, state employees, government employees, school staff",https://www.ncleg.gov/BillLookUp/2023/S573
SB0574,2023_2024,2023-RS,Bill,,Galey; Craven; Jarvis,Murdock,Authorize NIL Agency Contracts.,Public; Text has changed,No counties specifically cited,"78C (Chapters); 132-1.2, 78C-85, 78C-86, 78C-88, 78C-94, 78C-95, 78C-98 (Sections)","advertising & marketing, colleges & universities, communications, contracts, education, higher education, minors, notification, public, public records, sports, students, records, student athletes",https://www.ncleg.gov/BillLookUp/2023/S574
SB0575,2023_2024,2023-RS,Bill,,Marcus; Sawyer; Chaudhuri,Adcock; Applewhite; Grafstein; Hunt; Mayfield; Mohammed; Murdock; Robinson; Salvador; Smith; Waddell; Woodard,Domestic Violence Victims' Separation Waiver.,Public,No counties specifically cited,50 (Chapters); 50-6 (Sections),"courts, crimes, divorce, domestic violence, marriage & civil unions, public, women, family issues",https://www.ncleg.gov/BillLookUp/2023/S575
SB0576,2023_2024,2023-RS,Bill,,Sanderson; Krawiec; Corbin,Burgin; Hanig; Hise,Shared Parenting.,Public,No counties specifically cited,"50 (Chapters); 50-13.01, 50-13.1, 50-13.2 (Sections)","child custody, divorce, marriage & civil unions, minors, public, visitation rights, family issues",https://www.ncleg.gov/BillLookUp/2023/S576
SB0577,2023_2024,2023-RS,Bill,,McInnis; Sawyer; Lazzara,Hanig; Woodard,DMV Proposed Legislative Changes.-AB,Public; Requests Study,No counties specifically cited,"1, 143, 20 (Chapters); 1-105, 143-341, 20-131, 20-17.8, 20-288, 20-289, 20-347, 20-4.01, 20-42, 20-49.1, 20-7, 20-79, 20-79.1, 20-79.1B, 20-79.2, 20-79.5, 20-84, 20-87 (Sections)","boards, civil procedure, commerce, confidentiality, courts, dmv, drivers licenses, elections, elections, state board of, emergency medical services, emergency services, fees, fines & penalties, health services, id systems, information technology, internet, license plates, licenses & permits, local government, motor vehicles, oaths, privacy, public, public officials, reports, rescue squads, retailing, safety, safety equipment, social security, studies, surety & fidelity, telecommunications, telephones, transportation dept., records, electronic government, civil actions, motor fleet, mobile phones & devices, monitoring & surveillance systems, ignition interlock devices",https://www.ncleg.gov/BillLookUp/2023/S577
SB0578,2023_2024,2023-RS,Bill,,Moffitt; Krawiec; Corbin,Grafstein,State as a Model Employer/IDD.,Public; Requests Study,No counties specifically cited,No affected General Statutes,"dhhs, disabled persons, employment, mental health, public, reports, state employees, studies, vocational rehabilitation, developmental disabilities, human resources office",https://www.ncleg.gov/BillLookUp/2023/S578
SB0579,2023_2024,2023-RS,Bill  / SL  -,,B. Newton; Britt; Daniel,Barnes; Burgin; McInnis; Sanderson; Sawrey,Prevent Harm to Children.,Public; Text has changed,No counties specifically cited,"14 (Chapters); 14-190.1, 14-190.17B, 14-190.6, 14-190.7, 14-190.8, 14-190.9 (Sections)","courts, crimes, criminal procedure, media, minors, obscenity, presented, public, ratified, sentencing, chaptered",https://www.ncleg.gov/BillLookUp/2023/S579
SB0580,2023_2024,2023-RS,Bill,,McInnis; Sawyer; Lazzara,Hanig; Woodard,DOT Legislative Changes.-AB,Public; Requests Study,No counties specifically cited,"105, 126, 136, 143C, 150B, 20, 63 (Chapters); 105-164.44M, 126-6.3, 136-133.1, 136-133.2, 136-19.4, 136-28.1, 136-44.2E, 136-44.36, 136-76.2, 136-82, 136-89.213, 136-89.214, 136-89.215, 136-93.1A, 143C-6-11, 150B-19.3, 159B-3, 20-146.2, 20-183.30, 20-183.31, 20-183.32, 62-3, 63-74.5 (Sections)","accounting, advertising & marketing, bridges, coastal resources, commerce, communications, construction, contracts, disasters & emergencies, employment, environment, ferries, funds & accounts, information technology, infrastructure, internet, interstate cooperation, motor vehicles, personnel, pilot programs, privatization, public, public officials, railroads, reporting, roads & highways, session laws, signs, state controller, debt/state government, taxation, toll roads & bridges, transportation, transportation dept., highway fund, plants & trees, electronic government, tax distribution, traffic control devices",https://www.ncleg.gov/BillLookUp/2023/S580
