bill_id,term,session_year,session,short_title,sponsor,house_sponsors,senate_sponsors,summary,bill_url
SB0317,2022-2023,2022,2022 SESSION,SB 317 Out-of-state health care practitioners; temporary authorization to practice.,Barbara A. Favola (chief patron),,Barbara A. Favola (chief patron); Siobhan S. Dunnavant,,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB317
SB0318,2022-2023,2022,2022 SESSION,"SB 318 Campaign advertisements; independent expenditures, electioneering communications, disclaimer.",Barbara A. Favola (chief patron),,Barbara A. Favola (chief patron); Scott A. Surovell,,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB318
SB0319,2022-2023,2022,2022 SESSION,SB 319 Charitable institutions and associations; local appropriations to faith-based organizations.,Jill Holtzman Vogel (chief patron),,Jill Holtzman Vogel (chief patron),Charitable institutions and associations; local appropriations to faith-based organizations. Allows localities to make appropriations to nonprofit faith-based organizations that provide community services in the locality for nonreligious purposes and regardless of recipients' faith affiliation.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB319
SB0320,2022-2023,2022,2022 SESSION,"SB 320 Mini-trucks; definition, use on certain highways.",Jill Holtzman Vogel (chief patron),,Jill Holtzman Vogel (chief patron),"Mini-trucks; definition; use on certain highways.  Defines a ""mini-truck"" and classifies it as a utility vehicle. The  bill provides that mini-trucks may be operated on any highway in the Commonwealth  with a speed limit of 55 miles per hour or less.",http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB320
SB0321,2022-2023,2022,2022 SESSION,SB 321 Health insurance; definition of autism spectrum disorder.,Jill Holtzman Vogel (chief patron),,Jill Holtzman Vogel (chief patron); Adam P. Ebbin,"Health insurance; definition of autism spectrum disorder. Provides that for the purposes of required health insurance coverage for the diagnosis and treatment of autism spectrum disorder, ""autism spectrum disorder"" means any pervasive developmental disorder or autism spectrum disorder, as defined in the most recent edition or the most recent edition at the time of diagnosis of the Diagnostic and Statistical Manual of Mental Disorders of the American Psychiatric Association and ""medically necessary"" means in accordance with the generally accepted standards of mental disorder or condition care and clinically appropriate in terms of type, frequency, site, and duration, based upon evidence and reasonably expected to do any of the following: (i) prevent the onset of an illness, condition, injury, or disability; (ii) reduce or ameliorate the physical, mental, or developmental effects of an illness, condition, injury, or disability; or (iii) assist to achieve or maintain maximum functional capacity in performing daily activities, taking into account both the functional capacity of the individual and the functional capacities that are appropriate for individuals of the same age. This bill is identical to HB 225.",http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB321
SB0322,2022-2023,2022,2022 SESSION,"SB 322 The Plains, Town of; amending charter, election dates and terms of offices.",Jill Holtzman Vogel (chief patron),,Jill Holtzman Vogel (chief patron),Charter; Town of The Plains; elections;  election dates and terms. Changes elections and terms for town councilmen and the mayor to reflect a change for  elections from May to November and changes the beginning of  terms from July following the elections to January.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB322
SB0323,2022-2023,2022,2022 SESSION,SB 323 Overdoses; arrest and prosecution when experiencing or reporting.,Jill Holtzman Vogel (chief patron),,Jill Holtzman Vogel (chief patron),"Arrest and prosecution when experiencing or reporting  overdoses. Provides that an individual who is  subject to arrest or prosecution for the unlawful purchase, possession, or  consumption of alcohol, possession of a controlled  substance, possession of marijuana, intoxication in public, or  possession of controlled paraphernalia may be offered a first offender deferred  disposition program or drug treatment court docket program if such person is  reporting an overdose and seeking emergency medical attention. Under current  law, such person would be immune from arrest and prosecution.",http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB323
SB0324,2022-2023,2022,2022 SESSION,SB 324 Public agencies; privacy of personal information.,Jill Holtzman Vogel (chief patron),,Jill Holtzman Vogel (chief patron),,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB324
SB0325,2022-2023,2022,2022 SESSION,SB 325 Alcoholic beverage control; transportation of alcoholic beverages purchased.,Bryce E. Reeves (chief patron),,Bryce E. Reeves (chief patron),,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB325
SB0326,2022-2023,2022,2022 SESSION,SB 326 Credit unions; priority of shares.,John J. Bell (chief patron),,John J. Bell (chief patron),Credit unions; priority of shares. Removes a provision that establishes that shares held by a credit union member are subordinate to all other obligations of the credit union. This bill is identical to HB 268.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB326
SB0327,2022-2023,2022,2022 SESSION,SB 327 Arrest and summons quotas; prohibition.,Bryce E. Reeves (chief patron),,Bryce E. Reeves (chief patron),,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB327
SB0328,2022-2023,2022,2022 SESSION,SB 328 Law-enforcement agencies; acquisition of military property.,Bryce E. Reeves (chief patron),,Bryce E. Reeves (chief patron),,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB328
SB0329,2022-2023,2022,2022 SESSION,SB 329 Credit unions; activity authorized for a federally chartered credit union.,John J. Bell (chief patron),,John J. Bell (chief patron),,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB329
SB0330,2022-2023,2022,2022 SESSION,SB 330 Carrying a concealed handgun; permit not required.,Bryce E. Reeves (chief patron),,Bryce E. Reeves (chief patron),Carrying a concealed handgun; permit not required.  Allows any person who is otherwise eligible to obtain a concealed handgun  permit to carry a concealed handgun without a permit anywhere he may lawfully carry  a handgun openly within the Commonwealth.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB330
SB0331,2022-2023,2022,2022 SESSION,SB 331 Overtime pay requirements; volunteers.,Bryce E. Reeves (chief patron),,Bryce E. Reeves (chief patron),"Overtime pay requirements; volunteers. Permits  individuals who work as both employees and on a volunteer basis for a public  body, church, or nonprofit organization to earn overtime wages for hours worked  as an employee only and continues to exclude hours worked on a volunteer basis  from overtime wage requirements.",http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB331
SB0332,2022-2023,2022,2022 SESSION,SB 332 Boating safety education; eliminates certain requirement.,Bryce E. Reeves (chief patron),,Bryce E. Reeves (chief patron),Boating safety education. Eliminates possession of a rental or lease agreement for a motorboat  listing the person as the authorized operator of the boat  from the list of conditions a person may meet to be considered in compliance  with the boating safety education requirement.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB332
SB0333,2022-2023,2022,2022 SESSION,SB 333 Speed limits; established by local authority.,John J. Bell (chief patron),,John J. Bell (chief patron),"Establishment of speed limits; local authority.  Authorizes localities to reduce speed limits on any highway  in the locality, provided that such speed limit is  indicated by lawfully placed signs. Current law  authorizes localities to reduce the speed limit to less than 25 miles  per hour, but not less than 15 miles per hour, on highways  within its boundaries that are located in a business district or residence  district, provided that such reduced speed limit is indicated by lawfully placed  signs.",http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB333
SB0334,2022-2023,2022,2022 SESSION,"SB 334 Photo speed monitoring devices; localities, locations.",John J. Bell (chief patron),Betsy B. Carr,John J. Bell (chief patron),Photo speed monitoring devices; localities; locations. Authorizes  towns that have not established their own police department to authorize the placement and operation of a photo speed monitoring  device to record speed limit violations. Current law authorizes state and local  law-enforcement agencies to place and operate such devices. The bill requires any such town to provide all data collected from  the device to the chief law-enforcement office for the town or of the county in  which the town is located. The bill removes the limitation that such devices  only be used in highway work zones and school crossing zones.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB334
SB0335,2022-2023,2022,2022 SESSION,SB 335 Health insurance; association health plan for real estate salespersons.,George L. Barker (chief patron),,"George L. Barker (chief patron); John A. Cosgrove, Jr. (incorporated chief co-patron); Jennifer B. Boysko; Siobhan S. Dunnavant; Ghazala F. Hashmi; T. Montgomery ""Monty"" Mason; Jeremy S. McPike; J. Chapman Petersen; Frank M. Ruff, Jr.; Richard H. Stuart; David R. Suetterlein",,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB335
SB0336,2022-2023,2022,2022 SESSION,"SB 336 Certificate of public need; nursing homes, charity care.",George L. Barker (chief patron),,George L. Barker (chief patron),"Certificate of public need; nursing homes; charity care. Exempts nursing homes from the requirement that applicants for a certificate of public need agree to provide a specified level of charity care to indigent persons or accept patients requiring specialized care, facilitate the development and operation of primary and specialty medical care services in designated medically underserved areas of the applicant's service area, or both.",http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB336
SB0337,2022-2023,2022,2022 SESSION,SB 337 Accident and sickness insurance; minimum standards.,George L. Barker (chief patron),,George L. Barker (chief patron),"Accident and sickness insurance; minimum standards. Authorizes  the State Corporation Commission to issue rules and regulations related to  accident and sickness insurance minimum standards and excepted benefits and  provides that the purpose of such rules and regulations is to establish (i) the  minimum standards for filing of policy forms for individual and small group  health benefit plans, (ii) the minimum standards, terms, and coverages for  individual and group accident and sickness policies known as excepted benefits,  and (iii) the minimum standards for short-term limited-duration insurance. The bill  directs the Commission to ensure that such standards are simple and  understandable and are not misleading or unreasonably confusing, and that the  sale of such policies provides for full disclosure.",http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB337
SB0338,2022-2023,2022,2022 SESSION,SB 338 Commonwealth Health Reinsurance Program; federal risk adjustment program.,George L. Barker (chief patron),,George L. Barker (chief patron),Commonwealth Health Reinsurance Program; federal risk adjustment program. Eliminates the requirement that the State Corporation Commission consider transfers made under the federal risk adjustment program to eliminate double reimbursement for high-cost cases as a factor when establishing payment parameters for the benefit year under the Commonwealth Health Reinsurance Program. The bill also eliminates the requirement that the Commission factor in transfers received for an enrolled individual under the federal risk adjustment program when calculating each reinsurance payment based on an eligible carrier's incurred claims costs for a covered person's covered benefits in the applicable benefit year. This bill is identical to HB 842.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB338
SB0339,2022-2023,2022,2022 SESSION,SB 339 Washington Metropolitan Area Transit Authority; alternate directors.,George L. Barker (chief patron),,George L. Barker (chief patron),Washington Metropolitan Area Transit Authority; alternate  directors. Repeals a provision of the 2018 mass  transit funding legislation that  requires the Commonwealth Transportation Board to withhold certain  funding from the Washington Metropolitan Area Transit Authority if alternate  directors of the Authority participate in or take action at a meeting at which the primary directors are  present.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB339
SB0340,2022-2023,2022,2022 SESSION,SB 340 Freestanding emergency departments; Bd. of Health to promulgate regulations related to departments.,George L. Barker (chief patron),,George L. Barker (chief patron),"Freestanding emergency departments.  Requires the Board of Health to promulgate regulations related to freestanding emergency departments, defined in the bill as  facilities located in the Commonwealth that (i) provide emergency services,  (ii) are owned and operated by a licensed hospital and operate under the  hospital's license, and (iii) are located on separate premises from the primary  campus of the hospital. The bill also requires  freestanding emergency departments to make certain disclosures to  patients, in advertisements, and on any online platforms associated with such emergency department.",http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB340
SB0341,2022-2023,2022,2022 SESSION,"SB 341 Consumer protection; online marketplace, high-volume third-party sellers.",George L. Barker (chief patron),Margaret B. Ransone,"George L. Barker (chief patron); Frank M. Ruff, Jr.",,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB341
SB0342,2022-2023,2022,2022 SESSION,SB 342 Transit Ridership Incentive Program; use of funds for reduced-fare or zero-fare transit projects.,George L. Barker (chief patron),,George L. Barker (chief patron); Jennifer B. Boysko; Jennifer L. McClellan,,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB342
SB0343,2022-2023,2022,2022 SESSION,"SB 343 Income tax, state; refundable tax credit for low-income taxpayers.",George L. Barker (chief patron),,George L. Barker (chief patron); Adam P. Ebbin; Jennifer L. McClellan,"Refundable income tax credit for low-income taxpayers.  Allows low-income individuals and married persons to claim either (i) a  nonrefundable income tax credit equal to $300 for each individual, his spouse,  and any dependents or (ii) a refundable income tax credit equal to 20 percent  of the federal earned income tax credit claimed that year by the individual or  married persons for the same taxable year. Under current law, low-income  individuals and married persons may elect either of these amounts; however,  both options for claiming the credit are nonrefundable. The provisions of the  bill apply to taxable years 2022 through 2028.",http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB343
SB0344,2022-2023,2022,2022 SESSION,"SB 344 Health insurance; coverage for donated human breast milk, effective date.",George L. Barker (chief patron),Wendy W. Gooditis,George L. Barker (chief patron); Jennifer L. McClellan,,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB344
SB0345,2022-2023,2022,2022 SESSION,SB 345 Driver's license or identification card; indication of blood type to be noted on license or card.,George L. Barker (chief patron),,George L. Barker (chief patron),,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB345
SB0346,2022-2023,2022,2022 SESSION,"SB 346 Income tax, state; property information and analytics firms, business operations, definitions.",George L. Barker (chief patron),,George L. Barker (chief patron),,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB346
SB0347,2022-2023,2022,2022 SESSION,SB 347 Electric utilities; SCC to establish for certain utilities annual energy efficiency savings targets.,John J. Bell (chief patron),,John J. Bell (chief patron),,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB347
SB0348,2022-2023,2022,2022 SESSION,"SB 348 Support orders; retroactivity, arrearages, party's incarceration.",Scott A. Surovell (chief patron),,Scott A. Surovell (chief patron),,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB348
SB0349,2022-2023,2022,2022 SESSION,"SB 349 Division of marital property; Va. Retirement System managed defined contribution plan, etc.",Scott A. Surovell (chief patron),,Scott A. Surovell (chief patron),"Division of marital property; Virginia Retirement System  managed defined contribution plan; calculation of gains and losses. Provides  that if the court enters an order to distribute any Virginia Retirement System  managed defined contribution plan, the Virginia Retirement System shall, if  ordered by the court, calculate gains and losses from the valuation date  through the date of distribution of the benefits.",http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB349
SB0350,2022-2023,2022,2022 SESSION,SB 350 Health records; patient's right to disclosure.,Scott A. Surovell (chief patron),,Scott A. Surovell (chief patron),,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB350
SB0351,2022-2023,2022,2022 SESSION,"SB 351 Workers' compensation; permanent and total incapacity, subsequent accident.",Scott A. Surovell (chief patron),,Scott A. Surovell (chief patron),,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB351
SB0352,2022-2023,2022,2022 SESSION,"SB 352 Health care providers and grocery store workers, etc.; employers to provide paid sick leave, clause.",Scott A. Surovell (chief patron),"Dawn M. Adams; Lamont Bagby; Elizabeth B. Bennett-Parker; Jeffrey M. Bourne; David L. Bulova; Betsy B. Carr; Nadarius E. Clark; Kelly K. Convirs-Fowler; Eileen Filler-Corn; Jackie H. Glass; Wendy W. Gooditis; Elizabeth R. Guzman; C.E. Cliff Hayes, Jr.; Dan I. Helmer; Patrick A. Hope; Sally L. Hudson; Clinton L. Jenkins; Mark L. Keam; Kaye Kory; Paul E. Krizek; Alfonso H. Lopez; Michelle Lopes Maldonado; Delores L. McQuinn; Michael P. Mullin; Candi Mundon King; Kathleen Murphy; Kenneth R. Plum; Marcia S. ""Cia"" Price; Danica A. Roem; Don L. Scott; Briana D. Sewell; Irene Shin; Marcus B. Simon; Shelly A. Simonds; Suhas Subramanyam; Richard C. ""Rip"" Sullivan, Jr.; Luke E. Torian; Kathy K.L. Tran; Jeion A. Ward; Vivian E. Watts; Rodney T. Willett; Angelia Williams Graves",Scott A. Surovell (chief patron); Jennifer B. Boysko,,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB352
SB0353,2022-2023,2022,2022 SESSION,SB 353 Emergency Shelters Upgrade Assistance Grant Fund; funds to be paid to certain entities.,Jill Holtzman Vogel (chief patron),,Jill Holtzman Vogel (chief patron); L. Louise Lucas (incorporated chief co-patron),,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB353
SB0354,2022-2023,2022,2022 SESSION,SB 354 James River watershed; timeline for compliance w/reg. of certain combined sewer overflow outfalls.,Richard H. Stuart (chief patron),,Richard H. Stuart (chief patron); Joseph D. Morrissey (chief co-patron); Siobhan S. Dunnavant; David R. Suetterlein,,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB354
SB0355,2022-2023,2022,2022 SESSION,SB 355 Enhanced Nutrient Removal Certainty Program; Fredericksburg waste water treatment facility.,Richard H. Stuart (chief patron),Tara A. Durant; Phillip A. Scott,Richard H. Stuart (chief patron); Siobhan S. Dunnavant,,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB355
SB0356,2022-2023,2022,2022 SESSION,SB 356 Children's Services Act; special education programs.,Richard H. Stuart (chief patron),,Richard H. Stuart (chief patron),Children's Services Act; special education programs.  Expands eligibility for services under the  Children's Services Act to students who transfer from an approved private  school special education program to a public school  special education program established and funded  jointly by a local governing body and school division located within Planning  District 16 (George Washington Regional) for the  purpose of providing special education and related services when (i) the public school special  education program is able to provide services comparable to those of an  approved private school special education program  and (ii) the student would require placement in an  approved private school special education program  but for the availability of the public school special  education program.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB356
SB0357,2022-2023,2022,2022 SESSION,SB 357 Waterway Maintenance Grant Program; qualifications of recipient for grants.,Richard H. Stuart (chief patron),,Richard H. Stuart (chief patron),"Virginia Port Authority; Waterway Maintenance Grant  Program; qualifications of recipient. Authorizes the Virginia Port  Authority, in awarding grants through the Waterway Maintenance  Grant Program, to award a grant to a political subdivision or governing body  for the dredging of a waterway channel with a bottom that is privately owned if such political subdivision or  governing body holds a lease of such bottom with a term of 25 years or more.",http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB357
SB0358,2022-2023,2022,2022 SESSION,"SB 358 Seafood industry; Governor shall designate a liaison to address workforce needs, report.",Richard H. Stuart (chief patron),,"Richard H. Stuart (chief patron); Lynwood W. Lewis, Jr.",,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB358
SB0359,2022-2023,2022,2022 SESSION,SB 359 Pharmacy benefits managers; frequency of required report.,Richard H. Stuart (chief patron),,Richard H. Stuart (chief patron),"Pharmacy benefits managers; frequency of required report.  Changes the frequency of which a carrier or its pharmacy benefits manager is  required to report certain information to the Commissioner of Insurance. The bill  provides that the report is to be filed quarterly through the period ending  December 31, 2022, and is to be filed by March 31 of  each year on a calendar year basis thereafter. Under current law, the report is  required quarterly indefinitely.",http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB359
SB0360,2022-2023,2022,2022 SESSION,SB 360 Disabled veterans and surviving spouses; state subsidy of property tax exemptions.,Richard H. Stuart (chief patron),Clinton L. Jenkins,Richard H. Stuart (chief patron); Bill DeSteph,State subsidy of property tax exemptions for disabled  veterans and surviving spouses. Requires the Commonwealth to subsidize  local real estate tax relief for disabled veterans and surviving spouses of  members of the United States Armed Forces killed in  action when more than one percent of a locality's real estate tax base is lost  due to such state-mandated tax relief programs. The Commonwealth would  subsidize only that portion of tax-exempt real  estate that exceeds the one percent threshold.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB360
SB0361,2022-2023,2022,2022 SESSION,"SB 361 Marcus alert system; participation in the system is optional for localities, etc.",Richard H. Stuart (chief patron),,Richard H. Stuart (chief patron),,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB361
SB0362,2022-2023,2022,2022 SESSION,SB 362 Bicycles and certain other vehicles; riding two abreast.,Richard H. Stuart (chief patron),,Richard H. Stuart (chief patron),,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB362
SB0363,2022-2023,2022,2022 SESSION,SB 363 Cities and counties; distribution of recordation tax.,Richard H. Stuart (chief patron),,Richard H. Stuart (chief patron),Distribution of recordation tax to  cities and counties. Reestablishes the distribution of $20 million of state  recordation tax revenue to counties and cities to be used for transportation or  public education purposes. Legislation in 2020 dedicated the $20 million to the  Hampton Roads Regional Transit Program.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB363
SB0364,2022-2023,2022,2022 SESSION,SB 364 Handguns; limitation on purchases.,Bryce E. Reeves (chief patron),R. Lee Ware,Bryce E. Reeves (chief patron),"Purchase of handguns; limitation on handgun purchases. Removes the prohibition on any person who is not a licensed firearms dealer from purchasing more than one handgun in a 30-day period. Current law makes it a Class 1 misdemeanor for a violation of this provision, subject to certain exemptions.",http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB364
SB0365,2022-2023,2022,2022 SESSION,"SB 365 Virginia Overtime Wage Act; clarifies term ""employee.""",Richard H. Stuart (chief patron),,Richard H. Stuart (chief patron),"Virginia Overtime Wage Act. Provides that for the  purposes of the Virginia Overtime Wage Act, the term ""employee"" does  not include certain persons excluded from the definition  of ""employee"" under the federal Fair Labor Standards Act (the federal act). The bill provides that an employer may  assert an exemption to the overtime requirement of the Virginia  Overtime Wage Act for employees who meet certain exemptions set forth in  the federal act. The bill also provides that a public agency, as defined in the  federal act, may provide an employee compensatory time off in lieu of overtime  compensation, in accordance with the federal act.",http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB365
SB0366,2022-2023,2022,2022 SESSION,"SB 366 Historical horse racing; electronic gaming terminals, age requirement, penalty.",Bryce E. Reeves (chief patron),Paul E. Krizek,Bryce E. Reeves (chief patron); Adam P. Ebbin,,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB366
SB0367,2022-2023,2022,2022 SESSION,SB 367 Horse racing; certain amount from wagers to be deposited in Problem Gambling Trust & Support Fund.,Bryce E. Reeves (chief patron),Paul E. Krizek,Bryce E. Reeves (chief patron),Horse racing tax. Provides that 0.01  percent of the amount that a horse racing licensee retains from wagering on  historical horse racing pools shall be deposited in the Problem Gambling  Treatment and Support Fund. The bill reduces from 0.75 percent to 0.74 percent  the percentage of such retained amount that accrues  to the general fund.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB367
SB0368,2022-2023,2022,2022 SESSION,SB 368 Vehicle history report companies; notifications.,Bryce E. Reeves (chief patron),,Bryce E. Reeves (chief patron),"Vehicle history report companies; notifications. Requires  vehicle history report companies, as defined in the bill, to notify a vehicle  owner and lienholder, if any, if his vehicle has been deemed nonrepairable or  any comparable term in the records of such company.  The bill requires vehicle history report companies to establish and maintain a  process for disputing such a designation and, if appropriate, having it  corrected in a timely manner. The bill provides that a failure to notify the  owner constitutes a violation of the Virginia Consumer Protection Act. The bill  authorizes the Department of Motor Vehicles to release the name and address of  the vehicle owner and lienholder for the purpose of such notification.",http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB368
SB0369,2022-2023,2022,2022 SESSION,"SB 369 Public health emergency; out-of-state licenses, deemed licensure.",Richard H. Stuart (chief patron),,Richard H. Stuart (chief patron),,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB369
SB0370,2022-2023,2022,2022 SESSION,"SB 370 Elections; local electoral boards & general registrars to perform certain risk-limiting audits, etc.",John J. Bell (chief patron),,John J. Bell (chief patron); Jill Holtzman Vogel (chief co-patron),,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB370
SB0371,2022-2023,2022,2022 SESSION,"SB 371 Elections, State Board of; expands membership, appointment of Commissioner of Elections.",Jill Holtzman Vogel (chief patron),,"Jill Holtzman Vogel (chief patron); Frank M. Ruff, Jr.",,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB371
SB0372,2022-2023,2022,2022 SESSION,"SB 372 Regulatory Budget Program; DPB to establish, report.",T. Travis Hackworth (chief patron),,T. Travis Hackworth (chief patron),"Department of Planning and Budget; Regulatory Budget  Program; report. Directs the Department of Planning and Budget, under the  direction of the Secretary of Finance, to establish a continuous Regulatory  Budget Program with the goal of setting a target for each executive branch  agency subject to the Administrative Process Act to (i) reduce regulations and  regulatory requirements, (ii) maintain the current number of regulations and  regulatory requirements, or (iii) allow regulations and regulatory requirements  to increase by a specific amount over a two-year period. The bill requires the  Secretary of Finance to report to the Speaker of the House  of Delegates and the Chairman of the Senate Committee on Rules on the status of the Program no later than  October 1 of each odd-numbered year. Finally, the bill provides that the  Department, in consultation with the Office of the Attorney General, shall, by  October 1, 2024, issue guidance for agencies  regarding the Program and how an agency can comply with the requirements of the Program.",http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB372
SB0373,2022-2023,2022,2022 SESSION,"SB 373 Emergency custody; magistrate may extend custody order, medical testing, observation, or treatment.",R. Creigh Deeds (chief patron),,R. Creigh Deeds (chief patron),"Emergency custody; extension; medical testing, observation, or treatment. Provides that a magistrate may, upon the sworn petition of the Commissioner of Behavioral Health and Developmental Services or his designee, issue an order extending an emergency custody order for a period of up to 48 hours upon finding that probable cause exists to believe that the behaviors upon which a finding that the person meets the criteria for emergency custody are the result of a medical or physical condition, including substance intoxication or withdrawal, and that the medical standard of care for such medical or physical condition calls for testing, observation, or treatment to prevent harm to the person resulting from such medical or physical condition. Upon issuance of an order extending the period of emergency custody, the person shall be transported to and detained in an appropriate medical care facility for testing, observation, and treatment.",http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB373
SB0374,2022-2023,2022,2022 SESSION,"SB 374 Project labor agreements; prevailing wage, collective bargaining for employees of local gov'ts, etc.",Mark D. Obenshain (chief patron),,Mark D. Obenshain (chief patron),"Project labor agreements; prevailing wage; collective  bargaining for employees of local governments. Repeals certain provisions  of the Code that (i) require contractors and subcontractors under any public  contract with a state agency or certain localities to pay the prevailing wage  rate; (ii) authorize any public body, when engaged  in procuring products or services or letting contracts for construction,  manufacture, maintenance, or operation of public works, to require bidders to  enter into or adhere to project labor agreements on the public works projects; and (iii) authorize a locality to recognize any labor  union or other employee association as a bargaining agent of any public  officers or employees or to collectively bargain or enter into any collective  bargaining contract with any such union or association or  its agents.",http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB374
SB0375,2022-2023,2022,2022 SESSION,SB 375 Optometrists; allowed to perform laser surgery if certified by Board of Optometry.,J. Chapman Petersen (chief patron),,J. Chapman Petersen (chief patron),,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB375
SB0376,2022-2023,2022,2022 SESSION,"SB 376 Prescription Drug Affordability Board; established, drug cost affordability review, report.",J. Chapman Petersen (chief patron),,"J. Chapman Petersen (chief patron); John J. Bell; Adam P. Ebbin; Lionell Spruill, Sr.","Prescription Drug Affordability Board; established; drug cost affordability review. Establishes the Prescription Drug Affordability Review Board for the purpose of protecting state residents, state and local governments, commercial health plans, health care providers, pharmacies licensed in the Commonwealth, and other stakeholders within the health care system from the high costs of prescription drug products.",http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB376
SB0377,2022-2023,2022,2022 SESSION,"SB 377 Vienna, Town of; amending charter, election and term dates.",J. Chapman Petersen (chief patron),,J. Chapman Petersen (chief patron),"Charter; Town of Vienna; elections; dates and terms. Changes the date of elections for the mayor and all councilmen from May 2022 to November 2023, with the accompanying start date changed to the first day of January 2024 and end date changed to the last day of December 2025. Starting in 2025, the bill changes the date for all subsequent elections to November, with the start date as the first day of January of the next year, and sets the term length for each councilman and mayor to two years. This bill is identical to HB 700.",http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB377
SB0378,2022-2023,2022,2022 SESSION,"SB 378 Petition for modification of sentence; eligibility, procedures.",J. Chapman Petersen (chief patron),,J. Chapman Petersen (chief patron); Joseph D. Morrissey (chief co-patron),"Petition for modification of sentence; eligibility;  procedures. Provides a petition process for a person  serving a sentence for any conviction or a combination of any convictions who remains incarcerated in a state or  local correctional facility and meets certain criteria to petition the circuit  court that entered the original judgment or order to (i) suspend the unserved  portion of such sentence or run the unserved portion  of such sentence concurrently with another sentence, (ii)  place such person on probation for such time as the court shall determine, or (iii) otherwise modify the sentence imposed.",http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+SB378
